Fp1   4,8619 4,9200 4,8735 4,7551 4,5985 4,4190 4,2138 3,9747 3,6954 3,3791 3,0275 2,6132 2,0860 1,4141 0,6039 -0,3191 -1,3380 -2,4387 -3,5592 -4,5573 -5,2581 -5,5416 -5,3957 -4,9155 -4,2572 -3,5597 -2,8920 -2,2640 -1,6688 -1,1116 -0,6108 -0,1846 0,1586 0,4272 0,6407 0,7978 0,8588 0,7876 0,5934 0,3120 -0,0321 -0,4243 -0,8245 -1,1544 -1,3334 -1,3232 -1,1444 -0,8698 -0,6006 -0,4331 -0,4326 -0,6284 -1,0274 -1,6048 -2,2664 -2,8646 -3,2791 -3,4666 -3,4462 -3,2764 -3,0369 -2,8116 -2,6816 -2,7037 -2,8749 -3,1228 -3,3334 -3,4040 -3,2935 -3,0391 -2,7396 -2,5216 -2,4656 -2,5261 -2,5564 -2,4353 -2,1412 -1,7298 -1,2900 -0,9005 -0,5981 -0,3694 -0,1660 0,0557 0,2970 0,5286 0,7297 0,8947 1,0300 1,1657 1,3293 1,4978 1,6063 1,6141 1,5565 1,5333 1,6472 1,9550 2,4458 3,0485 3,6691 4,2208 4,6266 4,8206 4,7571 4,4244 3,8687 3,1953 2,5185 1,8893 1,2665 0,5711 -0,2246 -1,0503 -1,7746 -2,2929 -2,5641 -2,5673 -2,2777 -1,7090 -0,9321 -0,0285 0,9448 1,9392 2,9000 3,7736 4,5054 5,0315 5,3023 5,3225 5,1567 4,8912 4,5958 4,3133 4,0751 3,9042 3,7990 3,7395 3,7121 3,7231 3,8068 4,0115 4,3499 4,7851 5,2793 5,8214 6,3903 6,9362 7,4200 7,8363 8,1774 8,4008 8,4540 8,3302 8,0837 7,8053 7,5959 7,5433 7,6989 8,0735 8,6398 9,3222 10,0001 10,5476 10,8813 10,9820 10,8928 10,6958 10,4694 10,2613 10,0868 9,9243 9,7148 9,3922 8,9367 8,4090 7,9226 7,5698 7,3741 7,2866 7,2077 7,0381 6,7255 6,2717 5,7191 5,1216 4,5100 3,9047 3,3462 2,8655 2,4369 1,9922 1,4693 0,8234 0,0128 -0,9866 -2,1482 -3,3897 -4,6015 -5,6867 -6,5814 -7,2424 -7,6294 -7,7121 -7,5027 -7,0803 -6,5716 -6,1081 -5,7763 -5,5611 -5,3298 -4,9111 -4,2277 -3,3666 -2,5260 -1,8877 -1,5241 -1,4165 -1,5275 -1,8242 -2,2625 -2,7821 -3,3126 -3,7889 -4,1813 -4,5096 -4,8050 -5,0494 -5,1727 -5,1074 -4,8237 -4,3272 -3,6748 -2,9879 -2,3977 -1,9666 -1,6711 -1,4384 -1,1941 -0,8975 -0,5566 -0,2233 0,0335 0,1736 0,2256 0,2809 0,4220 0,6349 0,8011 0,7832 0,5215 0,0618 -0,4855 -0,9803 -1,2646 -1,2140 -0,8192 -0,2232 0,3423 0,6955 0,8042 0,7593 0,6908 0,6977 0,7865 0,8652 0,8245 0,6109 0,2251 -0,3046 -0,9268 -1,5755 -2,2006 -2,7858 -3,3208 -3,7668 -4,0515 -4,0964 -3,8710 -3,4277 -2,8786 -2,3603 -2,0156 -1,9450 -2,1398 -2,4691 -2,7424 -2,8119 -2,6489 -2,3234 -1,9234 -1,5189 -1,1701 -0,9048 -0,6712 -0,3519 0,1470 0,8302 1,6226 2,4171 3,1099 3,6192 3,8930 3,9153 3,7103 3,3241 2,7925 2,1311 1,3611 0,5250 -0,3268 -1,1362 -1,8212 -2,2981 -2,5403 -2,6025 -2,5766 -2,5292 -2,4838 -2,4519 -2,4598 -2,5237 -2,6073 -2,6426 -2,5828 -2,4106 -2,1170 -1,7008 -1,1691 -0,5361 0,1581 0,8331 1,3991 1,7929 1,9641 1,8600 1,4595 0,8064 0,0038 -0,8123 -1,5217 -2,0710 -2,4745 -2,7727 -3,0146 -3,2601 -3,5684 -3,9831 -4,5184 -5,1341 -5,7206 -6,1388 -6,2947 -6,1781 -5,8390 -5,3437 -4,7386 -4,0305 -3,2066 -2,2952 -1,3850 -0,5722 0,0905 0,5867 0,9096 1,0595 1,0605 0,9677 0,8458 0,7378 0,6632 0,6393 0,6896 0,8287 1,0481 1,3295 1,6655 2,0532 2,4781 2,9244 3,3927 3,8879 4,3895 4,8525 5,2450 5,5660 5,8149 5,9642 5,9791 5,8464 5,5815 5,2289 4,8482 4,4745 4,0960 3,6777 3,1992 2,6700 2,1124 1,5361 0,9482 0,3916 -0,0510 -0,2989 -0,3151 -0,1253 0,1901 0,5291 0,7948 0,9108 0,8535 0,6729 0,4600 0,2998 0,2569 0,3748 0,6607 1,0830 1,6026 2,1854 2,7785 3,2968 3,6483 3,7725 3,6832 3,5093 3,4594 3,6836 4,1683 4,7798 5,3786 5,8917 6,3202 6,7049 7,0733 7,4085 7,6565 7,7530 7,6657 7,4380 7,1708 6,9380 6,7288 6,4685 6,0757 5,5120 4,8119 4,0782 3,4409 3,0116 2,8521 2,9615 3,2866 3,7557 4,2961 4,8171 5,2041 5,3690 5,3096 5,1080 4,8708 4,6678 4,5080 4,3553 4,1697 3,9401 3,6817 3,4144 3,1478 2,8788 2,6078 2,3517 2,1412 2,0157 2,0247 2,2150 2,5787 3,0281 3,4615 3,8390 4,1731 4,4689 4,7014 4,8564 4,9608 5,0515 5,1457 5,2543 5,3964 5,5870 5,8054 5,9736 5,9953 5,8299 5,5079 5,0745 4,5346 3,8598 3,0394 2,1247 1,2389 0,5443 0,1807 0,2170 0,6408 1,3726 2,2800 3,1864 3,9016 4,2850 4,3009 4,0224 3,5941 3,1735 2,8785 2,7685 2,8512 3,0882 3,4027 3,6972 3,8918 3,9629 3,9350 3,8520 3,7815 3,8032 3,9573 4,2343 4,6110 5,0508 5,4749 5,7832 5,9223 5,9190 5,8484 5,7790 5,7480 5,7721 5,8506 5,9541 6,0384 6,0791 6,0770 6,0395 5,9724 5,8908 5,8434 5,9143 6,1769 6,6386 7,2179 7,7654 8,1232 8,1901 7,9509 7,4683 6,8615 6,2818 5,8796 5,7591 5,9305 6,3057 6,7638 7,2155 7,6008 7,8741 8,0136 8,0041 7,7980 7,3356 6,6167 5,7342 4,8237 3,9798 3,2325 2,5884 2,0604 1,6537 1,3485 1,1090 0,9112 0,7489 0,6175 0,5143 0,4418 0,3970 0,3750 0,4029 0,5592 0,9493 1,6362 2,5708 3,5963 4,5286 5,2196 5,5762 5,5681 5,2170 4,5741 3,7235
Fz    0,9489 0,8159 0,6330 0,3954 0,1199 -0,1545 -0,3823 -0,5335 -0,6049 -0,6100 -0,5694 -0,5156 -0,4944 -0,5502 -0,7058 -0,9544 -1,2709 -1,6277 -1,9925 -2,3192 -2,5591 -2,6820 -2,6850 -2,5857 -2,4103 -2,1798 -1,9046 -1,5885 -1,2330 -0,8424 -0,4290 -0,0135 0,3809 0,7359 1,0401 1,2849 1,4634 1,5816 1,6643 1,7398 1,8226 1,9109 1,9995 2,0875 2,1737 2,2512 2,3110 2,3456 2,3534 2,3388 2,3052 2,2467 2,1488 2,0019 1,8151 1,6116 1,4090 1,2094 1,0074 0,7985 0,5856 0,3801 0,1964 0,0480 -0,0501 -0,0809 -0,0312 0,1008 0,2973 0,5206 0,7235 0,8666 0,9444 1,0020 1,1145 1,3400 1,6964 2,1645 2,6992 3,2432 3,7434 4,1646 4,4965 4,7469 4,9234 5,0244 5,0465 4,9926 4,8758 4,7215 4,5585 4,4074 4,2843 4,2107 4,2154 4,3280 4,5710 4,9507 5,4507 6,0342 6,6536 7,2625 7,8248 8,3147 8,7097 8,9889 9,1436 9,1788 9,0989 8,8955 8,5487 8,0416 7,3711 6,5547 5,6321 4,6571 3,6890 2,7916 2,0272 1,4444 1,0742 0,9337 1,0230 1,3207 1,7911 2,3944 3,0862 3,8130 4,5196 5,1628 5,7106 6,1299 6,3871 6,4678 6,3935 6,2144 5,9859 5,7519 5,5427 5,3771 5,2698 5,2356 5,2819 5,4014 5,5822 5,8176 6,1014 6,4214 6,7663 7,1323 7,5182 7,9154 8,3053 8,6693 8,9971 9,2858 9,5417 9,7778 10,0067 10,2380 10,4812 10,7414 11,0107 11,2681 11,4889 11,6560 11,7682 11,8361 11,8702 11,8735 11,8407 11,7530 11,5783 11,2889 10,8820 10,3841 9,8398 9,2946 8,7789 8,2955 7,8175 7,3119 6,7669 6,1963 5,6251 5,0763 4,5667 4,1142 3,7389 3,4439 3,2046 2,9838 2,7510 2,4855 2,1738 1,8144 1,4213 1,0186 0,6306 0,2756 -0,0322 -0,2765 -0,4403 -0,5178 -0,5233 -0,4904 -0,4577 -0,4538 -0,4864 -0,5362 -0,5626 -0,5231 -0,3979 -0,2014 0,0261 0,2417 0,4176 0,5380 0,5896 0,5677 0,4845 0,3653 0,2440 0,1591 0,1390 0,1855 0,2772 0,3927 0,5299 0,7036 0,9315 1,2175 1,5400 1,8532 2,1101 2,2854 2,3787 2,4032 2,3739 2,3023 2,1960 2,0613 1,9068 1,7458 1,5963 1,4754 1,3850 1,3049 1,1992 1,0331 0,7894 0,4795 0,1393 -0,1841 -0,4413 -0,5877 -0,5987 -0,4869 -0,3028 -0,1049 0,0703 0,2083 0,3029 0,3481 0,3297 0,2268 0,0298 -0,2465 -0,5693 -0,9045 -1,2271 -1,5219 -1,7798 -1,9934 -2,1512 -2,2370 -2,2364 -2,1474 -1,9882 -1,7941 -1,6016 -1,4355 -1,3041 -1,1933 -1,0690 -0,8950 -0,6547 -0,3625 -0,0589 0,2159 0,4482 0,6469 0,8228 0,9840 1,1478 1,3383 1,5663 1,8197 2,0743 2,3069 2,5014 2,6518 2,7624 2,8463 2,9237 3,0174 3,1417 3,2965 3,4709 3,6471 3,7993 3,9022 3,9447 3,9288 3,8550 3,7148 3,4971 3,2023 2,8539 2,4903 2,1463 1,8459 1,6060 1,4294 1,2975 1,1813 1,0622 0,9411 0,8368 0,7783 0,7861 0,8510 0,9333 0,9814 0,9496 0,8066 0,5443 0,1746 -0,2775 -0,7774 -1,2879 -1,7820 -2,2451 -2,6681 -3,0441 -3,3656 -3,6214 -3,8026 -3,9105 -3,9531 -3,9343 -3,8552 -3,7259 -3,5623 -3,3732 -3,1553 -2,9027 -2,6090 -2,2668 -1,8736 -1,4386 -0,9801 -0,5255 -0,1160 0,2010 0,3964 0,4774 0,4853 0,4742 0,4906 0,5672 0,7232 0,9623 1,2702 1,6136 1,9501 2,2467 2,4935 2,7000 2,8807 3,0454 3,1969 3,3300 3,4318 3,4864 3,4805 3,4036 3,2486 3,0161 2,7112 2,3391 1,9104 1,4448 0,9609 0,4695 -0,0198 -0,4920 -0,9304 -1,3277 -1,6915 -2,0357 -2,3664 -2,6772 -2,9537 -3,1786 -3,3398 -3,4378 -3,4816 -3,4784 -3,4299 -3,3376 -3,2095 -3,0592 -2,9007 -2,7426 -2,5823 -2,4067 -2,2028 -1,9671 -1,7084 -1,4431 -1,1873 -0,9518 -0,7463 -0,5807 -0,4442 -0,2918 -0,0742 0,2221 0,5748 0,9517 1,3277 1,6870 2,0217 2,3241 2,5765 2,7503 2,8100 2,7241 2,4859 2,1248 1,6906 1,2298 0,7778 0,3611 -0,0021 -0,3048 -0,5527 -0,7585 -0,9318 -1,0721 -1,1728 -1,2331 -1,2623 -1,2790 -1,3113 -1,3934 -1,5496 -1,7756 -2,0350 -2,2759 -2,4573 -2,5650 -2,6089 -2,6086 -2,5777 -2,5153 -2,4071 -2,2353 -1,9894 -1,6711 -1,2955 -0,8851 -0,4599 -0,0302 0,4007 0,8246 1,2217 1,5757 1,8869 2,1598 2,3804 2,5138 2,5251 2,4009 2,1489 1,7900 1,3557 0,8854 0,4189 -0,0113 -0,3868 -0,7003 -0,9462 -1,1230 -1,2467 -1,3548 -1,4904 -1,6807 -1,9248 -2,1939 -2,4419 -2,6257 -2,7224 -2,7296 -2,6524 -2,4934 -2,2578 -1,9614 -1,6260 -1,2695 -0,9033 -0,5320 -0,1536 0,2353 0,6339 1,0348 1,4231 1,7758 2,0618 2,2479 2,3100 2,2369 2,0297 1,7081 1,3131 0,8947 0,4982 0,1583 -0,1083 -0,3085 -0,4661 -0,6024 -0,7230 -0,8193 -0,8823 -0,9082 -0,8913 -0,8228 -0,6978 -0,5198 -0,2961 -0,0312 0,2711 0,5989 0,9318 1,2623 1,6098 2,0070 2,4722 2,9929 3,5264 4,0124 4,3895 4,6125 4,6623 4,5463 4,2921 3,9401 3,5362 3,1210 2,7229 2,3645 2,0673 1,8447 1,6959 1,6141 1,5868 1,5876 1,5820 1,5502 1,5013 1,4629 1,4571 1,4888 1,5550 1,6532 1,7761 1,9001 1,9862 1,9971 1,9123 1,7318 1,4752 1,1788 0,8839 0,6279 0,4377 0,3239 0,2828 0,3054 0,3787 0,4869 0,6212 0,7825 0,9751 1,1984 1,4364 1,6536 1,8150
F3    2,5972 2,3904 2,1050 1,7405 1,3140 0,8629 0,4322 0,0584 -0,2380 -0,4490 -0,5772 -0,6397 -0,6690 -0,7007 -0,7565 -0,8362 -0,9325 -1,0465 -1,1846 -1,3455 -1,5181 -1,6879 -1,8416 -1,9678 -2,0571 -2,1006 -2,0872 -2,0023 -1,8321 -1,5715 -1,2304 -0,8316 -0,4006 0,0398 0,4667 0,8513 1,1600 1,3685 1,4760 1,5027 1,4786 1,4292 1,3697 1,3097 1,2560 1,2082 1,1561 1,0844 0,9846 0,8622 0,7311 0,6018 0,4733 0,3381 0,1971 0,0624 -0,0538 -0,1509 -0,2418 -0,3452 -0,4725 -0,6155 -0,7494 -0,8448 -0,8811 -0,8563 -0,7876 -0,7010 -0,6192 -0,5551 -0,5100 -0,4775 -0,4406 -0,3648 -0,2078 0,0578 0,4365 0,9120 1,4493 2,0017 2,5246 2,9881 3,3810 3,7038 3,9563 4,1359 4,2441 4,2873 4,2767 4,2346 4,1913 4,1731 4,1980 4,2781 4,4208 4,6315 4,9144 5,2700 5,6930 6,1695 6,6769 7,1858 7,6658 8,0898 8,4342 8,6803 8,8198 8,8541 8,7809 8,5845 8,2441 7,7497 7,1061 6,3326 5,4640 4,5439 3,6164 2,7281 1,9322 1,2812 0,8221 0,5981 0,6420 0,9618 1,5313 2,2932 3,1671 4,0591 4,8824 5,5786 6,1179 6,4856 6,6785 6,7100 6,6131 6,4317 6,2048 5,9552 5,6942 5,4351 5,2039 5,0362 4,9598 4,9829 5,0981 5,2933 5,5551 5,8704 6,2306 6,6353 7,0875 7,5825 8,1016 8,6208 9,1227 9,5961 10,0318 10,4237 10,7702 11,0750 11,3444 11,5839 11,7966 11,9837 12,1434 12,2726 12,3703 12,4351 12,4598 12,4347 12,3508 12,1924 11,9363 11,5627 11,0663 10,4638 9,7944 9,1098 8,4553 7,8508 7,2828 6,7204 6,1445 5,5633 5,0052 4,4970 4,0463 3,6461 3,2883 2,9648 2,6644 2,3758 2,0908 1,8027 1,5045 1,1913 0,8623 0,5208 0,1718 -0,1813 -0,5311 -0,8583 -1,1367 -1,3438 -1,4683 -1,5101 -1,4836 -1,4195 -1,3527 -1,3028 -1,2693 -1,2426 -1,2151 -1,1864 -1,1621 -1,1471 -1,1400 -1,1393 -1,1512 -1,1817 -1,2274 -1,2811 -1,3375 -1,3891 -1,4288 -1,4584 -1,4853 -1,5107 -1,5245 -1,5142 -1,4767 -1,4201 -1,3584 -1,3071 -1,2786 -1,2779 -1,2986 -1,3270 -1,3497 -1,3601 -1,3554 -1,3353 -1,3019 -1,2574 -1,2032 -1,1403 -1,0734 -1,0120 -0,9693 -0,9586 -0,9869 -1,0476 -1,1208 -1,1805 -1,1999 -1,1560 -1,0442 -0,8974 -0,7794 -0,7452 -0,8068 -0,9385 -1,1020 -1,2677 -1,4265 -1,5896 -1,7744 -1,9852 -2,2072 -2,4188 -2,6063 -2,7687 -2,9165 -3,0653 -3,2238 -3,3847 -3,5311 -3,6474 -3,7289 -3,7833 -3,8205 -3,8417 -3,8392 -3,7976 -3,6929 -3,5011 -3,2158 -2,8598 -2,4744 -2,0935 -1,7272 -1,3712 -1,0238 -0,6882 -0,3644 -0,0470 0,2632 0,5477 0,7750 0,9154 0,9550 0,9060 0,8029 0,6870 0,5938 0,5482 0,5615 0,6318 0,7454 0,8782 0,9984 1,0776 1,1047 1,0851 1,0257 0,9283 0,7965 0,6477 0,5127 0,4193 0,3802 0,4014 0,4912 0,6450 0,8307 1,0005 1,1122 1,1393 1,0780 0,9476 0,7746 0,5721 0,3372 0,0639 -0,2491 -0,5998 -0,9857 -1,4067 -1,8617 -2,3379 -2,8119 -3,2643 -3,6811 -4,0491 -4,3556 -4,5901 -4,7450 -4,8244 -4,8517 -4,8577 -4,8574 -4,8430 -4,7993 -4,7167 -4,5933 -4,4352 -4,2567 -4,0672 -3,8556 -3,5972 -3,2735 -2,8848 -2,4515 -2,0114 -1,6123 -1,2945 -1,0741 -0,9374 -0,8519 -0,7793 -0,6817 -0,5268 -0,2984 -0,0053 0,3149 0,6092 0,8361 0,9855 1,0757 1,1362 1,1930 1,2618 1,3487 1,4553 1,5788 1,7077 1,8209 1,8962 1,9174 1,8723 1,7488 1,5398 1,2483 0,8820 0,4515 -0,0234 -0,5121 -0,9835 -1,4173 -1,8080 -2,1614 -2,4847 -2,7800 -3,0429 -3,2669 -3,4477 -3,5872 -3,6936 -3,7725 -3,8180 -3,8165 -3,7590 -3,6453 -3,4824 -3,2853 -3,0717 -2,8570 -2,6588 -2,4958 -2,3794 -2,3118 -2,2881 -2,2967 -2,3263 -2,3732 -2,4270 -2,4529 -2,4057 -2,2623 -2,0300 -1,7296 -1,3808 -0,9956 -0,5797 -0,1411 0,2992 0,7032 1,0218 1,2109 1,2526 1,1608 0,9665 0,7002 0,3883 0,0548 -0,2808 -0,6046 -0,9033 -1,1618 -1,3690 -1,5229 -1,6298 -1,7022 -1,7569 -1,8161 -1,9027 -2,0300 -2,1930 -2,3733 -2,5468 -2,6920 -2,7969 -2,8572 -2,8707 -2,8335 -2,7377 -2,5697 -2,3149 -1,9681 -1,5406 -1,0601 -0,5661 -0,0955 0,3330 0,7159 1,0525 1,3354 1,5523 1,6991 1,7855 1,8221 1,8050 1,7172 1,5447 1,2881 0,9632 0,5929 0,1979 -0,2094 -0,6214 -1,0272 -1,4115 -1,7516 -2,0161 -2,1819 -2,2560 -2,2715 -2,2643 -2,2564 -2,2559 -2,2593 -2,2532 -2,2251 -2,1794 -2,1403 -2,1323 -2,1554 -2,1813 -2,1705 -2,0911 -1,9278 -1,6875 -1,3935 -1,0675 -0,7189 -0,3473 0,0479 0,4568 0,8532 1,1993 1,4597 1,6178 1,6779 1,6543 1,5611 1,4088 1,2037 0,9569 0,6986 0,4766 0,3262 0,2460 0,2078 0,1835 0,1602 0,1392 0,1356 0,1732 0,2689 0,4194 0,6027 0,7895 0,9609 1,1179 1,2716 1,4287 1,5980 1,8061 2,0942 2,4942 3,0082 3,6014 4,2069 4,7425 5,1359 5,3458 5,3651 5,2128 4,9250 4,5478 4,1260 3,6944 3,2800 2,9049 2,5805 2,3064 2,0770 1,8837 1,7108 1,5400 1,3664 1,2063 1,0873 1,0272 1,0207 1,0450 1,0753 1,0920 1,0815 1,0341 0,9437 0,8109 0,6448 0,4620 0,2829 0,1244 -0,0027 -0,0924 -0,1444 -0,1602 -0,1400 -0,0911 -0,0311 0,0280 0,0960 0,2033 0,3854 0,6563 0,9910 1,3423
F7    4,7626 4,5281 4,2017 3,8072 3,3751 2,9331 2,5012 2,0938 1,7267 1,4212 1,1909 1,0196 0,8691 0,7072 0,5223 0,3125 0,0691 -0,2183 -0,5339 -0,8265 -1,0417 -1,1593 -1,1981 -1,1972 -1,1887 -1,1747 -1,1303 -1,0312 -0,8785 -0,6996 -0,5284 -0,3906 -0,3042 -0,2811 -0,3244 -0,4303 -0,5899 -0,7802 -0,9672 -1,1308 -1,2780 -1,4213 -1,5533 -1,6566 -1,7345 -1,8163 -1,9279 -2,0688 -2,2202 -2,3594 -2,4681 -2,5421 -2,6022 -2,6782 -2,7738 -2,8661 -2,9405 -3,0041 -3,0660 -3,1243 -3,1713 -3,2009 -3,2133 -3,2096 -3,1769 -3,0875 -2,9274 -2,7232 -2,5313 -2,4027 -2,3586 -2,3938 -2,4790 -2,5576 -2,5598 -2,4356 -2,1754 -1,8075 -1,3824 -0,9535 -0,5611 -0,2205 0,0797 0,3592 0,6224 0,8589 1,0656 1,2514 1,4247 1,5945 1,7791 1,9963 2,2462 2,5144 2,7938 3,0929 3,4197 3,7682 4,1220 4,4640 4,7871 5,0934 5,3820 5,6353 5,8188 5,8989 5,8663 5,7396 5,5457 5,2921 4,9568 4,5092 3,9471 3,3164 2,6965 2,1590 1,7384 1,4388 1,2598 1,2035 1,2630 1,4199 1,6515 1,9293 2,2167 2,4773 2,6908 2,8610 3,0154 3,1991 3,4513 3,7712 4,1113 4,4055 4,6025 4,6765 4,6187 4,4318 4,1385 3,7894 3,4630 3,2430 3,1800 3,2727 3,4947 3,8271 4,2565 4,7550 5,2771 5,7761 6,2193 6,5895 6,8810 7,0974 7,2523 7,3730 7,5024 7,6863 7,9521 8,2986 8,7008 9,1178 9,5032 9,8215 10,0614 10,2312 10,3460 10,4154 10,4365 10,3982 10,2913 10,1030 9,8057 9,3734 8,8096 8,1563 7,4781 6,8401 6,2886 5,8369 5,4557 5,0831 4,6607 4,1676 3,6235 3,0649 2,5234 2,0273 1,6084 1,2951 1,0949 0,9799 0,8908 0,7590 0,5305 0,1830 -0,2675 -0,7819 -1,3207 -1,8559 -2,3638 -2,8106 -3,1542 -3,3700 -3,4748 -3,5193 -3,5596 -3,6353 -3,7561 -3,8935 -3,9959 -4,0258 -3,9824 -3,8870 -3,7574 -3,5984 -3,4133 -3,2222 -3,0646 -2,9811 -2,9934 -3,1032 -3,2972 -3,5522 -3,8477 -4,1780 -4,5443 -4,9343 -5,3158 -5,6514 -5,9103 -6,0718 -6,1348 -6,1231 -6,0657 -5,9693 -5,8219 -5,6146 -5,3501 -5,0391 -4,7059 -4,3896 -4,1306 -3,9477 -3,8226 -3,7084 -3,5671 -3,4044 -3,2613 -3,1748 -3,1511 -3,1687 -3,1998 -3,2266 -3,2450 -3,2640 -3,3021 -3,3814 -3,5188 -3,7088 -3,9232 -4,1354 -4,3340 -4,5208 -4,7162 -4,9503 -5,2357 -5,5585 -5,8955 -6,2272 -6,5437 -6,8511 -7,1655 -7,4921 -7,8140 -8,1004 -8,3260 -8,4847 -8,5914 -8,6686 -8,7327 -8,7921 -8,8466 -8,8809 -8,8667 -8,7791 -8,6133 -8,3892 -8,1468 -7,9276 -7,7514 -7,6120 -7,4924 -7,3738 -7,2315 -7,0403 -6,7919 -6,5002 -6,1916 -5,8945 -5,6341 -5,4285 -5,2876 -5,2094 -5,1753 -5,1575 -5,1383 -5,1133 -5,0774 -5,0170 -4,9212 -4,7929 -4,6477 -4,5074 -4,3960 -4,3368 -4,3467 -4,4208 -4,5206 -4,5857 -4,5671 -4,4504 -4,2551 -4,0234 -3,8035 -3,6243 -3,4838 -3,3621 -3,2426 -3,1267 -3,0376 -3,0120 -3,0812 -3,2564 -3,5317 -3,8908 -4,3081 -4,7581 -5,2292 -5,7161 -6,2038 -6,6689 -7,0830 -7,4130 -7,6341 -7,7478 -7,7827 -7,7791 -7,7751 -7,7912 -7,8184 -7,8304 -7,8113 -7,7642 -7,6979 -7,6158 -7,5155 -7,3859 -7,2063 -6,9630 -6,6648 -6,3397 -6,0270 -5,7738 -5,6174 -5,5558 -5,5373 -5,4929 -5,3825 -5,2057 -4,9812 -4,7308 -4,4771 -4,2454 -4,0589 -3,9221 -3,8143 -3,7131 -3,6111 -3,5006 -3,3564 -3,1545 -2,9058 -2,6566 -2,4532 -2,3185 -2,2560 -2,2572 -2,3030 -2,3762 -2,4786 -2,6223 -2,8053 -3,0044 -3,1894 -3,3389 -3,4551 -3,5629 -3,6864 -3,8352 -4,0114 -4,2143 -4,4380 -4,6690 -4,8866 -5,0725 -5,2239 -5,3499 -5,4522 -5,5202 -5,5486 -5,5600 -5,6014 -5,7148 -5,9103 -6,1632 -6,4248 -6,6366 -6,7508 -6,7613 -6,7106 -6,6516 -6,6059 -6,5651 -6,5121 -6,4223 -6,2564 -5,9883 -5,6417 -5,2773 -4,9429 -4,6463 -4,3675 -4,0811 -3,7755 -3,4595 -3,1578 -2,9069 -2,7488 -2,7084 -2,7751 -2,9162 -3,1045 -3,3226 -3,5490 -3,7592 -3,9418 -4,1064 -4,2682 -4,4292 -4,5782 -4,7076 -4,8200 -4,9152 -4,9803 -5,0022 -4,9856 -4,9543 -4,9348 -4,9415 -4,9757 -5,0337 -5,1099 -5,1950 -5,2714 -5,3169 -5,3105 -5,2341 -5,0779 -4,8501 -4,5746 -4,2795 -3,9911 -3,7303 -3,5008 -3,2873 -3,0808 -2,8987 -2,7607 -2,6528 -2,5377 -2,3985 -2,2573 -2,1505 -2,0978 -2,1011 -2,1534 -2,2400 -2,3406 -2,4397 -2,5314 -2,6149 -2,6890 -2,7511 -2,8008 -2,8481 -2,9137 -3,0082 -3,1188 -3,2201 -3,2953 -3,3455 -3,3886 -3,4446 -3,5178 -3,5872 -3,6211 -3,6037 -3,5485 -3,4888 -3,4570 -3,4628 -3,4854 -3,4896 -3,4521 -3,3688 -3,2408 -3,0634 -2,8334 -2,5603 -2,2623 -1,9536 -1,6505 -1,3814 -1,1744 -1,0361 -0,9463 -0,8759 -0,8097 -0,7482 -0,6907 -0,6308 -0,5649 -0,4950 -0,4288 -0,3812 -0,3646 -0,3745 -0,3891 -0,3833 -0,3413 -0,2630 -0,1623 -0,0622 0,0092 0,0306 0,0078 -0,0219 -0,0101 0,0826 0,2785 0,5801 0,9673 1,4005 1,8329 2,2208 2,5235 2,7062 2,7506 2,6651 2,4851 2,2613 2,0466 1,8769 1,7493 1,6249 1,4610 1,2293 0,9120 0,5011 0,0072 -0,5340 -1,0683 -1,5436 -1,9300 -2,2229 -2,4313 -2,5699 -2,6610 -2,7319 -2,8032 -2,8824 -2,9712 -3,0679 -3,1603 -3,2309 -3,2740 -3,2959 -3,2981 -3,2682 -3,1850 -3,0344 -2,8236 -2,5784 -2,3331 -2,1180 -1,9439 -1,8019 -1,6798 -1,5702
