Fp1   -2,5328 -2,2790 -2,0954 -2,0229 -2,0697 -2,2074 -2,3746 -2,4760 -2,4093 -2,1278 -1,6867 -1,2206 -0,8734 -0,7376 -0,8039 -0,9420 -0,9855 -0,8533 -0,5753 -0,2561 -0,0338 0,0037 -0,0977 -0,1738 -0,0624 0,2804 0,7609 1,2107 1,4844 1,5256 1,3537 1,0258 0,6314 0,2788 0,0567 0,0144 0,1697 0,5111 0,9932 1,5462 2,0726 2,4402 2,5471 2,4227 2,2115 2,0317 1,8806 1,6912 1,4630 1,2893 1,2547 1,3413 1,4436 1,4595 1,3616 1,1919 1,0212 0,9024 0,8365 0,7812 0,7031 0,6236 0,5949 0,6370 0,7216 0,8057 0,8589 0,8706 0,8311 0,7142 0,4938 0,1718 -0,2177 -0,6078 -0,9031 -1,0207 -0,9531 -0,7799 -0,5926 -0,4179 -0,2313 -0,0110 0,2521 0,5654 0,9203 1,2844 1,6206 1,9005 2,1069 2,2385 2,3016 2,3045 2,2538 2,1352 1,9141 1,5721 1,1353 0,6625 0,2124 -0,1639 -0,4205 -0,5488 -0,6034 -0,6671 -0,7874 -0,9337 -1,0078 -0,9240 -0,6830 -0,3597 -0,0568 0,1192 0,0950 -0,1178 -0,4335 -0,7741 -1,1121 -1,4327 -1,7083 -1,9155 -2,0429 -2,1039 -2,1495 -2,2361 -2,3682 -2,4925 -2,5577 -2,5603 -2,5223 -2,4520 -2,3373 -2,1691 -1,9755 -1,8191 -1,7484 -1,7637 -1,8167 -1,8325 -1,7572 -1,5842 -1,3207 -0,9640 -0,5286 -0,0656 0,3630 0,7311 1,0683 1,4244 1,8154 2,2169 2,5927 2,9082 3,1451 3,3210 3,4754 3,6271 3,7440 3,7617 3,6436 3,4217 3,1835 3,0229 2,9872 3,0449 3,1030 3,0686 2,9104 2,6789 2,4825 2,4319 2,5835 2,9065 3,2825 3,5660 3,6732 3,5902 3,3203 2,8784 2,3156 1,7063 1,1233 0,6308 0,2736 0,0489 -0,0927 -0,2095 -0,3351 -0,4667 -0,5681 -0,5843 -0,4642 -0,1889 0,2094 0,6583 1,0754 1,3962 1,5906 1,6642 1,6477 1,5891 1,5455 1,5547 1,6142 1,7008 1,8107 1,9699 2,2024 2,4915 2,7778 2,9947 3,1056 3,1121 3,0330 2,8885 2,7047 2,5185 2,3678 2,2830 2,2802 2,3442 2,4239 2,4507 2,3642 2,1325 1,7545 1,2468 0,6521 0,0584 -0,4210 -0,7017 -0,7542 -0,5894 -0,2496 0,1959 0,6752 1,1389 1,5599 1,9231 2,2288 2,4983 2,7665 3,0571 3,3548 3,5990 3,7085 3,6277 3,3597 2,9630 2,5243 2,1298 1,8304 1,6229 1,4811 1,3980 1,3839 1,4431 1,5690 1,7477 1,9584 2,1784 2,3899 2,5811 2,7422 2,8746 3,0024 3,1564 3,3430 3,5411 3,7298 3,9097 4,0970 4,2981 4,4902 4,6321 4,7009 4,7144 4,7187 4,7459 4,7851 4,7970 4,7513 4,6464 4,5075 4,3819 4,3206 4,3494 4,4608 4,6229 4,7855 4,8919 4,9003 4,8076 4,6633 4,5514 4,5353 4,6104 4,7215 4,8235 4,9107 4,9859 5,0258 4,9945 4,8802 4,7097 4,5379 4,4235 4,3977 4,4481 4,5441 4,6753 4,8612 5,1234 5,4571 5,8261 6,1743 6,4420 6,5884 6,6065 6,5135 6,3289 6,0735 5,7776 5,4719 5,1707 4,8801 4,6155 4,3962 4,2239 4,0755 3,9147 3,7138 3,4682 3,1950 2,9261 2,7039 2,5717 2,5634 2,6975 2,9764 3,3934 3,9247 4,5103 5,0629 5,5068 5,8048 5,9578 5,9936 5,9521 5,8674 5,7539 5,5992 5,3680 5,0264 4,5726 4,0513 3,5531 3,1958 3,0725 3,1973 3,5026 3,8850 4,2541 4,5584 4,7956 5,0039 5,2241 5,4526 5,6335 5,6954 5,5978 5,3531 5,0161 4,6613 4,3705 4,2096 4,1996 4,3157 4,5171 4,7738 5,0731 5,4068 5,7472 6,0392 6,2147 6,2124 5,9990 5,5831 5,0082 4,3321 3,6114 2,8958 2,2235 1,6142 1,0802 0,6536 0,3856 0,2957 0,3240 0,3573 0,3072 0,1649 -0,0020 -0,0937 -0,0327 0,2072 0,6005 1,0808 1,5662 1,9916 2,3206 2,5346 2,6231 2,5910 2,4807 2,3683 2,3157 2,3269 2,3587 2,3647 2,3174 2,1984 1,9889 1,6751 1,2528 0,7261 0,1160 -0,5308 -1,1526 -1,6990 -2,1477 -2,4990 -2,7625 -2,9539 -3,0999 -3,2291 -3,3458 -3,4193 -3,4055 -3,2804 -3,0537 -2,7703 -2,5048 -2,3372 -2,3227 -2,4682 -2,7217 -2,9826 -3,1343 -3,0823 -2,7812 -2,2480 -1,5634 -0,8549 -0,2523 0,1595 0,3598 0,3891 0,3285 0,2576 0,2259 0,2623 0,3786 0,5516 0,7245 0,8444 0,9001 0,9335 1,0161 1,1928 1,4356 1,6604 1,7881 1,7787 1,6170 1,2920 0,8070 0,2055 -0,4262 -0,9879 -1,4054 -1,6575 -1,7753 -1,8134 -1,8140 -1,7883 -1,7281 -1,6317 -1,5205 -1,4387 -1,4330 -1,5262 -1,7051 -1,9294 -2,1583 -2,3743 -2,5791 -2,7670 -2,9196 -3,0198 -3,0546 -3,0108 -2,8885 -2,7238 -2,5926 -2,5788 -2,7225 -2,9895 -3,2905 -3,5339 -3,6588 -3,6266 -3,4123 -3,0192 -2,4938 -1,9194 -1,3955 -1,0072 -0,7882 -0,7034 -0,6785 -0,6435 -0,5426 -0,3237 0,0527 0,5930 1,2574 1,9584 2,5799 3,0067 3,1482 2,9606 2,4685 1,7562 0,9232 0,0529 -0,7808 -1,5049 -2,0637 -2,4341 -2,6134 -2,6052 -2,4273 -2,1247 -1,7635 -1,4118 -1,1228 -0,9190 -0,7907 -0,7133 -0,6701 -0,6670 -0,7294 -0,8694 -1,0550 -1,2247 -1,3287 -1,3514 -1,2989 -1,1742 -0,9830 -0,7621 -0,5724 -0,4499 -0,3798 -0,3211 -0,2367 -0,1043 0,0798 0,2983 0,5120 0,6672 0,7110 0,6117 0,3864 0,1143 -0,0995 -0,1907 -0,1749 -0,1254 -0,1104 -0,1466 -0,2011 -0,2310 -0,2206 -0,1857 -0,1542 -0,1491 -0,1834 -0,2520 -0,3248 -0,3659 -0,3748 -0,3994 -0,4962 -0,6732 -0,8745 -1,0120 -1,0034 -0,7870 -0,3338
Fz    -3,5002 -3,3464 -3,0736 -2,7463 -2,4088 -2,0647 -1,6900 -1,2575 -0,7615 -0,2383 0,2314 0,5514 0,6537 0,5314 0,2587 -0,0197 -0,1579 -0,0834 0,1898 0,5807 0,9642 1,2265 1,3319 1,3373 1,3354 1,3808 1,4593 1,5164 1,5143 1,4627 1,3985 1,3483 1,3144 1,2763 1,2029 1,0747 0,9002 0,7097 0,5349 0,3904 0,2536 0,0666 -0,2121 -0,5468 -0,8406 -1,0126 -1,0432 -0,9455 -0,7150 -0,3328 0,1827 0,7506 1,2609 1,6303 1,8400 1,9323 1,9771 2,0274 2,0940 2,1613 2,2242 2,3086 2,4511 2,6596 2,8989 3,1083 3,2265 3,2091 3,0325 2,6898 2,1866 1,5364 0,7659 -0,0621 -0,8462 -1,4834 -1,9145 -2,1280 -2,1181 -1,8580 -1,3287 -0,5596 0,3736 1,3825 2,3862 3,3106 4,0855 4,6438 4,9351 4,9471 4,7124 4,2966 3,7801 3,2320 2,6960 2,2006 1,7772 1,4589 1,2642 1,1937 1,2324 1,3346 1,4180 1,3941 1,2103 0,8777 0,4692 0,0706 -0,2735 -0,5613 -0,8078 -1,0358 -1,2659 -1,4961 -1,7021 -1,8632 -1,9698 -2,0043 -1,9432 -1,7768 -1,5144 -1,1844 -0,8371 -0,5251 -0,2745 -0,0833 0,0517 0,1229 0,1278 0,0839 0,0235 -0,0209 -0,0358 -0,0324 -0,0286 -0,0263 -0,0057 0,0629 0,1930 0,3692 0,5663 0,7700 0,9707 1,1548 1,3131 1,4531 1,5963 1,7582 1,9312 2,0954 2,2375 2,3516 2,4369 2,5002 2,5518 2,5943 2,6093 2,5598 2,4176 2,2001 1,9767 1,8314 1,8112 1,9053 2,0640 2,2350 2,3929 2,5496 2,7461 3,0292 3,4179 3,8727 4,2898 4,5477 4,5761 4,3752 3,9876 3,4813 2,9404 2,4382 2,0108 1,6607 1,3753 1,1373 0,9334 0,7627 0,6379 0,5766 0,5917 0,6864 0,8512 1,0574 1,2581 1,4110 1,5082 1,5833 1,6915 1,8783 2,1599 2,5247 2,9478 3,3975 3,8321 4,2079 4,4932 4,6727 4,7414 4,7013 4,5709 4,3900 4,2123 4,0888 4,0507 4,0958 4,1902 4,2862 4,3412 4,3331 4,2668 4,1609 4,0297 3,8755 3,6955 3,4975 3,3055 3,1479 3,0507 3,0424 3,1483 3,3690 3,6752 4,0244 4,3706 4,6660 4,8706 4,9632 4,9385 4,8037 4,5841 4,3265 4,0861 3,9083 3,8144 3,7979 3,8346 3,9014 3,9921 4,1139 4,2670 4,4255 4,5273 4,4867 4,2414 3,8003 3,2405 2,6674 2,1757 1,8278 1,6481 1,6366 1,7899 2,1124 2,6077 3,2682 4,0724 4,9792 5,9226 6,8192 7,5849 8,1445 8,4359 8,4163 8,0779 7,4622 6,6624 5,8070 5,0232 4,3945 3,9418 3,6454 3,4852 3,4562 3,5592 3,7890 4,1278 4,5435 5,0003 5,4679 5,9136 6,2937 6,5600 6,6844 6,6787 6,5855 6,4481 6,2929 6,1410 6,0268 5,9901 6,0453 6,1665 6,3048 6,4147 6,4707 6,4766 6,4624 6,4599 6,4801 6,5190 6,5773 6,6650 6,7919 6,9614 7,1693 7,4002 7,6294 7,8332 7,9954 8,0968 8,1032 7,9752 7,6946 7,2748 6,7540 6,1865 5,6326 5,1375 4,7146 4,3529 4,0441 3,8043 3,6720 3,6834 3,8492 4,1423 4,5055 4,8714 5,1821 5,4024 5,5323 5,6005 5,6362 5,6542 5,6671 5,6981 5,7809 5,9558 6,2624 6,7242 7,3242 7,9872 8,5879 8,9901 9,0971 8,8850 8,4111 7,7988 7,1905 6,6931 6,3570 6,1872 6,1641 6,2634 6,4696 6,7788 7,1814 7,6450 8,1185 8,5546 8,9229 9,2034 9,3732 9,4105 9,3125 9,1010 8,8075 8,4675 8,1306 7,8625 7,7295 7,7705 7,9699 8,2542 8,5178 8,6652 8,6512 8,4996 8,2842 8,0817 7,9308 7,8173 7,6796 7,4304 7,0028 6,4050 5,7310 5,1010 4,5879 4,2032 3,9369 3,7889 3,7664 3,8668 4,0729 4,3601 4,6997 5,0543 5,3784 5,6336 5,7977 5,8628 5,8253 5,6829 5,4470 5,1529 4,8449 4,5523 4,2899 4,0749 3,9337 3,8862 3,9234 3,9979 4,0338 3,9527 3,7035 3,2723 2,6759 1,9501 1,1423 0,3055 -0,5025 -1,2230 -1,8056 -2,2163 -2,4363 -2,4596 -2,2987 -1,9898 -1,5843 -1,1391 -0,7110 -0,3452 -0,0659 0,1235 0,2361 0,2968 0,3323 0,3671 0,4252 0,5226 0,6519 0,7804 0,8743 0,9190 0,9178 0,8869 0,8536 0,8442 0,8766 0,9652 1,1171 1,3119 1,4994 1,6309 1,6939 1,7220 1,7720 1,8825 2,0458 2,2229 2,3795 2,4975 2,5594 2,5382 2,4081 2,1610 1,8163 1,4157 1,0058 0,6165 0,2527 -0,0970 -0,4403 -0,7648 -1,0410 -1,2379 -1,3363 -1,3337 -1,2416 -1,0781 -0,8637 -0,6212 -0,3774 -0,1652 -0,0137 0,0692 0,0976 0,0898 0,0609 0,0275 0,0050 -0,0106 -0,0582 -0,2000 -0,4824 -0,8999 -1,3939 -1,8823 -2,2894 -2,5597 -2,6659 -2,6152 -2,4433 -2,1976 -1,9203 -1,6341 -1,3334 -0,9924 -0,5911 -0,1369 0,3466 0,8437 1,3482 1,8438 2,2882 2,6185 2,7772 2,7371 2,5036 2,1096 1,6161 1,1020 0,6334 0,2420 -0,0674 -0,3028 -0,4810 -0,6215 -0,7316 -0,7990 -0,8031 -0,7313 -0,5905 -0,4086 -0,2222 -0,0585 0,0740 0,1803 0,2672 0,3315 0,3592 0,3418 0,2922 0,2372 0,1950 0,1619 0,1236 0,0770 0,0294 -0,0267 -0,1206 -0,2730 -0,4683 -0,6618 -0,8015 -0,8424 -0,7599 -0,5599 -0,2760 0,0425 0,3411 0,5700 0,7014 0,7447 0,7346 0,6977 0,6262 0,4859 0,2505 -0,0693 -0,4294 -0,7824 -1,1039 -1,3890 -1,6307 -1,8040 -1,8678 -1,7777 -1,5063 -1,0684 -0,5383 -0,0346 0,3298 0,5012 0,5001 0,3938 0,2589 0,1617 0,1436
F3    -3,1244 -2,9470 -2,7731 -2,6221 -2,4612 -2,2252 -1,8525 -1,3115 -0,6180 0,1533 0,8741 1,3984 1,6216 1,5214 1,1721 0,7301 0,3654 0,1887 0,2322 0,4450 0,6887 0,8000 0,7056 0,4705 0,2319 0,0929 0,0687 0,1113 0,1834 0,3017 0,4968 0,7563 1,0216 1,2217 1,3065 1,2599 1,0959 0,8596 0,6278 0,4756 0,4175 0,3820 0,2737 0,0674 -0,1781 -0,3902 -0,5391 -0,6159 -0,5817 -0,3797 -0,0001 0,4908 0,9806 1,3619 1,5810 1,6629 1,6828 1,6931 1,6788 1,5903 1,4081 1,1783 0,9936 0,9360 1,0241 1,2061 1,4030 1,5573 1,6340 1,5966 1,4030 1,0177 0,4310 -0,3193 -1,1387 -1,8909 -2,4403 -2,6957 -2,6161 -2,2021 -1,5022 -0,6078 0,3757 1,3551 2,2580 3,0311 3,6298 4,0030 4,0975 3,8930 3,4293 2,7981 2,1069 1,4379 0,8342 0,3233 -0,0547 -0,2587 -0,2740 -0,1033 0,2495 0,7497 1,2968 1,7402 1,9374 1,8256 1,4563 0,9348 0,3339 -0,3151 -0,9895 -1,6647 -2,3030 -2,8392 -3,2068 -3,3851 -3,3960 -3,2609 -2,9876 -2,5888 -2,0890 -1,5344 -1,0089 -0,6146 -0,4148 -0,4071 -0,5655 -0,8771 -1,3149 -1,7997 -2,2100 -2,4330 -2,4220 -2,2101 -1,8695 -1,4728 -1,0829 -0,7477 -0,4993 -0,3542 -0,3018 -0,3062 -0,3337 -0,3624 -0,3670 -0,3131 -0,1765 0,0385 0,2993 0,5620 0,7832 0,9284 0,9918 1,0051 1,0140 1,0473 1,0971 1,1258 1,0980 1,0107 0,9002 0,8255 0,8344 0,9392 1,1175 1,3311 1,5456 1,7444 1,9317 2,1290 2,3678 2,6672 2,9987 3,2854 3,4435 3,4095 3,1469 2,6698 2,0584 1,4252 0,8625 0,4209 0,1139 -0,0731 -0,1651 -0,1847 -0,1552 -0,1057 -0,0627 -0,0435 -0,0571 -0,1085 -0,2022 -0,3384 -0,4974 -0,6293 -0,6658 -0,5510 -0,2660 0,1707 0,7181 1,3200 1,9114 2,4352 2,8536 3,1373 3,2546 3,1904 2,9767 2,6895 2,4180 2,2308 2,1492 2,1405 2,1407 2,0926 1,9750 1,8151 1,6737 1,6093 1,6470 1,7716 1,9436 2,1277 2,3062 2,4737 2,6324 2,7882 2,9378 3,0586 3,1246 3,1266 3,0676 2,9496 2,7776 2,5666 2,3321 2,0847 1,8432 1,6448 1,5312 1,5208 1,6006 1,7415 1,9158 2,1116 2,3399 2,6191 2,9407 3,2477 3,4454 3,4393 3,1870 2,7288 2,1684 1,6262 1,2004 0,9483 0,8847 0,9965 1,2658 1,6798 2,2179 2,8408 3,4985 4,1409 4,7199 5,1902 5,5163 5,6740 5,6472 5,4303 5,0352 4,4984 3,8860 3,2899 2,8095 2,5159 2,4222 2,4943 2,6880 2,9668 3,2985 3,6562 4,0200 4,3724 4,6960 4,9792 5,2184 5,4073 5,5219 5,5223 5,3792 5,0967 4,7135 4,2894 3,8956 3,6069 3,4869 3,5629 3,8105 4,1656 4,5530 4,9127 5,2115 5,4337 5,5674 5,6016 5,5378 5,3999 5,2288 5,0607 4,9106 4,7761 4,6527 4,5449 4,4693 4,4502 4,4999 4,5971 4,6907 4,7283 4,6795 4,5343 4,2969 3,9916 3,6640 3,3585 3,0930 2,8626 2,6668 2,5263 2,4751 2,5394 2,7195 2,9865 3,2949 3,5948 3,8394 3,9982 4,0694 4,0734 4,0428 4,0164 4,0336 4,1300 4,3383 4,6855 5,1847 5,8228 6,5458 7,2493 7,7952 8,0543 7,9526 7,5005 6,7952 5,9836 5,2084 4,5731 4,1322 3,8968 3,8510 3,9738 4,2587 4,7113 5,3203 6,0298 6,7441 7,3619 7,8033 8,0189 7,9957 7,7639 7,3891 6,9479 6,5079 6,1275 5,8631 5,7646 5,8562 6,1163 6,4722 6,8147 7,0339 7,0695 6,9410 6,7315 6,5381 6,4203 6,3711 6,3203 6,1684 5,8454 5,3589 4,7930 4,2507 3,7920 3,4234 3,1328 2,9210 2,8068 2,8165 2,9653 3,2388 3,5899 3,9535 4,2681 4,4899 4,5975 4,5890 4,4720 4,2544 3,9524 3,6025 3,2568 2,9674 2,7765 2,7131 2,7866 2,9746 3,2178 3,4242 3,4891 3,3295 2,9177 2,2870 1,5079 0,6542 -0,2139 -1,0457 -1,7904 -2,4036 -2,8590 -3,1465 -3,2572 -3,1756 -2,8929 -2,4292 -1,8453 -1,2326 -0,6851 -0,2662 0,0030 0,1355 0,1648 0,1298 0,0628 -0,0099 -0,0625 -0,0771 -0,0574 -0,0238 0,0060 0,0304 0,0643 0,1347 0,2705 0,4846 0,7698 1,1112 1,4885 1,8645 2,1885 2,4213 2,5530 2,6010 2,5973 2,5708 2,5317 2,4788 2,4204 2,3757 2,3525 2,3289 2,2592 2,0990 1,8305 1,4676 1,0388 0,5694 0,0795 -0,4096 -0,8778 -1,3092 -1,6913 -2,0057 -2,2243 -2,3191 -2,2747 -2,0878 -1,7670 -1,3380 -0,8479 -0,3580 0,0723 0,4002 0,6021 0,6687 0,6066 0,4432 0,2200 -0,0313 -0,3079 -0,6259 -0,9896 -1,3700 -1,7169 -1,9831 -2,1357 -2,1590 -2,0665 -1,9049 -1,7320 -1,5881 -1,4893 -1,4272 -1,3610 -1,2280 -0,9827 -0,6237 -0,1815 0,3064 0,8063 1,2854 1,7103 2,0493 2,2770 2,3763 2,3345 2,1495 1,8433 1,4609 1,0524 0,6596 0,3137 0,0292 -0,2066 -0,4256 -0,6485 -0,8634 -1,0318 -1,1141 -1,0940 -0,9832 -0,8052 -0,5800 -0,3175 -0,0215 0,2975 0,6045 0,8415 0,9575 0,9389 0,8046 0,5794 0,2820 -0,0653 -0,4206 -0,7283 -0,9501 -1,0857 -1,1582 -1,1863 -1,1658 -1,0710 -0,8720 -0,5586 -0,1514 0,3064 0,7665 1,1852 1,5209 1,7363 1,8122 1,7585 1,6034 1,3679 1,0590 0,6887 0,2920 -0,0804 -0,3879 -0,6185 -0,7840 -0,9072 -1,0080 -1,0860 -1,1113 -1,0403 -0,8553 -0,5940 -0,3324 -0,1325 0,0004 0,1060 0,2192 0,3410 0,4535 0,5413
F7    -2,5916 -2,4691 -2,2952 -2,0920 -1,9121 -1,8095 -1,7908 -1,8022 -1,7700 -1,6496 -1,4451 -1,1953 -0,9460 -0,7325 -0,5633 -0,4125 -0,2561 -0,1185 -0,0497 -0,0724 -0,1698 -0,3029 -0,4208 -0,4605 -0,3581 -0,0793 0,3606 0,8861 1,3606 1,6372 1,6376 1,3922 1,0153 0,6362 0,3362 0,1438 0,0741 0,1451 0,3530 0,6507 0,9625 1,2126 1,3546 1,4064 1,4496 1,5766 1,8260 2,1565 2,4776 2,7134 2,8450 2,8951 2,8868 2,8342 2,7451 2,5993 2,3521 1,9847 1,5440 1,1325 0,8650 0,8276 1,0334 1,3960 1,7689 2,0226 2,0877 1,9506 1,6330 1,1811 0,6677 0,1861 -0,1750 -0,3562 -0,3389 -0,1534 0,1170 0,3514 0,4431 0,3582 0,1482 -0,0860 -0,2391 -0,2423 -0,0913 0,1694 0,4917 0,8477 1,2344 1,6673 2,1439 2,6110 2,9868 3,2036 3,2401 3,1297 2,9388 2,7304 2,5236 2,2832 1,9642 1,5585 1,0995 0,6536 0,3182 0,1937 0,3271 0,6828 1,1628 1,6392 1,9862 2,1147 1,9984 1,6867 1,2943 0,9362 0,6468 0,3814 0,0927 -0,2231 -0,5539 -0,9080 -1,3001 -1,7093 -2,0720 -2,3172 -2,4050 -2,3358 -2,1381 -1,8605 -1,5535 -1,2430 -0,9382 -0,6658 -0,4713 -0,3863 -0,3953 -0,4318 -0,4207 -0,3166 -0,0957 0,2527 0,7056 1,1882 1,5946 1,8482 1,9540 1,9893 2,0458 2,1865 2,4330 2,7675 3,1470 3,5188 3,8273 4,0175 4,0420 3,8757 3,5401 3,1187 2,7400 2,5244 2,5232 2,6922 2,9321 3,1574 3,3340 3,4791 3,6484 3,8978 4,2367 4,6176 4,9617 5,1952 5,2765 5,1919 4,9414 4,5496 4,0722 3,5772 3,1211 2,7405 2,4510 2,2433 2,0871 1,9466 1,7882 1,5890 1,3589 1,1503 1,0313 1,0408 1,1683 1,3701 1,5941 1,7916 1,9291 1,9962 2,0057 1,9881 1,9786 1,9952 2,0323 2,0810 2,1463 2,2424 2,3758 2,5327 2,6831 2,8027 2,8874 2,9459 2,9845 3,0030 3,0035 2,9952 2,9879 2,9862 2,9834 2,9568 2,8736 2,7017 2,4213 2,0420 1,6013 1,1430 0,7027 0,3152 0,0204 -0,1468 -0,1692 -0,0481 0,1938 0,5102 0,8489 1,1744 1,4647 1,7027 1,8864 2,0390 2,1942 2,3713 2,5588 2,7149 2,7816 2,7121 2,4975 2,1756 1,8111 1,4632 1,1650 0,9305 0,7810 0,7515 0,8581 1,0753 1,3566 1,6608 1,9556 2,2113 2,4044 2,5301 2,6008 2,6418 2,6966 2,8175 3,0331 3,3233 3,6326 3,9018 4,0918 4,1899 4,1973 4,1140 3,9450 3,7240 3,5162 3,3833 3,3483 3,3950 3,4912 3,6063 3,7256 3,8552 4,0053 4,1708 4,3358 4,4899 4,6311 4,7537 4,8365 4,8588 4,8354 4,8176 4,8427 4,8891 4,8931 4,8116 4,6561 4,4618 4,2441 4,0002 3,7342 3,4644 3,2194 3,0340 2,9402 2,9571 3,0895 3,3366 3,6934 4,1415 4,6427 5,1427 5,5766 5,8814 6,0223 6,0107 5,8874 5,6922 5,4553 5,2048 4,9628 4,7362 4,5222 4,3183 4,1217 3,9265 3,7297 3,5395 3,3725 3,2345 3,1067 2,9656 2,8160 2,6921 2,6325 2,6701 2,8417 3,1847 3,7037 4,3424 4,9965 5,5570 5,9458 6,1333 6,1368 6,0016 5,7790 5,5120 5,2248 4,9168 4,5771 4,2094 3,8418 3,5229 3,3108 3,2505 3,3498 3,5790 3,8861 4,2107 4,5017 4,7312 4,8989 5,0194 5,1025 5,1450 5,1388 5,0766 4,9541 4,7782 4,5866 4,4513 4,4406 4,5703 4,7975 5,0558 5,2914 5,4827 5,6331 5,7411 5,7851 5,7357 5,5750 5,3106 4,9760 4,6138 4,2565 3,9211 3,6114 3,3162 3,0094 2,6719 2,3206 2,0114 1,8000 1,6941 1,6487 1,6082 1,5402 1,4428 1,3384 1,2600 1,2354 1,2796 1,3999 1,6014 1,8846 2,2285 2,5790 2,8636 3,0313 3,0814 3,0528 2,9827 2,8783 2,7270 2,5244 2,2828 2,0178 1,7385 1,4461 1,1307 0,7748 0,3798 -0,0104 -0,3271 -0,5268 -0,6168 -0,6348 -0,6159 -0,5849 -0,5686 -0,5988 -0,6933 -0,8417 -1,0111 -1,1597 -1,2453 -1,2401 -1,1496 -1,0163 -0,9033 -0,8632 -0,9099 -1,0152 -1,1217 -1,1568 -1,0522 -0,7749 -0,3521 0,1389 0,6131 1,0132 1,3080 1,4864 1,5625 1,5743 1,5733 1,6142 1,7303 1,9029 2,0719 2,1840 2,2334 2,2677 2,3582 2,5465 2,8038 3,0463 3,1938 3,2108 3,0995 2,8735 2,5510 2,1629 1,7508 1,3577 1,0197 0,7513 0,5419 0,3733 0,2398 0,1523 0,1277 0,1731 0,2724 0,3847 0,4599 0,4648 0,3935 0,2629 0,0943 -0,1069 -0,3466 -0,6167 -0,8927 -1,1502 -1,3662 -1,5104 -1,5579 -1,5185 -1,4521 -1,4424 -1,5414 -1,7305 -1,9388 -2,0969 -2,1659 -2,1198 -1,9297 -1,5797 -1,0917 -0,5290 0,0186 0,4621 0,7484 0,8803 0,9034 0,8840 0,9000 1,0239 1,2885 1,6656 2,0775 2,4350 2,6774 2,7839 2,7513 2,5759 2,2583 1,8130 1,2660 0,6564 0,0482 -0,4785 -0,8613 -1,0750 -1,1200 -1,0093 -0,7768 -0,4815 -0,1909 0,0398 0,1815 0,2401 0,2529 0,2688 0,3220 0,4068 0,4798 0,5046 0,4902 0,4748 0,4825 0,5051 0,5205 0,5258 0,5391 0,5688 0,6038 0,6403 0,6952 0,7853 0,9105 1,0534 1,1810 1,2513 1,2261 1,0826 0,8157 0,4443 0,0258 -0,3413 -0,5548 -0,5657 -0,4083 -0,1752 0,0413 0,1903 0,2671 0,2936 0,2964 0,2961 0,3024 0,3108 0,3048 0,2732 0,2226 0,1605 0,0625 -0,1286 -0,4601 -0,9174 -1,4108 -1,8159 -2,0251 -1,9768 -1,6652
