Fp1   -0,0711 0,1176 0,4255 0,8012 1,1850 1,5387 1,8380 2,0503 2,1333 2,0582 1,8286 1,4821 1,0814 0,6996 0,3965 0,1995 0,1095 0,1222 0,2409 0,4619 0,7505 1,0389 1,2470 1,3053 1,1710 0,8301 0,2955 -0,3860 -1,1314 -1,8379 -2,4010 -2,7339 -2,7934 -2,5953 -2,1967 -1,6657 -1,0657 -0,4701 0,0174 0,2833 0,2753 0,0461 -0,2835 -0,5978 -0,8287 -0,9551 -0,9896 -0,9749 -0,9798 -1,0728 -1,2904 -1,6228 -2,0223 -2,4273 -2,7833 -3,0440 -3,1687 -3,1301 -2,9235 -2,5774 -2,1594 -1,7598 -1,4570 -1,2870 -1,2391 -1,2846 -1,4048 -1,5833 -1,7783 -1,9277 -1,9891 -1,9730 -1,9324 -1,9213 -1,9630 -2,0539 -2,1807 -2,3301 -2,4907 -2,6452 -2,7597 -2,7964 -2,7466 -2,6439 -2,5399 -2,4686 -2,4292 -2,4028 -2,3825 -2,3795 -2,3955 -2,3961 -2,3285 -2,1699 -1,9547 -1,7590 -1,6665 -1,7353 -1,9736 -2,3369 -2,7480 -3,1303 -3,4392 -3,6739 -3,8568 -3,9943 -4,0577 -4,0089 -3,8451 -3,6133 -3,3808 -3,1915 -3,0531 -2,9632 -2,9284 -2,9446 -2,9779 -2,9757 -2,8938 -2,7124 -2,4423 -2,1212 -1,7983 -1,5189 -1,3189 -1,2250 -1,2544 -1,4019 -1,6325 -1,8991 -2,1661 -2,4139 -2,6226 -2,7626 -2,7987 -2,7030 -2,4736 -2,1489 -1,7943 -1,4715 -1,2163 -1,0310 -0,8861 -0,7418 -0,5852 -0,4478 -0,3744 -0,3736 -0,3948 -0,3515 -0,1763 0,1328 0,5126 0,8784 1,1634 1,3273 1,3453 1,1991 0,8746 0,3690 -0,2878 -1,0116 -1,6739 -2,1402 -2,3057 -2,1227 -1,6259 -0,9426 -0,2605 0,2574 0,5640 0,7482 0,9605 1,3052 1,7825 2,3091 2,7725 3,0746 3,1520 2,9854 2,6030 2,0730 1,4846 0,9241 0,4452 0,0484 -0,3140 -0,7028 -1,1384 -1,5765 -1,9363 -2,1496 -2,1885 -2,0673 -1,8221 -1,4837 -1,0744 -0,6282 -0,1951 0,1817 0,4768 0,6687 0,7321 0,6552 0,4570 0,1897 -0,0706 -0,2464 -0,2898 -0,2031 -0,0289 0,1768 0,3672 0,5091 0,5735 0,5332 0,3710 0,0847 -0,3123 -0,7924 -1,3113 -1,7946 -2,1395 -2,2651 -2,1690 -1,9148 -1,5711 -1,1783 -0,7633 -0,3613 -0,0186 0,2218 0,3402 0,3458 0,2612 0,1136 -0,0583 -0,2088 -0,3099 -0,3712 -0,4266 -0,4982 -0,5754 -0,6276 -0,6329 -0,5987 -0,5601 -0,5583 -0,6216 -0,7670 -1,0078 -1,3528 -1,7903 -2,2695 -2,7071 -3,0233 -3,1693 -3,1293 -2,9156 -2,5636 -2,1210 -1,6425 -1,1987 -0,8803 -0,7636 -0,8584 -1,0939 -1,3608 -1,5743 -1,7099 -1,7936 -1,8675 -1,9662 -2,1138 -2,3311 -2,6420 -3,0642 -3,5757 -4,0907 -4,4802 -4,6270 -4,4841 -4,1024 -3,6051 -3,1172 -2,7042 -2,3641 -2,0696 -1,8179 -1,6453 -1,6014 -1,7068 -1,9323 -2,2131 -2,4811 -2,6932 -2,8384 -2,9275 -2,9801 -3,0095 -3,0077 -2,9435 -2,7886 -2,5487 -2,2655 -1,9934 -1,7795 -1,6595 -1,6586 -1,7880 -2,0364 -2,3581 -2,6759 -2,9069 -2,9879 -2,8922 -2,6401 -2,2850 -1,8806 -1,4654 -1,0663 -0,7080 -0,4234 -0,2566 -0,2444 -0,3921 -0,6577 -0,9542 -1,1749 -1,2396 -1,1393 -0,9333 -0,6903 -0,4298 -0,1353 0,1775 0,4349 0,5535 0,4931 0,2694 -0,0591 -0,4157 -0,7372 -0,9938 -1,1863 -1,3262 -1,4183 -1,4627 -1,4719 -1,4752 -1,4927 -1,5061 -1,4607 -1,2981 -0,9866 -0,5320 0,0206 0,5913 1,0786 1,3815 1,4173 1,1262 0,4847 -0,4558 -1,5438 -2,5700 -3,3588 -3,8320 -3,9999 -3,9148 -3,6380 -3,2262 -2,7175 -2,1315 -1,4911 -0,8335 -0,1926 0,4172 0,9824 1,4524 1,7348 1,7473 1,4719 0,9644 0,3308 -0,3019 -0,8236 -1,1863 -1,4229 -1,6196 -1,8547 -2,1428 -2,4340 -2,6710 -2,8366 -2,9381 -2,9665 -2,8806 -2,6174 -2,1187 -1,3755 -0,4604 0,4837 1,2948 1,8433 2,0637 1,9643 1,6123 1,0998 0,5109 -0,0947 -0,6757 -1,1875 -1,5734 -1,7986 -1,8927 -1,9416 -2,0305 -2,1895 -2,3792 -2,5206 -2,5447 -2,4218 -2,1596 -1,7782 -1,2874 -0,6915 -0,0181 0,6541 1,1994 1,4973 1,4940 1,2233 0,7798 0,2686 -0,2298 -0,6593 -0,9731 -1,1366 -1,1453 -1,0406 -0,9042 -0,8299 -0,8894 -1,1142 -1,4929 -1,9721 -2,4673 -2,8790 -3,1067 -3,0805 -2,7976 -2,3197 -1,7399 -1,1559 -0,6528 -0,2775 -0,0243 0,1396 0,2295 0,2246 0,0886 -0,1932 -0,5964 -1,0682 -1,5518 -2,0035 -2,3981 -2,7122 -2,8981 -2,8872 -2,6352 -2,1639 -1,5612 -0,9414 -0,3941 0,0357 0,3296 0,4770 0,4789 0,3511 0,1113 -0,2333 -0,6753 -1,1740 -1,6408 -1,9803 -2,1596 -2,2329 -2,2985 -2,4381 -2,6914 -3,0545 -3,4775 -3,8680 -4,1126 -4,1131 -3,8219 -3,2624 -2,5265 -1,7503 -1,0691 -0,5770 -0,3119 -0,2643 -0,3867 -0,6011 -0,8140 -0,9401 -0,9247 -0,7639 -0,5149 -0,2727 -0,1140 -0,0516 -0,0332 0,0204 0,1708 0,4380 0,8006 1,2021 1,5599 1,7881 1,8284 1,6649 1,3275 0,8960 0,4908 0,2291 0,1759 0,3212 0,5828 0,8427 1,0166 1,0995 1,1406 1,1864 1,2549 1,3434 1,4401 1,5185 1,5345 1,4528 1,2876 1,1134 1,0408 1,1717 1,5516 2,1388 2,8230 3,4818 4,0238 4,3905 4,5388 4,4422 4,1091 3,5947 2,9924 2,4041 1,8952 1,4667 1,0727 0,6765 0,3047 0,0564 0,0583 0,3925 1,0462 1,9060 2,7881 3,4861 3,8286 3,7300 3,2170 2,4084 1,4554 0,4974 -0,3394 -0,9418 -1,2465 -1,2712 -1,0909 -0,7962 -0,4784 -0,2150 -0,0421 0,0494 0,0933 0,1294 0,1830 0,2528 0,3222 0,3764 0,4072 0,4067 0,3691 0,3127 0,2951 0,3851 0,6182
Fz    -0,8211 -0,8461 -0,7632 -0,5693 -0,2909 0,0289 0,3387 0,5884 0,7429 0,7923 0,7507 0,6468 0,5141 0,3807 0,2615 0,1598 0,0758 0,0143 -0,0140 0,0009 0,0583 0,1441 0,2369 0,3133 0,3530 0,3447 0,2862 0,1865 0,0670 -0,0460 -0,1291 -0,1633 -0,1376 -0,0580 0,0512 0,1604 0,2478 0,2977 0,2935 0,2191 0,0741 -0,1186 -0,3224 -0,5042 -0,6409 -0,7156 -0,7198 -0,6655 -0,5863 -0,5178 -0,4810 -0,4826 -0,5226 -0,5965 -0,6922 -0,7891 -0,8690 -0,9272 -0,9678 -0,9918 -0,9947 -0,9710 -0,9220 -0,8600 -0,8065 -0,7843 -0,8094 -0,8850 -0,9987 -1,1276 -1,2534 -1,3707 -1,4797 -1,5766 -1,6528 -1,7025 -1,7310 -1,7560 -1,7990 -1,8708 -1,9683 -2,0811 -2,1967 -2,3021 -2,3906 -2,4684 -2,5516 -2,6588 -2,8020 -2,9792 -3,1724 -3,3512 -3,4812 -3,5343 -3,5016 -3,4063 -3,2989 -3,2352 -3,2545 -3,3727 -3,5831 -3,8582 -4,1600 -4,4562 -4,7282 -4,9658 -5,1607 -5,3146 -5,4451 -5,5779 -5,7336 -5,9192 -6,1297 -6,3557 -6,5857 -6,7985 -6,9643 -7,0601 -7,0805 -7,0354 -6,9448 -6,8341 -6,7268 -6,6374 -6,5720 -6,5318 -6,5135 -6,5093 -6,5100 -6,5118 -6,5182 -6,5339 -6,5549 -6,5687 -6,5625 -6,5300 -6,4733 -6,3948 -6,2884 -6,1413 -5,9474 -5,7095 -5,4293 -5,1050 -4,7447 -4,3730 -4,0219 -3,7133 -3,4477 -3,2083 -2,9809 -2,7689 -2,5883 -2,4506 -2,3555 -2,2981 -2,2734 -2,2743 -2,2920 -2,3145 -2,3240 -2,2983 -2,2195 -2,0833 -1,8962 -1,6664 -1,4027 -1,1256 -0,8721 -0,6771 -0,5432 -0,4362 -0,3154 -0,1680 -0,0110 0,1345 0,2597 0,3564 0,4041 0,3818 0,2857 0,1302 -0,0655 -0,2842 -0,5106 -0,7323 -0,9439 -1,1455 -1,3313 -1,4826 -1,5766 -1,6017 -1,5613 -1,4712 -1,3549 -1,2331 -1,1147 -1,0039 -0,9104 -0,8419 -0,7922 -0,7466 -0,6977 -0,6536 -0,6317 -0,6430 -0,6773 -0,7026 -0,6787 -0,5788 -0,4038 -0,1824 0,0469 0,2525 0,4117 0,5064 0,5232 0,4569 0,3151 0,1210 -0,0921 -0,2874 -0,4320 -0,5109 -0,5357 -0,5293 -0,5012 -0,4390 -0,3231 -0,1472 0,0711 0,2955 0,4920 0,6449 0,7571 0,8403 0,9059 0,9611 1,0045 1,0274 1,0206 0,9855 0,9411 0,9197 0,9519 1,0517 1,2107 1,4052 1,6049 1,7801 1,9059 1,9629 1,9412 1,8477 1,7072 1,5528 1,4183 1,3326 1,3098 1,3429 1,4127 1,5003 1,5888 1,6591 1,6908 1,6705 1,6018 1,5062 1,4087 1,3230 1,2485 1,1787 1,1090 1,0380 0,9666 0,8939 0,8167 0,7343 0,6546 0,5936 0,5702 0,5973 0,6777 0,8061 0,9673 1,1373 1,2908 1,4085 1,4794 1,4983 1,4639 1,3793 1,2537 1,1038 0,9541 0,8287 0,7426 0,6979 0,6849 0,6897 0,7071 0,7454 0,8144 0,9039 0,9818 1,0133 0,9831 0,8979 0,7749 0,6305 0,4740 0,3165 0,1818 0,1017 0,1056 0,2161 0,4432 0,7760 1,1831 1,6197 2,0350 2,3842 2,6375 2,7804 2,8154 2,7639 2,6628 2,5534 2,4699 2,4290 2,4257 2,4417 2,4617 2,4874 2,5296 2,5841 2,6206 2,6008 2,5014 2,3254 2,1005 1,8701 1,6797 1,5591 1,5127 1,5255 1,5853 1,6952 1,8625 2,0766 2,3059 2,5152 2,6810 2,7922 2,8441 2,8374 2,7800 2,6836 2,5571 2,4056 2,2327 2,0409 1,8378 1,6462 1,5013 1,4320 1,4458 1,5294 1,6574 1,7989 1,9219 2,0031 2,0398 2,0443 2,0274 1,9933 1,9520 1,9258 1,9392 2,0009 2,0988 2,2108 2,3169 2,4008 2,4518 2,4675 2,4484 2,3888 2,2777 2,1048 1,8695 1,5881 1,2929 1,0150 0,7724 0,5761 0,4381 0,3668 0,3644 0,4325 0,5731 0,7823 1,0459 1,3367 1,6164 1,8432 1,9857 2,0330 1,9950 1,8944 1,7594 1,6202 1,5070 1,4394 1,4137 1,4012 1,3626 1,2707 1,1247 0,9466 0,7613 0,5815 0,4093 0,2456 0,0997 -0,0076 -0,0546 -0,0385 0,0131 0,0528 0,0437 -0,0168 -0,0982 -0,1567 -0,1567 -0,0850 0,0473 0,2137 0,3864 0,5479 0,6904 0,8053 0,8807 0,9074 0,8825 0,8082 0,6913 0,5434 0,3822 0,2358 0,1347 0,0931 0,1032 0,1474 0,2068 0,2623 0,2987 0,3149 0,3207 0,3245 0,3252 0,3168 0,2955 0,2626 0,2238 0,1863 0,1529 0,1212 0,0889 0,0613 0,0518 0,0762 0,1465 0,2645 0,4198 0,5928 0,7552 0,8765 0,9388 0,9443 0,9048 0,8313 0,7309 0,6102 0,4809 0,3592 0,2544 0,1540 0,0241 -0,1714 -0,4465 -0,7838 -1,1461 -1,4959 -1,8060 -2,0549 -2,2255 -2,3129 -2,3273 -2,2873 -2,2091 -2,0992 -1,9587 -1,7968 -1,6344 -1,4899 -1,3640 -1,2434 -1,1192 -0,9948 -0,8788 -0,7778 -0,6981 -0,6454 -0,6173 -0,5967 -0,5574 -0,4769 -0,3443 -0,1547 0,0953 0,3973 0,7256 1,0480 1,3386 1,5811 1,7708 1,9190 2,0486 2,1787 2,3098 2,4218 2,4842 2,4791 2,4168 2,3304 2,2525 2,1995 2,1725 2,1660 2,1705 2,1725 2,1633 2,1498 2,1535 2,1978 2,2943 2,4348 2,5975 2,7614 2,9135 3,0448 3,1470 3,2123 3,2322 3,1968 3,0983 2,9381 2,7287 2,4856 2,2166 1,9218 1,6039 1,2781 0,9743 0,7289 0,5679 0,4950 0,4950 0,5450 0,6144 0,6598 0,6344 0,5118 0,2971 0,0142 -0,3102 -0,6441 -0,9444 -1,1693 -1,2986 -1,3380 -1,3100 -1,2456 -1,1740 -1,1145 -1,0796 -1,0788 -1,1123 -1,1671 -1,2250 -1,2726 -1,3023 -1,3098 -1,2953 -1,2657 -1,2297 -1,1903 -1,1457 -1,0970
F3    -1,0087 -0,9729 -0,8627 -0,6723 -0,4194 -0,1327 0,1558 0,4165 0,6272 0,7769 0,8628 0,8842 0,8428 0,7484 0,6193 0,4753 0,3320 0,2004 0,0897 0,0056 -0,0550 -0,0990 -0,1279 -0,1391 -0,1315 -0,1087 -0,0794 -0,0520 -0,0278 -0,0013 0,0350 0,0906 0,1754 0,2895 0,4139 0,5127 0,5493 0,5033 0,3760 0,1836 -0,0470 -0,2817 -0,4885 -0,6463 -0,7449 -0,7780 -0,7413 -0,6435 -0,5137 -0,3907 -0,3043 -0,2673 -0,2766 -0,3188 -0,3757 -0,4313 -0,4789 -0,5231 -0,5739 -0,6348 -0,6985 -0,7500 -0,7752 -0,7701 -0,7453 -0,7229 -0,7269 -0,7678 -0,8360 -0,9093 -0,9707 -1,0145 -1,0394 -1,0414 -1,0188 -0,9824 -0,9575 -0,9741 -1,0511 -1,1840 -1,3466 -1,5068 -1,6418 -1,7422 -1,8115 -1,8638 -1,9172 -1,9857 -2,0751 -2,1789 -2,2802 -2,3576 -2,3931 -2,3792 -2,3237 -2,2521 -2,2005 -2,1999 -2,2670 -2,4046 -2,5998 -2,8234 -3,0424 -3,2390 -3,4170 -3,5924 -3,7786 -3,9843 -4,2176 -4,4829 -4,7709 -5,0549 -5,3015 -5,4866 -5,6007 -5,6406 -5,6029 -5,4899 -5,3186 -5,1184 -4,9214 -4,7554 -4,6372 -4,5712 -4,5515 -4,5623 -4,5797 -4,5789 -4,5428 -4,4695 -4,3732 -4,2767 -4,2004 -4,1562 -4,1473 -4,1697 -4,2120 -4,2538 -4,2648 -4,2149 -4,0895 -3,8932 -3,6407 -3,3521 -3,0542 -2,7773 -2,5437 -2,3571 -2,2018 -2,0528 -1,8920 -1,7184 -1,5450 -1,3860 -1,2515 -1,1501 -1,0861 -1,0540 -1,0400 -1,0272 -0,9956 -0,9279 -0,8204 -0,6852 -0,5370 -0,3807 -0,2140 -0,0410 0,1177 0,2324 0,2816 0,2605 0,1800 0,0605 -0,0705 -0,1789 -0,2390 -0,2553 -0,2669 -0,3207 -0,4406 -0,6205 -0,8354 -1,0552 -1,2550 -1,4215 -1,5529 -1,6531 -1,7257 -1,7708 -1,7902 -1,7933 -1,7923 -1,7951 -1,8036 -1,8158 -1,8295 -1,8490 -1,8828 -1,9309 -1,9775 -1,9987 -1,9784 -1,9175 -1,8355 -1,7591 -1,7038 -1,6625 -1,6132 -1,5404 -1,4479 -1,3545 -1,2787 -1,2289 -1,2089 -1,2234 -1,2754 -1,3645 -1,4859 -1,6282 -1,7732 -1,8993 -1,9925 -2,0608 -2,1341 -2,2365 -2,3627 -2,4800 -2,5499 -2,5485 -2,4792 -2,3715 -2,2606 -2,1635 -2,0748 -1,9807 -1,8727 -1,7524 -1,6315 -1,5271 -1,4556 -1,4248 -1,4295 -1,4526 -1,4741 -1,4795 -1,4619 -1,4180 -1,3498 -1,2665 -1,1794 -1,0965 -1,0191 -0,9425 -0,8605 -0,7727 -0,6848 -0,6009 -0,5224 -0,4537 -0,4043 -0,3841 -0,3994 -0,4549 -0,5538 -0,6932 -0,8581 -1,0181 -1,1358 -1,1899 -1,1888 -1,1603 -1,1320 -1,1226 -1,1446 -1,2082 -1,3166 -1,4568 -1,6001 -1,7135 -1,7702 -1,7562 -1,6715 -1,5286 -1,3536 -1,1834 -1,0529 -0,9783 -0,9530 -0,9608 -0,9904 -1,0389 -1,1065 -1,1891 -1,2775 -1,3602 -1,4269 -1,4666 -1,4695 -1,4310 -1,3489 -1,2194 -1,0479 -0,8630 -0,7116 -0,6346 -0,6471 -0,7407 -0,8959 -1,0889 -1,2931 -1,4767 -1,6041 -1,6449 -1,5836 -1,4214 -1,1763 -0,8802 -0,5671 -0,2645 0,0094 0,2439 0,4322 0,5702 0,6608 0,7183 0,7621 0,8076 0,8579 0,9009 0,9164 0,8916 0,8325 0,7662 0,7233 0,7153 0,7303 0,7456 0,7401 0,7002 0,6261 0,5366 0,4618 0,4278 0,4433 0,5010 0,5888 0,7055 0,8613 1,0627 1,2986 1,5418 1,7578 1,9131 1,9811 1,9512 1,8336 1,6574 1,4584 1,2692 1,1134 1,0008 0,9299 0,8978 0,9051 0,9518 1,0365 1,1573 1,3065 1,4643 1,6018 1,6942 1,7343 1,7314 1,6983 1,6456 1,5883 1,5493 1,5515 1,6060 1,7078 1,8405 1,9813 2,1072 2,2017 2,2574 2,2719 2,2451 2,1800 2,0815 1,9540 1,8047 1,6460 1,4907 1,3512 1,2431 1,1801 1,1624 1,1755 1,2055 1,2478 1,3030 1,3714 1,4490 1,5245 1,5795 1,5951 1,5610 1,4816 1,3768 1,2750 1,2036 1,1829 1,2199 1,3018 1,4016 1,4913 1,5540 1,5873 1,5945 1,5723 1,5062 1,3798 1,1888 0,9507 0,7021 0,4831 0,3186 0,2050 0,1153 0,0243 -0,0689 -0,1361 -0,1345 -0,0333 0,1649 0,4244 0,6958 0,9383 1,1326 1,2773 1,3798 1,4483 1,4893 1,5050 1,4909 1,4389 1,3443 1,2150 1,0786 0,9685 0,9000 0,8643 0,8454 0,8278 0,7928 0,7255 0,6283 0,5198 0,4209 0,3458 0,3053 0,3122 0,3790 0,5085 0,6869 0,8827 1,0557 1,1747 1,2294 1,2310 1,2026 1,1689 1,1468 1,1442 1,1624 1,1957 1,2324 1,2585 1,2598 1,2236 1,1436 1,0237 0,8744 0,7071 0,5321 0,3564 0,1785 -0,0147 -0,2407 -0,5098 -0,8150 -1,1299 -1,4191 -1,6529 -1,8131 -1,8931 -1,9010 -1,8565 -1,7769 -1,6656 -1,5107 -1,3002 -1,0410 -0,7611 -0,4931 -0,2559 -0,0547 0,1095 0,2341 0,3180 0,3608 0,3596 0,3154 0,2419 0,1661 0,1196 0,1263 0,1936 0,3183 0,4957 0,7201 0,9840 1,2793 1,5923 1,8969 2,1609 2,3628 2,4999 2,5795 2,6061 2,5758 2,4855 2,3482 2,1976 2,0758 2,0140 2,0206 2,0830 2,1780 2,2761 2,3449 2,3628 2,3322 2,2782 2,2340 2,2237 2,2513 2,3015 2,3548 2,4022 2,4452 2,4863 2,5234 2,5512 2,5625 2,5479 2,4989 2,4139 2,2961 2,1457 1,9563 1,7212 1,4426 1,1366 0,8323 0,5630 0,3527 0,2133 0,1459 0,1351 0,1428 0,1213 0,0399 -0,1031 -0,2949 -0,5230 -0,7703 -1,0083 -1,2024 -1,3239 -1,3587 -1,3119 -1,2081 -1,0809 -0,9635 -0,8879 -0,8804 -0,9443 -1,0517 -1,1563 -1,2161 -1,2080 -1,1291 -0,9929 -0,8242 -0,6508 -0,4925 -0,3588 -0,2542
F7    -0,3312 -0,2648 -0,1360 0,0491 0,2716 0,5083 0,7308 0,9035 0,9962 1,0073 0,9670 0,9121 0,8639 0,8281 0,8023 0,7795 0,7495 0,7059 0,6526 0,5974 0,5339 0,4404 0,2974 0,1048 -0,1146 -0,3266 -0,5015 -0,6197 -0,6730 -0,6645 -0,6018 -0,4894 -0,3345 -0,1608 -0,0073 0,0914 0,1239 0,1017 0,0386 -0,0670 -0,2243 -0,4306 -0,6666 -0,9039 -1,1078 -1,2357 -1,2505 -1,1495 -0,9798 -0,8158 -0,7208 -0,7253 -0,8242 -0,9827 -1,1477 -1,2681 -1,3169 -1,3002 -1,2481 -1,1946 -1,1574 -1,1272 -1,0809 -1,0119 -0,9464 -0,9335 -1,0154 -1,2007 -1,4615 -1,7507 -2,0208 -2,2332 -2,3653 -2,4148 -2,3923 -2,3141 -2,2030 -2,0904 -2,0083 -1,9752 -1,9868 -2,0207 -2,0501 -2,0523 -2,0110 -1,9190 -1,7841 -1,6288 -1,4843 -1,3805 -1,3306 -1,3223 -1,3262 -1,3163 -1,2864 -1,2509 -1,2315 -1,2451 -1,3041 -1,4214 -1,6043 -1,8420 -2,1005 -2,3394 -2,5390 -2,7074 -2,8634 -3,0188 -3,1709 -3,3085 -3,4248 -3,5188 -3,5841 -3,6039 -3,5591 -3,4401 -3,2589 -3,0490 -2,8453 -2,6646 -2,5046 -2,3530 -2,1959 -2,0302 -1,8746 -1,7620 -1,7158 -1,7328 -1,7892 -1,8606 -1,9366 -2,0195 -2,1092 -2,1851 -2,2081 -2,1484 -2,0123 -1,8394 -1,6771 -1,5565 -1,4858 -1,4538 -1,4404 -1,4320 -1,4302 -1,4490 -1,5036 -1,5908 -1,6752 -1,7048 -1,6478 -1,5118 -1,3256 -1,1149 -0,9011 -0,7085 -0,5595 -0,4688 -0,4448 -0,4825 -0,5540 -0,6168 -0,6444 -0,6440 -0,6386 -0,6414 -0,6535 -0,6747 -0,7080 -0,7505 -0,7801 -0,7612 -0,6708 -0,5178 -0,3338 -0,1470 0,0305 0,1898 0,3082 0,3501 0,2850 0,1014 -0,1887 -0,5514 -0,9377 -1,2996 -1,6091 -1,8649 -2,0781 -2,2526 -2,3849 -2,4739 -2,5225 -2,5338 -2,5153 -2,4803 -2,4438 -2,4200 -2,4180 -2,4296 -2,4283 -2,3900 -2,3152 -2,2263 -2,1505 -2,1078 -2,1015 -2,1135 -2,1122 -2,0708 -1,9808 -1,8545 -1,7189 -1,6043 -1,5341 -1,5241 -1,5872 -1,7352 -1,9683 -2,2627 -2,5739 -2,8528 -3,0636 -3,1999 -3,2874 -3,3602 -3,4305 -3,4888 -3,5230 -3,5265 -3,4969 -3,4376 -3,3586 -3,2727 -3,1934 -3,1315 -3,0922 -3,0771 -3,0895 -3,1383 -3,2318 -3,3681 -3,5298 -3,6859 -3,7981 -3,8368 -3,7965 -3,6957 -3,5657 -3,4372 -3,3309 -3,2601 -3,2399 -3,2842 -3,3898 -3,5322 -3,6777 -3,7954 -3,8641 -3,8713 -3,8094 -3,6833 -3,5209 -3,3664 -3,2578 -3,2108 -3,2204 -3,2682 -3,3294 -3,3839 -3,4262 -3,4654 -3,5173 -3,5912 -3,6899 -3,8174 -3,9732 -4,1423 -4,3014 -4,4308 -4,5142 -4,5388 -4,5064 -4,4406 -4,3758 -4,3382 -4,3319 -4,3393 -4,3331 -4,2981 -4,2447 -4,2036 -4,2097 -4,2831 -4,4109 -4,5482 -4,6395 -4,6530 -4,6017 -4,5280 -4,4614 -4,3955 -4,3048 -4,1771 -4,0267 -3,8836 -3,7717 -3,6981 -3,6639 -3,6756 -3,7377 -3,8365 -3,9408 -4,0184 -4,0506 -4,0311 -3,9622 -3,8489 -3,6914 -3,4858 -3,2379 -2,9745 -2,7385 -2,5720 -2,4967 -2,5049 -2,5617 -2,6199 -2,6435 -2,6216 -2,5700 -2,5242 -2,5153 -2,5386 -2,5565 -2,5389 -2,4902 -2,4385 -2,4135 -2,4357 -2,5104 -2,6214 -2,7341 -2,8149 -2,8496 -2,8381 -2,7763 -2,6516 -2,4590 -2,2170 -1,9658 -1,7461 -1,5781 -1,4626 -1,3903 -1,3401 -1,2804 -1,1917 -1,0931 -1,0347 -1,0611 -1,1868 -1,3949 -1,6363 -1,8395 -1,9445 -1,9355 -1,8422 -1,7166 -1,6038 -1,5234 -1,4684 -1,4138 -1,3338 -1,2199 -1,0820 -0,9327 -0,7733 -0,5989 -0,4167 -0,2533 -0,1405 -0,0948 -0,1097 -0,1624 -0,2314 -0,3083 -0,3934 -0,4807 -0,5542 -0,6064 -0,6524 -0,7220 -0,8392 -1,0081 -1,2058 -1,3864 -1,5007 -1,5172 -1,4248 -1,2267 -0,9384 -0,5858 -0,2010 0,1815 0,5243 0,7882 0,9402 0,9636 0,8619 0,6549 0,3786 0,0856 -0,1671 -0,3432 -0,4447 -0,5030 -0,5501 -0,5958 -0,6308 -0,6468 -0,6527 -0,6723 -0,7261 -0,8065 -0,8706 -0,8632 -0,7547 -0,5662 -0,3584 -0,1916 -0,0940 -0,0646 -0,0871 -0,1356 -0,1780 -0,1841 -0,1374 -0,0390 0,0985 0,2585 0,4180 0,5468 0,6182 0,6214 0,5629 0,4544 0,3028 0,1152 -0,0876 -0,2757 -0,4279 -0,5376 -0,6034 -0,6248 -0,6048 -0,5497 -0,4684 -0,3769 -0,2970 -0,2449 -0,2193 -0,2035 -0,1793 -0,1350 -0,0636 0,0353 0,1473 0,2462 0,3155 0,3618 0,4082 0,4751 0,5636 0,6540 0,7137 0,7069 0,6119 0,4424 0,2457 0,0710 -0,0620 -0,1679 -0,2808 -0,4303 -0,6226 -0,8402 -1,0592 -1,2696 -1,4814 -1,7111 -1,9616 -2,2148 -2,4414 -2,6094 -2,6893 -2,6685 -2,5674 -2,4307 -2,2964 -2,1692 -2,0191 -1,8132 -1,5548 -1,2908 -1,0762 -0,9292 -0,8198 -0,6977 -0,5277 -0,3079 -0,0687 0,1432 0,2869 0,3455 0,3341 0,2947 0,2778 0,3234 0,4481 0,6396 0,8567 1,0430 1,1518 1,1638 1,0900 0,9650 0,8348 0,7421 0,7098 0,7339 0,7888 0,8466 0,8965 0,9418 0,9781 0,9860 0,9465 0,8581 0,7401 0,6260 0,5509 0,5337 0,5644 0,6186 0,6836 0,7641 0,8690 1,0033 1,1725 1,3816 1,6210 1,8565 2,0409 2,1369 2,1293 2,0238 1,8469 1,6423 1,4550 1,3099 1,2023 1,1081 1,0090 0,9125 0,8470 0,8342 0,8689 0,9248 0,9719 0,9856 0,9429 0,8204 0,6069 0,3173 -0,0146 -0,3528 -0,6637 -0,9168 -1,0944 -1,1988 -1,2411 -1,2263 -1,1549 -1,0364 -0,8985 -0,7852 -0,7416 -0,7897 -0,9135 -1,0689 -1,2074 -1,2924 -1,2978 -1,2110 -1,0421 -0,8195 -0,5696 -0,3010 -0,0102
