Fp1   -2,5149 -3,0987 -3,1327 -2,7435 -2,0945 -1,3095 -0,4308 0,5558 1,6585 2,7744 3,6396 3,9563 3,5840 2,6177 1,3041 -0,1178 -1,4910 -2,7104 -3,6707 -4,2508 -4,3755 -4,0704 -3,4310 -2,5895 -1,7145 -0,9570 -0,3606 0,1421 0,6398 1,1811 1,7796 2,4064 2,9679 3,3334 3,3935 3,0896 2,4207 1,4651 0,3981 -0,5261 -1,0274 -0,9146 -0,2361 0,7034 1,5101 1,8660 1,5986 0,7359 -0,4469 -1,5065 -2,0504 -1,9090 -1,1187 0,1638 1,6845 3,0911 4,0180 4,2662 3,9317 3,3287 2,7800 2,4844 2,5340 2,9510 3,6526 4,4235 5,0020 5,2105 5,0159 4,5102 3,8607 3,2530 2,8193 2,5766 2,4403 2,3107 2,1571 2,0472 2,0860 2,3102 2,6466 2,9632 3,1523 3,1891 3,1280 3,0212 2,8554 2,6007 2,3056 2,0623 1,8624 1,5928 1,2075 0,8088 0,5439 0,4678 0,5118 0,5629 0,5529 0,4758 0,3712 0,3245 0,4490 0,8167 1,3710 1,9107 2,2039 2,1252 1,6838 0,9866 0,1818 -0,6286 -1,4106 -2,1169 -2,6433 -2,8897 -2,8185 -2,4528 -1,8566 -1,1216 -0,3628 0,2859 0,7304 0,9932 1,1750 1,3304 1,3963 1,2207 0,6791 -0,2144 -1,3149 -2,4349 -3,4317 -4,2627 -4,9529 -5,5146 -5,9402 -6,2298 -6,3640 -6,2780 -5,9101 -5,2641 -4,4079 -3,4435 -2,4998 -1,7249 -1,2559 -1,1861 -1,5470 -2,3030 -3,3686 -4,6337 -5,9553 -7,1429 -8,0016 -8,4022 -8,2964 -7,6708 -6,5207 -4,9029 -2,9872 -1,0046 0,8229 2,2701 3,1111 3,2202 2,6574 1,6294 0,3680 -0,9481 -2,1725 -3,1527 -3,7566 -3,9351 -3,7578 -3,3901 -3,0185 -2,7611 -2,6168 -2,4857 -2,2418 -1,8041 -1,1811 -0,4680 0,2119 0,7721 1,1881 1,4859 1,7149 1,9285 2,1451 2,3092 2,3328 2,1781 1,8822 1,5373 1,2621 1,1619 1,2836 1,5631 1,8054 1,7630 1,2727 0,3533 -0,7861 -1,8279 -2,4687 -2,5184 -1,9554 -0,9273 0,3107 1,4818 2,3548 2,7922 2,7772 2,4068 1,8374 1,2070 0,5864 -0,0105 -0,5790 -1,0739 -1,3912 -1,4113 -1,0893 -0,5244 0,0570 0,4154 0,4365 0,1730 -0,2419 -0,6874 -1,0711 -1,3234 -1,4052 -1,3074 -1,0708 -0,8088 -0,6572 -0,6838 -0,8615 -1,1201 -1,3965 -1,6210 -1,6988 -1,5465 -1,1304 -0,4717 0,3435 1,1801 1,9186 2,5043 2,9323 3,1956 3,2675 3,1382 2,8370 2,4056 1,8667 1,2371 0,5728 -0,0264 -0,4806 -0,7905 -1,0128 -1,1955 -1,3685 -1,5432 -1,6545 -1,5422 -1,0483 -0,1219 1,1526 2,5516 3,7373 4,3904 4,3917 3,8828 3,1349 2,3642 1,6517 0,9700 0,2671 -0,4577 -1,1404 -1,6527 -1,7996 -1,4138 -0,5004 0,7587 2,1420 3,4903 4,6961 5,6641 6,3069 6,5598 6,3902 5,8097 4,8785 3,6943 2,4058 1,2331 0,3877 -0,0494 -0,1163 0,1331 0,6473 1,3175 1,9829 2,5101 2,8453 3,0047 3,0537 3,0670 3,0695 3,0304 2,9241 2,7525 2,5156 2,2162 1,8902 1,5878 1,3316 1,1156 0,9453 0,8631 0,9272 1,1730 1,5953 2,1484 2,7840 3,4895 4,2567 5,0152 5,6241 5,9200 5,8038 5,3196 4,6232 3,8486 3,0153 2,0658 1,0028 -0,0335 -0,8607 -1,3910 -1,6278 -1,5800 -1,2448 -0,6516 0,1028 0,8649 1,4827 1,8666 2,0144 1,9999 1,9222 1,8289 1,6774 1,3945 1,0021 0,6683 0,6086 0,9263 1,5298 2,1968 2,6962 2,8323 2,4611 1,5654 0,3367 -0,8539 -1,6548 -1,9492 -1,8661 -1,6097 -1,2979 -0,9208 -0,4088 0,2578 0,9966 1,6623 2,1229 2,3070 2,2168 1,9266 1,5375 1,0761 0,4716 -0,3067 -1,1278 -1,7618 -2,0177 -1,8073 -1,1607 -0,2243 0,7955 1,6975 2,3045 2,4853 2,2048 1,5506 0,7164 -0,0463 -0,5089 -0,5523 -0,2155 0,3293 0,8687 1,2401 1,3752 1,2982 1,1036 0,9341 0,9376 1,1953 1,6696 2,2127 2,6149 2,6953 2,4178 1,9323 1,4661 1,1465 0,9307 0,6936 0,3499 -0,1012 -0,6107 -1,1386 -1,6665 -2,1568 -2,5465 -2,7939 -2,8855 -2,7995 -2,5186 -2,0864 -1,6127 -1,2006 -0,8746 -0,5876 -0,2760 0,1003 0,5466 1,0459 1,5727 2,0877 2,5271 2,8058 2,8266 2,5002 1,8143 0,9194 0,1269 -0,2131 0,1012 0,9742 2,0285 2,8019 2,9887 2,5790 1,8329 1,1248 0,7595 0,8278 1,1706 1,5113 1,6541 1,5486 1,2290 0,7655 0,2386 -0,2893 -0,7720 -1,1590 -1,3913 -1,3984 -1,1137 -0,5364 0,2139 0,9303 1,4177 1,5761 1,4134 0,9958 0,3958 -0,3230 -1,1055 -1,8907 -2,6001 -3,1752 -3,6056 -3,8861 -3,9884 -3,9083 -3,7191 -3,5593 -3,5587 -3,7499 -4,0498 -4,3510 -4,6385 -4,9864 -5,4263 -5,8611 -6,1291 -6,1157 -5,7915 -5,1962 -4,4344 -3,6971 -3,2199 -3,1236 -3,2873 -3,4496 -3,4561 -3,3710 -3,3517 -3,4599 -3,6090 -3,6501 -3,4821 -3,1099 -2,6468 -2,2651 -2,1117 -2,2358 -2,5770 -3,0007 -3,3439 -3,4579 -3,2502 -2,7233 -1,9844 -1,1981 -0,5020 0,0456 0,4615 0,8061 1,1394 1,4736 1,7823 2,0683 2,3601 2,6104 2,6661 2,4008 1,8537 1,1941 0,5621 -0,0231 -0,6151 -1,2345 -1,8009 -2,1599 -2,1691 -1,7770 -1,0667 -0,2349 0,5085 1,0444 1,3576 1,4510 1,2627 0,6904 -0,2828 -1,4948 -2,6648 -3,5605 -4,1153 -4,4151 -4,5867 -4,6917 -4,7057 -4,5803 -4,3112 -3,9478 -3,5670 -3,2439 -3,0265 -2,9347 -2,9736 -3,1183 -3,2894 -3,3628 -3,2267 -2,8626 -2,3888 -2,0163 -1,9324 -2,1836 -2,6744 -3,2889 -3,9786 -4,7244 -5,4536 -6,0182 -6,2489 -6,0283
Fz    -1,3335 -1,4850 -1,5134 -1,4715 -1,4146 -1,3480 -1,2148 -0,9509 -0,5419 -0,0440 0,4188 0,6986 0,7089 0,4865 0,1529 -0,1904 -0,5058 -0,7832 -1,0013 -1,1333 -1,1724 -1,1201 -0,9519 -0,6363 -0,1942 0,2938 0,7498 1,1409 1,4597 1,6970 1,8390 1,8680 1,7714 1,5675 1,3124 1,0652 0,8462 0,6313 0,3859 0,1095 -0,1444 -0,3057 -0,3506 -0,3034 -0,1913 -0,0349 0,1280 0,2520 0,3332 0,4204 0,5574 0,7292 0,8879 1,0129 1,1150 1,1892 1,1965 1,1006 0,9045 0,6420 0,3509 0,0650 -0,1756 -0,3197 -0,3165 -0,1498 0,1383 0,4586 0,7096 0,8192 0,7796 0,6531 0,5331 0,4890 0,5435 0,6868 0,8994 1,1647 1,4614 1,7499 1,9807 2,1138 2,1336 2,0557 1,9151 1,7333 1,4977 1,1903 0,8354 0,4976 0,2324 0,0738 0,0543 0,1895 0,4344 0,6808 0,8133 0,7787 0,6031 0,3515 0,0819 -0,1753 -0,4124 -0,6216 -0,7878 -0,9059 -0,9867 -1,0530 -1,1433 -1,2932 -1,5023 -1,7422 -1,9877 -2,2164 -2,3906 -2,4686 -2,4338 -2,3098 -2,1552 -2,0483 -2,0682 -2,2716 -2,6541 -3,1208 -3,5198 -3,7217 -3,6812 -3,4502 -3,1401 -2,8632 -2,6954 -2,6646 -2,7541 -2,9253 -3,1364 -3,3425 -3,5073 -3,6243 -3,7174 -3,8107 -3,8998 -3,9516 -3,9212 -3,7748 -3,5137 -3,1794 -2,8293 -2,5103 -2,2525 -2,0689 -1,9505 -1,8728 -1,8039 -1,7134 -1,5926 -1,4584 -1,3307 -1,2221 -1,1430 -1,0912 -1,0350 -0,9298 -0,7576 -0,5477 -0,3528 -0,2131 -0,1417 -0,1332 -0,1747 -0,2405 -0,2891 -0,2908 -0,2559 -0,2167 -0,1780 -0,0969 0,0864 0,3965 0,8015 1,2341 1,6346 1,9803 2,2767 2,5272 2,7181 2,8287 2,8542 2,8169 2,7455 2,6500 2,5270 2,3853 2,2603 2,2037 2,2508 2,3851 2,5325 2,6093 2,5869 2,4971 2,3791 2,2502 2,1155 1,9837 1,8767 1,8244 1,8442 1,9323 2,0744 2,2584 2,4682 2,6614 2,7669 2,7193 2,4970 2,1413 1,7457 1,4021 1,1362 0,8968 0,6018 0,1957 -0,3203 -0,8939 -1,4575 -1,9649 -2,3971 -2,7540 -3,0438 -3,2713 -3,4317 -3,5143 -3,5095 -3,4179 -3,2565 -3,0537 -2,8431 -2,6527 -2,4876 -2,3282 -2,1509 -1,9463 -1,7175 -1,4711 -1,2179 -0,9802 -0,7855 -0,6473 -0,5566 -0,4875 -0,4118 -0,3086 -0,1674 0,0078 0,2013 0,4078 0,6420 0,9171 1,2220 1,5232 1,7844 1,9843 2,1101 2,1390 2,0452 1,8229 1,4876 1,0689 0,6204 0,2261 -0,0329 -0,1173 -0,0259 0,2181 0,5591 0,9063 1,1687 1,3029 1,3279 1,3010 1,2774 1,2817 1,3076 1,3332 1,3283 1,2748 1,1923 1,1236 1,0881 1,0712 1,0671 1,1065 1,2231 1,4120 1,6294 1,8151 1,9165 1,9228 1,8787 1,8468 1,8639 1,9379 2,0511 2,1577 2,2061 2,1739 2,0741 1,9322 1,7737 1,6217 1,4856 1,3532 1,2112 1,0600 0,9008 0,7343 0,5856 0,5041 0,5195 0,6146 0,7422 0,8555 0,9286 0,9656 0,9949 1,0528 1,1590 1,2920 1,3893 1,3848 1,2651 1,0955 0,9743 0,9561 1,0240 1,1208 1,2028 1,2701 1,3461 1,4362 1,5117 1,5239 1,4303 1,2100 0,8619 0,4131 -0,0548 -0,4166 -0,5683 -0,4851 -0,2296 0,0800 0,3292 0,4654 0,5167 0,5665 0,7000 0,9510 1,2835 1,6232 1,9137 2,1425 2,3149 2,4091 2,3709 2,1643 1,8114 1,3605 0,8423 0,2820 -0,2647 -0,7097 -0,9820 -1,0735 -1,0325 -0,9196 -0,7729 -0,5987 -0,3840 -0,1141 0,2235 0,6373 1,1233 1,6557 2,1882 2,6716 3,0672 3,3308 3,4023 3,2484 2,9026 2,4382 1,9178 1,3939 0,9283 0,5806 0,3890 0,3636 0,4755 0,6612 0,8567 1,0325 1,1976 1,3738 1,5631 1,7443 1,8920 1,9895 2,0293 2,0086 1,9256 1,7821 1,5994 1,4296 1,3378 1,3632 1,4942 1,6736 1,8189 1,8535 1,7539 1,5795 1,4325 1,3791 1,4249 1,5475 1,7218 1,9192 2,1061 2,2535 2,3480 2,3955 2,4134 2,4172 2,4182 2,4261 2,4393 2,4368 2,3924 2,2980 2,1730 2,0577 1,9987 2,0256 2,1359 2,3102 2,5300 2,7801 3,0462 3,3140 3,5624 3,7609 3,8789 3,8984 3,8233 3,6829 3,5201 3,3557 3,1635 2,8963 2,5306 2,0849 1,6126 1,1880 0,8850 0,7419 0,7366 0,8092 0,9123 1,0302 1,1542 1,2634 1,3327 1,3437 1,2841 1,1484 0,9441 0,6972 0,4492 0,2419 0,0991 0,0182 -0,0214 -0,0397 -0,0443 -0,0400 -0,0383 -0,0485 -0,0653 -0,0687 -0,0407 0,0066 0,0278 -0,0289 -0,1933 -0,4637 -0,8098 -1,1859 -1,5452 -1,8480 -2,0638 -2,1800 -2,2158 -2,2148 -2,2103 -2,2046 -2,1855 -2,1467 -2,0885 -2,0184 -1,9638 -1,9721 -2,0828 -2,2863 -2,5133 -2,6776 -2,7407 -2,7290 -2,6919 -2,6599 -2,6415 -2,6368 -2,6421 -2,6473 -2,6390 -2,6126 -2,5733 -2,5228 -2,4556 -2,3669 -2,2502 -2,0840 -1,8379 -1,5013 -1,0964 -0,6616 -0,2279 0,1878 0,5729 0,9098 1,1707 1,3153 1,3125 1,1712 0,9404 0,6807 0,4423 0,2654 0,1874 0,2311 0,3811 0,5768 0,7381 0,7993 0,7363 0,5752 0,3773 0,2086 0,1089 0,0729 0,0526 -0,0165 -0,1779 -0,4379 -0,7814 -1,1978 -1,6789 -2,1962 -2,7009 -3,1488 -3,5129 -3,7784 -3,9373 -3,9903 -3,9473 -3,8211 -3,6228 -3,3710 -3,1090 -2,9014 -2,8034 -2,8304 -2,9522 -3,1108 -3,2455 -3,3091 -3,2827 -3,1948 -3,1208 -3,1455 -3,3174 -3,6253 -4,0113 -4,4098 -4,7791 -5,1059 -5,3898 -5,6275 -5,8020 -5,8847
F3    -0,9965 -1,2328 -1,2803 -1,2276 -1,1580 -1,0858 -0,9704 -0,7690 -0,4405 0,0393 0,5974 1,0494 1,2261 1,1024 0,7707 0,3261 -0,1859 -0,7396 -1,2745 -1,6805 -1,8497 -1,7239 -1,2971 -0,6262 0,1553 0,8741 1,3920 1,6479 1,6540 1,4843 1,2532 1,0565 0,9296 0,8762 0,9100 1,0360 1,2025 1,2937 1,1854 0,8311 0,3157 -0,1962 -0,5731 -0,7658 -0,7870 -0,6960 -0,5779 -0,4835 -0,3830 -0,2080 0,0535 0,3222 0,5079 0,6037 0,6729 0,7598 0,8463 0,8905 0,8761 0,8065 0,6710 0,4478 0,1408 -0,1835 -0,3947 -0,3655 -0,0603 0,4397 0,9753 1,3770 1,5368 1,4432 1,1624 0,8107 0,5308 0,4407 0,5796 0,9066 1,3305 1,7412 2,0438 2,1784 2,1209 1,8864 1,5269 1,0996 0,6295 0,1232 -0,3775 -0,7910 -1,0447 -1,0953 -0,9152 -0,5086 0,0482 0,6095 1,0253 1,2171 1,1953 1,0115 0,7028 0,2829 -0,2268 -0,7638 -1,2357 -1,5699 -1,7481 -1,8077 -1,8215 -1,8481 -1,8965 -1,9535 -2,0186 -2,0931 -2,1609 -2,1993 -2,2018 -2,1822 -2,1715 -2,2153 -2,3682 -2,6747 -3,1224 -3,6020 -3,9500 -4,0468 -3,8791 -3,5317 -3,1376 -2,8275 -2,6941 -2,7510 -2,9169 -3,0796 -3,1786 -3,2194 -3,2416 -3,2851 -3,3691 -3,4845 -3,6049 -3,7043 -3,7629 -3,7601 -3,6745 -3,4960 -3,2359 -2,9224 -2,5895 -2,2678 -1,9784 -1,7329 -1,5279 -1,3485 -1,1944 -1,0905 -1,0617 -1,1170 -1,2490 -1,4157 -1,5274 -1,4854 -1,2512 -0,8747 -0,4575 -0,0977 0,1435 0,2516 0,2522 0,1988 0,1514 0,1374 0,1314 0,0895 0,0075 -0,0554 -0,0119 0,1841 0,5000 0,8538 1,1779 1,4626 1,7426 2,0478 2,3640 2,6296 2,7658 2,7205 2,4899 2,1113 1,6569 1,2326 0,9555 0,9066 1,0952 1,4510 1,8473 2,1715 2,3954 2,5578 2,6799 2,7275 2,6467 2,4230 2,1155 1,8278 1,6389 1,5674 1,5901 1,6755 1,7932 1,8959 1,9128 1,7810 1,4901 1,1075 0,7559 0,5337 0,4457 0,4110 0,3221 0,1022 -0,2608 -0,7164 -1,1902 -1,6273 -2,0068 -2,3313 -2,6058 -2,8175 -2,9371 -2,9440 -2,8456 -2,6737 -2,4618 -2,2284 -1,9877 -1,7641 -1,5838 -1,4596 -1,3893 -1,3540 -1,3191 -1,2546 -1,1544 -1,0382 -0,9342 -0,8572 -0,8022 -0,7581 -0,7176 -0,6763 -0,6285 -0,5672 -0,4659 -0,2613 0,1162 0,6860 1,3910 2,1221 2,7707 3,2639 3,5482 3,5617 3,2614 2,6803 1,9203 1,0894 0,2801 -0,4058 -0,8690 -1,0575 -0,9723 -0,6462 -0,1485 0,4081 0,8974 1,2339 1,4064 1,4670 1,4901 1,5393 1,6473 1,7995 1,9336 1,9769 1,8938 1,6932 1,4028 1,0630 0,7482 0,5512 0,5083 0,5676 0,6486 0,7080 0,7507 0,8172 0,9622 1,2135 1,5405 1,8724 2,1358 2,2744 2,2586 2,1027 1,8661 1,6231 1,4271 1,2974 1,2152 1,1307 0,9949 0,7921 0,5395 0,2816 0,0945 0,0626 0,2234 0,5411 0,9280 1,2787 1,5035 1,5640 1,4931 1,3744 1,2818 1,2303 1,1841 1,1117 1,0318 1,0121 1,1224 1,3779 1,7203 2,0494 2,2850 2,4131 2,4811 2,5411 2,5924 2,5805 2,4484 2,1687 1,7302 1,1431 0,4864 -0,0909 -0,4425 -0,4940 -0,2665 0,1277 0,5319 0,8323 1,0239 1,1930 1,4282 1,7463 2,0854 2,3554 2,4960 2,4939 2,3551 2,0749 1,6442 1,0981 0,5344 0,0542 -0,3002 -0,5305 -0,6327 -0,5883 -0,4045 -0,1422 0,1081 0,2748 0,3314 0,3002 0,2497 0,2753 0,4610 0,8352 1,3565 1,9399 2,4948 2,9536 3,2791 3,4372 3,3763 3,0733 2,5867 2,0248 1,4730 0,9862 0,6189 0,4151 0,3796 0,4776 0,6473 0,8225 0,9692 1,1062 1,2753 1,4873 1,7077 1,8948 2,0371 2,1486 2,2393 2,3027 2,3259 2,3060 2,2689 2,2711 2,3642 2,5523 2,7893 3,0018 3,1033 3,0132 2,7170 2,3189 1,9869 1,8296 1,8483 1,9889 2,1918 2,4018 2,5722 2,6810 2,7345 2,7522 2,7536 2,7561 2,7764 2,8254 2,8938 2,9485 2,9546 2,9038 2,8181 2,7341 2,6871 2,6977 2,7805 2,9595 3,2435 3,5893 3,9138 4,1430 4,2485 4,2467 4,1670 4,0296 3,8545 3,6775 3,5384 3,4381 3,3197 3,1149 2,8043 2,4246 2,0371 1,7046 1,4849 1,4174 1,4986 1,6768 1,8812 2,0585 2,1835 2,2488 2,2603 2,2311 2,1631 2,0376 1,8376 1,5718 1,2779 1,0109 0,8242 0,7456 0,7612 0,8258 0,8986 0,9599 0,9984 1,0040 0,9774 0,9301 0,8670 0,7736 0,6296 0,4317 0,2014 -0,0269 -0,2270 -0,3956 -0,5429 -0,6709 -0,7675 -0,8263 -0,8678 -0,9367 -1,0743 -1,2912 -1,5602 -1,8221 -2,0037 -2,0547 -1,9856 -1,8663 -1,7764 -1,7486 -1,7557 -1,7506 -1,7135 -1,6572 -1,6010 -1,5593 -1,5527 -1,6078 -1,7342 -1,9029 -2,0618 -2,1765 -2,2457 -2,2750 -2,2573 -2,1757 -2,0038 -1,7117 -1,2964 -0,8077 -0,3253 0,0941 0,4392 0,7273 0,9807 1,2027 1,3611 1,4057 1,3112 1,0967 0,8106 0,5097 0,2509 0,0868 0,0577 0,1749 0,4049 0,6791 0,9183 1,0505 1,0345 0,8847 0,6681 0,4752 0,3805 0,4035 0,4933 0,5617 0,5400 0,4076 0,1738 -0,1552 -0,5797 -1,0848 -1,6342 -2,1861 -2,7011 -3,1329 -3,4305 -3,5640 -3,5411 -3,3948 -3,1624 -2,8789 -2,5805 -2,3069 -2,0958 -1,9739 -1,9471 -1,9973 -2,0876 -2,1739 -2,2330 -2,2936 -2,4240 -2,6743 -3,0316 -3,4274 -3,7834 -4,0631 -4,2846 -4,4842 -4,6771 -4,8564 -5,0034 -5,0870
F7    -1,1151 -1,6755 -2,2438 -2,7192 -3,0421 -3,1777 -3,0585 -2,6154 -1,8945 -1,0876 -0,4130 -0,0017 0,1165 0,0055 -0,1852 -0,2893 -0,2037 0,0877 0,5049 0,8801 1,0360 0,8926 0,5109 0,0360 -0,4103 -0,7597 -0,9278 -0,7976 -0,3185 0,4066 1,1685 1,7835 2,1652 2,2931 2,1647 1,8041 1,3018 0,8084 0,4667 0,3420 0,4015 0,5514 0,6980 0,7986 0,8761 0,9716 1,0708 1,0941 0,9710 0,7281 0,4978 0,4344 0,6095 0,9725 1,3915 1,7267 1,8834 1,8235 1,5589 1,1629 0,7764 0,5712 0,6821 1,1342 1,7975 2,4324 2,8118 2,8213 2,4871 1,9513 1,4199 1,1021 1,1363 1,5064 2,0285 2,4646 2,6713 2,6538 2,5089 2,3305 2,1599 2,0040 1,8787 1,8185 1,8505 1,9680 2,1305 2,2843 2,3836 2,3903 2,2647 1,9893 1,6048 1,1957 0,8338 0,5434 0,3181 0,1561 0,0674 0,0696 0,1860 0,4268 0,7718 1,1808 1,6043 1,9821 2,2490 2,3552 2,2738 2,0020 1,5785 1,0824 0,6003 0,2025 -0,0670 -0,2003 -0,2231 -0,1826 -0,1357 -0,1281 -0,1746 -0,2560 -0,3393 -0,4056 -0,4520 -0,4723 -0,4680 -0,4757 -0,5365 -0,6322 -0,6996 -0,7205 -0,7635 -0,9176 -1,2000 -1,5406 -1,8447 -2,0569 -2,1809 -2,2545 -2,2982 -2,2794 -2,1322 -1,8194 -1,3794 -0,9169 -0,5505 -0,3665 -0,3998 -0,6323 -1,0003 -1,4065 -1,7341 -1,8851 -1,8341 -1,6332 -1,3565 -1,0464 -0,7108 -0,3533 0,0124 0,3764 0,7427 1,1102 1,4518 1,7174 1,8544 1,8254 1,6209 1,2714 0,8405 0,4015 0,0160 -0,2724 -0,4362 -0,4655 -0,3716 -0,1779 0,1004 0,4561 0,8656 1,2710 1,5981 1,8033 1,8953 1,9080 1,8751 1,8328 1,8188 1,8605 1,9597 2,0837 2,1847 2,2387 2,2568 2,2570 2,2400 2,1901 2,0828 1,8884 1,5922 1,2232 0,8461 0,5186 0,2718 0,1275 0,1061 0,2044 0,3778 0,5669 0,7342 0,8721 0,9844 1,0672 1,1017 1,0670 0,9663 0,8305 0,6788 0,4883 0,2304 -0,0709 -0,3413 -0,5193 -0,6012 -0,6341 -0,6784 -0,7734 -0,9242 -1,1193 -1,3499 -1,6006 -1,8302 -1,9851 -2,0332 -1,9804 -1,8665 -1,7472 -1,6539 -1,5621 -1,4148 -1,1846 -0,8978 -0,5956 -0,3065 -0,0466 0,1922 0,4389 0,7040 0,9569 1,1487 1,2496 1,2674 1,2275 1,1359 0,9777 0,7434 0,4452 0,1190 -0,1899 -0,4524 -0,6602 -0,8007 -0,8414 -0,7594 -0,5790 -0,3567 -0,1239 0,1251 0,3790 0,5880 0,7201 0,7986 0,8581 0,8887 0,8459 0,7038 0,4807 0,2292 0,0199 -0,0973 -0,1456 -0,2024 -0,3186 -0,4913 -0,6862 -0,8379 -0,8665 -0,7364 -0,4950 -0,2444 -0,0643 0,0547 0,1993 0,4427 0,7658 1,0629 1,2152 1,1591 0,9104 0,5573 0,2209 -0,0160 -0,1459 -0,1967 -0,1873 -0,1415 -0,1106 -0,1453 -0,2565 -0,4177 -0,5843 -0,7030 -0,7323 -0,6766 -0,5990 -0,5914 -0,7188 -0,9822 -1,3189 -1,6220 -1,7586 -1,6133 -1,1681 -0,5431 0,0781 0,5644 0,8727 1,0030 0,9659 0,8046 0,6112 0,4779 0,4372 0,4608 0,4988 0,5165 0,4958 0,3992 0,1644 -0,2374 -0,7547 -1,2709 -1,6480 -1,7634 -1,5621 -1,1121 -0,5866 -0,1667 0,0382 -0,0017 -0,2531 -0,6263 -0,9969 -1,2553 -1,3457 -1,2760 -1,1048 -0,9123 -0,7594 -0,6532 -0,5459 -0,3698 -0,0874 0,2711 0,6115 0,8117 0,7604 0,3971 -0,2527 -1,0744 -1,8980 -2,5653 -2,9866 -3,1473 -3,0746 -2,8055 -2,3796 -1,8677 -1,3868 -1,0507 -0,8967 -0,8738 -0,9059 -0,9558 -1,0185 -1,0717 -1,0669 -0,9706 -0,7970 -0,6042 -0,4502 -0,3533 -0,3002 -0,2838 -0,3161 -0,4013 -0,5072 -0,5742 -0,5539 -0,4431 -0,2919 -0,1621 -0,0742 -0,0126 0,0346 0,0576 0,0377 -0,0290 -0,1164 -0,1803 -0,1917 -0,1621 -0,1291 -0,1158 -0,1083 -0,0689 0,0269 0,1613 0,2873 0,3644 0,3715 0,3068 0,1896 0,0511 -0,0810 -0,1903 -0,2774 -0,3594 -0,4592 -0,5825 -0,7081 -0,8179 -0,9262 -1,0500 -1,1632 -1,2205 -1,2176 -1,2087 -1,2622 -1,3973 -1,5565 -1,6393 -1,5742 -1,3757 -1,1310 -0,9204 -0,7590 -0,6060 -0,4079 -0,1417 0,1673 0,4682 0,7144 0,8788 0,9612 0,9830 0,9579 0,8715 0,6954 0,4177 0,0603 -0,3162 -0,6282 -0,8103 -0,8545 -0,8115 -0,7475 -0,6986 -0,6658 -0,6382 -0,6097 -0,5835 -0,5792 -0,6274 -0,7485 -0,9335 -1,1377 -1,2900 -1,3318 -1,2624 -1,1370 -1,0119 -0,9044 -0,8049 -0,7085 -0,6272 -0,5868 -0,6154 -0,7175 -0,8617 -1,0056 -1,1272 -1,2340 -1,3591 -1,5373 -1,7688 -2,0099 -2,2086 -2,3465 -2,4430 -2,5313 -2,6383 -2,7660 -2,8670 -2,8543 -2,6684 -2,3373 -1,9656 -1,6740 -1,5505 -1,6414 -1,9564 -2,4577 -3,0489 -3,6035 -4,0310 -4,3065 -4,4342 -4,4092 -4,2317 -3,9320 -3,5631 -3,1774 -2,8157 -2,5063 -2,2669 -2,0987 -1,9743 -1,8531 -1,7226 -1,6024 -1,5013 -1,3975 -1,2655 -1,1064 -0,9440 -0,8076 -0,7229 -0,7080 -0,7679 -0,8957 -1,0686 -1,2409 -1,3702 -1,4575 -1,5437 -1,6570 -1,7715 -1,8196 -1,7486 -1,5639 -1,3210 -1,0850 -0,8974 -0,7720 -0,7140 -0,7321 -0,8247 -0,9668 -1,1310 -1,3214 -1,5642 -1,8670 -2,2048 -2,5374 -2,8280 -3,0478 -3,1756 -3,1977 -3,1177 -2,9709 -2,8190 -2,7192 -2,6915 -2,7109 -2,7346 -2,7460 -2,7828 -2,9182 -3,2042 -3,6271 -4,1084 -4,5422 -4,8376 -4,9370 -4,8258 -4,5461 -4,1955 -3,8989 -3,7650 -3,8399 -4,0834 -4,3911 -4,6547 -4,8178 -4,8818 -4,8691 -4,7872 -4,6308
