Fp1   -0,8293 -0,5983 -0,5224 -0,5213 -0,5085 -0,4182 -0,2245 0,0361 0,2818 0,4491 0,5373 0,6006 0,7056 0,8735 1,0527 1,1564 1,1248 0,9473 0,6406 0,2322 -0,2285 -0,6494 -0,8934 -0,8336 -0,4409 0,1796 0,8287 1,2889 1,4148 1,2039 0,7847 0,3279 -0,0304 -0,2024 -0,1536 0,0676 0,3407 0,5378 0,5759 0,4270 0,1076 -0,3245 -0,7720 -1,1270 -1,3185 -1,3435 -1,2678 -1,1882 -1,1615 -1,1655 -1,1399 -1,0414 -0,8540 -0,5839 -0,2567 0,0894 0,4103 0,6714 0,8632 0,9880 1,0332 0,9760 0,8227 0,6268 0,4443 0,2759 0,0682 -0,2294 -0,6132 -1,0092 -1,3017 -1,4077 -1,3400 -1,1795 -1,0005 -0,8528 -0,7791 -0,8100 -0,9399 -1,1226 -1,2976 -1,4272 -1,5118 -1,5773 -1,6293 -1,6102 -1,4240 -1,0146 -0,4201 0,2213 0,7213 0,9460 0,8811 0,5914 0,1540 -0,3583 -0,8773 -1,3413 -1,6809 -1,8285 -1,7632 -1,5230 -1,1765 -0,7996 -0,4415 -0,0928 0,2700 0,6150 0,8653 0,9592 0,8790 0,6500 0,3240 -0,0555 -0,4768 -0,9339 -1,3884 -1,7606 -1,9413 -1,8175 -1,3292 -0,5315 0,4013 1,2528 1,8621 2,1656 2,1738 1,9304 1,4918 0,9296 0,3278 -0,2311 -0,6762 -0,9358 -0,9172 -0,5490 0,1229 0,9235 1,6493 2,1443 2,3211 2,1806 1,7979 1,2703 0,6961 0,1885 -0,1478 -0,2808 -0,2794 -0,2611 -0,3064 -0,4079 -0,4872 -0,4663 -0,3405 -0,1775 -0,0462 0,0414 0,1237 0,2423 0,4053 0,5974 0,8216 1,1128 1,4852 1,8727 2,1616 2,2792 2,2224 2,0241 1,7277 1,3851 1,0465 0,7399 0,4711 0,2443 0,0677 -0,0648 -0,1743 -0,2641 -0,2998 -0,2357 -0,0562 0,2171 0,5311 0,8001 0,9336 0,8929 0,7193 0,5037 0,3194 0,1779 0,0515 -0,0809 -0,2133 -0,3132 -0,3231 -0,1681 0,2048 0,7747 1,4446 2,0945 2,6207 2,9362 2,9692 2,6862 2,1282 1,4266 0,7657 0,2987 0,0868 0,1003 0,2525 0,4498 0,6443 0,8333 1,0131 1,1639 1,2779 1,3800 1,5083 1,6622 1,7908 1,8491 1,8417 1,8080 1,7851 1,7773 1,7516 1,6660 1,4889 1,1925 0,7610 0,2250 -0,3183 -0,7411 -0,9686 -1,0457 -1,1084 -1,2822 -1,6069 -2,0311 -2,4413 -2,7115 -2,7677 -2,6280 -2,3943 -2,2037 -2,1547 -2,2385 -2,3364 -2,3206 -2,1713 -1,9821 -1,8650 -1,8708 -1,9764 -2,1241 -2,2526 -2,2900 -2,1708 -1,9004 -1,5707 -1,2992 -1,1821 -1,2838 -1,6063 -2,0564 -2,4689 -2,6963 -2,6995 -2,5539 -2,3613 -2,1700 -1,9818 -1,8017 -1,6566 -1,5777 -1,5784 -1,6449 -1,7431 -1,8409 -1,9349 -2,0539 -2,2370 -2,5143 -2,8949 -3,3477 -3,8008 -4,1563 -4,3178 -4,2524 -4,0302 -3,7672 -3,5467 -3,3990 -3,3162 -3,2877 -3,3269 -3,4505 -3,6519 -3,8962 -4,1164 -4,2397 -4,2506 -4,2044 -4,1579 -4,1189 -4,0757 -4,0422 -4,0539 -4,1301 -4,2425 -4,3212 -4,2908 -4,0979 -3,7247 -3,2048 -2,6341 -2,1373 -1,7972 -1,6147 -1,5412 -1,5404 -1,6014 -1,7060 -1,8083 -1,8486 -1,7846 -1,6241 -1,4294 -1,2800 -1,2397 -1,3585 -1,6711 -2,1837 -2,8750 -3,7025 -4,5871 -5,3924 -5,9421 -6,0876 -5,7836 -5,1016 -4,1702 -3,1126 -2,0391 -1,0618 -0,2897 0,1868 0,3107 0,0821 -0,4209 -1,0544 -1,6499 -2,0634 -2,2144 -2,1077 -1,8350 -1,5410 -1,3636 -1,3849 -1,6011 -1,9162 -2,1965 -2,3678 -2,4624 -2,5755 -2,7823 -3,0745 -3,3598 -3,5306 -3,5419 -3,4186 -3,2166 -3,0079 -2,8717 -2,8639 -3,0027 -3,2781 -3,6446 -4,0256 -4,3548 -4,5846 -4,6579 -4,5328 -4,2442 -3,8910 -3,5644 -3,3058 -3,1161 -2,9875 -2,9348 -2,9942 -3,1835 -3,4704 -3,7834 -4,0573 -4,2785 -4,4768 -4,6623 -4,7816 -4,7571 -4,5616 -4,2390 -3,8847 -3,6115 -3,4871 -3,4885 -3,5268 -3,5186 -3,4295 -3,2601 -3,0228 -2,7541 -2,5354 -2,4666 -2,5914 -2,8547 -3,1473 -3,3907 -3,5742 -3,7167 -3,8068 -3,8046 -3,7067 -3,5727 -3,4599 -3,3620 -3,2428 -3,1139 -3,0468 -3,1003 -3,2620 -3,4725 -3,6763 -3,8293 -3,8749 -3,7364 -3,3617 -2,7941 -2,1787 -1,6774 -1,3857 -1,3276 -1,4899 -1,8350 -2,3001 -2,8128 -3,2987 -3,6748 -3,8680 -3,8525 -3,6633 -3,3859 -3,1301 -2,9813 -2,9497 -2,9572 -2,8856 -2,6741 -2,3912 -2,1875 -2,1754 -2,3688 -2,7058 -3,1054 -3,5229 -3,9610 -4,4263 -4,8851 -5,2508 -5,4062 -5,2616 -4,8215 -4,2043 -3,5892 -3,1351 -2,9339 -3,0013 -3,2820 -3,6748 -4,0824 -4,4502 -4,7660 -5,0463 -5,3309 -5,6552 -6,0099 -6,3362 -6,5554 -6,6032 -6,4599 -6,1689 -5,8045 -5,4072 -4,9755 -4,5267 -4,1186 -3,8081 -3,6229 -3,5633 -3,6034 -3,7012 -3,8168 -3,9150 -3,9662 -3,9547 -3,8746 -3,7147 -3,4573 -3,0834 -2,5849 -1,9871 -1,3676 -0,8446 -0,5188 -0,4232 -0,5408 -0,8469 -1,3107 -1,8837 -2,5032 -3,0839 -3,5238 -3,7524 -3,7786 -3,6726 -3,4928 -3,2473 -2,9520 -2,7075 -2,6621 -2,8832 -3,2998 -3,7726 -4,1785 -4,4394 -4,5191 -4,4115 -4,1362 -3,7507 -3,3626 -3,1019 -3,0630 -3,2586 -3,6103 -3,9874 -4,2623 -4,3438 -4,2052 -3,9106 -3,5818 -3,3090 -3,0969 -2,8909 -2,6497 -2,4025 -2,2400 -2,2524 -2,4736 -2,8615 -3,3148 -3,7199 -3,9900 -4,0709 -3,9433 -3,6437 -3,2640 -2,9046 -2,6318 -2,4877 -2,5089 -2,7082 -3,0306 -3,3375 -3,4717 -3,3758 -3,1405 -2,9233 -2,8206 -2,8078 -2,7962 -2,7386 -2,6522 -2,5529 -2,4170 -2,2198 -1,9788 -1,7404 -1,5411 -1,4037 -1,3524 -1,4130 -1,5895 -1,8262 -2,0092 -2,0444 -1,9284 -1,7315
Fz    -0,1733 -0,2255 -0,2876 -0,3253 -0,3115 -0,2433 -0,1363 -0,0123 0,1046 0,1928 0,2484 0,2875 0,3256 0,3663 0,4153 0,4918 0,6133 0,7771 0,9607 1,1313 1,2477 1,2698 1,1816 1,0040 0,7767 0,5311 0,2860 0,0580 -0,1375 -0,2928 -0,4087 -0,4879 -0,5307 -0,5387 -0,5258 -0,5179 -0,5361 -0,5812 -0,6368 -0,6893 -0,7439 -0,8133 -0,8867 -0,9187 -0,8574 -0,6796 -0,4017 -0,0715 0,2407 0,4613 0,5421 0,4783 0,3085 0,1019 -0,0657 -0,1392 -0,0954 0,0596 0,2919 0,5457 0,7693 0,9384 1,0540 1,1311 1,1910 1,2488 1,2997 1,3246 1,3061 1,2361 1,1164 0,9608 0,7964 0,6521 0,5411 0,4600 0,4055 0,3845 0,4081 0,4827 0,6034 0,7568 0,9287 1,1025 1,2567 1,3813 1,4921 1,6174 1,7733 1,9531 2,1307 2,2740 2,3599 2,3771 2,3199 2,1884 1,9878 1,7275 1,4283 1,1229 0,8341 0,5594 0,2859 0,0123 -0,2400 -0,4291 -0,5156 -0,4921 -0,3875 -0,2435 -0,0927 0,0450 0,1521 0,2103 0,2137 0,1781 0,1291 0,0891 0,0800 0,1246 0,2327 0,3912 0,5732 0,7527 0,9125 1,0426 1,1329 1,1777 1,1913 1,2068 1,2597 1,3736 1,5550 1,7992 2,0988 2,4454 2,8204 3,1879 3,4966 3,7015 3,7928 3,8049 3,7944 3,8117 3,8836 4,0082 4,1599 4,3070 4,4313 4,5309 4,6070 4,6616 4,7113 4,7868 4,9114 5,0833 5,2781 5,4625 5,6055 5,6834 5,6840 5,6111 5,4836 5,3251 5,1547 4,9908 4,8591 4,7820 4,7606 4,7724 4,7894 4,7974 4,7963 4,7848 4,7489 4,6686 4,5324 4,3524 4,1655 4,0115 3,9083 3,8491 3,8176 3,7999 3,7842 3,7590 3,7169 3,6597 3,5985 3,5514 3,5330 3,5409 3,5530 3,5379 3,4701 3,3415 3,1689 2,9935 2,8627 2,7983 2,7747 2,7377 2,6512 2,5273 2,4051 2,3154 2,2740 2,2931 2,3775 2,5142 2,6729 2,8141 2,8981 2,8975 2,8174 2,7059 2,6382 2,6842 2,8851 3,2375 3,6880 4,1488 4,5341 4,7905 4,8986 4,8611 4,6972 4,4416 4,1324 3,7944 3,4339 3,0514 2,6574 2,2729 1,9188 1,6100 1,3526 1,1375 0,9419 0,7405 0,5208 0,2934 0,0920 -0,0403 -0,0740 -0,0131 0,1042 0,2282 0,3249 0,3877 0,4281 0,4613 0,4974 0,5374 0,5744 0,5956 0,5873 0,5429 0,4658 0,3655 0,2541 0,1381 0,0142 -0,1200 -0,2494 -0,3452 -0,3902 -0,3943 -0,3835 -0,3766 -0,3755 -0,3787 -0,3942 -0,4294 -0,4729 -0,4933 -0,4585 -0,3584 -0,2110 -0,0519 0,0737 0,1192 0,0628 -0,0704 -0,2230 -0,3410 -0,3956 -0,3912 -0,3584 -0,3355 -0,3507 -0,4164 -0,5220 -0,6271 -0,6808 -0,6566 -0,5653 -0,4383 -0,3106 -0,2109 -0,1570 -0,1545 -0,1945 -0,2502 -0,2864 -0,2773 -0,2145 -0,1044 0,0406 0,2086 0,3822 0,5351 0,6432 0,6948 0,6874 0,6278 0,5393 0,4536 0,3903 0,3485 0,3167 0,2872 0,2612 0,2450 0,2490 0,2843 0,3527 0,4394 0,5163 0,5541 0,5362 0,4653 0,3550 0,2186 0,0652 -0,0985 -0,2642 -0,4179 -0,5380 -0,6026 -0,6053 -0,5590 -0,4763 -0,3526 -0,1761 0,0469 0,2815 0,4759 0,5850 0,5908 0,5090 0,3780 0,2404 0,1294 0,0620 0,0427 0,0741 0,1614 0,2971 0,4482 0,5682 0,6207 0,5951 0,5149 0,4308 0,3915 0,4113 0,4663 0,5164 0,5329 0,5103 0,4573 0,3835 0,2963 0,2041 0,1162 0,0381 -0,0301 -0,0884 -0,1281 -0,1324 -0,0872 0,0038 0,1142 0,2138 0,2925 0,3603 0,4292 0,5036 0,5855 0,6790 0,7866 0,9020 1,0136 1,1144 1,2102 1,3130 1,4261 1,5355 1,6163 1,6461 1,6158 1,5365 1,4352 1,3415 1,2760 1,2483 1,2578 1,2913 1,3218 1,3182 1,2590 1,1450 1,0067 0,8898 0,8193 0,7796 0,7370 0,6737 0,5972 0,5274 0,4841 0,4817 0,5256 0,6081 0,7067 0,7962 0,8649 0,9127 0,9389 0,9442 0,9356 0,9200 0,8938 0,8496 0,7961 0,7578 0,7499 0,7611 0,7638 0,7338 0,6675 0,5881 0,5322 0,5284 0,5849 0,6853 0,7895 0,8487 0,8301 0,7321 0,5797 0,4138 0,2827 0,2242 0,2458 0,3283 0,4510 0,6015 0,7630 0,9020 0,9761 0,9550 0,8354 0,6396 0,4030 0,1625 -0,0533 -0,2315 -0,3755 -0,5017 -0,6313 -0,7737 -0,9176 -1,0403 -1,1229 -1,1602 -1,1595 -1,1348 -1,1038 -1,0882 -1,1031 -1,1461 -1,2021 -1,2552 -1,2949 -1,3203 -1,3421 -1,3719 -1,4046 -1,4117 -1,3536 -1,2002 -0,9517 -0,6470 -0,3463 -0,1013 0,0573 0,1227 0,1156 0,0714 0,0132 -0,0603 -0,1637 -0,3021 -0,4556 -0,5834 -0,6385 -0,5817 -0,3954 -0,0980 0,2613 0,6300 0,9770 1,2914 1,5676 1,7956 1,9632 2,0595 2,0756 2,0071 1,8633 1,6760 1,4976 1,3777 1,3333 1,3392 1,3474 1,3209 1,2541 1,1668 1,0839 1,0220 0,9879 0,9830 1,0068 1,0605 1,1464 1,2628 1,4029 1,5589 1,7232 1,8852 2,0268 2,1250 2,1699 2,1772 2,1733 2,1751 2,1905 2,2236 2,2656 2,2877 2,2544 2,1504 1,9909 1,8096 1,6389 1,4976 1,3864 1,2903 1,1855 1,0526 0,8944 0,7388 0,6207 0,5640 0,5789 0,6577 0,7687 0,8613 0,8877 0,8250 0,6869 0,5140 0,3519 0,2304 0,1518 0,0968 0,0481 0,0076 -0,0135 -0,0164 -0,0217 -0,0520 -0,1125 -0,1934 -0,2905 -0,4110 -0,5489 -0,6671 -0,7171 -0,6712 -0,5316 -0,3190 -0,0586 0,2314 0,5451 0,8799 1,2195
F3    -0,3346 -0,3691 -0,3778 -0,3528 -0,2946 -0,2127 -0,1192 -0,0250 0,0578 0,1173 0,1553 0,1933 0,2520 0,3318 0,4226 0,5238 0,6433 0,7818 0,9288 1,0670 1,1712 1,2087 1,1593 1,0337 0,8635 0,6762 0,4849 0,2966 0,1170 -0,0503 -0,2016 -0,3280 -0,4117 -0,4334 -0,3946 -0,3294 -0,2862 -0,2937 -0,3518 -0,4501 -0,5846 -0,7469 -0,9023 -0,9951 -0,9854 -0,8772 -0,7057 -0,5125 -0,3377 -0,2218 -0,1989 -0,2828 -0,4586 -0,6824 -0,8925 -1,0303 -1,0556 -0,9538 -0,7437 -0,4747 -0,2022 0,0405 0,2467 0,4236 0,5768 0,6924 0,7377 0,6866 0,5455 0,3495 0,1388 -0,0571 -0,2220 -0,3481 -0,4347 -0,4894 -0,5207 -0,5287 -0,5067 -0,4507 -0,3650 -0,2558 -0,1256 0,0235 0,1852 0,3585 0,5530 0,7753 1,0134 1,2378 1,4169 1,5331 1,5864 1,5836 1,5298 1,4318 1,3005 1,1434 0,9629 0,7591 0,5234 0,2386 -0,1017 -0,4783 -0,8445 -1,1381 -1,3119 -1,3606 -1,3144 -1,2100 -1,0740 -0,9268 -0,7920 -0,6977 -0,6646 -0,6960 -0,7802 -0,8974 -1,0149 -1,0862 -1,0705 -0,9545 -0,7542 -0,5059 -0,2511 -0,0244 0,1472 0,2476 0,2808 0,2735 0,2655 0,2950 0,3867 0,5528 0,8021 1,1366 1,5409 1,9769 2,3873 2,7100 2,9066 2,9800 2,9668 2,9144 2,8624 2,8346 2,8368 2,8614 2,8982 2,9444 3,0023 3,0733 3,1615 3,2777 3,4328 3,6219 3,8185 3,9872 4,1027 4,1598 4,1690 4,1451 4,1001 4,0410 3,9711 3,8973 3,8349 3,7952 3,7715 3,7452 3,7079 3,6719 3,6580 3,6725 3,6969 3,6994 3,6542 3,5604 3,4460 3,3498 3,2954 3,2831 3,2998 3,3298 3,3545 3,3515 3,3048 3,2142 3,0950 2,9736 2,8756 2,8116 2,7731 2,7407 2,6971 2,6360 2,5647 2,5018 2,4687 2,4731 2,4923 2,4769 2,3842 2,2114 1,9946 1,7841 1,6273 1,5605 1,5966 1,7210 1,9005 2,0929 2,2518 2,3381 2,3389 2,2796 2,2124 2,1915 2,2558 2,4212 2,6704 2,9538 3,2095 3,3903 3,4772 3,4709 3,3819 3,2277 3,0303 2,8051 2,5508 2,2579 1,9262 1,5657 1,1853 0,7910 0,3907 -0,0059 -0,3868 -0,7343 -1,0257 -1,2350 -1,3340 -1,2987 -1,1283 -0,8617 -0,5688 -0,3209 -0,1632 -0,1057 -0,1282 -0,1949 -0,2759 -0,3606 -0,4542 -0,5653 -0,6939 -0,8279 -0,9506 -1,0492 -1,1158 -1,1523 -1,1742 -1,2013 -1,2385 -1,2708 -1,2797 -1,2603 -1,2212 -1,1741 -1,1324 -1,1139 -1,1377 -1,2092 -1,3093 -1,4011 -1,4500 -1,4400 -1,3739 -1,2671 -1,1512 -1,0763 -1,0858 -1,1790 -1,3111 -1,4280 -1,4955 -1,5107 -1,4999 -1,5038 -1,5619 -1,7032 -1,9295 -2,1996 -2,4453 -2,6129 -2,6861 -2,6769 -2,6125 -2,5262 -2,4494 -2,4049 -2,3995 -2,4165 -2,4282 -2,4151 -2,3682 -2,2828 -2,1577 -1,9990 -1,8251 -1,6648 -1,5418 -1,4667 -1,4449 -1,4799 -1,5633 -1,6709 -1,7727 -1,8409 -1,8514 -1,7901 -1,6638 -1,5030 -1,3421 -1,2019 -1,0919 -1,0171 -0,9814 -0,9884 -1,0398 -1,1328 -1,2644 -1,4313 -1,6239 -1,8245 -2,0149 -2,1795 -2,3016 -2,3626 -2,3518 -2,2734 -2,1376 -1,9513 -1,7254 -1,4870 -1,2743 -1,1174 -1,0300 -1,0105 -1,0401 -1,0857 -1,1189 -1,1351 -1,1507 -1,1820 -1,2245 -1,2519 -1,2388 -1,1853 -1,1183 -1,0734 -1,0744 -1,1163 -1,1630 -1,1677 -1,1073 -0,9991 -0,8873 -0,8092 -0,7772 -0,7870 -0,8350 -0,9241 -1,0576 -1,2293 -1,4225 -1,6184 -1,7989 -1,9438 -2,0344 -2,0614 -2,0360 -1,9920 -1,9646 -1,9633 -1,9719 -1,9710 -1,9475 -1,8897 -1,7886 -1,6514 -1,5060 -1,3843 -1,3006 -1,2477 -1,2136 -1,1986 -1,2143 -1,2708 -1,3657 -1,4796 -1,5804 -1,6418 -1,6592 -1,6454 -1,6162 -1,5852 -1,5681 -1,5796 -1,6233 -1,6926 -1,7796 -1,8738 -1,9620 -2,0390 -2,1131 -2,1912 -2,2620 -2,3034 -2,2986 -2,2423 -2,1385 -1,9983 -1,8414 -1,6985 -1,5998 -1,5564 -1,5570 -1,5808 -1,6094 -1,6333 -1,6534 -1,6757 -1,7026 -1,7269 -1,7381 -1,7381 -1,7438 -1,7688 -1,8070 -1,8356 -1,8313 -1,7867 -1,7113 -1,6201 -1,5254 -1,4414 -1,3889 -1,3838 -1,4223 -1,4815 -1,5294 -1,5330 -1,4732 -1,3605 -1,2293 -1,1124 -1,0227 -0,9607 -0,9302 -0,9416 -1,0044 -1,1211 -1,2900 -1,5041 -1,7479 -1,9994 -2,2354 -2,4357 -2,5894 -2,6947 -2,7499 -2,7489 -2,6918 -2,5977 -2,5064 -2,4637 -2,4998 -2,6168 -2,7913 -2,9862 -3,1658 -3,3078 -3,4040 -3,4554 -3,4719 -3,4701 -3,4630 -3,4493 -3,4140 -3,3369 -3,2042 -3,0197 -2,8101 -2,6107 -2,4433 -2,3131 -2,2197 -2,1604 -2,1317 -2,1356 -2,1810 -2,2720 -2,3944 -2,5115 -2,5801 -2,5635 -2,4315 -2,1670 -1,7839 -1,3314 -0,8696 -0,4441 -0,0817 0,2018 0,3954 0,4961 0,5099 0,4451 0,3081 0,1078 -0,1349 -0,3822 -0,5913 -0,7376 -0,8263 -0,8826 -0,9276 -0,9641 -0,9854 -0,9932 -0,9963 -0,9965 -0,9854 -0,9549 -0,9042 -0,8386 -0,7653 -0,6872 -0,6021 -0,5120 -0,4265 -0,3600 -0,3249 -0,3158 -0,3019 -0,2472 -0,1372 0,0176 0,1945 0,3627 0,4823 0,5174 0,4561 0,3164 0,1322 -0,0615 -0,2361 -0,3779 -0,4944 -0,6093 -0,7446 -0,8988 -1,0462 -1,1610 -1,2349 -1,2725 -1,2821 -1,2754 -1,2704 -1,2856 -1,3263 -1,3788 -1,4214 -1,4374 -1,4210 -1,3780 -1,3227 -1,2706 -1,2355 -1,2322 -1,2810 -1,4006 -1,5919 -1,8258 -2,0552 -2,2444 -2,3837 -2,4713 -2,4922 -2,4319 -2,3029 -2,1431 -1,9884 -1,8510 -1,7189 -1,5688 -1,3862 -1,1781
F7    -1,4495 -1,2704 -1,1345 -0,9992 -0,8331 -0,6307 -0,4056 -0,1806 0,0221 0,1919 0,3298 0,4422 0,5391 0,6289 0,7131 0,7886 0,8508 0,8927 0,9051 0,8813 0,8184 0,7277 0,6491 0,6377 0,7220 0,8783 1,0419 1,1379 1,1122 0,9501 0,6781 0,3507 0,0336 -0,2116 -0,3483 -0,3866 -0,3755 -0,3716 -0,4111 -0,5022 -0,6337 -0,7830 -0,9157 -0,9903 -0,9780 -0,8808 -0,7334 -0,5866 -0,4813 -0,4301 -0,4205 -0,4288 -0,4292 -0,4001 -0,3266 -0,2033 -0,0331 0,1770 0,4113 0,6340 0,7986 0,8741 0,8625 0,7986 0,7295 0,6819 0,6456 0,5934 0,5168 0,4433 0,4206 0,4775 0,5957 0,7219 0,8015 0,7966 0,6897 0,4921 0,2508 0,0375 -0,0830 -0,0843 0,0152 0,1686 0,3359 0,5179 0,7477 1,0486 1,4047 1,7621 2,0495 2,2119 2,2347 2,1332 1,9308 1,6532 1,3251 0,9688 0,6206 0,3322 0,1347 0,0155 -0,0627 -0,1345 -0,2099 -0,2680 -0,2842 -0,2659 -0,2470 -0,2556 -0,2952 -0,3474 -0,3925 -0,4355 -0,5051 -0,6206 -0,7648 -0,8869 -0,9167 -0,7844 -0,4561 0,0355 0,5947 1,1036 1,4710 1,6514 1,6362 1,4464 1,1329 0,7706 0,4422 0,2188 0,1388 0,2080 0,4263 0,7936 1,2692 1,7591 2,1622 2,4169 2,5161 2,5009 2,4303 2,3465 2,2699 2,2183 2,2128 2,2621 2,3501 2,4467 2,5301 2,6052 2,7027 2,8495 3,0307 3,1886 3,2701 3,2669 3,2147 3,1604 3,1295 3,1237 3,1469 3,2146 3,3293 3,4584 3,5591 3,6167 3,6488 3,6794 3,7198 3,7726 3,8375 3,9039 3,9477 3,9438 3,8791 3,7571 3,6001 3,4483 3,3510 3,3472 3,4466 3,6282 3,8489 4,0497 4,1731 4,1898 4,1140 3,9944 3,8831 3,8022 3,7351 3,6414 3,4855 3,2676 3,0375 2,8797 2,8694 3,0234 3,2842 3,5557 3,7568 3,8462 3,8111 3,6495 3,3795 3,0621 2,7915 2,6471 2,6527 2,7759 2,9542 3,1246 3,2485 3,3175 3,3419 3,3443 3,3599 3,4279 3,5681 3,7575 3,9426 4,0789 4,1490 4,1498 4,0801 3,9382 3,7261 3,4542 3,1359 2,7766 2,3787 1,9568 1,5442 1,1795 0,8794 0,6218 0,3608 0,0644 -0,2610 -0,5730 -0,8111 -0,9257 -0,9048 -0,7850 -0,6397 -0,5447 -0,5351 -0,5840 -0,6243 -0,6052 -0,5348 -0,4658 -0,4484 -0,5012 -0,6105 -0,7473 -0,8790 -0,9618 -0,9500 -0,8417 -0,6930 -0,5720 -0,5180 -0,5398 -0,6237 -0,7336 -0,8218 -0,8532 -0,8263 -0,7721 -0,7306 -0,7244 -0,7498 -0,7893 -0,8316 -0,8803 -0,9461 -1,0344 -1,1439 -1,2729 -1,4165 -1,5597 -1,6865 -1,8001 -1,9210 -2,0611 -2,2080 -2,3302 -2,3937 -2,3910 -2,3478 -2,2897 -2,2208 -2,1421 -2,0675 -2,0156 -2,0019 -2,0334 -2,1031 -2,1910 -2,2664 -2,2969 -2,2704 -2,2060 -2,1340 -2,0677 -2,0010 -1,9264 -1,8473 -1,7733 -1,7059 -1,6350 -1,5491 -1,4400 -1,2996 -1,1297 -0,9557 -0,8196 -0,7468 -0,7266 -0,7305 -0,7445 -0,7734 -0,8210 -0,8756 -0,9122 -0,9060 -0,8487 -0,7507 -0,6326 -0,5239 -0,4636 -0,4894 -0,6227 -0,8635 -1,1883 -1,5483 -1,8732 -2,0874 -2,1325 -1,9866 -1,6702 -1,2336 -0,7406 -0,2611 0,1353 0,3934 0,4851 0,4144 0,2149 -0,0612 -0,3581 -0,6252 -0,8205 -0,9113 -0,8831 -0,7564 -0,5885 -0,4454 -0,3718 -0,3780 -0,4369 -0,4990 -0,5280 -0,5261 -0,5247 -0,5539 -0,6113 -0,6580 -0,6541 -0,5954 -0,5078 -0,4228 -0,3730 -0,3937 -0,5078 -0,7133 -0,9857 -1,2795 -1,5397 -1,7298 -1,8426 -1,8802 -1,8421 -1,7423 -1,6148 -1,4892 -1,3663 -1,2240 -1,0482 -0,8537 -0,6725 -0,5254 -0,4143 -0,3369 -0,2988 -0,3162 -0,4025 -0,5443 -0,6882 -0,7749 -0,7851 -0,7429 -0,6885 -0,6590 -0,6751 -0,7311 -0,8013 -0,8589 -0,8912 -0,8946 -0,8625 -0,7943 -0,7164 -0,6829 -0,7374 -0,8763 -1,0548 -1,2230 -1,3510 -1,4295 -1,4553 -1,4276 -1,3640 -1,3025 -1,2717 -1,2651 -1,2579 -1,2405 -1,2308 -1,2545 -1,3205 -1,4173 -1,5215 -1,6030 -1,6275 -1,5594 -1,3777 -1,1012 -0,7897 -0,5092 -0,2992 -0,1763 -0,1512 -0,2335 -0,4253 -0,7147 -1,0644 -1,4050 -1,6561 -1,7615 -1,7108 -1,5435 -1,3316 -1,1359 -0,9706 -0,8068 -0,6090 -0,3785 -0,1737 -0,0763 -0,1343 -0,3384 -0,6357 -0,9590 -1,2642 -1,5440 -1,8116 -2,0748 -2,3183 -2,5022 -2,5821 -2,5389 -2,3952 -2,2046 -2,0259 -1,9062 -1,8730 -1,9254 -2,0355 -2,1637 -2,2797 -2,3752 -2,4635 -2,5732 -2,7326 -2,9435 -3,1673 -3,3340 -3,3722 -3,2435 -2,9670 -2,6130 -2,2582 -1,9480 -1,7027 -1,5282 -1,4103 -1,3260 -1,2660 -1,2407 -1,2659 -1,3460 -1,4671 -1,6012 -1,7101 -1,7474 -1,6723 -1,4753 -1,1848 -0,8454 -0,4956 -0,1660 0,1090 0,2947 0,3720 0,3423 0,2218 0,0368 -0,1852 -0,4228 -0,6493 -0,8247 -0,9174 -0,9319 -0,9016 -0,8492 -0,7653 -0,6376 -0,4892 -0,3697 -0,3142 -0,3220 -0,3711 -0,4339 -0,4832 -0,4921 -0,4320 -0,2787 -0,0367 0,2427 0,4760 0,5905 0,5652 0,4426 0,2985 0,2009 0,1939 0,2917 0,4683 0,6638 0,8174 0,9004 0,9229 0,9092 0,8665 0,7799 0,6337 0,4279 0,1773 -0,0938 -0,3513 -0,5532 -0,6612 -0,6577 -0,5538 -0,3847 -0,1937 -0,0216 0,0897 0,0994 -0,0120 -0,2219 -0,4614 -0,6448 -0,7219 -0,7065 -0,6532 -0,6080 -0,5780 -0,5447 -0,5051 -0,4806 -0,4903 -0,5346 -0,6057 -0,6951 -0,7839 -0,8420 -0,8482 -0,8029 -0,7237 -0,6355 -0,5522 -0,4635 -0,3493 -0,2025 -0,0353
