Fp1   -0,4714 -0,6393 -0,8979 -1,2065 -1,5013 -1,7172 -1,8122 -1,7859 -1,6780 -1,5451 -1,4296 -1,3373 -1,2424 -1,1109 -0,9151 -0,6381 -0,2793 0,1305 0,5275 0,8454 1,0529 1,1596 1,1935 1,1761 1,1193 1,0426 0,9743 0,9289 0,8944 0,8494 0,7823 0,6948 0,5987 0,5114 0,4468 0,4138 0,4237 0,4892 0,6153 0,7943 1,0084 1,2195 1,3556 1,3281 1,0783 0,6165 0,0110 -0,6642 -1,3628 -2,0476 -2,6598 -3,1269 -3,4026 -3,4910 -3,4345 -3,2878 -3,0996 -2,9024 -2,7101 -2,5219 -2,3304 -2,1338 -1,9399 -1,7587 -1,5978 -1,4620 -1,3469 -1,2395 -1,1319 -1,0263 -0,9213 -0,8028 -0,6511 -0,4525 -0,2090 0,0575 0,3165 0,5509 0,7549 0,9125 0,9941 0,9672 0,8064 0,5112 0,1187 -0,3089 -0,7058 -1,0172 -1,2122 -1,2870 -1,2604 -1,1777 -1,1083 -1,1186 -1,2392 -1,4552 -1,7251 -2,0080 -2,2826 -2,5477 -2,8050 -3,0398 -3,2161 -3,2904 -3,2342 -3,0564 -2,8066 -2,5560 -2,3673 -2,2731 -2,2716 -2,3419 -2,4617 -2,6123 -2,7750 -2,9307 -3,0623 -3,1535 -3,1879 -3,1473 -3,0133 -2,7772 -2,4482 -2,0585 -1,6654 -1,3380 -1,1265 -1,0446 -1,0796 -1,2083 -1,4035 -1,6406 -1,8995 -2,1572 -2,3836 -2,5498 -2,6395 -2,6594 -2,6477 -2,6680 -2,7747 -2,9785 -3,2470 -3,5276 -3,7698 -3,9462 -4,0591 -4,1158 -4,0997 -3,9781 -3,7370 -3,4043 -3,0322 -2,6638 -2,3218 -2,0265 -1,8045 -1,6666 -1,5842 -1,5065 -1,3971 -1,2368 -1,0059 -0,6947 -0,3315 0,0197 0,2894 0,4285 0,4091 0,2170 -0,1419 -0,6284 -1,1775 -1,7288 -2,2573 -2,7750 -3,3029 -3,8467 -4,3916 -4,9099 -5,3755 -5,7798 -6,1331 -6,4475 -6,7178 -6,9185 -7,0152 -6,9790 -6,7935 -6,4556 -5,9753 -5,3733 -4,6747 -3,9103 -3,1281 -2,4024 -1,8251 -1,4807 -1,4215 -1,6447 -2,0826 -2,6269 -3,1700 -3,6364 -4,0038 -4,3007 -4,5720 -4,8435 -5,1175 -5,3851 -5,6306 -5,8357 -5,9946 -6,1261 -6,2652 -6,4488 -6,7061 -7,0496 -7,4612 -7,8894 -8,2698 -8,5541 -8,7235 -8,7890 -8,7807 -8,7236 -8,6159 -8,4312 -8,1397 -7,7346 -7,2479 -6,7339 -6,2346 -5,7631 -5,3163 -4,8929 -4,4932 -4,1164 -3,7720 -3,4852 -3,2809 -3,1607 -3,0961 -3,0402 -2,9512 -2,8097 -2,6180 -2,3910 -2,1478 -1,9026 -1,6654 -1,4579 -1,3173 -1,2768 -1,3496 -1,5278 -1,7807 -2,0592 -2,3163 -2,5331 -2,7235 -2,9087 -3,0868 -3,2282 -3,3041 -3,3131 -3,2837 -3,2618 -3,2915 -3,3973 -3,5721 -3,7782 -3,9688 -4,1210 -4,2399 -4,3294 -4,3661 -4,3136 -4,1551 -3,9006 -3,5663 -3,1669 -2,7280 -2,2968 -1,9298 -1,6628 -1,4893 -1,3738 -1,2876 -1,2265 -1,1974 -1,2030 -1,2451 -1,3265 -1,4334 -1,5343 -1,6091 -1,6719 -1,7606 -1,9095 -2,1266 -2,3837 -2,6268 -2,7918 -2,8164 -2,6616 -2,3385 -1,9066 -1,4390 -0,9858 -0,5626 -0,1616 0,2313 0,6219 0,9994 1,3358 1,5924 1,7360 1,7590 1,6879 1,5695 1,4462 1,3387 1,2474 1,1717 1,1213 1,1098 1,1387 1,1967 1,2741 1,3710 1,4890 1,6234 1,7685 1,9230 2,0807 2,2172 2,2882 2,2496 2,0850 1,8194 1,5130 1,2341 1,0250 0,8903 0,8187 0,8053 0,8453 0,9180 0,9877 1,0132 0,9574 0,8122 0,6128 0,4144 0,2561 0,1506 0,0974 0,0902 0,1192 0,1801 0,2802 0,4288 0,6200 0,8319 1,0401 1,2294 1,4011 1,5754 1,7834 2,0507 2,3795 2,7420 3,0855 3,3466 3,4751 3,4607 3,3399 3,1684 2,9801 2,7760 2,5501 2,3122 2,0792 1,8556 1,6329 1,4037 1,1686 0,9407 0,7499 0,6358 0,6286 0,7376 0,9589 1,2824 1,6784 2,0776 2,3814 2,5061 2,4319 2,2091 1,9122 1,5992 1,3138 1,0992 0,9962 1,0304 1,2025 1,4910 1,8651 2,2918 2,7331 3,1478 3,4986 3,7586 3,9209 4,0024 4,0287 4,0061 3,9105 3,7004 3,3470 2,8587 2,2827 1,6878 1,1422 0,7036 0,4246 0,3438 0,4645 0,7509 1,1567 1,6427 2,1557 2,6096 2,9066 2,9820 2,8331 2,5093 2,0689 1,5509 0,9957 0,4733 0,0606 -0,2055 -0,3379 -0,3686 -0,3218 -0,2149 -0,0743 0,0650 0,1700 0,2189 0,2111 0,1846 0,2177 0,3969 0,7660 1,2971 1,8984 2,4535 2,8762 3,1449 3,2905 3,3591 3,3855 3,3817 3,3382 3,2303 3,0295 2,7248 2,3442 1,9567 1,6435 1,4584 1,4046 1,4361 1,4768 1,4523 1,3164 1,0618 0,7088 0,2830 -0,1930 -0,6836 -1,1320 -1,4795 -1,6881 -1,7440 -1,6530 -1,4481 -1,1943 -0,9704 -0,8345 -0,8039 -0,8620 -0,9763 -1,1116 -1,2381 -1,3380 -1,4069 -1,4530 -1,4904 -1,5249 -1,5402 -1,4983 -1,3582 -1,0990 -0,7310 -0,2941 0,1577 0,5743 0,9175 1,1643 1,3210 1,4283 1,5366 1,6688 1,8029 1,8816 1,8438 1,6689 1,3958 1,0989 0,8481 0,6838 0,6108 0,6077 0,6503 0,7247 0,8191 0,9155 0,9923 1,0300 1,0108 0,9160 0,7338 0,4746 0,1739 -0,1256 -0,3979 -0,6353 -0,8346 -0,9968 -1,1423 -1,3102 -1,5381 -1,8460 -2,2298 -2,6585 -3,0880 -3,4884 -3,8582 -4,2120 -4,5554 -4,8715 -5,1357 -5,3370 -5,4841 -5,5997 -5,7113 -5,8423 -6,0092 -6,2160 -6,4401 -6,6283 -6,7183 -6,6717 -6,4901 -6,2041 -5,8499 -5,4629 -5,0795 -4,7210 -4,3764 -4,0287 -3,6948 -3,4243 -3,2561 -3,1805 -3,1469 -3,1090 -3,0584 -3,0154 -2,9997 -3,0181 -3,0789 -3,2036 -3,4142 -3,7099 -4,0582 -4,4079 -4,7072 -4,9134 -4,9936 -4,9263 -4,7072 -4,3491 -3,8815 -3,3512
Fz    0,2046 0,2092 0,0983 -0,0853 -0,2734 -0,3983 -0,4254 -0,3691 -0,2788 -0,2053 -0,1705 -0,1559 -0,1168 -0,0081 0,1970 0,5009 0,8778 1,2694 1,6004 1,8178 1,9196 1,9386 1,9028 1,8124 1,6556 1,4426 1,2157 1,0203 0,8667 0,7256 0,5563 0,3318 0,0467 -0,2909 -0,6621 -1,0302 -1,3393 -1,5323 -1,5716 -1,4493 -1,1928 -0,8690 -0,5792 -0,4341 -0,5079 -0,7968 -1,2231 -1,6872 -2,1114 -2,4460 -2,6571 -2,7270 -2,6706 -2,5396 -2,3958 -2,2797 -2,1999 -2,1361 -2,0569 -1,9424 -1,7921 -1,6272 -1,4820 -1,3867 -1,3587 -1,3999 -1,4891 -1,5863 -1,6529 -1,6666 -1,6167 -1,5011 -1,3277 -1,1142 -0,8904 -0,6996 -0,5769 -0,5223 -0,5127 -0,5372 -0,6083 -0,7528 -1,0026 -1,3700 -1,8210 -2,2835 -2,6817 -2,9667 -3,1259 -3,1618 -3,0734 -2,8707 -2,5953 -2,3069 -2,0499 -1,8384 -1,6713 -1,5537 -1,4984 -1,5111 -1,5802 -1,6798 -1,7755 -1,8345 -1,8419 -1,8125 -1,7876 -1,8124 -1,9087 -2,0660 -2,2493 -2,4138 -2,5221 -2,5595 -2,5357 -2,4753 -2,4029 -2,3250 -2,2215 -2,0554 -1,7968 -1,4386 -0,9930 -0,4822 0,0501 0,5293 0,8715 1,0197 0,9586 0,7084 0,3106 -0,1835 -0,7100 -1,1898 -1,5513 -1,7636 -1,8465 -1,8559 -1,8622 -1,9320 -2,1020 -2,3578 -2,6422 -2,8841 -3,0231 -3,0305 -2,9153 -2,7059 -2,4327 -2,1282 -1,8310 -1,5760 -1,3737 -1,2023 -1,0323 -0,8648 -0,7333 -0,6634 -0,6466 -0,6538 -0,6506 -0,5966 -0,4574 -0,2295 0,0493 0,3155 0,5056 0,5744 0,4985 0,2822 -0,0375 -0,4022 -0,7613 -1,0960 -1,4244 -1,7783 -2,1701 -2,5831 -2,9868 -3,3529 -3,6607 -3,8970 -4,0561 -4,1372 -4,1457 -4,0967 -4,0072 -3,8808 -3,7079 -3,4777 -3,1818 -2,8117 -2,3615 -1,8379 -1,2670 -0,6975 -0,2009 0,1400 0,2543 0,1156 -0,2436 -0,7487 -1,3171 -1,8860 -2,4245 -2,9301 -3,4099 -3,8614 -4,2703 -4,6102 -4,8396 -4,9195 -4,8445 -4,6548 -4,4268 -4,2522 -4,2077 -4,3254 -4,5816 -4,9105 -5,2369 -5,5040 -5,6810 -5,7625 -5,7607 -5,6870 -5,5352 -5,2820 -4,9136 -4,4570 -3,9745 -3,5181 -3,1068 -2,7512 -2,4759 -2,3092 -2,2507 -2,2564 -2,2689 -2,2620 -2,2396 -2,2009 -2,1206 -1,9674 -1,7351 -1,4521 -1,1628 -0,9054 -0,7058 -0,5668 -0,4657 -0,3831 -0,3331 -0,3472 -0,4415 -0,6088 -0,8281 -1,0723 -1,3174 -1,5541 -1,7851 -2,0060 -2,1922 -2,3086 -2,3367 -2,2899 -2,2092 -2,1484 -2,1547 -2,2525 -2,4389 -2,6883 -2,9646 -3,2385 -3,4920 -3,7040 -3,8426 -3,8815 -3,8163 -3,6525 -3,3897 -3,0319 -2,6062 -2,1645 -1,7660 -1,4490 -1,2137 -1,0371 -0,9084 -0,8448 -0,8688 -0,9805 -1,1591 -1,3739 -1,5795 -1,7216 -1,7689 -1,7413 -1,7046 -1,7410 -1,9142 -2,2423 -2,6843 -3,1377 -3,4590 -3,5236 -3,2878 -2,8008 -2,1649 -1,4901 -0,8634 -0,3281 0,1248 0,5366 0,9386 1,3236 1,6523 1,8841 2,0035 2,0190 1,9519 1,8280 1,6723 1,5024 1,3325 1,1825 1,0743 1,0161 0,9954 0,9930 0,9990 1,0195 1,0743 1,1849 1,3563 1,5598 1,7337 1,8056 1,7265 1,4993 1,1830 0,8659 0,6209 0,4724 0,3990 0,3629 0,3338 0,2923 0,2253 0,1251 -0,0088 -0,1726 -0,3535 -0,5238 -0,6530 -0,7310 -0,7719 -0,7943 -0,8088 -0,8169 -0,8076 -0,7595 -0,6528 -0,4790 -0,2477 0,0125 0,2691 0,5091 0,7520 1,0391 1,4072 1,8598 2,3551 2,8188 3,1694 3,3460 3,3331 3,1678 2,9166 2,6414 2,3872 2,1854 2,0499 1,9706 1,9168 1,8544 1,7619 1,6322 1,4689 1,2906 1,1370 1,0581 1,0992 1,2942 1,6433 2,0777 2,4616 2,6517 2,5665 2,2273 1,7475 1,2666 0,8830 0,6362 0,5296 0,5560 0,7085 0,9786 1,3518 1,8010 2,2844 2,7544 3,1699 3,5018 3,7329 3,8675 3,9369 3,9685 3,9493 3,8289 3,5555 3,1082 2,5096 1,8194 1,1158 0,4772 -0,0246 -0,3341 -0,4375 -0,3724 -0,1928 0,0797 0,4488 0,8862 1,3003 1,5703 1,6130 1,4313 1,1053 0,7280 0,3500 -0,0039 -0,2921 -0,4701 -0,5338 -0,5184 -0,4599 -0,3799 -0,3048 -0,2733 -0,3105 -0,4146 -0,5659 -0,7276 -0,8363 -0,8115 -0,5883 -0,1515 0,4445 1,0854 1,6446 2,0426 2,2739 2,3841 2,4299 2,4484 2,4395 2,3697 2,2010 1,9249 1,5769 1,2259 0,9520 0,8158 0,8382 0,9960 1,2254 1,4443 1,5910 1,6407 1,5928 1,4488 1,2051 0,8721 0,5001 0,1723 -0,0396 -0,1092 -0,0457 0,1358 0,4187 0,7699 1,1318 1,4343 1,6243 1,6834 1,6166 1,4352 1,1593 0,8264 0,4880 0,1970 -0,0056 -0,1016 -0,0964 -0,0059 0,1498 0,3456 0,5525 0,7420 0,8909 0,9826 1,0097 0,9848 0,9477 0,9534 1,0416 1,2099 1,4063 1,5463 1,5520 1,3997 1,1347 0,8350 0,5592 0,3200 0,0963 -0,1325 -0,3583 -0,5437 -0,6427 -0,6194 -0,4586 -0,1714 0,2025 0,5981 0,9395 1,1649 1,2529 1,2288 1,1403 1,0267 0,9037 0,7589 0,5596 0,2729 -0,1136 -0,5819 -1,0794 -1,5307 -1,8724 -2,0820 -2,1809 -2,2129 -2,2125 -2,1915 -2,1573 -2,1334 -2,1599 -2,2782 -2,5071 -2,8363 -3,2423 -3,6997 -4,1741 -4,6146 -4,9686 -5,2042 -5,3106 -5,2795 -5,1060 -4,8139 -4,4572 -4,0809 -3,6945 -3,2977 -2,9147 -2,5877 -2,3433 -2,1699 -2,0329 -1,9148 -1,8336 -1,8190 -1,8792 -1,9924 -2,1294 -2,2810 -2,4596 -2,6747 -2,9152 -3,1556 -3,3731 -3,5506 -3,6717 -3,7231 -3,6988 -3,5996 -3,4359 -3,2273
F3    0,5535 0,3226 -0,0536 -0,4861 -0,8700 -1,1259 -1,2268 -1,1954 -1,0803 -0,9343 -0,7946 -0,6700 -0,5505 -0,4204 -0,2532 -0,0098 0,3394 0,7815 1,2534 1,6759 1,9937 2,1824 2,2337 2,1463 1,9318 1,6205 1,2640 0,9214 0,6283 0,3837 0,1678 -0,0377 -0,2468 -0,4710 -0,7127 -0,9546 -1,1549 -1,2531 -1,1890 -0,9320 -0,5089 -0,0133 0,4169 0,6427 0,5719 0,2040 -0,3674 -1,0109 -1,6137 -2,0983 -2,4225 -2,5838 -2,6152 -2,5659 -2,4781 -2,3844 -2,3096 -2,2513 -2,1728 -2,0376 -1,8443 -1,6272 -1,4360 -1,3162 -1,2945 -1,3634 -1,4790 -1,5869 -1,6519 -1,6625 -1,6213 -1,5412 -1,4320 -1,2878 -1,1083 -0,9188 -0,7481 -0,6044 -0,4908 -0,4250 -0,4333 -0,5407 -0,7663 -1,1019 -1,4967 -1,8790 -2,1850 -2,3766 -2,4504 -2,4261 -2,3215 -2,1447 -1,9029 -1,6153 -1,3179 -1,0531 -0,8596 -0,7751 -0,8304 -1,0236 -1,3026 -1,5836 -1,7897 -1,8794 -1,8542 -1,7480 -1,6116 -1,4978 -1,4488 -1,4883 -1,6126 -1,7897 -1,9713 -2,1078 -2,1627 -2,1310 -2,0392 -1,9173 -1,7741 -1,5965 -1,3647 -1,0710 -0,7225 -0,3282 0,0905 0,4775 0,7540 0,8617 0,7807 0,5226 0,1229 -0,3679 -0,8879 -1,3589 -1,6995 -1,8578 -1,8360 -1,6921 -1,5201 -1,4146 -1,4297 -1,5571 -1,7441 -1,9235 -2,0366 -2,0511 -1,9647 -1,7937 -1,5671 -1,3259 -1,1143 -0,9640 -0,8761 -0,8180 -0,7479 -0,6428 -0,5001 -0,3206 -0,1095 0,1115 0,3146 0,4906 0,6504 0,8038 0,9482 1,0726 1,1614 1,1945 1,1444 0,9843 0,7111 0,3593 -0,0182 -0,3880 -0,7550 -1,1431 -1,5586 -1,9747 -2,3503 -2,6610 -2,9119 -3,1242 -3,3152 -3,4885 -3,6331 -3,7284 -3,7545 -3,6970 -3,5478 -3,3093 -2,9914 -2,6013 -2,1449 -1,6346 -1,0927 -0,5559 -0,0844 0,2430 0,3593 0,2470 -0,0525 -0,4694 -0,9427 -1,4335 -1,9203 -2,3981 -2,8729 -3,3477 -3,8152 -4,2508 -4,6018 -4,8065 -4,8402 -4,7404 -4,5902 -4,4803 -4,4743 -4,5913 -4,8072 -5,0683 -5,3160 -5,5050 -5,6048 -5,5951 -5,4630 -5,2008 -4,8144 -4,3321 -3,7996 -3,2669 -2,7731 -2,3299 -1,9281 -1,5696 -1,2812 -1,0931 -1,0002 -0,9497 -0,8818 -0,7809 -0,6746 -0,5913 -0,5362 -0,4994 -0,4690 -0,4329 -0,3736 -0,2730 -0,1266 0,0563 0,2676 0,4927 0,6914 0,8080 0,8064 0,6874 0,4796 0,2231 -0,0502 -0,3287 -0,6074 -0,8668 -1,0791 -1,2299 -1,3212 -1,3566 -1,3357 -1,2706 -1,1975 -1,1626 -1,1972 -1,3086 -1,4854 -1,7076 -1,9508 -2,1779 -2,3384 -2,3915 -2,3236 -2,1448 -1,8756 -1,5419 -1,1777 -0,8235 -0,5113 -0,2417 0,0159 0,2854 0,5463 0,7396 0,8082 0,7297 0,5165 0,2123 -0,1051 -0,3458 -0,4548 -0,4445 -0,3865 -0,3691 -0,4537 -0,6527 -0,9322 -1,2208 -1,4216 -1,4503 -1,2806 -0,9463 -0,5043 -0,0079 0,4984 0,9817 1,4300 1,8502 2,2458 2,5910 2,8372 2,9511 2,9392 2,8356 2,6793 2,5021 2,3222 2,1419 1,9628 1,8048 1,6997 1,6612 1,6731 1,7106 1,7602 1,8187 1,8964 2,0185 2,2015 2,4227 2,6207 2,7201 2,6650 2,4492 2,1256 1,7859 1,5190 1,3745 1,3510 1,4102 1,5021 1,5834 1,6230 1,6055 1,5281 1,3884 1,1884 0,9535 0,7281 0,5433 0,3956 0,2650 0,1480 0,0728 0,0852 0,2118 0,4379 0,7280 1,0470 1,3601 1,6390 1,8858 2,1439 2,4796 2,9395 3,5145 4,1339 4,6901 5,0778 5,2279 5,1324 4,8490 4,4717 4,0891 3,7651 3,5376 3,4144 3,3723 3,3618 3,3265 3,2288 3,0616 2,8478 2,6370 2,4902 2,4491 2,5261 2,7220 3,0263 3,3904 3,7200 3,9064 3,8707 3,6031 3,1729 2,6909 2,2596 1,9545 1,8269 1,9054 2,1865 2,6318 3,1794 3,7608 4,3147 4,7978 5,1897 5,4842 5,6778 5,7751 5,7958 5,7537 5,6325 5,3927 4,9987 4,4435 3,7564 2,9946 2,2311 1,5482 1,0338 0,7582 0,7326 0,8922 1,1398 1,4177 1,7239 2,0581 2,3753 2,6024 2,6905 2,6501 2,5320 2,3665 2,1363 1,8263 1,4772 1,1608 0,9195 0,7579 0,6735 0,6633 0,6984 0,7209 0,6793 0,5601 0,3901 0,2260 0,1434 0,2203 0,5072 1,0039 1,6547 2,3593 3,0039 3,5056 3,8383 4,0210 4,0969 4,1125 4,0906 4,0166 3,8603 3,6151 3,3188 3,0387 2,8373 2,7488 2,7745 2,8850 3,0217 3,1185 3,1355 3,0620 2,8951 2,6354 2,3033 1,9511 1,6461 1,4343 1,3207 1,2832 1,3023 1,3769 1,5142 1,7050 1,9134 2,0916 2,2046 2,2404 2,1979 2,0786 1,8998 1,7062 1,5553 1,4886 1,5142 1,6117 1,7545 1,9247 2,1059 2,2781 2,4223 2,5246 2,5772 2,5795 2,5412 2,4853 2,4495 2,4805 2,6190 2,8743 3,2014 3,5091 3,7086 3,7632 3,6945 3,5471 3,3562 3,1345 2,8784 2,5918 2,3055 2,0715 1,9385 1,9287 2,0268 2,1880 2,3530 2,4595 2,4588 2,3435 2,1587 1,9757 1,8431 1,7611 1,6910 1,5812 1,3930 1,1127 0,7457 0,3121 -0,1460 -0,5653 -0,8890 -1,0927 -1,1940 -1,2420 -1,2834 -1,3258 -1,3455 -1,3349 -1,3296 -1,3907 -1,5690 -1,8890 -2,3490 -2,9180 -3,5285 -4,0853 -4,5010 -4,7293 -4,7621 -4,6022 -4,2552 -3,7468 -3,1284 -2,4602 -1,8008 -1,2190 -0,7907 -0,5655 -0,5299 -0,6020 -0,6752 -0,6876 -0,6469 -0,5892 -0,5348 -0,4879 -0,4592 -0,4741 -0,5593 -0,7202 -0,9340 -1,1676 -1,3991 -1,6115 -1,7847 -1,9052 -1,9706 -1,9753 -1,9088 -1,7684
F7    0,5176 0,3724 0,0746 -0,3152 -0,7058 -1,0134 -1,1934 -1,2491 -1,2159 -1,1375 -1,0466 -0,9542 -0,8550 -0,7347 -0,5707 -0,3374 -0,0244 0,3428 0,7045 1,0039 1,2194 1,3577 1,4215 1,3959 1,2664 1,0462 0,7768 0,5048 0,2586 0,0485 -0,1232 -0,2602 -0,3720 -0,4693 -0,5559 -0,6204 -0,6330 -0,5529 -0,3473 -0,0128 0,4102 0,8347 1,1471 1,2451 1,0794 0,6828 0,1564 -0,3891 -0,8834 -1,2947 -1,6021 -1,7891 -1,8555 -1,8229 -1,7256 -1,6011 -1,4837 -1,3930 -1,3279 -1,2743 -1,2151 -1,1407 -1,0543 -0,9688 -0,9015 -0,8650 -0,8524 -0,8396 -0,8076 -0,7539 -0,6807 -0,5839 -0,4516 -0,2737 -0,0619 0,1472 0,3216 0,4570 0,5595 0,6212 0,6220 0,5400 0,3573 0,0777 -0,2584 -0,5889 -0,8580 -1,0330 -1,1082 -1,0960 -1,0126 -0,8771 -0,7160 -0,5584 -0,4247 -0,3257 -0,2709 -0,2759 -0,3553 -0,5096 -0,7171 -0,9371 -1,1193 -1,2184 -1,2115 -1,1131 -0,9754 -0,8683 -0,8502 -0,9474 -1,1472 -1,4048 -1,6620 -1,8671 -1,9902 -2,0327 -2,0198 -1,9753 -1,8986 -1,7625 -1,5317 -1,1874 -0,7369 -0,2084 0,3446 0,8420 1,2028 1,3765 1,3487 1,1352 0,7803 0,3447 -0,1113 -0,5303 -0,8604 -1,0701 -1,1635 -1,1811 -1,1870 -1,2466 -1,3946 -1,6156 -1,8592 -2,0699 -2,2068 -2,2533 -2,2175 -2,1179 -1,9726 -1,7977 -1,6140 -1,4476 -1,3189 -1,2290 -1,1643 -1,1141 -1,0740 -1,0307 -0,9597 -0,8459 -0,6938 -0,5090 -0,2831 -0,0102 0,2916 0,5822 0,8165 0,9555 0,9684 0,8344 0,5575 0,1768 -0,2471 -0,6678 -1,0769 -1,4904 -1,9148 -2,3308 -2,7041 -3,0069 -3,2340 -3,4060 -3,5578 -3,7161 -3,8831 -4,0335 -4,1255 -4,1149 -3,9705 -3,6841 -3,2696 -2,7516 -2,1569 -1,5145 -0,8605 -0,2466 0,2570 0,5751 0,6576 0,5046 0,1655 -0,2865 -0,7826 -1,2723 -1,7289 -2,1482 -2,5377 -2,9057 -3,2591 -3,5922 -3,8716 -4,0483 -4,0965 -4,0368 -3,9296 -3,8509 -3,8622 -3,9857 -4,1947 -4,4310 -4,6408 -4,7983 -4,9009 -4,9567 -4,9720 -4,9412 -4,8501 -4,6919 -4,4764 -4,2316 -3,9888 -3,7575 -3,5257 -3,2867 -3,0580 -2,8691 -2,7304 -2,6154 -2,4868 -2,3344 -2,1747 -2,0195 -1,8592 -1,6770 -1,4721 -1,2622 -1,0681 -0,9024 -0,7716 -0,6716 -0,5803 -0,4789 -0,3772 -0,3082 -0,3029 -0,3738 -0,5096 -0,6798 -0,8533 -1,0183 -1,1786 -1,3298 -1,4508 -1,5183 -1,5263 -1,4894 -1,4327 -1,3859 -1,3772 -1,4256 -1,5348 -1,6922 -1,8749 -2,0618 -2,2390 -2,3859 -2,4674 -2,4515 -2,3310 -2,1204 -1,8388 -1,5038 -1,1401 -0,7851 -0,4818 -0,2535 -0,0901 0,0332 0,1258 0,1732 0,1577 0,0777 -0,0560 -0,2242 -0,3920 -0,5144 -0,5654 -0,5613 -0,5538 -0,6022 -0,7455 -0,9885 -1,2997 -1,6148 -1,8433 -1,8986 -1,7416 -1,3972 -0,9320 -0,4188 0,0815 0,5276 0,9035 1,2147 1,4723 1,6720 1,7896 1,7999 1,7026 1,5255 1,3089 1,0895 0,8872 0,7044 0,5441 0,4258 0,3744 0,3938 0,4599 0,5436 0,6300 0,7184 0,8180 0,9465 1,1180 1,3243 1,5273 1,6697 1,7028 1,6136 1,4311 1,2090 0,9993 0,8340 0,7260 0,6777 0,6839 0,7270 0,7784 0,8080 0,7900 0,7029 0,5429 0,3404 0,1489 0,0096 -0,0691 -0,1028 -0,1088 -0,0912 -0,0377 0,0648 0,2128 0,3886 0,5721 0,7440 0,8914 1,0196 1,1565 1,3396 1,5941 1,9155 2,2660 2,5869 2,8175 2,9156 2,8772 2,7396 2,5560 2,3599 2,1574 1,9461 1,7308 1,5201 1,3178 1,1239 0,9394 0,7632 0,5937 0,4409 0,3306 0,2929 0,3519 0,5264 0,8167 1,1757 1,5057 1,6971 1,6798 1,4579 1,1084 0,7353 0,4226 0,2228 0,1658 0,2646 0,5128 0,8825 1,3306 1,8121 2,2892 2,7309 3,1082 3,3906 3,5524 3,5919 3,5409 3,4379 3,2942 3,0909 2,8011 2,4117 1,9341 1,4030 0,8697 0,3920 0,0294 -0,1673 -0,1809 -0,0468 0,1699 0,4251 0,7120 1,0250 1,3238 1,5419 1,6249 1,5661 1,4034 1,1760 0,8932 0,5629 0,2296 -0,0461 -0,2359 -0,3462 -0,3862 -0,3592 -0,2860 -0,2136 -0,1875 -0,2253 -0,3176 -0,4431 -0,5682 -0,6387 -0,5901 -0,3804 -0,0184 0,4334 0,8897 1,2874 1,6078 1,8639 2,0779 2,2657 2,4217 2,5113 2,4858 2,3190 2,0356 1,7079 1,4235 1,2490 1,2082 1,2813 1,4153 1,5469 1,6314 1,6477 1,5812 1,4117 1,1249 0,7351 0,2932 -0,1304 -0,4738 -0,7008 -0,7993 -0,7709 -0,6316 -0,4216 -0,2007 -0,0273 0,0648 0,0762 0,0322 -0,0349 -0,0984 -0,1397 -0,1483 -0,1207 -0,0628 0,0114 0,0915 0,1839 0,3050 0,4622 0,6411 0,8102 0,9381 1,0059 1,0085 0,9568 0,8883 0,8632 0,9402 1,1411 1,4299 1,7212 1,9211 1,9798 1,9128 1,7761 1,6238 1,4808 1,3470 1,2176 1,1001 1,0131 0,9751 0,9964 1,0746 1,1905 1,3082 1,3789 1,3580 1,2306 1,0250 0,7971 0,5942 0,4346 0,3102 0,1964 0,0584 -0,1380 -0,4134 -0,7671 -1,1709 -1,5727 -1,9172 -2,1699 -2,3269 -2,4108 -2,4495 -2,4547 -2,4258 -2,3738 -2,3352 -2,3651 -2,5119 -2,7962 -3,2102 -3,7218 -4,2701 -4,7677 -5,1279 -5,2988 -5,2695 -5,0511 -4,6687 -4,1715 -3,6251 -3,0786 -2,5548 -2,0800 -1,7046 -1,4779 -1,4054 -1,4332 -1,4767 -1,4764 -1,4286 -1,3624 -1,2988 -1,2400 -1,1916 -1,1789 -1,2319 -1,3597 -1,5426 -1,7487 -1,9541 -2,1422 -2,2929 -2,3848 -2,4026 -2,3368 -2,1853 -1,9622
