Fp1   -0,9198 -0,6009 -0,2131 0,1394 0,3546 0,3594 0,1503 -0,1818 -0,4957 -0,6988 -0,8073 -0,9046 -1,0441 -1,1973 -1,2896 -1,2620 -1,1047 -0,8549 -0,5677 -0,2823 -0,0104 0,2514 0,4947 0,6848 0,7876 0,8116 0,8043 0,7992 0,7804 0,7133 0,5992 0,4782 0,3804 0,2843 0,1245 -0,1610 -0,5804 -1,0521 -1,3958 -1,4113 -1,0236 -0,3495 0,3785 0,9443 1,2463 1,3234 1,3022 1,3045 1,3850 1,5268 1,6710 1,7585 1,7575 1,6691 1,5246 1,3609 1,1750 0,9200 0,5677 0,1487 -0,2807 -0,6856 -1,0551 -1,3705 -1,5913 -1,6969 -1,7374 -1,8056 -1,9396 -2,0769 -2,1313 -2,0990 -2,0753 -2,1913 -2,5493 -3,1867 -4,0446 -4,9509 -5,6919 -6,1519 -6,3460 -6,3222 -6,1104 -5,7639 -5,3903 -5,1235 -5,0620 -5,2237 -5,5533 -5,9768 -6,4646 -7,0348 -7,6944 -8,3981 -9,0611 -9,5809 -9,8378 -9,7099 -9,1525 -8,2707 -7,2805 -6,4160 -5,8940 -5,8939 -6,4620 -7,4169 -8,4172 -9,1669 -9,5460 -9,5752 -9,3328 -8,9087 -8,3721 -7,7429 -7,0029 -6,1462 -5,2105 -4,2552 -3,3508 -2,6008 -2,1046 -1,8621 -1,7543 -1,6470 -1,5123 -1,4517 -1,6076 -2,0538 -2,7648 -3,6534 -4,5976 -5,4384 -6,0206 -6,2772 -6,2652 -6,1156 -5,9515 -5,8330 -5,7572 -5,6940 -5,6248 -5,5742 -5,6181 -5,8435 -6,2680 -6,7800 -7,1619 -7,1954 -6,7706 -5,9211 -4,7945 -3,6094 -2,5859 -1,8488 -1,3760 -1,0515 -0,7688 -0,4724 -0,1271 0,2897 0,7592 1,2278 1,6434 1,9676 2,1773 2,2939 2,4075 2,6500 3,1303 3,8630 4,7385 5,5901 6,2941 6,7840 7,0096 6,9471 6,6471 6,2479 5,9160 5,7450 5,6983 5,6603 5,5360 5,3036 5,0084 4,7312 4,5411 4,4526 4,4236 4,3711 4,1805 3,7499 3,0589 2,1909 1,2853 0,4741 -0,1445 -0,5072 -0,5827 -0,3550 0,1753 0,9360 1,7458 2,3784 2,6690 2,5534 2,0335 1,1482 -0,0171 -1,3165 -2,5726 -3,6318 -4,3881 -4,7821 -4,8063 -4,5057 -3,9634 -3,2691 -2,4941 -1,7162 -1,0467 -0,5855 -0,3583 -0,3337 -0,4807 -0,7767 -1,1895 -1,6903 -2,2859 -3,0151 -3,8918 -4,8602 -5,8219 -6,6783 -7,3335 -7,7083 -7,7887 -7,6333 -7,3241 -6,9434 -6,6003 -6,4194 -6,4514 -6,6245 -6,8346 -7,0503 -7,2902 -7,5387 -7,7194 -7,7171 -7,4325 -6,8618 -6,1273 -5,4170 -4,8825 -4,5799 -4,4897 -4,5575 -4,7015 -4,8419 -4,9542 -5,0605 -5,1579 -5,1784 -5,0175 -4,5936 -3,8942 -2,9943 -2,0441 -1,2309 -0,7324 -0,6809 -1,1215 -1,9644 -2,9887 -3,9230 -4,5371 -4,6840 -4,3157 -3,4896 -2,3608 -1,1651 -0,1733 0,3967 0,4576 0,0563 -0,6731 -1,5496 -2,3840 -3,0321 -3,4392 -3,6512 -3,7815 -3,9507 -4,2278 -4,5807 -4,8583 -4,8588 -4,4617 -3,7092 -2,7696 -1,8366 -1,0444 -0,4442 -0,0423 0,1667 0,2272 0,2699 0,4721 0,9427 1,6549 2,4822 3,2725 3,9068 4,3243 4,4994 4,4268 4,1548 3,8079 3,5422 3,4549 3,5137 3,5928 3,5990 3,5442 3,5036 3,5459 3,7057 3,9840 4,3443 4,7315 5,1269 5,5759 6,1375 6,8049 7,4766 7,9990 8,2430 8,1929 8,0045 7,9556 8,2958 9,0990 10,2105 11,3263 12,1684 12,6286 12,7591 12,6682 12,4531 12,2002 11,9936 11,9059 11,9668 12,1379 12,3434 12,5410 12,7403 12,9527 13,1564 13,3038 13,3303 13,1591 12,7308 12,0520 11,2161 10,3740 9,6727 9,1925 8,9282 8,8289 8,8390 8,8976 8,9406 8,9390 8,9276 8,9905 9,2271 9,6995 10,3739 11,1253 11,8087 12,3010 12,4932 12,3163 11,8160 11,1683 10,5874 10,2149 10,0803 10,1341 10,3066 10,5368 10,7569 10,8887 10,8864 10,7837 10,6896 10,7226 10,9263 11,2455 11,5808 11,8362 11,9224 11,7775 11,4085 10,9057 10,4016 9,9904 9,6758 9,4072 9,1564 8,9547 8,8805 9,0170 9,3985 9,9722 10,5967 11,0971 11,3659 11,4110 11,2858 10,9874 10,4549 9,6538 8,6277 7,4984 6,4533 5,6867 5,2889 5,1884 5,2119 5,1871 5,0056 4,6386 4,1395 3,6349 3,2802 3,1768 3,3082 3,5628 3,8147 3,9734 4,0013 3,9311 3,8352 3,7441 3,6015 3,3029 2,7774 2,0461 1,2196 0,4449 -0,1555 -0,5193 -0,6477 -0,5850 -0,3809 -0,0735 0,2863 0,6150 0,8243 0,8744 0,7961 0,6768 0,6303 0,7512 1,0610 1,4942 1,9468 2,3317 2,5948 2,7067 2,6463 2,3890 1,9298 1,3237 0,6992 0,2272 0,0669 0,3060 0,9087 1,7052 2,4578 2,9823 3,2327 3,2830 3,2372 3,1593 3,0688 2,9781 2,9241 2,9599 3,1022 3,2817 3,3492 3,1412 2,5546 1,5838 0,3249 -1,0566 -2,4003 -3,6159 -4,6674 -5,5102 -6,0883 -6,4068 -6,5464 -6,5700 -6,4708 -6,2532 -5,9973 -5,7949 -5,6734 -5,6110 -5,5583 -5,4224 -5,1091 -4,6102 -4,0213 -3,4942 -3,1861 -3,1986 -3,5166 -3,9978 -4,4501 -4,7427 -4,8349 -4,7137 -4,3616 -3,7995 -3,1200 -2,4629 -1,9680 -1,7416 -1,8343 -2,2264 -2,8235 -3,4677 -3,9827 -4,2576 -4,3092 -4,2356 -4,0854 -3,7871 -3,2369 -2,4353 -1,5091 -0,6148 0,1683 0,8547 1,4885 2,0777 2,5691 2,8636 2,8763 2,6057 2,1391 1,5954 1,0706 0,6101 0,1912 -0,2637 -0,8254 -1,4942 -2,1864 -2,7805 -3,1904 -3,3817 -3,3234 -2,9818 -2,3705 -1,5571 -0,6172 0,3739 1,2811 1,8972 2,0508 1,7241 1,0548 0,2515 -0,5046 -1,1283 -1,6287 -2,0379 -2,3426 -2,4769 -2,3723 -2,0211 -1,5077 -0,9869 -0,6221 -0,5259 -0,7363 -1,2176 -1,8716 -2,5648 -3,1750 -3,6403 -3,9950
Fz    -0,3883 -0,4858 -0,5381 -0,5625 -0,5837 -0,6240 -0,6949 -0,7895 -0,8788 -0,9230 -0,8929 -0,7831 -0,6071 -0,3872 -0,1534 0,0554 0,1965 0,2365 0,1698 0,0371 -0,0871 -0,1371 -0,0911 0,0285 0,1822 0,3430 0,4981 0,6310 0,7166 0,7379 0,7041 0,6422 0,5658 0,4577 0,2873 0,0393 -0,2702 -0,5862 -0,8190 -0,8824 -0,7496 -0,4698 -0,1275 0,2093 0,5136 0,7923 1,0583 1,3041 1,4989 1,6066 1,6126 1,5398 1,4374 1,3548 1,3235 1,3482 1,4023 1,4405 1,4257 1,3418 1,1846 0,9571 0,6805 0,4056 0,1995 0,1033 0,1015 0,1445 0,1994 0,2636 0,3344 0,3829 0,3573 0,2095 -0,0803 -0,4879 -0,9410 -1,3344 -1,5787 -1,6571 -1,6229 -1,5428 -1,4543 -1,3706 -1,3039 -1,2757 -1,3084 -1,4133 -1,5873 -1,8207 -2,1125 -2,4730 -2,8990 -3,3449 -3,7291 -3,9690 -4,0103 -3,8394 -3,4954 -3,0722 -2,6886 -2,4473 -2,4201 -2,6497 -3,1304 -3,7792 -4,4519 -5,0095 -5,3711 -5,5183 -5,4793 -5,3120 -5,0850 -4,8547 -4,6551 -4,5032 -4,4025 -4,3324 -4,2532 -4,1369 -3,9842 -3,8018 -3,5781 -3,2953 -2,9600 -2,6159 -2,3185 -2,0970 -1,9361 -1,7872 -1,5909 -1,2916 -0,8505 -0,2636 0,4166 1,0888 1,6509 2,0532 2,3078 2,4609 2,5575 2,6178 2,6395 2,6195 2,5752 2,5569 2,6454 2,9200 3,4057 4,0510 4,7579 5,4238 5,9767 6,3996 6,7223 6,9779 7,1754 7,3213 7,4490 7,6011 7,7908 7,9992 8,2039 8,3909 8,5441 8,6523 8,7355 8,8500 9,0594 9,3964 9,8432 10,3359 10,7892 11,1223 11,2829 11,2720 11,1471 10,9926 10,8748 10,8102 10,7680 10,7064 10,6065 10,4755 10,3363 10,2212 10,1556 10,1365 10,1293 10,0797 9,9262 9,6219 9,1588 8,5685 7,8999 7,2020 6,5220 5,9045 5,3894 5,0185 4,8364 4,8623 5,0574 5,3348 5,5973 5,7608 5,7605 5,5590 5,1552 4,5904 3,9440 3,3155 2,8028 2,4779 2,3629 2,4344 2,6512 2,9741 3,3642 3,7706 4,1327 4,4039 4,5729 4,6537 4,6668 4,6293 4,5505 4,4277 4,2421 3,9633 3,5745 3,0998 2,6010 2,1499 1,8108 1,6287 1,6081 1,7064 1,8628 2,0228 2,1324 2,1398 2,0300 1,8479 1,6660 1,5321 1,4551 1,4303 1,4624 1,5662 1,7506 2,0003 2,2758 2,5353 2,7573 2,9423 3,0912 3,1904 3,2223 3,1780 3,0636 2,9120 2,7854 2,7507 2,8493 3,0812 3,4089 3,7751 4,1227 4,4042 4,5786 4,6054 4,4534 4,1295 3,7023 3,2913 3,0226 2,9816 3,1900 3,6098 4,1585 4,7256 5,2002 5,5083 5,6360 5,6112 5,4728 5,2645 5,0418 4,8612 4,7547 4,7119 4,6925 4,6609 4,6089 4,5653 4,5959 4,7765 5,1394 5,6383 6,1612 6,5877 6,8522 6,9621 6,9628 6,9010 6,8252 6,8065 6,9214 7,1979 7,5915 8,0194 8,4037 8,6926 8,8627 8,9067 8,8234 8,6270 8,3556 8,0624 7,7993 7,6002 7,4833 7,4656 7,5595 7,7566 8,0239 8,3083 8,5487 8,6997 8,7554 8,7591 8,7861 8,9006 9,1105 9,3640 9,5879 9,7294 9,7855 9,8197 9,9435 10,2553 10,7792 11,4451 12,1179 12,6628 13,0088 13,1594 13,1590 13,0610 12,9160 12,7712 12,6701 12,6424 12,6908 12,7968 12,9440 13,1281 13,3438 13,5710 13,7710 13,8930 13,8926 13,7572 13,5188 13,2450 13,0102 12,8618 12,7999 12,7870 12,7788 12,7498 12,7028 12,6639 12,6680 12,7365 12,8665 13,0417 13,2442 13,4509 13,6346 13,7806 13,8896 13,9625 13,9974 14,0046 14,0061 14,0121 14,0125 13,9930 13,9441 13,8581 13,7324 13,5724 13,3839 13,1678 12,9333 12,7116 12,5449 12,4556 12,4380 12,4857 12,6043 12,7853 12,9894 13,1678 13,2898 13,3447 13,3256 13,2212 13,0279 12,7673 12,4931 12,2782 12,1856 12,2322 12,3686 12,4994 12,5377 12,4551 12,2838 12,0710 11,8352 11,5664 11,2577 10,9252 10,6019 10,3224 10,1097 9,9653 9,8702 9,7969 9,7235 9,6327 9,5004 9,2956 9,0077 8,6662 8,3216 8,0089 7,7351 7,4915 7,2639 7,0442 6,8520 6,7324 6,7121 6,7625 6,8139 6,8059 6,7231 6,5978 6,4860 6,4327 6,4495 6,5196 6,6198 6,7378 6,8633 6,9726 7,0355 7,0334 6,9662 6,8487 6,7085 6,5833 6,5047 6,4733 6,4549 6,4138 6,3384 6,2318 6,0986 5,9452 5,7800 5,6133 5,4680 5,3836 5,4008 5,5384 5,7829 6,0896 6,3838 6,5769 6,6070 6,4723 6,2239 5,9308 5,6489 5,4061 5,2047 5,0331 4,8726 4,6965 4,4747 4,1815 3,7995 3,3203 2,7510 2,1264 1,5110 0,9748 0,5634 0,2955 0,1801 0,2191 0,3869 0,6261 0,8823 1,1290 1,3471 1,5048 1,5802 1,5898 1,5795 1,5985 1,6823 1,8449 2,0734 2,3345 2,5847 2,7834 2,9198 3,0270 3,1633 3,3738 3,6561 3,9537 4,1907 4,3167 4,3234 4,2295 4,0584 3,8228 3,5222 3,1482 2,6993 2,2011 1,7235 1,3684 1,2191 1,2930 1,5468 1,9253 2,3979 2,9544 3,5751 4,2150 4,8160 5,3307 5,7367 6,0369 6,2469 6,3708 6,3908 6,2887 6,0696 5,7639 5,4112 5,0453 4,6836 4,3191 3,9251 3,4795 2,9856 2,4722 1,9817 1,5513 1,2072 0,9795 0,8995 0,9771 1,2004 1,5566 2,0222 2,5215 2,9182 3,0809 2,9659 2,6365 2,2097 1,7878 1,4229 1,1263 0,9016 0,7660 0,7415 0,8289 0,9915 1,1629 1,2678 1,2479 1,0800 0,7791 0,3901 -0,0288 -0,4242 -0,7583 -1,0151 -1,2036
F3    -1,8059 -1,5405 -1,2584 -1,0177 -0,8608 -0,8082 -0,8439 -0,9090 -0,9212 -0,8197 -0,6046 -0,3335 -0,0803 0,1007 0,1833 0,1637 0,0526 -0,1296 -0,3414 -0,5079 -0,5386 -0,3681 0,0113 0,5370 1,0891 1,5330 1,7665 1,7416 1,4670 1,0131 0,5101 0,1055 -0,1075 -0,1295 -0,0368 0,0692 0,1106 0,0652 -0,0213 -0,0691 -0,0306 0,0733 0,1812 0,2465 0,2701 0,2945 0,3694 0,5154 0,7107 0,9032 1,0363 1,0761 1,0241 0,9078 0,7578 0,5854 0,3813 0,1462 -0,0767 -0,2168 -0,2269 -0,1022 0,1353 0,4462 0,7747 1,0497 1,1921 1,1473 0,9219 0,5819 0,2057 -0,1580 -0,4960 -0,8124 -1,1138 -1,4034 -1,6688 -1,8673 -1,9485 -1,9067 -1,7860 -1,6329 -1,4690 -1,3054 -1,1684 -1,1171 -1,2271 -1,5426 -2,0392 -2,6340 -3,2344 -3,7742 -4,2023 -4,4672 -4,5376 -4,4218 -4,1400 -3,6992 -3,1229 -2,4829 -1,8820 -1,4249 -1,2144 -1,3412 -1,8389 -2,6423 -3,6068 -4,5735 -5,4147 -6,0423 -6,4150 -6,5408 -6,4531 -6,1833 -5,7581 -5,2125 -4,5946 -3,9530 -3,3319 -2,7886 -2,3887 -2,1678 -2,1080 -2,1595 -2,2763 -2,4318 -2,6118 -2,8062 -3,0091 -3,2131 -3,3858 -3,4482 -3,3019 -2,8911 -2,2400 -1,4408 -0,6109 0,1560 0,8164 1,3670 1,8095 2,1211 2,2602 2,2056 1,9965 1,7369 1,5667 1,6147 1,9570 2,6026 3,4982 4,5325 5,5486 6,3926 6,9704 7,2602 7,2824 7,0912 6,7839 6,4733 6,2411 6,1296 6,1584 6,3208 6,5747 6,8609 7,1347 7,3783 7,6000 7,8203 8,0509 8,2920 8,5382 8,7719 8,9562 9,0574 9,0706 9,0132 8,8939 8,6919 8,3722 7,9298 7,4236 6,9653 6,6732 6,6186 6,7882 7,0846 7,3716 7,5253 7,4613 7,1515 6,6363 6,0163 5,4137 4,9334 4,6449 4,5714 4,6835 4,9287 5,2667 5,6586 6,0440 6,3527 6,5321 6,5452 6,3546 5,9273 5,2587 4,3891 3,4107 2,4626 1,7007 1,2449 1,1384 1,3437 1,7677 2,2984 2,8331 3,2853 3,5912 3,7312 3,7384 3,6675 3,5591 3,4377 3,3214 3,2179 3,1075 2,9392 2,6620 2,2701 1,8135 1,3675 1,0033 0,7725 0,6922 0,7428 0,8890 1,0893 1,2756 1,3652 1,3239 1,1979 1,0669 0,9826 0,9486 0,9404 0,9344 0,9262 0,9258 0,9370 0,9461 0,9347 0,9112 0,9188 1,0022 1,1721 1,4017 1,6363 1,8149 1,9087 1,9453 1,9865 2,0871 2,2812 2,5853 2,9901 3,4470 3,8707 4,1569 4,2029 3,9442 3,4071 2,7214 2,0693 1,6141 1,4587 1,6369 2,1239 2,8492 3,6985 4,5247 5,1923 5,6248 5,8102 5,7820 5,6103 5,3890 5,2030 5,0888 5,0175 4,9246 4,7618 4,5210 4,2320 3,9562 3,7746 3,7574 3,9288 4,2611 4,7013 5,1974 5,6964 6,1342 6,4515 6,6352 6,7415 6,8583 7,0296 7,2273 7,3965 7,5115 7,5867 7,6504 7,7142 7,7661 7,7884 7,7685 7,6917 7,5270 7,2316 6,7864 6,2384 5,6948 5,2698 5,0396 5,0328 5,2445 5,6531 6,2282 6,9282 7,6962 8,4599 9,1335 9,6278 9,8764 9,8621 9,6381 9,3299 9,0981 9,0722 9,3001 9,7408 10,2913 10,8358 11,2938 11,6285 11,8161 11,8332 11,6849 11,4322 11,1754 10,9953 10,9088 10,8844 10,8921 10,9272 10,9914 11,0771 11,1789 11,2955 11,4111 11,4922 11,5145 11,4876 11,4480 11,4290 11,4358 11,4499 11,4558 11,4578 11,4675 11,4879 11,5189 11,5672 11,6395 11,7330 11,8385 11,9425 12,0369 12,1328 12,2459 12,3673 12,4693 12,5417 12,6005 12,6582 12,7036 12,7127 12,6641 12,5395 12,3225 11,9993 11,5595 11,0147 10,4316 9,9339 9,6460 9,6132 9,7791 10,0394 10,2991 10,4901 10,5825 10,6014 10,6121 10,6709 10,7790 10,8759 10,8794 10,7369 10,4562 10,1070 9,7877 9,5703 9,4645 9,4181 9,3566 9,2441 9,1084 8,9959 8,9124 8,8201 8,6829 8,4983 8,2953 8,1180 8,0070 7,9709 7,9735 7,9505 7,8363 7,5872 7,1997 6,7201 6,2366 5,8460 5,6094 5,5302 5,5673 5,6637 5,7601 5,8031 5,7674 5,6607 5,4932 5,2490 4,9008 4,4480 3,9381 3,4618 3,1264 3,0085 3,1121 3,3770 3,7272 4,1134 4,5102 4,8819 5,1788 5,3685 5,4495 5,4360 5,3534 5,2465 5,1632 5,1199 5,0912 5,0296 4,8932 4,6644 4,3532 3,9918 3,6183 3,2663 2,9766 2,8034 2,7897 2,9443 3,2412 3,6174 3,9709 4,1990 4,2590 4,1854 4,0482 3,9012 3,7607 3,6168 3,4578 3,2900 3,1362 3,0198 2,9488 2,9036 2,8355 2,6818 2,3945 1,9679 1,4409 0,8612 0,2510 -0,3762 -0,9674 -1,4297 -1,6963 -1,7707 -1,6995 -1,5281 -1,2943 -1,0281 -0,7341 -0,3970 -0,0138 0,4002 0,8240 1,2200 1,5309 1,7145 1,7668 1,7037 1,5493 1,3466 1,1578 1,0437 1,0468 1,1917 1,4900 1,9266 2,4323 2,8816 3,1387 3,1175 2,8072 2,2645 1,5854 0,8760 0,2404 -0,2195 -0,4131 -0,2935 0,1099 0,7024 1,3807 2,0695 2,7135 3,2612 3,6701 3,9308 4,0750 4,1508 4,1815 4,1456 3,9985 3,7144 3,3124 2,8465 2,3718 1,9223 1,5142 1,1436 0,7867 0,4227 0,0552 -0,2839 -0,5491 -0,7078 -0,7509 -0,6800 -0,5083 -0,2625 0,0418 0,4104 0,8325 1,2354 1,4926 1,4932 1,2155 0,7426 0,2084 -0,2811 -0,6876 -1,0244 -1,3061 -1,5125 -1,5974 -1,5280 -1,3199 -1,0495 -0,8300 -0,7605 -0,8814 -1,1622 -1,5187 -1,8471 -2,0693 -2,1621 -2,1482 -2,0771
F7    -0,7366 -0,7639 -0,7722 -0,7648 -0,7571 -0,7715 -0,8249 -0,9174 -1,0268 -1,1153 -1,1450 -1,0935 -0,9590 -0,7589 -0,5252 -0,2934 -0,0892 0,0743 0,1942 0,2778 0,3367 0,3764 0,3988 0,4128 0,4368 0,4911 0,5867 0,7145 0,8443 0,9427 0,9958 1,0114 0,9972 0,9422 0,8246 0,6360 0,3962 0,1468 -0,0666 -0,2114 -0,2773 -0,2736 -0,2163 -0,1180 0,0119 0,1661 0,3387 0,5155 0,6647 0,7433 0,7224 0,6046 0,4186 0,2067 0,0154 -0,1180 -0,1804 -0,1823 -0,1443 -0,0904 -0,0493 -0,0472 -0,0875 -0,1431 -0,1749 -0,1627 -0,1198 -0,0746 -0,0404 -0,0082 0,0321 0,0708 0,0781 0,0259 -0,0920 -0,2559 -0,4282 -0,5657 -0,6383 -0,6438 -0,6088 -0,5702 -0,5518 -0,5612 -0,6018 -0,6778 -0,7877 -0,9197 -1,0579 -1,1905 -1,3119 -1,4238 -1,5348 -1,6526 -1,7692 -1,8565 -1,8803 -1,8277 -1,7250 -1,6284 -1,5938 -1,6512 -1,8045 -2,0429 -2,3425 -2,6530 -2,8970 -3,0002 -2,9325 -2,7238 -2,4412 -2,1547 -1,9211 -1,7856 -1,7780 -1,9023 -2,1347 -2,4297 -2,7343 -3,0039 -3,2071 -3,3132 -3,2883 -3,1108 -2,7910 -2,3714 -1,9079 -1,4480 -1,0209 -0,6406 -0,3126 -0,0308 0,2306 0,5065 0,8108 1,1205 1,3953 1,6105 1,7692 1,8946 2,0111 2,1282 2,2417 2,3457 2,4421 2,5432 2,6733 2,8615 3,1210 3,4373 3,7761 4,0964 4,3626 4,5594 4,6939 4,7799 4,8295 4,8636 4,9187 5,0280 5,1978 5,4031 5,6049 5,7664 5,8651 5,9045 5,9155 5,9396 6,0054 6,1153 6,2468 6,3653 6,4390 6,4503 6,4006 6,3082 6,2007 6,1076 6,0560 6,0617 6,1220 6,2187 6,3201 6,3834 6,3744 6,2971 6,1940 6,1154 6,0944 6,1371 6,2172 6,2805 6,2693 6,1489 5,9236 5,6291 5,3108 5,0066 4,7428 4,5391 4,4105 4,3582 4,3626 4,3856 4,3816 4,3101 4,1503 3,9068 3,6093 3,3082 3,0588 2,8956 2,8169 2,7901 2,7718 2,7350 2,6868 2,6568 2,6693 2,7276 2,8171 2,9139 2,9909 3,0242 2,9964 2,9005 2,7449 2,5479 2,3231 2,0712 1,7875 1,4728 1,1398 0,8113 0,5136 0,2639 0,0639 -0,0923 -0,2003 -0,2460 -0,2292 -0,1797 -0,1430 -0,1440 -0,1635 -0,1522 -0,0657 0,1185 0,3989 0,7513 1,1290 1,4745 1,7398 1,9060 1,9872 2,0108 1,9910 1,9246 1,8037 1,6224 1,3824 1,1052 0,8327 0,6103 0,4698 0,4272 0,4827 0,6190 0,8042 1,0024 1,1857 1,3391 1,4590 1,5482 1,6083 1,6411 1,6584 1,6880 1,7631 1,9006 2,0907 2,3070 2,5193 2,7018 2,8391 2,9238 2,9474 2,9042 2,8073 2,6946 2,6112 2,5852 2,6175 2,6921 2,7902 2,8999 3,0193 3,1543 3,3080 3,4677 3,6048 3,6910 3,7178 3,6933 3,6310 3,5492 3,4750 3,4419 3,4781 3,5927 3,7711 3,9860 4,2087 4,4139 4,5825 4,6990 4,7502 4,7321 4,6549 4,5390 4,4102 4,2933 4,2085 4,1746 4,2089 4,3218 4,5052 4,7226 4,9168 5,0402 5,0803 5,0561 4,9973 4,9293 4,8729 4,8488 4,8789 4,9778 5,1473 5,3850 5,6845 6,0234 6,3544 6,6190 6,7779 6,8337 6,8278 6,8087 6,8007 6,7961 6,7669 6,6884 6,5610 6,4146 6,2919 6,2279 6,2426 6,3402 6,5041 6,6984 6,8800 7,0139 7,0826 7,0869 7,0391 6,9564 6,8578 6,7628 6,6911 6,6589 6,6688 6,7069 6,7567 6,8100 6,8686 6,9374 7,0175 7,0984 7,1557 7,1597 7,0998 7,0024 6,9124 6,8572 6,8355 6,8336 6,8396 6,8405 6,8203 6,7625 6,6521 6,4811 6,2597 6,0179 5,7900 5,5996 5,4560 5,3619 5,3174 5,3163 5,3428 5,3801 5,4225 5,4722 5,5299 5,5926 5,6559 5,7124 5,7494 5,7527 5,7145 5,6418 5,5565 5,4885 5,4693 5,5233 5,6474 5,7994 5,9147 5,9417 5,8638 5,6982 5,4753 5,2231 4,9669 4,7289 4,5191 4,3349 4,1711 4,0301 3,9240 3,8697 3,8774 3,9399 4,0310 4,1131 4,1525 4,1309 4,0435 3,8933 3,6903 3,4558 3,2200 3,0156 2,8741 2,8255 2,8858 3,0337 3,2088 3,3402 3,3830 3,3361 3,2325 3,1122 3,0041 2,9245 2,8835 2,8854 2,9267 3,0001 3,0979 3,2072 3,3096 3,3964 3,4771 3,5710 3,6942 3,8456 4,0008 4,1235 4,1819 4,1586 4,0572 3,9007 3,7159 3,5200 3,3248 3,1448 2,9939 2,8780 2,7954 2,7382 2,6882 2,6214 2,5210 2,3826 2,2127 2,0272 1,8466 1,6877 1,5588 1,4609 1,3887 1,3297 1,2651 1,1773 1,0516 0,8731 0,6278 0,3162 -0,0377 -0,3942 -0,7120 -0,9563 -1,1032 -1,1426 -1,0799 -0,9338 -0,7304 -0,4948 -0,2481 -0,0085 0,2094 0,3991 0,5645 0,7186 0,8801 1,0641 1,2696 1,4727 1,6367 1,7364 1,7808 1,8102 1,8688 1,9776 2,1261 2,2791 2,3944 2,4442 2,4272 2,3650 2,2868 2,2080 2,1183 1,9962 1,8390 1,6796 1,5769 1,5850 1,7209 1,9489 2,1966 2,3964 2,5200 2,5815 2,6139 2,6432 2,6796 2,7224 2,7664 2,8084 2,8481 2,8837 2,9087 2,9140 2,8916 2,8374 2,7549 2,6554 2,5503 2,4375 2,3023 2,1330 1,9298 1,6970 1,4352 1,1441 0,8339 0,5338 0,2793 0,0906 -0,0301 -0,0820 -0,0598 0,0263 0,1289 0,1744 0,1064 -0,0769 -0,3284 -0,5875 -0,8070 -0,9619 -1,0440 -1,0493 -0,9775 -0,8427 -0,6782 -0,5240 -0,4122 -0,3578 -0,3561 -0,3919 -0,4532 -0,5367 -0,6463 -0,7890 -0,9665 -1,1662
