Fp1   -0,3744 -0,0236 0,2991 0,5194 0,5757 0,4450 0,1548 -0,2266 -0,6160 -0,9469 -1,1914 -1,3555 -1,4652 -1,5639 -1,7055 -1,9284 -2,2188 -2,4847 -2,5913 -2,4616 -2,1370 -1,7260 -1,3134 -0,9361 -0,6086 -0,3367 -0,1157 0,0689 0,2417 0,4370 0,6883 1,0136 1,4117 1,8553 2,2731 2,5662 2,6779 2,6339 2,4957 2,2941 2,0277 1,6978 1,3112 0,8657 0,3707 -0,1113 -0,4513 -0,4947 -0,1396 0,5997 1,5832 2,6012 3,4574 4,0198 4,2253 4,0723 3,6309 3,0533 2,5354 2,2359 2,2055 2,3697 2,5853 2,7357 2,7723 2,6899 2,5148 2,3179 2,1968 2,2217 2,3884 2,6132 2,7899 2,8757 2,9214 3,0041 3,1365 3,2462 3,2368 3,0653 2,7712 2,4463 2,1712 1,9772 1,8545 1,7619 1,6243 1,3702 0,9922 0,5543 0,1488 -0,1409 -0,2567 -0,1874 0,0168 0,2704 0,4963 0,6420 0,6770 0,5918 0,3956 0,1059 -0,2575 -0,6709 -1,1025 -1,5183 -1,9013 -2,2666 -2,6562 -3,1041 -3,6036 -4,1230 -4,6494 -5,1935 -5,7589 -6,3309 -6,8918 -7,4255 -7,9098 -8,3191 -8,6261 -8,7980 -8,8057 -8,6427 -8,3399 -7,9589 -7,5553 -7,1398 -6,6850 -6,1726 -5,6169 -5,0463 -4,4752 -3,8956 -3,2951 -2,6855 -2,1259 -1,7248 -1,5911 -1,7514 -2,1173 -2,5436 -2,8959 -3,0645 -2,9716 -2,5957 -1,9862 -1,2522 -0,5204 0,1235 0,6539 1,0729 1,3773 1,5631 1,6454 1,6652 1,6784 1,7472 1,9417 2,3318 2,9450 3,7188 4,5132 5,1762 5,5985 5,7331 5,5983 5,2658 4,8328 4,3975 4,0351 3,7691 3,5750 3,4329 3,3518 3,3352 3,3572 3,3909 3,4392 3,5268 3,6632 3,8234 3,9658 4,0630 4,1091 4,1084 4,0742 4,0289 3,9822 3,9169 3,8120 3,6763 3,5457 3,4440 3,3591 3,2670 3,1547 2,9976 2,7467 2,3878 2,0055 1,7476 1,7094 1,8532 2,0417 2,1523 2,1545 2,0858 1,9909 1,9046 1,8683 1,9380 2,1728 2,6011 3,1798 3,7874 4,2717 4,5207 4,5124 4,3188 4,0622 3,8587 3,7887 3,8930 4,1716 4,5755 5,0038 5,3271 5,4467 5,3518 5,1257 4,8916 4,7451 4,7180 4,7832 4,8801 4,9376 4,8858 4,6748 4,3063 3,8490 3,4152 3,1128 3,0024 3,0670 3,2170 3,3509 3,4225 3,4392 3,4147 3,3557 3,2840 3,2414 3,2643 3,3427 3,4005 3,3492 3,1793 2,9801 2,8572 2,8440 2,8964 2,9507 2,9725 2,9653 2,9493 2,9399 2,9386 2,9439 2,9701 3,0422 3,1596 3,2904 3,4127 3,5362 3,6691 3,7895 3,8725 3,9389 4,0543 4,2598 4,5204 4,7597 4,9173 4,9686 4,9348 4,8743 4,8326 4,8022 4,7401 4,6073 4,3881 4,1062 3,8463 3,7262 3,8066 4,0374 4,3159 4,5776 4,8207 5,0716 5,3436 5,6135 5,8274 5,9229 5,8581 5,6468 5,3632 5,0900 4,8649 4,6879 4,5567 4,4878 4,5054 4,6114 4,7773 4,9681 5,1592 5,3319 5,4689 5,5553 5,5880 5,5911 5,6110 5,6895 5,8509 6,1002 6,4139 6,7398 7,0184 7,2048 7,2747 7,2181 7,0421 6,7845 6,5115 6,2883 6,1428 6,0631 6,0344 6,0575 6,1208 6,1787 6,1800 6,1014 5,9474 5,7431 5,5404 5,4108 5,4023 5,4953 5,6115 5,6733 5,6499 5,5614 5,4765 5,5055 5,7464 6,2079 6,7955 7,3742 7,8384 8,1346 8,2479 8,1858 7,9649 7,5988 7,0942 6,4613 5,7350 4,9860 4,3036 3,7679 3,4370 3,3393 3,4500 3,6806 3,9203 4,0973 4,1866 4,1857 4,1232 4,0735 4,1111 4,2475 4,4318 4,5924 4,6707 4,6337 4,4686 4,1715 3,7470 3,2136 2,6097 2,0011 1,4731 1,1028 0,9338 0,9610 1,1319 1,3661 1,5837 1,7314 1,7914 1,7788 1,7377 1,7203 1,7490 1,8001 1,8307 1,8226 1,8046 1,8330 1,9460 2,1358 2,3532 2,5360 2,6457 2,6769 2,6375 2,5471 2,4458 2,3723 2,3392 2,3428 2,3785 2,4319 2,4663 2,4456 2,3843 2,3580 2,4345 2,5921 2,7330 2,7829 2,7537 2,6998 2,6466 2,5798 2,4790 2,3480 2,2336 2,2233 2,4001 2,7817 3,2898 3,7871 4,1630 4,3977 4,5417 4,6285 4,6169 4,4365 4,0816 3,6272 3,1692 2,7867 2,5338 2,4113 2,3550 2,2934 2,2226 2,2146 2,3580 2,6845 3,1421 3,6294 4,0400 4,2827 4,3027 4,1076 3,7703 3,4030 3,1203 2,9978 3,0324 3,1405 3,2086 3,1538 2,9407 2,5547 1,9853 1,2407 0,3674 -0,5459 -1,3828 -2,0373 -2,4557 -2,6485 -2,6693 -2,5798 -2,4118 -2,1629 -1,8486 -1,5352 -1,3064 -1,2112 -1,2535 -1,4221 -1,7108 -2,0950 -2,5053 -2,8469 -3,0448 -3,0658 -2,9118 -2,6191 -2,2580 -1,9042 -1,6101 -1,4143 -1,3474 -1,4095 -1,5706 -1,7959 -2,0361 -2,2112 -2,2347 -2,0500 -1,6532 -1,1012 -0,4818 0,1376 0,7129 1,1899 1,5022 1,6093 1,5282 1,3204 1,0542 0,7895 0,5913 0,5290 0,6454 0,9284 1,3027 1,6509 1,8717 1,9375 1,8865 1,7697 1,6334 1,5292 1,4952 1,5280 1,5894 1,6293 1,6022 1,4882 1,3088 1,1193 0,9754 0,8893 0,8151 0,6901 0,4920 0,2449 -0,0160 -0,2718 -0,5188 -0,7490 -0,9429 -1,0900 -1,2023 -1,2977 -1,3827 -1,4467 -1,4649 -1,4193 -1,3267 -1,2449 -1,2461 -1,3760 -1,6357 -2,0041 -2,4561 -2,9361 -3,3423 -3,5764 -3,6107 -3,4943 -3,3077 -3,1326 -3,0390 -3,0514 -3,1175 -3,1408 -3,0592 -2,8844 -2,6647 -2,4269 -2,1670 -1,8835 -1,6004 -1,3673 -1,2431 -1,2478 -1,3106 -1,2938 -1,0949
Fz    -0,8301 -0,6138 -0,4310 -0,3266 -0,3379 -0,4735 -0,6976 -0,9386 -1,1232 -1,2139 -1,2219 -1,1874 -1,1532 -1,1537 -1,2114 -1,3351 -1,5091 -1,6823 -1,7848 -1,7720 -1,6486 -1,4502 -1,2137 -0,9688 -0,7384 -0,5360 -0,3641 -0,2153 -0,0723 0,0873 0,2846 0,5397 0,8679 1,2585 1,6552 1,9748 2,1633 2,2287 2,2109 2,1302 1,9837 1,7766 1,5329 1,2803 1,0482 0,8778 0,8159 0,8939 1,1186 1,4758 1,9292 2,4168 2,8669 3,2225 3,4499 3,5339 3,4817 3,3344 3,1575 3,0107 2,9186 2,8624 2,8001 2,7024 2,5689 2,4169 2,2735 2,1760 2,1594 2,2402 2,4078 2,6204 2,8118 2,9240 2,9438 2,8994 2,8151 2,6815 2,4741 2,1893 1,8594 1,5335 1,2471 1,0095 0,8130 0,6362 0,4469 0,2275 0,0003 -0,1860 -0,2923 -0,3089 -0,2451 -0,1134 0,0694 0,2681 0,4271 0,4910 0,4310 0,2536 -0,0078 -0,3071 -0,6015 -0,8590 -1,0592 -1,1996 -1,3026 -1,4138 -1,5891 -1,8709 -2,2669 -2,7583 -3,3243 -3,9453 -4,5958 -5,2504 -5,8870 -6,4769 -6,9829 -7,3702 -7,6121 -7,6957 -7,6293 -7,4404 -7,1700 -6,8715 -6,6015 -6,3923 -6,2294 -6,0619 -5,8412 -5,5544 -5,2213 -4,8672 -4,5080 -4,1563 -3,8369 -3,5925 -3,4629 -3,4496 -3,5089 -3,5792 -3,6037 -3,5312 -3,3234 -2,9731 -2,5078 -1,9759 -1,4250 -0,8804 -0,3391 0,2152 0,7906 1,3703 1,9186 2,4083 2,8429 3,2548 3,6840 4,1519 4,6451 5,1197 5,5274 5,8399 6,0479 6,1483 6,1384 6,0243 5,8336 5,6157 5,4260 5,3013 5,2478 5,2489 5,2803 5,3219 5,3706 5,4419 5,5517 5,6971 5,8555 5,9949 6,0808 6,0849 5,9947 5,8175 5,5792 5,3190 5,0768 4,8774 4,7259 4,6141 4,5252 4,4340 4,3133 4,1523 3,9601 3,7440 3,4973 3,2276 2,9839 2,8366 2,8231 2,9188 3,0603 3,1938 3,3006 3,3850 3,4549 3,5177 3,5819 3,6585 3,7647 3,9217 4,1407 4,4091 4,6900 4,9369 5,1198 5,2430 5,3358 5,4299 5,5481 5,7082 5,9264 6,2099 6,5438 6,8903 7,2055 7,4593 7,6437 7,7692 7,8514 7,8961 7,9014 7,8711 7,8191 7,7548 7,6696 7,5480 7,3930 7,2417 7,1528 7,1715 7,2952 7,4725 7,6460 7,7951 7,9282 8,0470 8,1344 8,1798 8,1973 8,2105 8,2240 8,2180 8,1717 8,0906 8,0054 7,9450 7,9124 7,8891 7,8600 7,8292 7,8114 7,8142 7,8387 7,8922 7,9888 8,1378 8,3323 8,5437 8,7352 8,8893 9,0182 9,1454 9,2856 9,4460 9,6415 9,8953 10,2133 10,5607 10,8740 11,0917 11,1775 11,1338 10,9941 10,7973 10,5706 10,3331 10,1055 9,9119 9,7743 9,7076 9,7202 9,8085 9,9495 10,1111 10,2747 10,4430 10,6236 10,8011 10,9260 10,9367 10,7952 10,5127 10,1554 9,8236 9,6066 9,5373 9,5831 9,6774 9,7624 9,8103 9,8181 9,7988 9,7786 9,7843 9,8241 9,8813 9,9251 9,9246 9,8625 9,7503 9,6250 9,5301 9,4961 9,5321 9,6301 9,7752 9,9533 10,1433 10,3048 10,3818 10,3329 10,1590 9,8954 9,5841 9,2638 8,9771 8,7618 8,6244 8,5353 8,4568 8,3704 8,2785 8,1929 8,1284 8,1051 8,1412 8,2428 8,4046 8,6139 8,8477 9,0740 9,2716 9,4511 9,6426 9,8594 10,0875 10,3060 10,5046 10,6764 10,8063 10,8705 10,8389 10,6740 10,3418 9,8368 9,2019 8,5217 7,8932 7,3926 7,0546 6,8684 6,7851 6,7349 6,6578 6,5290 6,3583 6,1722 6,0005 5,8653 5,7690 5,6932 5,6139 5,5119 5,3745 5,1998 4,9983 4,7748 4,5158 4,2014 3,8279 3,4196 3,0238 2,6934 2,4664 2,3538 2,3395 2,3875 2,4584 2,5254 2,5715 2,5810 2,5493 2,4905 2,4249 2,3630 2,3061 2,2550 2,2162 2,2013 2,2204 2,2752 2,3509 2,4182 2,4492 2,4315 2,3699 2,2882 2,2279 2,2287 2,3068 2,4554 2,6577 2,8937 3,1383 3,3698 3,5845 3,7925 3,9903 4,1488 4,2327 4,2298 4,1577 4,0426 3,9040 3,7674 3,6785 3,6933 3,8551 4,1749 4,6181 5,1075 5,5467 5,8573 6,0117 6,0369 5,9862 5,9012 5,7875 5,6223 5,3856 5,0794 4,7253 4,3621 4,0421 3,8092 3,6730 3,6175 3,6288 3,7072 3,8557 4,0640 4,3045 4,5433 4,7491 4,8905 4,9336 4,8515 4,6413 4,3378 4,0125 3,7412 3,5632 3,4746 3,4531 3,4773 3,5212 3,5442 3,4992 3,3485 3,0769 2,7015 2,2689 1,8320 1,4304 1,0928 0,8440 0,6964 0,6441 0,6632 0,7114 0,7375 0,7060 0,6182 0,5051 0,3924 0,2787 0,1507 0,0091 -0,1288 -0,2432 -0,3217 -0,3620 -0,3740 -0,3787 -0,3992 -0,4520 -0,5458 -0,6790 -0,8347 -0,9913 -1,1388 -1,2745 -1,3837 -1,4306 -1,3705 -1,1742 -0,8472 -0,4237 0,0555 0,5477 1,0045 1,3852 1,6775 1,8984 2,0718 2,2102 2,3215 2,4239 2,5465 2,7189 2,9566 3,2412 3,5159 3,7124 3,7899 3,7539 3,6425 3,5016 3,3708 3,2824 3,2618 3,3204 3,4404 3,5624 3,6059 3,5228 3,3370 3,1220 2,9404 2,8063 2,6951 2,5678 2,3878 2,1388 1,8360 1,5184 1,2245 0,9720 0,7513 0,5392 0,3210 0,1045 -0,0826 -0,2106 -0,2649 -0,2497 -0,1904 -0,1332 -0,1261 -0,1980 -0,3568 -0,5908 -0,8638 -1,1279 -1,3542 -1,5444 -1,7078 -1,8392 -1,9276 -1,9669 -1,9517 -1,8690 -1,7044 -1,4641 -1,1884 -0,9353 -0,7391 -0,5906 -0,4561 -0,3102 -0,1603 -0,0489 -0,0156 -0,0483 -0,0865 -0,0720
F3    0,1024 0,5028 0,7561 0,7701 0,5159 0,0512 -0,5001 -0,9912 -1,3043 -1,3985 -1,3204 -1,1630 -1,0118 -0,9192 -0,9108 -1,0033 -1,1970 -1,4385 -1,6187 -1,6408 -1,4885 -1,2229 -0,9308 -0,6874 -0,5418 -0,5026 -0,5355 -0,5807 -0,5808 -0,5033 -0,3379 -0,0731 0,3111 0,8087 1,3485 1,8179 2,1417 2,3232 2,3999 2,3793 2,2339 1,9430 1,5190 1,0077 0,4897 0,0756 -0,1270 -0,0600 0,2721 0,8203 1,4997 2,1917 2,7771 3,1843 3,3997 3,4419 3,3418 3,1498 2,9353 2,7589 2,6433 2,5648 2,4760 2,3426 2,1569 1,9272 1,6854 1,4947 1,4240 1,5085 1,7297 2,0200 2,2924 2,4845 2,5863 2,6184 2,5825 2,4524 2,2117 1,8829 1,5232 1,1936 0,9230 0,6969 0,4872 0,2810 0,0826 -0,0869 -0,1880 -0,1784 -0,0432 0,1959 0,4968 0,8195 1,1286 1,3756 1,4915 1,4201 1,1626 0,7817 0,3626 -0,0337 -0,3955 -0,7400 -1,0728 -1,3771 -1,6399 -1,8826 -2,1630 -2,5376 -3,0187 -3,5779 -4,1797 -4,7945 -5,3970 -5,9767 -6,5405 -7,0817 -7,5565 -7,9007 -8,0635 -8,0274 -7,8025 -7,4100 -6,8910 -6,3326 -5,8554 -5,5446 -5,3924 -5,3163 -5,2289 -5,0875 -4,8856 -4,6171 -4,2692 -3,8531 -3,4308 -3,1030 -2,9612 -3,0379 -3,2899 -3,6221 -3,9178 -4,0624 -3,9741 -3,6320 -3,0779 -2,3937 -1,6708 -0,9775 -0,3407 0,2420 0,7740 1,2413 1,6191 1,8990 2,1101 2,3148 2,5873 2,9790 3,4807 4,0124 4,4695 4,7825 4,9283 4,9081 4,7368 4,4494 4,1032 3,7650 3,4894 3,3016 3,1968 3,1559 3,1599 3,1946 3,2586 3,3657 3,5280 3,7443 4,0034 4,2800 4,5244 4,6715 4,6681 4,4991 4,2023 3,8635 3,5807 3,4195 3,3882 3,4505 3,5536 3,6399 3,6531 3,5713 3,4252 3,2557 3,0646 2,8356 2,5932 2,4090 2,3444 2,4021 2,5362 2,7001 2,8712 3,0362 3,1778 3,2849 3,3627 3,4267 3,4982 3,6056 3,7680 3,9801 4,2170 4,4433 4,6257 4,7497 4,8193 4,8407 4,8269 4,8149 4,8627 5,0220 5,3065 5,6767 6,0537 6,3597 6,5527 6,6322 6,6144 6,5130 6,3493 6,1723 6,0399 5,9730 5,9322 5,8517 5,6991 5,5120 5,3856 5,4137 5,6164 5,9176 6,2085 6,4304 6,5878 6,6992 6,7623 6,7643 6,7053 6,6042 6,4874 6,3834 6,3265 6,3517 6,4761 6,6805 6,9030 7,0553 7,0640 6,9115 6,6426 6,3357 6,0702 5,9047 5,8699 5,9751 6,2029 6,4941 6,7707 6,9890 7,1595 7,3163 7,4831 7,6707 7,8957 8,1840 8,5375 8,9057 9,2037 9,3595 9,3491 9,2005 8,9664 8,6905 8,3963 8,1014 7,8306 7,6100 7,4539 7,3703 7,3777 7,4921 7,6938 7,9308 8,1545 8,3411 8,4921 8,6163 8,7053 8,7209 8,6124 8,3629 8,0257 7,7094 7,5134 7,4659 7,5170 7,5828 7,5953 7,5253 7,3867 7,2368 7,1568 7,2036 7,3680 7,5798 7,7554 7,8403 7,8247 7,7368 7,6223 7,5233 7,4699 7,4791 7,5577 7,7058 7,9195 8,1806 8,4392 8,6245 8,6881 8,6282 8,4691 8,2353 7,9607 7,7006 7,5011 7,3610 7,2415 7,1075 6,9484 6,7683 6,5743 6,3843 6,2351 6,1679 6,2031 6,3311 6,5197 6,7218 6,8897 7,0064 7,1071 7,2535 7,4801 7,7732 8,0898 8,3817 8,6070 8,7412 8,7877 8,7626 8,6586 8,4358 8,0549 7,5183 6,8815 6,2308 5,6508 5,2015 4,9057 4,7373 4,6315 4,5276 4,4083 4,2931 4,2005 4,1306 4,0764 4,0397 4,0330 4,0651 4,1189 4,1540 4,1431 4,0927 4,0121 3,8743 3,6260 3,2376 2,7414 2,2248 1,7920 1,5201 1,4323 1,4963 1,6449 1,8065 1,9322 2,0033 2,0244 2,0192 2,0159 2,0257 2,0401 2,0480 2,0518 2,0712 2,1271 2,2198 2,3261 2,4084 2,4270 2,3591 2,2100 2,0023 1,7745 1,5923 1,5276 1,6115 1,8202 2,1045 2,4181 2,7206 2,9840 3,2123 3,4323 3,6453 3,8042 3,8554 3,7868 3,6251 3,4013 3,1408 2,8905 2,7290 2,7345 2,9448 3,3389 3,8399 4,3387 4,7333 4,9639 5,0253 4,9570 4,8256 4,6969 4,5895 4,4606 4,2558 3,9616 3,6110 3,2665 3,0000 2,8558 2,8214 2,8504 2,9142 3,0205 3,1882 3,4169 3,6830 3,9608 4,2337 4,4787 4,6440 4,6529 4,4514 4,0637 3,5975 3,1794 2,8832 2,7231 2,6857 2,7461 2,8583 2,9540 2,9554 2,7895 2,4113 1,8395 1,1630 0,4915 -0,0959 -0,5537 -0,8560 -1,0010 -1,0086 -0,9106 -0,7527 -0,5981 -0,5069 -0,4951 -0,5205 -0,5301 -0,5139 -0,4985 -0,5031 -0,5200 -0,5331 -0,5470 -0,5896 -0,6840 -0,8240 -0,9818 -1,1303 -1,2540 -1,3409 -1,3770 -1,3614 -1,3178 -1,2770 -1,2444 -1,1861 -1,0463 -0,7879 -0,4257 -0,0084 0,4229 0,8364 1,1870 1,4323 1,5737 1,6563 1,7249 1,7913 1,8443 1,8767 1,9001 1,9429 2,0364 2,1902 2,3762 2,5408 2,6390 2,6609 2,6283 2,5653 2,4827 2,3979 2,3500 2,3765 2,4725 2,5735 2,5902 2,4787 2,2781 2,0700 1,9088 1,7876 1,6543 1,4439 1,1132 0,6745 0,1992 -0,2221 -0,5318 -0,7340 -0,8870 -1,0608 -1,2877 -1,5408 -1,7515 -1,8586 -1,8489 -1,7546 -1,6278 -1,5225 -1,4779 -1,5119 -1,6350 -1,8471 -2,1075 -2,3365 -2,4696 -2,5006 -2,4672 -2,4103 -2,3552 -2,3085 -2,2587 -2,1874 -2,0826 -1,9473 -1,8094 -1,7166 -1,7024 -1,7514 -1,8011 -1,7814 -1,6657 -1,4958 -1,3424 -1,2385 -1,1590 -1,0592
F7    -1,9814 -2,6010 -2,8401 -2,5667 -1,8348 -0,8675 0,0529 0,7106 1,0225 1,0251 0,8240 0,5360 0,2420 -0,0235 -0,2469 -0,4033 -0,4497 -0,3735 -0,2516 -0,2155 -0,3417 -0,6046 -0,9141 -1,1476 -1,1778 -0,9470 -0,5252 -0,0600 0,3381 0,6466 0,8755 0,9949 0,9374 0,6752 0,2851 -0,0813 -0,2938 -0,3106 -0,1810 0,0002 0,1605 0,3037 0,4926 0,7729 1,1272 1,4953 1,8051 1,9915 2,0200 1,9055 1,7132 1,5408 1,4791 1,5581 1,7233 1,8850 1,9942 2,0508 2,0437 1,9458 1,7913 1,6929 1,7378 1,9071 2,1179 2,2921 2,3737 2,3353 2,1967 2,0185 1,8687 1,7931 1,7966 1,8443 1,8898 1,8998 1,8590 1,7722 1,6570 1,5248 1,3738 1,2081 1,0696 1,0333 1,1501 1,3862 1,6112 1,6485 1,3747 0,7946 0,0316 -0,7436 -1,3801 -1,7874 -1,9439 -1,8662 -1,5540 -0,9837 -0,1873 0,6890 1,4442 1,9282 2,0860 1,9293 1,4942 0,8424 0,0826 -0,6518 -1,2803 -1,8228 -2,3496 -2,9059 -3,4904 -4,0704 -4,6058 -5,0789 -5,5081 -5,9428 -6,4465 -7,0472 -7,6871 -8,2468 -8,6204 -8,7542 -8,6200 -8,1784 -7,4107 -6,3908 -5,2682 -4,1737 -3,1893 -2,3873 -1,8433 -1,6003 -1,6310 -1,8267 -2,0319 -2,1074 -1,9739 -1,6195 -1,0900 -0,4832 0,0628 0,4098 0,4743 0,2611 -0,1436 -0,6123 -1,0146 -1,2334 -1,1896 -0,8821 -0,3879 0,2001 0,8274 1,4602 2,0428 2,5039 2,7937 2,9080 2,8972 2,8532 2,8694 2,9944 3,2108 3,4628 3,6961 3,8545 3,8602 3,6509 3,2652 2,8633 2,6253 2,6313 2,8327 3,1034 3,3119 3,3684 3,2397 2,9492 2,5666 2,1835 1,8941 1,7774 1,8673 2,1338 2,5045 2,8980 3,2269 3,3973 3,3431 3,0678 2,6420 2,1715 1,7675 1,5128 1,4341 1,5127 1,7153 2,0017 2,3103 2,5632 2,6987 2,7029 2,6095 2,4743 2,3471 2,2566 2,2008 2,1425 2,0422 1,9095 1,8076 1,7983 1,8894 2,0323 2,1551 2,2007 2,1611 2,0972 2,1189 2,3131 2,6717 3,0996 3,4884 3,7590 3,8533 3,7340 3,4051 2,9125 2,3320 1,7682 1,3397 1,1393 1,1948 1,4562 1,8210 2,1859 2,4711 2,6054 2,5383 2,2867 1,9329 1,5566 1,1993 0,9058 0,7540 0,8017 1,0114 1,2629 1,4495 1,5650 1,7003 1,9516 2,3278 2,7267 2,9778 2,9327 2,5563 1,9498 1,2979 0,7968 0,5904 0,7156 1,0966 1,6010 2,1094 2,5595 2,9470 3,2927 3,6087 3,8847 4,0922 4,1871 4,1158 3,8496 3,4267 2,9498 2,5293 2,2214 2,0185 1,8988 1,8756 1,9862 2,2357 2,5612 2,8574 3,0519 3,1573 3,2324 3,2994 3,3269 3,2825 3,1621 2,9672 2,6981 2,3915 2,1380 2,0410 2,1572 2,4627 2,8618 3,2342 3,4901 3,5984 3,5821 3,4811 3,3088 3,0565 2,7429 2,4443 2,2710 2,2998 2,5121 2,7938 3,0074 3,0763 3,0104 2,8714 2,7447 2,7174 2,8289 3,0429 3,2978 3,5773 3,9065 4,2818 4,6252 4,8143 4,7521 4,4235 3,9021 3,3081 2,7560 2,3263 2,0685 2,0091 2,1357 2,3852 2,6853 3,0043 3,3395 3,6741 3,9692 4,1831 4,2843 4,2529 4,0779 3,7650 3,3546 2,9175 2,5329 2,2823 2,2388 2,4307 2,8205 3,3328 3,8934 4,4284 4,8449 5,0507 5,0066 4,7426 4,3204 3,7965 3,2223 2,6575 2,1730 1,8424 1,7117 1,7653 1,9377 2,1508 2,3347 2,4426 2,4589 2,3737 2,1608 1,7991 1,3206 0,8349 0,4970 0,4308 0,6674 1,1334 1,6784 2,1276 2,3484 2,3015 2,0339 1,6355 1,2155 0,8815 0,6798 0,5691 0,4871 0,4136 0,3595 0,3408 0,3743 0,4648 0,5976 0,7526 0,9036 1,0116 1,0453 1,0073 0,9324 0,8696 0,8592 0,9175 1,0301 1,1630 1,2925 1,4204 1,5614 1,7270 1,9105 2,0707 2,1549 2,1483 2,0778 1,9820 1,9066 1,8966 1,9640 2,0837 2,2099 2,2704 2,1641 1,8123 1,2385 0,5917 0,0787 -0,1296 0,0525 0,6124 1,4225 2,2489 2,8350 3,0237 2,8175 2,3424 1,7740 1,2735 0,9427 0,8228 0,9316 1,2707 1,7819 2,3385 2,8149 3,1463 3,3104 3,2917 3,0955 2,7764 2,4343 2,1755 2,0654 2,0914 2,1576 2,1390 1,9672 1,6655 1,3054 0,9478 0,6319 0,4043 0,3315 0,4744 0,8401 1,3422 1,8073 2,0472 1,9581 1,5656 0,9870 0,3520 -0,2610 -0,8241 -1,2963 -1,5960 -1,6717 -1,5747 -1,4258 -1,3190 -1,2776 -1,2935 -1,3881 -1,6175 -2,0126 -2,5241 -3,0399 -3,4598 -3,7436 -3,9091 -4,0127 -4,1083 -4,1899 -4,1844 -4,0171 -3,6764 -3,2170 -2,7163 -2,2277 -1,7713 -1,3682 -1,0627 -0,9003 -0,9113 -1,1182 -1,5248 -2,0794 -2,6704 -3,1817 -3,5509 -3,7700 -3,8428 -3,7593 -3,5178 -3,1549 -2,7375 -2,3316 -1,9788 -1,6903 -1,4622 -1,2917 -1,1659 -1,0318 -0,8001 -0,4099 0,1042 0,6288 1,0468 1,2849 1,3275 1,2083 0,9705 0,6366 0,2369 -0,1662 -0,5157 -0,7991 -1,0288 -1,1890 -1,2267 -1,1129 -0,9078 -0,7457 -0,7613 -1,0329 -1,5571 -2,2251 -2,8304 -3,1534 -3,0808 -2,6622 -2,0681 -1,4976 -1,0950 -0,9011 -0,8510 -0,8341 -0,7801 -0,7028 -0,6865 -0,8389 -1,2295 -1,8353 -2,5393 -3,1887 -3,6731 -3,9611 -4,0698 -4,0179 -3,8328 -3,5858 -3,3865 -3,3365 -3,4955 -3,8677 -4,3946 -4,9808 -5,5430 -6,0143 -6,3078 -6,3300 -6,0537 -5,5431 -4,8905 -4,1628 -3,4183 -2,7322 -2,1798 -1,8095 -1,6293 -1,6068 -1,6922 -1,8471
