Fp1   -3,1048 -2,3331 -1,5735 -0,9021 -0,3312 0,1680 0,6227 1,0398 1,4179 1,7607 2,0685 2,3140 2,4397 2,3944 2,1703 1,8052 1,3550 0,8728 0,4080 0,0119 -0,2688 -0,4099 -0,4250 -0,3611 -0,2810 -0,2331 -0,2216 -0,2176 -0,1934 -0,1298 -0,0094 0,1657 0,3556 0,4933 0,5165 0,4048 0,1918 -0,0684 -0,3440 -0,6203 -0,8748 -1,0747 -1,1922 -1,2246 -1,2030 -1,1687 -1,1436 -1,1179 -1,0504 -0,8987 -0,6803 -0,4946 -0,4732 -0,7096 -1,2182 -1,9337 -2,7460 -3,5445 -4,2472 -4,8139 -5,2496 -5,5877 -5,8536 -6,0431 -6,1449 -6,1719 -6,1563 -6,1273 -6,1038 -6,0913 -6,0815 -6,0768 -6,1147 -6,2433 -6,4773 -6,7849 -7,0927 -7,2948 -7,2991 -7,0864 -6,7191 -6,3094 -5,9777 -5,7996 -5,7815 -5,8982 -6,1367 -6,4964 -6,9607 -7,4863 -8,0281 -8,5646 -9,0822 -9,5362 -9,8333 -9,8566 -9,5124 -8,7638 -7,6357 -6,2102 -4,6257 -3,0557 -1,6335 -0,3757 0,8037 2,0009 3,2612 4,5833 5,9464 7,3327 8,7322 10,1203 11,4387 12,6136 13,5933 14,3691 14,9668 15,4170 15,7305 15,8973 15,8978 15,7114 15,3194 14,7028 13,8502 12,7719 11,4999 10,0689 8,4820 6,6844 4,5855 2,1199 -0,7027 -3,7989 -7,0442 -10,2928 -13,3882 -16,1937 -18,6375 -20,7444 -22,6266 -24,4316 -26,2691 -28,1586 -30,0375 -31,8133 -33,3996 -34,7316 -35,7863 -36,5909 -37,2074 -37,7000 -38,1085 -38,4410 -38,6805 -38,7947 -38,7510 -38,5314 -38,1442 -37,6326 -37,0694 -36,5248 -36,0194 -35,4997 -34,8653 -34,0333 -32,9906 -31,7843 -30,4620 -29,0365 -27,5116 -25,9187 -24,3140 -22,7413 -21,2057 -19,6865 -18,1683 -16,6504 -15,1369 -13,6391 -12,1919 -10,8534 -9,6868 -8,7478 -8,0678 -7,6257 -7,3344 -7,0797 -6,7913 -6,4812 -6,2241 -6,1001 -6,1381 -6,2966 -6,4880 -6,6147 -6,5901 -6,3510 -5,8756 -5,2098 -4,4827 -3,8826 -3,5898 -3,7027 -4,2069 -5,0080 -5,9874 -7,0333 -8,0505 -8,9811 -9,8259 -10,6306 -11,4421 -12,2747 -13,1034 -13,8720 -14,5069 -14,9337 -15,0925 -14,9613 -14,5904 -14,1051 -13,6448 -13,2990 -13,1004 -13,0414 -13,0644 -13,0617 -12,9259 -12,6062 -12,1124 -11,4934 -10,8163 -10,1379 -9,4869 -8,8668 -8,2672 -7,6893 -7,1675 -6,7470 -6,4419 -6,2270 -6,0679 -5,9519 -5,8822 -5,8493 -5,8226 -5,7653 -5,6269 -5,3268 -4,7838 -3,9836 -3,0102 -2,0099 -1,1067 -0,3309 0,3832 1,1437 2,0435 3,1088 4,2712 5,3912 6,3173 6,9354 7,1978 7,1452 6,9121 6,6877 6,6338 6,8047 7,1283 7,4664 7,7035 7,7947 7,7461 7,5683 7,2574 6,8190 6,2937 5,7483 5,2389 4,7743 4,3189 3,8417 3,3514 2,8839 2,4870 2,2197 2,1238 2,1728 2,2584 2,2484 2,0702 1,7387 1,3246 0,9205 0,6256 0,5211 0,6371 0,9487 1,4024 1,9395 2,4981 3,0124 3,4247 3,7015 3,8375 3,8440 3,7338 3,5090 3,1658 2,7125 2,1816 1,6095 1,0024 0,3387 -0,3911 -1,1619 -1,9275 -2,6357 -3,2402 -3,7421 -4,2254 -4,8080 -5,5433 -6,3881 -7,2537 -8,0681 -8,7986 -9,4484 -10,0401 -10,5932 -11,1108 -11,5878 -12,0264 -12,4363 -12,8263 -13,2044 -13,5759 -13,9271 -14,2335 -14,4927 -14,7309 -14,9760 -15,2366 -15,4995 -15,7362 -15,9112 -15,9899 -15,9487 -15,7869 -15,5291 -15,2147 -14,8920 -14,6243 -14,4802 -14,4976 -14,6636 -14,9276 -15,2269 -15,5268 -15,8574 -16,2888 -16,8514 -17,4825 -18,0474 -18,4035 -18,4591 -18,2067 -17,7215 -17,1294 -16,5670 -16,1467 -15,9351 -15,9572 -16,2096 -16,6609 -17,2481 -17,8863 -18,4920 -19,0067 -19,4095 -19,7100 -19,9263 -20,0681 -20,1294 -20,0969 -19,9832 -19,8495 -19,7849 -19,8585 -20,0835 -20,4108 -20,7503 -20,9981 -21,0537 -20,8417 -20,3516 -19,6633 -18,9304 -18,3307 -17,9949 -17,9492 -18,1138 -18,3606 -18,5752 -18,6809 -18,6370 -18,4334 -18,0922 -17,6747 -17,2682 -16,9559 -16,8017 -16,8550 -17,1466 -17,6575 -18,2940 -18,9192 -19,4219 -19,7621 -19,9697 -20,1104 -20,2431 -20,3949 -20,5660 -20,7474 -20,9297 -21,1019 -21,2444 -21,3385 -21,3947 -21,4523 -21,5199 -21,5242 -21,3430 -20,8885 -20,1543 -19,2143 -18,2019 -17,2728 -16,5618 -16,1505 -16,0531 -16,2181 -16,5532 -16,9607 -17,3586 -17,6809 -17,8776 -17,9251 -17,8433 -17,6926 -17,5419 -17,4371 -17,3907 -17,3733 -17,3222 -17,1824 -16,9423 -16,6353 -16,3288 -16,0999 -15,9826 -15,9270 -15,8134 -15,5129 -14,9655 -14,2234 -13,4131 -12,6428 -11,9558 -11,3650 -10,8909 -10,5472 -10,3146 -10,1527 -10,0212 -9,8774 -9,6815 -9,4257 -9,1370 -8,8396 -8,5225 -8,1361 -7,6143 -6,9166 -6,0606 -5,1075 -4,1201 -3,1432 -2,2059 -1,3119 -0,4313 0,4808 1,4456 2,4312 3,3531 4,1012 4,5819 4,7405 4,5560 4,0360 3,2130 2,1230 0,7827 -0,8078 -2,6355 -4,6569 -6,8082 -9,0245 -11,2647 -13,5298 -15,8480 -18,2274 -20,6135 -22,8902 -24,9278 -26,6295 -27,9509 -28,9157 -29,6136 -30,1503 -30,5964 -30,9681 -31,2245 -31,2957 -31,1306 -30,7148 -30,0600 -29,2054 -28,2277 -27,2236 -26,2680 -25,3862 -24,5547 -23,7239 -22,8479 -21,9015 -20,8849 -19,8289 -18,7985 -17,8654 -17,0594 -16,3462 -15,6545 -14,9183 -14,1054 -13,2225 -12,3124 -11,4504 -10,7238 -10,1977 -9,8895 -9,7548 -9,6911 -9,5752 -9,3226 -8,9147 -8,3678 -7,7109 -7,0076 -6,3549 -5,8423 -5,5205 -5,3889 -5,3899 -5,4431 -5,5076 -5,6057 -5,7929 -6,1158 -6,5828 -7,1452 -7,6983 -8,1298 -8,3799 -8,4538 -8,3889 -8,2233 -7,9802 -7,6679 -7,2927 -6,8674 -6,4107 -5,9378 -5,4482 -4,9232 -4,3467 -3,7468 -3,2163 -2,8743 -2,7960 -2,9788 -3,3619 -3,8656 -4,4204 -4,9786 -5,5133 -6,0209
Fz    -0,5930 -0,3760 -0,2140 -0,1478 -0,1755 -0,2607 -0,3534 -0,4097 -0,4027 -0,3268 -0,1962 -0,0460 0,0720 0,1108 0,0534 -0,0816 -0,2520 -0,4083 -0,5065 -0,5210 -0,4519 -0,3237 -0,1762 -0,0540 0,0081 -0,0005 -0,0604 -0,1358 -0,1933 -0,2096 -0,1755 -0,1023 -0,0186 0,0441 0,0693 0,0676 0,0750 0,1292 0,2413 0,3937 0,5563 0,6978 0,7947 0,8335 0,8081 0,7208 0,5862 0,4308 0,2891 0,1912 0,1379 0,0891 -0,0207 -0,2501 -0,6191 -1,0984 -1,6234 -2,1210 -2,5334 -2,8324 -3,0219 -3,1273 -3,1769 -3,1877 -3,1690 -3,1308 -3,0775 -2,9962 -2,8609 -2,6532 -2,3828 -2,0947 -1,8575 -1,7294 -1,7270 -1,8191 -1,9420 -2,0176 -1,9795 -1,8054 -1,5282 -1,2216 -0,9660 -0,8109 -0,7592 -0,7840 -0,8531 -0,9386 -1,0169 -1,0689 -1,0888 -1,0888 -1,0870 -1,0875 -1,0674 -0,9823 -0,7843 -0,4413 0,0543 0,6809 1,3843 2,0831 2,6991 3,1962 3,5903 3,9270 4,2545 4,6058 4,9930 5,4141 5,8611 6,3141 6,7332 7,0674 7,2790 7,3647 7,3538 7,2862 7,1900 7,0735 6,9246 6,7145 6,4091 5,9836 5,4368 4,7994 4,1247 3,4672 2,8545 2,2709 1,6707 1,0081 0,2586 -0,5764 -1,4732 -2,3858 -3,2504 -4,0047 -4,6161 -5,0995 -5,5143 -5,9384 -6,4332 -7,0168 -7,6612 -8,3079 -8,8825 -9,3104 -9,5398 -9,5593 -9,3994 -9,1169 -8,7742 -8,4226 -8,0880 -7,7624 -7,4115 -6,9954 -6,4861 -5,8806 -5,2079 -4,5225 -3,8789 -3,3032 -2,7836 -2,2886 -1,7933 -1,2906 -0,7789 -0,2491 0,3045 0,8679 1,4116 1,9141 2,3763 2,8150 3,2508 3,7049 4,1940 4,7166 5,2397 5,7049 6,0448 6,2023 6,1498 5,9089 5,5515 5,1695 4,8309 4,5550 4,3123 4,0470 3,7110 3,2906 2,8130 2,3339 1,9163 1,6142 1,4619 1,4586 1,5557 1,6657 1,6955 1,5850 1,3284 0,9675 0,5698 0,2017 -0,0908 -0,2973 -0,4473 -0,5999 -0,8163 -1,1331 -1,5465 -2,0121 -2,4571 -2,8018 -2,9815 -2,9694 -2,7941 -2,5372 -2,2973 -2,1461 -2,1125 -2,1901 -2,3442 -2,5205 -2,6650 -2,7442 -2,7536 -2,7162 -2,6704 -2,6467 -2,6523 -2,6740 -2,6874 -2,6704 -2,6166 -2,5358 -2,4432 -2,3530 -2,2816 -2,2491 -2,2682 -2,3279 -2,3923 -2,4127 -2,3386 -2,1253 -1,7524 -1,2422 -0,6604 -0,0918 0,3963 0,7861 1,1105 1,4276 1,7896 2,2152 2,6760 3,1059 3,4288 3,5855 3,5508 3,3458 3,0385 2,7227 2,4797 2,3427 2,2864 2,2482 2,1646 2,0000 1,7557 1,4602 1,1551 0,8864 0,6934 0,5933 0,5699 0,5761 0,5529 0,4634 0,3100 0,1240 -0,0500 -0,1630 -0,1775 -0,0902 0,0596 0,2076 0,2985 0,3074 0,2374 0,1094 -0,0400 -0,1641 -0,2222 -0,1971 -0,1006 0,0319 0,1573 0,2409 0,2709 0,2641 0,2611 0,3068 0,4265 0,6081 0,8033 0,9471 0,9870 0,8996 0,6902 0,3909 0,0598 -0,2319 -0,4251 -0,4900 -0,4318 -0,2935 -0,1540 -0,0985 -0,1744 -0,3718 -0,6399 -0,9192 -1,1654 -1,3598 -1,5074 -1,6307 -1,7582 -1,9082 -2,0809 -2,2623 -2,4308 -2,5623 -2,6342 -2,6308 -2,5540 -2,4337 -2,3198 -2,2590 -2,2761 -2,3637 -2,4850 -2,5892 -2,6317 -2,5902 -2,4723 -2,3071 -2,1269 -1,9562 -1,8148 -1,7183 -1,6674 -1,6423 -1,6122 -1,5524 -1,4699 -1,4170 -1,4667 -1,6605 -1,9749 -2,3332 -2,6386 -2,8058 -2,7868 -2,5848 -2,2514 -1,8715 -1,5391 -1,3293 -1,2785 -1,3823 -1,6055 -1,8946 -2,1890 -2,4357 -2,6062 -2,7045 -2,7612 -2,8148 -2,8908 -2,9866 -3,0756 -3,1313 -3,1481 -3,1418 -3,1374 -3,1552 -3,1999 -3,2590 -3,3067 -3,3080 -3,2275 -3,0478 -2,7843 -2,4849 -2,2182 -2,0545 -2,0396 -2,1794 -2,4438 -2,7828 -3,1404 -3,4643 -3,7152 -3,8780 -3,9713 -4,0417 -4,1422 -4,3126 -4,5680 -4,8941 -5,2442 -5,5447 -5,7238 -5,7449 -5,6196 -5,3965 -5,1383 -4,8960 -4,6953 -4,5375 -4,4084 -4,2872 -4,1524 -3,9876 -3,7921 -3,5941 -3,4445 -3,3800 -3,3914 -3,4280 -3,4277 -3,3459 -3,1740 -2,9459 -2,7241 -2,5735 -2,5368 -2,6220 -2,8014 -3,0193 -3,2105 -3,3198 -3,3147 -3,1921 -2,9769 -2,7190 -2,4808 -2,3085 -2,2105 -2,1628 -2,1259 -2,0609 -1,9460 -1,7848 -1,6060 -1,4601 -1,4039 -1,4685 -1,6356 -1,8431 -2,0158 -2,1006 -2,0914 -2,0225 -1,9380 -1,8716 -1,8502 -1,8960 -2,0133 -2,1809 -2,3613 -2,5121 -2,5907 -2,5649 -2,4320 -2,2254 -1,9941 -1,7729 -1,5635 -1,3353 -1,0468 -0,6727 -0,2147 0,3003 0,8252 1,2992 1,6711 1,9219 2,0648 2,1290 2,1441 2,1307 2,0954 2,0295 1,9085 1,6940 1,3507 0,8675 0,2620 -0,4331 -1,1833 -1,9535 -2,7108 -3,4308 -4,1053 -4,7491 -5,4021 -6,1081 -6,8774 -7,6681 -8,3992 -8,9860 -9,3722 -9,5482 -9,5546 -9,4694 -9,3763 -9,3382 -9,3820 -9,4893 -9,6048 -9,6611 -9,6025 -9,4013 -9,0678 -8,6465 -8,1941 -7,7571 -7,3602 -7,0061 -6,6764 -6,3396 -5,9639 -5,5292 -5,0373 -4,5204 -4,0333 -3,6215 -3,2925 -3,0131 -2,7316 -2,3994 -1,9819 -1,4666 -0,8769 -0,2760 0,2504 0,6307 0,8405 0,9146 0,9260 0,9473 1,0214 1,1601 1,3468 1,5332 1,6521 1,6477 1,5011 1,2388 0,9277 0,6486 0,4612 0,3816 0,3833 0,4142 0,4204 0,3718 0,2774 0,1747 0,1048 0,0955 0,1540 0,2662 0,4040 0,5368 0,6400 0,7022 0,7272 0,7293 0,7296 0,7528 0,8153 0,9041 0,9685 0,9425 0,7801 0,4752 0,0576 -0,4215 -0,9046 -1,3376 -1,6789 -1,9107
F3    -0,8954 -0,5964 -0,3389 -0,1654 -0,0758 -0,0373 -0,0094 0,0373 0,1173 0,2332 0,3755 0,5169 0,6122 0,6189 0,5235 0,3480 0,1360 -0,0657 -0,2200 -0,3083 -0,3337 -0,3140 -0,2721 -0,2280 -0,1963 -0,1814 -0,1731 -0,1548 -0,1176 -0,0602 0,0177 0,1109 0,2020 0,2657 0,2815 0,2493 0,1922 0,1383 0,0999 0,0748 0,0587 0,0486 0,0419 0,0338 0,0149 -0,0234 -0,0804 -0,1422 -0,1829 -0,1762 -0,1211 -0,0555 -0,0407 -0,1311 -0,3496 -0,6786 -1,0688 -1,4616 -1,8090 -2,0870 -2,2973 -2,4557 -2,5746 -2,6555 -2,6991 -2,7132 -2,7038 -2,6675 -2,5982 -2,4963 -2,3735 -2,2558 -2,1816 -2,1818 -2,2589 -2,3857 -2,5149 -2,5876 -2,5520 -2,3933 -2,1463 -1,8819 -1,6764 -1,5736 -1,5710 -1,6411 -1,7582 -1,9035 -2,0550 -2,1862 -2,2776 -2,3284 -2,3489 -2,3391 -2,2753 -2,1164 -1,8249 -1,3838 -0,8020 -0,1141 0,6211 1,3314 1,9596 2,4915 2,9528 3,3794 3,7964 4,2152 4,6389 5,0706 5,5143 5,9619 6,3835 6,7379 6,9976 7,1647 7,2645 7,3221 7,3476 7,3347 7,2654 7,1136 6,8527 6,4643 5,9473 5,3227 4,6276 3,9009 3,1627 2,4006 1,5799 0,6706 -0,3309 -1,4021 -2,5046 -3,5890 -4,5984 -5,4840 -6,2261 -6,8466 -7,4034 -7,9688 -8,5964 -9,2931 -10,0181 -10,7068 -11,2911 -11,7143 -11,9484 -12,0047 -11,9257 -11,7643 -11,5631 -11,3454 -11,1138 -10,8523 -10,5368 -10,1487 -9,6796 -9,1359 -8,5417 -7,9352 -7,3482 -6,7844 -6,2181 -5,6192 -4,9814 -4,3255 -3,6757 -3,0426 -2,4295 -1,8442 -1,2949 -0,7771 -0,2706 0,2480 0,7920 1,3644 1,9633 2,5784 3,1827 3,7353 4,1912 4,5113 4,6718 4,6807 4,5832 4,4430 4,3098 4,1963 4,0752 3,8992 3,6336 3,2778 2,8676 2,4620 2,1251 1,9076 1,8340 1,8923 2,0290 2,1592 2,1951 2,0813 1,8135 1,4311 0,9949 0,5650 0,1857 -0,1273 -0,3938 -0,6571 -0,9582 -1,3139 -1,7098 -2,1066 -2,4536 -2,7026 -2,8188 -2,7933 -2,6559 -2,4716 -2,3111 -2,2192 -2,2076 -2,2631 -2,3508 -2,4197 -2,4253 -2,3507 -2,2076 -2,0259 -1,8400 -1,6729 -1,5269 -1,3898 -1,2448 -1,0837 -0,9165 -0,7647 -0,6468 -0,5711 -0,5396 -0,5555 -0,6181 -0,7100 -0,7972 -0,8408 -0,8021 -0,6413 -0,3321 0,1131 0,6360 1,1539 1,5990 1,9520 2,2431 2,5276 2,8564 3,2495 3,6799 4,0834 4,3894 4,5466 4,5367 4,3852 4,1603 3,9521 3,8337 3,8258 3,8871 3,9424 3,9263 3,8108 3,6042 3,3329 3,0297 2,7317 2,4761 2,2871 2,1650 2,0835 2,0045 1,9053 1,7905 1,6800 1,5987 1,5731 1,6192 1,7248 1,8450 1,9226 1,9205 1,8354 1,6880 1,5106 1,3440 1,2298 1,1952 1,2425 1,3535 1,4986 1,6458 1,7681 1,8532 1,9070 1,9480 1,9931 2,0457 2,0899 2,0944 2,0268 1,8705 1,6294 1,3174 0,9529 0,5652 0,1939 -0,1259 -0,3750 -0,5518 -0,6787 -0,8072 -0,9948 -1,2642 -1,5919 -1,9315 -2,2416 -2,5015 -2,7125 -2,8911 -3,0579 -3,2283 -3,4066 -3,5876 -3,7585 -3,9014 -3,9989 -4,0395 -4,0169 -3,9358 -3,8215 -3,7145 -3,6515 -3,6503 -3,7025 -3,7754 -3,8244 -3,8124 -3,7252 -3,5768 -3,4003 -3,2291 -3,0870 -2,9933 -2,9626 -2,9931 -3,0610 -3,1318 -3,1761 -3,1912 -3,2148 -3,3069 -3,5020 -3,7788 -4,0709 -4,3012 -4,4099 -4,3713 -4,2010 -3,9503 -3,6905 -3,4918 -3,4025 -3,4390 -3,5909 -3,8300 -4,1160 -4,4012 -4,6405 -4,8058 -4,8971 -4,9406 -4,9713 -5,0130 -5,0661 -5,1127 -5,1362 -5,1384 -5,1358 -5,1458 -5,1751 -5,2162 -5,2514 -5,2555 -5,1976 -5,0500 -4,8098 -4,5116 -4,2189 -4,0023 -3,9165 -3,9828 -4,1850 -4,4793 -4,8108 -5,1262 -5,3834 -5,5571 -5,6441 -5,6681 -5,6720 -5,6997 -5,7823 -5,9367 -6,1632 -6,4364 -6,7005 -6,8918 -6,9739 -6,9523 -6,8643 -6,7558 -6,6609 -6,5932 -6,5506 -6,5232 -6,4976 -6,4586 -6,3907 -6,2863 -6,1610 -6,0507 -5,9803 -5,9333 -5,8599 -5,7109 -5,4659 -5,1445 -4,8028 -4,5125 -4,3326 -4,2915 -4,3828 -4,5718 -4,8076 -5,0364 -5,2134 -5,3094 -5,3153 -5,2431 -5,1255 -5,0062 -4,9193 -4,8755 -4,8644 -4,8603 -4,8337 -4,7653 -4,6548 -4,5209 -4,4004 -4,3357 -4,3463 -4,4077 -4,4596 -4,4364 -4,3015 -4,0677 -3,7868 -3,5107 -3,2697 -3,0811 -2,9583 -2,9009 -2,8868 -2,8825 -2,8560 -2,7782 -2,6277 -2,4090 -2,1566 -1,9153 -1,7114 -1,5367 -1,3543 -1,1208 -0,8123 -0,4341 -0,0138 0,4079 0,7877 1,0976 1,3393 1,5365 1,7136 1,8804 2,0293 2,1393 2,1852 2,1427 1,9887 1,7075 1,2996 0,7783 0,1588 -0,5465 -1,3239 -2,1564 -3,0262 -3,9181 -4,8262 -5,7599 -6,7335 -7,7402 -8,7354 -9,6440 -10,3891 -10,9204 -11,2277 -11,3458 -11,3436 -11,2958 -11,2596 -11,2631 -11,2976 -11,3256 -11,3030 -11,1933 -10,9744 -10,6484 -10,2452 -9,8095 -9,3784 -8,9694 -8,5817 -8,2008 -7,8044 -7,3723 -6,8960 -6,3857 -5,8733 -5,4018 -5,0009 -4,6681 -4,3718 -4,0694 -3,7237 -3,3101 -2,8222 -2,2840 -1,7515 -1,2934 -0,9596 -0,7550 -0,6353 -0,5314 -0,3877 -0,1868 0,0574 0,3139 0,5380 0,6805 0,7106 0,6282 0,4631 0,2698 0,1068 0,0079 -0,0327 -0,0510 -0,0950 -0,2025 -0,3797 -0,5953 -0,8007 -0,9601 -1,0624 -1,1138 -1,1280 -1,1165 -1,0846 -1,0323 -0,9571 -0,8571 -0,7338 -0,5907 -0,4308 -0,2650 -0,1275 -0,0758 -0,1645 -0,4126 -0,7934 -1,2502 -1,7191 -2,1461 -2,4927 -2,7373 -2,8803
F7    -0,3046 0,0545 0,3723 0,6245 0,8190 0,9839 1,1404 1,2873 1,4091 1,4934 1,5404 1,5538 1,5294 1,4597 1,3484 1,2098 1,0581 0,9017 0,7436 0,5814 0,4112 0,2330 0,0552 -0,1063 -0,2383 -0,3392 -0,4139 -0,4676 -0,5068 -0,5371 -0,5598 -0,5773 -0,5991 -0,6382 -0,7027 -0,7867 -0,8718 -0,9448 -1,0122 -1,0870 -1,1687 -1,2378 -1,2664 -1,2363 -1,1523 -1,0383 -0,9198 -0,8092 -0,7013 -0,5864 -0,4710 -0,3838 -0,3611 -0,4279 -0,5839 -0,8012 -1,0389 -1,2660 -1,4725 -1,6683 -1,8709 -2,0856 -2,2881 -2,4320 -2,4809 -2,4358 -2,3292 -2,2034 -2,0943 -2,0240 -2,0001 -2,0226 -2,0905 -2,1960 -2,3166 -2,4206 -2,4782 -2,4655 -2,3710 -2,2083 -2,0160 -1,8413 -1,7199 -1,6608 -1,6474 -1,6593 -1,6945 -1,7653 -1,8798 -2,0290 -2,1937 -2,3573 -2,5043 -2,6075 -2,6215 -2,4964 -2,2031 -1,7496 -1,1745 -0,5322 0,1182 0,7233 1,2535 1,7186 2,1581 2,6103 3,0906 3,5888 4,0781 4,5338 4,9449 5,3100 5,6264 5,8901 6,1024 6,2749 6,4270 6,5698 6,6941 6,7749 6,7840 6,7000 6,5142 6,2316 5,8668 5,4391 4,9665 4,4584 3,9063 3,2807 2,5483 1,6955 0,7432 -0,2617 -1,2652 -2,2207 -3,0930 -3,8619 -4,5301 -5,1291 -5,7087 -6,3129 -6,9547 -7,6089 -8,2281 -8,7669 -9,1921 -9,4855 -9,6514 -9,7182 -9,7263 -9,7076 -9,6733 -9,6181 -9,5295 -9,3912 -9,1911 -8,9277 -8,6109 -8,2568 -7,8868 -7,5236 -7,1766 -6,8291 -6,4458 -5,9976 -5,4827 -4,9284 -4,3701 -3,8310 -3,3205 -2,8425 -2,3959 -1,9678 -1,5341 -1,0724 -0,5739 -0,0432 0,5057 1,0482 1,5488 1,9741 2,3063 2,5420 2,6871 2,7625 2,8072 2,8634 2,9499 3,0475 3,1086 3,0871 2,9675 2,7705 2,5388 2,3205 2,1583 2,0814 2,0992 2,1938 2,3178 2,4065 2,4033 2,2826 2,0553 1,7565 1,4258 1,0913 0,7626 0,4341 0,0906 -0,2822 -0,6847 -1,0982 -1,4912 -1,8292 -2,0831 -2,2331 -2,2701 -2,2010 -2,0555 -1,8816 -1,7236 -1,6005 -1,5067 -1,4253 -1,3328 -1,2033 -1,0238 -0,8031 -0,5649 -0,3319 -0,1171 0,0826 0,2847 0,5073 0,7553 1,0110 1,2374 1,3982 1,4758 1,4751 1,4149 1,3171 1,2009 1,0851 0,9883 0,9236 0,9006 0,9355 1,0470 1,2376 1,4819 1,7373 1,9704 2,1765 2,3757 2,5953 2,8542 3,1485 3,4475 3,7072 3,8922 3,9882 4,0032 3,9656 3,9187 3,9074 3,9574 4,0583 4,1659 4,2280 4,2142 4,1262 3,9850 3,8122 3,6201 3,4185 3,2215 3,0422 2,8844 2,7436 2,6162 2,5102 2,4413 2,4224 2,4587 2,5452 2,6612 2,7676 2,8158 2,7731 2,6445 2,4690 2,2923 2,1463 2,0469 1,9998 2,0016 2,0407 2,1028 2,1749 2,2477 2,3156 2,3740 2,4164 2,4317 2,4048 2,3173 2,1520 1,9001 1,5682 1,1814 0,7751 0,3760 -0,0060 -0,3691 -0,7116 -1,0346 -1,3415 -1,6299 -1,8953 -2,1439 -2,3889 -2,6323 -2,8571 -3,0423 -3,1831 -3,2970 -3,4119 -3,5490 -3,7149 -3,9031 -4,0981 -4,2828 -4,4454 -4,5829 -4,7024 -4,8162 -4,9312 -5,0474 -5,1668 -5,2935 -5,4235 -5,5408 -5,6233 -5,6526 -5,6214 -5,5370 -5,4186 -5,2904 -5,1697 -5,0623 -4,9686 -4,8964 -4,8634 -4,8834 -4,9557 -5,0656 -5,1913 -5,3195 -5,4613 -5,6410 -5,8606 -6,0826 -6,2491 -6,3140 -6,2613 -6,1068 -5,8882 -5,6503 -5,4325 -5,2617 -5,1500 -5,0981 -5,1033 -5,1630 -5,2705 -5,4115 -5,5652 -5,7105 -5,8341 -5,9339 -6,0140 -6,0773 -6,1202 -6,1360 -6,1289 -6,1200 -6,1352 -6,1883 -6,2717 -6,3572 -6,4053 -6,3804 -6,2585 -6,0328 -5,7238 -5,3857 -5,0919 -4,9073 -4,8641 -4,9489 -5,1117 -5,2918 -5,4419 -5,5364 -5,5681 -5,5420 -5,4745 -5,3965 -5,3445 -5,3433 -5,4006 -5,5156 -5,6835 -5,8885 -6,0960 -6,2673 -6,3805 -6,4362 -6,4489 -6,4376 -6,4176 -6,3962 -6,3749 -6,3566 -6,3515 -6,3750 -6,4341 -6,5187 -6,6127 -6,7041 -6,7712 -6,7702 -6,6520 -6,3911 -6,0039 -5,5496 -5,1144 -4,7790 -4,5881 -4,5403 -4,6016 -4,7260 -4,8704 -5,0004 -5,0926 -5,1382 -5,1449 -5,1308 -5,1160 -5,1157 -5,1332 -5,1581 -5,1748 -5,1672 -5,1222 -5,0381 -4,9296 -4,8226 -4,7469 -4,7237 -4,7470 -4,7762 -4,7503 -4,6192 -4,3721 -4,0499 -3,7241 -3,4534 -3,2576 -3,1263 -3,0387 -2,9698 -2,8906 -2,7779 -2,6257 -2,4415 -2,2359 -2,0206 -1,8080 -1,6050 -1,4056 -1,1883 -0,9262 -0,6045 -0,2331 0,1564 0,5253 0,8408 1,0852 1,2635 1,4028 1,5356 1,6786 1,8245 1,9463 2,0083 1,9826 1,8591 1,6430 1,3502 1,0049 0,6304 0,2353 -0,1889 -0,6586 -1,1906 -1,8013 -2,5002 -3,2844 -4,1453 -5,0677 -6,0187 -6,9435 -7,7773 -8,4667 -8,9855 -9,3374 -9,5536 -9,6810 -9,7608 -9,8154 -9,8448 -9,8256 -9,7235 -9,5165 -9,2079 -8,8209 -8,3894 -7,9476 -7,5187 -7,1059 -6,6959 -6,2718 -5,8236 -5,3514 -4,8668 -4,3901 -3,9470 -3,5634 -3,2578 -3,0304 -2,8598 -2,7123 -2,5572 -2,3783 -2,1727 -1,9424 -1,6949 -1,4488 -1,2303 -1,0585 -0,9279 -0,8045 -0,6440 -0,4232 -0,1567 0,1199 0,3746 0,5856 0,7391 0,8286 0,8529 0,8186 0,7449 0,6537 0,5479 0,4100 0,2197 -0,0316 -0,3356 -0,6622 -0,9589 -1,1728 -1,2829 -1,3080 -1,2869 -1,2560 -1,2345 -1,2203 -1,1962 -1,1398 -1,0356 -0,8822 -0,6875 -0,4606 -0,2154 0,0158 0,1811 0,2325 0,1549 -0,0267 -0,2657 -0,5185 -0,7566 -0,9668 -1,1478 -1,3084
