Fp1   -1,0736 -1,0328 -1,0008 -0,9624 -0,9041 -0,8178 -0,7009 -0,5532 -0,3730 -0,1597 0,0751 0,3034 0,4911 0,6146 0,6701 0,6742 0,6561 0,6462 0,6657 0,7264 0,8345 0,9966 1,2197 1,5014 1,8252 2,1676 2,5019 2,7924 2,9924 3,0536 2,9447 2,6659 2,2478 1,7333 1,1622 0,5682 -0,0187 -0,5700 -1,0587 -1,4667 -1,7928 -2,0514 -2,2620 -2,4403 -2,5978 -2,7439 -2,8816 -3,0037 -3,0996 -3,1649 -3,2058 -3,2381 -3,2843 -3,3626 -3,4717 -3,5868 -3,6741 -3,7110 -3,6981 -3,6483 -3,5666 -3,4443 -3,2722 -3,0550 -2,8146 -2,5792 -2,3710 -2,1966 -2,0502 -1,9247 -1,8248 -1,7704 -1,7876 -1,8870 -2,0450 -2,2094 -2,3262 -2,3643 -2,3239 -2,2279 -2,1089 -1,9954 -1,9034 -1,8346 -1,7785 -1,7145 -1,6161 -1,4574 -1,2239 -0,9205 -0,5690 -0,1971 0,1681 0,4998 0,7764 0,9905 1,1471 1,2548 1,3238 1,3717 1,4197 1,4816 1,5583 1,6415 1,7202 1,7866 1,8378 1,8732 1,8888 1,8729 1,8095 1,6867 1,5022 1,2641 0,9893 0,7041 0,4430 0,2408 0,1213 0,0933 0,1548 0,2967 0,5060 0,7724 1,0918 1,4600 1,8661 2,2932 2,7243 3,1509 3,5752 4,0066 4,4597 4,9528 5,5033 6,1223 6,8122 7,5615 8,3395 9,1000 9,7904 10,3613 10,7791 11,0400 11,1704 11,2064 11,1738 11,0865 10,9580 10,8069 10,6490 10,4866 10,3061 10,0854 9,8058 9,4628 9,0699 8,6509 8,2316 7,8356 7,4839 7,1901 6,9556 6,7742 6,6425 6,5621 6,5336 6,5489 6,5893 6,6331 6,6710 6,7123 6,7717 6,8533 6,9505 7,0615 7,1958 7,3601 7,5384 7,6945 7,7983 7,8464 7,8562 7,8457 7,8187 7,7670 7,6855 7,5829 7,4770 7,3795 7,2885 7,1923 7,0768 6,9328 6,7577 6,5545 6,3312 6,0988 5,8603 5,6037 5,3110 4,9756 4,6044 4,2077 3,7945 3,3764 2,9679 2,5840 2,2401 1,9479 1,7081 1,5073 1,3276 1,1607 1,0135 0,8983 0,8218 0,7808 0,7634 0,7490 0,7123 0,6312 0,4958 0,3127 0,1004 -0,1189 -0,3275 -0,5143 -0,6703 -0,7859 -0,8596 -0,9049 -0,9457 -1,0024 -1,0812 -1,1718 -1,2536 -1,3008 -1,2876 -1,1958 -1,0234 -0,7853 -0,5103 -0,2369 -0,0026 0,1674 0,2629 0,2858 0,2492 0,1730 0,0771 -0,0207 -0,1047 -0,1598 -0,1730 -0,1367 -0,0483 0,0911 0,2751 0,4885 0,7081 0,9056 1,0524 1,1307 1,1418 1,1030 1,0365 0,9586 0,8737 0,7776 0,6700 0,5622 0,4670 0,3826 0,2917 0,1759 0,0282 -0,1448 -0,3286 -0,5051 -0,6529 -0,7466 -0,7673 -0,7194 -0,6333 -0,5466 -0,4783 -0,4174 -0,3350 -0,2086 -0,0354 0,1713 0,3917 0,6074 0,8018 0,9602 1,0711 1,1295 1,1436 1,1361 1,1371 1,1698 1,2424 1,3495 1,4814 1,6310 1,7932 1,9628 2,1375 2,3223 2,5280 2,7599 3,0052 3,2308 3,3921 3,4477 3,3705 3,1542 2,8214 2,4216 2,0130 1,6408 1,3316 1,0912 0,9013 0,7267 0,5338 0,3041 0,0375 -0,2519 -0,5434 -0,8116 -1,0291 -1,1767 -1,2519 -1,2632 -1,2172 -1,1103 -0,9334 -0,6802 -0,3515 0,0431 0,4789 0,9120 1,2874 1,5567 1,6957 1,7104 1,6272 1,4763 1,2865 1,0880 0,9070 0,7569 0,6375 0,5415 0,4582 0,3772 0,2937 0,2097 0,1242 0,0213 -0,1264 -0,3386 -0,6122 -0,9195 -1,2183 -1,4702 -1,6554 -1,7752 -1,8456 -1,8852 -1,9056 -1,9120 -1,9068 -1,8892 -1,8565 -1,8091 -1,7508 -1,6842 -1,6100 -1,5269 -1,4316 -1,3225 -1,2032 -1,0853 -0,9897 -0,9419 -0,9576 -1,0277 -1,1177 -1,1865 -1,2053 -1,1647 -1,0689 -0,9273 -0,7501 -0,5515 -0,3501 -0,1667 -0,0235 0,0575 0,0593 -0,0225 -0,1738 -0,3628 -0,5471 -0,6835 -0,7395 -0,7011 -0,5743 -0,3789 -0,1422 0,1047 0,3293 0,5014 0,5994 0,6171 0,5603 0,4390 0,2634 0,0462 -0,1969 -0,4498 -0,6968 -0,9203 -1,1010 -1,2259 -1,2981 -1,3346 -1,3540 -1,3680 -1,3854 -1,4240 -1,5148 -1,6891 -1,9578 -2,2990 -2,6649 -2,9991 -3,2542 -3,4034 -3,4442 -3,3923 -3,2708 -3,1045 -2,9167 -2,7273 -2,5560 -2,4246 -2,3463 -2,3145 -2,3078 -2,3122 -2,3307 -2,3761 -2,4607 -2,5916 -2,7653 -2,9633 -3,1576 -3,3209 -3,4319 -3,4783 -3,4606 -3,3922 -3,2938 -3,1870 -3,0868 -2,9927 -2,8846 -2,7396 -2,5553 -2,3523 -2,1543 -1,9697 -1,7906 -1,6048 -1,4049 -1,1924 -0,9826 -0,8051 -0,6940 -0,6751 -0,7624 -0,9624 -1,2783 -1,7124 -2,2613 -2,9079 -3,6198 -4,3607 -5,0992 -5,8068 -6,4521 -6,9981 -7,4068 -7,6492 -7,7118 -7,5945 -7,3047 -6,8535 -6,2563 -5,5337 -4,7120 -3,8176 -2,8727 -1,8950 -0,9024 0,0871 1,0583 1,9992 2,8925 3,7093 4,4178 4,9963 5,4388 5,7499 5,9381 6,0139 5,9895 5,8775 5,6874 5,4272 5,1060 4,7361 4,3366 3,9325 3,5475 3,1980 2,8914 2,6200 2,3534 2,0509 1,6865 1,2600 0,7854 0,2743 -0,2702 -0,8483 -1,4532 -2,0650 -2,6531 -3,1838 -3,6292 -3,9739 -4,2156 -4,3580 -4,4075 -4,3704 -4,2484 -4,0392 -3,7476 -3,3973 -3,0328 -2,7058 -2,4560 -2,3047 -2,2587 -2,3175 -2,4718 -2,6995 -2,9713 -3,2649 -3,5744 -3,9043 -4,2559 -4,6215 -4,9897 -5,3513 -5,6981 -6,0184 -6,3011 -6,5418 -6,7395 -6,8959 -7,0284 -7,1791 -7,4027 -7,7400 -8,2028 -8,7756 -9,4270 -10,1167 -10,7951 -11,4041 -11,8876 -12,2065 -12,3462 -12,3176 -12,1559 -11,9119 -11,6340 -11,3505 -11,0641 -10,7602 -10,4186 -10,0206 -9,5543 -9,0189
Fz    -0,3771 -0,3536 -0,3000 -0,2015 -0,0498 0,1518 0,3869 0,6343 0,8756 1,0947 1,2701 1,3753 1,3909 1,3167 1,1721 0,9878 0,7977 0,6349 0,5299 0,5082 0,5868 0,7739 1,0669 1,4404 1,8440 2,2209 2,5244 2,7157 2,7624 2,6457 2,3694 1,9608 1,4598 0,9027 0,3142 -0,2889 -0,8868 -1,4533 -1,9634 -2,3964 -2,7353 -2,9710 -3,1096 -3,1714 -3,1827 -3,1647 -3,1269 -3,0703 -2,9969 -2,9153 -2,8402 -2,7907 -2,7903 -2,8574 -2,9905 -3,1652 -3,3466 -3,5024 -3,6078 -3,6420 -3,5900 -3,4503 -3,2413 -2,9948 -2,7416 -2,5026 -2,2885 -2,1023 -1,9403 -1,7959 -1,6668 -1,5587 -1,4826 -1,4452 -1,4427 -1,4647 -1,5019 -1,5504 -1,6099 -1,6807 -1,7615 -1,8474 -1,9271 -1,9816 -1,9886 -1,9242 -1,7626 -1,4815 -1,0752 -0,5639 0,0124 0,6108 1,1935 1,7238 2,1671 2,5000 2,7178 2,8328 2,8676 2,8469 2,7901 2,7079 2,6064 2,4915 2,3727 2,2639 2,1779 2,1178 2,0714 2,0171 1,9348 1,8180 1,6760 1,5237 1,3704 1,2137 1,0436 0,8507 0,6345 0,4092 0,2043 0,0562 -0,0010 0,0633 0,2756 0,6513 1,1850 1,8475 2,5940 3,3794 4,1722 4,9606 5,7481 6,5475 7,3797 8,2692 9,2298 10,2460 11,2690 12,2303 13,0620 13,7141 14,1640 14,4172 14,4998 14,4482 14,3038 14,1067 13,8861 13,6574 13,4302 13,2116 13,0000 12,7801 12,5276 12,2196 11,8444 11,4082 10,9360 10,4675 10,0490 9,7151 9,4717 9,2976 9,1661 9,0628 8,9860 8,9395 8,9305 8,9704 9,0764 9,2654 9,5416 9,8910 10,2922 10,7309 11,2014 11,6923 12,1724 12,5975 12,9310 13,1594 13,2862 13,3179 13,2594 13,1188 12,9055 12,6279 12,2939 11,9149 11,5093 11,1006 10,7105 10,3514 10,0215 9,7112 9,4155 9,1358 8,8662 8,5879 8,2784 7,9246 7,5267 7,0946 6,6428 6,1858 5,7361 5,3043 4,8979 4,5234 4,1903 3,9102 3,6884 3,5243 3,4223 3,3935 3,4447 3,5684 3,7399 3,9186 4,0588 4,1243 4,0973 3,9800 3,7895 3,5472 3,2705 2,9733 2,6708 2,3829 2,1313 1,9313 1,7830 1,6728 1,5871 1,5227 1,4828 1,4690 1,4812 1,5207 1,5902 1,6870 1,7989 1,9043 1,9819 2,0216 2,0254 1,9982 1,9449 1,8781 1,8209 1,7971 1,8173 1,8757 1,9609 2,0694 2,2078 2,3851 2,6035 2,8586 3,1462 3,4621 3,7952 4,1275 4,4405 4,7194 4,9529 5,1304 5,2400 5,2727 5,2320 5,1358 5,0062 4,8594 4,6993 4,5187 4,3072 4,0625 3,7908 3,5010 3,2035 2,9150 2,6553 2,4369 2,2651 2,1445 2,0862 2,1099 2,2353 2,4655 2,7845 3,1673 3,5858 4,0069 4,3962 4,7256 4,9782 5,1500 5,2557 5,3280 5,4067 5,5228 5,6889 5,9041 6,1639 6,4632 6,7931 7,1393 7,4846 7,8166 8,1331 8,4371 8,7255 8,9810 9,1745 9,2785 9,2790 9,1771 8,9873 8,7350 8,4471 8,1421 7,8337 7,5329 7,2464 6,9769 6,7266 6,4956 6,2812 6,0809 5,8980 5,7466 5,6483 5,6185 5,6553 5,7466 5,8826 6,0574 6,2643 6,5040 6,7925 7,1481 7,5648 8,0021 8,4029 8,7210 8,9329 9,0309 9,0155 8,8954 8,6904 8,4313 8,1511 7,8726 7,6053 7,3500 7,1003 6,8487 6,5961 6,3532 6,1281 5,9155 5,7019 5,4771 5,2405 5,0006 4,7724 4,5721 4,4127 4,2998 4,2255 4,1706 4,1181 4,0687 4,0456 4,0830 4,2017 4,3950 4,6378 4,9033 5,1693 5,4171 5,6303 5,7917 5,8835 5,8924 5,8116 5,6404 5,3890 5,0856 4,7735 4,4959 4,2858 4,1605 4,1207 4,1511 4,2287 4,3347 4,4640 4,6194 4,7950 4,9670 5,1032 5,1817 5,2029 5,1868 5,1605 5,1502 5,1770 5,2511 5,3700 5,5212 5,6855 5,8376 5,9471 5,9884 5,9531 5,8495 5,6946 5,5122 5,3350 5,1958 5,1130 5,0813 5,0773 5,0751 5,0617 5,0383 5,0076 4,9653 4,9062 4,8329 4,7519 4,6601 4,5413 4,3757 4,1524 3,8775 3,5715 3,2628 2,9843 2,7699 2,6455 2,6209 2,6892 2,8351 3,0464 3,3172 3,6366 3,9780 4,3043 4,5856 4,8038 4,9445 4,9910 4,9308 4,7654 4,5113 4,1943 3,8492 3,5160 3,2316 3,0224 2,9045 2,8845 2,9602 3,1202 3,3438 3,6050 3,8812 4,1617 4,4411 4,7022 4,9141 5,0499 5,1027 5,0890 5,0373 4,9738 4,9134 4,8556 4,7816 4,6631 4,4830 4,2474 3,9747 3,6726 3,3232 2,8918 2,3498 1,6902 0,9276 0,0984 -0,7427 -1,5340 -2,2177 -2,7489 -3,1032 -3,2749 -3,2672 -3,0879 -2,7507 -2,2723 -1,6657 -0,9391 -0,1038 0,8167 1,7891 2,7805 3,7663 4,7352 5,6885 6,6270 7,5347 8,3804 9,1292 9,7500 10,2142 10,4982 10,5938 10,5193 10,3178 10,0421 9,7368 9,4247 9,1068 8,7745 8,4238 8,0616 7,7025 7,3611 7,0421 6,7338 6,4129 6,0615 5,6783 5,2701 4,8368 4,3686 3,8546 3,2963 2,7181 2,1621 1,6729 1,2783 0,9821 0,7758 0,6559 0,6264 0,6887 0,8392 1,0732 1,3824 1,7462 2,1277 2,4806 2,7605 2,9346 2,9869 2,9173 2,7363 2,4592 2,0993 1,6645 1,1613 0,6029 0,0124 -0,5819 -1,1576 -1,7025 -2,2085 -2,6660 -3,0729 -3,4431 -3,7943 -4,1312 -4,4469 -4,7431 -5,0447 -5,3891 -5,8039 -6,2953 -6,8474 -7,4269 -7,9915 -8,5001 -8,9187 -9,2225 -9,3985 -9,4456 -9,3722 -9,1931 -8,9252 -8,5844 -8,1835 -7,7309 -7,2314 -6,6876 -6,1060 -5,4969
F3    -0,3543 -0,3404 -0,3052 -0,2360 -0,1240 0,0332 0,2313 0,4643 0,7252 0,9994 1,2557 1,4501 1,5439 1,5244 1,4107 1,2434 1,0681 0,9246 0,8411 0,8339 0,9094 1,0706 1,3155 1,6264 1,9662 2,2941 2,5733 2,7654 2,8290 2,7317 2,4630 2,0376 1,4875 0,8509 0,1666 -0,5270 -1,1924 -1,7973 -2,3182 -2,7404 -3,0563 -3,2669 -3,3826 -3,4201 -3,3973 -3,3273 -3,2153 -3,0631 -2,8808 -2,6914 -2,5253 -2,4113 -2,3716 -2,4150 -2,5286 -2,6791 -2,8257 -2,9357 -2,9932 -2,9937 -2,9367 -2,8236 -2,6642 -2,4773 -2,2840 -2,0995 -1,9313 -1,7818 -1,6488 -1,5273 -1,4126 -1,3049 -1,2091 -1,1271 -1,0511 -0,9690 -0,8772 -0,7824 -0,6930 -0,6134 -0,5461 -0,4928 -0,4516 -0,4146 -0,3702 -0,3000 -0,1771 0,0270 0,3270 0,7111 1,1482 1,6047 2,0537 2,4701 2,8305 3,1209 3,3398 3,4935 3,5896 3,6356 3,6370 3,5954 3,5093 3,3804 3,2197 3,0485 2,8922 2,7695 2,6845 2,6248 2,5688 2,4978 2,4046 2,2921 2,1677 2,0371 1,9038 1,7700 1,6410 1,5296 1,4597 1,4626 1,5687 1,8028 2,1823 2,7096 3,3624 4,0934 4,8443 5,5679 6,2402 6,8616 7,4540 8,0535 8,7014 9,4319 10,2608 11,1758 12,1360 13,0783 13,9297 14,6243 15,1206 15,4124 15,5281 15,5145 15,4175 15,2723 15,1025 14,9247 14,7502 14,5830 14,4142 14,2207 13,9729 13,6459 13,2280 12,7261 12,1671 11,5947 11,0630 10,6215 10,2963 10,0821 9,9559 9,8940 9,8784 9,8970 9,9424 10,0142 10,1225 10,2846 10,5105 10,7884 11,0919 11,4010 11,7121 12,0237 12,3183 12,5636 12,7361 12,8385 12,8917 12,9119 12,8981 12,8367 12,7141 12,5255 12,2743 11,9686 11,6243 11,2644 10,9120 10,5839 10,2872 10,0219 9,7873 9,5799 9,3849 9,1727 8,9104 8,5755 8,1619 7,6805 7,1589 6,6342 6,1402 5,6994 5,3230 5,0138 4,7688 4,5803 4,4367 4,3274 4,2464 4,1899 4,1516 4,1233 4,0964 4,0595 3,9978 3,9011 3,7696 3,6128 3,4420 3,2640 3,0784 2,8828 2,6798 2,4785 2,2906 2,1242 1,9781 1,8439 1,7162 1,6004 1,5071 1,4443 1,4192 1,4419 1,5225 1,6605 1,8405 2,0370 2,2241 2,3832 2,5038 2,5800 2,6120 2,6092 2,5868 2,5594 2,5357 2,5218 2,5283 2,5759 2,6912 2,8954 3,1925 3,5665 3,9879 4,4189 4,8190 5,1563 5,4176 5,6057 5,7314 5,8057 5,8321 5,8063 5,7263 5,5997 5,4394 5,2535 5,0440 4,8102 4,5563 4,2928 4,0297 3,7691 3,5088 3,2510 3,0035 2,7739 2,5675 2,3935 2,2735 2,2430 2,3366 2,5655 2,9111 3,3341 3,7887 4,2300 4,6217 4,9419 5,1839 5,3507 5,4547 5,5210 5,5856 5,6835 5,8357 6,0447 6,3003 6,5846 6,8744 7,1472 7,3893 7,5995 7,7883 7,9698 8,1542 8,3408 8,5156 8,6572 8,7457 8,7677 8,7163 8,5914 8,3973 8,1410 7,8337 7,4911 7,1297 6,7642 6,4055 6,0580 5,7198 5,3875 5,0640 4,7654 4,5169 4,3365 4,2241 4,1700 4,1702 4,2306 4,3588 4,5571 4,8254 5,1600 5,5425 5,9315 6,2750 6,5303 6,6732 6,6969 6,6106 6,4374 6,2122 5,9761 5,7629 5,5853 5,4363 5,3005 5,1616 5,0050 4,8223 4,6132 4,3801 4,1207 3,8278 3,4968 3,1320 2,7495 2,3743 2,0340 1,7493 1,5287 1,3682 1,2593 1,1980 1,1905 1,2481 1,3776 1,5695 1,7975 2,0316 2,2497 2,4392 2,5936 2,7079 2,7737 2,7794 2,7163 2,5821 2,3830 2,1392 1,8883 1,6765 1,5390 1,4904 1,5279 1,6412 1,8174 2,0409 2,2963 2,5723 2,8612 3,1504 3,4158 3,6269 3,7615 3,8190 3,8202 3,7976 3,7837 3,8029 3,8659 3,9669 4,0875 4,2052 4,2999 4,3543 4,3544 4,2950 4,1813 4,0260 3,8452 3,6589 3,4857 3,3329 3,1937 3,0569 2,9183 2,7837 2,6621 2,5555 2,4563 2,3544 2,2453 2,1289 2,0021 1,8567 1,6825 1,4765 1,2490 1,0199 0,8113 0,6449 0,5407 0,5120 0,5641 0,6970 0,9068 1,1865 1,5238 1,8968 2,2722 2,6147 2,8993 3,1119 3,2375 3,2571 3,1556 2,9306 2,5939 2,1705 1,7004 1,2340 0,8205 0,4984 0,2917 0,2129 0,2640 0,4331 0,6930 1,0083 1,3477 1,6945 2,0405 2,3710 2,6629 2,8974 3,0721 3,2018 3,3104 3,4169 3,5266 3,6298 3,7035 3,7192 3,6572 3,5174 3,3113 3,0437 2,6982 2,2427 1,6472 0,9001 0,0162 -0,9615 -1,9692 -2,9338 -3,7835 -4,4579 -4,9201 -5,1597 -5,1852 -5,0143 -4,6678 -4,1649 -3,5205 -2,7490 -1,8724 -0,9223 0,0652 1,0597 2,0416 3,0030 3,9424 4,8529 5,7146 6,4997 7,1831 7,7455 8,1696 8,4418 8,5601 8,5389 8,4052 8,1918 7,9276 7,6319 7,3133 6,9757 6,6265 6,2786 5,9456 5,6363 5,3509 5,0778 4,7966 4,4863 4,1295 3,7095 3,2114 2,6284 1,9689 1,2592 0,5399 -0,1450 -0,7575 -1,2723 -1,6796 -1,9801 -2,1754 -2,2647 -2,2468 -2,1234 -1,9047 -1,6165 -1,3000 -1,0029 -0,7668 -0,6192 -0,5736 -0,6333 -0,7932 -1,0395 -1,3564 -1,7347 -2,1716 -2,6605 -3,1841 -3,7150 -4,2233 -4,6880 -5,1026 -5,4689 -5,7892 -6,0677 -6,3160 -6,5464 -6,7670 -6,9845 -7,2135 -7,4814 -7,8181 -8,2415 -8,7510 -9,3282 -9,9392 -10,5361 -11,0633 -11,4702 -11,7236 -11,8138 -11,7513 -11,5576 -11,2590 -10,8786 -10,4310 -9,9203 -9,3453 -8,7069 -8,0120 -7,2745 -6,5125
F7    -1,2827 -1,1735 -1,0503 -0,9175 -0,7793 -0,6376 -0,4867 -0,3108 -0,0940 0,1636 0,4389 0,6921 0,8875 1,0135 1,0839 1,1211 1,1417 1,1538 1,1616 1,1718 1,1962 1,2493 1,3429 1,4771 1,6367 1,7996 1,9443 2,0496 2,0928 2,0528 1,9174 1,6875 1,3732 0,9903 0,5625 0,1186 -0,3180 -0,7349 -1,1255 -1,4817 -1,7920 -2,0484 -2,2499 -2,3975 -2,4899 -2,5278 -2,5156 -2,4592 -2,3710 -2,2763 -2,2049 -2,1795 -2,2100 -2,2901 -2,3981 -2,5040 -2,5800 -2,6069 -2,5782 -2,4983 -2,3778 -2,2276 -2,0562 -1,8740 -1,6974 -1,5458 -1,4356 -1,3735 -1,3526 -1,3565 -1,3688 -1,3832 -1,4042 -1,4347 -1,4623 -1,4630 -1,4215 -1,3432 -1,2462 -1,1488 -1,0657 -1,0069 -0,9718 -0,9478 -0,9171 -0,8616 -0,7659 -0,6208 -0,4245 -0,1828 0,0943 0,3965 0,7156 1,0448 1,3746 1,6880 1,9610 2,1690 2,2951 2,3336 2,2861 2,1577 1,9594 1,7106 1,4402 1,1828 0,9693 0,8170 0,7265 0,6883 0,6898 0,7163 0,7485 0,7662 0,7582 0,7282 0,6871 0,6420 0,5972 0,5625 0,5588 0,6137 0,7510 0,9830 1,3112 1,7266 2,2068 2,7177 3,2273 3,7179 4,1884 4,6495 5,1234 5,6390 6,2217 6,8832 7,6158 8,3949 9,1794 9,9154 10,5454 11,0240 11,3326 11,4870 11,5342 11,5319 11,5219 11,5179 11,5120 11,4864 11,4229 11,3090 11,1425 10,9291 10,6740 10,3765 10,0375 9,6686 9,2937 8,9408 8,6343 8,3921 8,2236 8,1248 8,0800 8,0703 8,0811 8,1064 8,1443 8,1961 8,2713 8,3874 8,5550 8,7630 8,9843 9,1992 9,4047 9,6004 9,7709 9,8899 9,9406 9,9344 9,9040 9,8772 9,8570 9,8244 9,7554 9,6345 9,4570 9,2264 8,9526 8,6472 8,3191 7,9748 7,6207 7,2673 6,9282 6,6125 6,3139 6,0072 5,6577 5,2353 4,7232 4,1260 3,4755 2,8201 2,2033 1,6519 1,1766 0,7753 0,4384 0,1554 -0,0768 -0,2518 -0,3631 -0,4167 -0,4351 -0,4454 -0,4640 -0,4908 -0,5177 -0,5392 -0,5575 -0,5830 -0,6309 -0,7122 -0,8261 -0,9581 -1,0829 -1,1739 -1,2153 -1,2095 -1,1755 -1,1392 -1,1200 -1,1237 -1,1440 -1,1679 -1,1812 -1,1705 -1,1258 -1,0416 -0,9157 -0,7453 -0,5305 -0,2803 -0,0169 0,2312 0,4425 0,6072 0,7246 0,7994 0,8427 0,8737 0,9187 1,0025 1,1411 1,3415 1,6006 1,9018 2,2173 2,5153 2,7675 2,9593 3,0938 3,1814 3,2260 3,2216 3,1585 3,0313 2,8470 2,6247 2,3871 2,1505 1,9220 1,7014 1,4878 1,2833 1,0904 0,9109 0,7517 0,6266 0,5477 0,5134 0,5097 0,5239 0,5543 0,6085 0,6942 0,8127 0,9629 1,1439 1,3514 1,5724 1,7879 1,9822 2,1493 2,2932 2,4246 2,5570 2,7023 2,8649 3,0395 3,2165 3,3898 3,5540 3,6983 3,8072 3,8695 3,8825 3,8486 3,7757 3,6815 3,5857 3,4917 3,3802 3,2265 3,0186 2,7591 2,4588 2,1320 1,7936 1,4602 1,1474 0,8624 0,5981 0,3403 0,0782 -0,1915 -0,4668 -0,7412 -1,0024 -1,2355 -1,4304 -1,5855 -1,7011 -1,7698 -1,7758 -1,7083 -1,5712 -1,3772 -1,1369 -0,8605 -0,5651 -0,2727 -0,0081 0,1965 0,3041 0,2886 0,1518 -0,0761 -0,3497 -0,6266 -0,8785 -1,0900 -1,2540 -1,3732 -1,4619 -1,5389 -1,6156 -1,6974 -1,7943 -1,9233 -2,0981 -2,3162 -2,5543 -2,7761 -2,9515 -3,0716 -3,1439 -3,1796 -3,1852 -3,1615 -3,1054 -3,0145 -2,8919 -2,7479 -2,5962 -2,4518 -2,3300 -2,2439 -2,2000 -2,1977 -2,2337 -2,3073 -2,4217 -2,5786 -2,7706 -2,9781 -3,1703 -3,3094 -3,3626 -3,3160 -3,1789 -2,9772 -2,7410 -2,4938 -2,2474 -2,0088 -1,7908 -1,6156 -1,5057 -1,4730 -1,5151 -1,6184 -1,7638 -1,9290 -2,0868 -2,2076 -2,2693 -2,2676 -2,2164 -2,1383 -2,0552 -1,9847 -1,9407 -1,9285 -1,9397 -1,9609 -1,9836 -2,0028 -2,0125 -2,0134 -2,0192 -2,0498 -2,1187 -2,2266 -2,3651 -2,5248 -2,6987 -2,8824 -3,0726 -3,2676 -3,4668 -3,6732 -3,8960 -4,1435 -4,4120 -4,6837 -4,9352 -5,1451 -5,2977 -5,3853 -5,4055 -5,3530 -5,2190 -5,0006 -4,7097 -4,3753 -4,0400 -3,7513 -3,5499 -3,4612 -3,4950 -3,6484 -3,9084 -4,2534 -4,6567 -5,0864 -5,5028 -5,8615 -6,1226 -6,2627 -6,2797 -6,1871 -6,0027 -5,7403 -5,4106 -5,0302 -4,6278 -4,2387 -3,8938 -3,6124 -3,4000 -3,2489 -3,1408 -3,0533 -2,9688 -2,8780 -2,7783 -2,6752 -2,5858 -2,5343 -2,5410 -2,6168 -2,7660 -2,9931 -3,3074 -3,7226 -4,2489 -4,8842 -5,6103 -6,3904 -7,1727 -7,8967 -8,5022 -8,9436 -9,2010 -9,2762 -9,1784 -8,9171 -8,5023 -7,9457 -7,2614 -6,4694 -5,5983 -4,6789 -3,7370 -2,7956 -1,8755 -0,9914 -0,1476 0,6563 1,4161 2,1217 2,7602 3,3210 3,7988 4,1924 4,5008 4,7219 4,8560 4,9090 4,8910 4,8127 4,6802 4,4923 4,2460 3,9443 3,5994 3,2275 2,8425 2,4514 2,0548 1,6510 1,2369 0,8078 0,3570 -0,1235 -0,6366 -1,1747 -1,7222 -2,2631 -2,7814 -3,2578 -3,6715 -4,0107 -4,2776 -4,4788 -4,6107 -4,6558 -4,5975 -4,4378 -4,2013 -3,9270 -3,6575 -3,4326 -3,2830 -3,2252 -3,2609 -3,3813 -3,5753 -3,8361 -4,1608 -4,5443 -4,9707 -5,4092 -5,8239 -6,1904 -6,5038 -6,7750 -7,0220 -7,2644 -7,5183 -7,7904 -8,0771 -8,3722 -8,6760 -8,9958 -9,3407 -9,7138 -10,1100 -10,5200 -10,9347 -11,3439 -11,7310 -12,0720 -12,3439 -12,5323 -12,6306 -12,6381 -12,5614 -12,4137 -12,2105 -11,9584 -11,6483 -11,2600 -10,7763 -10,1912 -9,5141
