Fp1   -0,0504 0,2380 0,4695 0,5554 0,4142 0,0232 -0,5541 -1,1951 -1,7790 -2,2224 -2,4690 -2,4760 -2,2264 -1,7513 -1,1324 -0,4656 0,1819 0,7775 1,2920 1,6808 1,8958 1,9079 1,7301 1,4300 1,1169 0,8967 0,8235 0,8840 1,0152 1,1361 1,1767 1,0946 0,8849 0,5865 0,2728 0,0132 -0,1733 -0,3210 -0,4748 -0,6534 -0,8414 -0,9952 -1,0579 -0,9905 -0,7965 -0,5162 -0,2066 0,0783 0,3063 0,4662 0,5466 0,5328 0,4208 0,2253 -0,0222 -0,2824 -0,5168 -0,6938 -0,8017 -0,8608 -0,9078 -0,9602 -0,9986 -0,9919 -0,9273 -0,8208 -0,7171 -0,6740 -0,7248 -0,8474 -0,9629 -0,9697 -0,8058 -0,5036 -0,1737 0,0821 0,2357 0,3199 0,3773 0,4296 0,4801 0,5322 0,6024 0,7082 0,8472 0,9881 1,0891 1,1359 1,1533 1,1743 1,2118 1,2577 1,3013 1,3427 1,3870 1,4287 1,4557 1,4702 1,4932 1,5372 1,5846 1,5955 1,5301 1,3609 1,0750 0,6721 0,1702 -0,3774 -0,8799 -1,2493 -1,4580 -1,5455 -1,5686 -1,5610 -1,5368 -1,5099 -1,5014 -1,5361 -1,6324 -1,7899 -1,9799 -2,1483 -2,2341 -2,1973 -2,0345 -1,7704 -1,4341 -1,0428 -0,6140 -0,1915 0,1485 0,3273 0,3171 0,1773 0,0254 -0,0418 0,0045 0,1492 0,3741 0,6576 0,9571 1,2175 1,4010 1,5099 1,5888 1,7022 1,8987 2,1875 2,5492 2,9740 3,4879 4,1338 4,9259 5,8185 6,7135 7,5035 8,1214 8,5566 8,8289 8,9551 8,9433 8,8068 8,5694 8,2570 7,8992 7,5424 7,2514 7,0902 7,0959 7,2557 7,5093 7,7849 8,0295 8,1962 8,2277 8,0862 7,8006 7,4614 7,1797 7,0540 7,1399 7,4150 7,7772 8,1017 8,3106 8,4036 8,4366 8,4614 8,4712 8,4024 8,1902 7,8211 7,3388 6,8110 6,2914 5,8037 5,3473 4,9158 4,5200 4,1960 3,9753 3,8446 3,7424 3,6004 3,3772 3,0609 2,6694 2,2499 1,8575 1,5237 1,2469 1,0052 0,7652 0,4948 0,1884 -0,1223 -0,3924 -0,5939 -0,7215 -0,7874 -0,8135 -0,8194 -0,8172 -0,8166 -0,8228 -0,8261 -0,7949 -0,6826 -0,4570 -0,1370 0,2024 0,4723 0,6200 0,6374 0,5430 0,3798 0,2146 0,1148 0,1211 0,2446 0,4720 0,7663 1,0810 1,3826 1,6503 1,8599 1,9793 1,9731 1,8173 1,5243 1,1521 0,7718 0,4194 0,0869 -0,2454 -0,5770 -0,8856 -1,1493 -1,3633 -1,5319 -1,6483 -1,6926 -1,6518 -1,5378 -1,3824 -1,2251 -1,1075 -1,0577 -1,0609 -1,0566 -0,9741 -0,7742 -0,4746 -0,1518 0,0769 0,1009 -0,1125 -0,4893 -0,9076 -1,2858 -1,6211 -1,9697 -2,3967 -2,9214 -3,4955 -4,0255 -4,4109 -4,5855 -4,5504 -4,3759 -4,1783 -4,0744 -4,1173 -4,2548 -4,3637 -4,3346 -4,1372 -3,8302 -3,5226 -3,3102 -3,2349 -3,2907 -3,4473 -3,6581 -3,8618 -4,0011 -4,0473 -3,9990 -3,8586 -3,6296 -3,3461 -3,0856 -2,9314 -2,9120 -2,9821 -3,0667 -3,1225 -3,1524 -3,1738 -3,1880 -3,1757 -3,1123 -2,9895 -2,8245 -2,6384 -2,4367 -2,2234 -2,0243 -1,8764 -1,7920 -1,7368 -1,6566 -1,5195 -1,3256 -1,0971 -0,8747 -0,7047 -0,6039 -0,5350 -0,4210 -0,2035 0,1024 0,4342 0,7613 1,1002 1,4663 1,8480 2,2168 2,5450 2,8171 3,0227 3,1432 3,1594 3,0686 2,8894 2,6538 2,3896 2,1007 1,7711 1,3911 0,9832 0,6059 0,3305 0,2061 0,2457 0,4381 0,7622 1,1898 1,6847 2,2076 2,7151 3,1467 3,4197 3,4621 3,2653 2,8908 2,4317 1,9782 1,6021 1,3443 1,2112 1,1914 1,2796 1,4814 1,7838 2,1369 2,4824 2,7811 2,9950 3,0731 2,9864 2,7719 2,5201 2,3097 2,1647 2,0649 1,9706 1,8422 1,6738 1,5177 1,4487 1,5021 1,6589 1,8762 2,1179 2,3584 2,5742 2,7414 2,8375 2,8461 2,7637 2,6003 2,3677 2,0830 1,7921 1,5668 1,4616 1,4750 1,5528 1,6307 1,6843 1,7386 1,8340 1,9910 2,2000 2,4320 2,6511 2,8189 2,9028 2,8882 2,7802 2,6027 2,3969 2,2021 2,0337 1,8816 1,7287 1,5723 1,4279 1,3113 1,2288 1,1889 1,2121 1,3218 1,5254 1,8008 2,1005 2,3721 2,5773 2,7022 2,7503 2,7207 2,6074 2,4158 2,1601 1,8510 1,4993 1,1264 0,7784 0,5328 0,4722 0,6308 0,9759 1,4365 1,9260 2,3591 2,6807 2,8851 3,0002 3,0502 3,0387 2,9670 2,8642 2,7944 2,8290 3,0068 3,3163 3,6967 4,0541 4,3027 4,4051 4,3664 4,1962 3,8923 3,4720 3,0101 2,6264 2,4243 2,4389 2,6205 2,8610 3,0497 3,1249 3,0758 2,9014 2,5881 2,1332 1,5635 0,9195 0,2470 -0,3797 -0,8513 -1,0675 -0,9846 -0,6282 -0,0868 0,5061 1,0071 1,3022 1,3422 1,1645 0,8789 0,6080 0,4229 0,3149 0,2130 0,0365 -0,2388 -0,5495 -0,7789 -0,8225 -0,6251 -0,1783 0,4832 1,2842 2,1311 2,9342 3,6170 4,1253 4,4336 4,5491 4,5181 4,4216 4,3411 4,3104 4,3010 4,2595 4,1600 4,0296 3,9301 3,9169 4,0058 4,1694 4,3653 4,5566 4,7006 4,7482 4,6773 4,5305 4,4007 4,3619 4,4225 4,5497 4,7073 4,8642 4,9938 5,0829 5,1206 5,0710 4,8811 4,5361 4,0992 3,6815 3,3689 3,1776 3,0674 2,9898 2,9276 2,9035 2,9530 3,0887 3,2767 3,4441 3,5191 3,4767 3,3538 3,2210 3,1299 3,0854 3,0605 3,0217 2,9420 2,8039 2,5970 2,3086 1,9186 1,4116 0,8066 0,1738 -0,3840 -0,7702 -0,9273 -0,8639 -0,6615 -0,4351 -0,2672 -0,1788 -0,1502 -0,1525 -0,1765
Fz    -0,2066 -0,0105 0,1357 0,1644 0,0144 -0,3352 -0,8452 -1,4328 -2,0101 -2,5045 -2,8559 -3,0232 -2,9985 -2,8009 -2,4638 -2,0252 -1,5245 -1,0026 -0,5008 -0,0514 0,3270 0,6237 0,8323 0,9640 1,0598 1,1714 1,3183 1,4723 1,5831 1,6130 1,5486 1,3910 1,1494 0,8586 0,5899 0,4207 0,3848 0,4587 0,5877 0,7175 0,8143 0,8676 0,8794 0,8528 0,7938 0,7163 0,6389 0,5769 0,5396 0,5259 0,5219 0,5125 0,4891 0,4386 0,3399 0,1826 -0,0129 -0,1976 -0,3286 -0,4080 -0,4776 -0,5730 -0,6907 -0,7975 -0,8565 -0,8494 -0,7884 -0,7078 -0,6346 -0,5701 -0,4940 -0,3773 -0,1986 0,0329 0,2646 0,4259 0,4750 0,4174 0,2818 0,0903 -0,1466 -0,4178 -0,7048 -0,9824 -1,2263 -1,4267 -1,5886 -1,7115 -1,7779 -1,7677 -1,6746 -1,5070 -1,2839 -1,0335 -0,7831 -0,5419 -0,3027 -0,0627 0,1559 0,3018 0,3077 0,1168 -0,2903 -0,8811 -1,5812 -2,3028 -2,9756 -3,5578 -4,0176 -4,3244 -4,4639 -4,4480 -4,2987 -4,0375 -3,6935 -3,3122 -2,9479 -2,6493 -2,4460 -2,3410 -2,3098 -2,3061 -2,2772 -2,1851 -2,0178 -1,7837 -1,4943 -1,1501 -0,7482 -0,3083 0,1150 0,4543 0,6766 0,8212 0,9776 1,2169 1,5475 1,9313 2,3250 2,7028 3,0537 3,3703 3,6475 3,8929 4,1359 4,4157 4,7556 5,1528 5,5941 6,0802 6,6297 7,2541 7,9324 8,6174 9,2594 9,8193 10,2751 10,6333 10,9243 11,1747 11,3852 11,5304 11,5713 11,4757 11,2462 10,9355 10,6250 10,3791 10,2155 10,1117 10,0341 9,9658 9,9109 9,8690 9,8116 9,7022 9,5307 9,3180 9,0973 8,9034 8,7642 8,6840 8,6432 8,6260 8,6390 8,7019 8,8289 9,0129 9,2060 9,3170 9,2437 8,9241 8,3651 7,6318 6,8210 6,0334 5,3392 4,7579 4,2730 3,8645 3,5157 3,1955 2,8567 2,4663 2,0267 1,5677 1,1273 0,7404 0,4344 0,2172 0,0660 -0,0690 -0,2441 -0,4966 -0,8262 -1,1969 -1,5584 -1,8675 -2,0925 -2,2142 -2,2281 -2,1468 -2,0020 -1,8421 -1,7164 -1,6464 -1,6072 -1,5422 -1,4006 -1,1683 -0,8709 -0,5515 -0,2470 0,0187 0,2325 0,3969 0,5335 0,6768 0,8528 1,0570 1,2588 1,4275 1,5476 1,6142 1,6247 1,5781 1,4748 1,3099 1,0744 0,7733 0,4417 0,1294 -0,1327 -0,3498 -0,5543 -0,7803 -1,0359 -1,2990 -1,5362 -1,7222 -1,8417 -1,8825 -1,8352 -1,6985 -1,4802 -1,1994 -0,8927 -0,6079 -0,3802 -0,2145 -0,0913 0,0052 0,0598 0,0216 -0,1759 -0,5814 -1,1856 -1,9096 -2,6445 -3,3091 -3,8717 -4,3373 -4,7236 -5,0410 -5,2836 -5,4386 -5,5003 -5,4774 -5,3865 -5,2459 -5,0817 -4,9275 -4,8012 -4,6859 -4,5487 -4,3737 -4,1761 -3,9943 -3,8753 -3,8564 -3,9502 -4,1409 -4,3863 -4,6208 -4,7694 -4,7773 -4,6298 -4,3461 -3,9632 -3,5293 -3,1061 -2,7619 -2,5449 -2,4496 -2,4115 -2,3484 -2,2150 -2,0209 -1,8028 -1,5887 -1,3844 -1,1850 -0,9981 -0,8502 -0,7644 -0,7362 -0,7388 -0,7541 -0,7885 -0,8536 -0,9427 -1,0339 -1,1064 -1,1483 -1,1568 -1,1430 -1,1269 -1,1147 -1,0785 -0,9576 -0,7015 -0,3202 0,1306 0,6115 1,1167 1,6412 2,1725 2,7089 3,2580 3,8112 4,3273 4,7460 5,0113 5,0816 4,9364 4,5879 4,0786 3,4621 2,7951 2,1447 1,5822 1,1590 0,8894 0,7549 0,7219 0,7621 0,8633 1,0247 1,2479 1,5330 1,8686 2,2130 2,4945 2,6488 2,6641 2,5830 2,4671 2,3728 2,3443 2,3950 2,4932 2,5762 2,5920 2,5314 2,4172 2,2751 2,1292 2,0164 1,9720 2,0009 2,0799 2,1897 2,3260 2,4797 2,6252 2,7335 2,7898 2,7973 2,7822 2,7965 2,8924 3,0823 3,3327 3,5901 3,8098 3,9687 4,0631 4,0951 4,0578 3,9325 3,6994 3,3471 2,8825 2,3473 1,8246 1,4086 1,1551 1,0549 1,0473 1,0630 1,0709 1,0865 1,1424 1,2606 1,4473 1,6929 1,9700 2,2403 2,4670 2,6170 2,6556 2,5598 2,3381 2,0289 1,6812 1,3417 1,0508 0,8397 0,7275 0,7138 0,7711 0,8606 0,9570 1,0576 1,1697 1,2910 1,4020 1,4776 1,5095 1,5191 1,5364 1,5590 1,5446 1,4469 1,2480 0,9633 0,6280 0,2874 -0,0037 -0,1876 -0,2303 -0,1495 -0,0035 0,1477 0,2631 0,3265 0,3533 0,3861 0,4724 0,6413 0,8931 1,2041 1,5443 1,8952 2,2539 2,6264 3,0135 3,3919 3,7095 3,9163 4,0014 3,9891 3,9015 3,7344 3,4808 3,1744 2,8901 2,6982 2,6273 2,6567 2,7247 2,7558 2,6980 2,5413 2,3002 1,9842 1,5952 1,1406 0,6364 0,1081 -0,4003 -0,8330 -1,1435 -1,3069 -1,3259 -1,2377 -1,1028 -0,9722 -0,8673 -0,7856 -0,7082 -0,6059 -0,4557 -0,2570 -0,0379 0,1472 0,2398 0,2195 0,1328 0,0775 0,1539 0,4209 0,8818 1,4938 2,1892 2,8993 3,5654 4,1373 4,5755 4,8577 4,9814 4,9704 4,8776 4,7707 4,6988 4,6746 4,6883 4,7301 4,7971 4,8899 5,0094 5,1513 5,3059 5,4665 5,6300 5,7786 5,8728 5,8738 5,7764 5,6188 5,4549 5,3257 5,2553 5,2553 5,3189 5,4246 5,5538 5,6873 5,7826 5,7805 5,6491 5,4123 5,1205 4,8055 4,4747 4,1321 3,7892 3,4702 3,2144 3,0579 3,0112 3,0526 3,1390 3,2254 3,2868 3,3243 3,3506 3,3686 3,3665 3,3262 3,2320 3,0750 2,8515 2,5507 2,1495 1,6215 0,9514 0,1537 -0,7065 -1,5162 -2,1554 -2,5465 -2,6848 -2,6355 -2,4945 -2,3335 -2,1755 -2,0093 -1,8189 -1,6038
F3    -0,5196 -0,1417 0,2185 0,4886 0,5825 0,4528 0,1201 -0,3457 -0,8647 -1,3612 -1,7548 -1,9646 -1,9388 -1,6841 -1,2694 -0,7933 -0,3368 0,0603 0,3850 0,6339 0,8053 0,8971 0,9125 0,8742 0,8248 0,8076 0,8388 0,8976 0,9428 0,9378 0,8618 0,7033 0,4595 0,1566 -0,1382 -0,3510 -0,4519 -0,4645 -0,4307 -0,3815 -0,3299 -0,2669 -0,1696 -0,0225 0,1620 0,3429 0,4657 0,4901 0,4117 0,2480 0,0130 -0,2797 -0,6098 -0,9585 -1,3160 -1,6785 -2,0342 -2,3504 -2,5874 -2,7343 -2,8198 -2,8803 -2,9214 -2,9205 -2,8520 -2,7101 -2,5177 -2,3168 -2,1405 -1,9940 -1,8557 -1,6885 -1,4674 -1,2179 -1,0129 -0,9152 -0,9261 -0,9926 -1,0558 -1,0893 -1,1006 -1,1060 -1,1104 -1,1038 -1,0719 -1,0113 -0,9344 -0,8520 -0,7597 -0,6482 -0,5219 -0,4014 -0,3095 -0,2553 -0,2328 -0,2271 -0,2188 -0,1917 -0,1460 -0,1116 -0,1422 -0,2816 -0,5370 -0,8809 -1,2719 -1,6794 -2,0935 -2,5078 -2,8922 -3,1957 -3,3840 -3,4620 -3,4532 -3,3790 -3,2666 -3,1527 -3,0708 -3,0402 -3,0618 -3,1170 -3,1742 -3,2044 -3,1976 -3,1622 -3,1066 -3,0265 -2,9072 -2,7325 -2,4961 -2,2153 -1,9338 -1,7043 -1,5458 -1,4083 -1,1962 -0,8467 -0,3795 0,1300 0,6093 1,0160 1,3337 1,5605 1,7033 1,7783 1,8154 1,8523 1,9162 2,0154 2,1606 2,3921 2,7720 3,3413 4,0864 4,9404 5,8049 6,5796 7,1970 7,6464 7,9663 8,2054 8,3904 8,5210 8,5780 8,5362 8,3947 8,2056 8,0582 8,0289 8,1447 8,3780 8,6632 8,9316 9,1426 9,2758 9,3077 9,2195 9,0226 8,7607 8,4900 8,2698 8,1516 8,1476 8,2138 8,2863 8,3299 8,3439 8,3382 8,3093 8,2296 8,0576 7,7606 7,3362 6,8175 6,2566 5,7000 5,1730 4,6762 4,1966 3,7341 3,3101 2,9403 2,6022 2,2442 1,8309 1,3643 0,8649 0,3580 -0,1201 -0,5283 -0,8441 -1,0761 -1,2573 -1,4348 -1,6539 -1,9318 -2,2406 -2,5247 -2,7353 -2,8490 -2,8712 -2,8349 -2,7927 -2,8004 -2,8954 -3,0785 -3,3108 -3,5230 -3,6383 -3,6028 -3,4133 -3,1178 -2,7844 -2,4675 -2,2002 -1,9992 -1,8593 -1,7538 -1,6548 -1,5541 -1,4606 -1,3843 -1,3301 -1,2969 -1,2795 -1,2756 -1,2924 -1,3439 -1,4467 -1,6124 -1,8298 -2,0535 -2,2238 -2,3122 -2,3435 -2,3729 -2,4431 -2,5561 -2,6775 -2,7644 -2,7837 -2,7129 -2,5448 -2,2961 -2,0015 -1,6976 -1,4169 -1,1925 -1,0490 -0,9784 -0,9343 -0,8579 -0,7157 -0,5245 -0,3510 -0,2892 -0,4144 -0,7297 -1,1572 -1,5930 -1,9701 -2,2774 -2,5428 -2,8079 -3,1031 -3,4283 -3,7451 -3,9950 -4,1359 -4,1652 -4,1126 -4,0282 -3,9713 -3,9738 -4,0067 -3,9986 -3,8959 -3,7032 -3,4768 -3,2870 -3,1803 -3,1645 -3,2207 -3,3240 -3,4463 -3,5543 -3,6207 -3,6332 -3,5888 -3,4842 -3,3253 -3,1484 -3,0270 -3,0381 -3,2015 -3,4538 -3,6938 -3,8502 -3,9062 -3,8793 -3,7925 -3,6614 -3,4993 -3,3307 -3,1899 -3,0987 -3,0501 -3,0189 -2,9856 -2,9445 -2,8898 -2,8051 -2,6751 -2,5030 -2,3085 -2,1206 -1,9732 -1,8938 -1,8852 -1,9117 -1,9029 -1,7937 -1,5758 -1,2878 -0,9512 -0,5482 -0,0602 0,4976 1,0779 1,6288 2,1201 2,5369 2,8585 3,0606 3,1339 3,0928 2,9706 2,8000 2,5907 2,3311 2,0143 1,6588 1,3063 1,0037 0,7851 0,6670 0,6599 0,7756 1,0178 1,3694 1,7945 2,2466 2,6645 2,9708 3,1030 3,0589 2,9012 2,7151 2,5743 2,5277 2,5915 2,7446 2,9410 3,1396 3,3282 3,5117 3,6865 3,8420 3,9753 4,0773 4,1178 4,0635 3,9141 3,7046 3,4709 3,2282 2,9835 2,7457 2,5183 2,3119 2,1677 2,1330 2,2128 2,3641 2,5291 2,6618 2,7332 2,7360 2,6806 2,5779 2,4239 2,2030 1,8967 1,4906 0,9987 0,4901 0,0671 -0,1953 -0,2881 -0,2564 -0,1518 0,0119 0,2544 0,5832 0,9656 1,3456 1,6747 1,9271 2,0908 2,1593 2,1333 2,0147 1,8106 1,5472 1,2663 1,0078 0,8027 0,6703 0,6126 0,6143 0,6454 0,6724 0,6812 0,6892 0,7332 0,8465 1,0380 1,2843 1,5436 1,7786 1,9742 2,1291 2,2282 2,2398 2,1451 1,9564 1,7083 1,4360 1,1646 0,9229 0,7604 0,7301 0,8456 1,0698 1,3402 1,5916 1,7728 1,8734 1,9308 1,9978 2,1033 2,2394 2,3779 2,5001 2,6147 2,7513 2,9369 3,1746 3,4294 3,6333 3,7212 3,6678 3,4874 3,2051 2,8352 2,3977 1,9548 1,6052 1,4271 1,4306 1,5516 1,6837 1,7296 1,6444 1,4375 1,1294 0,7190 0,2001 -0,4107 -1,0729 -1,7286 -2,3012 -2,7029 -2,8608 -2,7411 -2,3645 -1,8111 -1,2036 -0,6684 -0,2958 -0,1184 -0,1097 -0,2017 -0,3168 -0,4013 -0,4489 -0,5043 -0,6308 -0,8489 -1,0977 -1,2636 -1,2469 -1,0014 -0,5320 0,1208 0,8965 1,7305 2,5583 3,3152 3,9421 4,3895 4,6255 4,6569 4,5438 4,3790 4,2386 4,1490 4,0978 4,0647 4,0409 4,0317 4,0472 4,0915 4,1594 4,2461 4,3469 4,4392 4,4788 4,4264 4,2865 4,1142 3,9760 3,9114 3,9349 4,0441 4,2120 4,3934 4,5482 4,6477 4,6543 4,5281 4,2714 3,9494 3,6490 3,4211 3,2609 3,1226 2,9508 2,7193 2,4484 2,1862 1,9754 1,8315 1,7379 1,6620 1,5826 1,5036 1,4412 1,4067 1,4055 1,4371 1,4894 1,5443 1,5871 1,5974 1,5363 1,3506 0,9988 0,4819 -0,1406 -0,7632 -1,2697 -1,5736 -1,6522 -1,5572 -1,3828 -1,2095 -1,0709 -0,9642 -0,8779 -0,8170
F7    0,2932 0,5453 0,7369 0,7850 0,6240 0,2453 -0,2861 -0,8585 -1,3658 -1,7378 -1,9274 -1,8932 -1,6158 -1,1297 -0,5254 0,0933 0,6594 1,1506 1,5576 1,8603 2,0272 2,0297 1,8631 1,5682 1,2355 0,9693 0,8332 0,8227 0,8800 0,9305 0,9129 0,7866 0,5344 0,1812 -0,1986 -0,5213 -0,7556 -0,9304 -1,0883 -1,2435 -1,3753 -1,4415 -1,3986 -1,2312 -0,9704 -0,6766 -0,4124 -0,2287 -0,1492 -0,1644 -0,2505 -0,3886 -0,5677 -0,7802 -1,0155 -1,2575 -1,4881 -1,6905 -1,8572 -1,9991 -2,1341 -2,2631 -2,3674 -2,4336 -2,4653 -2,4785 -2,5024 -2,5739 -2,7082 -2,8682 -2,9630 -2,8879 -2,5934 -2,1353 -1,6436 -1,2276 -0,9074 -0,6362 -0,3679 -0,0981 0,1498 0,3653 0,5693 0,7898 1,0307 1,2665 1,4662 1,6276 1,7709 1,8961 1,9692 1,9498 1,8239 1,6150 1,3705 1,1359 0,9475 0,8353 0,8132 0,8612 0,9280 0,9538 0,8949 0,7333 0,4698 0,1115 -0,3212 -0,7752 -1,1643 -1,4086 -1,4901 -1,4636 -1,4051 -1,3611 -1,3474 -1,3779 -1,4803 -1,6820 -1,9852 -2,3558 -2,7292 -3,0224 -3,1537 -3,0739 -2,7907 -2,3634 -1,8684 -1,3696 -0,9191 -0,5669 -0,3551 -0,3040 -0,3912 -0,5366 -0,6325 -0,6096 -0,4692 -0,2478 0,0253 0,3200 0,5852 0,7721 0,8693 0,9069 0,9306 0,9730 1,0396 1,1162 1,1936 1,2995 1,5088 1,9095 2,5397 3,3483 4,2138 5,0097 5,6667 6,1823 6,5756 6,8474 6,9848 6,9857 6,8682 6,6643 6,4143 6,1722 6,0062 5,9865 6,1619 6,5283 7,0199 7,5427 8,0097 8,3372 8,4405 8,2789 7,9034 7,4440 7,0592 6,8913 7,0161 7,3902 7,8539 8,2116 8,3353 8,2211 7,9685 7,6916 7,4303 7,1381 6,7546 6,2831 5,7988 5,3857 5,0718 4,8194 4,5667 4,2772 3,9628 3,6737 3,4571 3,3097 3,1727 2,9738 2,6657 2,2358 1,7111 1,1540 0,6322 0,1873 -0,1658 -0,4326 -0,6443 -0,8458 -1,0520 -1,2287 -1,3315 -1,3501 -1,3083 -1,2414 -1,1811 -1,1467 -1,1451 -1,1798 -1,2487 -1,3303 -1,3748 -1,3209 -1,1334 -0,8360 -0,5099 -0,2576 -0,1587 -0,2520 -0,5270 -0,9118 -1,2913 -1,5642 -1,6825 -1,6442 -1,4751 -1,2206 -0,9286 -0,6300 -0,3436 -0,0925 0,0963 0,1985 0,1988 0,1082 -0,0251 -0,1472 -0,2440 -0,3432 -0,4741 -0,6374 -0,8067 -0,9434 -1,0172 -1,0211 -0,9704 -0,8867 -0,7919 -0,7109 -0,6683 -0,6841 -0,7717 -0,9244 -1,0988 -1,2246 -1,2385 -1,1197 -0,9020 -0,6620 -0,4999 -0,5035 -0,6878 -0,9733 -1,2535 -1,4816 -1,6881 -1,9388 -2,2849 -2,7304 -3,2288 -3,7015 -4,0615 -4,2421 -4,2260 -4,0573 -3,8369 -3,6872 -3,6785 -3,7738 -3,8599 -3,8356 -3,6759 -3,4387 -3,2185 -3,0859 -3,0634 -3,1445 -3,3094 -3,5236 -3,7422 -3,9236 -4,0377 -4,0621 -3,9770 -3,7755 -3,4938 -3,2247 -3,0763 -3,1012 -3,2654 -3,4948 -3,7436 -4,0029 -4,2589 -4,4692 -4,5792 -4,5543 -4,3994 -4,1492 -3,8368 -3,4794 -3,1031 -2,7664 -2,5365 -2,4344 -2,4097 -2,3790 -2,2812 -2,0954 -1,8359 -1,5525 -1,3120 -1,1515 -1,0490 -0,9406 -0,7764 -0,5690 -0,3631 -0,1592 0,0880 0,4020 0,7497 1,0695 1,3186 1,4949 1,6195 1,7135 1,7863 1,8307 1,8257 1,7499 1,5893 1,3322 0,9695 0,5097 -0,0028 -0,4818 -0,8213 -0,9374 -0,7997 -0,4314 0,1090 0,7461 1,4037 2,0200 2,5521 2,9589 3,1857 3,1865 2,9744 2,6325 2,2696 1,9727 1,7873 1,7164 1,7323 1,8009 1,9105 2,0794 2,3281 2,6464 3,0012 3,3538 3,6477 3,7996 3,7479 3,5185 3,2171 2,9483 2,7464 2,5735 2,3592 2,0448 1,6290 1,1948 0,8641 0,7119 0,7268 0,8446 1,0025 1,1584 1,2796 1,3348 1,3026 1,1845 1,0105 0,8266 0,6673 0,5470 0,4814 0,4961 0,6017 0,7710 0,9420 1,0525 1,0834 1,0681 1,0622 1,1091 1,2295 1,4260 1,6834 1,9630 2,2068 2,3570 2,3810 2,2935 2,1518 2,0161 1,9162 1,8497 1,8017 1,7635 1,7365 1,7210 1,7110 1,7040 1,7084 1,7418 1,8190 1,9376 2,0776 2,2150 2,3347 2,4389 2,5365 2,6191 2,6632 2,6507 2,5669 2,3923 2,1123 1,7291 1,2809 0,8659 0,6191 0,6316 0,9007 1,3531 1,8836 2,3831 2,7663 2,9943 3,0690 3,0070 2,8260 2,5635 2,2978 2,1330 2,1490 2,3591 2,7111 3,1094 3,4416 3,6199 3,6198 3,4685 3,1950 2,8039 2,3091 1,7821 1,3479 1,1236 1,1541 1,3843 1,6889 1,9458 2,0893 2,1036 1,9807 1,7053 1,2753 0,7177 0,0744 -0,6105 -1,2690 -1,7897 -2,0534 -1,9903 -1,6082 -0,9864 -0,2540 0,4359 0,9337 1,1387 1,0512 0,7766 0,4622 0,2177 0,0687 -0,0407 -0,1979 -0,4485 -0,7506 -0,9944 -1,0694 -0,9140 -0,5211 0,0689 0,7815 1,5382 2,2761 2,9450 3,4971 3,8900 4,1079 4,1853 4,2041 4,2483 4,3468 4,4606 4,5245 4,5004 4,4017 4,2799 4,1919 4,1665 4,1912 4,2377 4,2875 4,3215 4,3100 4,2391 4,1426 4,0890 4,1234 4,2332 4,3712 4,4917 4,5643 4,5772 4,5340 4,4314 4,2341 3,8893 3,3867 2,8022 2,2710 1,9033 1,7224 1,6761 1,6926 1,7277 1,7772 1,8587 1,9817 2,1188 2,2028 2,1655 1,9894 1,7281 1,4792 1,3207 1,2675 1,2875 1,3443 1,4134 1,4707 1,4842 1,4153 1,2224 0,8737 0,3817 -0,1751 -0,6802 -1,0349 -1,1932 -1,1724 -1,0467 -0,9138 -0,8436 -0,8507 -0,9046 -0,9577 -0,9827
