Fp1   -0,2288 -0,2748 -0,3743 -0,5225 -0,6907 -0,8189 -0,8511 -0,7678 -0,5807 -0,3248 -0,0624 0,1311 0,2074 0,1663 0,0446 -0,1073 -0,2440 -0,3244 -0,3023 -0,1295 0,2219 0,7311 1,3222 1,8964 2,3756 2,7187 2,9058 2,9091 2,6976 2,2764 1,7087 1,0857 0,4828 -0,0581 -0,5154 -0,8664 -1,0875 -1,1811 -1,1949 -1,2014 -1,2556 -1,3673 -1,5028 -1,6036 -1,6074 -1,4715 -1,1898 -0,7974 -0,3700 -0,0071 0,2089 0,2480 0,1362 -0,0679 -0,3026 -0,5234 -0,7033 -0,8220 -0,8679 -0,8474 -0,7750 -0,6567 -0,4900 -0,2781 -0,0415 0,1789 0,3284 0,3581 0,2490 0,0242 -0,2620 -0,5419 -0,7565 -0,8816 -0,9295 -0,9198 -0,8558 -0,7316 -0,5497 -0,3281 -0,1035 0,0735 0,1597 0,1508 0,0862 0,0115 -0,0555 -0,1144 -0,1584 -0,1750 -0,1639 -0,1378 -0,1054 -0,0616 0,0066 0,1056 0,2202 0,3149 0,3466 0,2686 0,0394 -0,3531 -0,8702 -1,4125 -1,8423 -2,0554 -2,0541 -1,9413 -1,8362 -1,7955 -1,8134 -1,8659 -1,9242 -1,9372 -1,8352 -1,5621 -1,1191 -0,5931 -0,1342 0,1222 0,1333 -0,0399 -0,2886 -0,5174 -0,6681 -0,7193 -0,6781 -0,5612 -0,3852 -0,1637 0,0987 0,4005 0,7264 1,0492 1,3415 1,5741 1,7127 1,7223 1,5779 1,2786 0,8625 0,4068 0,0025 -0,2791 -0,4065 -0,3827 -0,2262 0,0395 0,3846 0,7741 1,1651 1,5061 1,7596 1,9176 1,9818 1,9537 1,8602 1,7607 1,7184 1,7716 1,9264 2,1531 2,3919 2,5770 2,6662 2,6533 2,5665 2,4593 2,3813 2,3494 2,3582 2,4106 2,5208 2,6937 2,9140 3,1606 3,4219 3,6909 3,9584 4,2188 4,4712 4,7116 4,9284 5,1080 5,2398 5,3085 5,2825 5,1246 4,8275 4,4388 4,0373 3,6858 3,4138 3,2290 3,1228 3,0652 3,0152 2,9456 2,8541 2,7509 2,6487 2,5677 2,5257 2,5117 2,4812 2,3889 2,2219 2,0007 1,7566 1,5043 1,2215 0,8640 0,4092 -0,1167 -0,6462 -1,0935 -1,3737 -1,4309 -1,2706 -0,9561 -0,5599 -0,1191 0,3613 0,8803 1,4244 1,9559 2,4042 2,6866 2,7466 2,5738 2,2069 1,7258 1,2215 0,7632 0,3921 0,1279 -0,0368 -0,1448 -0,2677 -0,4657 -0,7291 -0,9630 -1,0432 -0,8851 -0,4769 0,1154 0,7665 1,3356 1,7143 1,8505 1,7400 1,4054 0,8876 0,2502 -0,4302 -1,0806 -1,6293 -2,0057 -2,1677 -2,1304 -1,9616 -1,7538 -1,5928 -1,5262 -1,5480 -1,6245 -1,7385 -1,8963 -2,0961 -2,3042 -2,4705 -2,5554 -2,5396 -2,4155 -2,1819 -1,8576 -1,4948 -1,1688 -0,9514 -0,8840 -0,9656 -1,1704 -1,4682 -1,8181 -2,1581 -2,4214 -2,5529 -2,5093 -2,2565 -1,7848 -1,1326 -0,3886 0,3399 0,9581 1,3939 1,6026 1,5785 1,3518 0,9658 0,4607 -0,1185 -0,7171 -1,2867 -1,7936 -2,1994 -2,4620 -2,5669 -2,5333 -2,3924 -2,1879 -1,9902 -1,8775 -1,8965 -2,0496 -2,3075 -2,6251 -2,9515 -3,2273 -3,3902 -3,4063 -3,2882 -3,0699 -2,7724 -2,3919 -1,9153 -1,3544 -0,7716 -0,2678 0,0605 0,1584 0,0232 -0,2943 -0,6892 -1,0323 -1,2302 -1,2716 -1,2159 -1,1335 -1,0548 -0,9723 -0,8696 -0,7388 -0,5790 -0,3923 -0,1844 0,0277 0,2096 0,3168 0,3104 0,1708 -0,0891 -0,4282 -0,8027 -1,1815 -1,5395 -1,8499 -2,0855 -2,2309 -2,2995 -2,3284 -2,3382 -2,2995 -2,1464 -1,8263 -1,3417 -0,7568 -0,1721 0,3097 0,6133 0,7128 0,6449 0,4851 0,3013 0,1299 -0,0125 -0,1185 -0,1912 -0,2443 -0,3053 -0,4218 -0,6412 -0,9667 -1,3475 -1,7082 -1,9693 -2,0684 -1,9990 -1,8159 -1,5940 -1,3897 -1,2280 -1,1018 -0,9831 -0,8424 -0,6558 -0,4037 -0,0700 0,3514 0,8375 1,3133 1,6639 1,7928 1,6726 1,3547 0,9466 0,5788 0,3719 0,4041 0,6788 1,1161 1,5951 2,0230 2,3642 2,6162 2,7936 2,9335 3,0751 3,2202 3,3371 3,4033 3,4105 3,3290 3,1085 2,7339 2,2600 1,7817 1,3761 1,0702 0,8491 0,6909 0,5895 0,5457 0,5561 0,6174 0,7261 0,8624 0,9913 1,0921 1,1737 1,2535 1,3335 1,4004 1,4392 1,4489 1,4457 1,4415 1,4183 1,3432 1,2087 1,0454 0,9032 0,8356 0,8936 1,1127 1,4868 1,9530 2,4110 2,7669 2,9645 2,9941 2,8828 2,6704 2,3894 2,0638 1,7246 1,4168 1,1862 1,0564 1,0108 0,9960 0,9592 0,8842 0,7881 0,6944 0,6184 0,5606 0,5071 0,4424 0,3562 0,2362 0,0644 -0,1739 -0,4680 -0,7696 -1,0152 -1,1779 -1,2946 -1,4325 -1,6344 -1,9010 -2,1995 -2,4829 -2,7201 -2,9115 -3,0701 -3,1900 -3,2348 -3,1521 -2,9040 -2,4900 -1,9498 -1,3521 -0,7789 -0,3069 0,0097 0,1519 0,1413 0,0435 -0,0422 -0,0223 0,1465 0,4420 0,7929 1,1080 1,3049 1,3407 1,2338 1,0560 0,8851 0,7516 0,6364 0,5141 0,3821 0,2557 0,1522 0,0823 0,0610 0,1191 0,2819 0,5343 0,8190 1,0612 1,1989 1,2112 1,1241 0,9875 0,8642 0,8222 0,8964 1,0539 1,2073 1,2619 1,1561 0,8850 0,5126 0,1538 -0,0816 -0,1464 -0,0671 0,0850 0,2306 0,3144 0,3180 0,2436 0,0900 -0,1476 -0,4592 -0,8062 -1,1218 -1,3231 -1,3286 -1,0924 -0,6486 -0,1153 0,3531 0,6215 0,6161 0,3500 -0,0956 -0,6269 -1,1642 -1,6322 -1,9660 -2,1361 -2,1535 -2,0586 -1,9109 -1,7854 -1,7700 -1,9406 -2,3156 -2,8377 -3,3964 -3,8642 -4,1352 -4,1580 -3,9430 -3,5565 -3,1130 -2,7408 -2,5232 -2,4645 -2,5015 -2,5265 -2,4274 -2,1465 -1,7120 -1,2166 -0,7775 -0,4930
Fz    0,9431 0,7520 0,5400 0,3112 0,0872 -0,0828 -0,1457 -0,0797 0,0908 0,3038 0,4848 0,5727 0,5399 0,3978 0,1874 -0,0361 -0,2192 -0,3231 -0,3277 -0,2316 -0,0530 0,1701 0,3913 0,5740 0,7030 0,7850 0,8373 0,8660 0,8593 0,8050 0,7070 0,5805 0,4371 0,2822 0,1261 -0,0099 -0,1072 -0,1732 -0,2424 -0,3513 -0,5179 -0,7411 -1,0015 -1,2579 -1,4528 -1,5318 -1,4665 -1,2706 -0,9968 -0,7149 -0,4886 -0,3621 -0,3454 -0,4060 -0,4852 -0,5290 -0,5068 -0,4123 -0,2579 -0,0668 0,1375 0,3348 0,5015 0,6073 0,6223 0,5317 0,3510 0,1233 -0,0990 -0,2757 -0,3851 -0,4162 -0,3649 -0,2449 -0,0952 0,0337 0,1049 0,1119 0,0783 0,0443 0,0380 0,0519 0,0607 0,0656 0,1028 0,2051 0,3706 0,5679 0,7555 0,8941 0,9535 0,9256 0,8355 0,7332 0,6671 0,6543 0,6651 0,6420 0,5365 0,3234 0,0007 -0,4038 -0,8355 -1,2353 -1,5521 -1,7506 -1,8305 -1,8312 -1,8004 -1,7540 -1,6710 -1,5224 -1,2910 -0,9706 -0,5597 -0,0634 0,4983 1,0751 1,5841 1,9414 2,1110 2,1253 2,0623 2,0113 2,0476 2,2100 2,4902 2,8448 3,2198 3,5793 3,9231 4,2686 4,6185 4,9576 5,2630 5,5010 5,6343 5,6403 5,5109 5,2469 4,8688 4,4233 3,9690 3,5648 3,2659 3,1143 3,1294 3,3011 3,5797 3,8860 4,1414 4,2956 4,3484 4,3478 4,3497 4,3747 4,4061 4,4162 4,3872 4,3199 4,2361 4,1696 4,1422 4,1490 4,1637 4,1616 4,1466 4,1565 4,2263 4,3562 4,5262 4,7320 4,9934 5,3262 5,7083 6,0816 6,3864 6,5894 6,6855 6,6859 6,6074 6,4676 6,2862 6,0925 5,9221 5,7951 5,6924 5,5669 5,3856 5,1600 4,9322 4,7327 4,5610 4,4072 4,2736 4,1694 4,0935 4,0403 4,0134 4,0147 4,0303 4,0405 4,0349 4,0072 3,9428 3,8173 3,6050 3,2914 2,8869 2,4263 1,9489 1,4869 1,0676 0,7135 0,4392 0,2553 0,1753 0,2148 0,3821 0,6731 1,0719 1,5520 2,0828 2,6304 3,1420 3,5344 3,7186 3,6528 3,3739 2,9728 2,5454 2,1654 1,8830 1,7234 1,6836 1,7336 1,8210 1,8828 1,8696 1,7743 1,6439 1,5564 1,5775 1,7282 1,9796 2,2661 2,5032 2,6126 2,5517 2,3298 1,9923 1,5924 1,1765 0,7852 0,4472 0,1710 -0,0444 -0,1968 -0,2849 -0,3171 -0,3108 -0,2946 -0,3062 -0,3708 -0,4782 -0,5958 -0,7000 -0,7857 -0,8520 -0,8965 -0,9260 -0,9525 -0,9638 -0,9101 -0,7271 -0,3820 0,0932 0,6100 1,0638 1,3817 1,5463 1,5807 1,5150 1,3797 1,2179 1,0775 0,9923 0,9769 1,0317 1,1533 1,3467 1,6238 1,9807 2,3699 2,7020 2,8874 2,8832 2,7031 2,3935 2,0121 1,6185 1,2560 0,9328 0,6358 0,3687 0,1540 -0,0039 -0,1341 -0,2715 -0,4329 -0,6201 -0,8259 -1,0312 -1,2101 -1,3434 -1,4270 -1,4701 -1,4843 -1,4756 -1,4522 -1,4293 -1,4169 -1,4060 -1,3748 -1,3040 -1,1876 -1,0299 -0,8387 -0,6268 -0,4183 -0,2438 -0,1234 -0,0538 -0,0149 0,0148 0,0474 0,0857 0,1258 0,1535 0,1421 0,0697 -0,0639 -0,2366 -0,4157 -0,5678 -0,6657 -0,6913 -0,6392 -0,5225 -0,3653 -0,1780 0,0503 0,3288 0,6433 0,9576 1,2322 1,4442 1,5913 1,6728 1,6730 1,5715 1,3716 1,1106 0,8488 0,6530 0,5757 0,6349 0,8090 1,0449 1,2777 1,4547 1,5492 1,5687 1,5589 1,5849 1,6874 1,8556 2,0440 2,2126 2,3382 2,3990 2,3673 2,2239 1,9756 1,6641 1,3518 1,0878 0,8852 0,7265 0,5845 0,4489 0,3400 0,2972 0,3531 0,5200 0,7924 1,1556 1,5927 2,0784 2,5714 3,0179 3,3705 3,6040 3,7184 3,7293 3,6599 3,5448 3,4287 3,3463 3,3065 3,3003 3,3304 3,4242 3,6110 3,8943 4,2452 4,6135 4,9418 5,1877 5,3421 5,4167 5,4126 5,3134 5,1152 4,8416 4,5195 4,1608 3,7729 3,3720 2,9897 2,6712 2,4568 2,3575 2,3505 2,3957 2,4504 2,4790 2,4716 2,4519 2,4592 2,5225 2,6507 2,8293 3,0232 3,1903 3,2965 3,3248 3,2777 3,1738 3,0420 2,9207 2,8564 2,8883 3,0338 3,2853 3,6078 3,9384 4,2033 4,3464 4,3531 4,2522 4,0934 3,9221 3,7682 3,6554 3,6110 3,6494 3,7434 3,8294 3,8460 3,7671 3,6049 3,3926 3,1697 2,9735 2,8262 2,7308 2,6821 2,6659 2,6434 2,5500 2,3227 1,9415 1,4512 0,9379 0,4726 0,0754 -0,2694 -0,5878 -0,9080 -1,2499 -1,6061 -1,9458 -2,2380 -2,4671 -2,6330 -2,7374 -2,7707 -2,7153 -2,5562 -2,2867 -1,9169 -1,4812 -1,0380 -0,6566 -0,3984 -0,2891 -0,2925 -0,3183 -0,2732 -0,1102 0,1609 0,4949 0,8363 1,1369 1,3643 1,5074 1,5782 1,6010 1,5954 1,5716 1,5476 1,5600 1,6513 1,8446 2,1328 2,4933 2,9021 3,3294 3,7342 4,0713 4,3002 4,3982 4,3768 4,2782 4,1457 4,0073 3,8806 3,7731 3,6737 3,5566 3,3989 3,1917 2,9408 2,6653 2,3945 2,1543 1,9575 1,8127 1,7315 1,7166 1,7547 1,8284 1,9194 1,9952 2,0116 1,9415 1,7922 1,5985 1,4109 1,2875 1,2694 1,3560 1,5099 1,6796 1,8108 1,8535 1,7824 1,6099 1,3707 1,1011 0,8295 0,5669 0,2975 -0,0049 -0,3484 -0,7106 -1,0553 -1,3605 -1,6275 -1,8652 -2,0734 -2,2407 -2,3467 -2,3654 -2,2773 -2,0914 -1,8634 -1,6855 -1,6372 -1,7314 -1,9087 -2,0723 -2,1244 -1,9963 -1,6775 -1,2160 -0,6918 -0,1910 0,2134
F3    -0,5256 -0,4590 -0,3819 -0,3233 -0,2943 -0,2684 -0,1987 -0,0493 0,1825 0,4559 0,6891 0,7898 0,7054 0,4508 0,0979 -0,2525 -0,5037 -0,5921 -0,5017 -0,2579 0,0869 0,4652 0,8090 1,0654 1,2079 1,2432 1,2040 1,1249 1,0265 0,9238 0,8300 0,7441 0,6476 0,5255 0,3881 0,2700 0,1999 0,1634 0,1020 -0,0439 -0,2946 -0,6306 -1,0098 -1,3760 -1,6584 -1,7838 -1,7089 -1,4526 -1,0945 -0,7372 -0,4684 -0,3427 -0,3645 -0,4837 -0,6252 -0,7215 -0,7246 -0,6143 -0,4093 -0,1603 0,0784 0,2708 0,3936 0,4209 0,3300 0,1221 -0,1646 -0,4662 -0,7154 -0,8638 -0,8984 -0,8349 -0,6973 -0,5174 -0,3466 -0,2454 -0,2543 -0,3725 -0,5559 -0,7335 -0,8495 -0,9036 -0,9336 -0,9546 -0,9374 -0,8437 -0,6638 -0,4241 -0,1756 0,0216 0,1177 0,0939 -0,0222 -0,1643 -0,2646 -0,2952 -0,2843 -0,2903 -0,3611 -0,5234 -0,7861 -1,1256 -1,4849 -1,8040 -2,0361 -2,1545 -2,1743 -2,1556 -2,1619 -2,2191 -2,3178 -2,4336 -2,5227 -2,5159 -2,3440 -1,9699 -1,4052 -0,7213 -0,0549 0,4349 0,6488 0,5969 0,3782 0,1301 -0,0185 0,0042 0,1936 0,4945 0,8412 1,1900 1,5422 1,9224 2,3300 2,7320 3,0867 3,3521 3,4995 3,5301 3,4604 3,2980 3,0516 2,7452 2,4081 2,0674 1,7557 1,5086 1,3606 1,3372 1,4315 1,5939 1,7546 1,8588 1,9024 1,9442 2,0616 2,2862 2,5878 2,8973 3,1390 3,2663 3,2886 3,2569 3,2119 3,1535 3,0611 2,9309 2,7984 2,7203 2,7219 2,7766 2,8546 2,9711 3,1730 3,4856 3,8772 4,2708 4,5875 4,7783 4,8297 4,7581 4,6039 4,4185 4,2489 4,1351 4,1096 4,1784 4,3018 4,4118 4,4604 4,4508 4,4108 4,3477 4,2476 4,1117 3,9710 3,8606 3,7921 3,7573 3,7382 3,7036 3,6176 3,4680 3,2768 3,0730 2,8634 2,6313 2,3525 2,0125 1,6186 1,2012 0,7991 0,4483 0,1800 0,0180 -0,0273 0,0449 0,2363 0,5506 0,9824 1,5106 2,1007 2,7106 3,2993 3,8313 4,2644 4,5344 4,5693 4,3384 3,8859 3,3078 2,7015 2,1463 1,7115 1,4453 1,3514 1,3879 1,4921 1,6065 1,6969 1,7658 1,8565 2,0305 2,3188 2,6909 3,0665 3,3495 3,4527 3,3216 2,9641 2,4556 1,8969 1,3654 0,9055 0,5429 0,2844 0,1116 0,0019 -0,0505 -0,0464 -0,0019 0,0493 0,0627 -0,0018 -0,1507 -0,3410 -0,5064 -0,6055 -0,6442 -0,6509 -0,6436 -0,6306 -0,6151 -0,5744 -0,4509 -0,1836 0,2430 0,7733 1,2898 1,6492 1,7400 1,5393 1,1148 0,5716 0,0183 -0,4372 -0,7091 -0,7610 -0,6061 -0,2944 0,1065 0,5418 0,9923 1,4619 1,9359 2,3578 2,6502 2,7623 2,6948 2,4847 2,1745 1,8014 1,3932 0,9563 0,4847 -0,0060 -0,4787 -0,9076 -1,2842 -1,5934 -1,8146 -1,9500 -2,0259 -2,0608 -2,0536 -1,9995 -1,9085 -1,8051 -1,7092 -1,6235 -1,5498 -1,5034 -1,4979 -1,5236 -1,5488 -1,5383 -1,4749 -1,3685 -1,2466 -1,1396 -1,0742 -1,0686 -1,1205 -1,2004 -1,2708 -1,3135 -1,3317 -1,3289 -1,2976 -1,2373 -1,1779 -1,1671 -1,2307 -1,3534 -1,4956 -1,6198 -1,7024 -1,7326 -1,7113 -1,6478 -1,5462 -1,3907 -1,1562 -0,8441 -0,5010 -0,1990 0,0026 0,0868 0,0816 0,0227 -0,0843 -0,2562 -0,4968 -0,7850 -1,0824 -1,3386 -1,4960 -1,5121 -1,3837 -1,1571 -0,9111 -0,7228 -0,6363 -0,6475 -0,7014 -0,7158 -0,6360 -0,4735 -0,2870 -0,1289 -0,0162 0,0509 0,0605 -0,0126 -0,1837 -0,4340 -0,7175 -0,9930 -1,2441 -1,4786 -1,7156 -1,9578 -2,1700 -2,2930 -2,2800 -2,1176 -1,8138 -1,3775 -0,8184 -0,1624 0,5377 1,2110 1,7938 2,2457 2,5490 2,7030 2,7250 2,6585 2,5642 2,4872 2,4326 2,3782 2,3181 2,2897 2,3516 2,5370 2,8303 3,1715 3,4781 3,6870 3,7928 3,8325 3,8355 3,8051 3,7440 3,6633 3,5607 3,4088 3,1703 2,8207 2,3661 1,8546 1,3606 0,9522 0,6675 0,5137 0,4724 0,5100 0,6017 0,7447 0,9438 1,1962 1,4910 1,8113 2,1308 2,4151 2,6264 2,7326 2,7146 2,5715 2,3312 2,0609 1,8507 1,7740 1,8631 2,1119 2,4880 2,9324 3,3594 3,6771 3,8251 3,7939 3,6135 3,3309 2,9945 2,6550 2,3729 2,2009 2,1481 2,1680 2,1794 2,1083 1,9232 1,6428 1,3191 1,0107 0,7613 0,5978 0,5381 0,5767 0,6663 0,7289 0,6888 0,5027 0,1801 -0,2219 -0,6365 -1,0241 -1,3690 -1,6647 -1,9173 -2,1448 -2,3664 -2,5995 -2,8571 -3,1386 -3,4227 -3,6654 -3,8066 -3,7910 -3,5900 -3,2090 -2,6800 -2,0567 -1,4158 -0,8496 -0,4401 -0,2206 -0,1479 -0,1180 -0,0293 0,1599 0,4215 0,6869 0,8884 0,9905 0,9877 0,8819 0,6791 0,4020 0,0896 -0,2047 -0,4047 -0,4245 -0,2129 0,2160 0,7936 1,4334 2,0595 2,6128 3,0539 3,3656 3,5378 3,5556 3,4201 3,1754 2,9035 2,6914 2,5949 2,6113 2,6815 2,7306 2,7126 2,6150 2,4366 2,1829 1,8817 1,5775 1,3059 1,0895 0,9461 0,8736 0,8429 0,8260 0,8121 0,7894 0,7357 0,6339 0,4848 0,3089 0,1482 0,0630 0,1105 0,3128 0,6431 1,0337 1,3924 1,6285 1,6906 1,5862 1,3629 1,0817 0,7980 0,5375 0,2764 -0,0390 -0,4449 -0,9348 -1,4745 -2,0302 -2,5737 -3,0662 -3,4599 -3,7116 -3,7836 -3,6488 -3,3146 -2,8423 -2,3442 -1,9564 -1,7855 -1,8512 -2,0813 -2,3586 -2,5641 -2,6053 -2,4460 -2,1122 -1,6628 -1,1640 -0,6802
F7    -0,3926 -0,4680 -0,5605 -0,6934 -0,8637 -1,0297 -1,1352 -1,1291 -0,9807 -0,7031 -0,3631 -0,0499 0,1749 0,3063 0,3856 0,4665 0,5804 0,7183 0,8416 0,9221 0,9750 1,0471 1,1757 1,3703 1,6147 1,8750 2,1069 2,2574 2,2771 2,1466 1,8715 1,4597 0,9306 0,3375 -0,2366 -0,6985 -0,9754 -1,0614 -1,0348 -1,0037 -1,0311 -1,1124 -1,2065 -1,2789 -1,3243 -1,3549 -1,3677 -1,3407 -1,2688 -1,1761 -1,0863 -1,0107 -0,9567 -0,9234 -0,8934 -0,8410 -0,7493 -0,6292 -0,5250 -0,4870 -0,5287 -0,6148 -0,6967 -0,7526 -0,7951 -0,8531 -0,9478 -1,0842 -1,2574 -1,4547 -1,6524 -1,8169 -1,9259 -1,9949 -2,0672 -2,1651 -2,2529 -2,2593 -2,1452 -1,9451 -1,7458 -1,6356 -1,6581 -1,7872 -1,9470 -2,0687 -2,1319 -2,1533 -2,1451 -2,0993 -2,0149 -1,9173 -1,8343 -1,7704 -1,7100 -1,6280 -1,5095 -1,3658 -1,2314 -1,1535 -1,1776 -1,3218 -1,5679 -1,8806 -2,2243 -2,5745 -2,9310 -3,3055 -3,6741 -3,9588 -4,0870 -4,0617 -3,9409 -3,7706 -3,5678 -3,3363 -3,0688 -2,7629 -2,4569 -2,2219 -2,1071 -2,1058 -2,1735 -2,2577 -2,3084 -2,2816 -2,1431 -1,8804 -1,5258 -1,1517 -0,8201 -0,5565 -0,3676 -0,2440 -0,1598 -0,0972 -0,0641 -0,0813 -0,1632 -0,3142 -0,5307 -0,7922 -1,0557 -1,2685 -1,3938 -1,4246 -1,3782 -1,2870 -1,1923 -1,1229 -1,0750 -1,0196 -0,9179 -0,7374 -0,4853 -0,2157 0,0148 0,1810 0,2881 0,3681 0,4653 0,6030 0,7757 0,9707 1,1664 1,3194 1,3888 1,3794 1,3351 1,2998 1,3033 1,3622 1,4723 1,6071 1,7335 1,8283 1,8872 1,9322 2,0119 2,1795 2,4586 2,8316 3,2540 3,6773 4,0657 4,3906 4,6086 4,6625 4,5259 4,2403 3,8917 3,5603 3,2926 3,0887 2,9035 2,6763 2,3741 2,0217 1,6919 1,4541 1,3358 1,3304 1,4126 1,5353 1,6369 1,6680 1,6152 1,5058 1,3886 1,2990 1,2322 1,1550 1,0409 0,8835 0,6870 0,4641 0,2461 0,0781 -0,0025 0,0160 0,1142 0,2591 0,4376 0,6746 0,9980 1,3612 1,6274 1,6747 1,5082 1,2526 1,0490 0,9699 1,0049 1,0898 1,1463 1,1086 0,9453 0,6709 0,3311 -0,0138 -0,2801 -0,3713 -0,2370 0,0897 0,5280 0,9989 1,4216 1,7053 1,7936 1,7068 1,5154 1,2787 1,0140 0,7070 0,3360 -0,1000 -0,5594 -0,9728 -1,2883 -1,4936 -1,6067 -1,6652 -1,7129 -1,7760 -1,8526 -1,9326 -2,0187 -2,1185 -2,2167 -2,2714 -2,2554 -2,1763 -2,0422 -1,8395 -1,5504 -1,1712 -0,7222 -0,2628 0,1081 0,2965 0,2688 0,0542 -0,2974 -0,7331 -1,1927 -1,6181 -1,9604 -2,1823 -2,2664 -2,2106 -2,0149 -1,6775 -1,2097 -0,6563 -0,1014 0,3618 0,6727 0,8066 0,7453 0,4745 0,0174 -0,5531 -1,1486 -1,6932 -2,1184 -2,3721 -2,4456 -2,3744 -2,2134 -2,0248 -1,8839 -1,8600 -1,9723 -2,1737 -2,3795 -2,5173 -2,5616 -2,5249 -2,4346 -2,3279 -2,2427 -2,1954 -2,1709 -2,1407 -2,0894 -2,0252 -1,9736 -1,9602 -1,9876 -2,0289 -2,0519 -2,0339 -1,9508 -1,7914 -1,5883 -1,4108 -1,3135 -1,2951 -1,3108 -1,3191 -1,3138 -1,3175 -1,3534 -1,4234 -1,4993 -1,5282 -1,4613 -1,2941 -1,0817 -0,9098 -0,8411 -0,8864 -1,0259 -1,2387 -1,5039 -1,7842 -2,0182 -2,1398 -2,1147 -1,9552 -1,7149 -1,4778 -1,3256 -1,2939 -1,3582 -1,4567 -1,5206 -1,4969 -1,3646 -1,1429 -0,8874 -0,6712 -0,5523 -0,5399 -0,5928 -0,6607 -0,7256 -0,7993 -0,8953 -1,0134 -1,1452 -1,2874 -1,4545 -1,6604 -1,8807 -2,0612 -2,1710 -2,2226 -2,2401 -2,2230 -2,1479 -2,0024 -1,8062 -1,5969 -1,4060 -1,2407 -1,0816 -0,8939 -0,6523 -0,3720 -0,1148 0,0474 0,0773 -0,0062 -0,1353 -0,2214 -0,1864 0,0150 0,3752 0,8219 1,2440 1,5584 1,7505 1,8525 1,9025 1,9234 1,9181 1,8749 1,7912 1,7020 1,6625 1,6899 1,7393 1,7438 1,6684 1,5180 1,3122 1,0733 0,8312 0,6213 0,4699 0,3812 0,3309 0,2773 0,1938 0,0894 0,0022 -0,0135 0,0855 0,2929 0,5511 0,7968 0,9972 1,1433 1,2267 1,2406 1,1979 1,1408 1,1273 1,1916 1,3177 1,4554 1,5541 1,5825 1,5384 1,4518 1,3666 1,3028 1,2442 1,1661 1,0607 0,9413 0,8312 0,7401 0,6582 0,5763 0,5012 0,4460 0,4105 0,3709 0,2866 0,1185 -0,1498 -0,4913 -0,8377 -1,1116 -1,2546 -1,2391 -1,0819 -0,8514 -0,6451 -0,5393 -0,5442 -0,6130 -0,6981 -0,7979 -0,9508 -1,1838 -1,4763 -1,7739 -2,0274 -2,2207 -2,3637 -2,4672 -2,5349 -2,5754 -2,6040 -2,6337 -2,6721 -2,7218 -2,7745 -2,8052 -2,7777 -2,6664 -2,4659 -2,1786 -1,8090 -1,3707 -0,8886 -0,3938 0,0820 0,5099 0,8538 1,0606 1,0806 0,9041 0,5761 0,1920 -0,1263 -0,2821 -0,2490 -0,0713 0,1647 0,3734 0,5096 0,5786 0,6240 0,7023 0,8442 1,0319 1,2159 1,3491 1,4072 1,3885 1,2977 1,1388 0,9333 0,7285 0,5663 0,4562 0,3873 0,3515 0,3372 0,3132 0,2514 0,1629 0,0892 0,0584 0,0633 0,0760 0,0683 0,0189 -0,0908 -0,2727 -0,5135 -0,7672 -0,9844 -1,1421 -1,2265 -1,2036 -1,0321 -0,7019 -0,2536 0,2293 0,6376 0,8553 0,7941 0,4401 -0,1374 -0,8299 -1,5295 -2,1295 -2,5412 -2,7356 -2,7464 -2,6314 -2,4456 -2,2480 -2,1119 -2,1027 -2,2359 -2,4741 -2,7530 -2,9985 -3,1491 -3,1902 -3,1565 -3,1009 -3,0813 -3,1500 -3,3165 -3,5306 -3,7048 -3,7350 -3,5382 -3,1162 -2,5601 -1,9840 -1,4818 -1,1270
