Fp1   -2,0753 -2,7624 -3,0643 -2,9324 -2,3862 -1,5098 -0,4250 0,7277 1,7721 2,5021 2,7605 2,5273 1,9156 1,0837 0,1635 -0,7293 -1,4549 -1,8904 -2,0224 -1,9470 -1,7669 -1,5359 -1,2928 -1,0796 -0,9108 -0,7716 -0,6486 -0,5225 -0,3339 -0,0064 0,4929 1,1319 1,8212 2,4207 2,7781 2,8097 2,5521 2,1310 1,6928 1,3462 1,1166 0,9380 0,7133 0,4061 0,0682 -0,2321 -0,4867 -0,7403 -1,0258 -1,3178 -1,5339 -1,5756 -1,3859 -0,9819 -0,4196 0,2560 1,0103 1,7846 2,4799 2,9744 3,1668 3,0132 2,5286 1,7639 0,7897 -0,2957 -1,3512 -2,2186 -2,7949 -3,0787 -3,1389 -3,0441 -2,8200 -2,4742 -2,0698 -1,7608 -1,7344 -2,1135 -2,8983 -3,9685 -5,1257 -6,1521 -6,8678 -7,1754 -7,0747 -6,6505 -6,0497 -5,4457 -4,9825 -4,7258 -4,6712 -4,7976 -5,0970 -5,5509 -6,0921 -6,6123 -7,0251 -7,3074 -7,4625 -7,4805 -7,3761 -7,2453 -7,2298 -7,3975 -7,6572 -7,8106 -7,6866 -7,2319 -6,5143 -5,6748 -4,8667 -4,2059 -3,7536 -3,5251 -3,4858 -3,5243 -3,4615 -3,1369 -2,5090 -1,6753 -0,8098 -0,0862 0,3616 0,4505 0,1592 -0,4477 -1,2117 -1,9298 -2,4328 -2,6391 -2,5700 -2,3378 -2,0991 -1,9942 -2,1009 -2,3889 -2,7077 -2,8753 -2,8084 -2,5662 -2,2884 -2,1166 -2,1436 -2,3782 -2,7308 -3,0191 -3,0086 -2,5236 -1,5455 -0,1914 1,3716 2,9575 4,3645 5,4465 6,2005 6,7370 7,1689 7,5505 7,8847 8,1272 8,1909 7,9941 7,5434 6,9711 6,4565 6,0873 5,8184 5,5703 5,3295 5,1619 5,1620 5,3893 5,8308 6,4065 6,9978 7,4881 7,8028 7,9282 7,9103 7,8371 7,7857 7,7567 7,6484 7,3051 6,6276 5,6588 4,5716 3,5844 2,8780 2,5358 2,5177 2,6790 2,8232 2,7744 2,4621 1,9538 1,3887 0,8940 0,5582 0,4294 0,5142 0,7915 1,2232 1,7497 2,2867 2,7244 2,9432 2,8624 2,4769 1,8501 1,0882 0,3162 -0,3568 -0,8794 -1,2698 -1,5777 -1,8437 -2,0968 -2,3508 -2,5943 -2,8148 -3,0303 -3,2704 -3,5369 -3,7939 -3,9817 -4,0352 -3,9094 -3,6108 -3,2188 -2,8807 -2,7531 -2,9137 -3,3133 -3,7927 -4,1352 -4,1378 -3,6795 -2,7601 -1,5048 -0,1276 1,1420 2,1300 2,7479 2,9751 2,8413 2,4357 1,9021 1,4001 1,0520 0,9038 0,9276 1,0552 1,1906 1,2021 0,9485 0,3542 -0,5363 -1,5707 -2,5403 -3,2418 -3,5332 -3,3650 -2,7751 -1,8608 -0,7579 0,3796 1,4062 2,2022 2,7060 2,9462 3,0022 2,9153 2,6530 2,1647 1,4588 0,6163 -0,2440 -0,9776 -1,4410 -1,5700 -1,4225 -1,1250 -0,7884 -0,4642 -0,1525 0,1637 0,4932 0,8441 1,2379 1,7072 2,2754 2,9309 3,6086 4,1857 4,4968 4,3971 3,8691 3,0852 2,3283 1,8177 1,6160 1,6838 1,9730 2,4554 3,1154 3,9390 4,8842 5,8680 6,8100 7,6834 8,5044 9,2884 10,0251 10,6595 11,1063 11,3201 11,3335 11,2085 10,9910 10,7416 10,5617 10,5531 10,7682 11,1846 11,6989 12,1708 12,4889 12,5952 12,4815 12,1865 11,7839 11,3604 10,9977 10,7554 10,6642 10,7352 10,9693 11,3398 11,7683 12,1426 12,3623 12,3716 12,1688 11,7966 11,3258 10,8323 10,3643 9,9310 9,5439 9,2519 9,1125 9,1362 9,2668 9,4215 9,5429 9,6174 9,6606 9,6872 9,6940 9,6784 9,6684 9,7378 9,9814 10,4389 11,0263 11,5597 11,8725 11,9269 11,8197 11,6911 11,6260 11,6126 11,5649 11,3833 11,0197 10,5094 9,9590 9,4979 9,2248 9,1837 9,3664 9,7130 10,1137 10,4333 10,5588 10,4368 10,0813 9,5512 8,9157 8,2521 7,6714 7,2977 7,2069 7,3788 7,6824 7,9332 8,0196 7,9669 7,8696 7,7979 7,7983 7,9356 8,2708 8,8053 9,4808 10,2339 11,0400 11,9098 12,8414 13,7611 14,5026 14,8580 14,6821 13,9849 12,9331 11,7568 10,6520 9,7386 9,0564 8,5847 8,2844 8,1212 8,0457 7,9868 7,8961 7,7796 7,6611 7,5188 7,2765 6,8578 6,2421 5,4715 4,6139 3,7339 2,8862 2,0916 1,3092 0,4742 -0,4053 -1,1881 -1,6499 -1,6080 -1,0283 -0,0555 1,0401 1,9820 2,6144 2,9394 3,0393 2,9880 2,8312 2,6072 2,3621 2,1535 2,0441 2,0866 2,3003 2,6434 3,0160 3,3210 3,5122 3,5718 3,4733 3,1705 2,6119 1,8039 0,8581 -0,0484 -0,7471 -1,1226 -1,1518 -0,9149 -0,5340 -0,0925 0,3710 0,8154 1,1714 1,3632 1,3647 1,2423 1,1319 1,1644 1,3936 1,7674 2,1673 2,4698 2,5881 2,4999 2,2358 1,8204 1,2449 0,5155 -0,2785 -0,9609 -1,3621 -1,4442 -1,3269 -1,1944 -1,1996 -1,4340 -1,9325 -2,6691 -3,5463 -4,4203 -5,1633 -5,7026 -6,0148 -6,1076 -6,0058 -5,7508 -5,3926 -4,9422 -4,3424 -3,5405 -2,5942 -1,6588 -0,8521 -0,1535 0,5401 1,2816 2,0158 2,6348 3,0778 3,3687 3,5514 3,6221 3,5491 3,3373 3,0488 2,7521 2,4624 2,1383 1,7310 1,2469 0,7642 0,3711 0,1023 -0,0550 -0,1418 -0,2259 -0,3658 -0,5762 -0,8526 -1,1942 -1,5789 -1,9457 -2,2177 -2,3446 -2,3361 -2,2645 -2,2204 -2,2395 -2,2697 -2,2045 -1,9308 -1,3634 -0,4947 0,5708 1,6519 2,5636 3,1520 3,3009 2,9682 2,2304 1,2709 0,3115 -0,4669 -0,9832 -1,2714 -1,4209 -1,4852 -1,4456 -1,2463 -0,8439 -0,2333 0,5466 1,4092 2,2177 2,8186 3,1077 3,0632 2,7211 2,1494 1,4350 0,6413 -0,2227 -1,1545 -2,0832 -2,8781 -3,4385 -3,7735 -3,9963 -4,2334 -4,5247 -4,8064 -4,9992 -5,1110 -5,2342 -5,4521
Fz    -2,1362 -2,5714 -2,8262 -2,8363 -2,5702 -2,0444 -1,3366 -0,5740 0,1003 0,5691 0,7778 0,7452 0,5382 0,2297 -0,1244 -0,4706 -0,7332 -0,8319 -0,7333 -0,4782 -0,1548 0,1487 0,3701 0,4767 0,4667 0,3672 0,2224 0,0883 0,0282 0,0872 0,2644 0,5163 0,7820 1,0005 1,1219 1,1306 1,0638 0,9942 0,9816 1,0378 1,1257 1,1812 1,1510 1,0264 0,8380 0,6183 0,3837 0,1538 -0,0329 -0,1322 -0,1157 0,0247 0,2739 0,5915 0,9278 1,2514 1,5607 1,8663 2,1594 2,3922 2,4925 2,4030 2,1082 1,6376 1,0583 0,4653 -0,0395 -0,3804 -0,5384 -0,5528 -0,4962 -0,4371 -0,4108 -0,4163 -0,4443 -0,5074 -0,6343 -0,8408 -1,1159 -1,4244 -1,7148 -1,9272 -2,0054 -1,9156 -1,6608 -1,2868 -0,8768 -0,5350 -0,3581 -0,3971 -0,6378 -1,0212 -1,4795 -1,9510 -2,3729 -2,6872 -2,8741 -2,9646 -3,0091 -3,0458 -3,1121 -3,2639 -3,5575 -4,0065 -4,5570 -5,1044 -5,5416 -5,8110 -5,9233 -5,9340 -5,9016 -5,8591 -5,8176 -5,7819 -5,7511 -5,7034 -5,5947 -5,3849 -5,0720 -4,6975 -4,3196 -3,9821 -3,7088 -3,5157 -3,4105 -3,3763 -3,3635 -3,3061 -3,1394 -2,8125 -2,3080 -1,6564 -0,9308 -0,2264 0,3692 0,8150 1,1377 1,4046 1,6660 1,9240 2,1523 2,3301 2,4531 2,5347 2,6118 2,7457 3,0058 3,4376 4,0314 4,7199 5,4111 6,0223 6,5028 6,8553 7,1358 7,4113 7,7113 8,0270 8,3380 8,6220 8,8455 8,9747 9,0076 8,9865 8,9648 8,9580 8,9335 8,8504 8,7035 8,5318 8,3955 8,3445 8,4003 8,5519 8,7579 8,9602 9,1083 9,1744 9,1575 9,0799 8,9701 8,8356 8,6468 8,3504 7,9064 7,3276 6,6914 6,1081 5,6656 5,3908 5,2465 5,1531 5,0203 4,7870 4,4494 4,0514 3,6473 3,2735 2,9430 2,6532 2,4064 2,2252 2,1408 2,1668 2,2888 2,4712 2,6660 2,8251 2,9122 2,9080 2,8117 2,6427 2,4366 2,2292 2,0426 1,8859 1,7645 1,6869 1,6683 1,7213 1,8395 1,9956 2,1550 2,2876 2,3832 2,4649 2,5772 2,7483 2,9654 3,1846 3,3545 3,4361 3,4203 3,3319 3,2218 3,1579 3,2021 3,3774 3,6586 3,9866 4,2865 4,4882 4,5492 4,4696 4,2824 4,0289 3,7440 3,4598 3,2148 3,0445 2,9543 2,9166 2,8966 2,8715 2,8191 2,7099 2,5207 2,2519 1,9376 1,6475 1,4709 1,4861 1,7297 2,1815 2,7692 3,3858 3,9200 4,2984 4,5083 4,5884 4,6015 4,5997 4,5982 4,5772 4,5093 4,3875 4,2262 4,0442 3,8686 3,7421 3,6982 3,7351 3,8261 3,9448 4,0761 4,2145 4,3564 4,4953 4,6324 4,7858 4,9841 5,2500 5,5849 5,9579 6,3029 6,5307 6,5622 6,3765 6,0369 5,6616 5,3545 5,1637 5,0988 5,1625 5,3492 5,6280 5,9453 6,2479 6,5080 6,7345 6,9635 7,2327 7,5528 7,8933 8,1902 8,3757 8,4250 8,3726 8,2772 8,1804 8,1076 8,0913 8,1695 8,3636 8,6579 9,0009 9,3306 9,6009 9,7839 9,8626 9,8305 9,6940 9,4733 9,2003 8,9164 8,6683 8,5014 8,4532 8,5428 8,7549 9,0356 9,3110 9,5195 9,6331 9,6529 9,5951 9,4810 9,3329 9,1749 9,0419 8,9806 9,0299 9,1929 9,4274 9,6681 9,8596 9,9720 9,9939 9,9255 9,7866 9,6267 9,5143 9,5156 9,6692 9,9603 10,3106 10,6098 10,7724 10,7736 10,6428 10,4335 10,1928 9,9451 9,6983 9,4536 9,2060 8,9504 8,6964 8,4706 8,3023 8,2102 8,2013 8,2722 8,4045 8,5583 8,6814 8,7241 8,6521 8,4599 8,1739 7,8495 7,5659 7,4038 7,4108 7,5815 7,8590 8,1619 8,4261 8,6253 8,7610 8,8462 8,9024 8,9610 9,0503 9,1763 9,3309 9,5139 9,7376 10,0063 10,2963 10,5499 10,6892 10,6503 10,4188 10,0377 9,5848 9,1333 8,7299 8,4003 8,1590 8,0116 7,9566 7,9805 8,0471 8,1059 8,1175 8,0570 7,8970 7,6016 7,1505 6,5634 5,8951 5,2149 4,5864 4,0544 3,6423 3,3510 3,1544 3,0138 2,9183 2,9024 3,0203 3,3119 3,7809 4,3716 4,9708 5,4592 5,7747 5,9276 5,9622 5,9180 5,8176 5,6754 5,5099 5,3481 5,2220 5,1616 5,1874 5,2948 5,4442 5,5800 5,6599 5,6586 5,5571 5,3407 5,0052 4,5660 4,0642 3,5643 3,1466 2,8827 2,7960 2,8477 2,9702 3,1044 3,2112 3,2655 3,2473 3,1452 2,9754 2,7916 2,6653 2,6513 2,7575 2,9302 3,0758 3,1126 3,0136 2,8133 2,5695 2,3145 2,0487 1,7701 1,5023 1,2953 1,1925 1,1860 1,2107 1,1844 1,0501 0,7838 0,3892 -0,0951 -0,5932 -1,0196 -1,3138 -1,4483 -1,4191 -1,2414 -0,9504 -0,5981 -0,2376 0,1044 0,4400 0,7916 1,1539 1,4953 1,7978 2,0839 2,3886 2,7066 2,9864 3,1840 3,3116 3,4223 3,5548 3,7070 3,8546 3,9740 4,0531 4,0874 4,0629 3,9514 3,7365 3,4487 3,1652 2,9583 2,8457 2,7877 2,7158 2,5665 2,3176 1,9974 1,6483 1,2921 0,9362 0,6003 0,3331 0,1938 0,2096 0,3529 0,5584 0,7625 0,9279 1,0494 1,1605 1,3301 1,6175 2,0194 2,4675 2,8724 3,1588 3,2680 3,1604 2,8395 2,3736 1,8756 1,4474 1,1309 0,9029 0,7181 0,5603 0,4554 0,4403 0,5286 0,7033 0,9317 1,1760 1,3932 1,5434 1,6078 1,5882 1,4887 1,3108 1,0616 0,7500 0,3783 -0,0424 -0,4696 -0,8428 -1,1260 -1,3298 -1,4943 -1,6594 -1,8402 -2,0239 -2,1938 -2,3552 -2,5314 -2,7439
F3    -0,9502 -1,2130 -1,3688 -1,3653 -1,1738 -0,8092 -0,3410 0,1293 0,4992 0,6926 0,6872 0,5179 0,2510 -0,0496 -0,3435 -0,6061 -0,8015 -0,8803 -0,8199 -0,6524 -0,4426 -0,2498 -0,1111 -0,0420 -0,0414 -0,0974 -0,1924 -0,2961 -0,3554 -0,3159 -0,1673 0,0453 0,2504 0,3873 0,4293 0,3920 0,3317 0,3200 0,4050 0,5888 0,8354 1,0881 1,2847 1,3740 1,3276 1,1365 0,8097 0,3860 -0,0571 -0,4257 -0,6450 -0,6786 -0,5287 -0,2255 0,1913 0,6803 1,1933 1,6699 2,0371 2,2180 2,1582 1,8528 1,3492 0,7275 0,0747 -0,5311 -1,0260 -1,3722 -1,5716 -1,6573 -1,6628 -1,6050 -1,4937 -1,3468 -1,1937 -1,0660 -0,9841 -0,9509 -0,9550 -0,9771 -0,9883 -0,9500 -0,8319 -0,6319 -0,3709 -0,0816 0,1838 0,3458 0,3183 0,0561 -0,4140 -1,0053 -1,6161 -2,1706 -2,6248 -2,9506 -3,1378 -3,2118 -3,2286 -3,2476 -3,3206 -3,4974 -3,8128 -4,2511 -4,7278 -5,1170 -5,3204 -5,3242 -5,2018 -5,0630 -4,9879 -4,9867 -5,0216 -5,0622 -5,1042 -5,1278 -5,0682 -4,8560 -4,4853 -4,0321 -3,6115 -3,3180 -3,1977 -3,2537 -3,4561 -3,7403 -4,0088 -4,1597 -4,1249 -3,8860 -3,4667 -2,9227 -2,3282 -1,7619 -1,2898 -0,9323 -0,6414 -0,3315 0,0583 0,5351 1,0668 1,6063 2,1043 2,5188 2,8269 3,0441 3,2325 3,4695 3,7927 4,1800 4,5846 4,9712 5,3240 5,6523 5,9871 6,3453 6,6961 6,9797 7,1555 7,2171 7,1802 7,0818 6,9898 6,9874 7,1249 7,3751 7,6364 7,7943 7,7913 7,6473 7,4254 7,1854 6,9628 6,7691 6,6014 6,4569 6,3426 6,2731 6,2693 6,3549 6,5370 6,7837 7,0162 7,1242 7,0147 6,6692 6,1558 5,5872 5,0690 4,6705 4,4063 4,2307 4,0594 3,8157 3,4730 3,0718 2,6932 2,4045 2,2259 2,1398 2,1203 2,1535 2,2402 2,3838 2,5806 2,8166 3,0636 3,2835 3,4346 3,4705 3,3456 3,0433 2,5997 2,0908 1,5986 1,1884 0,8973 0,7317 0,6794 0,7245 0,8511 1,0414 1,2738 1,5164 1,7317 1,8975 2,0203 2,1190 2,1983 2,2389 2,2078 2,0841 1,8859 1,6697 1,5015 1,4361 1,5082 1,7289 2,0748 2,4762 2,8269 3,0288 3,0369 2,8716 2,5891 2,2410 1,8565 1,4597 1,0993 0,8449 0,7385 0,7591 0,8445 0,9366 1,0030 1,0317 1,0248 0,9976 0,9787 1,0100 1,1440 1,4268 1,8714 2,4461 3,0824 3,6860 4,1599 4,4432 4,5376 4,5044 4,4382 4,4164 4,4546 4,5104 4,5257 4,4639 4,3164 4,0926 3,8220 3,5618 3,3797 3,3235 3,4088 3,6200 3,9166 4,2486 4,5710 4,8478 5,0567 5,1996 5,3069 5,4298 5,6176 5,8826 6,1756 6,3905 6,4093 6,1723 5,7241 5,1866 4,6824 4,2914 4,0582 4,0064 4,1339 4,4077 4,7681 5,1452 5,4872 5,7782 6,0305 6,2607 6,4682 6,6234 6,6721 6,5711 6,3321 6,0290 5,7590 5,5996 5,5979 5,7784 6,1402 6,6523 7,2580 7,8786 8,4283 8,8418 9,0891 9,1690 9,0969 8,8937 8,5873 8,2162 7,8256 7,4643 7,1877 7,0521 7,0868 7,2702 7,5436 7,8463 8,1348 8,3869 8,5985 8,7659 8,8688 8,8749 8,7712 8,5901 8,3954 8,2402 8,1424 8,0955 8,0965 8,1617 8,3122 8,5510 8,8564 9,1998 9,5611 9,9321 10,3211 10,7512 11,2230 11,6736 11,9929 12,0899 11,9494 11,6324 11,2323 10,8259 10,4461 10,0882 9,7341 9,3648 8,9649 8,5394 8,1293 7,7942 7,5780 7,4967 7,5439 7,6891 7,8734 8,0193 8,0539 7,9344 7,6653 7,3043 6,9495 6,7035 6,6306 6,7440 7,0167 7,3822 7,7385 7,9861 8,0809 8,0481 7,9472 7,8377 7,7698 7,7740 7,8507 7,9863 8,1764 8,4304 8,7568 9,1436 9,5381 9,8446 9,9651 9,8569 9,5507 9,1190 8,6298 8,1321 7,6758 7,3244 7,1282 7,0854 7,1405 7,2203 7,2719 7,2716 7,2125 7,0859 6,8685 6,5350 6,0910 5,5884 5,1006 4,6775 4,3201 3,9957 3,6669 3,3033 2,8997 2,5008 2,1972 2,0895 2,2451 2,6611 3,2434 3,8312 4,2686 4,4782 4,4818 4,3639 4,2235 4,1496 4,2060 4,4026 4,6904 5,0102 5,3421 5,6986 6,0889 6,5002 6,9035 7,2551 7,4888 7,5315 7,3386 6,9096 6,2777 5,4950 4,6265 3,7589 2,9927 2,3954 1,9641 1,6433 1,3819 1,1698 1,0254 0,9661 0,9994 1,1302 1,3648 1,7047 2,1310 2,5891 2,9937 3,2622 3,3469 3,2451 2,9928 2,6472 2,2564 1,8467 1,4428 1,0897 0,8442 0,7368 0,7386 0,7706 0,7490 0,6191 0,3591 -0,0211 -0,4644 -0,8646 -1,1075 -1,1270 -0,9317 -0,5931 -0,2149 0,1052 0,3074 0,3900 0,4100 0,4509 0,5673 0,7528 0,9582 1,1421 1,3110 1,5012 1,7281 1,9770 2,2446 2,5650 2,9790 3,4826 4,0096 4,4624 4,7618 4,8785 4,8280 4,6435 4,3618 4,0283 3,7018 3,4356 3,2373 3,0616 2,8549 2,5860 2,2411 1,8278 1,3864 0,9681 0,6060 0,3175 0,1208 0,0368 0,0803 0,2470 0,5080 0,8180 1,1393 1,4545 1,7569 2,0422 2,3123 2,5672 2,7958 2,9857 3,1379 3,2485 3,2781 3,1584 2,8420 2,3482 1,7689 1,2243 0,7972 0,4984 0,2972 0,1866 0,2107 0,4294 0,8659 1,4886 2,2267 2,9854 3,6501 4,0993 4,2353 4,0164 3,4747 2,7107 1,8621 1,0508 0,3458 -0,2271 -0,6531 -0,9205 -1,0411 -1,0640 -1,0589 -1,0760 -1,1259 -1,1957 -1,2778 -1,3862 -1,5502 -1,7943
F7    -1,3213 -1,4836 -1,6072 -1,6476 -1,5705 -1,3676 -1,0689 -0,7347 -0,4325 -0,2105 -0,0823 -0,0314 -0,0284 -0,0499 -0,0870 -0,1362 -0,1828 -0,1977 -0,1544 -0,0497 0,0920 0,2338 0,3494 0,4352 0,5028 0,5616 0,6089 0,6391 0,6561 0,6729 0,7000 0,7391 0,7830 0,8137 0,8046 0,7374 0,6216 0,4931 0,3875 0,3158 0,2688 0,2316 0,1928 0,1504 0,1135 0,0900 0,0765 0,0646 0,0534 0,0549 0,0909 0,1835 0,3369 0,5303 0,7375 0,9497 1,1741 1,4134 1,6517 1,8570 1,9958 2,0443 1,9914 1,8405 1,6153 1,3623 1,1395 0,9902 0,9260 0,9280 0,9577 0,9711 0,9379 0,8530 0,7263 0,5658 0,3815 0,1985 0,0573 -0,0030 0,0393 0,1840 0,4134 0,6994 1,0079 1,2982 1,5251 1,6448 1,6291 1,4825 1,2474 0,9857 0,7479 0,5568 0,4176 0,3323 0,2967 0,2930 0,2908 0,2563 0,1560 -0,0396 -0,3456 -0,7527 -1,2243 -1,6982 -2,0986 -2,3655 -2,4854 -2,4966 -2,4597 -2,4163 -2,3721 -2,3127 -2,2276 -2,1187 -1,9920 -1,8501 -1,6951 -1,5373 -1,3943 -1,2790 -1,1928 -1,1343 -1,1064 -1,1061 -1,1096 -1,0692 -0,9293 -0,6539 -0,2466 0,2538 0,7918 1,3124 1,7762 2,1754 2,5294 2,8557 3,1471 3,3797 3,5366 3,6215 3,6509 3,6413 3,6097 3,5794 3,5813 3,6452 3,7873 4,0039 4,2802 4,6010 4,9459 5,2854 5,5905 5,8433 6,0384 6,1815 6,2908 6,3871 6,4738 6,5316 6,5398 6,5007 6,4400 6,3854 6,3457 6,3134 6,2833 6,2642 6,2685 6,3017 6,3658 6,4668 6,6095 6,7906 6,9976 7,2107 7,4062 7,5598 7,6458 7,6401 7,5307 7,3244 7,0433 6,7185 6,3865 6,0848 5,8418 5,6629 5,5272 5,3969 5,2376 5,0371 4,8121 4,5959 4,4154 4,2754 4,1597 4,0449 3,9195 3,7962 3,6991 3,6385 3,6049 3,5850 3,5688 3,5397 3,4720 3,3457 3,1637 2,9546 2,7623 2,6272 2,5699 2,5839 2,6415 2,7141 2,7881 2,8547 2,8914 2,8658 2,7572 2,5665 2,3126 2,0285 1,7542 1,5217 1,3491 1,2473 1,2223 1,2711 1,3799 1,5231 1,6681 1,7925 1,8968 1,9984 2,1154 2,2525 2,3916 2,4933 2,5134 2,4288 2,2551 2,0375 1,8246 1,6545 1,5512 1,5186 1,5360 1,5749 1,6201 1,6686 1,7078 1,7073 1,6384 1,5000 1,3231 1,1520 1,0242 0,9590 0,9562 1,0027 1,0821 1,1787 1,2799 1,3833 1,4992 1,6405 1,8081 1,9848 2,1427 2,2578 2,3232 2,3532 2,3753 2,4150 2,4891 2,6041 2,7516 2,9061 3,0370 3,1242 3,1656 3,1750 3,1717 3,1646 3,1524 3,1404 3,1521 3,2202 3,3626 3,5641 3,7801 3,9585 4,0575 4,0570 3,9686 3,8316 3,6866 3,5547 3,4446 3,3696 3,3460 3,3760 3,4385 3,4983 3,5247 3,5037 3,4424 3,3642 3,2985 3,2734 3,3066 3,3980 3,5343 3,6945 3,8463 3,9520 3,9931 3,9876 3,9765 3,9980 4,0692 4,1813 4,3082 4,4193 4,4870 4,4960 4,4532 4,3859 4,3290 4,3139 4,3594 4,4680 4,6326 4,8457 5,1023 5,3916 5,6848 5,9312 6,0759 6,0891 5,9840 5,8085 5,6228 5,4841 5,4381 5,5138 5,7179 6,0286 6,3968 6,7605 7,0690 7,2963 7,4327 7,4703 7,4049 7,2541 7,0598 6,8691 6,7129 6,6008 6,5240 6,4625 6,3965 6,3166 6,2258 6,1361 6,0652 6,0300 6,0338 6,0554 6,0471 5,9526 5,7446 5,4507 5,1487 4,9341 4,8772 4,9945 5,2485 5,5658 5,8635 6,0723 6,1516 6,0957 5,9348 5,7206 5,5069 5,3333 5,2109 5,1181 5,0186 4,8847 4,7100 4,5115 4,3206 4,1723 4,0974 4,1160 4,2290 4,4126 4,6283 4,8532 5,0941 5,3654 5,6573 5,9326 6,1423 6,2450 6,2293 6,1249 5,9830 5,8433 5,7190 5,6041 5,4887 5,3706 5,2622 5,1892 5,1742 5,2132 5,2694 5,2956 5,2607 5,1550 4,9815 4,7474 4,4628 4,1451 3,8251 3,5441 3,3376 3,2195 3,1763 3,1741 3,1779 3,1735 3,1703 3,1891 3,2523 3,3761 3,5557 3,7586 3,9418 4,0814 4,1801 4,2488 4,2892 4,2971 4,2719 4,2176 4,1383 4,0356 3,9122 3,7761 3,6369 3,4958 3,3452 3,1810 3,0089 2,8401 2,6834 2,5440 2,4285 2,3474 2,3114 2,3256 2,3857 2,4744 2,5656 2,6300 2,6398 2,5810 2,4692 2,3438 2,2442 2,1941 2,2013 2,2561 2,3325 2,3961 2,4121 2,3570 2,2308 2,0582 1,8788 1,7300 1,6300 1,5748 1,5439 1,5122 1,4621 1,3886 1,2949 1,1889 1,0825 0,9878 0,9098 0,8449 0,7887 0,7416 0,7054 0,6878 0,7082 0,7880 0,9383 1,1548 1,4136 1,6750 1,9026 2,0822 2,2240 2,3474 2,4695 2,6068 2,7753 2,9743 3,1738 3,3314 3,4249 3,4636 3,4705 3,4603 3,4394 3,4173 3,4084 3,4222 3,4544 3,4829 3,4699 3,3838 3,2299 3,0560 2,9201 2,8540 2,8511 2,8759 2,8803 2,8285 2,7165 2,5667 2,4043 2,2466 2,1090 2,0143 1,9916 2,0637 2,2303 2,4603 2,7047 2,9139 3,0513 3,1068 3,1061 3,0968 3,1202 3,1922 3,3018 3,4174 3,4943 3,4888 3,3807 3,1900 2,9641 2,7458 2,5543 2,3873 2,2318 2,0768 1,9232 1,7850 1,6769 1,6020 1,5525 1,5184 1,4968 1,4978 1,5413 1,6426 1,7969 1,9754 2,1370 2,2383 2,2376 2,1126 1,8808 1,5920 1,2970 1,0253 0,7899 0,6021 0,4775 0,4247 0,4286 0,4508 0,4505 0,4068
