Fp1   -0,3212 -0,2403 -0,3103 -0,3650 -0,1823 0,3870 1,3024 2,3145 3,0663 3,2487 2,7129 1,5140 -0,0945 -1,7426 -3,0870 -3,9212 -4,2037 -4,0043 -3,4043 -2,4550 -1,2410 0,0445 1,1194 1,7193 1,7093 1,1446 0,2639 -0,6042 -1,1939 -1,4176 -1,3649 -1,1899 -0,9924 -0,7908 -0,5733 -0,3488 -0,1497 0,0080 0,1548 0,3335 0,5468 0,7599 0,9461 1,1181 1,3030 1,4913 1,6434 1,7429 1,7985 1,8048 1,7427 1,6073 1,4298 1,2839 1,2542 1,3741 1,5975 1,8343 2,0051 2,0715 2,0510 2,0238 2,0841 2,2452 2,4329 2,5874 2,7041 2,7851 2,8156 2,7810 2,6720 2,4761 2,1824 1,7941 1,3289 0,8216 0,3515 0,0490 0,0300 0,2983 0,7279 1,1555 1,4824 1,6955 1,8132 1,8377 1,7762 1,6823 1,6441 1,7238 1,9084 2,1077 2,1892 2,0448 1,6445 1,0174 0,2147 -0,6792 -1,5482 -2,2849 -2,8196 -3,1346 -3,2689 -3,2837 -3,2118 -3,0473 -2,7768 -2,4048 -1,9503 -1,4340 -0,8688 -0,2562 0,3860 0,9961 1,5118 1,9388 2,3384 2,7653 3,2496 3,8219 4,5102 5,2976 6,0780 6,6638 6,8577 6,5420 5,7200 4,4903 2,9926 1,3889 -0,1253 -1,3548 -2,1921 -2,6637 -2,8557 -2,7937 -2,4288 -1,7498 -0,8567 0,0925 0,9622 1,6441 2,0416 2,1179 1,9439 1,6560 1,3735 1,1724 1,1097 1,2261 1,5011 1,8294 2,0581 2,0417 1,6886 0,9996 0,0809 -0,8907 -1,7384 -2,3516 -2,7064 -2,8420 -2,8196 -2,6843 -2,4415 -2,0700 -1,5944 -1,1464 -0,9087 -0,9713 -1,2367 -1,4677 -1,4447 -1,0871 -0,4443 0,3662 1,1901 1,8699 2,3123 2,5186 2,5288 2,3606 2,0205 1,5450 1,0037 0,4535 -0,1023 -0,7079 -1,4104 -2,2007 -2,9720 -3,5509 -3,8153 -3,7793 -3,5432 -3,2042 -2,8563 -2,6174 -2,5872 -2,7754 -3,0848 -3,3877 -3,6316 -3,8435 -4,0565 -4,2888 -4,5911 -5,0496 -5,6808 -6,3492 -6,8574 -7,1089 -7,1536 -7,0947 -6,9937 -6,8788 -6,7915 -6,7587 -6,7158 -6,4972 -5,9246 -4,9245 -3,5924 -2,1986 -1,1178 -0,6390 -0,7767 -1,2849 -1,8280 -2,1301 -2,0555 -1,6289 -1,0079 -0,4522 -0,2763 -0,7210 -1,7813 -3,1509 -4,3601 -5,0041 -4,9082 -4,1745 -3,1316 -2,2116 -1,7980 -2,0881 -3,0148 -4,2980 -5,5891 -6,5874 -7,1027 -7,0598 -6,4701 -5,4323 -4,1312 -2,7864 -1,5983 -0,7242 -0,2435 -0,1398 -0,3416 -0,7769 -1,3962 -2,1610 -3,0001 -3,7849 -4,3844 -4,7587 -4,9797 -5,1538 -5,3464 -5,5579 -5,7175 -5,6952 -5,3659 -4,7052 -3,8414 -2,9862 -2,2980 -1,8196 -1,5147 -1,3054 -1,0987 -0,8466 -0,5878 -0,4129 -0,3932 -0,5338 -0,7851 -1,0957 -1,4259 -1,7018 -1,8024 -1,6323 -1,2276 -0,7832 -0,5406 -0,6286 -1,0087 -1,5161 -1,9174 -2,0027 -1,6985 -1,0986 -0,3963 0,2135 0,6109 0,7603 0,6782 0,4206 0,0784 -0,2356 -0,3969 -0,2976 0,0886 0,6659 1,2544 1,6808 1,8571 1,7785 1,4867 1,0734 0,6680 0,3822 0,2903 0,4410 0,8475 1,4630 2,1798 2,8773 3,4919 4,0199 4,4379 4,6583 4,6061 4,3199 3,9412 3,6141 3,3971 3,2516 3,1164 2,9679 2,7851 2,5146 2,1414 1,7828 1,6479 1,8792 2,4505 3,2009 3,9423 4,5483 4,9323 4,9779 4,5836 3,7667 2,6727 1,5212 0,5529 -0,0427 -0,2029 -0,0085 0,3896 0,8727 1,3882 1,9059 2,3779 2,7394 2,9191 2,8713 2,6431 2,3826 2,2336 2,2198 2,2508 2,2206 2,0759 1,8147 1,4706 1,1134 0,8409 0,7244 0,7329 0,7291 0,5569 0,1352 -0,5004 -1,2038 -1,7808 -2,0947 -2,1254 -1,9234 -1,5377 -1,0131 -0,4408 0,0274 0,2353 0,0993 -0,3575 -1,0317 -1,7891 -2,5029 -3,0820 -3,4798 -3,6713 -3,6456 -3,4269 -3,0573 -2,5459 -1,8884 -1,1264 -0,3395 0,3857 0,9481 1,2354 1,1450 0,6041 -0,3816 -1,6824 -3,0709 -4,3010 -5,1682 -5,5547 -5,4657 -5,0302 -4,4529 -3,9353 -3,6111 -3,5457 -3,7650 -4,2421 -4,8530 -5,3816 -5,5984 -5,3633 -4,6852 -3,7074 -2,6363 -1,6696 -0,9645 -0,6304 -0,7131 -1,1779 -1,9348 -2,9044 -4,0327 -5,2176 -6,2814 -7,0487 -7,4252 -7,4105 -7,0793 -6,5490 -5,9356 -5,3234 -4,7680 -4,3141 -4,0034 -3,8711 -3,9426 -4,2077 -4,5793 -4,9124 -5,0870 -5,0581 -4,8427 -4,5024 -4,1532 -3,9649 -4,1002 -4,6103 -5,3792 -6,1901 -6,8537 -7,2643 -7,3774 -7,2060 -6,8359 -6,3993 -6,0189 -5,7825 -5,7407 -5,8786 -6,0900 -6,2327 -6,2240 -6,0720 -5,8534 -5,6962 -5,7441 -6,0756 -6,6368 -7,2427 -7,6541 -7,6847 -7,2693 -6,4596 -5,3751 -4,1647 -3,0033 -2,0728 -1,4961 -1,2883 -1,3822 -1,6868 -2,1140 -2,5671 -2,9293 -3,0932 -3,0337 -2,8588 -2,7591 -2,8673 -3,1496 -3,4401 -3,5806 -3,5259 -3,3282 -3,0546 -2,7540 -2,4811 -2,2835 -2,1370 -1,9243 -1,5154 -0,8918 -0,2168 0,2236 0,1921 -0,3479 -1,2171 -2,1430 -2,9199 -3,4774 -3,8362 -4,0367 -4,0962 -4,0037 -3,7545 -3,3782 -2,9123 -2,3734 -1,7844 -1,2019 -0,6903 -0,2829 0,0106 0,1460 0,0007 -0,5543 -1,4994 -2,6164 -3,6071 -4,2424 -4,4233 -4,1708 -3,6064 -2,9282 -2,3557 -2,0394 -1,9983 -2,1648 -2,4780 -2,9041 -3,3940 -3,8695 -4,2457 -4,4465 -4,4176 -4,1681 -3,7985 -3,4484 -3,1794 -2,9254 -2,5845 -2,1388 -1,6667 -1,2689 -0,9944 -0,8231 -0,7133 -0,6426 -0,6040 -0,6189 -0,7591 -1,0951 -1,6068 -2,1673 -2,6200 -2,8691 -2,9127 -2,8240 -2,7153 -2,6889 -2,7813 -2,9386 -3,0428 -2,9673 -2,6423 -2,1154
Fz    -0,3046 -0,3052 -0,2788 -0,2164 -0,0865 0,1555 0,5187 0,9225 1,2080 1,2201 0,8837 0,2282 -0,6213 -1,4795 -2,1553 -2,5029 -2,4641 -2,0786 -1,4389 -0,6391 0,2230 1,0140 1,5744 1,7782 1,5914 1,1020 0,4990 -0,0075 -0,2867 -0,3387 -0,2603 -0,1545 -0,0627 0,0267 0,1278 0,2244 0,2767 0,2519 0,1502 0,0044 -0,1371 -0,2298 -0,2508 -0,2005 -0,0890 0,0713 0,2684 0,4976 0,7539 1,0172 1,2603 1,4647 1,6225 1,7359 1,8203 1,8909 1,9428 1,9537 1,9144 1,8455 1,7747 1,7188 1,6939 1,7051 1,7268 1,7274 1,7021 1,6594 1,5946 1,4930 1,3471 1,1645 0,9643 0,7684 0,5896 0,4339 0,3236 0,3100 0,4395 0,7022 1,0249 1,3176 1,5243 1,6369 1,6643 1,6064 1,4715 1,2969 1,1325 1,0073 0,9146 0,8189 0,6640 0,3935 -0,0092 -0,5055 -1,0288 -1,5137 -1,9108 -2,2016 -2,3946 -2,5030 -2,5305 -2,4695 -2,3087 -2,0456 -1,6921 -1,2708 -0,8066 -0,3233 0,1571 0,6205 1,0584 1,4583 1,8123 2,1350 2,4499 2,7563 3,0274 3,2467 3,4336 3,6228 3,8238 3,9997 4,0787 3,9868 3,6909 3,2198 2,6476 2,0684 1,5785 1,2440 1,0659 0,9808 0,9102 0,8272 0,7776 0,8235 0,9820 1,2237 1,5000 1,7524 1,9149 1,9452 1,8660 1,7536 1,6763 1,6590 1,7071 1,8338 2,0436 2,3052 2,5537 2,7098 2,7065 2,5216 2,2024 1,8541 1,5906 1,4772 1,5003 1,5849 1,6465 1,6324 1,5399 1,4223 1,3542 1,3696 1,4542 1,5880 1,7715 2,0093 2,2826 2,5448 2,7463 2,8580 2,8786 2,8279 2,7436 2,6777 2,6722 2,7241 2,7825 2,7883 2,7069 2,5176 2,1968 1,7302 1,1312 0,4423 -0,2620 -0,8741 -1,2982 -1,5122 -1,5665 -1,5310 -1,4609 -1,3924 -1,3426 -1,3084 -1,2703 -1,2168 -1,1758 -1,2045 -1,3454 -1,6075 -1,9812 -2,4467 -2,9548 -3,4201 -3,7580 -3,9284 -3,9411 -3,8315 -3,6337 -3,3699 -3,0594 -2,7268 -2,3935 -2,0571 -1,6894 -1,2727 -0,8345 -0,4501 -0,2220 -0,2285 -0,4559 -0,7791 -1,0164 -1,0190 -0,7498 -0,3066 0,1245 0,3451 0,2177 -0,2662 -0,9614 -1,6325 -2,0721 -2,1849 -1,9962 -1,6129 -1,1815 -0,8521 -0,7429 -0,9076 -1,3214 -1,8982 -2,5250 -3,0840 -3,4618 -3,5587 -3,3097 -2,7298 -1,9374 -1,1040 -0,3675 0,2075 0,6061 0,8236 0,8534 0,7035 0,4065 0,0126 -0,4113 -0,7792 -1,0179 -1,1100 -1,0929 -1,0226 -0,9582 -0,9522 -1,0166 -1,0956 -1,0830 -0,8876 -0,5098 -0,0564 0,3244 0,5257 0,5287 0,4056 0,2698 0,1914 0,1579 0,1171 0,0394 -0,0692 -0,1945 -0,3338 -0,4912 -0,6537 -0,7683 -0,7626 -0,6114 -0,3833 -0,2066 -0,1784 -0,3045 -0,5132 -0,6974 -0,7527 -0,6182 -0,3077 0,0866 0,4306 0,6203 0,6322 0,5045 0,2859 0,0147 -0,2693 -0,5124 -0,6538 -0,6607 -0,5623 -0,4492 -0,4210 -0,5151 -0,6923 -0,8815 -1,0074 -1,0003 -0,8196 -0,4700 0,0036 0,5263 1,0094 1,3740 1,5818 1,6570 1,6623 1,6292 1,5219 1,2904 0,9514 0,5962 0,3286 0,1999 0,1910 0,2513 0,3444 0,4437 0,5151 0,5446 0,5735 0,6806 0,9216 1,2797 1,6644 1,9574 2,0669 1,9410 1,5546 0,9277 0,1507 -0,6391 -1,2938 -1,6785 -1,7129 -1,4202 -0,9241 -0,3825 0,0902 0,4529 0,7154 0,9081 1,0569 1,1564 1,1721 1,0896 0,9453 0,7886 0,6261 0,4224 0,1564 -0,1437 -0,4169 -0,5957 -0,6135 -0,4255 -0,0517 0,4027 0,7821 0,9479 0,8327 0,4576 -0,0859 -0,6699 -1,1719 -1,5093 -1,6510 -1,6101 -1,4361 -1,2138 -1,0462 -1,0118 -1,1275 -1,3445 -1,5810 -1,7687 -1,8738 -1,8764 -1,7532 -1,4968 -1,1441 -0,7723 -0,4611 -0,2499 -0,1374 -0,1054 -0,1199 -0,1426 -0,1707 -0,2455 -0,4215 -0,7396 -1,2070 -1,7731 -2,3321 -2,7656 -2,9814 -2,9316 -2,6291 -2,1690 -1,7160 -1,4287 -1,3640 -1,4657 -1,6435 -1,8412 -2,0348 -2,2002 -2,2934 -2,2540 -2,0386 -1,6666 -1,2291 -0,8461 -0,6189 -0,6135 -0,8479 -1,2757 -1,8046 -2,3563 -2,8943 -3,3854 -3,7710 -3,9917 -4,0180 -3,8612 -3,5789 -3,2635 -3,0025 -2,8427 -2,7848 -2,7991 -2,8487 -2,9127 -2,9963 -3,1137 -3,2522 -3,3605 -3,3781 -3,2770 -3,0789 -2,8369 -2,6163 -2,5004 -2,5792 -2,8937 -3,3878 -3,9309 -4,3913 -4,6833 -4,7697 -4,6655 -4,4460 -4,2180 -4,0612 -3,9960 -3,9987 -4,0177 -3,9842 -3,8509 -3,6326 -3,3985 -3,2369 -3,2355 -3,4582 -3,8966 -4,4432 -4,9280 -5,1954 -5,1608 -4,8251 -4,2661 -3,6122 -2,9868 -2,4602 -2,0490 -1,7394 -1,5091 -1,3479 -1,2669 -1,2794 -1,3705 -1,4895 -1,5712 -1,5738 -1,5107 -1,4467 -1,4458 -1,5165 -1,6072 -1,6507 -1,6117 -1,5037 -1,3679 -1,2431 -1,1551 -1,1058 -1,0530 -0,9189 -0,6469 -0,2597 0,1288 0,3583 0,2994 -0,0840 -0,7159 -1,4393 -2,0891 -2,5605 -2,8243 -2,9046 -2,8507 -2,7111 -2,5260 -2,3362 -2,1718 -2,0310 -1,8959 -1,7669 -1,6634 -1,5947 -1,5441 -1,4892 -1,4469 -1,4824 -1,6515 -1,9436 -2,2872 -2,5846 -2,7388 -2,6801 -2,4004 -1,9761 -1,5452 -1,2446 -1,1480 -1,2527 -1,5080 -1,8462 -2,1962 -2,4952 -2,7039 -2,8113 -2,8247 -2,7588 -2,6378 -2,5024 -2,3950 -2,3334 -2,3089 -2,3049 -2,3011 -2,2681 -2,1704 -1,9770 -1,6814 -1,3221 -0,9767 -0,7367 -0,6715 -0,7902 -1,0435 -1,3762 -1,7661 -2,2089 -2,6757 -3,1089 -3,4553 -3,6798 -3,7489 -3,6315 -3,3268 -2,8819 -2,3806 -1,9217
F3    1,5132 1,5367 1,5596 1,5161 1,3587 1,1226 0,8908 0,6991 0,5119 0,2828 -0,0024 -0,3424 -0,7378 -1,1676 -1,5626 -1,8136 -1,8304 -1,6038 -1,1995 -0,7071 -0,2130 0,2149 0,5482 0,7874 0,9254 0,9489 0,8726 0,7448 0,6238 0,5644 0,6066 0,7532 0,9611 1,1568 1,2579 1,1920 0,9138 0,4155 -0,2655 -1,0387 -1,7752 -2,3455 -2,6552 -2,6607 -2,3656 -1,8022 -1,0170 -0,0803 0,9006 1,8068 2,5524 3,1013 3,4514 3,6236 3,6521 3,5616 3,3521 3,0237 2,6196 2,2251 1,9094 1,6827 1,5069 1,3190 1,0635 0,7475 0,4521 0,2619 0,1980 0,2251 0,2958 0,3815 0,4871 0,6370 0,8347 1,0439 1,2176 1,3404 1,4187 1,4411 1,3799 1,2316 1,0356 0,8474 0,6978 0,5960 0,5672 0,6335 0,7528 0,8164 0,7264 0,4690 0,1085 -0,2903 -0,7092 -1,1428 -1,5481 -1,8486 -1,9776 -1,9155 -1,6990 -1,4044 -1,1070 -0,8391 -0,5897 -0,3445 -0,1086 0,1071 0,3104 0,5274 0,7751 1,0447 1,3154 1,5831 1,8718 2,1996 2,5288 2,7795 2,9013 2,9144 2,8802 2,8532 2,8661 2,9465 3,1103 3,3243 3,5086 3,5946 3,5566 3,3970 3,1287 2,7744 2,3659 1,9209 1,4230 0,8603 0,2836 -0,2011 -0,4884 -0,5178 -0,2846 0,1803 0,8205 1,5267 2,1456 2,5602 2,7446 2,7399 2,6225 2,5001 2,4857 2,6439 2,9606 3,3423 3,6368 3,6976 3,4761 3,0541 2,5784 2,1674 1,8637 1,6489 1,4892 1,3646 1,2692 1,2119 1,2087 1,2673 1,3964 1,6277 1,9915 2,4570 2,9178 3,2544 3,4081 3,3941 3,2585 3,0412 2,7910 2,5807 2,4712 2,4774 2,5862 2,7766 3,0003 3,1586 3,1254 2,8061 2,1745 1,2705 0,1951 -0,8832 -1,7580 -2,2787 -2,4321 -2,3183 -2,0584 -1,7455 -1,4577 -1,2622 -1,1854 -1,2069 -1,3152 -1,5531 -1,9807 -2,5768 -3,1939 -3,6404 -3,8048 -3,7034 -3,4416 -3,1337 -2,8416 -2,5764 -2,3451 -2,1687 -2,0520 -1,9645 -1,8694 -1,7587 -1,6630 -1,6359 -1,7034 -1,8108 -1,8414 -1,7058 -1,4121 -1,0429 -0,6672 -0,2986 0,0510 0,3084 0,3507 0,0594 -0,6093 -1,5386 -2,4417 -3,0140 -3,1331 -2,9081 -2,5483 -2,2040 -1,9238 -1,7105 -1,5717 -1,5208 -1,5480 -1,6081 -1,6503 -1,6485 -1,5881 -1,4389 -1,1674 -0,7929 -0,4208 -0,1798 -0,1080 -0,1312 -0,1616 -0,1762 -0,2041 -0,2953 -0,5042 -0,8564 -1,3021 -1,7222 -2,0074 -2,1225 -2,0838 -1,9185 -1,6625 -1,3494 -0,9951 -0,6168 -0,2281 0,1847 0,6159 0,9696 1,0897 0,8701 0,3364 -0,3492 -0,9716 -1,3896 -1,5896 -1,6233 -1,5317 -1,3404 -1,0886 -0,8317 -0,6246 -0,5051 -0,4751 -0,5029 -0,5613 -0,6623 -0,8448 -1,1253 -1,4652 -1,7810 -1,9793 -1,9893 -1,7840 -1,3818 -0,8340 -0,2212 0,3623 0,8397 1,1695 1,3455 1,3877 1,3309 1,2381 1,2010 1,2847 1,4651 1,6290 1,6541 1,4983 1,2010 0,8198 0,3985 -0,0396 -0,4974 -0,9749 -1,4283 -1,7758 -1,9398 -1,8828 -1,6094 -1,1417 -0,5118 0,2122 0,9099 1,4392 1,6944 1,6432 1,3194 0,7901 0,1383 -0,5141 -1,0014 -1,1731 -0,9616 -0,3964 0,4220 1,3534 2,2434 2,9434 3,3203 3,2644 2,7190 1,7181 0,3944 -1,0436 -2,3720 -3,4222 -4,0811 -4,2534 -3,8910 -3,0723 -2,0222 -1,0355 -0,3498 -0,0510 -0,0750 -0,2844 -0,5467 -0,7827 -0,9726 -1,1191 -1,2094 -1,2231 -1,1686 -1,0902 -1,0364 -1,0452 -1,1356 -1,2658 -1,3202 -1,1920 -0,8907 -0,5468 -0,3226 -0,3294 -0,5972 -1,0778 -1,6642 -2,2266 -2,6519 -2,8733 -2,8892 -2,7670 -2,6187 -2,5526 -2,6159 -2,7622 -2,8925 -2,9352 -2,8842 -2,7835 -2,6790 -2,5530 -2,3215 -1,9298 -1,4299 -0,9525 -0,6310 -0,5492 -0,7191 -1,0645 -1,4204 -1,6104 -1,5722 -1,4037 -1,2896 -1,3985 -1,8183 -2,5328 -3,4354 -4,3604 -5,1159 -5,5361 -5,5465 -5,1823 -4,5489 -3,7728 -2,9665 -2,2057 -1,5418 -1,0347 -0,7517 -0,7207 -0,8810 -1,0885 -1,2034 -1,1967 -1,1651 -1,2423 -1,5143 -2,0125 -2,7328 -3,6145 -4,5208 -5,2891 -5,8102 -6,0554 -6,0459 -5,8092 -5,3492 -4,6669 -3,8326 -3,0247 -2,4658 -2,3057 -2,5464 -3,0598 -3,6699 -4,2352 -4,6770 -4,9561 -5,0300 -4,8422 -4,3707 -3,7032 -3,0443 -2,6138 -2,5333 -2,8078 -3,3717 -4,1243 -4,9382 -5,6585 -6,1233 -6,2209 -5,9506 -5,4295 -4,8321 -4,3061 -3,9264 -3,7079 -3,6332 -3,6611 -3,7461 -3,8824 -4,1181 -4,5000 -5,0102 -5,5758 -6,1160 -6,5482 -6,7714 -6,6994 -6,3311 -5,7663 -5,1396 -4,5494 -4,0409 -3,6157 -3,2438 -2,8935 -2,5605 -2,2576 -1,9951 -1,7898 -1,6727 -1,6642 -1,7469 -1,8719 -1,9924 -2,1033 -2,2528 -2,5001 -2,8450 -3,1983 -3,4306 -3,4499 -3,2394 -2,8337 -2,2850 -1,6613 -1,0468 -0,5208 -0,1333 0,0994 0,1680 0,0423 -0,3104 -0,8778 -1,5864 -2,3189 -2,9380 -3,3366 -3,4938 -3,4744 -3,3757 -3,2839 -3,2522 -3,2886 -3,3606 -3,4084 -3,3631 -3,1903 -2,9372 -2,7156 -2,6119 -2,6077 -2,6035 -2,5208 -2,3638 -2,1879 -2,0485 -1,9840 -2,0087 -2,1066 -2,2468 -2,4096 -2,5913 -2,7843 -2,9661 -3,1131 -3,2048 -3,2082 -3,0932 -2,8762 -2,6280 -2,4391 -2,3786 -2,4518 -2,5790 -2,6310 -2,5199 -2,2761 -2,0386 -1,9623 -2,1248 -2,4911 -2,9435 -3,3413 -3,5706 -3,5715 -3,3570 -3,0233 -2,7186 -2,5514 -2,5165 -2,5424 -2,5983 -2,7135 -2,9089 -3,1488 -3,3614 -3,4910 -3,5124 -3,4032 -3,1369 -2,7138 -2,1893 -1,6756 -1,3145
F7    1,4357 1,1676 0,7433 0,2674 -0,1216 -0,3175 -0,2984 -0,1435 -0,0037 -0,0261 -0,2638 -0,6439 -1,0292 -1,3113 -1,4420 -1,4100 -1,2279 -0,9362 -0,5859 -0,2001 0,2386 0,7384 1,2294 1,5687 1,6339 1,4097 1,0003 0,5736 0,2625 0,0843 -0,0427 -0,2035 -0,4138 -0,6165 -0,7261 -0,6827 -0,4891 -0,2153 0,0270 0,1318 0,0519 -0,1619 -0,3776 -0,4625 -0,3659 -0,1307 0,1621 0,4524 0,7188 0,9521 1,1178 1,1599 1,0531 0,8368 0,5902 0,3836 0,2549 0,2096 0,2233 0,2515 0,2627 0,2758 0,3538 0,5521 0,8722 1,2439 1,5424 1,6506 1,5333 1,2610 0,9659 0,7604 0,6838 0,7069 0,7641 0,7893 0,7548 0,6851 0,6367 0,6632 0,7753 0,9238 1,0333 1,0644 1,0423 1,0153 0,9873 0,9111 0,7503 0,5248 0,2881 0,0650 -0,1693 -0,4381 -0,7193 -0,9670 -1,1427 -1,2128 -1,1582 -1,0073 -0,8303 -0,6861 -0,5797 -0,4708 -0,3196 -0,1220 0,1013 0,3330 0,5569 0,7410 0,8619 0,9516 1,0845 1,3067 1,5976 1,9085 2,2086 2,4878 2,7578 3,0687 3,4923 4,0564 4,6711 5,1252 5,2063 4,8447 4,1412 3,2790 2,4181 1,6507 1,0189 0,5402 0,2111 0,0138 -0,0705 -0,0551 0,0509 0,2357 0,4740 0,7324 0,9774 1,1802 1,3350 1,4660 1,5995 1,7450 1,9001 2,0538 2,1999 2,3552 2,5411 2,7432 2,8986 2,9278 2,7992 2,5647 2,3133 2,0952 1,9109 1,7632 1,6800 1,6770 1,7222 1,7598 1,7697 1,7887 1,8737 2,0472 2,2670 2,4423 2,4973 2,4407 2,3776 2,4449 2,7133 3,1313 3,5710 3,9287 4,1566 4,2220 4,0958 3,7801 3,3207 2,8026 2,3307 1,9931 1,8278 1,8095 1,8637 1,8989 1,8322 1,6099 1,2246 0,7159 0,1611 -0,3460 -0,7361 -0,9951 -1,1566 -1,2680 -1,3634 -1,4626 -1,5709 -1,6614 -1,6830 -1,6265 -1,5699 -1,6180 -1,8127 -2,1256 -2,5133 -2,9515 -3,4228 -3,8910 -4,2976 -4,5960 -4,7895 -4,9134 -4,9671 -4,8949 -4,6450 -4,2173 -3,6580 -3,0531 -2,5148 -2,1185 -1,8441 -1,6083 -1,3657 -1,1653 -1,1030 -1,2353 -1,5347 -1,9096 -2,2702 -2,5942 -2,9199 -3,2707 -3,5906 -3,7439 -3,5922 -3,1102 -2,4236 -1,7348 -1,2227 -0,9901 -1,0650 -1,4220 -1,9821 -2,6198 -3,2035 -3,6349 -3,8530 -3,8157 -3,5086 -2,9861 -2,3888 -1,8859 -1,5856 -1,5066 -1,6107 -1,8338 -2,0903 -2,2798 -2,3219 -2,1903 -1,9143 -1,5686 -1,2603 -1,0854 -1,0789 -1,2158 -1,4440 -1,7036 -1,9483 -2,1637 -2,3453 -2,4577 -2,4393 -2,2492 -1,9117 -1,5251 -1,2088 -1,0273 -0,9769 -1,0400 -1,2158 -1,4845 -1,7739 -1,9972 -2,1112 -2,1208 -2,0493 -1,9154 -1,7274 -1,5060 -1,3133 -1,2289 -1,2898 -1,4607 -1,6525 -1,7623 -1,7184 -1,5285 -1,3026 -1,1989 -1,3100 -1,5813 -1,8438 -1,9492 -1,8780 -1,7144 -1,5608 -1,4912 -1,5325 -1,6448 -1,7387 -1,7420 -1,6560 -1,5505 -1,5091 -1,5720 -1,7038 -1,8139 -1,8256 -1,7214 -1,5262 -1,2750 -1,0036 -0,7678 -0,6429 -0,6624 -0,7737 -0,8941 -0,9913 -1,0887 -1,2231 -1,4097 -1,6263 -1,8326 -2,0147 -2,1979 -2,4147 -2,6816 -2,9967 -3,3276 -3,5975 -3,7046 -3,5771 -3,2211 -2,7108 -2,1430 -1,6112 -1,2016 -0,9873 -1,0042 -1,2245 -1,5654 -1,9281 -2,2365 -2,4632 -2,6206 -2,7094 -2,6892 -2,5230 -2,2246 -1,8460 -1,4417 -1,0529 -0,7135 -0,4598 -0,3257 -0,3267 -0,4608 -0,7275 -1,1198 -1,5851 -2,0282 -2,3781 -2,6230 -2,7648 -2,7761 -2,6443 -2,4310 -2,2456 -2,1684 -2,2178 -2,3667 -2,5680 -2,7753 -2,9569 -3,1019 -3,2201 -3,3379 -3,4847 -3,6819 -3,9463 -4,2809 -4,6538 -4,9943 -5,2148 -5,2502 -5,0969 -4,8087 -4,4417 -4,0171 -3,5422 -3,0511 -2,6126 -2,2965 -2,1452 -2,1812 -2,4209 -2,8460 -3,3796 -3,9184 -4,3853 -4,7504 -5,0063 -5,1278 -5,0761 -4,8525 -4,5088 -4,0970 -3,6412 -3,1634 -2,7109 -2,3555 -2,1834 -2,2776 -2,6732 -3,3133 -4,0572 -4,7450 -5,2599 -5,5461 -5,6012 -5,4713 -5,2248 -4,9147 -4,5686 -4,2171 -3,9202 -3,7478 -3,7443 -3,9311 -4,3140 -4,8538 -5,4440 -5,9535 -6,2923 -6,4272 -6,3619 -6,1338 -5,8234 -5,5498 -5,4408 -5,5740 -5,9330 -6,4183 -6,9011 -7,2750 -7,4810 -7,4990 -7,3197 -6,9370 -6,3837 -5,7580 -5,1972 -4,8186 -4,6757 -4,7560 -5,0087 -5,3754 -5,8057 -6,2609 -6,7133 -7,1375 -7,4929 -7,7104 -7,7123 -7,4703 -7,0501 -6,5759 -6,1486 -5,8073 -5,5505 -5,3713 -5,2777 -5,2930 -5,4366 -5,7019 -6,0438 -6,3870 -6,6489 -6,7611 -6,6909 -6,4588 -6,1300 -5,7758 -5,4435 -5,1647 -4,9703 -4,8709 -4,8349 -4,8028 -4,7239 -4,5684 -4,3178 -3,9653 -3,5342 -3,0856 -2,6931 -2,4048 -2,2338 -2,1760 -2,2108 -2,2998 -2,4192 -2,5735 -2,7650 -2,9723 -3,1607 -3,2934 -3,3404 -3,3033 -3,2351 -3,2150 -3,2922 -3,4550 -3,6523 -3,8324 -3,9594 -4,0111 -3,9765 -3,8686 -3,7326 -3,6257 -3,5823 -3,6012 -3,6603 -3,7307 -3,7730 -3,7419 -3,6164 -3,4329 -3,2820 -3,2596 -3,4143 -3,7325 -4,1625 -4,6394 -5,0813 -5,3911 -5,5023 -5,4203 -5,1991 -4,8892 -4,5181 -4,0965 -3,6327 -3,1652 -2,7832 -2,5838 -2,6032 -2,8046 -3,1212 -3,4964 -3,8998 -4,3263 -4,7742 -5,2015 -5,5067 -5,5817 -5,3892 -4,9891 -4,5147 -4,1236 -3,9282 -3,9449 -4,0951 -4,2574 -4,3270 -4,2529 -4,0623 -3,8556 -3,7447 -3,7863 -3,9713 -4,2509 -4,5631 -4,8533 -5,0935 -5,2959 -5,5018 -5,7441 -6,0167 -6,2720 -6,4311 -6,4099
