Fp1   1,6753 1,1918 0,9338 0,8269 0,7801 0,7374 0,7033 0,7397 0,9287 1,3095 1,8273 2,3301 2,6305 2,6407 2,4834 2,4208 2,6480 3,1809 3,8841 4,5405 4,9601 5,0853 4,9760 4,6911 4,2061 3,4564 2,4415 1,2699 0,1235 -0,8161 -1,4393 -1,7513 -1,8604 -1,9133 -2,0117 -2,1798 -2,4317 -2,8337 -3,4374 -4,1686 -4,8377 -5,2790 -5,4503 -5,3844 -5,1123 -4,6664 -4,1211 -3,6058 -3,2476 -3,0746 -3,0083 -2,9753 -2,9918 -3,1116 -3,3177 -3,5002 -3,5578 -3,5085 -3,4654 -3,5335 -3,7767 -4,2299 -4,8601 -5,5500 -6,1878 -6,7373 -7,1921 -7,5181 -7,6582 -7,5910 -7,3825 -7,1436 -6,9370 -6,7409 -6,4775 -6,0761 -5,5495 -5,0319 -4,7260 -4,7691 -5,1350 -5,6915 -6,3526 -7,1572 -8,1862 -9,4108 -10,6663 -11,7547 -12,5030 -12,7603 -12,4529 -11,6843 -10,7353 -9,9231 -9,4229 -9,2005 -9,1040 -9,0187 -8,9529 -8,9919 -9,1792 -9,4830 -9,8816 -10,4239 -11,1719 -12,0996 -13,0583 -13,8576 -14,3945 -14,7011 -14,8814 -15,0137 -15,1106 -15,1641 -15,1894 -15,2094 -15,2328 -15,2640 -15,3215 -15,4212 -15,5434 -15,6512 -15,7248 -15,7645 -15,7888 -15,7927 -15,6911 -15,3704 -14,8059 -14,0888 -13,3906 -12,9147 -12,7893 -12,9843 -13,3655 -13,8030 -14,2145 -14,5391 -14,7252 -14,7400 -14,5492 -14,1072 -13,4016 -12,4878 -11,4655 -10,4449 -9,5236 -8,7711 -8,2249 -7,8909 -7,7475 -7,7629 -7,9285 -8,2757 -8,8413 -9,5805 -10,3026 -10,7438 -10,7250 -10,2418 -9,4598 -8,6364 -7,9573 -7,4072 -6,8419 -6,1745 -5,4601 -4,8556 -4,5454 -4,6715 -5,2783 -6,2853 -7,5092 -8,7355 -9,7765 -10,4780 -10,7323 -10,5222 -9,9419 -9,1667 -8,3969 -7,8003 -7,4573 -7,3380 -7,3220 -7,2453 -6,9743 -6,4992 -5,9459 -5,4633 -5,1469 -5,0812 -5,3698 -6,0708 -7,1175 -8,3385 -9,5502 -10,6103 -11,4032 -11,8377 -11,9082 -11,7441 -11,5667 -11,5945 -11,9387 -12,5165 -13,0723 -13,3524 -13,2914 -13,0268 -12,7563 -12,6117 -12,6281 -12,7682 -12,9598 -13,1355 -13,2681 -13,3744 -13,4884 -13,6399 -13,8383 -14,0753 -14,3450 -14,6233 -14,8356 -14,8945 -14,7540 -14,4044 -13,8550 -13,1604 -12,4431 -11,8365 -11,4068 -11,1478 -11,0155 -10,9687 -11,0268 -11,2784 -11,8002 -12,6088 -13,6792 -14,9205 -16,1601 -17,2280 -18,0265 -18,5207 -18,7372 -18,7752 -18,7651 -18,7797 -18,7823 -18,7032 -18,5632 -18,4748 -18,5399 -18,7547 -18,9863 -19,0454 -18,7862 -18,1771 -17,3376 -16,4774 -15,7417 -15,1415 -14,6261 -14,1539 -13,6995 -13,2770 -12,9719 -12,8859 -13,0195 -13,2302 -13,3414 -13,2977 -13,1855 -13,1238 -13,1709 -13,3262 -13,5731 -13,8836 -14,2021 -14,4728 -14,6915 -14,9160 -15,2082 -15,5820 -16,0241 -16,4979 -16,9105 -17,1570 -17,2151 -17,1574 -17,1073 -17,1948 -17,4730 -17,8435 -18,0980 -18,0332 -17,5277 -16,5650 -15,2590 -13,8660 -12,6841 -11,8814 -11,4441 -11,2692 -11,2499 -11,2804 -11,2356 -11,0188 -10,6611 -10,3252 -10,1620 -10,1834 -10,3027 -10,4629 -10,6807 -11,0019 -11,4562 -12,0100 -12,5367 -12,8869 -13,0166 -13,0149 -13,0019 -13,0344 -13,1310 -13,3229 -13,6009 -13,8680 -14,0225 -14,0317 -13,8859 -13,5720 -13,1415 -12,7413 -12,5215 -12,5095 -12,5736 -12,5271 -12,2886 -11,9226 -11,5242 -11,1263 -10,7382 -10,4163 -10,2602 -10,3372 -10,6299 -11,0423 -11,4293 -11,6517 -11,6208 -11,3130 -10,8034 -10,2713 -9,8872 -9,6905 -9,6302 -9,6935 -9,9212 -10,3417 -10,9245 -11,5722 -12,1758 -12,6632 -12,9779 -13,0786 -13,0002 -12,8624 -12,7632 -12,7143 -12,7229 -12,8399 -13,0751 -13,3392 -13,5003 -13,4689 -13,2381 -12,8912 -12,5905 -12,4959 -12,6474 -12,9590 -13,3283 -13,7223 -14,1425 -14,5313 -14,8009 -14,9723 -15,1724 -15,4767 -15,8454 -16,1979 -16,4688 -16,5883 -16,4700 -16,0515 -15,3406 -14,4432 -13,5627 -12,9063 -12,5427 -12,3932 -12,3756 -12,4960 -12,7859 -13,2171 -13,7022 -14,1530 -14,5385 -14,8625 -15,0884 -15,1499 -15,0384 -14,8381 -14,6531 -14,5106 -14,3738 -14,2315 -14,1250 -14,0988 -14,1536 -14,2567 -14,3975 -14,5967 -14,8387 -15,0271 -15,0468 -14,8756 -14,6346 -14,5268 -14,7088 -15,2118 -15,9521 -16,7564 -17,3823 -17,6288 -17,4859 -17,1120 -16,6469 -16,1368 -15,6336 -15,2471 -15,0674 -15,1216 -15,4166 -15,9397 -16,6063 -17,2814 -17,8520 -18,2671 -18,5719 -18,8858 -19,2780 -19,6759 -19,9363 -20,0036 -19,9654 -19,9468 -19,9885 -20,0524 -20,1006 -20,1287 -20,1439 -20,1296 -20,0299 -19,7792 -19,3480 -18,7606 -18,1265 -17,6679 -17,5988 -17,9618 -18,6635 -19,5974 -20,6536 -21,6929 -22,5965 -23,3367 -23,9750 -24,5902 -25,2272 -25,8834 -26,4700 -26,8382 -26,9329 -26,8653 -26,8030 -26,8531 -27,0490 -27,3888 -27,8638 -28,4467 -29,0557 -29,5632 -29,8552 -29,8687 -29,5788 -29,0026 -28,2342 -27,4309 -26,7246 -26,1501 -25,6507 -25,1081 -24,3923 -23,4868 -22,5580 -21,8116 -21,3238 -21,0447 -20,8764 -20,7393 -20,6458 -20,7165 -21,0878 -21,7981 -22,7624 -23,8254 -24,8113 -25,5698 -26,0282 -26,1843 -26,0633 -25,7213 -25,2510 -24,7263 -24,1630 -23,5763 -23,0642 -22,7995 -22,9196 -23,4574 -24,3695 -25,5371 -26,7357 -27,7018 -28,2638 -28,4050 -28,2466 -27,9816 -27,7671 -27,6522 -27,6048 -27,5708 -27,5046 -27,3633 -27,1061 -26,7436 -26,3521 -26,0147 -25,8311 -25,9602 -26,5240 -27,4766 -28,6206 -29,7112 -30,5548 -31,0704 -31,2860 -31,2994 -31,2152 -31,0701 -30,8486 -30,5659 -30,2618 -29,9139 -29,4233 -28,7318 -27,9349 -27,2343 -26,7675 -26,5034 -26,3116 -26,0874 -25,7607 -25,2539 -24,5334 -23,7085 -23,0320 -22,7574 -22,9521 -23,4479 -23,9650 -24,2677 -24,2759 -24,0980 -23,9295 -23,8896 -23,9522 -24,0098 -23,9874 -23,9204 -23,9340 -24,1334 -24,5381 -25,1151 -25,7948 -26,4492
Fz    1,5671 1,5508 1,5543 1,5144 1,3825 1,1591 0,8919 0,6486 0,4875 0,4337 0,4661 0,5227 0,5317 0,4601 0,3441 0,2599 0,2641 0,3674 0,5407 0,7237 0,8513 0,8931 0,8590 0,7669 0,6151 0,3853 0,0696 -0,3068 -0,6890 -1,0141 -1,2359 -1,3439 -1,3643 -1,3409 -1,3092 -1,2860 -1,2848 -1,3226 -1,3984 -1,4743 -1,4929 -1,4200 -1,2655 -1,0574 -0,8049 -0,4956 -0,1242 0,2811 0,6643 0,9745 1,1887 1,3036 1,3162 1,2279 1,0664 0,8873 0,7467 0,6703 0,6503 0,6596 0,6568 0,5954 0,4539 0,2562 0,0405 -0,1767 -0,3925 -0,5948 -0,7582 -0,8622 -0,9144 -0,9478 -0,9916 -1,0482 -1,0948 -1,1037 -1,0674 -1,0116 -0,9852 -1,0287 -1,1522 -1,3485 -1,6221 -1,9936 -2,4646 -2,9794 -3,4404 -3,7612 -3,8933 -3,8201 -3,5589 -3,1795 -2,7965 -2,5207 -2,4020 -2,4094 -2,4669 -2,5134 -2,5345 -2,5453 -2,5571 -2,5725 -2,6128 -2,7299 -2,9767 -3,3620 -3,8357 -4,3182 -4,7442 -5,0839 -5,3419 -5,5437 -5,7196 -5,9031 -6,1281 -6,4109 -6,7391 -7,0844 -7,4139 -7,6851 -7,8422 -7,8410 -7,6687 -7,3400 -6,8847 -6,3247 -5,6531 -4,8614 -3,9874 -3,1173 -2,3547 -1,7905 -1,4667 -1,3596 -1,4097 -1,5677 -1,8105 -2,1226 -2,4751 -2,8214 -3,1053 -3,2847 -3,3547 -3,3415 -3,2731 -3,1665 -3,0349 -2,8897 -2,7347 -2,5630 -2,3665 -2,1502 -1,9385 -1,7655 -1,6515 -1,5746 -1,4620 -1,2286 -0,8287 -0,2691 0,4055 1,1325 1,8635 2,5908 3,3284 4,0711 4,7867 5,4332 5,9647 6,3342 6,5078 6,4799 6,2761 5,9409 5,5276 5,1021 4,7438 4,5241 4,4739 4,5708 4,7521 4,9439 5,0901 5,1687 5,1970 5,2261 5,3190 5,5103 5,7821 6,0813 6,3466 6,5134 6,5169 6,3166 5,9286 5,4256 4,9006 4,4341 4,0850 3,8854 3,8279 3,8618 3,9106 3,8987 3,7847 3,5898 3,3920 3,2761 3,2777 3,3744 3,5210 3,6747 3,7921 3,8331 3,7819 3,6599 3,5170 3,4139 3,4034 3,5112 3,7318 4,0373 4,3866 4,7432 5,0893 5,4201 5,7371 6,0550 6,3990 6,7786 7,1622 7,4863 7,6898 7,7331 7,6050 7,3260 6,9278 6,4342 5,8715 5,2703 4,6473 4,0110 3,3778 2,7567 2,1411 1,5294 0,9336 0,3634 -0,1787 -0,6807 -1,1114 -1,4444 -1,6918 -1,8981 -2,1008 -2,2984 -2,4487 -2,4974 -2,4092 -2,1814 -1,8466 -1,4520 -1,0247 -0,5648 -0,0728 0,4397 0,9643 1,4988 2,0327 2,5499 3,0481 3,5449 4,0529 4,5521 4,9949 5,3396 5,5728 5,7076 5,7686 5,7854 5,7907 5,8103 5,8475 5,8850 5,9050 5,9030 5,8787 5,8354 5,7950 5,7913 5,8450 5,9520 6,0840 6,1978 6,2713 6,3330 6,4424 6,6551 7,0088 7,5099 8,1079 8,6935 9,1519 9,4280 9,5376 9,5299 9,4498 9,3296 9,2039 9,1147 9,0794 9,0634 9,0098 8,8946 8,7368 8,5636 8,3858 8,1998 7,9969 7,7748 7,5499 7,3510 7,1906 7,0535 6,9202 6,7879 6,6596 6,5386 6,4533 6,4591 6,5850 6,8000 7,0430 7,2584 7,3955 7,4062 7,2702 7,0246 6,7568 6,5559 6,4608 6,4571 6,5167 6,6216 6,7523 6,8815 6,9869 7,0681 7,1438 7,2410 7,3865 7,5970 7,8797 8,2339 8,6362 9,0365 9,3874 9,6771 9,9199 10,1178 10,2479 10,2769 10,1853 9,9894 9,7326 9,4589 9,2049 8,9985 8,8438 8,7139 8,5793 8,4297 8,2592 8,0569 7,8319 7,6219 7,4695 7,4005 7,4176 7,4963 7,5830 7,6157 7,5595 7,4142 7,1941 6,9149 6,6038 6,3161 6,1120 6,0039 5,9527 5,9211 5,9054 5,9209 5,9831 6,1050 6,2916 6,5325 6,7986 7,0470 7,2318 7,3265 7,3402 7,3022 7,2264 7,1015 6,9170 6,6871 6,4439 6,2127 6,0003 5,8108 5,6641 5,5821 5,5666 5,5974 5,6509 5,7209 5,8120 5,9166 6,0159 6,0992 6,1690 6,2230 6,2364 6,1728 6,0225 5,8274 5,6620 5,5805 5,5771 5,5922 5,5619 5,4649 5,3276 5,2021 5,1499 5,2116 5,3680 5,5504 5,6994 5,7922 5,8196 5,7734 5,6603 5,5000 5,3046 5,0764 4,8305 4,5969 4,4026 4,2516 4,1080 3,9091 3,6189 3,2680 2,9274 2,6416 2,4012 2,1817 1,9916 1,8623 1,8036 1,7828 1,7457 1,6568 1,5253 1,3978 1,3244 1,3309 1,3975 1,4515 1,4098 1,2367 0,9419 0,5474 0,0834 -0,4021 -0,8486 -1,2016 -1,4346 -1,5590 -1,6160 -1,6532 -1,6932 -1,7273 -1,7514 -1,7904 -1,8761 -2,0193 -2,2079 -2,4211 -2,6410 -2,8540 -3,0414 -3,1790 -3,2519 -3,2615 -3,2127 -3,1075 -2,9528 -2,7631 -2,5524 -2,3226 -2,0591 -1,7341 -1,3236 -0,8452 -0,3676 0,0426 0,3648 0,6072 0,7819 0,8997 0,9585 0,9365 0,8168 0,6167 0,3872 0,1885 0,0671 0,0359 0,0665 0,1114 0,1318 0,1062 0,0366 -0,0425 -0,0803 -0,0516 0,0124 0,0345 -0,0683 -0,3524 -0,8370 -1,4856 -2,1969 -2,8461 -3,3488 -3,6861 -3,8900 -4,0188 -4,1321 -4,2641 -4,4144 -4,5580 -4,6624 -4,6905 -4,6016 -4,3794 -4,0533 -3,6840 -3,3566 -3,1818 -3,2446 -3,5401 -3,9776 -4,4363 -4,8200 -5,0883 -5,2596 -5,3921 -5,5444 -5,7359 -5,9459 -6,1460 -6,3150 -6,4243 -6,4334 -6,3210 -6,1175 -5,8922 -5,7048 -5,5651 -5,4422 -5,3009 -5,1124 -4,8431 -4,4696 -4,0131 -3,5486 -3,1670 -2,9186 -2,7948 -2,7542 -2,7514 -2,7606 -2,7915 -2,8669 -2,9798 -3,0857 -3,1377 -3,1238 -3,0767 -3,0474 -3,0670 -3,1326 -3,2228 -3,3036 -3,3239
F3    0,5105 0,4978 0,5605 0,5972 0,5142 0,2865 -0,0212 -0,2907 -0,4161 -0,3590 -0,1575 0,1054 0,3443 0,5122 0,6224 0,7216 0,8433 1,0039 1,2119 1,4386 1,6120 1,6761 1,6271 1,4811 1,2341 0,8641 0,3682 -0,2034 -0,7567 -1,1997 -1,4764 -1,5781 -1,5403 -1,4262 -1,2945 -1,1804 -1,1012 -1,0624 -1,0494 -1,0299 -0,9751 -0,8849 -0,7837 -0,6785 -0,5388 -0,3264 -0,0352 0,2958 0,6031 0,8343 0,9686 1,0051 0,9402 0,7762 0,5415 0,2833 0,0422 -0,1556 -0,2906 -0,3526 -0,3552 -0,3422 -0,3587 -0,4138 -0,4945 -0,6002 -0,7396 -0,9118 -1,1045 -1,3059 -1,5177 -1,7478 -1,9893 -2,2119 -2,3718 -2,4342 -2,3938 -2,2786 -2,1336 -1,9937 -1,8765 -1,8076 -1,8422 -2,0478 -2,4483 -2,9764 -3,4983 -3,8962 -4,1109 -4,1196 -3,9264 -3,5933 -3,2504 -3,0417 -3,0372 -3,1855 -3,3637 -3,4776 -3,5108 -3,4902 -3,4351 -3,3506 -3,2625 -3,2378 -3,3619 -3,6825 -4,1677 -4,7237 -5,2561 -5,7138 -6,0971 -6,4375 -6,7696 -7,1251 -7,5381 -8,0260 -8,5638 -9,0908 -9,5419 -9,8629 -10,0076 -9,9450 -9,6701 -9,2059 -8,5966 -7,8786 -7,0540 -6,1218 -5,1280 -4,1589 -3,3079 -2,6581 -2,2597 -2,1025 -2,1286 -2,2825 -2,5352 -2,8676 -3,2489 -3,6266 -3,9287 -4,0955 -4,1153 -4,0114 -3,8053 -3,5101 -3,1503 -2,7646 -2,3884 -2,0397 -1,7232 -1,4437 -1,2137 -1,0533 -0,9783 -0,9699 -0,9569 -0,8488 -0,5895 -0,1740 0,3630 0,9604 1,5630 2,1628 2,7914 3,4658 4,1577 4,8046 5,3296 5,6646 5,7733 5,6614 5,3659 4,9364 4,4274 3,9083 3,4700 3,1954 3,1167 3,1990 3,3625 3,5233 3,6272 3,6617 3,6533 3,6655 3,7771 4,0380 4,4388 4,9219 5,4047 5,7901 5,9782 5,9009 5,5635 5,0429 4,4469 3,8809 3,4334 3,1585 3,0511 3,0458 3,0508 2,9883 2,8257 2,5895 2,3510 2,1880 2,1395 2,1848 2,2714 2,3500 2,3812 2,3351 2,2028 2,0092 1,8101 1,6724 1,6472 1,7446 1,9334 2,1659 2,4008 2,6158 2,8097 2,9887 3,1598 3,3417 3,5627 3,8324 4,1153 4,3500 4,4895 4,5070 4,3897 4,1452 3,7925 3,3520 2,8611 2,3649 1,8776 1,3920 0,9131 0,4499 0,0018 -0,4238 -0,8118 -1,1641 -1,4986 -1,8117 -2,0639 -2,2199 -2,2962 -2,3543 -2,4522 -2,5999 -2,7538 -2,8567 -2,8733 -2,7940 -2,6297 -2,3988 -2,1095 -1,7661 -1,3850 -0,9878 -0,5902 -0,2100 0,1330 0,4412 0,7490 1,0963 1,4936 1,9151 2,3174 2,6584 2,9065 3,0453 3,0707 2,9873 2,8201 2,6217 2,4439 2,3050 2,2044 2,1454 2,1216 2,1072 2,0808 2,0476 2,0328 2,0600 2,1247 2,1886 2,2240 2,2603 2,3689 2,6208 3,0589 3,6765 4,4009 5,1075 5,6808 6,0746 6,3080 6,4185 6,4315 6,3559 6,2089 6,0445 5,9277 5,8744 5,8537 5,8471 5,8745 5,9595 6,0929 6,2304 6,3148 6,3118 6,2370 6,1445 6,0814 6,0572 6,0539 6,0450 6,0020 5,9106 5,8004 5,7350 5,7574 5,8613 6,0128 6,1698 6,2791 6,2843 6,1582 5,9329 5,6887 5,4988 5,3869 5,3443 5,3714 5,4756 5,6346 5,7957 5,9194 6,0070 6,0836 6,1698 6,2711 6,3805 6,4969 6,6342 6,7976 6,9678 7,1212 7,2572 7,3940 7,5349 7,6479 7,6707 7,5451 7,2725 6,9251 6,5927 6,3370 6,1819 6,1121 6,0781 6,0279 5,9360 5,7898 5,5866 5,3584 5,1658 5,0583 5,0494 5,1170 5,2099 5,2586 5,2067 5,0493 4,8294 4,5954 4,3676 4,1470 3,9533 3,8179 3,7275 3,6241 3,4808 3,3364 3,2492 3,2542 3,3635 3,5662 3,8215 4,0698 4,2553 4,3397 4,3121 4,2043 4,0776 3,9755 3,8901 3,7831 3,6305 3,4447 3,2539 3,0677 2,8793 2,6938 2,5315 2,4089 2,3220 2,2547 2,2051 2,1889 2,2176 2,2912 2,4063 2,5564 2,7235 2,8772 2,9812 3,0083 2,9666 2,9023 2,8622 2,8521 2,8318 2,7581 2,6368 2,5200 2,4615 2,4963 2,6304 2,8182 2,9779 3,0519 3,0344 2,9442 2,8044 2,6462 2,5018 2,3835 2,2818 2,1894 2,1128 2,0627 2,0355 1,9933 1,8708 1,6300 1,3122 1,0067 0,7616 0,5517 0,3438 0,1577 0,0398 0,0011 -0,0028 -0,0376 -0,1402 -0,2943 -0,4426 -0,5225 -0,5019 -0,4021 -0,2965 -0,2674 -0,3544 -0,5562 -0,8604 -1,2502 -1,6940 -2,1455 -2,5582 -2,9085 -3,2091 -3,4978 -3,8063 -4,1245 -4,4000 -4,5918 -4,7094 -4,7899 -4,8633 -4,9494 -5,0623 -5,2090 -5,3794 -5,5427 -5,6594 -5,6997 -5,6493 -5,5097 -5,3011 -5,0553 -4,8042 -4,5690 -4,3464 -4,1047 -3,7980 -3,3931 -2,9059 -2,4055 -1,9623 -1,6099 -1,3599 -1,2144 -1,1561 -1,1592 -1,2139 -1,3242 -1,4781 -1,6364 -1,7572 -1,8162 -1,8120 -1,7682 -1,7257 -1,7276 -1,8012 -1,9348 -2,0667 -2,1163 -2,0415 -1,8730 -1,7002 -1,6239 -1,7215 -2,0329 -2,5376 -3,1375 -3,6951 -4,1069 -4,3439 -4,4423 -4,4822 -4,5553 -4,7176 -4,9636 -5,2461 -5,5096 -5,6935 -5,7283 -5,5740 -5,2592 -4,8627 -4,4894 -4,2651 -4,2869 -4,5484 -4,9351 -5,2942 -5,5102 -5,5462 -5,4443 -5,2972 -5,1943 -5,1686 -5,1932 -5,2247 -5,2357 -5,2089 -5,1237 -4,9719 -4,7786 -4,5901 -4,4395 -4,3246 -4,2244 -4,1279 -4,0269 -3,8899 -3,6744 -3,3733 -3,0422 -2,7694 -2,6125 -2,5695 -2,6046 -2,6804 -2,7763 -2,8996 -3,0648 -3,2559 -3,4226 -3,5203 -3,5540 -3,5787 -3,6497 -3,7788 -3,9361 -4,0767 -4,1553 -4,1296
F7    0,1291 -0,1306 -0,3815 -0,5939 -0,7404 -0,8056 -0,8012 -0,7675 -0,7467 -0,7576 -0,7915 -0,8163 -0,7892 -0,6848 -0,5098 -0,2895 -0,0539 0,1618 0,3240 0,4308 0,5231 0,6387 0,7699 0,8831 0,9560 0,9852 0,9744 0,9286 0,8713 0,8480 0,8831 0,9431 0,9556 0,8580 0,6344 0,3219 -0,0079 -0,2913 -0,5051 -0,6503 -0,7192 -0,6927 -0,5630 -0,3598 -0,1534 -0,0197 0,0051 -0,0580 -0,1458 -0,1993 -0,2153 -0,2531 -0,3762 -0,5942 -0,8610 -1,1030 -1,2507 -1,2826 -1,2456 -1,2082 -1,1983 -1,2002 -1,1950 -1,1804 -1,1637 -1,1572 -1,1785 -1,2321 -1,3032 -1,3828 -1,4792 -1,5941 -1,7090 -1,8000 -1,8519 -1,8534 -1,7985 -1,6983 -1,5919 -1,5445 -1,6171 -1,8269 -2,1319 -2,4527 -2,7207 -2,9222 -3,0891 -3,2489 -3,3983 -3,5238 -3,6245 -3,7068 -3,7652 -3,7786 -3,7277 -3,6128 -3,4488 -3,2550 -3,0673 -2,9403 -2,9139 -2,9836 -3,1064 -3,2334 -3,3431 -3,4466 -3,5699 -3,7345 -3,9524 -4,2315 -4,5788 -4,9981 -5,4913 -6,0514 -6,6421 -7,2003 -7,6722 -8,0334 -8,2636 -8,3353 -8,2460 -8,0355 -7,7544 -7,4324 -7,0810 -6,7082 -6,3093 -5,8556 -5,3153 -4,6949 -4,0515 -3,4576 -2,9543 -2,5480 -2,2393 -2,0348 -1,9245 -1,8654 -1,8050 -1,7200 -1,6296 -1,5631 -1,5261 -1,5066 -1,4923 -1,4725 -1,4341 -1,3598 -1,2198 -0,9775 -0,6156 -0,1577 0,3405 0,8314 1,3058 1,7749 2,2300 2,6379 2,9633 3,1917 3,3402 3,4509 3,5670 3,7019 3,8227 3,8845 3,8828 3,8469 3,7871 3,6784 3,4956 3,2531 3,0140 2,8582 2,8349 2,9387 3,1223 3,3231 3,4819 3,5593 3,5519 3,4811 3,3698 3,2348 3,0896 2,9431 2,8125 2,7468 2,8041 2,9835 3,2033 3,3685 3,4417 3,4489 3,4427 3,4637 3,5159 3,5690 3,5893 3,5654 3,5033 3,4015 3,2312 2,9469 2,5285 2,0080 1,4454 0,8812 0,3255 -0,2121 -0,6944 -1,0670 -1,3042 -1,4375 -1,5311 -1,6434 -1,8021 -1,9983 -2,1978 -2,3562 -2,4336 -2,4177 -2,3332 -2,2280 -2,1384 -2,0634 -1,9779 -1,8610 -1,7057 -1,5172 -1,3162 -1,1468 -1,0637 -1,0977 -1,2391 -1,4557 -1,7080 -1,9568 -2,1910 -2,4422 -2,7581 -3,1653 -3,6429 -4,1187 -4,5085 -4,7764 -4,9494 -5,0692 -5,1500 -5,1967 -5,2352 -5,3004 -5,4095 -5,5524 -5,6923 -5,7837 -5,8025 -5,7450 -5,6064 -5,3798 -5,0711 -4,7153 -4,3749 -4,1113 -3,9492 -3,8687 -3,8225 -3,7637 -3,6723 -3,5651 -3,4715 -3,4069 -3,3749 -3,3776 -3,4044 -3,4225 -3,3930 -3,2987 -3,1496 -2,9691 -2,7946 -2,6837 -2,6874 -2,8030 -2,9748 -3,1440 -3,2789 -3,3621 -3,3788 -3,3289 -3,2359 -3,1342 -3,0429 -2,9428 -2,7952 -2,5892 -2,3570 -2,1507 -2,0052 -1,9065 -1,8025 -1,6528 -1,4681 -1,3014 -1,2023 -1,1869 -1,2395 -1,3125 -1,3361 -1,2678 -1,1274 -0,9638 -0,8069 -0,6618 -0,5303 -0,4290 -0,3806 -0,3824 -0,3936 -0,3619 -0,2712 -0,1605 -0,0914 -0,1035 -0,1939 -0,3136 -0,3887 -0,3739 -0,2862 -0,1793 -0,1014 -0,0823 -0,1273 -0,2159 -0,3207 -0,4271 -0,5325 -0,6381 -0,7391 -0,8055 -0,7794 -0,6210 -0,3627 -0,1022 0,0585 0,0544 -0,1412 -0,5151 -1,0062 -1,5154 -1,9323 -2,1736 -2,2084 -2,0466 -1,7185 -1,2769 -0,8012 -0,3794 -0,0725 0,1038 0,1716 0,1793 0,1888 0,2483 0,3640 0,4946 0,5748 0,5508 0,4032 0,1557 -0,1315 -0,3858 -0,5538 -0,6241 -0,6247 -0,5916 -0,5525 -0,5338 -0,5507 -0,5940 -0,6486 -0,7193 -0,8356 -1,0348 -1,3324 -1,6997 -2,0709 -2,3751 -2,5595 -2,5895 -2,4527 -2,1735 -1,8087 -1,4195 -1,0589 -0,7708 -0,5784 -0,4700 -0,4044 -0,3382 -0,2528 -0,1587 -0,0872 -0,0806 -0,1723 -0,3585 -0,5772 -0,7278 -0,7337 -0,5875 -0,3354 -0,0373 0,2556 0,4990 0,6445 0,6463 0,4908 0,2129 -0,1204 -0,4417 -0,7112 -0,9307 -1,1269 -1,3163 -1,4886 -1,6148 -1,6687 -1,6529 -1,5997 -1,5327 -1,4363 -1,2754 -1,0495 -0,8161 -0,6467 -0,5686 -0,5593 -0,5685 -0,5413 -0,4544 -0,3388 -0,2526 -0,2419 -0,3296 -0,5079 -0,7324 -0,9506 -1,1333 -1,2709 -1,3687 -1,4580 -1,5870 -1,7752 -1,9833 -2,1498 -2,2565 -2,3285 -2,3695 -2,3458 -2,2518 -2,1475 -2,1062 -2,1512 -2,2503 -2,3506 -2,4166 -2,4438 -2,4490 -2,4576 -2,4956 -2,5821 -2,7232 -2,9099 -3,1333 -3,3931 -3,6731 -3,9264 -4,1089 -4,2250 -4,3268 -4,4721 -4,6824 -4,9375 -5,1975 -5,4343 -5,6422 -5,8233 -5,9781 -6,1184 -6,2706 -6,4553 -6,6679 -6,8758 -7,0463 -7,1763 -7,2837 -7,3745 -7,4327 -7,4293 -7,3282 -7,0920 -6,6946 -6,1374 -5,4598 -4,7386 -4,0685 -3,5270 -3,1459 -2,9071 -2,7623 -2,6603 -2,5569 -2,4141 -2,2124 -1,9651 -1,7042 -1,4543 -1,2287 -1,0400 -0,9029 -0,8366 -0,8643 -0,9972 -1,2081 -1,4254 -1,5653 -1,5876 -1,5294 -1,4740 -1,4843 -1,5708 -1,7051 -1,8459 -1,9518 -1,9830 -1,9118 -1,7490 -1,5551 -1,3991 -1,3118 -1,2937 -1,3460 -1,4693 -1,6570 -1,9048 -2,2035 -2,5272 -2,8474 -3,1559 -3,4589 -3,7507 -4,0021 -4,1864 -4,3044 -4,3753 -4,4227 -4,4667 -4,5005 -4,4891 -4,3971 -4,2026 -3,9064 -3,5527 -3,2171 -2,9558 -2,7770 -2,6561 -2,5639 -2,4848 -2,4181 -2,3709 -2,3543 -2,3801 -2,4548 -2,5682 -2,6865 -2,7636 -2,7640 -2,6811 -2,5453 -2,4107 -2,3217 -2,2858 -2,2777 -2,2767 -2,2935 -2,3601 -2,5087 -2,7642 -3,1289 -3,5653 -4,0033 -4,3730 -4,6352 -4,7882 -4,8504 -4,8459 -4,8053 -4,7509 -4,6720
