Fp1   -1,9581 -2,6419 -3,1799 -3,5415 -3,7179 -3,7037 -3,4911 -3,0682 -2,4207 -1,5563 -0,5423 0,4968 1,4279 2,1479 2,5885 2,7161 2,5357 2,0829 1,4133 0,6071 -0,2266 -0,9666 -1,5034 -1,7569 -1,6935 -1,3313 -0,7115 0,1314 1,1471 2,2163 3,1441 3,7329 3,8732 3,5692 2,8900 1,9301 0,8233 -0,2448 -1,0915 -1,6201 -1,8490 -1,8643 -1,7352 -1,4547 -0,9569 -0,1913 0,8165 1,9489 3,0085 3,7709 4,0718 3,8765 3,2842 2,4649 1,5797 0,7630 0,1690 -0,0118 0,3730 1,3215 2,6227 3,9165 4,8468 5,2139 5,0332 4,4958 3,8826 3,4655 3,3999 3,6546 4,0456 4,3676 4,5168 4,5126 4,4336 4,3360 4,2148 4,0270 3,7570 3,4620 3,2499 3,2156 3,4067 3,8380 4,4992 5,3227 6,1632 6,8450 7,2352 7,2723 6,9470 6,2808 5,3402 4,2529 3,1819 2,2875 1,7227 1,6292 2,0886 3,0450 4,2754 5,4598 6,3216 6,7604 6,8777 6,8526 6,7716 6,5719 6,1182 5,3243 4,2273 2,9711 1,7314 0,6579 -0,1280 -0,5234 -0,4914 -0,1192 0,4262 1,0159 1,6249 2,2932 3,0416 3,8333 4,5987 5,2618 5,7483 5,9988 5,9947 5,7861 5,5072 5,3485 5,4873 6,0100 6,8758 7,9426 9,0237 9,9378 10,5379 10,7361 10,5423 10,0858 9,5552 9,0842 8,6964 8,3657 8,1037 7,9740 8,0466 8,3569 8,8957 9,6028 10,3634 11,0519 11,6027 12,0321 12,3951 12,7253 13,0019 13,1729 13,2079 13,1046 12,8424 12,3657 11,6390 10,7344 9,8675 9,3031 9,1787 9,4192 9,8305 10,2491 10,5838 10,7533 10,6365 10,1037 9,1107 7,7713 6,3293 5,0723 4,2794 4,1787 4,8767 6,2939 8,1549 10,0525 11,5736 12,4263 12,5078 11,8887 10,7382 9,2503 7,6191 6,0339 4,6471 3,5322 2,6863 2,0835 1,7179 1,6010 1,7318 2,0705 2,5434 3,0749 3,6234 4,1982 4,8148 5,4104 5,8312 5,9319 5,6854 5,2050 4,6938 4,3749 4,4145 4,8375 5,4937 6,1351 6,5586 6,6858 6,5373 6,1654 5,6292 5,0327 4,5504 4,3519 4,4925 4,9153 5,5496 6,3637 7,3095 8,2570 9,0269 9,4886 9,6094 9,4277 9,0092 8,4318 7,7911 7,2035 6,7895 6,6279 6,7006 6,8853 7,0263 7,0377 6,9550 6,8893 6,9208 7,0332 7,1380 7,1425 6,9964 6,7021 6,3078 5,8938 5,5528 5,3635 5,3548 5,4848 5,6733 5,8577 6,0095 6,1080 6,1195 6,0087 5,7614 5,3929 4,9489 4,4999 4,1167 3,8446 3,6918 3,6355 3,6472 3,7218 3,8739 4,0920 4,3002 4,3813 4,2496 3,9057 3,4197 2,8733 2,3367 1,8951 1,6640 1,7497 2,1933 2,9458 3,8609 4,7106 5,2593 5,3805 5,1262 4,6744 4,1922 3,7559 3,3951 3,1526 3,0540 3,0461 3,0199 2,9240 2,8453 2,9588 3,4022 4,1935 5,2447 6,4292 7,6240 8,7107 9,5855 10,1974 10,5585 10,7184 10,7429 10,6977 10,6150 10,4793 10,2639 9,9732 9,6407 9,3091 9,0091 8,7298 8,4207 8,0407 7,5998 7,1475 6,7320 6,3694 6,0503 5,7633 5,5091 5,2917 5,0900 4,8473 4,5078 4,0737 3,6292 3,3112 3,2569 3,5516 4,1741 4,9839 5,7886 6,4425 6,9085 7,2584 7,6003 7,9766 8,3211 8,5153 8,4924 8,2987 8,0630 7,9035 7,8613 7,9227 8,0737 8,3034 8,5728 8,8135 8,9637 8,9992 8,9259 8,7564 8,5014 8,1832 7,8648 7,6608 7,6887 7,9998 8,5687 9,3274 10,2011 11,1364 12,1028 13,0526 13,8849 14,4653 14,6892 14,5245 14,0044 13,2080 12,2488 11,2512 10,3181 9,5255 8,9310 8,5618 8,3989 8,4039 8,5680 8,9185 9,4743 10,1886 10,9249 11,4848 11,6726 11,3736 10,6161 9,5818 8,5561 7,8361 7,6178 7,9234 8,6285 9,5539 10,5375 11,4485 12,1700 12,6122 12,7698 12,7403 12,6327 12,4546 12,1210 11,5694 10,8295 9,9814 9,0966 8,2377 7,4661 6,8211 6,3147 5,9631 5,8104 5,9046 6,2475 6,7849 7,4489 8,1938 8,9810 9,7506 10,4132 10,8574 10,9750 10,7054 10,0620 9,1334 8,0838 7,1373 6,5229 6,3946 6,7713 7,5331 8,4676 9,3369 9,9606 10,2825 10,3684 10,3438 10,3282 10,4000 10,5829 10,8431 11,1058 11,3019 11,4167 11,4821 11,5109 11,4566 11,2408 10,8093 10,1839 9,4854 8,8823 8,4873 8,2988 8,2244 8,1528 8,0239 7,8580 7,7274 7,6948 7,7760 7,9490 8,1724 8,3849 8,5093 8,4811 8,2724 7,8872 7,3545 6,7385 6,1314 5,6113 5,2212 4,9900 4,9458 5,0919 5,3798 5,7189 6,0187 6,2309 6,3731 6,5239 6,7919 7,2617 7,9388 8,7345 9,5080 10,1248 10,4764 10,4925 10,1747 9,6058 8,9140 8,2372 7,7048 7,4184 7,4226 7,6779 8,0694 8,4667 8,7988 9,0840 9,3898 9,7536 10,1375 10,4590 10,6552 10,7061 10,6118 10,3783 10,0117 9,4934 8,7777 7,8504 6,7959 5,7913 5,0277 4,6160 4,5332 4,6469 4,8058 4,9228 4,9961 5,0732 5,1790 5,2537 5,1707 4,8326 4,2493 3,5205 2,7530 2,0079 1,3229 0,7497 0,3446 0,1465 0,1907 0,5090 1,0874 1,8389 2,6190 3,2453 3,5272 3,3316 2,6476 1,6155 0,5156 -0,3271 -0,7166 -0,7016 -0,5181 -0,4213 -0,5504 -0,8909 -1,3270 -1,7301 -2,0059 -2,0927 -1,9662 -1,6599 -1,2596 -0,8630 -0,5459 -0,3511 -0,2856 -0,3179 -0,3914 -0,4673 -0,5788 -0,8252 -1,2788 -1,8923 -2,5072 -2,9422 -3,0808 -2,9076 -2,4762 -1,8436 -1,0485 -0,1499 0,7409 1,4943 2,0428
Fz    -1,9561 -1,7305 -1,4960 -1,2453 -0,9779 -0,7108 -0,4696 -0,2773 -0,1487 -0,0864 -0,0806 -0,1072 -0,1297 -0,1113 -0,0343 0,0888 0,2239 0,3369 0,4117 0,4560 0,4947 0,5530 0,6398 0,7425 0,8327 0,8778 0,8564 0,7712 0,6468 0,5112 0,3771 0,2386 0,0820 -0,1002 -0,3019 -0,5057 -0,6828 -0,7926 -0,7962 -0,6769 -0,4529 -0,1737 0,1007 0,3257 0,4889 0,6061 0,7040 0,7993 0,8937 0,9853 1,0796 1,1859 1,3117 1,4631 1,6424 1,8445 2,0602 2,2791 2,4879 2,6718 2,8213 2,9354 3,0193 3,0867 3,1623 3,2709 3,4201 3,5917 3,7470 3,8442 3,8542 3,7667 3,5868 3,3314 3,0307 2,7252 2,4533 2,2385 2,0917 2,0211 2,0347 2,1361 2,3228 2,5894 2,9279 3,3197 3,7300 4,1172 4,4459 4,6907 4,8315 4,8540 4,7566 4,5562 4,2842 3,9734 3,6515 3,3408 3,0540 2,7943 2,5585 2,3334 2,0982 1,8406 1,5656 1,2825 0,9875 0,6626 0,2909 -0,1285 -0,5780 -1,0301 -1,4579 -1,8402 -2,1578 -2,3845 -2,4884 -2,4488 -2,2611 -1,9213 -1,4177 -0,7409 0,1008 1,0730 2,1191 3,1723 4,1661 5,0431 5,7682 6,3380 6,7700 7,0843 7,3007 7,4461 7,5541 7,6564 7,7727 7,9043 8,0304 8,1194 8,1516 8,1404 8,1318 8,1823 8,3327 8,5962 8,9580 9,3834 9,8274 10,2396 10,5708 10,7811 10,8489 10,7809 10,6156 10,4116 10,2214 10,0712 9,9585 9,8687 9,7914 9,7236 9,6594 9,5824 9,4690 9,3024 9,0896 8,8601 8,6414 8,4376 8,2375 8,0384 7,8524 7,6893 7,5387 7,3746 7,1792 6,9595 6,7378 6,5374 6,3814 6,2917 6,2751 6,3095 6,3462 6,3285 6,2133 5,9797 5,6273 5,1752 4,6567 4,1096 3,5682 3,0635 2,6236 2,2713 2,0211 1,8751 1,8138 1,7979 1,7823 1,7300 1,6234 1,4709 1,3015 1,1477 1,0329 0,9663 0,9446 0,9608 1,0159 1,1249 1,3151 1,6119 2,0183 2,5023 3,0009 3,4426 3,7789 4,0025 4,1375 4,2188 4,2816 4,3630 4,4967 4,6935 4,9301 5,1720 5,3992 5,6074 5,7968 5,9626 6,0949 6,1842 6,2269 6,2236 6,1777 6,1019 6,0163 5,9425 5,9003 5,9019 5,9434 6,0050 6,0610 6,0915 6,0873 6,0477 5,9716 5,8513 5,6774 5,4507 5,1854 4,9035 4,6320 4,3992 4,2280 4,1338 4,1244 4,1959 4,3281 4,4860 4,6284 4,7181 4,7291 4,6522 4,4979 4,2932 4,0677 3,8432 3,6355 3,4597 3,3303 3,2532 3,2169 3,1934 3,1520 3,0761 2,9670 2,8377 2,7081 2,5997 2,5298 2,5097 2,5420 2,6174 2,7168 2,8225 2,9252 3,0247 3,1274 3,2401 3,3623 3,4865 3,6042 3,7121 3,8152 3,9194 4,0245 4,1211 4,1937 4,2269 4,2200 4,1990 4,2052 4,2713 4,4054 4,5908 4,8046 5,0388 5,3036 5,6103 5,9552 6,3196 6,6774 7,0037 7,2853 7,5200 7,7040 7,8257 7,8761 7,8552 7,7660 7,6117 7,3984 7,1361 6,8364 6,5124 6,1816 5,8634 5,5667 5,2792 4,9741 4,6310 4,2519 3,8641 3,5110 3,2352 3,0625 2,9989 3,0399 3,1796 3,4142 3,7373 4,1321 4,5669 5,0008 5,4021 5,7620 6,0892 6,3938 6,6818 6,9589 7,2257 7,4678 7,6625 7,7970 7,8758 7,9130 7,9259 7,9354 7,9609 8,0094 8,0696 8,1235 8,1649 8,2087 8,2798 8,3927 8,5397 8,7022 8,8707 9,0508 9,2498 9,4602 9,6547 9,8010 9,8822 9,9006 9,8647 9,7752 9,6273 9,4244 9,1877 8,9492 8,7414 8,5886 8,4980 8,4593 8,4530 8,4538 8,4293 8,3506 8,2158 8,0553 7,9132 7,8253 7,8099 7,8646 7,9653 8,0747 8,1626 8,2228 8,2690 8,3171 8,3742 8,4412 8,5185 8,6086 8,7138 8,8293 8,9351 8,9928 8,9619 8,8257 8,6016 8,3273 8,0403 7,7684 7,5348 7,3606 7,2537 7,2017 7,1804 7,1664 7,1416 7,0969 7,0358 6,9685 6,9037 6,8442 6,7827 6,7079 6,6163 6,5137 6,4058 6,2959 6,1901 6,1001 6,0366 6,0058 6,0145 6,0751 6,2000 6,3940 6,6568 6,9905 7,3936 7,8476 8,3145 8,7498 9,1179 9,4008 9,5945 9,7050 9,7462 9,7364 9,6925 9,6248 9,5354 9,4224 9,2827 9,1137 8,9132 8,6792 8,4149 8,1372 7,8765 7,6647 7,5210 7,4461 7,4248 7,4344 7,4511 7,4546 7,4276 7,3535 7,2110 6,9788 6,6476 6,2273 5,7411 5,2146 4,6708 4,1327 3,6264 3,1817 2,8282 2,5895 2,4809 2,5097 2,6755 2,9685 3,3693 3,8499 4,3756 4,9129 5,4392 5,9440 6,4213 6,8606 7,2414 7,5403 7,7461 7,8652 7,9116 7,8991 7,8432 7,7640 7,6865 7,6389 7,6532 7,7615 7,9857 8,3244 8,7462 9,2012 9,6492 10,0752 10,4775 10,8456 11,1529 11,3685 11,4750 11,4738 11,3747 11,1894 10,9324 10,6193 10,2669 9,8923 9,5117 9,1342 8,7626 8,3957 8,0255 7,6371 7,2171 6,7597 6,2673 5,7509 5,2327 4,7446 4,3199 3,9855 3,7566 3,6320 3,5906 3,5967 3,6164 3,6293 3,6254 3,5947 3,5246 3,4050 3,2362 3,0323 2,8115 2,5790 2,3267 2,0483 1,7526 1,4651 1,2173 1,0253 0,8786 0,7545 0,6411 0,5372 0,4357 0,3163 0,1552 -0,0599 -0,3214 -0,6065 -0,8931 -1,1740 -1,4541 -1,7343 -2,0021 -2,2406 -2,4378 -2,5841 -2,6655 -2,6650 -2,5736 -2,4015 -2,1705 -1,8979 -1,5897 -1,2462 -0,8700 -0,4715 -0,0692 0,3129 0,6489 0,9175 1,1108 1,2400 1,3344
F3    -3,1156 -2,8762 -2,5451 -2,0843 -1,4794 -0,7615 -0,0103 0,6608 1,1294 1,3014 1,1549 0,7637 0,2735 -0,1651 -0,4619 -0,6086 -0,6472 -0,6169 -0,5243 -0,3520 -0,0873 0,2553 0,6373 1,0095 1,3079 1,4455 1,3411 0,9733 0,4065 -0,2397 -0,8420 -1,3110 -1,6113 -1,7564 -1,7852 -1,7320 -1,6044 -1,3796 -1,0287 -0,5485 0,0241 0,6210 1,1644 1,5956 1,9027 2,1233 2,3097 2,4818 2,6156 2,6764 2,6552 2,5717 2,4626 2,3711 2,3300 2,3412 2,3748 2,3853 2,3367 2,2290 2,1059 2,0323 2,0613 2,2142 2,4813 2,8271 3,1926 3,5029 3,6867 3,6999 3,5410 3,2492 2,8894 2,5340 2,2441 2,0564 1,9736 1,9680 2,0023 2,0478 2,0853 2,1102 2,1493 2,2624 2,5105 2,9162 3,4514 4,0570 4,6682 5,2220 5,6562 5,9157 5,9731 5,8528 5,6175 5,3169 4,9598 4,5349 4,0452 3,5211 3,0041 2,5222 2,0872 1,7145 1,4280 1,2354 1,1064 0,9825 0,8092 0,5661 0,2684 -0,0618 -0,4157 -0,7868 -1,1451 -1,4283 -1,5713 -1,5544 -1,4134 -1,1929 -0,9002 -0,5040 0,0305 0,7107 1,5146 2,4100 3,3685 4,3623 5,3553 6,2957 7,1121 7,7297 8,1074 8,2682 8,2920 8,2784 8,3004 8,3739 8,4705 8,5560 8,6186 8,6734 8,7533 8,8937 9,1217 9,4561 9,9039 10,4532 11,0653 11,6643 12,1389 12,3722 12,2924 11,9202 11,3771 10,8327 10,4211 10,1907 10,1156 10,1411 10,2213 10,3317 10,4562 10,5682 10,6272 10,5961 10,4657 10,2638 10,0313 9,7902 9,5472 9,3185 9,1274 8,9756 8,8305 8,6520 8,4367 8,2297 8,0834 8,0176 8,0235 8,0718 8,1070 8,0621 7,8941 7,6033 7,2175 6,7670 6,2805 5,7930 5,3452 4,9732 4,6909 4,4731 4,2568 3,9771 3,6140 3,2020 2,7918 2,4188 2,1087 1,8872 1,7681 1,7341 1,7385 1,7386 1,7296 1,7369 1,7777 1,8421 1,9113 1,9838 2,0807 2,2348 2,4717 2,7870 3,1347 3,4453 3,6689 3,8029 3,8891 3,9926 4,1725 4,4580 4,8432 5,2925 5,7492 6,1546 6,4657 6,6612 6,7455 6,7482 6,7126 6,6830 6,6877 6,7219 6,7541 6,7553 6,7204 6,6684 6,6310 6,6336 6,6815 6,7611 6,8426 6,8856 6,8574 6,7482 6,5678 6,3329 6,0732 5,8412 5,6936 5,6583 5,7193 5,8200 5,8765 5,8120 5,5972 5,2648 4,8856 4,5248 4,2114 3,9451 3,7213 3,5446 3,4260 3,3730 3,3812 3,4345 3,5066 3,5629 3,5689 3,5101 3,3998 3,2646 3,1257 2,9944 2,8787 2,7851 2,7155 2,6640 2,6182 2,5596 2,4666 2,3297 2,1634 1,9992 1,8656 1,7795 1,7481 1,7700 1,8346 1,9275 2,0386 2,1697 2,3364 2,5605 2,8577 3,2227 3,6210 3,9977 4,3027 4,5156 4,6456 4,7075 4,7031 4,6334 4,5308 4,4694 4,5324 4,7692 5,1796 5,7201 6,3175 6,8894 7,3708 7,7274 7,9506 8,0536 8,0729 8,0597 8,0542 8,0618 8,0496 7,9566 7,7216 7,3265 6,8215 6,3014 5,8455 5,4752 5,1579 4,8372 4,4607 4,0062 3,4983 3,0013 2,5874 2,3054 2,1716 2,1824 2,3307 2,6157 3,0359 3,5714 4,1759 4,7941 5,3853 5,9235 6,3832 6,7416 6,9935 7,1477 7,2090 7,1757 7,0548 6,8683 6,6388 6,3905 6,1693 6,0461 6,0830 6,2987 6,6640 7,1251 7,6266 8,1192 8,5521 8,8680 9,0219 9,0149 8,9059 8,7887 8,7460 8,8103 8,9612 9,1560 9,3529 9,5120 9,5963 9,5826 9,4718 9,2902 9,0799 8,8882 8,7616 8,7356 8,8149 8,9571 9,0777 9,0784 8,8913 8,5167 8,0264 7,5328 7,1459 6,9422 6,9454 7,1198 7,3853 7,6610 7,9067 8,1281 8,3528 8,6043 8,8869 9,1830 9,4616 9,6846 9,8070 9,7792 9,5624 9,1512 8,5802 7,9112 7,2160 6,5612 6,0005 5,5770 5,3281 5,2771 5,4169 5,7062 6,0832 6,4804 6,8305 7,0678 7,1383 7,0218 6,7495 6,3874 6,0037 5,6472 5,3411 5,0860 4,8749 4,7130 4,6278 4,6583 4,8323 5,1467 5,5614 6,0092 6,4176 6,7426 6,9960 7,2363 7,5217 7,8660 8,2312 8,5486 8,7553 8,8300 8,8046 8,7450 8,7216 8,7827 8,9362 9,1485 9,3588 9,4960 9,4985 9,3381 9,0280 8,6037 8,0975 7,5316 6,9390 6,3851 5,9557 5,7137 5,6602 5,7379 5,8741 6,0230 6,1692 6,3007 6,3929 6,4111 6,3191 6,0861 5,6965 5,1585 4,5072 3,7985 3,0924 2,4428 1,8957 1,4907 1,2576 1,2104 1,3484 1,6630 2,1442 2,7772 3,5414 4,4143 5,3692 6,3634 7,3256 8,1622 8,7894 9,1664 9,2914 9,1769 8,8419 8,3304 7,7236 7,1234 6,6257 6,3086 6,2260 6,3928 6,7753 7,3001 7,8841 8,4679 9,0238 9,5336 9,9735 10,3207 10,5682 10,7268 10,8136 10,8364 10,7895 10,6614 10,4430 10,1335 9,7408 9,2769 8,7507 8,1665 7,5290 6,8460 6,1308 5,4061 4,6996 4,0411 3,4672 3,0223 2,7492 2,6737 2,7929 3,0696 3,4368 3,8109 4,1141 4,2965 4,3435 4,2605 4,0560 3,7429 3,3439 2,8904 2,4223 1,9812 1,5916 1,2503 0,9387 0,6453 0,3828 0,1838 0,0751 0,0547 0,0935 0,1521 0,1897 0,1693 0,0719 -0,0911 -0,2845 -0,4771 -0,6733 -0,9178 -1,2632 -1,7261 -2,2607 -2,7782 -3,2013 -3,5016 -3,6852 -3,7574 -3,7098 -3,5312 -3,2227 -2,8058 -2,3199 -1,8166 -1,3474 -0,9446 -0,6083 -0,3219 -0,0831 0,0861 0,1657 0,1731 0,1671 0,2188
F7    -1,6257 -1,5049 -1,3455 -1,1706 -1,0115 -0,9005 -0,8589 -0,8839 -0,9427 -0,9799 -0,9419 -0,8011 -0,5672 -0,2837 -0,0099 0,2070 0,3479 0,4123 0,4015 0,3188 0,1797 0,0093 -0,1693 -0,3361 -0,4661 -0,5225 -0,4653 -0,2814 -0,0106 0,2693 0,4850 0,5967 0,6006 0,5178 0,3802 0,2238 0,0894 0,0166 0,0291 0,1243 0,2754 0,4474 0,6211 0,8023 1,0042 1,2262 1,4470 1,6279 1,7214 1,6976 1,5699 1,3916 1,2198 1,0861 1,0012 0,9778 1,0369 1,1920 1,4324 1,7220 2,0101 2,2425 2,3762 2,3974 2,3278 2,2125 2,1015 2,0298 2,0040 2,0092 2,0262 2,0395 2,0382 2,0157 1,9690 1,9012 1,8173 1,7198 1,6148 1,5278 1,5062 1,5980 1,8242 2,1716 2,6000 3,0522 3,4691 3,8105 4,0666 4,2515 4,3963 4,5339 4,6663 4,7482 4,7239 4,5773 4,3423 4,0750 3,8194 3,5894 3,3706 3,1352 2,8686 2,5862 2,3081 2,0264 1,7049 1,3037 0,8002 0,2025 -0,4481 -1,0881 -1,6481 -2,0724 -2,3377 -2,4550 -2,4451 -2,3143 -2,0599 -1,6831 -1,1934 -0,6126 0,0241 0,6782 1,3222 1,9413 2,5253 3,0677 3,5737 4,0587 4,5351 5,0061 5,4694 5,9227 6,3679 6,8212 7,3046 7,8060 8,2540 8,5601 8,6819 8,6374 8,4840 8,2955 8,1414 8,0692 8,1025 8,2477 8,4918 8,7934 9,0968 9,3668 9,5990 9,7975 9,9545 10,0586 10,1096 10,1132 10,0698 9,9783 9,8447 9,6788 9,4882 9,2755 9,0422 8,7982 8,5636 8,3582 8,1873 8,0467 7,9488 7,9250 7,9794 8,0612 8,1011 8,0542 7,9041 7,6534 7,3212 6,9450 6,5834 6,3041 6,1573 6,1546 6,2725 6,4650 6,6599 6,7561 6,6581 6,3220 5,7670 5,0544 4,2679 3,5008 2,8402 2,3455 2,0324 1,8712 1,8067 1,7857 1,7674 1,7224 1,6356 1,5136 1,3807 1,2655 1,1830 1,1227 1,0536 0,9474 0,8008 0,6396 0,5080 0,4547 0,5170 0,7069 1,0063 1,3749 1,7690 2,1581 2,5292 2,8815 3,2165 3,5382 3,8572 4,1785 4,4905 4,7783 5,0432 5,2973 5,5456 5,7794 5,9854 6,1516 6,2647 6,3109 6,2880 6,2146 6,1199 6,0211 5,9186 5,8085 5,6971 5,6006 5,5288 5,4735 5,4145 5,3361 5,2379 5,1310 5,0284 4,9375 4,8526 4,7542 4,6193 4,4412 4,2482 4,0966 4,0374 4,0882 4,2328 4,4356 4,6528 4,8373 4,9414 4,9299 4,7977 4,5686 4,2774 3,9643 3,6797 3,4739 3,3713 3,3571 3,3795 3,3729 3,2965 3,1537 2,9727 2,7754 2,5658 2,3350 2,0761 1,8036 1,5607 1,3993 1,3504 1,4132 1,5656 1,7773 2,0174 2,2543 2,4606 2,6267 2,7645 2,8870 2,9836 3,0231 2,9791 2,8488 2,6570 2,4551 2,3078 2,2649 2,3408 2,5207 2,7830 3,1152 3,5178 3,9979 4,5509 5,1413 5,7105 6,2056 6,5971 6,8798 7,0693 7,1908 7,2568 7,2589 7,1872 7,0500 6,8681 6,6588 6,4297 6,1834 5,9239 5,6608 5,4074 5,1690 4,9303 4,6601 4,3341 3,9510 3,5374 3,1412 2,8098 2,5626 2,3877 2,2662 2,1966 2,1908 2,2558 2,3906 2,5923 2,8556 3,1679 3,5055 3,8378 4,1447 4,4331 4,7294 5,0533 5,3971 5,7265 6,0036 6,2070 6,3324 6,3825 6,3647 6,2982 6,2140 6,1404 6,0887 6,0540 6,0290 6,0164 6,0270 6,0733 6,1663 6,3166 6,5332 6,8197 7,1683 7,5561 7,9460 8,2956 8,5741 8,7749 8,9031 8,9525 8,9013 8,7335 8,4578 8,1089 7,7364 7,3931 7,1263 6,9684 6,9257 6,9757 7,0754 7,1744 7,2324 7,2385 7,2158 7,2021 7,2218 7,2753 7,3447 7,4002 7,4109 7,3638 7,2781 7,1952 7,1556 7,1870 7,3019 7,4951 7,7401 7,9905 8,1886 8,2811 8,2342 8,0454 7,7473 7,3931 7,0290 6,6800 6,3573 6,0712 5,8321 5,6433 5,4982 5,3804 5,2682 5,1470 5,0189 4,8976 4,7941 4,7110 4,6547 4,6494 4,7273 4,8981 5,1318 5,3673 5,5379 5,5986 5,5420 5,3959 5,2113 5,0522 4,9816 5,0450 5,2557 5,5894 5,9927 6,4054 6,7850 7,1167 7,4079 7,6748 7,9240 8,1397 8,2951 8,3731 8,3714 8,2901 8,1295 7,9019 7,6358 7,3565 7,0638 6,7317 6,3339 5,8803 5,4360 5,0915 4,8983 4,8399 4,8662 4,9375 5,0344 5,1447 5,2497 5,3182 5,3133 5,2050 4,9790 4,6406 4,2123 3,7237 3,2070 2,6991 2,2433 1,8814 1,6414 1,5266 1,5167 1,5839 1,7143 1,9109 2,1794 2,5143 2,8907 3,2688 3,6153 3,9195 4,1937 4,4565 4,7117 4,9433 5,1341 5,2837 5,4031 5,4992 5,5684 5,6034 5,6095 5,6198 5,6880 5,8604 6,1509 6,5334 6,9515 7,3474 7,6954 8,0150 8,3501 8,7213 9,0906 9,3797 9,5196 9,4818 9,2771 8,9424 8,5227 8,0489 7,5284 6,9614 6,3692 5,8081 5,3528 5,0532 4,8987 4,8241 4,7521 4,6306 4,4426 4,1997 3,9275 3,6502 3,3835 3,1387 2,9314 2,7771 2,6765 2,6068 2,5380 2,4537 2,3547 2,2479 2,1384 2,0257 1,9029 1,7598 1,5900 1,3926 1,1717 0,9414 0,7310 0,5726 0,4788 0,4352 0,4126 0,3864 0,3414 0,2595 0,1161 -0,1064 -0,4072 -0,7677 -1,1539 -1,5250 -1,8471 -2,0991 -2,2655 -2,3322 -2,2963 -2,1817 -2,0321 -1,8850 -1,7562 -1,6499 -1,5728 -1,5340 -1,5359 -1,5709 -1,6215 -1,6594 -1,6447 -1,5370 -1,3132 -0,9733 -0,5385 -0,0537 0,4192 0,8246 1,1354
