Fp1   -2,0214 -1,5533 -1,0669 -0,6571 -0,3344 -0,0340 0,2938 0,6406 0,9680 1,2310 1,3756 1,3622 1,2211 1,0569 0,9691 0,9930 1,1257 1,3770 1,7774 2,3304 2,9609 3,5296 3,9013 4,0076 3,8648 3,5310 3,0481 2,4341 1,7242 0,9990 0,3566 -0,1457 -0,5024 -0,7431 -0,9467 -1,2245 -1,6291 -2,1135 -2,6029 -3,0542 -3,4373 -3,7031 -3,7913 -3,6626 -3,3287 -2,8684 -2,4041 -2,0288 -1,7456 -1,4802 -1,1364 -0,6637 -0,1256 0,3036 0,4610 0,3281 0,0447 -0,1892 -0,2317 -0,0547 0,2730 0,6403 0,9477 1,1400 1,2165 1,1987 1,0909 0,9024 0,6907 0,5443 0,5313 0,6657 0,8980 1,1342 1,2819 1,3000 1,2157 1,0814 0,9114 0,6751 0,3438 -0,0795 -0,5692 -1,0777 -1,5300 -1,8630 -2,0720 -2,1920 -2,2493 -2,2524 -2,1964 -2,0683 -1,8885 -1,7460 -1,7478 -1,9248 -2,2082 -2,4892 -2,6835 -2,7635 -2,7783 -2,8487 -3,1100 -3,6188 -4,3037 -5,0211 -5,6501 -6,1276 -6,4267 -6,5415 -6,5036 -6,3980 -6,3288 -6,3470 -6,4091 -6,4194 -6,3223 -6,1423 -5,9544 -5,8534 -5,9205 -6,1653 -6,5124 -6,8760 -7,2228 -7,5530 -7,8655 -8,1545 -8,3961 -8,5196 -8,4096 -7,9427 -7,0379 -5,7006 -4,0377 -2,2482 -0,5800 0,7616 1,6855 2,1978 2,3496 2,2170 1,9022 1,5153 1,1330 0,7740 0,4160 0,0333 -0,3667 -0,7157 -0,8847 -0,7471 -0,2657 0,4930 1,4215 2,4190 3,3791 4,1859 4,7461 5,0122 4,9745 4,6600 4,1444 3,5445 2,9882 2,5980 2,4616 2,5766 2,8337 3,0693 3,1273 2,8945 2,3414 1,5639 0,7465 0,0533 -0,4523 -0,8203 -1,1737 -1,6178 -2,1475 -2,6438 -2,9706 -3,0718 -2,9816 -2,7746 -2,5157 -2,2416 -1,9653 -1,6824 -1,3726 -1,0150 -0,6321 -0,3158 -0,1607 -0,1583 -0,2004 -0,1936 -0,1467 -0,1350 -0,1988 -0,3077 -0,4085 -0,4526 -0,3768 -0,1214 0,3106 0,8471 1,4078 1,9450 2,4424 2,9007 3,2959 3,5588 3,6154 3,4304 3,0192 2,4368 1,7414 0,9729 0,1762 -0,5854 -1,2639 -1,8549 -2,3802 -2,8392 -3,1717 -3,2806 -3,1040 -2,6628 -2,0503 -1,4017 -0,8488 -0,4559 -0,1909 0,0413 0,3387 0,7478 1,2315 1,6846 1,9897 2,0567 1,8363 1,3335 0,6206 -0,1664 -0,8705 -1,3735 -1,6167 -1,5928 -1,3417 -0,9222 -0,3724 0,2769 0,9487 1,5161 1,8792 2,0382 2,0792 2,0926 2,1230 2,1905 2,3237 2,5646 2,9528 3,4919 4,1216 4,7306 5,2035 5,4612 5,4721 5,2265 4,7191 3,9781 3,0817 2,1202 1,1686 0,2851 -0,5034 -1,2093 -1,8553 -2,4365 -2,9143 -3,2315 -3,3305 -3,1895 -2,8537 -2,4136 -1,9464 -1,4794 -1,0003 -0,4901 0,0476 0,5628 0,9550 1,1091 0,9605 0,5718 0,1368 -0,1509 -0,2298 -0,1598 -0,0423 0,0203 -0,0474 -0,2521 -0,5188 -0,7448 -0,8796 -0,9433 -0,9851 -1,0681 -1,2743 -1,6684 -2,2337 -2,8502 -3,3475 -3,5995 -3,5869 -3,3690 -3,0143 -2,5762 -2,1115 -1,6818 -1,3343 -1,0867 -0,9296 -0,8431 -0,8167 -0,8408 -0,8651 -0,8040 -0,6229 -0,4065 -0,3102 -0,4393 -0,7850 -1,2651 -1,7982 -2,3263 -2,7859 -3,0846 -3,1334 -2,9178 -2,5345 -2,1441 -1,8826 -1,8037 -1,8784 -2,0329 -2,1940 -2,3232 -2,4265 -2,5306 -2,6475 -2,7661 -2,8658 -2,9285 -2,9474 -2,9245 -2,8511 -2,6997 -2,4478 -2,0848 -1,5878 -0,9364 -0,1642 0,6473 1,4175 2,0814 2,5689 2,8025 2,7360 2,3829 1,7867 0,9860 0,0308 -0,9703 -1,8533 -2,4874 -2,8362 -2,9207 -2,7692 -2,4088 -1,8693 -1,1940 -0,4409 0,3358 1,0789 1,7071 2,1446 2,3686 2,4005 2,2572 1,9482 1,5194 1,0564 0,6329 0,2788 -0,0121 -0,2616 -0,4728 -0,6074 -0,6256 -0,5510 -0,4759 -0,4921 -0,6243 -0,8180 -0,9625 -0,9347 -0,6678 -0,1925 0,3810 0,9089 1,2720 1,4257 1,4066 1,2983 1,2018 1,2162 1,3996 1,7308 2,1201 2,4638 2,7055 2,8466 2,8928 2,8168 2,5845 2,2009 1,7188 1,2087 0,7285 0,3063 -0,0587 -0,3620 -0,5852 -0,7303 -0,8313 -0,9303 -1,0604 -1,2415 -1,4776 -1,7461 -2,0023 -2,2138 -2,3754 -2,4789 -2,4971 -2,4240 -2,3136 -2,2533 -2,2960 -2,4091 -2,4824 -2,4038 -2,1368 -1,7334 -1,2957 -0,9335 -0,7387 -0,7655 -0,9924 -1,3269 -1,7013 -2,1356 -2,6707 -3,2769 -3,8512 -4,2778 -4,4925 -4,5113 -4,3961 -4,2116 -4,0264 -3,9111 -3,9064 -4,0076 -4,1767 -4,3527 -4,4651 -4,4703 -4,3816 -4,2638 -4,2007 -4,2545 -4,4336 -4,6963 -4,9771 -5,2038 -5,3266 -5,3584 -5,3790 -5,4974 -5,7949 -6,2529 -6,7255 -7,0124 -6,9783 -6,6172 -6,0245 -5,3328 -4,6649 -4,1059 -3,6970 -3,4356 -3,2655 -3,0925 -2,8413 -2,4996 -2,1181 -1,7831 -1,5796 -1,5447 -1,6323 -1,7289 -1,7125 -1,5086 -1,1205 -0,6260 -0,1284 0,3010 0,6303 0,8297 0,8534 0,6717 0,3024 -0,2029 -0,7858 -1,3863 -1,9492 -2,4212 -2,7283 -2,7999 -2,6451 -2,3663 -2,0593 -1,7193 -1,2761 -0,6889 0,0284 0,8296 1,6377 2,3469 2,8516 3,0682 2,9355 2,4396 1,6591 0,7657 -0,0579 -0,7357 -1,3289 -1,9300 -2,5491 -3,1165 -3,5670 -3,8951 -4,1285 -4,2680 -4,2689 -4,0763 -3,6766 -3,1211 -2,5177 -1,9903 -1,6101 -1,3424 -1,0616 -0,6305 0,0178 0,8519 1,7534 2,5541 3,1049 3,3265 3,2049 2,7704 2,1014 1,3255 0,5808 -0,0387 -0,4958 -0,7794 -0,8862 -0,8326 -0,6436 -0,3113 0,1950 0,8707 1,6593 2,4718 3,2025 3,7624 4,1208 4,3021 4,3542 4,3298 4,2715
Fz    -0,9061 -0,8475 -0,7409 -0,5832 -0,3648 -0,0805 0,2446 0,5490 0,7700 0,8780 0,8745 0,7726 0,5992 0,3993 0,2144 0,0630 -0,0514 -0,1210 -0,1211 -0,0212 0,1829 0,4474 0,6954 0,8587 0,9138 0,8828 0,8089 0,7320 0,6779 0,6595 0,6785 0,7250 0,7837 0,8317 0,8179 0,6748 0,3714 -0,0589 -0,5469 -1,0237 -1,4328 -1,7296 -1,8809 -1,8702 -1,7056 -1,4216 -1,0625 -0,6540 -0,1966 0,3141 0,8646 1,4141 1,8988 2,2537 2,4416 2,4733 2,4126 2,3526 2,3672 2,4826 2,6883 2,9553 3,2427 3,4978 3,6626 3,6918 3,5716 3,3346 3,0475 2,7684 2,5252 2,3310 2,1969 2,1305 2,1360 2,2181 2,3808 2,6072 2,8357 2,9846 3,0096 2,9210 2,7563 2,5606 2,3775 2,2357 2,1445 2,0955 2,0662 2,0307 1,9753 1,9029 1,8182 1,7142 1,5795 1,4153 1,2420 1,0857 0,9648 0,8931 0,8813 0,9203 0,9661 0,9640 0,8877 0,7492 0,5782 0,3926 0,1823 -0,0798 -0,4213 -0,8697 -1,4467 -2,1443 -2,9087 -3,6579 -4,3268 -4,8946 -5,3708 -5,7696 -6,1003 -6,3623 -6,5477 -6,6534 -6,6803 -6,6202 -6,4603 -6,2000 -5,8579 -5,4599 -5,0206 -4,5297 -3,9602 -3,2916 -2,5318 -1,7225 -0,9271 -0,2074 0,3912 0,8471 1,1695 1,3967 1,5736 1,7317 1,8888 2,0541 2,2236 2,3820 2,5209 2,6572 2,8315 3,0869 3,4430 3,8850 4,3736 4,8629 5,3159 5,7197 6,0834 6,4165 6,7130 6,9478 7,0836 7,0913 6,9780 6,8000 6,6431 6,5753 6,6089 6,6995 6,7771 6,7878 6,7249 6,6299 6,5561 6,5233 6,5022 6,4370 6,2784 6,0078 5,6448 5,2293 4,7951 4,3592 3,9316 3,5276 3,1788 2,9312 2,8239 2,8662 3,0369 3,2943 3,5749 3,8004 3,9131 3,9069 3,8177 3,6917 3,5655 3,4626 3,3947 3,3605 3,3476 3,3463 3,3549 3,3747 3,4079 3,4622 3,5501 3,6781 3,8411 4,0228 4,1909 4,3013 4,3207 4,2426 4,0887 3,8958 3,6938 3,5002 3,3374 3,2306 3,1755 3,1210 3,0036 2,8114 2,6115 2,5037 2,5456 2,7177 2,9428 3,1311 3,2188 3,1893 3,0713 2,9208 2,7949 2,7207 2,6771 2,6195 2,5173 2,3541 2,1110 1,7736 1,3531 0,8928 0,4497 0,0688 -0,2221 -0,4086 -0,4952 -0,5047 -0,4634 -0,3901 -0,3030 -0,2329 -0,2181 -0,2748 -0,3767 -0,4746 -0,5362 -0,5556 -0,5344 -0,4707 -0,3612 -0,2039 -0,0038 0,2219 0,4476 0,6487 0,8092 0,9157 0,9478 0,8876 0,7338 0,5076 0,2513 0,0107 -0,1929 -0,3672 -0,5309 -0,6945 -0,8436 -0,9309 -0,8940 -0,6969 -0,3600 0,0558 0,4925 0,9207 1,3278 1,6932 1,9708 2,0991 2,0356 1,7855 1,3999 0,9582 0,5531 0,2607 0,1150 0,1093 0,2106 0,3709 0,5392 0,6763 0,7694 0,8308 0,8782 0,9220 0,9711 1,0336 1,1026 1,1503 1,1432 1,0631 0,9156 0,7214 0,5068 0,3038 0,1479 0,0666 0,0651 0,1213 0,1957 0,2553 0,2943 0,3285 0,3721 0,4239 0,4728 0,5055 0,5119 0,4871 0,4248 0,3123 0,1405 -0,0820 -0,3348 -0,5980 -0,8403 -1,0116 -1,0732 -1,0321 -0,9343 -0,8230 -0,7104 -0,5930 -0,4765 -0,3735 -0,2856 -0,2071 -0,1458 -0,1303 -0,1878 -0,3255 -0,5245 -0,7383 -0,9020 -0,9633 -0,9084 -0,7570 -0,5406 -0,2810 0,0175 0,3564 0,7199 1,0771 1,4023 1,6787 1,8913 2,0299 2,0972 2,1046 2,0536 1,9277 1,7130 1,4295 1,1330 0,8783 0,6908 0,5789 0,5522 0,6162 0,7588 0,9483 1,1478 1,3347 1,5019 1,6496 1,7870 1,9333 2,1019 2,2793 2,4234 2,4874 2,4390 2,2679 1,9908 1,6462 1,2743 0,9066 0,5765 0,3211 0,1589 0,0691 0,0051 -0,0658 -0,1456 -0,2170 -0,2531 -0,2253 -0,1215 0,0407 0,2234 0,3930 0,5420 0,6827 0,8288 0,9911 1,1794 1,3899 1,5952 1,7564 1,8438 1,8558 1,8161 1,7562 1,7056 1,6811 1,6713 1,6446 1,5744 1,4561 1,3050 1,1410 0,9796 0,8376 0,7328 0,6719 0,6438 0,6254 0,5891 0,5089 0,3731 0,1916 -0,0150 -0,2314 -0,4504 -0,6631 -0,8588 -1,0354 -1,2033 -1,3763 -1,5545 -1,7137 -1,8187 -1,8499 -1,8175 -1,7549 -1,7004 -1,6802 -1,7003 -1,7424 -1,7796 -1,8118 -1,8771 -2,0150 -2,2325 -2,5066 -2,8033 -3,0937 -3,3601 -3,5910 -3,7752 -3,9093 -4,0079 -4,1055 -4,2456 -4,4610 -4,7548 -5,0975 -5,4452 -5,7690 -6,0775 -6,4068 -6,7872 -7,2162 -7,6575 -8,0495 -8,3224 -8,4337 -8,3907 -8,2324 -7,9998 -7,7254 -7,4334 -7,1314 -6,7999 -6,4110 -5,9699 -5,5120 -5,0609 -4,6183 -4,1920 -3,8072 -3,4891 -3,2392 -3,0319 -2,8364 -2,6472 -2,4843 -2,3633 -2,2781 -2,2124 -2,1541 -2,1016 -2,0555 -2,0097 -1,9618 -1,9266 -1,9205 -1,9356 -1,9399 -1,9027 -1,8195 -1,7128 -1,6112 -1,5346 -1,4890 -1,4661 -1,4467 -1,4060 -1,3210 -1,1822 -0,9988 -0,7896 -0,5663 -0,3252 -0,0597 0,2234 0,5054 0,7744 1,0283 1,2585 1,4380 1,5285 1,5059 1,3764 1,1717 0,9346 0,7033 0,4938 0,2946 0,0863 -0,1324 -0,3405 -0,5174 -0,6775 -0,8774 -1,1740 -1,5700 -2,0048 -2,3950 -2,6697 -2,7917 -2,7692 -2,6447 -2,4578 -2,2242 -1,9445 -1,6263 -1,2920 -0,9757 -0,7134 -0,5325 -0,4521 -0,4915 -0,6573 -0,9161 -1,1933 -1,4106 -1,5259 -1,5370 -1,4548 -1,2835 -1,0277 -0,6959 -0,2895 0,1926 0,7325 1,2841 1,7841 2,1788 2,4458 2,5985 2,6771 2,7322 2,7976 2,8717
F3    -1,5133 -1,5762 -1,5858 -1,5163 -1,3409 -1,0465 -0,6619 -0,2596 0,0796 0,3043 0,4007 0,3849 0,3012 0,2099 0,1489 0,1201 0,1191 0,1577 0,2622 0,4550 0,7321 1,0490 1,3314 1,5125 1,5702 1,5311 1,4444 1,3504 1,2663 1,1985 1,1566 1,1460 1,1565 1,1535 1,0690 0,8259 0,4040 -0,1297 -0,6713 -1,1428 -1,5044 -1,7371 -1,8281 -1,7736 -1,5870 -1,3039 -0,9709 -0,6179 -0,2436 0,1699 0,6312 1,1167 1,5623 1,8850 2,0216 1,9644 1,7837 1,6034 1,5272 1,5898 1,7695 2,0196 2,2873 2,5196 2,6675 2,6899 2,5687 2,3279 2,0263 1,7218 1,4512 1,2371 1,0900 1,0037 0,9664 0,9797 1,0597 1,2056 1,3683 1,4693 1,4549 1,3187 1,0868 0,8039 0,5269 0,3080 0,1733 0,1150 0,1006 0,0937 0,0810 0,0776 0,0995 0,1383 0,1703 0,1816 0,1786 0,1728 0,1657 0,1558 0,1462 0,1270 0,0600 -0,0919 -0,3236 -0,5912 -0,8498 -1,0822 -1,3049 -1,5527 -1,8605 -2,2616 -2,7807 -3,4116 -4,1011 -4,7653 -5,3355 -5,7931 -6,1578 -6,4508 -6,6794 -6,8392 -6,9254 -6,9474 -6,9261 -6,8689 -6,7603 -6,5818 -6,3303 -6,0146 -5,6415 -5,2090 -4,7043 -4,1056 -3,3991 -2,6035 -1,7729 -0,9757 -0,2769 0,2744 0,6626 0,9134 1,0734 1,1851 1,2782 1,3642 1,4289 1,4468 1,4133 1,3668 1,3778 1,5101 1,7834 2,1697 2,6244 3,1116 3,6043 4,0823 4,5370 4,9627 5,3394 5,6318 5,8062 5,8473 5,7676 5,6155 5,4632 5,3653 5,3260 5,3062 5,2536 5,1351 4,9544 4,7539 4,5867 4,4729 4,3843 4,2681 4,0797 3,8070 3,4804 3,1564 2,8792 2,6562 2,4687 2,2977 2,1484 2,0522 2,0439 2,1403 2,3329 2,5897 2,8533 3,0504 3,1253 3,0731 2,9338 2,7633 2,6123 2,5159 2,4858 2,5080 2,5549 2,6038 2,6432 2,6668 2,6704 2,6559 2,6349 2,6236 2,6369 2,6810 2,7360 2,7602 2,7254 2,6400 2,5391 2,4615 2,4242 2,4174 2,4325 2,4788 2,5570 2,6283 2,6315 2,5463 2,4293 2,3727 2,4262 2,5618 2,7058 2,7882 2,7718 2,6558 2,4671 2,2546 2,0832 2,0033 2,0144 2,0720 2,1233 2,1176 2,0020 1,7390 1,3343 0,8444 0,3520 -0,0750 -0,4037 -0,6333 -0,7874 -0,8952 -0,9677 -0,9955 -0,9742 -0,9261 -0,8953 -0,9193 -1,0033 -1,1251 -1,2591 -1,3790 -1,4460 -1,4170 -1,2593 -0,9619 -0,5480 -0,0779 0,3701 0,7320 0,9811 1,1156 1,1301 1,0175 0,7868 0,4648 0,0935 -0,2789 -0,6203 -0,9269 -1,2143 -1,4937 -1,7518 -1,9472 -2,0246 -1,9421 -1,6957 -1,3161 -0,8426 -0,3095 0,2431 0,7556 1,1473 1,3356 1,2710 0,9618 0,4703 -0,0970 -0,6100 -0,9688 -1,1451 -1,1621 -1,0592 -0,8826 -0,6835 -0,5012 -0,3458 -0,2092 -0,0916 0,0029 0,0874 0,1839 0,2885 0,3568 0,3319 0,1884 -0,0472 -0,3153 -0,5560 -0,7240 -0,7906 -0,7437 -0,5923 -0,3715 -0,1372 0,0596 0,1979 0,2819 0,3136 0,2858 0,2001 0,0690 -0,0957 -0,2852 -0,4900 -0,6987 -0,8970 -1,0740 -1,2381 -1,4129 -1,5988 -1,7585 -1,8550 -1,8901 -1,8985 -1,9111 -1,9294 -1,9364 -1,9214 -1,8840 -1,8242 -1,7414 -1,6479 -1,5708 -1,5383 -1,5671 -1,6522 -1,7557 -1,8182 -1,7949 -1,6819 -1,5111 -1,3230 -1,1268 -0,8858 -0,5615 -0,1649 0,2493 0,6248 0,9277 1,1407 1,2541 1,2715 1,2109 1,0771 0,8484 0,5124 0,1119 -0,2683 -0,5651 -0,7681 -0,8853 -0,9100 -0,8317 -0,6653 -0,4599 -0,2702 -0,1209 -0,0093 0,0682 0,1149 0,1454 0,1730 0,1892 0,1735 0,1165 0,0191 -0,1235 -0,3171 -0,5558 -0,8229 -1,0878 -1,3010 -1,4133 -1,4109 -1,3304 -1,2340 -1,1740 -1,1756 -1,2325 -1,3054 -1,3397 -1,2942 -1,1569 -0,9488 -0,7125 -0,4881 -0,3009 -0,1631 -0,0615 0,0467 0,1964 0,3779 0,5478 0,6691 0,7387 0,7762 0,7908 0,7753 0,7180 0,6081 0,4371 0,2006 -0,0946 -0,4238 -0,7566 -1,0683 -1,3347 -1,5273 -1,6237 -1,6254 -1,5622 -1,4817 -1,4323 -1,4425 -1,5144 -1,6434 -1,8293 -2,0554 -2,2732 -2,4324 -2,5230 -2,5826 -2,6673 -2,8070 -2,9784 -3,1259 -3,2059 -3,2120 -3,1707 -3,1148 -3,0661 -3,0363 -3,0186 -2,9903 -2,9540 -2,9558 -3,0423 -3,2202 -3,4615 -3,7242 -3,9686 -4,1705 -4,3211 -4,4205 -4,4810 -4,5318 -4,6097 -4,7425 -4,9384 -5,1864 -5,4604 -5,7299 -5,9807 -6,2314 -6,5214 -6,8774 -7,2956 -7,7533 -8,2117 -8,6045 -8,8624 -8,9599 -8,9187 -8,7781 -8,5781 -8,3527 -8,1174 -7,8620 -7,5682 -7,2361 -6,8787 -6,4942 -6,0680 -5,6047 -5,1401 -4,7166 -4,3459 -3,9980 -3,6320 -3,2452 -2,8836 -2,5989 -2,4079 -2,2960 -2,2418 -2,2359 -2,2744 -2,3406 -2,4126 -2,4839 -2,5600 -2,6378 -2,6987 -2,7230 -2,7067 -2,6645 -2,6185 -2,5926 -2,6053 -2,6590 -2,7375 -2,8131 -2,8540 -2,8332 -2,7394 -2,5788 -2,3583 -2,0725 -1,7174 -1,3123 -0,8914 -0,4776 -0,0779 0,2991 0,6312 0,8835 1,0166 1,0026 0,8450 0,5901 0,3040 0,0268 -0,2477 -0,5400 -0,8423 -1,1142 -1,3172 -1,4585 -1,5988 -1,8054 -2,0904 -2,3985 -2,6469 -2,7671 -2,7350 -2,5818 -2,3695 -2,1473 -1,9264 -1,6936 -1,4417 -1,1855 -0,9533 -0,7734 -0,6599 -0,6136 -0,6390 -0,7468 -0,9285 -1,1427 -1,3339 -1,4596 -1,5016 -1,4571 -1,3294 -1,1306 -0,8784 -0,5809 -0,2391 0,1295 0,4840 0,7790 0,9872 1,1085 1,1657 1,1934 1,2211 1,2557 1,2789
F7    -1,6723 -1,7061 -1,7372 -1,7465 -1,7062 -1,5868 -1,3739 -1,0847 -0,7589 -0,4288 -0,1056 0,1998 0,4577 0,6422 0,7670 0,8766 1,0066 1,1692 1,3613 1,5664 1,7537 1,8836 1,9177 1,8361 1,6447 1,3700 1,0573 0,7649 0,5391 0,3912 0,3024 0,2422 0,1840 0,1167 0,0454 -0,0200 -0,0787 -0,1402 -0,2133 -0,3015 -0,4086 -0,5390 -0,6921 -0,8535 -0,9870 -1,0471 -1,0089 -0,8739 -0,6537 -0,3713 -0,0759 0,1691 0,3196 0,3755 0,3857 0,4232 0,5333 0,7068 0,9096 1,1195 1,3209 1,4853 1,5783 1,5885 1,5391 1,4687 1,4058 1,3599 1,3235 1,2728 1,1783 1,0216 0,8067 0,5627 0,3380 0,1806 0,1145 0,1332 0,2110 0,3114 0,3925 0,4235 0,4004 0,3345 0,2318 0,0982 -0,0409 -0,1458 -0,1847 -0,1495 -0,0630 0,0267 0,0643 0,0136 -0,1208 -0,2942 -0,4521 -0,5594 -0,6081 -0,6106 -0,5880 -0,5677 -0,5887 -0,6839 -0,8558 -1,0847 -1,3501 -1,6251 -1,8803 -2,1137 -2,3596 -2,6615 -3,0412 -3,4785 -3,9212 -4,3273 -4,6888 -5,0117 -5,2984 -5,5524 -5,7752 -5,9529 -6,0594 -6,0702 -5,9712 -5,7643 -5,4623 -5,0778 -4,6228 -4,1189 -3,5949 -3,0690 -2,5371 -1,9831 -1,4028 -0,8129 -0,2330 0,3309 0,8780 1,3912 1,8306 2,1544 2,3486 2,4330 2,4430 2,4077 2,3417 2,2590 2,1929 2,1870 2,2693 2,4405 2,6838 2,9768 3,2955 3,6160 3,9172 4,1885 4,4351 4,6784 4,9408 5,2186 5,4753 5,6751 5,8098 5,8814 5,8782 5,7907 5,6365 5,4518 5,2598 5,0522 4,8014 4,4917 4,1464 3,8239 3,5867 3,4654 3,4433 3,4685 3,4833 3,4494 3,3566 3,2207 3,0737 2,9412 2,8267 2,7247 2,6443 2,6141 2,6682 2,8288 3,0908 3,4107 3,7205 3,9615 4,1072 4,1574 4,1239 4,0312 3,9203 3,8313 3,7744 3,7317 3,6818 3,6111 3,5106 3,3778 3,2180 3,0432 2,8685 2,6992 2,5248 2,3308 2,1168 1,8979 1,6927 1,5191 1,4010 1,3571 1,3718 1,3994 1,4022 1,3725 1,3218 1,2637 1,2061 1,1515 1,0978 1,0385 0,9649 0,8776 0,7931 0,7328 0,7045 0,7001 0,7039 0,6983 0,6669 0,6040 0,5227 0,4452 0,3811 0,3168 0,2338 0,1334 0,0345 -0,0490 -0,1228 -0,2065 -0,3194 -0,4660 -0,6268 -0,7687 -0,8657 -0,9120 -0,9221 -0,9168 -0,9085 -0,8923 -0,8515 -0,7743 -0,6627 -0,5278 -0,3890 -0,2730 -0,1974 -0,1446 -0,0635 0,0870 0,2963 0,5146 0,6973 0,8247 0,8957 0,9161 0,8857 0,7902 0,6110 0,3427 0,0038 -0,3722 -0,7476 -1,0785 -1,3212 -1,4522 -1,4777 -1,4239 -1,3199 -1,1899 -1,0542 -0,9264 -0,8038 -0,6798 -0,5688 -0,5040 -0,5081 -0,5802 -0,7010 -0,8347 -0,9330 -0,9559 -0,8948 -0,7770 -0,6445 -0,5249 -0,4224 -0,3336 -0,2673 -0,2456 -0,2890 -0,4069 -0,5910 -0,8085 -1,0102 -1,1604 -1,2618 -1,3446 -1,4311 -1,5111 -1,5574 -1,5551 -1,5074 -1,4204 -1,2910 -1,1137 -0,8992 -0,6858 -0,5224 -0,4367 -0,4168 -0,4248 -0,4256 -0,4051 -0,3736 -0,3570 -0,3769 -0,4350 -0,5165 -0,6038 -0,6879 -0,7643 -0,8236 -0,8599 -0,8823 -0,9020 -0,9185 -0,9287 -0,9392 -0,9604 -0,9950 -1,0343 -1,0648 -1,0771 -1,0699 -1,0419 -0,9902 -0,9155 -0,8145 -0,6659 -0,4403 -0,1283 0,2393 0,6018 0,9009 1,1104 1,2468 1,3469 1,4270 1,4706 1,4576 1,3883 1,2700 1,1022 0,8891 0,6566 0,4426 0,2702 0,1375 0,0293 -0,0656 -0,1502 -0,2258 -0,2971 -0,3616 -0,3937 -0,3575 -0,2498 -0,1158 -0,0115 0,0338 0,0177 -0,0501 -0,1531 -0,2696 -0,3809 -0,4761 -0,5476 -0,5845 -0,5702 -0,4936 -0,3667 -0,2253 -0,1136 -0,0685 -0,1130 -0,2452 -0,4218 -0,5695 -0,6304 -0,5953 -0,4914 -0,3527 -0,2060 -0,0637 0,0755 0,2144 0,3587 0,5272 0,7297 0,9370 1,0983 1,1857 1,2022 1,1565 1,0501 0,8940 0,7179 0,5436 0,3633 0,1676 -0,0218 -0,1646 -0,2428 -0,2746 -0,2935 -0,3262 -0,3870 -0,4838 -0,6209 -0,7946 -0,9943 -1,2039 -1,3973 -1,5451 -1,6325 -1,6628 -1,6505 -1,6212 -1,6097 -1,6400 -1,7099 -1,8016 -1,8996 -1,9997 -2,0991 -2,1801 -2,2182 -2,2002 -2,1245 -2,0005 -1,8494 -1,6921 -1,5440 -1,4223 -1,3461 -1,3201 -1,3260 -1,3357 -1,3377 -1,3540 -1,4239 -1,5675 -1,7675 -1,9816 -2,1689 -2,3087 -2,4029 -2,4668 -2,5191 -2,5779 -2,6624 -2,7910 -2,9766 -3,2270 -3,5499 -3,9466 -4,4009 -4,8839 -5,3633 -5,8028 -6,1651 -6,4294 -6,6039 -6,7050 -6,7254 -6,6401 -6,4274 -6,0742 -5,5805 -4,9678 -4,2774 -3,5670 -2,8983 -2,3145 -1,8300 -1,4448 -1,1531 -0,9304 -0,7267 -0,4918 -0,2197 0,0444 0,2458 0,3613 0,4026 0,3981 0,3795 0,3743 0,3977 0,4475 0,5103 0,5641 0,5822 0,5493 0,4764 0,4010 0,3621 0,3665 0,3839 0,3770 0,3273 0,2372 0,1243 0,0157 -0,0619 -0,0894 -0,0511 0,0653 0,2564 0,4999 0,7682 1,0348 1,2664 1,4249 1,4859 1,4512 1,3462 1,2072 1,0655 0,9430 0,8594 0,8334 0,8725 0,9598 1,0468 1,0697 0,9921 0,8270 0,6178 0,4105 0,2312 0,0734 -0,0883 -0,2709 -0,4690 -0,6543 -0,7877 -0,8387 -0,7955 -0,6586 -0,4356 -0,1504 0,1526 0,4229 0,6190 0,7101 0,6816 0,5439 0,3339 0,0944 -0,1516 -0,4001 -0,6455 -0,8755 -1,0794 -1,2495 -1,3747 -1,4418 -1,4473 -1,4025 -1,3211 -1,2077 -1,0652 -0,9146 -0,7929 -0,7208 -0,6818 -0,6347 -0,5429
