Fp1   -1,9302 -1,6698 -1,2987 -0,8533 -0,3813 0,0671 0,4468 0,7314 0,9250 1,0602 1,1835 1,3336 1,5217 1,7316 1,9339 2,0976 2,1931 2,1997 2,1120 1,9398 1,7043 1,4384 1,1847 0,9812 0,8424 0,7541 0,6834 0,5940 0,4659 0,3089 0,1549 0,0409 -0,0071 0,0119 0,0696 0,1181 0,1041 -0,0204 -0,2867 -0,6946 -1,2023 -1,7364 -2,2215 -2,6042 -2,8537 -2,9527 -2,8999 -2,7188 -2,4525 -2,1494 -1,8461 -1,5646 -1,3250 -1,1493 -1,0460 -1,0048 -1,0133 -1,0770 -1,2159 -1,4424 -1,7513 -2,1273 -2,5494 -2,9842 -3,3831 -3,6984 -3,9063 -4,0178 -4,0711 -4,1076 -4,1474 -4,1849 -4,2011 -4,1780 -4,1114 -4,0111 -3,8832 -3,7231 -3,5274 -3,3077 -3,0960 -2,9349 -2,8570 -2,8640 -2,9227 -2,9837 -3,0148 -3,0249 -3,0542 -3,1467 -3,3314 -3,6158 -3,9717 -4,3243 -4,5743 -4,6448 -4,5198 -4,2567 -3,9691 -3,7821 -3,7789 -3,9671 -4,2866 -4,6564 -5,0287 -5,4079 -5,8269 -6,3115 -6,8573 -7,4322 -7,9937 -8,5030 -8,9310 -9,2577 -9,4651 -9,5262 -9,4038 -9,0698 -8,5228 -7,7885 -6,9128 -5,9509 -4,9562 -3,9789 -3,0652 -2,2478 -1,5391 -0,9296 -0,3967 0,0809 0,5143 0,9128 1,2931 1,6793 2,0944 2,5506 3,0433 3,5558 4,0756 4,6035 5,1435 5,6835 6,1980 6,6642 7,0749 7,4393 7,7732 8,0832 8,3620 8,6001 8,8028 8,9935 9,1999 9,4413 9,7310 10,0756 10,4571 10,8149 11,0555 11,0996 10,9409 10,6606 10,3750 10,1688 10,0641 10,0342 10,0383 10,0527 10,0838 10,1573 10,2999 10,5259 10,8326 11,1972 11,5771 11,9191 12,1778 12,3309 12,3809 12,3518 12,2872 12,2410 12,2572 12,3483 12,4869 12,6170 12,6828 12,6591 12,5568 12,4013 12,2151 12,0266 11,8816 11,8338 11,9159 12,1129 12,3614 12,5848 12,7328 12,7898 12,7609 12,6619 12,5172 12,3523 12,1837 12,0105 11,8153 11,5808 11,3059 11,0000 10,6634 10,2851 9,8565 9,3894 8,9238 8,5177 8,2146 8,0160 7,8865 7,7830 7,6742 7,5432 7,3817 7,1866 6,9569 6,6897 6,3842 6,0543 5,7334 5,4562 5,2346 5,0522 4,8821 4,7113 4,5470 4,3993 4,2664 4,1448 4,0477 4,0021 4,0206 4,0857 4,1670 4,2447 4,3081 4,3407 4,3097 4,1711 3,8979 3,5097 3,0749 2,6873 2,4242 2,3119 2,3239 2,4029 2,4792 2,4911 2,4136 2,2768 2,1547 2,1248 2,2201 2,4024 2,5807 2,6609 2,5896 2,3662 2,0345 1,6712 1,3648 1,1792 1,1249 1,1619 1,2287 1,2778 1,2941 1,2815 1,2441 1,1857 1,1157 1,0443 0,9766 0,9183 0,8793 0,8676 0,8809 0,9048 0,9228 0,9312 0,9375 0,9348 0,8885 0,7605 0,5395 0,2364 -0,1376 -0,5672 -1,0163 -1,4341 -1,7812 -2,0428 -2,2178 -2,3013 -2,2912 -2,2046 -2,0803 -1,9718 -1,9298 -1,9728 -2,0695 -2,1581 -2,1912 -2,1722 -2,1489 -2,1702 -2,2510 -2,3699 -2,4848 -2,5546 -2,5601 -2,5177 -2,4777 -2,4939 -2,5769 -2,6784 -2,7241 -2,6624 -2,4879 -2,2363 -1,9632 -1,7213 -1,5444 -1,4410 -1,3983 -1,3934 -1,3987 -1,3786 -1,2962 -1,1338 -0,9096 -0,6696 -0,4577 -0,2984 -0,1974 -0,1416 -0,1098 -0,0995 -0,1357 -0,2388 -0,3936 -0,5593 -0,7002 -0,8046 -0,8798 -0,9281 -0,9209 -0,7992 -0,5143 -0,0679 0,4853 1,0655 1,5959 2,0168 2,2869 2,3941 2,3676 2,2638 2,1297 1,9899 1,8591 1,7499 1,6599 1,5635 1,4266 1,2250 0,9534 0,6333 0,3149 0,0597 -0,0844 -0,1039 -0,0336 0,0510 0,0657 -0,0468 -0,2981 -0,6597 -1,0826 -1,5172 -1,9217 -2,2543 -2,4690 -2,5363 -2,4678 -2,3098 -2,1108 -1,8960 -1,6603 -1,3750 -1,0079 -0,5464 -0,0092 0,5560 1,0811 1,4964 1,7576 1,8591 1,8294 1,7194 1,5856 1,4662 1,3574 1,2116 0,9754 0,6479 0,3000 0,0283 -0,1124 -0,1292 -0,0582 0,0795 0,2902 0,5894 0,9798 1,4405 1,9308 2,4082 2,8444 3,2263 3,5481 3,8028 3,9800 4,0657 4,0367 3,8641 3,5349 3,0713 2,5295 1,9827 1,5063 1,1645 0,9933 0,9878 1,1095 1,3067 1,5324 1,7595 1,9853 2,2268 2,5077 2,8377 3,1963 3,5364 3,8064 3,9803 4,0707 4,1048 4,0894 4,0081 3,8437 3,5862 3,2248 2,7515 2,1819 1,5639 0,9605 0,4225 -0,0192 -0,3501 -0,5707 -0,6959 -0,7476 -0,7443 -0,6939 -0,5988 -0,4735 -0,3543 -0,2846 -0,2881 -0,3573 -0,4586 -0,5540 -0,6300 -0,7093 -0,8290 -1,0111 -1,2566 -1,5604 -1,9146 -2,2984 -2,6787 -3,0240 -3,3209 -3,5746 -3,7945 -3,9864 -4,1601 -4,3246 -4,4713 -4,5735 -4,6038 -4,5502 -4,4179 -4,2324 -4,0399 -3,8939 -3,8338 -3,8699 -3,9715 -4,0641 -4,0502 -3,8485 -3,4333 -2,8511 -2,2026 -1,6024 -1,1362 -0,8269 -0,6264 -0,4479 -0,2200 0,0787 0,4271 0,7912 1,1366 1,4156 1,5597 1,5098 1,2606 0,8704 0,4311 0,0301 -0,2737 -0,4554 -0,5163 -0,4719 -0,3432 -0,1493 0,0961 0,3815 0,6908 1,0042 1,3084 1,6033 1,8990 2,2113 2,5623 2,9795 3,4807 4,0621 4,7078 5,4055 6,1477 6,9208 7,6886 8,3887 8,9542 9,3460 9,5740 9,6930 9,7787 9,9041 10,1238 10,4628 10,9117 11,4372 12,0025 12,5747 13,1131 13,5637 13,8752 14,0183 13,9965 13,8444 13,6145 13,3566 13,0998 12,8453 12,5788 12,2951 12,0169 11,7919 11,6667 11,6512 11,7029 11,7457 11,7067 11,5443 11,2556 10,8710 10,4420 10,0307 9,6936 9,4540 9,2798 9,1021 8,8622 8,5405 8,1476
Fz    -1,8906 -1,4438 -0,9384 -0,4204 0,0728 0,5141 0,8846 1,1792 1,4141 1,6215 1,8328 2,0608 2,2935 2,5032 2,6645 2,7618 2,7830 2,7142 2,5450 2,2807 1,9475 1,5891 1,2545 0,9783 0,7623 0,5757 0,3728 0,1165 -0,2022 -0,5570 -0,8982 -1,1728 -1,3432 -1,4014 -1,3717 -1,3001 -1,2388 -1,2311 -1,2983 -1,4322 -1,5995 -1,7582 -1,8775 -1,9484 -1,9823 -2,0031 -2,0323 -2,0759 -2,1269 -2,1781 -2,2241 -2,2564 -2,2694 -2,2631 -2,2358 -2,1828 -2,1133 -2,0614 -2,0692 -2,1594 -2,3309 -2,5753 -2,8867 -3,2513 -3,6396 -4,0171 -4,3612 -4,6638 -4,9227 -5,1316 -5,2764 -5,3418 -5,3219 -5,2249 -5,0763 -4,9149 -4,7736 -4,6664 -4,5927 -4,5475 -4,5291 -4,5406 -4,5823 -4,6403 -4,6918 -4,7252 -4,7508 -4,7895 -4,8553 -4,9552 -5,0994 -5,2986 -5,5439 -5,7966 -6,0098 -6,1574 -6,2444 -6,3004 -6,3712 -6,5025 -6,7175 -7,0072 -7,3450 -7,7159 -8,1361 -8,6425 -9,2606 -9,9834 -10,7691 -11,5522 -12,2633 -12,8438 -13,2503 -13,4578 -13,4631 -13,2744 -12,8989 -12,3440 -11,6274 -10,7793 -9,8381 -8,8435 -7,8346 -6,8532 -5,9385 -5,1099 -4,3615 -3,6735 -3,0273 -2,4126 -1,8229 -1,2473 -0,6725 -0,0941 0,4805 1,0401 1,5791 2,1004 2,6146 3,1351 3,6684 4,2066 4,7325 5,2326 5,7084 6,1740 6,6441 7,1160 7,5659 7,9620 8,2877 8,5529 8,7862 9,0203 9,2849 9,6013 9,9731 10,3758 10,7585 11,0665 11,2744 11,3950 11,4549 11,4685 11,4353 11,3497 11,2129 11,0416 10,8681 10,7276 10,6429 10,6210 10,6593 10,7509 10,8824 11,0277 11,1492 11,2067 11,1729 11,0482 10,8660 10,6812 10,5502 10,5116 10,5768 10,7291 10,9326 11,1498 11,3503 11,5070 11,5945 11,6019 11,5436 11,4535 11,3648 11,2886 11,2074 11,0896 10,9151 10,6906 10,4466 10,2170 10,0196 9,8530 9,7083 9,5803 9,4659 9,3605 9,2597 9,1549 9,0204 8,8157 8,5107 8,1124 7,6694 7,2456 6,8815 6,5758 6,3030 6,0446 5,8055 5,6100 5,4892 5,4633 5,5278 5,6508 5,7870 5,9020 5,9843 6,0356 6,0554 6,0412 5,9968 5,9377 5,8864 5,8574 5,8449 5,8289 5,7975 5,7604 5,7397 5,7575 5,8342 5,9892 6,2311 6,5452 6,8862 7,1892 7,3990 7,4970 7,4996 7,4378 7,3320 7,1787 6,9616 6,6772 6,3454 5,9984 5,6691 5,3877 5,1841 5,0859 5,1062 5,2273 5,4030 5,5788 5,7162 5,8000 5,8337 5,8351 5,8347 5,8625 5,9276 6,0080 6,0628 6,0608 5,9965 5,8767 5,7031 5,4724 5,1865 4,8549 4,4938 4,1291 3,7978 3,5410 3,3896 3,3490 3,3925 3,4772 3,5685 3,6437 3,6780 3,6444 3,5258 3,3165 3,0167 2,6379 2,2147 1,8007 1,4478 1,1878 1,0287 0,9624 0,9678 1,0135 1,0665 1,1007 1,0981 1,0529 0,9750 0,8836 0,7889 0,6791 0,5341 0,3543 0,1658 0,0031 -0,1063 -0,1421 -0,0924 0,0334 0,1925 0,3233 0,3803 0,3585 0,2859 0,2028 0,1463 0,1444 0,2081 0,3284 0,4822 0,6468 0,8147 0,9941 1,1986 1,4343 1,6959 1,9716 2,2487 2,5131 2,7471 2,9275 3,0299 3,0445 2,9856 2,8711 2,7028 2,4788 2,2175 1,9599 1,7534 1,6363 1,6276 1,7236 1,9053 2,1486 2,4215 2,6804 2,8838 3,0121 3,0724 3,0782 3,0234 2,8887 2,6750 2,4130 2,1438 1,9043 1,7283 1,6428 1,6543 1,7403 1,8570 1,9520 1,9774 1,9086 1,7594 1,5731 1,3934 1,2353 1,0730 0,8507 0,5126 0,0339 -0,5668 -1,2373 -1,9127 -2,5336 -3,0536 -3,4390 -3,6709 -3,7551 -3,7242 -3,6146 -3,4411 -3,2001 -2,8916 -2,5291 -2,1294 -1,7013 -1,2487 -0,7844 -0,3432 0,0277 0,2998 0,4781 0,5843 0,6367 0,6488 0,6367 0,6145 0,5836 0,5386 0,4897 0,4726 0,5303 0,6858 0,9315 1,2422 1,5938 1,9692 2,3564 2,7416 3,1015 3,4037 3,6213 3,7427 3,7693 3,7094 3,5727 3,3750 3,1404 2,8895 2,6256 2,3427 2,0413 1,7316 1,4276 1,1468 0,9114 0,7429 0,6568 0,6665 0,7827 1,0046 1,3119 1,6720 2,0573 2,4535 2,8500 3,2273 3,5557 3,8007 3,9363 3,9554 3,8632 3,6652 3,3734 3,0167 2,6294 2,2301 1,8134 1,3662 0,8904 0,4088 -0,0473 -0,4531 -0,7953 -1,0718 -1,2888 -1,4542 -1,5715 -1,6342 -1,6291 -1,5504 -1,4101 -1,2325 -1,0470 -0,8868 -0,7855 -0,7699 -0,8555 -1,0464 -1,3285 -1,6642 -2,0082 -2,3337 -2,6364 -2,9152 -3,1634 -3,3767 -3,5606 -3,7241 -3,8707 -4,0017 -4,1270 -4,2582 -4,3874 -4,4834 -4,5123 -4,4542 -4,3052 -4,0771 -3,7977 -3,5014 -3,2138 -2,9433 -2,6789 -2,3943 -2,0604 -1,6569 -1,1788 -0,6436 -0,0942 0,4109 0,8193 1,1072 1,2887 1,4004 1,4777 1,5441 1,6179 1,7197 1,8630 2,0306 2,1679 2,2129 2,1420 1,9855 1,8030 1,6448 1,5320 1,4660 1,4480 1,4828 1,5713 1,7086 1,8882 2,1015 2,3338 2,5707 2,8047 3,0306 3,2386 3,4164 3,5542 3,6476 3,7004 3,7265 3,7484 3,7853 3,8394 3,8911 3,9063 3,8476 3,6864 3,4182 3,0732 2,7072 2,3766 2,1256 1,9906 1,9992 2,1570 2,4380 2,7905 3,1485 3,4470 3,6424 3,7305 3,7428 3,7229 3,7005 3,6802 3,6460 3,5744 3,4487 3,2702 3,0655 2,8809 2,7647 2,7497 2,8436 3,0281 3,2625 3,4960 3,6843 3,8047 3,8572 3,8559 3,8231 3,7840 3,7487 3,6992 3,6046 3,4495 3,2437 3,0058
F3    -1,5778 -1,0333 -0,4330 0,1623 0,7051 1,1644 1,5214 1,7743 1,9459 2,0760 2,1983 2,3221 2,4296 2,4916 2,4908 2,4272 2,3084 2,1397 1,9234 1,6689 1,4031 1,1709 1,0175 0,9607 0,9715 0,9828 0,9186 0,7261 0,3968 -0,0331 -0,4995 -0,9319 -1,2725 -1,4944 -1,6093 -1,6560 -1,6810 -1,7214 -1,7955 -1,8976 -2,0035 -2,0874 -2,1403 -2,1724 -2,2033 -2,2501 -2,3199 -2,4068 -2,4975 -2,5800 -2,6463 -2,6924 -2,7259 -2,7631 -2,8083 -2,8443 -2,8541 -2,8461 -2,8496 -2,8915 -2,9879 -3,1559 -3,4142 -3,7642 -4,1740 -4,5886 -4,9575 -5,2527 -5,4652 -5,5934 -5,6353 -5,5928 -5,4745 -5,2973 -5,0902 -4,8922 -4,7320 -4,6144 -4,5265 -4,4536 -4,3914 -4,3454 -4,3177 -4,2950 -4,2575 -4,2013 -4,1488 -4,1300 -4,1565 -4,2201 -4,3117 -4,4298 -4,5638 -4,6836 -4,7588 -4,7867 -4,7998 -4,8506 -4,9911 -5,2531 -5,6302 -6,0792 -6,5471 -7,0066 -7,4734 -7,9884 -8,5803 -9,2407 -9,9221 -10,5574 -11,0880 -11,4814 -11,7289 -11,8357 -11,8108 -11,6563 -11,3628 -10,9203 -10,3312 -9,6112 -8,7871 -7,8954 -6,9829 -6,1046 -5,3066 -4,5995 -3,9528 -3,3194 -2,6669 -1,9950 -1,3258 -0,6782 -0,0591 0,5264 1,0669 1,5524 1,9857 2,3858 2,7851 3,2208 3,7159 4,2629 4,8304 5,3861 5,9157 6,4253 6,9264 7,4120 7,8494 8,1988 8,4406 8,5856 8,6658 8,7219 8,7962 8,9269 9,1375 9,4220 9,7373 10,0210 10,2324 10,3714 10,4545 10,4846 10,4511 10,3472 10,1846 9,9973 9,8330 9,7338 9,7191 9,7829 9,9039 10,0588 10,2269 10,3847 10,5032 10,5523 10,5116 10,3838 10,2043 10,0358 9,9437 9,9672 10,1072 10,3335 10,6037 10,8820 11,1427 11,3582 11,4972 11,5403 11,4919 11,3741 11,2099 11,0087 10,7643 10,4678 10,1269 9,7743 9,4545 9,1988 9,0097 8,8655 8,7395 8,6161 8,4922 8,3723 8,2642 8,1680 8,0592 7,8952 7,6470 7,3252 6,9746 6,6435 6,3483 6,0660 5,7631 5,4292 5,0845 4,7662 4,5137 4,3579 4,3071 4,3385 4,4053 4,4624 4,4875 4,4780 4,4384 4,3790 4,3207 4,2916 4,3148 4,3896 4,4810 4,5324 4,5000 4,3786 4,1970 3,9986 3,8348 3,7589 3,8074 3,9817 4,2426 4,5227 4,7562 4,9080 4,9803 4,9976 4,9812 4,9253 4,8024 4,5949 4,3165 4,0099 3,7322 3,5372 3,4629 3,5228 3,6968 3,9299 4,1475 4,2859 4,3210 4,2739 4,1923 4,1268 4,1173 4,1841 4,3199 4,4895 4,6443 4,7492 4,7969 4,7934 4,7363 4,6126 4,4105 4,1264 3,7715 3,3790 3,0043 2,7111 2,5544 2,5600 2,7080 2,9449 3,2109 3,4505 3,6123 3,6577 3,5711 3,3519 3,0039 2,5446 2,0219 1,5075 1,0683 0,7418 0,5331 0,4271 0,3970 0,4100 0,4362 0,4526 0,4395 0,3840 0,2914 0,1858 0,0885 -0,0074 -0,1278 -0,2824 -0,4518 -0,6054 -0,7168 -0,7657 -0,7414 -0,6547 -0,5455 -0,4694 -0,4664 -0,5388 -0,6572 -0,7781 -0,8607 -0,8788 -0,8271 -0,7168 -0,5646 -0,3836 -0,1788 0,0510 0,3081 0,5907 0,8900 1,1914 1,4788 1,7368 1,9493 2,0953 2,1501 2,1033 1,9709 1,7777 1,5367 1,2631 0,9939 0,7821 0,6733 0,6907 0,8321 1,0746 1,3856 1,7344 2,0876 2,4041 2,6478 2,8067 2,8947 2,9283 2,9008 2,7923 2,6050 2,3740 2,1446 1,9543 1,8304 1,7875 1,8179 1,8865 1,9399 1,9225 1,7971 1,5684 1,2910 1,0451 0,8895 0,8249 0,7887 0,6832 0,4233 -0,0206 -0,6130 -1,2782 -1,9354 -2,5175 -2,9765 -3,2801 -3,4122 -3,3824 -3,2317 -3,0098 -2,7443 -2,4372 -2,0896 -1,7163 -1,3368 -0,9662 -0,6166 -0,3072 -0,0734 0,0461 0,0408 -0,0583 -0,2014 -0,3490 -0,4781 -0,5719 -0,6171 -0,6133 -0,5699 -0,4860 -0,3413 -0,1153 0,1902 0,5503 0,9361 1,3303 1,7253 2,1126 2,4790 2,8058 3,0731 3,2683 3,3897 3,4423 3,4304 3,3545 3,2185 3,0384 2,8304 2,5916 2,3051 1,9643 1,5855 1,2026 0,8585 0,5975 0,4518 0,4334 0,5390 0,7567 1,0674 1,4442 1,8575 2,2819 2,6972 3,0845 3,4261 3,7080 3,9190 4,0541 4,1219 4,1347 4,0938 3,9961 3,8505 3,6703 3,4529 3,1767 2,8225 2,3939 1,9166 1,4248 0,9506 0,5148 0,1233 -0,2259 -0,5296 -0,7727 -0,9312 -0,9820 -0,9156 -0,7404 -0,4785 -0,1646 0,1525 0,4147 0,5684 0,5758 0,4228 0,1301 -0,2446 -0,6336 -0,9939 -1,3125 -1,5871 -1,8194 -2,0206 -2,2067 -2,3841 -2,5437 -2,6735 -2,7760 -2,8648 -2,9425 -2,9961 -3,0137 -2,9968 -2,9546 -2,8980 -2,8374 -2,7753 -2,7014 -2,5977 -2,4433 -2,2151 -1,8953 -1,4781 -0,9744 -0,4136 0,1587 0,6932 1,1555 1,5392 1,8615 2,1437 2,3935 2,6064 2,7819 2,9334 3,0739 3,1839 3,2034 3,0708 2,7768 2,3788 1,9664 1,6125 1,3506 1,1866 1,1204 1,1505 1,2670 1,4508 1,6798 1,9334 2,1923 2,4436 2,6859 2,9196 3,1361 3,3200 3,4568 3,5367 3,5582 3,5335 3,4895 3,4590 3,4648 3,5071 3,5616 3,5849 3,5313 3,3754 3,1279 2,8284 2,5269 2,2752 2,1260 2,1197 2,2626 2,5196 2,8311 3,1364 3,3836 3,5394 3,6028 3,6041 3,5811 3,5562 3,5293 3,4870 3,4121 3,2889 3,1108 2,8894 2,6599 2,4725 2,3727 2,3835 2,4972 2,6773 2,8718 3,0351 3,1411 3,1825 3,1640 3,1026 3,0249 2,9467 2,8565 2,7266 2,5435 2,3177 2,0644
F7    -1,0267 -0,9275 -0,7364 -0,4659 -0,1389 0,2112 0,5408 0,8112 1,0153 1,1825 1,3508 1,5338 1,7102 1,8388 1,8844 1,8371 1,7181 1,5651 1,4041 1,2373 1,0652 0,9133 0,8279 0,8415 0,9436 1,0786 1,1644 1,1251 0,9228 0,5696 0,1208 -0,3397 -0,7231 -0,9721 -1,0911 -1,1393 -1,1922 -1,3009 -1,4675 -1,6414 -1,7487 -1,7465 -1,6585 -1,5579 -1,5110 -1,5361 -1,6031 -1,6585 -1,6551 -1,5759 -1,4342 -1,2621 -1,1077 -1,0263 -1,0458 -1,1471 -1,2919 -1,4594 -1,6438 -1,8290 -1,9899 -2,1212 -2,2522 -2,4256 -2,6651 -2,9620 -3,2850 -3,5934 -3,8449 -4,0049 -4,0608 -4,0281 -3,9341 -3,8032 -3,6607 -3,5283 -3,4041 -3,2585 -3,0619 -2,8138 -2,5487 -2,3146 -2,1439 -2,0426 -2,0028 -2,0209 -2,1022 -2,2413 -2,4052 -2,5502 -2,6618 -2,7624 -2,8770 -3,0047 -3,1304 -3,2474 -3,3591 -3,4735 -3,6024 -3,7622 -3,9673 -4,2189 -4,5056 -4,8219 -5,1778 -5,5856 -6,0431 -6,5358 -7,0482 -7,5686 -8,0851 -8,5783 -9,0126 -9,3359 -9,4962 -9,4605 -9,2163 -8,7668 -8,1312 -7,3443 -6,4534 -5,5139 -4,5909 -3,7578 -3,0714 -2,5405 -2,1250 -1,7646 -1,4101 -1,0405 -0,6538 -0,2449 0,1970 0,6704 1,1571 1,6432 2,1370 2,6611 3,2316 3,8390 4,4374 4,9555 5,3315 5,5573 5,6997 5,8752 6,1832 6,6491 7,2227 7,8166 8,3443 8,7449 8,9931 9,0991 9,0980 9,0312 8,9363 8,8472 8,7889 8,7736 8,8096 8,8979 9,0125 9,1023 9,1266 9,0803 8,9876 8,8829 8,7972 8,7492 8,7441 8,7767 8,8357 8,9096 8,9916 9,0692 9,1201 9,1203 9,0529 8,9170 8,7360 8,5599 8,4516 8,4549 8,5672 8,7443 8,9356 9,1150 9,2820 9,4371 9,5614 9,6282 9,6332 9,6036 9,5759 9,5702 9,5787 9,5728 9,5236 9,4174 9,2525 9,0289 8,7482 8,4237 8,0791 7,7287 7,3663 6,9841 6,6021 6,2627 5,9928 5,7797 5,5895 5,4057 5,2444 5,1311 5,0594 4,9788 4,8250 4,5591 4,1917 3,7835 3,4153 3,1426 2,9694 2,8584 2,7608 2,6416 2,4897 2,3159 2,1444 1,9975 1,8829 1,7965 1,7342 1,6927 1,6510 1,5724 1,4387 1,2742 1,1265 1,0321 1,0062 1,0547 1,1816 1,3840 1,6400 1,9011 2,1041 2,1966 2,1555 1,9883 1,7157 1,3559 0,9384 0,5315 0,2334 0,1256 0,2311 0,5125 0,9025 1,3320 1,7351 2,0495 2,2258 2,2505 2,1587 2,0185 1,8913 1,8069 1,7689 1,7712 1,8023 1,8422 1,8740 1,9032 1,9541 2,0387 2,1371 2,2101 2,2189 2,1402 1,9790 1,7676 1,5474 1,3549 1,2217 1,1713 1,2143 1,3495 1,5605 1,8060 2,0272 2,1682 2,1796 2,0117 1,6324 1,0715 0,4394 -0,1099 -0,4495 -0,5335 -0,4027 -0,1519 0,1079 0,2850 0,3363 0,2719 0,1362 -0,0156 -0,1361 -0,1968 -0,1952 -0,1548 -0,1085 -0,0777 -0,0696 -0,0843 -0,1163 -0,1546 -0,1940 -0,2455 -0,3315 -0,4640 -0,6277 -0,7834 -0,8843 -0,8942 -0,8058 -0,6383 -0,4126 -0,1384 0,1696 0,4782 0,7474 0,9538 1,1088 1,2538 1,4294 1,6477 1,8921 2,1335 2,3441 2,4960 2,5598 2,5277 2,4326 2,3195 2,2049 2,0802 1,9373 1,7752 1,5952 1,4117 1,2628 1,1973 1,2559 1,4628 1,8166 2,2824 2,8020 3,3138 3,7643 4,1070 4,2977 4,3043 4,1323 3,8292 3,4560 3,0569 2,6530 2,2581 1,8942 1,5935 1,3848 1,2699 1,2164 1,1912 1,1973 1,2718 1,4531 1,7471 2,1028 2,4162 2,5713 2,4929 2,1725 1,6596 1,0360 0,3981 -0,1565 -0,5474 -0,7303 -0,7142 -0,5618 -0,3572 -0,1586 0,0213 0,1948 0,3701 0,5467 0,7265 0,9191 1,1294 1,3370 1,5041 1,6101 1,6665 1,6943 1,6989 1,6694 1,5967 1,4878 1,3575 1,2202 1,0984 1,0264 1,0332 1,1216 1,2633 1,4159 1,5515 1,6698 1,7886 1,9264 2,0882 2,2626 2,4318 2,5840 2,7223 2,8496 2,9477 2,9905 2,9756 2,9197 2,8314 2,7082 2,5506 2,3642 2,1499 1,9112 1,6734 1,4807 1,3750 1,3838 1,5185 1,7787 2,1561 2,6273 3,1404 3,6232 4,0142 4,2838 4,4334 4,4817 4,4550 4,3863 4,3016 4,2010 4,0632 3,8652 3,5860 3,2026 2,7052 2,1225 1,5216 0,9693 0,4985 0,1100 -0,2118 -0,4818 -0,6997 -0,8463 -0,8967 -0,8328 -0,6467 -0,3437 0,0548 0,5157 0,9985 1,4545 1,8278 2,0615 2,1094 1,9518 1,6105 1,1451 0,6278 0,1196 -0,3323 -0,6891 -0,9297 -1,0651 -1,1324 -1,1710 -1,2005 -1,2197 -1,2269 -1,2325 -1,2505 -1,2836 -1,3236 -1,3576 -1,3718 -1,3671 -1,3662 -1,3951 -1,4610 -1,5436 -1,5984 -1,5709 -1,4147 -1,1002 -0,6222 -0,0101 0,6703 1,3334 1,9039 2,3447 2,6604 2,8750 3,0090 3,0762 3,0922 3,0797 3,0591 3,0303 2,9618 2,8107 2,5592 2,2324 1,8900 1,5991 1,4092 1,3458 1,4109 1,5788 1,8028 2,0348 2,2378 2,3891 2,4768 2,4973 2,4592 2,3868 2,3161 2,2816 2,3011 2,3683 2,4521 2,5153 2,5452 2,5625 2,5973 2,6616 2,7377 2,7848 2,7587 2,6319 2,4050 2,1072 1,7887 1,5159 1,3658 1,4024 1,6403 2,0366 2,5210 3,0237 3,4719 3,7872 3,9149 3,8491 3,6298 3,3188 2,9744 2,6386 2,3355 2,0703 1,8358 1,6318 1,4810 1,4162 1,4521 1,5753 1,7542 1,9500 2,1283 2,2716 2,3819 2,4743 2,5661 2,6669 2,7748 2,8776 2,9565 2,9930 2,9812 2,9274 2,8284
