Fp1   -6,7408 -6,4192 -6,0894 -5,7611 -5,5161 -5,4888 -5,7608 -6,2866 -6,9147 -7,4757 -7,8534 -7,9941 -7,8868 -7,5469 -6,9956 -6,2489 -5,3391 -4,3409 -3,3640 -2,5083 -1,8182 -1,2642 -0,7512 -0,1524 0,6279 1,6000 2,6910 3,7996 4,8513 5,8173 6,6924 7,4573 8,0619 8,4270 8,4682 8,1490 7,5222 6,7204 5,9161 5,2644 4,8419 4,6124 4,4627 4,2887 4,0371 3,6737 3,1625 2,5020 1,7686 1,1013 0,6106 0,2884 0,0170 -0,3293 -0,7866 -1,2755 -1,6692 -1,8970 -1,9832 -2,0003 -2,0014 -1,9900 -1,9517 -1,8866 -1,7948 -1,6731 -1,5331 -1,3811 -1,1915 -0,9315 -0,5908 -0,1738 0,3103 0,8327 1,3406 1,7742 2,0881 2,2740 2,3796 2,4845 2,6301 2,7700 2,8037 2,6609 2,3602 2,0034 1,7242 1,6260 1,7458 2,0726 2,5856 3,2564 4,0348 4,8729 5,7466 6,6134 7,3723 7,9026 8,1334 8,0739 7,7814 7,2921 6,5863 5,6300 4,4345 3,0622 1,5955 0,1247 -1,2462 -2,4212 -3,3636 -4,1199 -4,7702 -5,3579 -5,8756 -6,3116 -6,6810 -7,0080 -7,3100 -7,5939 -7,8381 -7,9952 -8,0329 -7,9585 -7,7899 -7,4964 -6,9761 -6,1106 -4,8539 -3,2779 -1,5286 0,2700 2,0665 3,8612 5,6658 7,4793 9,2993 11,1531 13,1023 15,2157 17,5259 19,9906 22,5008 24,9463 27,2700 29,4693 31,5762 33,6275 35,6319 37,5567 39,3254 40,8363 42,0216 42,8930 43,5275 44,0335 44,5104 44,9915 45,4180 45,6812 45,6861 45,3810 44,7583 43,8607 42,7964 41,7008 40,6453 39,5817 38,3919 36,9995 35,4164 33,6742 31,7496 29,5860 27,1806 24,6331 22,1125 19,7956 17,8179 16,2496 15,0995 14,3089 13,7239 13,1211 12,3168 11,2824 10,1590 9,1545 8,4159 7,9882 7,8625 8,0184 8,3952 8,8483 9,1832 9,2505 9,0149 8,5406 7,9215 7,2321 6,5229 5,8420 5,2599 4,8749 4,7911 5,0705 5,6682 6,4100 7,0647 7,4740 7,6339 7,6528 7,6166 7,5018 7,2215 6,7193 5,9966 5,0922 4,0946 3,1540 2,4328 2,0351 1,9691 2,1261 2,3088 2,3432 2,1709 1,8270 1,3741 0,8825 0,4238 0,0361 -0,2877 -0,5591 -0,7729 -0,9354 -1,0800 -1,2397 -1,4133 -1,5741 -1,7133 -1,8690 -2,1220 -2,5771 -3,3125 -4,3263 -5,5446 -6,8603 -8,1452 -9,2735 -10,1744 -10,8487 -11,3394 -11,7059 -12,0069 -12,2674 -12,4498 -12,4783 -12,3218 -12,0627 -11,8759 -11,9401 -12,3626 -13,1430 -14,1561 -15,1687 -15,9153 -16,1967 -15,9489 -15,2426 -14,2243 -13,0828 -12,0575 -11,3840 -11,1826 -11,4272 -12,0066 -12,7664 -13,5130 -14,0571 -14,2982 -14,2650 -14,0593 -13,7589 -13,3791 -12,9257 -12,4581 -12,0691 -11,8060 -11,6418 -11,5316 -11,4724 -11,4987 -11,6366 -11,8892 -12,2540 -12,7173 -13,2382 -13,7648 -14,2597 -14,6912 -15,0098 -15,1623 -15,1193 -14,8660 -14,3940 -13,7330 -12,9696 -12,2136 -11,5455 -10,9949 -10,5620 -10,2639 -10,1562 -10,2948 -10,6783 -11,2282 -11,8015 -12,1960 -12,1887 -11,6487 -10,6387 -9,3844 -8,1437 -7,1098 -6,3853 -5,9787 -5,8230 -5,8285 -5,9229 -6,0385 -6,0952 -6,0332 -5,8657 -5,6906 -5,6368 -5,7707 -6,0493 -6,3725 -6,6638 -6,9027 -7,1105 -7,3210 -7,5534 -7,7905 -7,9793 -8,0700 -8,0535 -7,9626 -7,8358 -7,6732 -7,4488 -7,1837 -6,9806 -6,9695 -7,2238 -7,7118 -8,2944 -8,7797 -9,0142 -8,9418 -8,5972 -8,0708 -7,4514 -6,7698 -6,0182 -5,2410 -4,5731 -4,1733 -4,1282 -4,4079 -4,8936 -5,4475 -5,9569 -6,3285 -6,4881 -6,4105 -6,1215 -5,6452 -4,9731 -4,1254 -3,2248 -2,4655 -2,0176 -1,9640 -2,2786 -2,8329 -3,4496 -3,9860 -4,3893 -4,6799 -4,8929 -5,0506 -5,1642 -5,2273 -5,2256 -5,1637 -5,0635 -4,9380 -4,7942 -4,6599 -4,5738 -4,5318 -4,4648 -4,2953 -4,0102 -3,6656 -3,3352 -3,0649 -2,8439 -2,5964 -2,2441 -1,8123 -1,4348 -1,2418 -1,2877 -1,5719 -2,0571 -2,6628 -3,2884 -3,8422 -4,2328 -4,3568 -4,1353 -3,5819 -2,8172 -1,9892 -1,1829 -0,4089 0,3378 1,0255 1,5849 1,9298 1,9677 1,6218 0,8909 -0,1086 -1,1892 -2,1812 -2,9680 -3,4809 -3,7145 -3,7479 -3,7149 -3,7156 -3,7452 -3,7030 -3,4532 -2,8944 -2,0159 -0,9175 0,2336 1,2866 2,1587 2,8397 3,3698 3,7964 4,1476 4,4469 4,7239 4,9923 5,2218 5,3302 5,2116 4,8034 4,1465 3,3824 2,6863 2,1869 1,9313 1,9047 2,0604 2,3199 2,5435 2,5257 2,0739 1,1241 -0,2183 -1,7466 -3,2471 -4,5654 -5,6531 -6,5805 -7,4901 -8,5397 -9,8552 -11,4803 -13,3443 -15,2904 -17,1541 -18,8158 -20,2046 -21,3014 -22,1450 -22,8017 -23,3155 -23,6770 -23,8240 -23,6741 -23,1918 -22,4312 -21,4923 -20,4400 -19,2904 -18,0560 -16,7611 -15,3977 -13,8881 -12,1201 -10,0159 -7,5703 -4,8530 -1,9951 0,8467 3,5313 5,9559 8,0684 9,8761 11,4307 12,7950 14,0193 15,1165 16,0340 16,6898 17,0792 17,3069 17,4831 17,6167 17,6263 17,4393 17,0639 16,5585 15,9581 15,2588 14,4550 13,5614 12,6012 11,5998 10,5955 9,6432 8,7930 8,0455 7,3255 6,5263 5,5879 4,5258 3,4006 2,2739 1,1786 0,1084 -0,9724 -2,1130 -3,3750 -4,8337 -6,5479 -8,4981 -10,5450 -12,4527 -13,9706 -14,9345 -15,3463 -15,3833 -15,3096 -15,3331 -15,5106 -15,7721 -16,0270 -16,2454 -16,4560 -16,6925 -16,9564 -17,2159 -17,4274 -17,5721 -17,6869 -17,8393 -18,0478 -18,2375 -18,2956 -18,1527 -17,8078 -17,3094 -16,7299 -16,1413 -15,5950 -15,1167 -14,7191 -14,4118 -14,1994 -14,0831 -14,0649 -14,1277 -14,2071 -14,2085 -14,0585 -13,7295 -13,2387 -12,6455 -12,0307 -11,4557
Fz    -1,0335 -0,8089 -0,6038 -0,4537 -0,4147 -0,5449 -0,8619 -1,3184 -1,8224 -2,2866 -2,6616 -2,9317 -3,0939 -3,1454 -3,0787 -2,8834 -2,5613 -2,1428 -1,6857 -1,2518 -0,8805 -0,5770 -0,3119 -0,0340 0,3030 0,7172 1,1979 1,7206 2,2564 2,7745 3,2384 3,6021 3,8130 3,8226 3,6023 3,1670 2,5841 1,9551 1,3846 0,9481 0,6665 0,5025 0,3875 0,2655 0,1132 -0,0675 -0,2569 -0,4129 -0,4801 -0,4159 -0,2230 0,0351 0,2630 0,3890 0,4039 0,3576 0,3207 0,3392 0,4170 0,5283 0,6373 0,7110 0,7223 0,6594 0,5437 0,4252 0,3584 0,3913 0,5580 0,8611 1,2606 1,6912 2,0888 2,4093 2,6360 2,7784 2,8680 2,9524 3,0832 3,2914 3,5589 3,8120 3,9580 3,9413 3,7761 3,5382 3,3259 3,2164 3,2437 3,4070 3,6863 4,0400 4,4059 4,7305 4,9966 5,2101 5,3719 5,4727 5,5075 5,4814 5,3989 5,2463 4,9918 4,6097 4,1051 3,5128 2,8816 2,2639 1,7092 1,2482 0,8740 0,5390 0,1853 -0,2143 -0,6410 -1,0505 -1,3985 -1,6527 -1,8049 -1,8781 -1,9100 -1,9360 -1,9872 -2,0862 -2,2286 -2,3638 -2,3979 -2,2293 -1,7990 -1,1228 -0,2781 0,6394 1,5529 2,4217 3,2408 4,0296 4,8207 5,6539 6,5641 7,5700 8,6677 9,8266 10,9974 12,1397 13,2452 14,3377 15,4573 16,6333 17,8618 19,1047 20,3003 21,3746 22,2642 22,9416 23,4277 23,7813 24,0714 24,3432 24,6003 24,8106 24,9244 24,8960 24,7009 24,3520 23,9094 23,4607 23,0717 22,7483 22,4465 22,1151 21,7221 21,2420 20,6407 19,8890 18,9946 18,0154 17,0417 16,1635 15,4422 14,8972 14,5106 14,2321 13,9746 13,6347 13,1435 12,5134 11,8334 11,2158 10,7361 10,4100 10,2109 10,0960 10,0094 9,8790 9,6403 9,2731 8,8162 8,3406 7,9060 7,5376 7,2350 6,9921 6,8113 6,7062 6,6960 6,7935 6,9853 7,2223 7,4433 7,6130 7,7371 7,8341 7,8911 7,8564 7,6814 7,3648 6,9509 6,5024 6,0877 5,7754 5,6145 5,6102 5,7225 5,8797 6,0067 6,0639 6,0606 6,0280 5,9879 5,9491 5,9111 5,8560 5,7465 5,5513 5,2713 4,9354 4,5831 4,2519 3,9709 3,7518 3,5790 3,4065 3,1656 2,7819 2,2104 1,4650 0,6102 -0,2698 -1,0923 -1,7959 -2,3597 -2,8015 -3,1591 -3,4716 -3,7657 -4,0425 -4,2703 -4,4004 -4,4096 -4,3353 -4,2648 -4,2906 -4,4755 -4,8315 -5,3054 -5,7852 -6,1419 -6,2810 -6,1741 -5,8565 -5,4018 -4,9090 -4,4989 -4,2814 -4,3035 -4,5384 -4,9166 -5,3472 -5,7265 -5,9650 -6,0275 -5,9458 -5,7858 -5,5981 -5,3967 -5,1785 -4,9528 -4,7405 -4,5480 -4,3622 -4,1798 -4,0299 -3,9607 -4,0077 -4,1810 -4,4709 -4,8493 -5,2703 -5,6855 -6,0616 -6,3831 -6,6416 -6,8325 -6,9535 -6,9939 -6,9319 -6,7528 -6,4657 -6,0990 -5,6896 -5,2766 -4,9007 -4,6025 -4,4164 -4,3544 -4,3888 -4,4544 -4,4653 -4,3293 -3,9714 -3,3780 -2,6248 -1,8467 -1,1722 -0,6775 -0,3779 -0,2371 -0,1912 -0,1818 -0,1739 -0,1486 -0,0934 -0,0088 0,0799 0,1255 0,0852 -0,0440 -0,2154 -0,3660 -0,4600 -0,5041 -0,5366 -0,6027 -0,7299 -0,9069 -1,0842 -1,1996 -1,2093 -1,1043 -0,9065 -0,6463 -0,3533 -0,0715 0,1370 0,2233 0,1830 0,0602 -0,0708 -0,1358 -0,0932 0,0543 0,2702 0,5022 0,7112 0,9001 1,1021 1,3351 1,5751 1,7702 1,8726 1,8626 1,7533 1,5786 1,3840 1,2238 1,1492 1,1915 1,3588 1,6480 2,0494 2,5219 2,9722 3,2880 3,3923 3,2692 2,9656 2,5788 2,2243 1,9901 1,9021 1,9291 2,0152 2,1068 2,1660 2,1834 2,1778 2,1809 2,2227 2,3241 2,4879 2,6921 2,9021 3,0964 3,2776 3,4600 3,6532 3,8609 4,0860 4,3291 4,5858 4,8519 5,1137 5,3185 5,3822 5,2439 4,9044 4,4156 3,8542 3,3027 2,8274 2,4631 2,2225 2,1170 2,1599 2,3472 2,6460 3,0163 3,4393 3,9162 4,4390 4,9678 5,4357 5,7686 5,9043 5,8160 5,5361 5,1552 4,7802 4,4857 4,2994 4,2103 4,1721 4,1124 3,9664 3,7176 3,4150 3,1503 3,0176 3,0785 3,3408 3,7516 4,2166 4,6409 4,9649 5,1820 5,3351 5,4888 5,6999 6,0046 6,4096 6,8835 7,3570 7,7353 7,9279 7,8932 7,6690 7,3589 7,0797 6,9086 6,8626 6,9130 7,0073 7,0811 7,0612 6,8739 6,4733 5,8746 5,1540 4,4118 3,7320 3,1598 2,6889 2,2630 1,8029 1,2434 0,5560 -0,2442 -1,1049 -1,9573 -2,7462 -3,4479 -4,0664 -4,6237 -5,1492 -5,6592 -6,1371 -6,5337 -6,7857 -6,8429 -6,6964 -6,3885 -5,9875 -5,5476 -5,0974 -4,6534 -4,2233 -3,7891 -3,3024 -2,7088 -1,9784 -1,1138 -0,1464 0,8708 1,8778 2,8275 3,6995 4,4997 5,2535 5,9905 6,7263 7,4537 8,1392 8,7260 9,1625 9,4507 9,6562 9,8571 10,0912 10,3466 10,5885 10,7834 10,9019 10,9133 10,7977 10,5638 10,2502 9,9073 9,5817 9,3075 9,0999 8,9509 8,8271 8,6764 8,4533 8,1450 7,7752 7,3893 7,0329 6,7324 6,4836 6,2531 5,9863 5,6182 5,0887 4,3693 3,4887 2,5363 1,6391 0,9180 0,4400 0,1858 0,0561 -0,0795 -0,3193 -0,6889 -1,1479 -1,6315 -2,0892 -2,4970 -2,8514 -3,1610 -3,4393 -3,7000 -3,9563 -4,2211 -4,4950 -4,7469 -4,9168 -4,9519 -4,8417 -4,6217 -4,3533 -4,1018 -3,9172 -3,8221 -3,8102 -3,8563 -3,9241 -3,9763 -3,9920 -3,9794 -3,9630 -3,9561 -3,9512 -3,9273 -3,8583 -3,7232 -3,5178 -3,2589 -2,9759
F3    -1,9842 -1,6969 -1,4045 -1,1433 -0,9862 -1,0172 -1,2749 -1,7191 -2,2502 -2,7648 -3,1965 -3,5157 -3,7100 -3,7721 -3,6949 -3,4703 -3,1045 -2,6362 -2,1306 -1,6508 -1,2321 -0,8721 -0,5341 -0,1631 0,2858 0,8225 1,4220 2,0409 2,6340 3,1646 3,6062 3,9341 4,1182 4,1199 3,9041 3,4739 2,8924 2,2666 1,7090 1,3023 1,0746 0,9931 0,9874 0,9925 0,9704 0,9028 0,7846 0,6321 0,4871 0,4035 0,4110 0,4873 0,5732 0,6166 0,6070 0,5818 0,5933 0,6615 0,7614 0,8465 0,8782 0,8427 0,7468 0,6082 0,4601 0,3470 0,3078 0,3723 0,5619 0,8751 1,2785 1,7206 2,1514 2,5324 2,8402 3,0674 3,2222 3,3278 3,4204 3,5360 3,6817 3,8168 3,8733 3,8047 3,6204 3,3764 3,1418 2,9742 2,9098 2,9656 3,1425 3,4157 3,7370 4,0656 4,3923 4,7196 5,0311 5,2927 5,4741 5,5632 5,5654 5,4839 5,3041 5,0037 4,5755 4,0359 3,4198 2,7772 2,1689 1,6468 1,2267 0,8770 0,5455 0,2025 -0,1441 -0,4685 -0,7490 -0,9719 -1,1373 -1,2641 -1,3763 -1,4877 -1,6030 -1,7235 -1,8368 -1,8991 -1,8335 -1,5575 -1,0259 -0,2591 0,6714 1,6858 2,7278 3,7684 4,7948 5,8013 6,7895 7,7746 8,7845 9,8525 11,0021 12,2241 13,4748 14,7076 15,9039 17,0761 18,2529 19,4567 20,6851 21,9072 23,0711 24,1154 24,9887 25,6727 26,1889 26,5913 26,9420 27,2776 27,5932 27,8524 28,0065 28,0109 27,8390 27,4982 27,0439 26,5617 26,1136 25,7002 25,2756 24,7951 24,2400 23,5971 22,8345 21,9154 20,8419 19,6808 18,5410 17,5259 16,7020 16,0911 15,6765 15,4044 15,1810 14,8943 14,4686 13,9117 13,3089 12,7680 12,3590 12,0946 11,9518 11,8966 11,8810 11,8364 11,6952 11,4273 11,0571 10,6433 10,2382 9,8664 9,5313 9,2325 8,9797 8,7976 8,7175 8,7554 8,8891 9,0568 9,1888 9,2476 9,2422 9,2010 9,1241 8,9684 8,6881 8,2813 7,7880 7,2638 6,7737 6,3924 6,1808 6,1567 6,2871 6,4977 6,6974 6,8203 6,8500 6,8035 6,7031 6,5700 6,4219 6,2601 6,0699 5,8456 5,6038 5,3673 5,1484 4,9528 4,7875 4,6535 4,5345 4,3919 4,1684 3,7979 3,2351 2,4884 1,6176 0,7066 -0,1593 -0,9148 -1,5336 -2,0261 -2,4202 -2,7472 -3,0335 -3,2858 -3,4760 -3,5536 -3,4941 -3,3397 -3,1866 -3,1365 -3,2567 -3,5567 -3,9756 -4,3940 -4,6807 -4,7462 -4,5724 -4,2082 -3,7388 -3,2662 -2,9065 -2,7618 -2,8721 -3,2061 -3,6923 -4,2393 -4,7399 -5,0957 -5,2594 -5,2531 -5,1381 -4,9637 -4,7441 -4,4806 -4,1938 -3,9196 -3,6760 -3,4536 -3,2466 -3,0813 -3,0060 -3,0556 -3,2338 -3,5204 -3,8784 -4,2571 -4,6073 -4,8996 -5,1243 -5,2784 -5,3619 -5,3805 -5,3343 -5,2086 -4,9915 -4,6951 -4,3519 -3,9979 -3,6628 -3,3700 -3,1418 -3,0013 -2,9614 -3,0089 -3,0996 -3,1645 -3,1136 -2,8558 -2,3510 -1,6529 -0,8883 -0,1908 0,3485 0,6943 0,8645 0,9128 0,8939 0,8428 0,7858 0,7522 0,7634 0,8117 0,8527 0,8265 0,7035 0,5112 0,3098 0,1466 0,0343 -0,0462 -0,1291 -0,2407 -0,3757 -0,4962 -0,5575 -0,5366 -0,4429 -0,3041 -0,1381 0,0510 0,2438 0,3892 0,4288 0,3349 0,1336 -0,0997 -0,2743 -0,3304 -0,2589 -0,0878 0,1369 0,3761 0,6248 0,9056 1,2241 1,5416 1,7940 1,9296 1,9336 1,8291 1,6616 1,4834 1,3473 1,2951 1,3412 1,4748 1,6867 1,9816 2,3444 2,7073 2,9750 3,0757 2,9866 2,7380 2,4069 2,0925 1,8722 1,7681 1,7524 1,7807 1,8151 1,8331 1,8345 1,8379 1,8631 1,9214 2,0197 2,1590 2,3262 2,5008 2,6772 2,8736 3,1097 3,3849 3,6808 3,9775 4,2595 4,5197 4,7639 4,9926 5,1655 5,2088 5,0716 4,7571 4,3049 3,7706 3,2184 2,7072 2,2785 1,9649 1,8036 1,8281 2,0407 2,4008 2,8507 3,3481 3,8722 4,4023 4,9022 5,3225 5,6096 5,7106 5,5921 5,2683 4,8139 4,3339 3,9136 3,5983 3,3986 3,2912 3,2179 3,1093 2,9294 2,7010 2,4922 2,3827 2,4343 2,6699 3,0598 3,5334 4,0132 4,4466 4,8194 5,1518 5,4798 5,8381 6,2525 6,7299 7,2428 7,7273 8,0965 8,2707 8,2157 7,9683 7,6233 7,2857 7,0229 6,8509 6,7540 6,7034 6,6579 6,5569 6,3263 5,9122 5,3178 4,6084 3,8767 3,2052 2,6458 2,2039 1,8357 1,4704 1,0413 0,5041 -0,1528 -0,9022 -1,6887 -2,4581 -3,1765 -3,8303 -4,4234 -4,9731 -5,4951 -5,9819 -6,3974 -6,6894 -6,8126 -6,7515 -6,5301 -6,1918 -5,7696 -5,2828 -4,7536 -4,2049 -3,6351 -3,0068 -2,2688 -1,3874 -0,3601 0,7813 1,9774 3,1611 4,2816 5,3129 6,2494 7,1004 7,8819 8,6063 9,2790 9,8931 10,4166 10,8109 11,0814 11,2891 11,4998 11,7337 11,9635 12,1465 12,2556 12,2839 12,2310 12,0985 11,8979 11,6511 11,3785 11,0926 10,8019 10,5142 10,2306 9,9375 9,6069 9,2152 8,7613 8,2675 7,7684 7,2981 6,8773 6,5033 6,1477 5,7627 5,2915 4,6785 3,8919 2,9519 1,9399 0,9785 0,1910 -0,3424 -0,6198 -0,7244 -0,7851 -0,9094 -1,1343 -1,4335 -1,7626 -2,0956 -2,4260 -2,7518 -3,0668 -3,3635 -3,6356 -3,8839 -4,1181 -4,3450 -4,5461 -4,6741 -4,6836 -4,5660 -4,3541 -4,1043 -3,8744 -3,7046 -3,6109 -3,5883 -3,6185 -3,6735 -3,7233 -3,7537 -3,7769 -3,8137 -3,8640 -3,9031 -3,9014 -3,8359 -3,6941 -3,4810 -3,2194 -2,9397
F7    -1,5576 -1,5067 -1,4691 -1,4343 -1,4172 -1,4557 -1,5813 -1,7993 -2,0869 -2,4042 -2,7091 -2,9585 -3,1048 -3,1098 -2,9631 -2,6837 -2,3084 -1,8861 -1,4748 -1,1273 -0,8702 -0,6907 -0,5372 -0,3392 -0,0440 0,3562 0,8237 1,2944 1,7096 2,0436 2,3050 2,5189 2,7145 2,9111 3,0889 3,1845 3,1334 2,9232 2,6039 2,2530 1,9282 1,6423 1,3777 1,1219 0,8828 0,6796 0,5355 0,4698 0,4795 0,5381 0,6155 0,6807 0,6970 0,6379 0,5090 0,3519 0,2192 0,1370 0,1025 0,1087 0,1501 0,2066 0,2430 0,2407 0,2210 0,2249 0,2782 0,3847 0,5362 0,7189 0,9176 1,1222 1,3281 1,5303 1,7168 1,8732 1,9993 2,1219 2,2840 2,5027 2,7359 2,9044 2,9479 2,8578 2,6843 2,5279 2,4948 2,6246 2,8681 3,1489 3,4263 3,6940 3,9538 4,2066 4,4483 4,6588 4,8056 4,8687 4,8576 4,8022 4,7266 4,6273 4,4815 4,2765 4,0231 3,7391 3,4338 3,1116 2,7823 2,4643 2,1754 1,9176 1,6785 1,4489 1,2276 1,0118 0,7944 0,5704 0,3382 0,1011 -0,1271 -0,3263 -0,4841 -0,5961 -0,6484 -0,6058 -0,4210 -0,0589 0,4799 1,1525 1,8964 2,6668 3,4496 4,2418 5,0345 5,8192 6,6065 7,4315 8,3335 9,3317 10,4173 11,5587 12,7135 13,8489 14,9553 16,0429 17,1286 18,2192 19,2999 20,3394 21,2992 22,1392 22,8299 23,3650 23,7671 24,0833 24,3657 24,6407 24,8929 25,0817 25,1672 25,1230 24,9372 24,6159 24,1935 23,7257 23,2524 22,7676 22,2337 21,6255 20,9492 20,2210 19,4461 18,6201 17,7430 16,8296 15,9116 15,0331 14,2391 13,5614 13,0131 12,5825 12,2225 11,8636 11,4561 11,0050 10,5631 10,1882 9,9049 9,7061 9,5806 9,5281 9,5381 9,5580 9,5036 9,3141 8,9904 8,5806 8,1361 7,6893 7,2587 6,8620 6,5276 6,2948 6,2033 6,2703 6,4600 6,6771 6,8132 6,8142 6,7113 6,5858 6,4932 6,4160 6,2924 6,0821 5,7877 5,4319 5,0486 4,6927 4,4247 4,2803 4,2553 4,3044 4,3546 4,3428 4,2463 4,0761 3,8544 3,6092 3,3731 3,1686 2,9995 2,8680 2,7911 2,7839 2,8330 2,8967 2,9327 2,9190 2,8511 2,7246 2,5230 2,2176 1,7896 1,2521 0,6447 0,0152 -0,5867 -1,1207 -1,5711 -1,9424 -2,2436 -2,4812 -2,6610 -2,7879 -2,8553 -2,8459 -2,7601 -2,6424 -2,5673 -2,6012 -2,7794 -3,0954 -3,4903 -3,8586 -4,0893 -4,1135 -3,9251 -3,5670 -3,1006 -2,5982 -2,1578 -1,8834 -1,8302 -1,9852 -2,2993 -2,7060 -3,1157 -3,4290 -3,5810 -3,5729 -3,4538 -3,2710 -3,0460 -2,7939 -2,5480 -2,3495 -2,2140 -2,1240 -2,0574 -2,0111 -1,9940 -2,0120 -2,0723 -2,1893 -2,3684 -2,5894 -2,8184 -3,0321 -3,2192 -3,3679 -3,4645 -3,4962 -3,4442 -3,2883 -3,0322 -2,7143 -2,3864 -2,0889 -1,8441 -1,6667 -1,5787 -1,6093 -1,7716 -2,0387 -2,3429 -2,5931 -2,6939 -2,5664 -2,1841 -1,5987 -0,9204 -0,2692 0,2627 0,6255 0,8141 0,8564 0,7874 0,6397 0,4588 0,3071 0,2377 0,2605 0,3314 0,3757 0,3366 0,2072 0,0150 -0,2092 -0,4406 -0,6578 -0,8481 -1,0120 -1,1518 -1,2577 -1,3163 -1,3295 -1,3217 -1,3190 -1,3238 -1,3185 -1,3004 -1,2971 -1,3435 -1,4552 -1,6210 -1,8019 -1,9388 -1,9763 -1,8868 -1,6773 -1,3838 -1,0506 -0,7028 -0,3460 0,0009 0,2850 0,4415 0,4376 0,2953 0,0754 -0,1567 -0,3515 -0,4730 -0,4976 -0,4236 -0,2690 -0,0479 0,2405 0,5896 0,9584 1,2771 1,4750 1,5024 1,3528 1,0760 0,7566 0,4675 0,2378 0,0587 -0,0856 -0,2022 -0,2916 -0,3467 -0,3511 -0,2933 -0,1819 -0,0387 0,1151 0,2604 0,3818 0,4829 0,5921 0,7371 0,9175 1,1080 1,2812 1,4203 1,5286 1,6385 1,7897 1,9770 2,1397 2,2119 2,1647 2,0034 1,7539 1,4573 1,1577 0,8938 0,7033 0,6296 0,7099 0,9487 1,3083 1,7349 2,1911 2,6573 3,1062 3,4928 3,7719 3,9113 3,8909 3,7105 3,4070 3,0515 2,7154 2,4355 2,2187 2,0654 1,9701 1,9054 1,8268 1,7029 1,5459 1,4134 1,3850 1,5279 1,8606 2,3330 2,8514 3,3320 3,7342 4,0622 4,3475 4,6205 4,8925 5,1608 5,4186 5,6512 5,8313 5,9190 5,8715 5,6669 5,3307 4,9366 4,5700 4,2847 4,0938 3,9948 3,9879 4,0647 4,1777 4,2324 4,1297 3,8265 3,3545 2,7900 2,2129 1,6812 1,2136 0,7853 0,3481 -0,1433 -0,7168 -1,3739 -2,0877 -2,8173 -3,5302 -4,2059 -4,8273 -5,3814 -5,8680 -6,2921 -6,6459 -6,8995 -7,0106 -6,9498 -6,7264 -6,3887 -5,9895 -5,5548 -5,0926 -4,6170 -4,1483 -3,6858 -3,1953 -2,6285 -1,9469 -1,1298 -0,1767 0,8844 1,9991 3,1019 4,1328 5,0518 5,8529 6,5616 7,2126 7,8264 8,3971 8,8843 9,2356 9,4432 9,5621 9,6591 9,7606 9,8549 9,9244 9,9650 9,9771 9,9506 9,8664 9,7117 9,4857 9,1917 8,8374 8,4433 8,0484 7,6938 7,3915 7,1126 6,8124 6,4659 6,0771 5,6676 5,2578 4,8519 4,4368 3,9938 3,5062 2,9525 2,3000 1,5271 0,6564 -0,2339 -1,0299 -1,6195 -1,9375 -2,0010 -1,9101 -1,8013 -1,7787 -1,8709 -2,0427 -2,2450 -2,4558 -2,6832 -2,9425 -3,2373 -3,5556 -3,8730 -4,1607 -4,3990 -4,5809 -4,6951 -4,7164 -4,6269 -4,4402 -4,1969 -3,9425 -3,7094 -3,5083 -3,3303 -3,1617 -3,0020 -2,8705 -2,7941 -2,7893 -2,8516 -2,9504 -3,0347 -3,0585 -2,9997 -2,8543 -2,6291 -2,3509 -2,0681 -1,8281
