Fp1   0,7936 0,7321 0,6616 0,5666 0,3852 0,0595 -0,4024 -0,8922 -1,2242 -1,2200 -0,8071 -0,0663 0,8017 1,5602 2,0284 2,1524 2,0166 1,7833 1,6102 1,5932 1,7371 1,9483 2,0638 1,9259 1,4685 0,7499 -0,0823 -0,8439 -1,3629 -1,5514 -1,4584 -1,2150 -0,9301 -0,6698 -0,4930 -0,4316 -0,4518 -0,4766 -0,4460 -0,3543 -0,2450 -0,1820 -0,2239 -0,4096 -0,7395 -1,1640 -1,6062 -1,9969 -2,2811 -2,4108 -2,3604 -2,1498 -1,8426 -1,5261 -1,2887 -1,2003 -1,2930 -1,5406 -1,8377 -2,0150 -1,9293 -1,5667 -1,0524 -0,5647 -0,2369 -0,1082 -0,1319 -0,2309 -0,3561 -0,4919 -0,6172 -0,6937 -0,7069 -0,6915 -0,6927 -0,7146 -0,7316 -0,7376 -0,7576 -0,8156 -0,9029 -0,9833 -1,0303 -1,0579 -1,1090 -1,2073 -1,3236 -1,3907 -1,3557 -1,2339 -1,1060 -1,0549 -1,1084 -1,2387 -1,4002 -1,5598 -1,6890 -1,7484 -1,7082 -1,5803 -1,4171 -1,2836 -1,2345 -1,3070 -1,5220 -1,8743 -2,3198 -2,7918 -3,2283 -3,5792 -3,8246 -4,0168 -4,2748 -4,7106 -5,3740 -6,2481 -7,2610 -8,3212 -9,3608 -10,3411 -11,2361 -12,0231 -12,6677 -13,1142 -13,3071 -13,2219 -12,8676 -12,2725 -11,4886 -10,6135 -9,7829 -9,1191 -8,6796 -8,4538 -8,3926 -8,4278 -8,4818 -8,4740 -8,3055 -7,8500 -7,0105 -5,8135 -4,4488 -3,1881 -2,2382 -1,6672 -1,4509 -1,5379 -1,8503 -2,2656 -2,6453 -2,8850 -2,9341 -2,7909 -2,4943 -2,1014 -1,6431 -1,0935 -0,4072 0,3952 1,1839 1,7686 1,9943 1,8035 1,2352 0,4047 -0,5213 -1,3668 -1,9869 -2,2903 -2,2452 -1,8937 -1,3680 -0,8663 -0,5790 -0,6157 -0,9605 -1,4666 -1,9220 -2,1579 -2,1264 -1,8979 -1,5963 -1,3262 -1,1331 -1,0044 -0,9055 -0,8115 -0,7055 -0,5566 -0,3238 -0,0113 0,2900 0,4395 0,3205 -0,0980 -0,7287 -1,3989 -1,9502 -2,3108 -2,4910 -2,5543 -2,5919 -2,6746 -2,8052 -2,9300 -2,9954 -2,9943 -2,9713 -2,9940 -3,1259 -3,4109 -3,8544 -4,4099 -4,9823 -5,4539 -5,7473 -5,8748 -5,9028 -5,8850 -5,8640 -5,9003 -6,0382 -6,2498 -6,4427 -6,5138 -6,3972 -6,0830 -5,6096 -5,0542 -4,5390 -4,2139 -4,1843 -4,4416 -4,8756 -5,3532 -5,7817 -6,1003 -6,2456 -6,1813 -5,9708 -5,7744 -5,7563 -5,9928 -6,4379 -6,9555 -7,3994 -7,6764 -7,7513 -7,6450 -7,4494 -7,3092 -7,3595 -7,6631 -8,1770 -8,7611 -9,2233 -9,3744 -9,0903 -8,3710 -7,3485 -6,2200 -5,1675 -4,3224 -3,7603 -3,4994 -3,4959 -3,6490 -3,8281 -3,9291 -3,9222 -3,8444 -3,7496 -3,6793 -3,6671 -3,7352 -3,8664 -3,9902 -4,0106 -3,8579 -3,5382 -3,1534 -2,8681 -2,8343 -3,1216 -3,6905 -4,4094 -5,1073 -5,6463 -5,9722 -6,1159 -6,1619 -6,2055 -6,3085 -6,4747 -6,6764 -6,8980 -7,1317 -7,3384 -7,4343 -7,3319 -7,0069 -6,5314 -6,0424 -5,6634 -5,4349 -5,3024 -5,1667 -4,9528 -4,6498 -4,3048 -3,9880 -3,7567 -3,6268 -3,5489 -3,4110 -3,0993 -2,5792 -1,9156 -1,2213 -0,6053 -0,1625 0,0317 -0,0652 -0,4460 -1,0281 -1,6477 -2,1222 -2,3404 -2,2991 -2,0814 -1,8114 -1,5882 -1,4270 -1,2536 -0,9634 -0,5054 0,0706 0,6499 1,1361 1,4954 1,7351 1,8568 1,8308 1,6155 1,2307 0,8041 0,5011 0,3993 0,4463 0,5335 0,5981 0,6626 0,8041 1,0970 1,5624 2,1473 2,7564 3,3075 3,7476 4,0301 4,1078 3,9534 3,5698 2,9870 2,2579 1,4455 0,6144 -0,1517 -0,7390 -1,0411 -1,0198 -0,7351 -0,3224 0,0620 0,2907 0,2864 0,0308 -0,4184 -0,9334 -1,3656 -1,6100 -1,6353 -1,4712 -1,1839 -0,8615 -0,5949 -0,4480 -0,4379 -0,5493 -0,7671 -1,0908 -1,5230 -2,0445 -2,5900 -3,0455 -3,2816 -3,2059 -2,7977 -2,1095 -1,2494 -0,3536 0,4379 0,9951 1,2305 1,1483 0,8523 0,4959 0,2146 0,0683 0,0145 -0,0632 -0,2747 -0,6394 -1,0709 -1,4509 -1,6997 -1,7760 -1,6660 -1,4065 -1,0879 -0,8032 -0,5899 -0,4215 -0,2512 -0,0539 0,1730 0,4337 0,7392 1,0820 1,4097 1,6319 1,6601 1,4485 1,0114 0,4133 -0,2536 -0,8833 -1,3582 -1,5725 -1,4940 -1,2022 -0,8346 -0,4933 -0,2188 -0,0398 0,0007 -0,1171 -0,3599 -0,6610 -0,9388 -1,1074 -1,1153 -0,9800 -0,7668 -0,5266 -0,2576 0,0697 0,4461 0,7846 0,9581 0,8787 0,5443 0,0323 -0,5400 -1,0712 -1,5086 -1,8286 -2,0051 -2,0097 -1,8279 -1,4683 -0,9777 -0,4560 -0,0396 0,1447 0,0275 -0,3686 -0,9308 -1,5019 -1,9511 -2,2313 -2,3907 -2,5378 -2,7828 -3,1822 -3,7209 -4,3365 -4,9478 -5,4690 -5,8235 -5,9657 -5,9055 -5,7169 -5,5207 -5,4469 -5,5818 -5,9259 -6,4014 -6,9055 -7,3540 -7,6875 -7,8702 -7,8878 -7,7333 -7,3971 -6,8861 -6,2420 -5,5206 -4,7478 -3,9144 -3,0416 -2,2301 -1,6017 -1,2078 -1,0282 -1,0283 -1,1761 -1,4238 -1,7250 -2,0650 -2,4424 -2,8305 -3,1766 -3,4114 -3,4575 -3,2619 -2,8350 -2,2575 -1,6579 -1,1757 -0,9133 -0,8987 -1,0876 -1,3941 -1,7292 -2,0345 -2,2850 -2,4509 -2,4735 -2,2980 -1,9329 -1,4724 -1,0505 -0,7600 -0,5978 -0,4883 -0,3753 -0,2908 -0,3204 -0,5120 -0,8249 -1,1554 -1,4029 -1,5138 -1,4772 -1,3002 -0,9904 -0,5501 0,0235 0,7172 1,4484 2,0480 2,3379 2,2412 1,8311 1,2847 0,7789 0,4055 0,1565 -0,0305 -0,2165 -0,4448 -0,7638 -1,2396 -1,9211 -2,7908 -3,7472 -4,6314 -5,2897 -5,6296 -5,6355 -5,3662 -4,9447 -4,5119 -4,1616 -3,9022 -3,6564 -3,3132 -2,8139 -2,1881 -1,5015 -0,8013 -0,1340 0,4233 0,7891 0,9325 0,9015 0,7966 0,6947
Fz    -0,1081 0,0451 0,1701 0,2267 0,1621 -0,0593 -0,4185 -0,8235 -1,1300 -1,2035 -0,9874 -0,5354 0,0128 0,4954 0,7975 0,8953 0,8525 0,7730 0,7468 0,8154 0,9608 1,1130 1,1756 1,0651 0,7500 0,2686 -0,2784 -0,7524 -1,0182 -1,0104 -0,7757 -0,4298 -0,0745 0,2232 0,4111 0,4664 0,4178 0,3285 0,2567 0,2279 0,2307 0,2306 0,1864 0,0627 -0,1513 -0,4300 -0,7258 -0,9920 -1,1873 -1,2766 -1,2506 -1,1373 -0,9854 -0,8412 -0,7399 -0,7053 -0,7467 -0,8471 -0,9468 -0,9493 -0,7768 -0,4377 -0,0382 0,2767 0,4004 0,3118 0,0760 -0,2013 -0,4313 -0,5665 -0,5921 -0,5204 -0,3974 -0,2916 -0,2474 -0,2538 -0,2705 -0,2736 -0,2659 -0,2568 -0,2453 -0,2262 -0,2118 -0,2402 -0,3514 -0,5465 -0,7688 -0,9320 -0,9769 -0,9121 -0,8045 -0,7280 -0,7192 -0,7715 -0,8593 -0,9626 -1,0618 -1,1231 -1,1146 -1,0351 -0,9206 -0,8259 -0,8028 -0,8871 -1,0921 -1,3977 -1,7445 -2,0588 -2,2844 -2,3915 -2,3821 -2,3112 -2,2821 -2,3970 -2,7116 -3,2217 -3,8650 -4,5495 -5,1967 -5,7581 -6,2128 -6,5654 -6,8298 -7,0044 -7,0659 -6,9857 -6,7476 -6,3526 -5,8246 -5,2269 -4,6607 -4,2279 -3,9879 -3,9398 -4,0329 -4,1879 -4,3208 -4,3600 -4,2372 -3,8788 -3,2374 -2,3461 -1,3395 -0,4026 0,3171 0,7558 0,9154 0,8327 0,5765 0,2495 -0,0375 -0,2081 -0,2389 -0,1521 0,0055 0,1923 0,4075 0,7044 1,1462 1,7358 2,3839 2,9438 3,2792 3,3164 3,0572 2,5726 1,9878 1,4494 1,0821 0,9530 1,0582 1,3262 1,6310 1,8287 1,8129 1,5539 1,1136 0,6323 0,2721 0,1364 0,2225 0,4373 0,6537 0,7704 0,7517 0,6293 0,4634 0,3017 0,1701 0,0928 0,0975 0,1801 0,2766 0,2903 0,1430 -0,1854 -0,6339 -1,0788 -1,4037 -1,5545 -1,5398 -1,4136 -1,2606 -1,1601 -1,1451 -1,1971 -1,2725 -1,3317 -1,3566 -1,3580 -1,3714 -1,4424 -1,6044 -1,8610 -2,1715 -2,4578 -2,6501 -2,7319 -2,7256 -2,6559 -2,5557 -2,4857 -2,5026 -2,6063 -2,7372 -2,8179 -2,7919 -2,6401 -2,3815 -2,0731 -1,8091 -1,6976 -1,8030 -2,1029 -2,5080 -2,9221 -3,2782 -3,5281 -3,6228 -3,5388 -3,3307 -3,1243 -3,0433 -3,1379 -3,3611 -3,6038 -3,7653 -3,8010 -3,7139 -3,5402 -3,3509 -3,2416 -3,2992 -3,5640 -4,0036 -4,5152 -4,9576 -5,1987 -5,1616 -4,8516 -4,3481 -3,7620 -3,1953 -2,7255 -2,4038 -2,2481 -2,2347 -2,2981 -2,3528 -2,3318 -2,2195 -2,0486 -1,8691 -1,7240 -1,6422 -1,6312 -1,6633 -1,6760 -1,6014 -1,4058 -1,1138 -0,8071 -0,5998 -0,5940 -0,8376 -1,3014 -1,8848 -2,4526 -2,8918 -3,1538 -3,2565 -3,2589 -3,2280 -3,2084 -3,2115 -3,2336 -3,2766 -3,3412 -3,4085 -3,4391 -3,3933 -3,2618 -3,0835 -2,9293 -2,8589 -2,8812 -2,9474 -2,9801 -2,9166 -2,7428 -2,4979 -2,2484 -2,0537 -1,9396 -1,8806 -1,8030 -1,6266 -1,3223 -0,9270 -0,5086 -0,1322 0,1407 0,2508 0,1539 -0,1554 -0,6204 -1,1198 -1,5148 -1,7134 -1,7004 -1,5293 -1,2942 -1,0865 -0,9466 -0,8433 -0,7025 -0,4655 -0,1306 0,2591 0,6566 1,0347 1,3780 1,6630 1,8438 1,8685 1,7336 1,5175 1,3366 1,2640 1,2938 1,3731 1,4581 1,5440 1,6541 1,8156 2,0431 2,3314 2,6600 3,0026 3,3205 3,5525 3,6313 3,5152 3,2039 2,7302 2,1487 1,5239 0,9238 0,4268 0,1168 0,0490 0,2107 0,5182 0,8535 1,1133 1,2347 1,1986 1,0284 0,7897 0,5721 0,4515 0,4551 0,5549 0,6922 0,8136 0,8895 0,9110 0,8810 0,8088 0,7023 0,5557 0,3504 0,0731 -0,2660 -0,6267 -0,9433 -1,1421 -1,1671 -1,0004 -0,6693 -0,2380 0,2130 0,6046 0,8653 0,9495 0,8683 0,6935 0,5225 0,4298 0,4326 0,4821 0,4898 0,3774 0,1295 -0,1944 -0,5045 -0,7303 -0,8269 -0,7737 -0,5931 -0,3513 -0,1174 0,0751 0,2282 0,3510 0,4449 0,5197 0,6091 0,7541 0,9645 1,1992 1,3801 1,4297 1,3053 1,0180 0,6311 0,2360 -0,0765 -0,2279 -0,1655 0,1034 0,4899 0,8679 1,1496 1,3073 1,3344 1,2276 1,0130 0,7508 0,5006 0,3014 0,1775 0,1346 0,1507 0,1891 0,2296 0,2942 0,4339 0,6749 0,9744 1,2357 1,3691 1,3357 1,1564 0,8937 0,6187 0,3842 0,2287 0,1844 0,2713 0,4895 0,8196 1,2187 1,6139 1,9127 2,0301 1,9185 1,5931 1,1383 0,6757 0,3074 0,0707 -0,0659 -0,1698 -0,2998 -0,4728 -0,6634 -0,8339 -0,9594 -1,0280 -1,0267 -0,9413 -0,7761 -0,5746 -0,4140 -0,3750 -0,4987 -0,7604 -1,0859 -1,3987 -1,6511 -1,8241 -1,9213 -1,9639 -1,9709 -1,9378 -1,8398 -1,6560 -1,3823 -1,0203 -0,5713 -0,0679 0,4049 0,7564 0,9521 1,0105 0,9606 0,8305 0,6598 0,4863 0,3178 0,1416 -0,0410 -0,2001 -0,2862 -0,2468 -0,0509 0,2932 0,7423 1,2283 1,6661 1,9725 2,0970 2,0381 1,8372 1,5576 1,2571 0,9793 0,7718 0,6921 0,7771 1,0048 1,2917 1,5329 1,6595 1,6759 1,6459 1,6267 1,6119 1,5470 1,3910 1,1522 0,8759 0,6140 0,4051 0,2763 0,2530 0,3602 0,6144 1,0160 1,5383 2,1031 2,5794 2,8377 2,8205 2,5730 2,2125 1,8580 1,5718 1,3500 1,1567 0,9615 0,7479 0,4916 0,1476 -0,3216 -0,9045 -1,5284 -2,0855 -2,4811 -2,6680 -2,6484 -2,4707 -2,2232 -2,0032 -1,8704 -1,8195 -1,7793 -1,6501 -1,3716 -0,9583 -0,4662 0,0512 0,5391 0,9285 1,1565 1,2018 1,1020 0,9386 0,7887
F3    0,4252 0,4758 0,5121 0,5098 0,4248 0,2199 -0,0970 -0,4475 -0,7033 -0,7527 -0,5605 -0,1791 0,2792 0,6868 0,9510 1,0522 1,0426 1,0051 1,0094 1,0823 1,1943 1,2716 1,2334 1,0277 0,6484 0,1387 -0,4139 -0,8875 -1,1533 -1,1407 -0,8950 -0,5425 -0,2023 0,0476 0,1559 0,1106 -0,0419 -0,2196 -0,3515 -0,4102 -0,4113 -0,3892 -0,3773 -0,4036 -0,4823 -0,6052 -0,7521 -0,9049 -1,0431 -1,1368 -1,1633 -1,1196 -1,0114 -0,8470 -0,6518 -0,4775 -0,3848 -0,4040 -0,4978 -0,5631 -0,4933 -0,2634 0,0449 0,2940 0,3725 0,2557 0,0136 -0,2406 -0,4218 -0,5055 -0,5085 -0,4615 -0,4056 -0,3865 -0,4215 -0,4790 -0,5095 -0,4925 -0,4441 -0,3924 -0,3571 -0,3473 -0,3733 -0,4530 -0,6001 -0,7993 -0,9993 -1,1393 -1,1931 -1,1953 -1,2177 -1,3111 -1,4662 -1,6212 -1,7072 -1,6948 -1,5993 -1,4500 -1,2756 -1,1088 -0,9859 -0,9389 -0,9864 -1,1303 -1,3596 -1,6504 -1,9648 -2,2632 -2,5154 -2,6953 -2,7861 -2,8126 -2,8524 -2,9925 -3,2843 -3,7310 -4,2924 -4,9052 -5,5111 -6,0627 -6,5221 -6,8705 -7,1059 -7,2258 -7,2149 -7,0550 -6,7440 -6,3031 -5,7766 -5,2371 -4,7762 -4,4670 -4,3326 -4,3461 -4,4483 -4,5631 -4,6156 -4,5501 -4,3222 -3,8832 -3,2014 -2,3089 -1,3205 -0,3936 0,3442 0,8320 1,0593 1,0376 0,8021 0,4302 0,0341 -0,2795 -0,4444 -0,4465 -0,3165 -0,1063 0,1521 0,4775 0,9110 1,4456 1,9942 2,4228 2,6147 2,5163 2,1474 1,5889 0,9646 0,4099 0,0342 -0,1100 -0,0368 0,1809 0,4263 0,5735 0,5363 0,2953 -0,0975 -0,5278 -0,8593 -0,9973 -0,9321 -0,7316 -0,4993 -0,3272 -0,2609 -0,2907 -0,3791 -0,4986 -0,6374 -0,7761 -0,8786 -0,9267 -0,9540 -1,0278 -1,2081 -1,5149 -1,8996 -2,2549 -2,4813 -2,5391 -2,4416 -2,2356 -1,9953 -1,7959 -1,6747 -1,6261 -1,6247 -1,6472 -1,6831 -1,7414 -1,8496 -2,0382 -2,3186 -2,6707 -3,0358 -3,3297 -3,4958 -3,5478 -3,5422 -3,5205 -3,5041 -3,5238 -3,6082 -3,7402 -3,8520 -3,8683 -3,7500 -3,5063 -3,1836 -2,8547 -2,6146 -2,5582 -2,7273 -3,0738 -3,4913 -3,8837 -4,2022 -4,4244 -4,5212 -4,4759 -4,3336 -4,2020 -4,1882 -4,3298 -4,5738 -4,8166 -4,9745 -5,0203 -4,9647 -4,8371 -4,6884 -4,5895 -4,6122 -4,7951 -5,1111 -5,4658 -5,7356 -5,8177 -5,6651 -5,3013 -4,8058 -4,2765 -3,7936 -3,4061 -3,1393 -3,0013 -2,9777 -3,0268 -3,0920 -3,1308 -3,1340 -3,1169 -3,0971 -3,0850 -3,0859 -3,0965 -3,0945 -3,0382 -2,8897 -2,6433 -2,3361 -2,0414 -1,8497 -1,8383 -2,0405 -2,4295 -2,9202 -3,4004 -3,7814 -4,0288 -4,1518 -4,1762 -4,1293 -4,0332 -3,9075 -3,7823 -3,7010 -3,6954 -3,7605 -3,8515 -3,9065 -3,8851 -3,7985 -3,7037 -3,6609 -3,6925 -3,7741 -3,8528 -3,8795 -3,8371 -3,7469 -3,6480 -3,5732 -3,5352 -3,5151 -3,4591 -3,3091 -3,0510 -2,7238 -2,3829 -2,0708 -1,8250 -1,6881 -1,7001 -1,8804 -2,2032 -2,5889 -2,9363 -3,1690 -3,2562 -3,2157 -3,1089 -3,0110 -2,9590 -2,9199 -2,8109 -2,5616 -2,1675 -1,6848 -1,1777 -0,6815 -0,2066 0,2292 0,5729 0,7531 0,7442 0,6079 0,4538 0,3611 0,3428 0,3725 0,4334 0,5380 0,7092 0,9561 1,2649 1,6066 1,9488 2,2607 2,5026 2,6161 2,5401 2,2460 1,7534 1,1165 0,4048 -0,3090 -0,9514 -1,4407 -1,6940 -1,6659 -1,3871 -0,9625 -0,5255 -0,1884 -0,0218 -0,0550 -0,2701 -0,5972 -0,9364 -1,1992 -1,3441 -1,3855 -1,3699 -1,3395 -1,3164 -1,3090 -1,3212 -1,3549 -1,4128 -1,5068 -1,6542 -1,8569 -2,0881 -2,2996 -2,4338 -2,4385 -2,2875 -1,9948 -1,6132 -1,2186 -0,8864 -0,6704 -0,5967 -0,6605 -0,8195 -1,0033 -1,1403 -1,1858 -1,1437 -1,0706 -1,0550 -1,1737 -1,4393 -1,7854 -2,1111 -2,3351 -2,4066 -2,3083 -2,0739 -1,7810 -1,5025 -1,2671 -1,0676 -0,8969 -0,7642 -0,6766 -0,6169 -0,5508 -0,4560 -0,3420 -0,2432 -0,1984 -0,2325 -0,3460 -0,5141 -0,6970 -0,8523 -0,9323 -0,8843 -0,6913 -0,4104 -0,1455 0,0252 0,0803 0,0272 -0,1194 -0,3260 -0,5391 -0,7144 -0,8297 -0,8737 -0,8498 -0,7876 -0,7307 -0,6976 -0,6553 -0,5446 -0,3452 -0,1145 0,0440 0,0497 -0,1111 -0,3855 -0,6860 -0,9350 -1,0927 -1,1450 -1,0831 -0,9013 -0,6057 -0,2176 0,2228 0,6522 0,9912 1,1621 1,1107 0,8324 0,3892 -0,1108 -0,5630 -0,9088 -1,1467 -1,3144 -1,4584 -1,6073 -1,7652 -1,9248 -2,0775 -2,2076 -2,2840 -2,2705 -2,1568 -1,9802 -1,8167 -1,7479 -1,8226 -2,0327 -2,3209 -2,6147 -2,8517 -2,9871 -3,0061 -2,9316 -2,8024 -2,6397 -2,4419 -2,2065 -1,9439 -1,6618 -1,3549 -1,0363 -0,7624 -0,5906 -0,5260 -0,5338 -0,5835 -0,6532 -0,7150 -0,7506 -0,7811 -0,8471 -0,9585 -1,0793 -1,1502 -1,1144 -0,9409 -0,6370 -0,2451 0,1680 0,5236 0,7509 0,8091 0,6969 0,4499 0,1302 -0,1974 -0,4867 -0,7010 -0,8005 -0,7620 -0,6075 -0,4052 -0,2361 -0,1490 -0,1296 -0,1124 -0,0483 0,0402 0,0808 0,0228 -0,1249 -0,3105 -0,4771 -0,5816 -0,5927 -0,4866 -0,2518 0,1064 0,5705 1,1074 1,6482 2,0866 2,3249 2,3323 2,1622 1,9147 1,6701 1,4443 1,1995 0,8916 0,5091 0,0744 -0,3896 -0,8876 -1,4384 -2,0365 -2,6326 -3,1518 -3,5362 -3,7652 -3,8418 -3,7858 -3,6433 -3,4755 -3,3287 -3,2092 -3,0732 -2,8510 -2,5060 -2,0679 -1,5977 -1,1457 -0,7556 -0,4767 -0,3468 -0,3690 -0,5016 -0,6705 -0,8099
F7    1,2790 1,2108 1,1409 1,0582 0,9439 0,7820 0,5709 0,3354 0,1246 -0,0072 -0,0282 0,0534 0,1942 0,3430 0,4653 0,5509 0,6076 0,6538 0,7089 0,7811 0,8595 0,9161 0,9172 0,8383 0,6748 0,4413 0,1651 -0,1164 -0,3583 -0,5253 -0,6150 -0,6522 -0,6639 -0,6732 -0,7046 -0,7690 -0,8459 -0,8935 -0,8799 -0,8078 -0,7094 -0,6213 -0,5663 -0,5550 -0,5930 -0,6826 -0,8208 -0,9953 -1,1819 -1,3505 -1,4760 -1,5437 -1,5505 -1,5032 -1,4149 -1,3040 -1,1908 -1,0868 -0,9813 -0,8430 -0,6460 -0,3995 -0,1504 0,0480 0,1682 0,2176 0,2255 0,2222 0,2196 0,2084 0,1713 0,0969 -0,0166 -0,1643 -0,3322 -0,4942 -0,6220 -0,6991 -0,7256 -0,7162 -0,6941 -0,6798 -0,6843 -0,7138 -0,7725 -0,8588 -0,9620 -1,0651 -1,1577 -1,2498 -1,3650 -1,5158 -1,6867 -1,8388 -1,9312 -1,9456 -1,8944 -1,8079 -1,7152 -1,6338 -1,5707 -1,5273 -1,5036 -1,4993 -1,5165 -1,5584 -1,6278 -1,7267 -1,8575 -2,0222 -2,2243 -2,4732 -2,7797 -3,1421 -3,5404 -3,9457 -4,3281 -4,6647 -4,9482 -5,1854 -5,3911 -5,5812 -5,7615 -5,9197 -6,0315 -6,0747 -6,0351 -5,9061 -5,6944 -5,4290 -5,1565 -4,9213 -4,7494 -4,6463 -4,6009 -4,5850 -4,5564 -4,4716 -4,2952 -4,0073 -3,6093 -3,1279 -2,6159 -2,1414 -1,7583 -1,4815 -1,2948 -1,1754 -1,1035 -1,0542 -1,0014 -0,9292 -0,8316 -0,7039 -0,5458 -0,3646 -0,1638 0,0694 0,3496 0,6640 0,9602 1,1666 1,2279 1,1300 0,8998 0,5883 0,2501 -0,0704 -0,3436 -0,5512 -0,6822 -0,7349 -0,7224 -0,6757 -0,6362 -0,6364 -0,6812 -0,7423 -0,7745 -0,7412 -0,6345 -0,4790 -0,3161 -0,1764 -0,0646 0,0323 0,1242 0,2039 0,2482 0,2332 0,1537 0,0260 -0,1296 -0,3020 -0,4871 -0,6762 -0,8462 -0,9674 -1,0262 -1,0354 -1,0240 -1,0254 -1,0695 -1,1683 -1,3072 -1,4559 -1,5915 -1,7086 -1,8135 -1,9163 -2,0322 -2,1773 -2,3520 -2,5332 -2,6867 -2,7870 -2,8321 -2,8440 -2,8483 -2,8573 -2,8761 -2,9121 -2,9649 -3,0113 -3,0139 -2,9468 -2,8073 -2,6098 -2,3754 -2,1327 -1,9222 -1,7905 -1,7704 -1,8609 -2,0241 -2,2051 -2,3603 -2,4688 -2,5242 -2,5326 -2,5189 -2,5222 -2,5761 -2,6932 -2,8618 -3,0519 -3,2286 -3,3636 -3,4424 -3,4707 -3,4767 -3,5019 -3,5802 -3,7175 -3,8865 -4,0417 -4,1422 -4,1629 -4,0915 -3,9292 -3,6950 -3,4162 -3,1152 -2,8119 -2,5326 -2,3049 -2,1403 -2,0283 -1,9490 -1,8945 -1,8743 -1,9024 -1,9792 -2,0901 -2,2163 -2,3396 -2,4362 -2,4803 -2,4604 -2,3905 -2,3036 -2,2381 -2,2269 -2,2909 -2,4383 -2,6634 -2,9428 -3,2375 -3,5056 -3,7154 -3,8510 -3,9125 -3,9095 -3,8519 -3,7477 -3,6105 -3,4643 -3,3370 -3,2450 -3,1850 -3,1349 -3,0670 -2,9629 -2,8217 -2,6578 -2,4915 -2,3369 -2,1965 -2,0706 -1,9696 -1,9113 -1,9054 -1,9437 -2,0020 -2,0482 -2,0489 -1,9793 -1,8372 -1,6496 -1,4630 -1,3240 -1,2626 -1,2855 -1,3778 -1,5127 -1,6552 -1,7655 -1,8080 -1,7674 -1,6584 -1,5240 -1,4164 -1,3657 -1,3562 -1,3369 -1,2561 -1,0935 -0,8686 -0,6215 -0,3859 -0,1804 -0,0150 0,0988 0,1450 0,1124 0,0174 -0,0863 -0,1371 -0,1090 -0,0232 0,0781 0,1649 0,2341 0,3010 0,3800 0,4671 0,5410 0,5805 0,5777 0,5375 0,4712 0,3927 0,3141 0,2385 0,1570 0,0530 -0,0910 -0,2845 -0,5157 -0,7465 -0,9304 -1,0413 -1,0888 -1,1123 -1,1586 -1,2583 -1,4150 -1,6091 -1,8098 -1,9829 -2,0947 -2,1184 -2,0457 -1,8911 -1,6925 -1,5038 -1,3772 -1,3401 -1,3831 -1,4682 -1,5516 -1,6077 -1,6348 -1,6400 -1,6225 -1,5730 -1,4848 -1,3608 -1,2101 -1,0436 -0,8722 -0,7085 -0,5712 -0,4844 -0,4645 -0,5042 -0,5695 -0,6172 -0,6199 -0,5843 -0,5479 -0,5573 -0,6409 -0,7872 -0,9472 -1,0635 -1,1007 -1,0536 -0,9420 -0,8063 -0,6957 -0,6466 -0,6691 -0,7529 -0,8794 -1,0271 -1,1713 -1,2875 -1,3551 -1,3615 -1,3042 -1,1938 -1,0536 -0,9126 -0,7989 -0,7364 -0,7398 -0,8046 -0,9016 -0,9899 -1,0451 -1,0750 -1,1021 -1,1336 -1,1629 -1,1934 -1,2460 -1,3397 -1,4728 -1,6222 -1,7531 -1,8307 -1,8370 -1,7809 -1,6853 -1,5655 -1,4198 -1,2428 -1,0499 -0,8869 -0,8103 -0,8532 -1,0060 -1,2229 -1,4450 -1,6275 -1,7545 -1,8307 -1,8626 -1,8462 -1,7696 -1,6262 -1,4286 -1,2105 -1,0119 -0,8637 -0,7828 -0,7747 -0,8335 -0,9448 -1,0922 -1,2671 -1,4729 -1,7201 -2,0150 -2,3519 -2,7105 -3,0644 -3,3906 -3,6716 -3,8898 -4,0280 -4,0815 -4,0703 -4,0318 -4,0033 -4,0051 -4,0320 -4,0601 -4,0664 -4,0399 -3,9816 -3,9009 -3,8094 -3,7114 -3,5968 -3,4462 -3,2481 -3,0098 -2,7442 -2,4547 -2,1464 -1,8445 -1,5826 -1,3748 -1,2106 -1,0722 -0,9488 -0,8377 -0,7444 -0,6791 -0,6482 -0,6469 -0,6582 -0,6564 -0,6175 -0,5328 -0,4123 -0,2796 -0,1669 -0,1070 -0,1184 -0,1961 -0,3149 -0,4385 -0,5335 -0,5866 -0,6096 -0,6219 -0,6302 -0,6304 -0,6251 -0,6279 -0,6504 -0,6855 -0,6992 -0,6480 -0,5144 -0,3256 -0,1339 0,0179 0,1163 0,1776 0,2308 0,2972 0,3826 0,4829 0,5975 0,7360 0,9147 1,1446 1,4141 1,6822 1,8957 2,0210 2,0590 2,0341 1,9694 1,8756 1,7503 1,5814 1,3529 1,0540 0,6843 0,2583 -0,1933 -0,6316 -1,0244 -1,3525 -1,6051 -1,7740 -1,8515 -1,8354 -1,7369 -1,5806 -1,3959 -1,2077 -1,0283 -0,8540 -0,6779 -0,5058 -0,3552 -0,2421 -0,1738 -0,1504 -0,1649 -0,2049 -0,2565 -0,3113 -0,3765
