Fp1   1,8245 1,9222 2,0388 2,1596 2,2497 2,2647 2,1726 1,9690 1,6778 1,3355 0,9741 0,6116 0,2556 -0,0881 -0,4074 -0,6845 -0,8999 -1,0380 -1,0957 -1,0915 -1,0595 -1,0308 -1,0222 -1,0415 -1,0912 -1,1642 -1,2446 -1,3142 -1,3602 -1,3744 -1,3532 -1,2979 -1,2109 -1,0925 -0,9431 -0,7708 -0,5971 -0,4473 -0,3314 -0,2384 -0,1479 -0,0427 0,0870 0,2391 0,3957 0,5305 0,6270 0,6869 0,7208 0,7382 0,7461 0,7488 0,7440 0,7263 0,6981 0,6680 0,6370 0,5976 0,5463 0,4894 0,4369 0,3984 0,3838 0,3988 0,4330 0,4591 0,4484 0,3861 0,2805 0,1621 0,0731 0,0525 0,1201 0,2640 0,4498 0,6482 0,8495 1,0540 1,2571 1,4472 1,6100 1,7305 1,7938 1,7905 1,7227 1,6023 1,4423 1,2520 1,0400 0,8174 0,6021 0,4206 0,2940 0,2167 0,1553 0,0671 -0,0864 -0,3274 -0,6496 -1,0193 -1,3905 -1,7222 -1,9910 -2,1948 -2,3412 -2,4310 -2,4559 -2,4106 -2,3031 -2,1512 -1,9675 -1,7516 -1,4991 -1,2202 -0,9443 -0,7062 -0,5279 -0,4034 -0,2965 -0,1571 0,0552 0,3622 0,7726 1,2845 1,8800 2,5243 3,1741 3,7917 4,3586 4,8782 5,3663 5,8343 6,2784 6,6778 7,0032 7,2319 7,3572 7,3833 7,3195 7,1807 6,9883 6,7633 6,5185 6,2591 5,9896 5,7159 5,4451 5,1843 4,9377 4,7022 4,4731 4,2551 4,0637 3,9117 3,7977 3,7114 3,6441 3,5926 3,5582 3,5394 3,5259 3,4976 3,4284 3,2985 3,1087 2,8792 2,6374 2,4069 2,1975 1,9991 1,7910 1,5564 1,2902 1,0011 0,7063 0,4129 0,1100 -0,2117 -0,5421 -0,8577 -1,1376 -1,3718 -1,5629 -1,7216 -1,8591 -1,9793 -2,0690 -2,0981 -2,0387 -1,8850 -1,6557 -1,3816 -1,0988 -0,8465 -0,6544 -0,5315 -0,4655 -0,4313 -0,4054 -0,3829 -0,3796 -0,4199 -0,5181 -0,6626 -0,8136 -0,9275 -0,9908 -1,0301 -1,0878 -1,1871 -1,3176 -1,4488 -1,5541 -1,6269 -1,6838 -1,7547 -1,8596 -1,9927 -2,1303 -2,2460 -2,3236 -2,3640 -2,3797 -2,3773 -2,3489 -2,2820 -2,1731 -2,0308 -1,8695 -1,7068 -1,5595 -1,4430 -1,3711 -1,3495 -1,3720 -1,4276 -1,5088 -1,6114 -1,7263 -1,8313 -1,9025 -1,9368 -1,9560 -1,9858 -2,0366 -2,1016 -2,1616 -2,1906 -2,1655 -2,0799 -1,9489 -1,8020 -1,6679 -1,5619 -1,4820 -1,4144 -1,3432 -1,2581 -1,1571 -1,0452 -0,9347 -0,8411 -0,7787 -0,7569 -0,7722 -0,8027 -0,8240 -0,8280 -0,8267 -0,8432 -0,9007 -1,0109 -1,1660 -1,3485 -1,5401 -1,7179 -1,8470 -1,8896 -1,8250 -1,6621 -1,4340 -1,1835 -0,9459 -0,7356 -0,5452 -0,3569 -0,1593 0,0453 0,2416 0,4053 0,5151 0,5699 0,5900 0,5992 0,6098 0,6242 0,6427 0,6645 0,6844 0,6966 0,6972 0,6779 0,6282 0,5482 0,4530 0,3663 0,3125 0,3157 0,3974 0,5644 0,7914 1,0218 1,1884 1,2392 1,1596 0,9788 0,7501 0,5222 0,3235 0,1633 0,0377 -0,0631 -0,1424 -0,1937 -0,2109 -0,1972 -0,1618 -0,1161 -0,0720 -0,0307 0,0246 0,1136 0,2390 0,3818 0,5100 0,5969 0,6433 0,6771 0,7295 0,8188 0,9530 1,1294 1,3269 1,5090 1,6415 1,7109 1,7265 1,7124 1,6962 1,6993 1,7282 1,7739 1,8230 1,8720 1,9294 2,0069 2,1078 2,2213 2,3271 2,4065 2,4506 2,4623 2,4573 2,4578 2,4740 2,4887 2,4670 2,3857 2,2480 2,0733 1,8803 1,6825 1,4909 1,3146 1,1568 1,0141 0,8856 0,7820 0,7203 0,7082 0,7393 0,8012 0,8829 0,9802 1,0993 1,2527 1,4491 1,6850 1,9424 2,1925 2,4050 2,5516 2,6090 2,5653 2,4278 2,2174 1,9568 1,6728 1,4050 1,2003 1,0884 1,0675 1,1109 1,1881 1,2800 1,3791 1,4794 1,5628 1,6041 1,5937 1,5490 1,5011 1,4776 1,4948 1,5567 1,6565 1,7762 1,8927 1,9892 2,0593 2,1109 2,1671 2,2505 2,3614 2,4794 2,5856 2,6730 2,7383 2,7731 2,7687 2,7269 2,6583 2,5692 2,4539 2,3063 2,1331 1,9475 1,7569 1,5654 1,3801 1,2132 1,0823 1,0113 1,0231 1,1265 1,3106 1,5505 1,8177 2,0871 2,3404 2,5676 2,7632 2,9174 3,0161 3,0553 3,0485 3,0173 2,9760 2,9264 2,8615 2,7705 2,6430 2,4684 2,2362 1,9378 1,5661 1,1151 0,5913 0,0244 -0,5432 -1,0790 -1,5654 -1,9881 -2,3328 -2,5903 -2,7565 -2,8341 -2,8371 -2,7872 -2,7023 -2,5842 -2,4176 -2,1836 -1,8778 -1,5154 -1,1227 -0,7279 -0,3514 0,0027 0,3432 0,6783 1,0059 1,3232 1,6395 1,9705 2,3223 2,6904 3,0685 3,4491 3,8196 4,1634 4,4654 4,7130 4,8947 5,0023 5,0342 4,9962 4,8990 4,7553 4,5782 4,3807 4,1746 3,9693 3,7662 3,5461 3,2716 2,9076 2,4390 1,8743 1,2425 0,5879 -0,0401 -0,6028 -1,0824 -1,4808 -1,8126 -2,0975 -2,3550 -2,5982 -2,8314 -3,0535 -3,2593 -3,4346 -3,5594 -3,6261 -3,6506 -3,6646 -3,7020 -3,7883 -3,9355 -4,1422 -4,3945 -4,6694 -4,9454 -5,2099 -5,4571 -5,6848 -5,8953 -6,0977 -6,3104 -6,5504 -6,8160 -7,0820 -7,3153 -7,4991 -7,6403 -7,7579 -7,8708 -7,9890 -8,1042 -8,1906 -8,2213 -8,1844 -8,0884 -7,9596 -7,8350 -7,7487 -7,7152 -7,7278 -7,7757 -7,8583 -7,9799 -8,1379 -8,3168 -8,4917 -8,6335 -8,7162 -8,7239 -8,6556 -8,5218 -8,3358 -8,1138 -7,8779 -7,6542 -7,4687 -7,3431 -7,2836 -7,2759 -7,2959 -7,3279 -7,3667 -7,4061 -7,4341 -7,4413 -7,4260 -7,3896 -7,3325 -7,2531 -7,1504 -7,0232
Fz    1,2454 1,3135 1,4214 1,5497 1,6640 1,7217 1,6875 1,5486 1,3170 1,0198 0,6848 0,3332 -0,0203 -0,3650 -0,6897 -0,9816 -1,2280 -1,4160 -1,5365 -1,5910 -1,5944 -1,5643 -1,5142 -1,4555 -1,3991 -1,3509 -1,3077 -1,2597 -1,1947 -1,1018 -0,9764 -0,8253 -0,6631 -0,5015 -0,3457 -0,2007 -0,0755 0,0237 0,1041 0,1854 0,2877 0,4206 0,5820 0,7603 0,9360 1,0896 1,2106 1,2988 1,3585 1,3944 1,4126 1,4186 1,4145 1,4005 1,3786 1,3521 1,3198 1,2803 1,2397 1,2089 1,1940 1,1951 1,2112 1,2405 1,2726 1,2878 1,2681 1,2085 1,1215 1,0343 0,9809 0,9915 1,0827 1,2471 1,4588 1,6917 1,9343 2,1858 2,4447 2,7034 2,9480 3,1598 3,3157 3,3941 3,3826 3,2825 3,1052 2,8677 2,5919 2,3024 2,0264 1,7921 1,6171 1,4934 1,3892 1,2687 1,1055 0,8880 0,6242 0,3395 0,0662 -0,1681 -0,3471 -0,4681 -0,5354 -0,5515 -0,5161 -0,4334 -0,3163 -0,1812 -0,0375 0,1162 0,2846 0,4628 0,6328 0,7733 0,8720 0,9343 0,9876 1,0708 1,2168 1,4432 1,7560 2,1516 2,6158 3,1238 3,6469 4,1618 4,6591 5,1442 5,6281 6,1153 6,5944 7,0374 7,4082 7,6793 7,8411 7,8997 7,8724 7,7845 7,6654 7,5401 7,4214 7,3113 7,2074 7,1065 7,0078 6,9159 6,8369 6,7705 6,7081 6,6408 6,5669 6,4897 6,4110 6,3299 6,2471 6,1688 6,1060 6,0667 6,0477 6,0310 5,9899 5,9014 5,7590 5,5749 5,3725 5,1761 4,9980 4,8339 4,6712 4,4980 4,3061 4,0942 3,8667 3,6247 3,3632 3,0840 2,8048 2,5503 2,3390 2,1760 2,0564 1,9730 1,9205 1,8945 1,8933 1,9192 1,9735 2,0497 2,1348 2,2144 2,2729 2,2932 2,2636 2,1886 2,0905 2,0010 1,9450 1,9255 1,9239 1,9113 1,8607 1,7624 1,6311 1,4947 1,3698 1,2517 1,1249 0,9824 0,8326 0,6932 0,5804 0,4995 0,4388 0,3746 0,2905 0,1901 0,0904 0,0121 -0,0270 -0,0184 0,0344 0,1228 0,2411 0,3855 0,5492 0,7223 0,8950 1,0588 1,2087 1,3404 1,4482 1,5273 1,5754 1,5916 1,5765 1,5340 1,4751 1,4225 1,3996 1,4105 1,4337 1,4415 1,4192 1,3709 1,3147 1,2736 1,2654 1,2928 1,3418 1,3881 1,4082 1,3899 1,3357 1,2576 1,1684 1,0774 0,9908 0,9110 0,8348 0,7560 0,6717 0,5842 0,5040 0,4488 0,4334 0,4598 0,5166 0,5831 0,6363 0,6596 0,6483 0,6036 0,5279 0,4311 0,3383 0,2827 0,2871 0,3512 0,4533 0,5615 0,6497 0,7080 0,7425 0,7662 0,7905 0,8207 0,8534 0,8767 0,8760 0,8460 0,7947 0,7366 0,6842 0,6470 0,6342 0,6538 0,7098 0,8031 0,9301 1,0755 1,2154 1,3310 1,4173 1,4807 1,5341 1,5940 1,6771 1,7905 1,9201 2,0330 2,0920 2,0693 1,9597 1,7837 1,5757 1,3674 1,1803 1,0278 0,9159 0,8428 0,8033 0,7920 0,8005 0,8168 0,8317 0,8430 0,8529 0,8695 0,9084 0,9829 1,0936 1,2260 1,3554 1,4589 1,5322 1,5917 1,6572 1,7395 1,8425 1,9647 2,0955 2,2143 2,3008 2,3457 2,3538 2,3384 2,3166 2,3044 2,3117 2,3394 2,3838 2,4423 2,5138 2,5964 2,6839 2,7678 2,8405 2,8971 2,9350 2,9547 2,9604 2,9587 2,9522 2,9319 2,8789 2,7756 2,6169 2,4119 2,1803 1,9451 1,7267 1,5384 1,3851 1,2641 1,1717 1,1102 1,0875 1,1079 1,1670 1,2546 1,3586 1,4683 1,5785 1,6898 1,8038 1,9189 2,0282 2,1196 2,1790 2,1956 2,1636 2,0862 1,9779 1,8591 1,7458 1,6489 1,5813 1,5566 1,5786 1,6346 1,7027 1,7646 1,8137 1,8524 1,8843 1,9045 1,9020 1,8764 1,8462 1,8370 1,8674 1,9430 2,0606 2,2115 2,3800 2,5465 2,6954 2,8189 2,9192 3,0114 3,1128 3,2252 3,3350 3,4272 3,4944 3,5326 3,5368 3,5033 3,4366 3,3487 3,2487 3,1360 3,0075 2,8666 2,7213 2,5780 2,4407 2,3128 2,1976 2,1025 2,0407 2,0265 2,0683 2,1650 2,3063 2,4780 2,6665 2,8604 3,0518 3,2329 3,3904 3,5058 3,5668 3,5745 3,5393 3,4725 3,3823 3,2739 3,1516 3,0157 2,8581 2,6612 2,4062 2,0799 1,6785 1,2156 0,7250 0,2495 -0,1762 -0,5319 -0,8058 -0,9916 -1,0905 -1,1082 -1,0544 -0,9462 -0,8052 -0,6492 -0,4823 -0,2945 -0,0706 0,1953 0,4944 0,8077 1,1119 1,3876 1,6276 1,8384 2,0291 2,2024 2,3576 2,5026 2,6527 2,8198 3,0079 3,2196 3,4564 3,7144 3,9815 4,2401 4,4682 4,6426 4,7470 4,7796 4,7526 4,6858 4,6000 4,5133 4,4364 4,3679 4,2955 4,1992 4,0526 3,8298 3,5169 3,1186 2,6548 2,1559 1,6574 1,1919 0,7798 0,4265 0,1265 -0,1298 -0,3523 -0,5505 -0,7316 -0,8989 -1,0533 -1,1950 -1,3193 -1,4187 -1,4948 -1,5641 -1,6468 -1,7577 -1,9036 -2,0858 -2,3013 -2,5410 -2,7896 -3,0334 -3,2664 -3,4865 -3,6914 -3,8795 -4,0549 -4,2312 -4,4249 -4,6420 -4,8704 -5,0882 -5,2801 -5,4463 -5,5980 -5,7489 -5,9047 -6,0553 -6,1785 -6,2530 -6,2694 -6,2341 -6,1668 -6,0930 -6,0331 -5,9929 -5,9676 -5,9558 -5,9675 -6,0176 -6,1155 -6,2612 -6,4428 -6,6374 -6,8166 -6,9575 -7,0522 -7,1048 -7,1211 -7,1029 -7,0531 -6,9791 -6,8947 -6,8164 -6,7527 -6,7008 -6,6534 -6,6088 -6,5728 -6,5528 -6,5523 -6,5710 -6,6042 -6,6419 -6,6716 -6,6819 -6,6640 -6,6111
F3    1,6884 1,7618 1,8678 1,9924 2,1074 2,1782 2,1802 2,1048 1,9559 1,7421 1,4713 1,1509 0,7879 0,3898 -0,0328 -0,4581 -0,8508 -1,1724 -1,4000 -1,5394 -1,6158 -1,6498 -1,6483 -1,6146 -1,5561 -1,4832 -1,4091 -1,3484 -1,3092 -1,2860 -1,2647 -1,2304 -1,1684 -1,0648 -0,9096 -0,7057 -0,4749 -0,2515 -0,0631 0,0788 0,1760 0,2392 0,2867 0,3353 0,3887 0,4388 0,4812 0,5226 0,5688 0,6124 0,6389 0,6407 0,6199 0,5845 0,5493 0,5309 0,5345 0,5529 0,5773 0,6032 0,6293 0,6579 0,6972 0,7554 0,8267 0,8878 0,9128 0,8880 0,8182 0,7249 0,6400 0,5943 0,6045 0,6640 0,7512 0,8531 0,9755 1,1279 1,3081 1,5015 1,6862 1,8374 1,9328 1,9610 1,9256 1,8396 1,7130 1,5507 1,3598 1,1550 0,9571 0,7914 0,6755 0,6047 0,5541 0,4929 0,3918 0,2307 0,0134 -0,2288 -0,4548 -0,6314 -0,7416 -0,7850 -0,7745 -0,7278 -0,6579 -0,5706 -0,4708 -0,3669 -0,2627 -0,1504 -0,0215 0,1166 0,2395 0,3212 0,3514 0,3459 0,3479 0,4114 0,5734 0,8428 1,2138 1,6786 2,2245 2,8270 3,4529 4,0716 4,6634 5,2227 5,7526 6,2562 6,7277 7,1506 7,5006 7,7578 7,9159 7,9799 7,9591 7,8631 7,7029 7,4905 7,2398 6,9695 6,7007 6,4510 6,2321 6,0526 5,9185 5,8286 5,7764 5,7584 5,7766 5,8257 5,8838 5,9235 5,9302 5,9050 5,8578 5,7978 5,7293 5,6496 5,5449 5,3993 5,2105 4,9950 4,7761 4,5708 4,3773 4,1759 3,9455 3,6813 3,3955 3,1079 2,8385 2,5952 2,3706 2,1557 1,9551 1,7794 1,6323 1,5074 1,3929 1,2784 1,1584 1,0368 0,9329 0,8784 0,9010 1,0043 1,1657 1,3499 1,5226 1,6559 1,7344 1,7619 1,7580 1,7494 1,7564 1,7790 1,7949 1,7727 1,6926 1,5657 1,4328 1,3351 1,2780 1,2270 1,1401 1,0041 0,8440 0,7009 0,6014 0,5423 0,4954 0,4254 0,3133 0,1667 0,0160 -0,0982 -0,1453 -0,1221 -0,0508 0,0427 0,1460 0,2583 0,3784 0,5000 0,6151 0,7138 0,7846 0,8180 0,8119 0,7756 0,7235 0,6645 0,5981 0,5188 0,4266 0,3334 0,2557 0,1989 0,1550 0,1167 0,0875 0,0764 0,0909 0,1341 0,2054 0,2998 0,4033 0,4910 0,5330 0,5088 0,4184 0,2799 0,1196 -0,0354 -0,1599 -0,2341 -0,2529 -0,2252 -0,1696 -0,1097 -0,0587 -0,0066 0,0693 0,1814 0,3189 0,4517 0,5443 0,5699 0,5231 0,4185 0,2810 0,1406 0,0313 -0,0177 0,0043 0,0855 0,2037 0,3395 0,4823 0,6307 0,7857 0,9456 1,1057 1,2600 1,3998 1,5102 1,5754 1,5944 1,5871 1,5789 1,5816 1,5917 1,6006 1,6013 1,5911 1,5728 1,5479 1,5104 1,4528 1,3795 1,3096 1,2698 1,2863 1,3792 1,5571 1,8095 2,0994 2,3693 2,5587 2,6229 2,5509 2,3706 2,1335 1,8912 1,6826 1,5314 1,4466 1,4242 1,4539 1,5238 1,6155 1,7031 1,7601 1,7654 1,7058 1,5895 1,4539 1,3450 1,2902 1,2903 1,3291 1,3882 1,4635 1,5667 1,7105 1,8978 2,1177 2,3457 2,5462 2,6862 2,7510 2,7502 2,7102 2,6662 2,6544 2,6995 2,8012 2,9362 3,0781 3,2149 3,3507 3,4954 3,6523 3,8100 3,9455 4,0338 4,0581 4,0187 3,9354 3,8361 3,7377 3,6347 3,5081 3,3460 3,1547 2,9507 2,7462 2,5457 2,3524 2,1725 2,0132 1,8768 1,7639 1,6801 1,6362 1,6390 1,6873 1,7754 1,8946 2,0360 2,1974 2,3832 2,5946 2,8195 3,0316 3,2004 3,3052 3,3406 3,3133 3,2364 3,1230 2,9783 2,7992 2,5902 2,3796 2,2106 2,1129 2,0850 2,1040 2,1475 2,2059 2,2820 2,3780 2,4806 2,5641 2,6151 2,6471 2,6874 2,7591 2,8716 3,0200 3,1890 3,3566 3,4994 3,6017 3,6593 3,6826 3,6986 3,7352 3,7968 3,8625 3,9101 3,9331 3,9356 3,9199 3,8853 3,8346 3,7744 3,7073 3,6264 3,5197 3,3780 3,2015 3,0026 2,8031 2,6214 2,4649 2,3400 2,2660 2,2701 2,3679 2,5525 2,7999 3,0812 3,3676 3,6346 3,8670 4,0592 4,2056 4,2974 4,3308 4,3140 4,2626 4,1907 4,1092 4,0255 3,9427 3,8560 3,7509 3,6101 3,4202 3,1719 2,8594 2,4899 2,0918 1,7023 1,3441 1,0209 0,7334 0,4893 0,3009 0,1787 0,1242 0,1256 0,1633 0,2243 0,3124 0,4451 0,6336 0,8664 1,1136 1,3455 1,5454 1,7126 1,8620 2,0186 2,2065 2,4348 2,6975 2,9860 3,2930 3,6103 3,9316 4,2550 4,5768 4,8869 5,1730 5,4282 5,6480 5,8233 5,9416 5,9967 5,9930 5,9419 5,8552 5,7451 5,6282 5,5245 5,4478 5,3932 5,3286 5,2037 4,9777 4,6399 4,2108 3,7325 3,2539 2,8156 2,4409 2,1343 1,8836 1,6652 1,4508 1,2170 0,9552 0,6757 0,3983 0,1422 -0,0739 -0,2347 -0,3400 -0,4096 -0,4737 -0,5614 -0,6907 -0,8635 -1,0713 -1,3016 -1,5398 -1,7749 -2,0058 -2,2380 -2,4773 -2,7266 -2,9883 -3,2667 -3,5625 -3,8619 -4,1366 -4,3583 -4,5146 -4,6121 -4,6708 -4,7187 -4,7816 -4,8662 -4,9573 -5,0303 -5,0664 -5,0639 -5,0435 -5,0392 -5,0801 -5,1758 -5,3172 -5,4903 -5,6880 -5,9088 -6,1487 -6,3977 -6,6394 -6,8488 -6,9961 -7,0582 -7,0310 -6,9276 -6,7705 -6,5873 -6,4076 -6,2552 -6,1461 -6,0882 -6,0746 -6,0828 -6,0903 -6,0905 -6,0923 -6,1052 -6,1300 -6,1618 -6,1925 -6,2101 -6,2006 -6,1540 -6,0659 -5,9376
F7    1,4504 1,4687 1,5338 1,6366 1,7511 1,8376 1,8574 1,7905 1,6455 1,4525 1,2413 1,0245 0,7969 0,5494 0,2843 0,0199 -0,2173 -0,4043 -0,5325 -0,6115 -0,6613 -0,6962 -0,7210 -0,7418 -0,7717 -0,8253 -0,9122 -1,0319 -1,1702 -1,3005 -1,3936 -1,4284 -1,3970 -1,3029 -1,1588 -0,9872 -0,8179 -0,6748 -0,5633 -0,4735 -0,3925 -0,3124 -0,2252 -0,1211 -0,0003 0,1206 0,2244 0,3104 0,3883 0,4620 0,5243 0,5613 0,5565 0,5014 0,4079 0,3033 0,2094 0,1299 0,0581 -0,0093 -0,0651 -0,0910 -0,0631 0,0357 0,2008 0,4029 0,6003 0,7556 0,8479 0,8802 0,8777 0,8804 0,9230 1,0107 1,1181 1,2148 1,2874 1,3363 1,3649 1,3760 1,3722 1,3538 1,3175 1,2614 1,1892 1,1050 1,0055 0,8827 0,7337 0,5663 0,3999 0,2626 0,1779 0,1434 0,1281 0,0921 0,0049 -0,1433 -0,3384 -0,5534 -0,7618 -0,9416 -1,0794 -1,1720 -1,2203 -1,2179 -1,1532 -1,0236 -0,8475 -0,6598 -0,4904 -0,3462 -0,2153 -0,0861 0,0360 0,1296 0,1704 0,1524 0,1011 0,0656 0,0951 0,2223 0,4628 0,8186 1,2778 1,8160 2,4014 3,0027 3,5953 4,1652 4,7085 5,2226 5,6988 6,1195 6,4638 6,7189 6,8867 6,9781 7,0056 6,9814 6,9165 6,8178 6,6880 6,5327 6,3661 6,2055 6,0633 5,9428 5,8400 5,7481 5,6637 5,5943 5,5568 5,5620 5,6030 5,6623 5,7233 5,7724 5,7968 5,7842 5,7253 5,6149 5,4509 5,2360 4,9846 4,7194 4,4638 4,2362 4,0410 3,8636 3,6780 3,4583 3,1861 2,8636 2,5176 2,1757 1,8412 1,5026 1,1595 0,8295 0,5348 0,2887 0,0902 -0,0712 -0,2066 -0,3188 -0,3954 -0,4102 -0,3397 -0,1818 0,0429 0,3028 0,5625 0,7858 0,9456 1,0326 1,0539 1,0245 0,9573 0,8571 0,7210 0,5426 0,3211 0,0735 -0,1631 -0,3521 -0,4866 -0,5962 -0,7193 -0,8707 -1,0339 -1,1772 -1,2793 -1,3441 -1,3966 -1,4612 -1,5406 -1,6177 -1,6746 -1,7046 -1,7126 -1,7090 -1,7018 -1,6876 -1,6527 -1,5859 -1,4883 -1,3721 -1,2539 -1,1519 -1,0836 -1,0645 -1,1033 -1,1953 -1,3235 -1,4671 -1,6115 -1,7534 -1,8958 -2,0360 -2,1640 -2,2775 -2,3878 -2,5036 -2,6176 -2,7105 -2,7614 -2,7546 -2,6846 -2,5578 -2,3913 -2,2112 -2,0475 -1,9229 -1,8429 -1,7955 -1,7585 -1,7098 -1,6336 -1,5259 -1,3979 -1,2724 -1,1728 -1,1150 -1,0989 -1,1090 -1,1294 -1,1566 -1,1956 -1,2502 -1,3233 -1,4170 -1,5302 -1,6585 -1,7958 -1,9272 -2,0230 -2,0495 -1,9883 -1,8480 -1,6568 -1,4488 -1,2522 -1,0794 -0,9253 -0,7772 -0,6292 -0,4861 -0,3603 -0,2666 -0,2157 -0,2022 -0,2033 -0,1948 -0,1639 -0,1078 -0,0266 0,0776 0,1953 0,3113 0,4106 0,4793 0,5078 0,4986 0,4680 0,4395 0,4363 0,4790 0,5863 0,7649 0,9915 1,2102 1,3537 1,3705 1,2472 1,0130 0,7231 0,4321 0,1772 -0,0248 -0,1741 -0,2825 -0,3621 -0,4186 -0,4554 -0,4792 -0,4978 -0,5193 -0,5489 -0,5780 -0,5775 -0,5161 -0,3850 -0,2081 -0,0303 0,1110 0,2107 0,2899 0,3710 0,4665 0,5853 0,7291 0,8827 1,0170 1,1078 1,1530 1,1729 1,1978 1,2544 1,3536 1,4833 1,6162 1,7312 1,8285 1,9262 2,0430 2,1864 2,3502 2,5173 2,6677 2,7866 2,8688 2,9193 2,9486 2,9609 2,9460 2,8864 2,7753 2,6224 2,4445 2,2563 2,0712 1,9016 1,7545 1,6252 1,5006 1,3726 1,2523 1,1652 1,1292 1,1418 1,1890 1,2583 1,3463 1,4625 1,6233 1,8348 2,0837 2,3462 2,6009 2,8298 3,0091 3,1077 3,1012 2,9877 2,7854 2,5168 2,2090 1,9062 1,6641 1,5205 1,4779 1,5140 1,6034 1,7263 1,8633 1,9904 2,0793 2,1087 2,0849 2,0443 2,0286 2,0619 2,1485 2,2786 2,4342 2,5891 2,7148 2,7935 2,8249 2,8262 2,8284 2,8609 2,9292 3,0133 3,0887 3,1434 3,1732 3,1706 3,1263 3,0388 2,9164 2,7662 2,5875 2,3791 2,1467 1,8977 1,6394 1,3864 1,1632 0,9986 0,9211 0,9563 1,1182 1,3965 1,7536 2,1389 2,5075 2,8330 3,1068 3,3268 3,4868 3,5754 3,5843 3,5235 3,4269 3,3362 3,2769 3,2465 3,2220 3,1773 3,0933 2,9577 2,7660 2,5226 2,2325 1,8936 1,5104 1,1108 0,7339 0,4028 0,1221 -0,1038 -0,2674 -0,3684 -0,4143 -0,4153 -0,3881 -0,3575 -0,3441 -0,3481 -0,3471 -0,3146 -0,2421 -0,1421 -0,0339 0,0717 0,1771 0,2964 0,4472 0,6387 0,8654 1,1154 1,3840 1,6730 1,9857 2,3260 2,6998 3,1084 3,5422 3,9798 4,3937 4,7561 5,0434 5,2417 5,3529 5,3945 5,3915 5,3627 5,3169 5,2622 5,2156 5,1997 5,2238 5,2635 5,2645 5,1726 4,9605 4,6319 4,2128 3,7409 3,2566 2,7929 2,3710 2,0005 1,6791 1,3936 1,1229 0,8475 0,5605 0,2712 0,0012 -0,2185 -0,3601 -0,4187 -0,4200 -0,4076 -0,4237 -0,4979 -0,6465 -0,8769 -1,1841 -1,5436 -1,9227 -2,2990 -2,6615 -3,0007 -3,3050 -3,5677 -3,7970 -4,0121 -4,2268 -4,4406 -4,6431 -4,8286 -5,0037 -5,1805 -5,3685 -5,5691 -5,7691 -5,9390 -6,0441 -6,0625 -6,0030 -5,9088 -5,8416 -5,8516 -5,9536 -6,1264 -6,3351 -6,5552 -6,7749 -6,9837 -7,1721 -7,3379 -7,4807 -7,5913 -7,6535 -7,6565 -7,5999 -7,4913 -7,3456 -7,1839 -7,0287 -6,9006 -6,8149 -6,7727 -6,7559 -6,7371 -6,7000 -6,6472 -6,5891 -6,5297 -6,4662 -6,3947 -6,3116 -6,2123 -6,0949 -5,9639 -5,8286
