Fp1   0,2075 -0,2399 -0,7003 -1,1237 -1,4356 -1,5746 -1,5232 -1,3155 -1,0280 -0,7635 -0,6174 -0,6326 -0,7800 -0,9912 -1,2194 -1,4723 -1,7779 -2,1246 -2,4465 -2,6662 -2,7442 -2,6884 -2,5289 -2,2932 -1,9904 -1,6026 -1,0911 -0,4171 0,4333 1,4380 2,5380 3,6358 4,6010 5,2926 5,5933 5,4513 4,9075 4,0818 3,1341 2,2277 1,4919 0,9850 0,6729 0,4440 0,1636 -0,2592 -0,8387 -1,5142 -2,1778 -2,7214 -3,0734 -3,2042 -3,1218 -2,8746 -2,5373 -2,1882 -1,9018 -1,7391 -1,7224 -1,8287 -2,0104 -2,2062 -2,3451 -2,3700 -2,2627 -2,0424 -1,7417 -1,3853 -0,9924 -0,5969 -0,2531 -0,0055 0,1382 0,1927 0,1548 -0,0063 -0,3179 -0,7664 -1,2896 -1,7878 -2,1444 -2,2665 -2,1315 -1,7965 -1,3615 -0,9240 -0,5573 -0,3026 -0,1609 -0,0934 -0,0383 0,0618 0,2366 0,4845 0,7819 1,0841 1,3359 1,5048 1,5951 1,6262 1,6190 1,6063 1,6214 1,6553 1,6372 1,4756 1,1211 0,5994 0,0004 -0,5633 -1,0088 -1,3096 -1,4725 -1,4964 -1,3721 -1,1100 -0,7434 -0,3118 0,1503 0,6181 1,0806 1,5414 2,0157 2,5223 3,0669 3,6250 4,1475 4,5962 4,9772 5,3391 5,7341 6,1744 6,6129 6,9670 7,1722 7,2213 7,1644 7,0837 7,0653 7,1773 7,4595 7,9117 8,4775 9,0549 9,5467 9,9120 10,1650 10,3235 10,3600 10,2050 9,8016 9,1627 8,3812 7,5937 6,9332 6,4952 6,3165 6,3713 6,5846 6,8611 7,1110 7,2672 7,2991 7,2222 7,0965 7,0090 7,0299 7,1657 7,3635 7,5588 7,7065 7,7714 7,7217 7,5558 7,3227 7,1068 6,9951 7,0471 7,2714 7,6216 8,0186 8,3729 8,6010 8,6429 8,4796 8,1356 7,6674 7,1440 6,6279 6,1657 5,7962 5,5540 5,4578 5,4923 5,5941 5,6623 5,6053 5,3874 5,0286 4,5767 4,0872 3,6094 3,1733 2,7849 2,4321 2,1017 1,8048 1,5933 1,5335 1,6568 1,9415 2,3360 2,7881 3,2583 3,7201 4,1548 4,5439 4,8600 5,0717 5,1647 5,1590 5,1062 5,0650 5,0662 5,0927 5,0997 5,0522 4,9411 4,7681 4,5315 4,2254 3,8480 3,4078 2,9196 2,3996 1,8731 1,3805 0,9591 0,6195 0,3467 0,1088 -0,1444 -0,4708 -0,9044 -1,4415 -2,0619 -2,7418 -3,4390 -4,0793 -4,5721 -4,8332 -4,8040 -4,4760 -3,9021 -3,1718 -2,3865 -1,6562 -1,0879 -0,7452 -0,6101 -0,5897 -0,5730 -0,4918 -0,3340 -0,1093 0,1775 0,5194 0,8943 1,2597 1,5526 1,7030 1,6643 1,4438 1,0949 0,6746 0,2250 -0,2120 -0,5833 -0,8289 -0,8982 -0,7734 -0,4874 -0,1255 0,1967 0,3755 0,3568 0,1492 -0,1814 -0,5353 -0,8116 -0,9319 -0,8514 -0,5663 -0,1139 0,4328 0,9886 1,4941 1,9345 2,3189 2,6431 2,8794 3,0077 3,0490 3,0533 3,0602 3,0675 3,0189 2,8224 2,4104 1,7905 1,0391 0,2589 -0,4498 -0,9915 -1,2784 -1,2540 -0,9209 -0,3482 0,3533 1,0654 1,6891 2,1623 2,4679 2,6372 2,7476 2,9032 3,1897 3,6355 4,2070 4,8321 5,4259 5,9177 6,2826 6,5501 6,7683 6,9456 7,0283 6,9439 6,6659 6,2372 5,7434 5,2716 4,8756 4,5516 4,2431 3,8716 3,3756 2,7459 2,0438 1,3911 0,9303 0,7798 0,9997 1,5792 2,4342 3,4164 4,3550 5,1237 5,6964 6,1493 6,5991 7,1117 7,6538 8,1145 8,3663 8,3220 7,9541 7,2801 6,3567 5,2856 4,2017 3,2305 2,4455 1,8574 1,4306 1,1077 0,8422 0,6210 0,4563 0,3640 0,3489 0,3866 0,4069 0,3204 0,0830 -0,2654 -0,6320 -0,9323 -1,1261 -1,2180 -1,2308 -1,1730 -1,0323 -0,7950 -0,4646 -0,0607 0,3930 0,8797 1,3955 1,9449 2,5319 3,1542 3,7969 4,4252 4,9839 5,4029 5,6167 5,6007 5,3966 5,0915 4,7759 4,5125 4,3196 4,1780 4,0648 3,9876 3,9833 4,0859 4,2920 4,5510 4,7825 4,9156 4,9145 4,7666 4,4607 3,9957 3,4126 2,7944 2,2244 1,7495 1,3742 1,0730 0,8152 0,5898 0,4127 0,3135 0,3212 0,4593 0,7477 1,1911 1,7512 2,3407 2,8634 3,2565 3,4946 3,5760 3,5096 3,3023 2,9596 2,5059 2,0047 1,5463 1,2050 1,0117 0,9681 1,0710 1,3158 1,6800 2,1200 2,5949 3,0858 3,5750 4,0147 4,3358 4,4878 4,4550 4,2448 3,8769 3,3842 2,8159 2,2355 1,7071 1,2695 0,9217 0,6336 0,3708 0,1085 -0,1727 -0,4848 -0,8159 -1,1250 -1,3704 -1,5430 -1,6702 -1,8010 -1,9875 -2,2552 -2,5761 -2,8801 -3,0988 -3,1877 -3,1139 -2,8535 -2,4232 -1,9067 -1,4309 -1,1062 -0,9846 -1,0493 -1,2298 -1,4337 -1,5683 -1,5461 -1,3007 -0,8111 -0,1094 0,7274 1,6006 2,4217 3,1268 3,6782 4,0672 4,3106 4,4483 4,5457 4,6741 4,8754 5,1539 5,4922 5,8672 6,2613 6,6653 7,0675 7,4389 7,7240 7,8468 7,7382 7,3771 6,8043 6,0968 5,3315 4,5607 3,8125 3,1061 2,4582 1,8769 1,3643 0,9301 0,5955 0,3799 0,2926 0,3473 0,5775 1,0170 1,6607 2,4470 3,2676 3,9933 4,5035 4,7173 4,6187 4,2603 3,7453 3,1957 2,7186 2,3817 2,1994 2,1366 2,1406 2,1758 2,2299 2,2925 2,3330 2,2982 2,1211 1,7401 1,1327 0,3442 -0,5179 -1,3190 -1,9424 -2,3166 -2,4180 -2,2605 -1,8883 -1,3744 -0,8116 -0,2888 0,1353 0,4406 0,6294 0,7033 0,6604 0,5161 0,3192 0,1445 0,0672 0,1360 0,3637 0,7395 1,2408 1,8306 2,4608 3,0857 3,6700 4,1844 4,5949 4,8566 4,9233 4,7733
Fz    -0,8661 -1,3868 -1,8749 -2,2713 -2,5235 -2,5961 -2,4844 -2,2248 -1,8864 -1,5490 -1,2813 -1,1266 -1,0965 -1,1748 -1,3353 -1,5643 -1,8587 -2,2033 -2,5556 -2,8560 -3,0458 -3,0767 -2,9123 -2,5342 -1,9474 -1,1814 -0,2874 0,6684 1,6182 2,5040 3,2803 3,9105 4,3643 4,6140 4,6401 4,4484 4,0777 3,5863 3,0372 2,4932 2,0080 1,6133 1,3129 1,0858 0,8977 0,7170 0,5260 0,3196 0,1011 -0,1230 -0,3446 -0,5516 -0,7308 -0,8760 -0,9895 -1,0816 -1,1762 -1,3103 -1,5159 -1,8069 -2,1801 -2,6145 -3,0697 -3,4961 -3,8506 -4,1066 -4,2526 -4,2848 -4,2055 -4,0309 -3,7940 -3,5318 -3,2676 -3,0163 -2,8024 -2,6601 -2,6113 -2,6507 -2,7490 -2,8632 -2,9441 -2,9481 -2,8559 -2,6847 -2,4851 -2,3202 -2,2367 -2,2474 -2,3361 -2,4739 -2,6256 -2,7495 -2,8035 -2,7568 -2,5997 -2,3465 -2,0276 -1,6766 -1,3228 -0,9860 -0,6725 -0,3811 -0,1208 0,0742 0,1467 0,0359 -0,2980 -0,8615 -1,6246 -2,5298 -3,5108 -4,5068 -5,4548 -6,2777 -6,8892 -7,2116 -7,1934 -6,8204 -6,1172 -5,1346 -3,9347 -2,5845 -1,1580 0,2623 1,5919 2,7557 3,6964 4,3864 4,8461 5,1434 5,3582 5,5392 5,6915 5,8025 5,8710 5,9137 5,9567 6,0278 6,1484 6,3232 6,5444 6,8035 7,0859 7,3605 7,5899 7,7515 7,8408 7,8517 7,7631 7,5498 7,2070 6,7666 6,2923 5,8564 5,5172 5,3055 5,2198 5,2272 5,2745 5,3013 5,2531 5,0900 4,7938 4,3741 3,8719 3,3486 2,8614 2,4409 2,0885 1,7935 1,5494 1,3549 1,2105 1,1286 1,1402 1,2784 1,5538 1,9454 2,3997 2,8384 3,1761 3,3408 3,2888 3,0122 2,5409 1,9297 1,2384 0,5217 -0,1753 -0,8212 -1,3969 -1,8872 -2,2743 -2,5444 -2,7049 -2,7913 -2,8528 -2,9285 -3,0320 -3,1533 -3,2669 -3,3393 -3,3415 -3,2653 -3,1340 -2,9920 -2,8736 -2,7787 -2,6810 -2,5564 -2,4003 -2,2246 -2,0440 -1,8651 -1,6865 -1,5094 -1,3464 -1,2195 -1,1491 -1,1406 -1,1759 -1,2117 -1,1921 -1,0730 -0,8375 -0,4914 -0,0538 0,4396 0,9309 1,3513 1,6433 1,7793 1,7669 1,6396 1,4348 1,1785 0,8857 0,5650 0,2117 -0,2008 -0,7149 -1,3674 -2,1671 -3,0873 -4,0796 -5,0951 -6,0914 -7,0216 -7,8327 -8,4819 -8,9525 -9,2513 -9,3958 -9,4045 -9,2931 -9,0790 -8,7923 -8,4747 -8,1607 -7,8582 -7,5414 -7,1652 -6,6929 -6,1132 -5,4349 -4,6814 -3,8962 -3,1437 -2,4964 -2,0207 -1,7656 -1,7504 -1,9514 -2,3087 -2,7518 -3,2157 -3,6421 -3,9816 -4,2016 -4,2895 -4,2525 -4,1188 -3,9346 -3,7445 -3,5702 -3,4103 -3,2558 -3,0957 -2,9140 -2,6925 -2,4185 -2,0845 -1,6838 -1,2180 -0,7084 -0,1943 0,2810 0,6798 0,9707 1,1298 1,1462 1,0290 0,8054 0,5072 0,1550 -0,2548 -0,7504 -1,3613 -2,0814 -2,8494 -3,5679 -4,1462 -4,5252 -4,6747 -4,5863 -4,2786 -3,8053 -3,2475 -2,6907 -2,2014 -1,8164 -1,5399 -1,3461 -1,1868 -1,0041 -0,7506 -0,4112 -0,0101 0,4043 0,7814 1,0792 1,2692 1,3513 1,3691 1,3969 1,4961 1,6781 1,9034 2,1085 2,2376 2,2616 2,1841 2,0279 1,8109 1,5397 1,2188 0,8564 0,4612 0,0402 -0,3957 -0,8202 -1,1847 -1,4270 -1,4925 -1,3630 -1,0760 -0,7126 -0,3573 -0,0555 0,2069 0,4900 0,8520 1,3001 1,7782 2,1978 2,4805 2,5817 2,4883 2,2108 1,7783 1,2380 0,6532 0,0962 -0,3645 -0,6824 -0,8458 -0,8763 -0,8171 -0,7222 -0,6421 -0,6120 -0,6562 -0,7979 -1,0555 -1,4251 -1,8683 -2,3171 -2,6940 -2,9386 -3,0244 -2,9564 -2,7550 -2,4480 -2,0720 -1,6677 -1,2726 -0,9178 -0,6245 -0,3982 -0,2331 -0,1195 -0,0478 -0,0061 0,0198 0,0427 0,0657 0,0749 0,0477 -0,0257 -0,1314 -0,2382 -0,3138 -0,3373 -0,3039 -0,2170 -0,0803 0,1017 0,3162 0,5369 0,7269 0,8511 0,8932 0,8617 0,7760 0,6416 0,4458 0,1768 -0,1598 -0,5451 -0,9595 -1,3915 -1,8380 -2,2960 -2,7508 -3,1715 -3,5151 -3,7338 -3,7838 -3,6361 -3,2871 -2,7674 -2,1387 -1,4753 -0,8430 -0,2943 0,1257 0,3760 0,4276 0,2799 -0,0295 -0,4311 -0,8465 -1,2127 -1,4884 -1,6459 -1,6656 -1,5383 -1,2708 -0,8867 -0,4158 0,1179 0,6931 1,2778 1,8265 2,2910 2,6289 2,8047 2,7982 2,6166 2,2951 1,8852 1,4403 1,0030 0,6011 0,2518 -0,0329 -0,2563 -0,4510 -0,6727 -0,9777 -1,4069 -1,9813 -2,7011 -3,5455 -4,4768 -5,4452 -6,3893 -7,2373 -7,9213 -8,4022 -8,6761 -8,7562 -8,6578 -8,4035 -8,0337 -7,6053 -7,1797 -6,8106 -6,5344 -6,3654 -6,2984 -6,3107 -6,3589 -6,3854 -6,3401 -6,2023 -5,9899 -5,7468 -5,5122 -5,2999 -5,0925 -4,8469 -4,5098 -4,0421 -3,4365 -2,7184 -1,9395 -1,1651 -0,4620 0,1131 0,5201 0,7372 0,7640 0,6277 0,3803 0,0775 -0,2432 -0,5641 -0,8771 -1,1786 -1,4734 -1,7734 -2,0878 -2,4162 -2,7579 -3,1185 -3,5022 -3,8988 -4,2784 -4,5970 -4,8053 -4,8531 -4,6928 -4,2954 -3,6736 -2,8950 -2,0656 -1,2966 -0,6781 -0,2642 -0,0681 -0,0642 -0,1979 -0,4001 -0,6025 -0,7524 -0,8242 -0,8234 -0,7756 -0,7099 -0,6464 -0,5941 -0,5556 -0,5384 -0,5698 -0,6981 -0,9731 -1,4163 -2,0034 -2,6726 -3,3459 -3,9493 -4,4302 -4,7693 -4,9753 -5,0665 -5,0568 -4,9550 -4,7740 -4,5382 -4,2865 -4,0690 -3,9345 -3,9092 -3,9796 -4,0963 -4,1921 -4,2009 -4,0707 -3,7727 -3,3063 -2,6978 -1,9889 -1,2234 -0,4429 0,3082 0,9750 1,4864 1,7634 1,7469
F3    -0,8967 -1,6970 -2,4879 -3,1890 -3,7270 -4,0463 -4,1480 -4,1039 -3,9986 -3,8571 -3,6405 -3,2954 -2,7914 -2,1443 -1,4361 -0,8060 -0,3978 -0,2986 -0,5124 -0,9677 -1,5331 -2,0359 -2,3009 -2,2052 -1,7183 -0,8988 0,1420 1,2776 2,3861 3,3641 4,1423 4,6966 5,0388 5,1849 5,1394 4,9108 4,5235 4,0138 3,4222 2,7880 2,1424 1,5125 0,9436 0,5084 0,2766 0,2639 0,4111 0,6075 0,7339 0,7039 0,4940 0,1499 -0,2376 -0,5752 -0,8066 -0,9280 -0,9863 -1,0669 -1,2651 -1,6465 -2,2141 -2,9061 -3,6266 -4,2783 -4,7769 -5,0617 -5,1087 -4,9313 -4,5696 -4,0845 -3,5560 -3,0673 -2,6840 -2,4504 -2,3927 -2,5052 -2,7338 -2,9952 -3,2185 -3,3686 -3,4392 -3,4370 -3,3745 -3,2753 -3,1701 -3,0706 -2,9495 -2,7672 -2,5291 -2,3014 -2,1594 -2,1262 -2,1573 -2,1740 -2,1153 -1,9755 -1,7996 -1,6457 -1,5429 -1,4647 -1,3469 -1,1456 -0,8755 -0,5915 -0,3550 -0,2170 -0,2154 -0,3807 -0,7469 -1,3485 -2,1949 -3,2413 -4,3815 -5,4666 -6,3356 -6,8463 -6,9048 -6,4810 -5,6056 -4,3552 -2,8400 -1,1911 0,4514 1,9472 3,1708 4,0455 4,5664 4,7913 4,8177 4,7582 4,7073 4,7117 4,7723 4,8737 5,0023 5,1469 5,3058 5,4978 5,7485 6,0704 6,4649 6,9305 7,4451 7,9436 8,3285 8,5139 8,4607 8,1814 7,7309 7,1863 6,6216 6,0947 5,6432 5,2778 4,9838 4,7389 4,5358 4,3911 4,3272 4,3418 4,3919 4,4046 4,3053 4,0481 3,6345 3,1136 2,5687 2,0959 1,7753 1,6468 1,7007 1,8849 2,1315 2,3961 2,6790 3,0116 3,4263 3,9283 4,4661 4,9206 5,1415 5,0174 4,5293 3,7570 2,8405 1,9232 1,1171 0,5016 0,1317 0,0206 0,1108 0,2897 0,4592 0,5890 0,6967 0,7923 0,8503 0,8238 0,6760 0,3976 0,0105 -0,4359 -0,8784 -1,2633 -1,5667 -1,7980 -1,9759 -2,1024 -2,1657 -2,1590 -2,0957 -2,0098 -1,9382 -1,8916 -1,8420 -1,7408 -1,5554 -1,2936 -1,0028 -0,7452 -0,5603 -0,4415 -0,3443 -0,2114 -0,0002 0,3011 0,6666 1,0446 1,3801 1,6346 1,7991 1,8929 1,9410 1,9466 1,8830 1,7130 1,4192 1,0150 0,5216 -0,0639 -0,7725 -1,6357 -2,6547 -3,7921 -4,9766 -6,1139 -7,1090 -7,8925 -8,4339 -8,7440 -8,8742 -8,8995 -8,8854 -8,8607 -8,8109 -8,6904 -8,4506 -8,0680 -7,5539 -6,9419 -6,2583 -5,5086 -4,6942 -3,8356 -2,9752 -2,1675 -1,4739 -0,9527 -0,6398 -0,5378 -0,6243 -0,8631 -1,2115 -1,6308 -2,0938 -2,5770 -3,0435 -3,4417 -3,7222 -3,8581 -3,8491 -3,7130 -3,4759 -3,1680 -2,8263 -2,4939 -2,2085 -1,9885 -1,8306 -1,7233 -1,6580 -1,6214 -1,5910 -1,5390 -1,4334 -1,2428 -0,9632 -0,6411 -0,3460 -0,1112 0,0911 0,3092 0,5554 0,7801 0,8889 0,7865 0,4270 -0,1567 -0,8618 -1,5497 -2,0916 -2,4086 -2,4823 -2,3348 -2,0111 -1,5830 -1,1464 -0,7899 -0,5587 -0,4503 -0,4313 -0,4504 -0,4461 -0,3620 -0,1640 0,1510 0,5592 1,0162 1,4658 1,8538 2,1399 2,3063 2,3625 2,3365 2,2613 2,1691 2,0846 2,0134 1,9511 1,9082 1,9198 2,0274 2,2486 2,5589 2,8941 3,1697 3,3051 3,2465 2,9820 2,5435 1,9972 1,4330 0,9492 0,6274 0,5046 0,5615 0,7351 0,9484 1,1463 1,3298 1,5630 1,9297 2,4617 3,0971 3,7072 4,1693 4,4216 4,4650 4,3250 4,0161 3,5421 2,9246 2,2207 1,5095 0,8665 0,3525 0,0120 -0,1408 -0,1408 -0,0675 -0,0094 -0,0295 -0,1608 -0,4205 -0,8091 -1,2888 -1,7710 -2,1488 -2,3496 -2,3546 -2,1836 -1,8790 -1,4932 -1,0791 -0,6813 -0,3234 0,0000 0,3073 0,6063 0,8899 1,1526 1,4081 1,6879 2,0194 2,3968 2,7631 3,0207 3,0612 2,8002 2,2176 1,3874 0,4623 -0,3903 -1,0471 -1,4434 -1,5625 -1,4287 -1,0970 -0,6326 -0,0983 0,4458 0,9553 1,4156 1,8266 2,1678 2,3821 2,3973 2,1675 1,6997 1,0523 0,3106 -0,4485 -1,1858 -1,8988 -2,5885 -3,2262 -3,7505 -4,0899 -4,1830 -3,9878 -3,4891 -2,7125 -1,7418 -0,7230 0,1722 0,8092 1,1322 1,1628 0,9794 0,6917 0,4074 0,2033 0,1164 0,1484 0,2695 0,4362 0,6198 0,8119 1,0025 1,1634 1,2551 1,2536 1,1823 1,1139 1,1327 1,2850 1,5513 1,8566 2,1072 2,2275 2,1890 2,0214 1,7922 1,5681 1,3870 1,2464 1,0988 0,8731 0,5163 0,0187 -0,5989 -1,3135 -2,1176 -3,0181 -4,0136 -5,0628 -6,0726 -6,9236 -7,5102 -7,7660 -7,6683 -7,2395 -6,5463 -5,6957 -4,8184 -4,0401 -3,4459 -3,0638 -2,8797 -2,8695 -3,0174 -3,3060 -3,6904 -4,0811 -4,3718 -4,5010 -4,4862 -4,3867 -4,2335 -3,9862 -3,5510 -2,8445 -1,8593 -0,6863 0,5160 1,5818 2,3993 2,9390 3,2341 3,3349 3,2735 3,0562 2,6896 2,2218 1,7541 1,3997 1,2184 1,1810 1,2004 1,1961 1,1356 1,0317 0,9163 0,8075 0,6889 0,5129 0,2269 -0,1958 -0,7359 -1,3253 -1,8574 -2,2169 -2,3214 -2,1454 -1,7167 -1,1070 -0,4228 0,2229 0,7490 1,1210 1,3280 1,3609 1,2178 0,9226 0,5331 0,1322 -0,1898 -0,3644 -0,3774 -0,2774 -0,1453 -0,0496 -0,0171 -0,0365 -0,0917 -0,1911 -0,3656 -0,6452 -1,0365 -1,5093 -2,0011 -2,4368 -2,7533 -2,9215 -2,9584 -2,9161 -2,8489 -2,7881 -2,7458 -2,7334 -2,7681 -2,8604 -2,9966 -3,1340 -3,2146 -3,1853 -3,0141 -2,6942 -2,2421 -1,6995 -1,1209 -0,5497 -0,0057 0,5073 0,9884 1,4341 1,8278 2,1288 2,2800 2,2367
F7    -1,2127 -1,8078 -2,3768 -2,8655 -3,2172 -3,3902 -3,3715 -3,1815 -2,8729 -2,5201 -2,1914 -1,9215 -1,7106 -1,5486 -1,4468 -1,4484 -1,5992 -1,8922 -2,2424 -2,5178 -2,5988 -2,4187 -1,9741 -1,3160 -0,5243 0,3234 1,1693 1,9778 2,7326 3,4300 4,0676 4,6331 5,1017 5,4358 5,5926 5,5420 5,2796 4,8219 4,2011 3,4686 2,6886 1,9158 1,1800 0,4847 -0,1838 -0,8396 -1,4747 -2,0504 -2,5127 -2,8181 -2,9452 -2,8879 -2,6580 -2,2980 -1,8811 -1,4899 -1,1974 -1,0539 -1,0767 -1,2504 -1,5311 -1,8493 -2,1221 -2,2761 -2,2659 -2,0862 -1,7713 -1,3750 -0,9463 -0,5222 -0,1350 0,1863 0,4178 0,5322 0,4862 0,2358 -0,2269 -0,8476 -1,5173 -2,1069 -2,5084 -2,6632 -2,5715 -2,2846 -1,8859 -1,4663 -1,0965 -0,8118 -0,6153 -0,4928 -0,4212 -0,3731 -0,3263 -0,2759 -0,2370 -0,2326 -0,2755 -0,3593 -0,4596 -0,5390 -0,5554 -0,4809 -0,3201 -0,1152 0,0666 0,1560 0,1080 -0,0805 -0,3763 -0,7325 -1,1102 -1,4849 -1,8351 -2,1262 -2,3119 -2,3492 -2,2125 -1,8964 -1,4116 -0,7812 -0,0400 0,7628 1,5654 2,2996 2,9020 3,3239 3,5426 3,5813 3,5255 3,5060 3,6424 3,9804 4,4729 5,0207 5,5319 5,9556 6,2837 6,5413 6,7754 7,0371 7,3612 7,7473 8,1488 8,4855 8,6816 8,6991 8,5380 8,2152 7,7466 7,1470 6,4430 5,6851 4,9441 4,2941 3,7949 3,4831 3,3726 3,4505 3,6722 3,9659 4,2523 4,4668 4,5710 4,5530 4,4262 4,2232 3,9788 3,7165 3,4567 3,2325 3,0865 3,0487 3,1258 3,3117 3,5997 3,9786 4,4195 4,8693 5,2592 5,5260 5,6365 5,5989 5,4557 5,2667 5,0887 4,9558 4,8719 4,8173 4,7635 4,6845 4,5652 4,4099 4,2432 4,0919 3,9536 3,7851 3,5259 3,1376 2,6297 2,0607 1,5139 1,0628 0,7440 0,5474 0,4200 0,2870 0,0981 -0,1360 -0,3554 -0,4997 -0,5387 -0,4688 -0,2965 -0,0250 0,3487 0,8300 1,4136 2,0668 2,7272 3,3253 3,8102 4,1622 4,3885 4,5089 4,5478 4,5371 4,5076 4,4639 4,3690 4,1630 3,8006 3,2766 2,6260 1,9034 1,1553 0,4019 -0,3539 -1,1094 -1,8543 -2,5740 -3,2588 -3,9128 -4,5423 -5,1323 -5,6495 -6,0698 -6,3897 -6,6108 -6,7303 -6,7517 -6,6880 -6,5488 -6,3347 -6,0408 -5,6618 -5,2028 -4,6926 -4,1766 -3,6925 -3,2497 -2,8293 -2,3949 -1,9101 -1,3509 -0,7061 0,0162 0,7702 1,4669 2,0025 2,2944 2,2968 2,0054 1,4635 0,7493 -0,0541 -0,8734 -1,6379 -2,2805 -2,7529 -3,0330 -3,1208 -3,0397 -2,8408 -2,5900 -2,3412 -2,1227 -1,9432 -1,8029 -1,6960 -1,6052 -1,4986 -1,3409 -1,1093 -0,7998 -0,4214 0,0106 0,4736 0,9352 1,3611 1,7266 2,0174 2,2235 2,3373 2,3519 2,2567 2,0396 1,6902 1,2050 0,6053 -0,0470 -0,6606 -1,1454 -1,4375 -1,5103 -1,3721 -1,0575 -0,6181 -0,1138 0,3950 0,8521 1,2097 1,4397 1,5443 1,5582 1,5418 1,5617 1,6611 1,8478 2,1116 2,4413 2,8189 3,2100 3,5716 3,8749 4,1136 4,2866 4,3809 4,3805 4,2900 4,1406 3,9749 3,8228 3,6884 3,5526 3,3862 3,1618 2,8647 2,5061 2,1273 1,7874 1,5493 1,4680 1,5790 1,8884 2,3676 2,9546 3,5709 4,1557 4,6985 5,2410 5,8328 6,4767 7,1117 7,6351 7,9421 7,9694 7,7200 7,2439 6,6008 5,8462 5,0390 4,2385 3,4870 2,7984 2,1595 1,5438 0,9343 0,3349 -0,2381 -0,7610 -1,2017 -1,5331 -1,7624 -1,9380 -2,1164 -2,3204 -2,5299 -2,7019 -2,7915 -2,7678 -2,6238 -2,3732 -2,0359 -1,6276 -1,1588 -0,6420 -0,0964 0,4563 1,0031 1,5444 2,0859 2,6237 3,1376 3,5982 3,9765 4,2401 4,3526 4,2952 4,0934 3,8122 3,5248 3,2826 3,1023 2,9731 2,8809 2,8297 2,8378 2,9160 3,0529 3,2173 3,3704 3,4772 3,5074 3,4278 3,2042 2,8164 2,2741 1,6175 0,9017 0,1793 -0,5091 -1,1376 -1,6864 -2,1270 -2,4243 -2,5531 -2,5009 -2,2607 -1,8339 -1,2456 -0,5561 0,1499 0,7928 1,3174 1,6939 1,9147 1,9869 1,9230 1,7424 1,4774 1,1706 0,8656 0,5964 0,3841 0,2442 0,1973 0,2662 0,4539 0,7275 1,0353 1,3362 1,6077 1,8325 1,9926 2,0733 2,0651 1,9607 1,7575 1,4657 1,1132 0,7408 0,3880 0,0794 -0,1759 -0,3767 -0,5240 -0,6268 -0,7157 -0,8431 -1,0583 -1,3836 -1,8151 -2,3357 -2,9221 -3,5472 -4,1838 -4,7992 -5,3474 -5,7732 -6,0280 -6,0818 -5,9279 -5,5833 -5,0923 -4,5258 -3,9651 -3,4765 -3,0952 -2,8270 -2,6584 -2,5612 -2,4870 -2,3719 -2,1645 -1,8480 -1,4366 -0,9604 -0,4550 0,0477 0,5276 0,9830 1,4285 1,8809 2,3479 2,8350 3,3524 3,9044 4,4797 5,0513 5,5830 6,0379 6,3841 6,5986 6,6753 6,6226 6,4473 6,1422 5,6940 5,1049 4,4105 3,6738 2,9588 2,3064 1,7303 1,2228 0,7673 0,3608 0,0288 -0,1826 -0,2318 -0,1040 0,1862 0,6071 1,1204 1,6824 2,2407 2,7330 3,1004 3,3054 3,3359 3,1955 2,9002 2,4829 1,9935 1,4888 1,0172 0,6099 0,2800 0,0314 -0,1324 -0,2084 -0,2024 -0,1353 -0,0446 0,0170 -0,0090 -0,1647 -0,4534 -0,8314 -1,2238 -1,5525 -1,7558 -1,7983 -1,6790 -1,4334 -1,1167 -0,7771 -0,4416 -0,1205 0,1822 0,4537 0,6660 0,7883 0,8076 0,7396 0,6275 0,5292 0,4960 0,5500 0,6796 0,8572 1,0626 1,2930 1,5584 1,8672 2,2112 2,5524 2,8247 2,9565 2,9001
