Fp1   -2,2497 -1,8483 -1,4189 -1,0834 -0,9684 -1,1481 -1,6035 -2,2228 -2,8302 -3,2339 -3,2781 -2,8948 -2,1541 -1,2593 -0,4423 0,1597 0,5335 0,7356 0,8323 0,8600 0,7970 0,5803 0,1880 -0,2914 -0,6823 -0,8142 -0,6051 -0,0978 0,5544 1,1411 1,4769 1,4844 1,2248 0,8470 0,4979 0,2623 0,1544 0,1456 0,2084 0,3526 0,6071 0,9693 1,3929 1,8162 2,1811 2,4372 2,5402 2,4463 2,1218 1,5779 0,9003 0,2340 -0,2709 -0,5049 -0,4208 -0,0460 0,5055 1,0548 1,4233 1,5120 1,3341 0,9748 0,5261 0,0603 -0,3520 -0,6274 -0,6908 -0,5296 -0,2401 -0,0036 0,0146 -0,2339 -0,6459 -1,0038 -1,0770 -0,7416 -0,0536 0,7665 1,4285 1,6943 1,4579 0,7589 -0,2608 -1,4131 -2,5010 -3,3502 -3,8448 -3,9466 -3,6944 -3,1799 -2,4917 -1,6803 -0,7923 0,0700 0,7410 1,0541 0,9110 0,3050 -0,6853 -1,8954 -3,0810 -3,9591 -4,2890 -3,9541 -3,0144 -1,7055 -0,3619 0,7107 1,3354 1,4797 1,2087 0,6313 -0,1274 -0,9402 -1,6925 -2,2879 -2,6528 -2,7527 -2,6067 -2,2763 -1,8075 -1,1640 -0,2282 1,1179 2,8962 4,9838 7,1259 9,0000 10,3208 10,9578 10,9754 10,5604 9,9159 9,2025 8,5268 7,9605 7,5817 7,4844 7,7302 8,2965 9,0840 9,9701 10,8437 11,5935 12,0990 12,2603 12,0429 11,4853 10,6622 9,6513 8,5504 7,5235 6,7846 6,4936 6,6603 7,1499 7,7509 8,2467 8,4992 8,5245 8,4703 8,4964 8,6746 8,9845 9,3659 9,7536 10,0816 10,3005 10,4120 10,4690 10,5213 10,5700 10,5567 10,3723 9,9041 9,1210 8,1213 7,0823 6,1518 5,3767 4,7272 4,1834 3,7911 3,6367 3,7789 4,2089 4,8739 5,7086 6,6188 7,4597 8,0770 8,3797 8,3679 8,0921 7,5958 6,9039 6,0528 5,1151 4,2007 3,4440 2,9750 2,8727 3,1271 3,6460 4,3053 5,0017 5,6696 6,2620 6,7190 6,9566 6,8929 6,4899 5,7853 4,8991 4,0084 3,2999 2,9233 2,9443 3,3232 3,9550 4,7229 5,4962 6,1088 6,3915 6,2546 5,7542 5,0884 4,5120 4,2083 4,1953 4,3444 4,4971 4,5686 4,5542 4,4790 4,3659 4,2413 4,1406 4,0873 4,0767 4,0986 4,1607 4,2826 4,4742 4,7183 4,9642 5,1399 5,1810 5,0756 4,9002 4,7831 4,8109 4,9619 5,1148 5,1239 4,9107 4,5033 4,0042 3,5407 3,2358 3,1858 3,4279 3,9135 4,5132 5,0667 5,4565 5,6583 5,7337 5,7619 5,7707 5,7346 5,6066 5,3240 4,8209 4,0965 3,2663 2,5084 1,9501 1,6088 1,4291 1,3607 1,3984 1,5674 1,8796 2,2933 2,7032 2,9768 3,0199 2,8279 2,4750 2,0408 1,5624 1,0654 0,6133 0,2988 0,1955 0,3222 0,6434 1,1112 1,7056 2,4187 3,1832 3,8300 4,1384 3,9473 3,2419 2,1638 0,9439 -0,1923 -1,1019 -1,7552 -2,1985 -2,4737 -2,5763 -2,4823 -2,1789 -1,6605 -0,9398 -0,0963 0,6997 1,2356 1,3521 1,0222 0,3629 -0,4338 -1,2101 -1,9012 -2,5117 -3,0510 -3,4804 -3,7108 -3,6531 -3,2663 -2,5728 -1,6499 -0,6069 0,4420 1,3963 2,1852 2,7858 3,2144 3,4844 3,5637 3,3563 2,7362 1,6545 0,2421 -1,2153 -2,4115 -3,1411 -3,3385 -3,0417 -2,3343 -1,3276 -0,1874 0,8650 1,6263 1,9960 1,9950 1,7328 1,3617 1,0260 0,8284 0,8288 1,0486 1,4611 1,9909 2,5416 3,0365 3,4208 3,6330 3,6165 3,3787 3,0172 2,6744 2,4693 2,4512 2,6006 2,8713 3,2339 3,6717 4,1396 4,5376 4,7344 4,6323 4,2276 3,6215 2,9714 2,4060 1,9648 1,6116 1,3018 1,0403 0,8940 0,9515 1,2551 1,7561 2,3244 2,8011 3,0605 3,0469 2,7712 2,2843 1,6525 0,9554 0,2873 -0,2587 -0,6082 -0,7000 -0,4791 0,0825 0,9507 2,0030 3,0453 3,8889 4,4234 4,6071 4,4299 3,9295 3,2211 2,4662 1,7980 1,2724 0,8799 0,5990 0,4471 0,4816 0,7453 1,2184 1,8208 2,4372 2,9324 3,1642 3,0325 2,5500 1,8724 1,2351 0,8299 0,7235 0,8748 1,1936 1,5726 1,9134 2,1781 2,4125 2,7004 3,0909 3,5514 3,9590 4,1409 3,9556 3,3500 2,3576 1,0897 -0,2588 -1,4394 -2,2306 -2,5016 -2,2207 -1,4412 -0,2973 1,0084 2,2554 3,2725 3,9621 4,2798 4,2298 3,8797 3,3482 2,7548 2,1662 1,5847 0,9884 0,3669 -0,2804 -0,9389 -1,5512 -2,0226 -2,2617 -2,2069 -1,8393 -1,2046 -0,4290 0,3072 0,8294 1,0177 0,8289 0,3076 -0,4314 -1,2413 -1,9552 -2,4067 -2,5002 -2,2557 -1,7677 -1,1268 -0,3777 0,4712 1,4085 2,3771 3,2618 3,9318 4,2880 4,2804 3,9362 3,3930 2,8706 2,5709 2,5915 2,9118 3,4325 4,0291 4,6052 5,1162 5,5382 5,8301 5,9377 5,8208 5,4716 4,9416 4,3655 3,9251 3,7566 3,8908 4,2623 4,7507 5,2305 5,6054 5,8190 5,8647 5,7906 5,6626 5,5027 5,2719 4,9215 4,4442 3,8685 3,2444 2,6504 2,1710 1,8296 1,5675 1,3028 0,9974 0,6791 0,4312 0,3644 0,5546 0,9781 1,5169 2,0331 2,4203 2,5885 2,4449 1,9301 1,0774 0,0345 -0,9898 -1,8297 -2,4397 -2,8882 -3,2759 -3,6469 -3,9777 -4,2318 -4,3926 -4,4436 -4,3444 -4,0470 -3,5482 -2,9232 -2,3073 -1,8521 -1,6790 -1,8502 -2,3606 -3,1340 -4,0217 -4,8308 -5,3757 -5,5196 -5,2031 -4,4711 -3,4684 -2,3866 -1,3988 -0,6209 -0,0999 0,1755 0,2411 0,1183 -0,1955 -0,6890 -1,2947 -1,8962 -2,3688 -2,5934 -2,4628 -1,9366 -1,1063
Fz    -1,3192 -1,5606 -1,7264 -1,8313 -1,8936 -1,9166 -1,8948 -1,8277 -1,7263 -1,6085 -1,4853 -1,3500 -1,1846 -0,9791 -0,7427 -0,5040 -0,3098 -0,2080 -0,2178 -0,3186 -0,4738 -0,6578 -0,8500 -1,0144 -1,1027 -1,0784 -0,9339 -0,6912 -0,3923 -0,0837 0,2009 0,4512 0,6781 0,8945 1,0959 1,2677 1,4056 1,5164 1,6042 1,6732 1,7347 1,8035 1,8930 2,0093 2,1398 2,2597 2,3479 2,3840 2,3383 2,1850 1,9353 1,6497 1,4098 1,2880 1,3372 1,5853 2,0161 2,5542 3,0865 3,5083 3,7510 3,7808 3,5958 3,2404 2,8101 2,4230 2,1766 2,1179 2,2317 2,4529 2,6980 2,8906 2,9787 2,9570 2,8745 2,8062 2,8036 2,8509 2,8672 2,7567 2,4662 2,0069 1,4362 0,8320 0,2784 -0,1530 -0,4238 -0,5303 -0,4931 -0,3501 -0,1439 0,1007 0,3819 0,6967 1,0194 1,3105 1,5278 1,6251 1,5614 1,3292 0,9734 0,5837 0,2728 0,1460 0,2563 0,5699 0,9863 1,3980 1,7306 1,9458 2,0331 1,9933 1,8268 1,5420 1,1673 0,7480 0,3378 -0,0037 -0,2115 -0,2230 0,0104 0,5156 1,2914 2,3061 3,4988 4,7938 6,1236 7,4321 8,6584 9,7382 10,6234 11,2957 11,7734 12,1086 12,3597 12,5681 12,7654 12,9788 13,2118 13,4274 13,5637 13,5748 13,4586 13,2443 12,9637 12,6416 12,3013 11,9642 11,6491 11,3854 11,2202 11,2020 11,3536 11,6522 12,0355 12,4290 12,7653 12,9882 13,0704 13,0379 12,9590 12,9051 12,9269 13,0491 13,2679 13,5444 13,7977 13,9189 13,8179 13,4653 12,8883 12,1473 11,3191 10,4766 9,6692 8,9294 8,2956 7,8200 7,5468 7,4797 7,5794 7,7949 8,0878 8,4274 8,7772 9,0941 9,3383 9,4780 9,4800 9,3098 8,9588 8,4767 7,9678 7,5359 7,2315 7,0537 6,9768 6,9634 6,9776 7,0019 7,0416 7,1096 7,2080 7,3209 7,4204 7,4757 7,4615 7,3639 7,1749 6,8823 6,4806 5,9951 5,4903 5,0501 4,7405 4,5841 4,5662 4,6520 4,7978 4,9644 5,1242 5,2510 5,3074 5,2544 5,0821 4,8318 4,5858 4,4306 4,4078 4,4802 4,5486 4,5212 4,3821 4,1942 4,0379 3,9538 3,9369 3,9626 4,0043 4,0323 4,0136 3,9297 3,7982 3,6578 3,5237 3,3738 3,1812 2,9380 2,6590 2,3856 2,1767 2,0804 2,1127 2,2573 2,4872 2,7858 3,1399 3,5274 3,9254 4,3230 4,7197 5,1139 5,4945 5,8359 6,1006 6,2443 6,2242 6,0214 5,6642 5,2290 4,8154 4,5053 4,3217 4,2247 4,1552 4,0848 4,0249 3,9985 4,0060 4,0232 4,0351 4,0518 4,0870 4,1371 4,1797 4,1845 4,1268 3,9916 3,7797 3,5175 3,2465 3,0035 2,8149 2,7006 2,6738 2,7407 2,8953 3,1084 3,3431 3,5901 3,8648 4,1629 4,4374 4,6122 4,6101 4,3838 3,9439 3,3595 2,7271 2,1315 1,6226 1,2129 0,8892 0,6297 0,4061 0,1842 -0,0617 -0,3416 -0,6590 -1,0179 -1,4172 -1,8391 -2,2408 -2,5639 -2,7654 -2,8412 -2,8154 -2,7143 -2,5567 -2,3518 -2,1047 -1,8293 -1,5499 -1,2878 -1,0566 -0,8725 -0,7590 -0,7343 -0,8009 -0,9462 -1,1502 -1,3891 -1,6346 -1,8627 -2,0650 -2,2324 -2,3314 -2,3211 -2,1953 -1,9912 -1,7587 -1,5267 -1,2924 -1,0323 -0,7265 -0,3807 -0,0207 0,3348 0,6906 1,0677 1,4796 1,9148 2,3389 2,7133 3,0106 3,2183 3,3329 3,3629 3,3376 3,2969 3,2626 3,2295 3,1867 3,1418 3,1301 3,2009 3,3813 3,6503 3,9540 4,2420 4,4848 4,6682 4,7818 4,8207 4,7983 4,7428 4,6703 4,5611 4,3681 4,0484 3,5898 3,0203 2,4093 1,8566 1,4544 1,2415 1,1877 1,2186 1,2525 1,2311 1,1337 0,9712 0,7697 0,5562 0,3604 0,2225 0,1807 0,2464 0,3980 0,5967 0,8079 1,0186 1,2349 1,4601 1,6829 1,8826 2,0279 2,0799 2,0106 1,8180 1,5262 1,1785 0,8316 0,5385 0,3293 0,2094 0,1716 0,2034 0,2952 0,4438 0,6396 0,8546 1,0516 1,2036 1,3056 1,3803 1,4702 1,6066 1,7877 1,9896 2,1869 2,3513 2,4496 2,4621 2,4030 2,3185 2,2680 2,2937 2,3840 2,4674 2,4569 2,3021 2,0037 1,5985 1,1457 0,7150 0,3710 0,1645 0,1276 0,2604 0,5224 0,8471 1,1707 1,4454 1,6396 1,7370 1,7464 1,7053 1,6617 1,6417 1,6290 1,5814 1,4765 1,3303 1,1674 0,9957 0,8169 0,6332 0,4457 0,2633 0,1062 -0,0070 -0,0767 -0,1232 -0,1746 -0,2550 -0,3755 -0,5296 -0,7005 -0,8715 -1,0196 -1,1108 -1,1178 -1,0303 -0,8420 -0,5466 -0,1516 0,3133 0,8076 1,2939 1,7449 2,1483 2,5115 2,8556 3,2101 3,6092 4,0742 4,5845 5,0743 5,4711 5,7358 5,8673 5,8940 5,8705 5,8628 5,9195 6,0536 6,2437 6,4471 6,6168 6,7199 6,7405 6,6737 6,5287 6,3329 6,1231 5,9383 5,8161 5,7898 5,8864 6,1199 6,4735 6,8882 7,2813 7,5859 7,7693 7,8205 7,7437 7,5728 7,3714 7,2021 7,0941 7,0331 6,9711 6,8540 6,6524 6,3777 6,0707 5,7699 5,4986 5,2763 5,1147 4,9915 4,8452 4,6067 4,2435 3,7766 3,2557 2,7178 2,1651 1,5816 0,9704 0,3761 -0,1328 -0,5005 -0,7033 -0,7412 -0,6304 -0,4199 -0,2009 -0,0750 -0,1050 -0,2824 -0,5335 -0,7690 -0,9366 -1,0277 -1,0577 -1,0555 -1,0586 -1,0928 -1,1532 -1,2103 -1,2322 -1,1970 -1,0923 -0,9133 -0,6694 -0,3982 -0,1634 -0,0235 0,0077 -0,0227 -0,0324 0,0434 0,2174 0,4629 0,7476 1,0475 1,3377
F3    -1,3778 -1,8243 -2,2099 -2,5156 -2,7315 -2,8346 -2,7917 -2,5835 -2,2298 -1,7982 -1,3773 -1,0347 -0,7925 -0,6303 -0,5049 -0,3773 -0,2426 -0,1280 -0,0567 -0,0263 -0,0257 -0,0495 -0,0789 -0,0670 0,0312 0,2139 0,4235 0,5843 0,6529 0,6385 0,5860 0,5505 0,5820 0,7026 0,8809 1,0476 1,1528 1,1954 1,2045 1,2167 1,2643 1,3600 1,4942 1,6475 1,7946 1,9058 1,9537 1,9158 1,7717 1,5178 1,2033 0,9314 0,8063 0,8881 1,1900 1,6818 2,2783 2,8424 3,2373 3,3900 3,3033 3,0114 2,5470 1,9580 1,3336 0,7910 0,4446 0,3780 0,6118 1,0866 1,6806 2,2413 2,6232 2,7371 2,5859 2,2581 1,8805 1,5549 1,3140 1,1240 0,9300 0,7080 0,4704 0,2393 0,0275 -0,1712 -0,3784 -0,6012 -0,8117 -0,9608 -1,0040 -0,9090 -0,6587 -0,2762 0,1594 0,5506 0,8320 0,9774 0,9857 0,8822 0,7209 0,5734 0,5113 0,5796 0,7627 0,9756 1,1038 1,0613 0,8270 0,4517 0,0366 -0,3151 -0,5414 -0,6325 -0,6268 -0,5893 -0,5686 -0,5616 -0,5158 -0,3605 -0,0343 0,5035 1,2690 2,2421 3,3505 4,4871 5,5603 6,5199 7,3417 8,0198 8,5629 8,9785 9,2777 9,5044 9,7315 10,0255 10,4267 10,9381 11,5107 12,0422 12,4129 12,5418 12,4164 12,0737 11,5706 10,9797 10,3851 9,8589 9,4476 9,1866 9,1117 9,2470 9,5814 10,0546 10,5699 11,0326 11,3750 11,5536 11,5513 11,3934 11,1406 10,8668 10,6491 10,5611 10,6497 10,9076 11,2572 11,5721 11,7404 11,7071 11,4573 10,9956 10,3520 9,5766 8,7176 7,8217 6,9591 6,2333 5,7471 5,5475 5,6053 5,8449 6,1889 6,5848 6,9983 7,3868 7,6933 7,8607 7,8354 7,5707 7,0638 6,3921 5,6921 5,0895 4,6519 4,3944 4,2988 4,3253 4,4344 4,6052 4,8291 5,0961 5,3883 5,6764 5,9131 6,0424 6,0306 5,8951 5,6900 5,4579 5,2064 4,9324 4,6541 4,4074 4,2101 4,0454 3,8948 3,7689 3,6888 3,6560 3,6524 3,6521 3,6224 3,5305 3,3750 3,2033 3,0794 3,0378 3,0670 3,1110 3,0946 2,9888 2,8609 2,8314 2,9739 3,2620 3,5982 3,8864 4,0789 4,1633 4,1226 3,9300 3,5871 3,1378 2,6330 2,0998 1,5500 0,9954 0,4628 0,0158 -0,2467 -0,2319 0,0958 0,6912 1,4565 2,2842 3,0657 3,6959 4,1061 4,3009 4,3478 4,3267 4,2836 4,2187 4,0989 3,8756 3,5054 2,9809 2,3520 1,7159 1,1856 0,8570 0,7747 0,9126 1,1950 1,5486 1,9352 2,3360 2,7203 3,0453 3,2856 3,4365 3,4832 3,3846 3,0935 2,5988 1,9602 1,2989 0,7457 0,3858 0,2313 0,2367 0,3468 0,5315 0,7816 1,0932 1,4564 1,8409 2,2065 2,5415 2,8663 3,1837 3,4338 3,4977 3,2522 2,6447 1,7332 0,6684 -0,3588 -1,1773 -1,6894 -1,8870 -1,8148 -1,5296 -1,1067 -0,6569 -0,3005 -0,1242 -0,1708 -0,4487 -0,9338 -1,5638 -2,2338 -2,8196 -3,2293 -3,4380 -3,4695 -3,3614 -3,1508 -2,8715 -2,5543 -2,2312 -1,9254 -1,6381 -1,3580 -1,0876 -0,8553 -0,7036 -0,6696 -0,7672 -0,9790 -1,2632 -1,5667 -1,8459 -2,0772 -2,2282 -2,2290 -2,0126 -1,5920 -1,0844 -0,6566 -0,4379 -0,4572 -0,6430 -0,8797 -1,0748 -1,1826 -1,1833 -1,0617 -0,8025 -0,4011 0,1219 0,7182 1,3256 1,8898 2,3704 2,7312 2,9558 3,0741 3,1380 3,1610 3,1050 2,9287 2,6380 2,2988 2,0109 1,8561 1,8535 1,9660 2,1467 2,3754 2,6545 2,9791 3,3240 3,6697 4,0252 4,4034 4,7744 5,0532 5,1358 4,9494 4,4858 3,8097 3,0379 2,2964 1,6759 1,2134 0,8956 0,6774 0,5130 0,3826 0,2943 0,2651 0,3075 0,4391 0,6919 1,0894 1,6116 2,1852 2,7039 3,0727 3,2544 3,2684 3,1490 2,9346 2,6865 2,4652 2,2852 2,1128 1,9051 1,6427 1,3390 1,0348 0,7833 0,6284 0,5933 0,6746 0,8433 1,0707 1,3442 1,6419 1,9095 2,0801 2,1065 1,9819 1,7561 1,5287 1,4006 1,4273 1,6147 1,9249 2,2656 2,5118 2,5736 2,4447 2,1917 1,9149 1,7057 1,6010 1,5679 1,5449 1,4912 1,3927 1,2507 1,0847 0,9273 0,8052 0,7350 0,7297 0,7949 0,9225 1,0966 1,3016 1,5207 1,7236 1,8634 1,8959 1,8094 1,6368 1,4357 1,2503 1,1008 1,0117 1,0155 1,1072 1,2257 1,2959 1,2659 1,1116 0,8412 0,4980 0,1442 -0,1678 -0,4200 -0,6306 -0,8297 -1,0307 -1,2199 -1,3673 -1,4433 -1,4153 -1,2410 -0,8917 -0,3841 0,2123 0,7981 1,2845 1,6243 1,8245 1,9346 2,0199 2,1350 2,3106 2,5567 2,8831 3,3080 3,8320 4,4057 4,9401 5,3572 5,6240 5,7480 5,7671 5,7451 5,7477 5,8127 5,9436 6,1265 6,3465 6,5891 6,8272 7,0079 7,0641 6,9544 6,6901 6,3246 5,9225 5,5296 5,1681 4,8619 4,6542 4,5899 4,6831 4,9157 5,2663 5,7136 6,2071 6,6638 7,0112 7,2209 7,2912 7,2142 6,9706 6,5455 5,9453 5,2067 4,4016 3,6248 2,9579 2,4450 2,1026 1,9329 1,9125 1,9807 2,0627 2,1073 2,0969 2,0252 1,8682 1,5796 1,1210 0,5057 -0,1943 -0,8879 -1,5035 -1,9864 -2,2837 -2,3585 -2,2325 -2,0031 -1,7969 -1,6930 -1,6821 -1,6873 -1,6280 -1,4678 -1,2078 -0,8690 -0,5020 -0,1880 0,0018 0,0491 -0,0229 -0,1829 -0,3937 -0,6025 -0,7476 -0,7782 -0,6807 -0,4837 -0,2241 0,0884 0,4655 0,9000 1,3401 1,7073 1,9433 2,0400 2,0230 1,9125
F7    -1,4832 -1,5184 -1,5386 -1,5623 -1,6057 -1,6699 -1,7384 -1,7834 -1,7813 -1,7315 -1,6541 -1,5639 -1,4518 -1,2928 -1,0670 -0,7780 -0,4606 -0,1586 0,1108 0,3587 0,5843 0,7478 0,8000 0,7301 0,5750 0,3957 0,2532 0,1929 0,2338 0,3679 0,5667 0,7868 0,9735 1,0666 1,0180 0,8255 0,5541 0,3052 0,1593 0,1512 0,2818 0,5324 0,8714 1,2476 1,5866 1,8146 1,8957 1,8362 1,6546 1,3613 0,9813 0,5763 0,2266 0,0043 -0,0377 0,1237 0,4595 0,8830 1,2826 1,5715 1,7094 1,6867 1,5092 1,2122 0,8725 0,5863 0,4293 0,4278 0,5514 0,7371 0,9254 1,0743 1,1616 1,2037 1,2571 1,3811 1,5861 1,8054 1,9154 1,7970 1,3977 0,7538 -0,0413 -0,8810 -1,6584 -2,2736 -2,6543 -2,7656 -2,6135 -2,2455 -1,7288 -1,1173 -0,4474 0,2324 0,8435 1,2974 1,5180 1,4403 1,0249 0,2960 -0,6331 -1,5717 -2,2955 -2,6198 -2,4841 -1,9880 -1,3332 -0,7120 -0,2358 0,0680 0,2216 0,2546 0,1774 -0,0148 -0,3202 -0,7074 -1,1149 -1,4786 -1,7518 -1,8968 -1,8603 -1,5662 -0,9432 0,0306 1,3007 2,7486 4,2257 5,5733 6,6433 7,3432 7,6645 7,6659 7,4453 7,1239 6,8146 6,5923 6,5034 6,5849 6,8519 7,2713 7,7657 8,2563 8,6972 9,0620 9,3141 9,4098 9,3189 9,0314 8,5600 7,9534 7,3071 6,7558 6,4338 6,4121 6,6678 7,1186 7,6665 8,2100 8,6622 8,9916 9,2337 9,4531 9,6924 9,9500 10,1916 10,3769 10,4684 10,4270 10,2230 9,8560 9,3587 8,7886 8,2110 7,6693 7,1660 6,6854 6,2354 5,8622 5,6119 5,4795 5,4062 5,3303 5,2337 5,1390 5,0719 5,0347 5,0179 5,0204 5,0408 5,0627 5,0690 5,0689 5,0940 5,1625 5,2479 5,2873 5,2115 4,9809 4,6220 4,2387 3,9754 3,9473 4,1794 4,5973 5,0794 5,5196 5,8558 6,0638 6,1323 6,0410 5,7722 5,3438 4,8233 4,3065 3,8775 3,5945 3,5054 3,6368 3,9546 4,3691 4,7866 5,1422 5,3923 5,5044 5,4715 5,3322 5,1651 5,0563 5,0551 5,1371 5,2129 5,1975 5,0762 4,8974 4,7114 4,5306 4,3448 4,1586 4,0000 3,8941 3,8430 3,8322 3,8468 3,8731 3,8833 3,8383 3,7176 3,5317 3,3107 3,1003 2,9496 2,8817 2,8770 2,8856 2,8609 2,7895 2,6901 2,5961 2,5441 2,5644 2,6692 2,8495 3,0831 3,3438 3,5999 3,8036 3,8866 3,7852 3,4809 3,0126 2,4627 1,9255 1,4659 1,0997 0,8219 0,6498 0,6214 0,7453 0,9614 1,1686 1,2956 1,3363 1,3176 1,2579 1,1640 1,0507 0,9414 0,8494 0,7732 0,7071 0,6424 0,5674 0,4850 0,4187 0,3932 0,4179 0,4880 0,5867 0,6989 0,8359 1,0256 1,2652 1,4914 1,6004 1,4984 1,1573 0,6430 0,0854 -0,3896 -0,7159 -0,9020 -1,0067 -1,0888 -1,1677 -1,2279 -1,2491 -1,2173 -1,1254 -0,9869 -0,8430 -0,7494 -0,7536 -0,8686 -1,0628 -1,2832 -1,4945 -1,6922 -1,8801 -2,0402 -2,1225 -2,0728 -1,8747 -1,5608 -1,1847 -0,7925 -0,4125 -0,0527 0,2916 0,6204 0,9187 1,1513 1,2688 1,2299 1,0172 0,6390 0,1437 -0,3706 -0,7960 -1,0781 -1,2344 -1,3164 -1,3587 -1,3572 -1,2883 -1,1474 -0,9686 -0,7986 -0,6525 -0,5000 -0,2849 0,0394 0,4758 0,9742 1,4539 1,8367 2,0706 2,1426 2,0859 1,9701 1,8602 1,7677 1,6536 1,4807 1,2579 1,0491 0,9470 1,0165 1,2574 1,6225 2,0584 2,5236 2,9801 3,3802 3,6715 3,8215 3,8317 3,7164 3,4746 3,0907 2,5619 1,9221 1,2490 0,6564 0,2668 0,1563 0,3078 0,6268 0,9960 1,3170 1,5241 1,5889 1,5209 1,3530 1,1215 0,8716 0,6773 0,6162 0,7151 0,9378 1,2147 1,4793 1,6925 1,8457 1,9427 1,9928 2,0085 1,9857 1,8976 1,7280 1,4976 1,2551 1,0485 0,9075 0,8409 0,8441 0,9200 1,0884 1,3635 1,7364 2,1755 2,6221 2,9849 3,1619 3,0844 2,7549 2,2566 1,7227 1,2732 0,9642 0,7894 0,7130 0,6946 0,7079 0,7644 0,9107 1,1896 1,6030 2,0971 2,5620 2,8661 2,9211 2,7176 2,3019 1,7460 1,1427 0,5925 0,1747 -0,0650 -0,1016 0,0728 0,4313 0,9011 1,3775 1,7578 1,9718 1,9998 1,8798 1,6878 1,4962 1,3446 1,2372 1,1590 1,1023 1,0646 1,0179 0,9076 0,6932 0,3693 -0,0355 -0,4534 -0,7890 -0,9631 -0,9566 -0,8205 -0,6505 -0,5419 -0,5452 -0,6443 -0,7805 -0,8986 -0,9621 -0,9509 -0,8664 -0,7264 -0,5465 -0,3297 -0,0660 0,2572 0,6397 1,0563 1,4609 1,8063 2,0623 2,2224 2,3123 2,3957 2,5465 2,7989 3,1300 3,4912 3,8391 4,1344 4,3463 4,4754 4,5479 4,5863 4,5982 4,5871 4,5603 4,5275 4,4998 4,4841 4,4737 4,4519 4,4023 4,3155 4,1964 4,0675 3,9659 3,9385 4,0233 4,2169 4,4554 4,6356 4,6704 4,5253 4,2125 3,7815 3,3287 2,9721 2,7825 2,7479 2,7976 2,8395 2,7950 2,6364 2,4063 2,1899 2,0541 2,0092 2,0201 2,0312 1,9727 1,7693 1,3714 0,7931 0,1221 -0,5205 -1,0493 -1,4587 -1,8026 -2,1260 -2,4152 -2,6195 -2,7059 -2,6734 -2,5247 -2,2563 -1,8937 -1,5187 -1,2437 -1,1556 -1,2748 -1,5520 -1,9068 -2,2755 -2,6153 -2,8834 -3,0419 -3,0761 -2,9858 -2,7666 -2,4237 -1,9964 -1,5499 -1,1447 -0,8151 -0,5726 -0,4312 -0,4259 -0,5981 -0,9523 -1,4249 -1,9013 -2,2730 -2,4796 -2,4961 -2,2985 -1,8690 -1,2387
