Fp1   0,8337 0,6570 0,4189 0,1454 -0,1427 -0,4443 -0,7615 -1,0733 -1,3408 -1,5267 -1,5923 -1,4957 -1,2212 -0,8142 -0,3801 -0,0341 0,1554 0,1776 0,0647 -0,1180 -0,2996 -0,4442 -0,5586 -0,6667 -0,7882 -0,9257 -1,0549 -1,1222 -1,0649 -0,8422 -0,4556 0,0482 0,5955 1,1188 1,5722 1,9176 2,1145 2,1337 1,9808 1,7064 1,3960 1,1333 0,9480 0,7940 0,5911 0,3004 -0,0390 -0,3498 -0,5727 -0,6741 -0,6307 -0,4449 -0,1690 0,1104 0,3129 0,3953 0,3664 0,2779 0,1864 0,1175 0,0637 0,0052 -0,0760 -0,1949 -0,3556 -0,5342 -0,6870 -0,7930 -0,8800 -0,9929 -1,1343 -1,2442 -1,2488 -1,1241 -0,9130 -0,6885 -0,5091 -0,3991 -0,3497 -0,3196 -0,2499 -0,0953 0,1482 0,4465 0,7542 1,0380 1,2846 1,4975 1,6900 1,8786 2,0717 2,2648 2,4514 2,6326 2,8027 2,9216 2,9123 2,6949 2,2365 1,5812 0,8502 0,2147 -0,1616 -0,1914 0,0995 0,5871 1,0969 1,4629 1,5734 1,3923 0,9710 0,4304 -0,1018 -0,5415 -0,8461 -0,9962 -0,9952 -0,8668 -0,6308 -0,2857 0,1735 0,7241 1,3169 1,9056 2,4692 3,0003 3,4731 3,8377 4,0538 4,1157 4,0432 3,8717 3,6582 3,4756 3,3907 3,4419 3,6319 3,9394 4,3363 4,7911 5,2593 5,6872 6,0282 6,2519 6,3491 6,3442 6,2939 6,2461 6,1949 6,0804 5,8396 5,4578 4,9752 4,4671 4,0216 3,6978 3,4861 3,3330 3,2046 3,1070 3,0544 3,0464 3,0724 3,1103 3,1216 3,0661 2,9282 2,7305 2,5236 2,3552 2,2470 2,2080 2,2550 2,4140 2,7038 3,1127 3,5833 4,0258 4,3581 4,5414 4,5820 4,5089 4,3436 4,0839 3,7234 3,2898 2,8557 2,5158 2,3462 2,3561 2,4695 2,5723 2,5878 2,5028 2,3461 2,1560 1,9531 1,7367 1,5120 1,3048 1,1461 1,0524 1,0081 0,9684 0,8912 0,7653 0,6057 0,4420 0,3229 0,3152 0,4705 0,7888 1,2188 1,6834 2,0978 2,3902 2,5343 2,5608 2,5262 2,4717 2,4116 2,3441 2,2526 2,1015 1,8668 1,5785 1,3042 1,0951 0,9710 0,9521 1,0685 1,3324 1,7159 2,1562 2,5710 2,8780 3,0263 3,0189 2,9054 2,7622 2,6635 2,6497 2,7054 2,7583 2,7135 2,5063 2,1313 1,6292 1,0610 0,5048 0,0602 -0,1729 -0,1350 0,1677 0,6585 1,2063 1,6808 2,0184 2,2237 2,3150 2,2888 2,1373 1,8782 1,5589 1,2412 0,9795 0,7901 0,6401 0,4839 0,3086 0,1416 0,0297 0,0264 0,1831 0,5164 0,9675 1,4062 1,6949 1,7615 1,6243 1,3638 1,0744 0,8190 0,6033 0,3931 0,1632 -0,0805 -0,3209 -0,5543 -0,7849 -0,9982 -1,1470 -1,1724 -1,0379 -0,7451 -0,3284 0,1529 0,6237 1,0122 1,2792 1,4311 1,5012 1,5153 1,4795 1,4099 1,3568 1,3737 1,4699 1,6088 1,7401 1,8236 1,8400 1,8022 1,7526 1,7351 1,7730 1,8776 2,0667 2,3630 2,7639 3,2074 3,5879 3,8118 3,8394 3,6915 3,4205 3,0716 2,6777 2,2891 1,9840 1,8321 1,8528 2,0081 2,2157 2,3726 2,4019 2,2885 2,0635 1,7676 1,4407 1,1310 0,8902 0,7545 0,7307 0,7882 0,8662 0,9078 0,8862 0,8098 0,7289 0,7270 0,8680 1,1447 1,4860 1,8085 2,0651 2,2475 2,3490 2,3428 2,2113 1,9866 1,7476 1,5752 1,5033 1,5005 1,4953 1,4267 1,2820 1,0896 0,8975 0,7674 0,7695 0,9488 1,2804 1,6682 2,0008 2,2146 2,3039 2,2879 2,1870 2,0246 1,8372 1,6732 1,5802 1,5953 1,7454 2,0399 2,4521 2,9174 3,3561 3,7035 3,9240 4,0121 3,9925 3,9046 3,7745 3,6148 3,4465 3,2909 3,1338 2,9318 2,6571 2,3138 1,9190 1,5018 1,1224 0,8659 0,8016 0,9441 1,2478 1,6339 2,0157 2,3182 2,4974 2,5474 2,4927 2,3771 2,2515 2,1604 2,1414 2,2235 2,4113 2,6720 2,9472 3,1797 3,3396 3,4322 3,4759 3,4772 3,4397 3,3821 3,3348 3,3212 3,3509 3,4294 3,5634 3,7426 3,9224 4,0395 4,0418 3,9037 3,6391 3,3033 2,9646 2,6632 2,4012 2,1616 1,9207 1,6524 1,3430 1,0052 0,6800 0,4309 0,3323 0,4443 0,7801 1,2873 1,8676 2,4226 2,8812 3,1936 3,3275 3,2927 3,1565 3,0076 2,9007 2,8345 2,7728 2,6755 2,5211 2,3213 2,1203 1,9809 1,9619 2,0880 2,3229 2,5712 2,7221 2,7071 2,5335 2,2762 2,0427 1,9276 1,9754 2,1698 2,4419 2,6867 2,7983 2,7214 2,4759 2,1364 1,8008 1,5665 1,5010 1,6172 1,8698 2,1759 2,4539 2,6600 2,7968 2,8946 2,9963 3,1513 3,3920 3,6978 4,0023 4,2507 4,4495 4,6500 4,8772 5,0858 5,1940 5,1561 5,0095 4,8599 4,8058 4,8598 4,9470 4,9808 4,9257 4,7936 4,6180 4,4417 4,3067 4,2386 4,2334 4,2491 4,2195 4,0938 3,8724 3,6089 3,3781 3,2353 3,1875 3,1864 3,1471 2,9886 2,6749 2,2377 1,7641 1,3520 1,0757 0,9906 1,1346 1,4949 1,9809 2,4471 2,7522 2,8175 2,6442 2,2950 1,8718 1,4929 1,2480 1,1659 1,2276 1,3959 1,6336 1,9176 2,2506 2,6490 3,1093 3,5873 4,0077 4,2919 4,3964 4,3395 4,1836 3,9826 3,7517 3,4853 3,1909 2,8917 2,6023 2,3230 2,0541 1,8021 1,5738 1,3772 1,2187 1,0999 1,0257 1,0099 1,0727 1,2357 1,5077 1,8654 2,2485 2,5718 2,7538 2,7553 2,5998 2,3508 2,0652 1,7666 1,4614 1,1724 0,9446 0,8163 0,8003
Fz    -0,6446 -0,7843 -0,8752 -0,8692 -0,7576 -0,5867 -0,4363 -0,3797 -0,4612 -0,6862 -1,0131 -1,3651 -1,6731 -1,9097 -2,0783 -2,1806 -2,2048 -2,1391 -1,9837 -1,7511 -1,4717 -1,1988 -0,9864 -0,8575 -0,7939 -0,7501 -0,6679 -0,4833 -0,1441 0,3582 0,9708 1,6002 2,1543 2,5765 2,8474 2,9669 2,9438 2,7969 2,5624 2,2981 2,0682 1,9031 1,7654 1,5630 1,2158 0,7320 0,2155 -0,2168 -0,5120 -0,6766 -0,7336 -0,7046 -0,6173 -0,5070 -0,4020 -0,3049 -0,1837 0,0115 0,3078 0,6794 1,0544 1,3458 1,4840 1,4420 1,2451 0,9605 0,6652 0,3993 0,1509 -0,1012 -0,3356 -0,4945 -0,5412 -0,4963 -0,4185 -0,3629 -0,3541 -0,3854 -0,4305 -0,4553 -0,4317 -0,3531 -0,2411 -0,1268 -0,0241 0,0787 0,2011 0,3424 0,4747 0,5644 0,5978 0,5821 0,5283 0,4372 0,3003 0,1127 -0,1145 -0,3498 -0,5529 -0,6931 -0,7556 -0,7290 -0,5974 -0,3549 -0,0263 0,3294 0,6342 0,8144 0,8220 0,6502 0,3408 -0,0274 -0,3684 -0,6116 -0,7116 -0,6511 -0,4425 -0,1203 0,2742 0,7061 1,1469 1,5682 1,9439 2,2611 2,5296 2,7768 3,0228 3,2692 3,5146 3,7638 4,0096 4,2197 4,3556 4,4038 4,3947 4,3891 4,4408 4,5708 4,7709 5,0142 5,2571 5,4473 5,5412 5,5203 5,3974 5,2121 5,0137 4,8379 4,6833 4,5082 4,2646 3,9426 3,5793 3,2324 2,9545 2,7794 2,7150 2,7526 2,8848 3,0978 3,3497 3,5732 3,7032 3,7001 3,5585 3,3038 2,9838 2,6583 2,3891 2,2206 2,1583 2,1675 2,1969 2,2114 2,2081 2,2060 2,2244 2,2691 2,3326 2,3947 2,4260 2,3943 2,2688 2,0264 1,6718 1,2478 0,8191 0,4465 0,1645 -0,0339 -0,1911 -0,3589 -0,5661 -0,8015 -1,0212 -1,1785 -1,2459 -1,2117 -1,0708 -0,8324 -0,5282 -0,2022 0,1022 0,3458 0,4941 0,5273 0,4538 0,3161 0,1752 0,0844 0,0673 0,1167 0,2085 0,3139 0,4062 0,4737 0,5306 0,6032 0,6985 0,7911 0,8464 0,8522 0,8236 0,7811 0,7414 0,7276 0,7640 0,8509 0,9602 1,0661 1,1723 1,2989 1,4567 1,6386 1,8260 1,9929 2,1087 2,1478 2,1008 1,9821 1,8243 1,6606 1,5093 1,3673 1,2178 1,0435 0,8310 0,5603 0,2085 -0,2244 -0,6992 -1,1515 -1,5132 -1,7241 -1,7577 -1,6495 -1,4731 -1,2814 -1,0917 -0,9211 -0,8110 -0,8049 -0,9124 -1,1086 -1,3643 -1,6678 -2,0198 -2,4075 -2,7806 -3,0588 -3,1744 -3,1059 -2,8743 -2,5190 -2,0890 -1,6427 -1,2376 -0,9137 -0,6864 -0,5480 -0,4729 -0,4270 -0,3859 -0,3524 -0,3515 -0,4047 -0,5130 -0,6578 -0,8106 -0,9435 -1,0400 -1,0954 -1,1100 -1,0825 -1,0124 -0,8983 -0,7346 -0,5208 -0,2785 -0,0476 0,1377 0,2652 0,3433 0,3955 0,4630 0,5924 0,7951 1,0205 1,1815 1,2021 1,0493 0,7500 0,3936 0,1025 -0,0282 0,0284 0,2440 0,5674 0,9388 1,2835 1,5194 1,5877 1,4775 1,2225 0,8868 0,5453 0,2602 0,0661 -0,0179 0,0296 0,2284 0,5799 1,0577 1,6011 2,1184 2,5142 2,7250 2,7337 2,5688 2,2986 2,0128 1,7890 1,6648 1,6350 1,6622 1,6936 1,6866 1,6273 1,5273 1,4084 1,2960 1,2203 1,2126 1,2910 1,4546 1,6899 1,9718 2,2572 2,4992 2,6803 2,8254 2,9760 3,1577 3,3691 3,5877 3,7846 3,9399 4,0497 4,1093 4,0993 4,0078 3,8630 3,7203 3,6130 3,5311 3,4470 3,3481 3,2447 3,1626 3,1371 3,2005 3,3640 3,6016 3,8522 4,0458 4,1398 4,1433 4,1055 4,0769 4,0818 4,1217 4,1934 4,2929 4,4059 4,5030 4,5487 4,5185 4,4183 4,2763 4,1074 3,8966 3,6280 3,3145 2,9947 2,7144 2,5143 2,4231 2,4508 2,5828 2,7841 3,0167 3,2517 3,4681 3,6483 3,7778 3,8497 3,8731 3,8711 3,8674 3,8771 3,9044 3,9420 3,9798 4,0180 4,0691 4,1506 4,2689 4,3994 4,4907 4,5017 4,4301 4,3008 4,1360 3,9467 3,7507 3,5858 3,4867 3,4510 3,4405 3,4059 3,3034 3,1001 2,7840 2,3672 1,8826 1,3791 0,9147 0,5391 0,2800 0,1426 0,1138 0,1701 0,3020 0,5230 0,8371 1,2052 1,5589 1,8501 2,0851 2,3069 2,5435 2,7852 3,0195 3,2696 3,5747 3,9379 4,3051 4,5937 4,7441 4,7557 4,6798 4,5808 4,5104 4,5020 4,5620 4,6585 4,7276 4,7041 4,5594 4,3189 4,0480 3,8169 3,6644 3,5844 3,5417 3,4878 3,3677 3,1391 2,7984 2,3824 1,9527 1,5844 1,3518 1,3010 1,4309 1,6973 2,0328 2,3706 2,6589 2,8627 2,9723 3,0225 3,0862 3,2299 3,4740 3,7877 4,1155 4,4220 4,7197 5,0442 5,4025 5,7585 6,0633 6,2954 6,4766 6,6489 6,8261 6,9761 7,0563 7,0508 6,9696 6,8296 6,6395 6,3898 6,0567 5,6253 5,1119 4,5619 4,0282 3,5572 3,1889 2,9551 2,8696 2,9152 3,0337 3,1278 3,0852 2,8212 2,3201 1,6502 0,9319 0,2918 -0,1702 -0,4011 -0,4056 -0,2380 0,0193 0,2799 0,4702 0,5393 0,4702 0,2881 0,0517 -0,1754 -0,3420 -0,4054 -0,3312 -0,1074 0,2474 0,6939 1,1895 1,6953 2,1742 2,5851 2,8827 3,0327 3,0322 2,9126 2,7164 2,4766 2,2197 1,9789 1,7847 1,6434 1,5409 1,4669 1,4298 1,4482 1,5357 1,6858 1,8643 2,0219 2,1213 2,1584 2,1599 2,1580 2,1652 2,1671 2,1300 2,0227 1,8488 1,6600 1,5248 1,4781 1,4952 1,5187 1,5095 1,4692 1,4220 1,3933
F3    0,6520 0,4377 0,3052 0,3231 0,4968 0,7528 0,9738 1,0446 0,8815 0,4586 -0,1668 -0,8676 -1,5164 -2,0460 -2,4426 -2,7026 -2,8117 -2,7575 -2,5465 -2,2106 -1,8137 -1,4478 -1,1972 -1,0995 -1,1366 -1,2503 -1,3563 -1,3570 -1,1727 -0,7827 -0,2365 0,3752 0,9640 1,4740 1,8804 2,1665 2,3138 2,3174 2,2097 2,0621 1,9562 1,9354 1,9617 1,9217 1,6988 1,2694 0,7247 0,1915 -0,2509 -0,5791 -0,7919 -0,8932 -0,8999 -0,8415 -0,7449 -0,6144 -0,4230 -0,1229 0,3135 0,8492 1,3807 1,7808 1,9510 1,8561 1,5325 1,0708 0,5771 0,1278 -0,2466 -0,5293 -0,6829 -0,6630 -0,4651 -0,1464 0,2013 0,4996 0,7114 0,8369 0,8983 0,9325 0,9795 1,0575 1,1475 1,2161 1,2545 1,2909 1,3618 1,4709 1,5781 1,6286 1,5884 1,4533 1,2361 0,9546 0,6275 0,2754 -0,0700 -0,3597 -0,5424 -0,5945 -0,5250 -0,3500 -0,0709 0,3130 0,7806 1,2791 1,7276 2,0301 2,1021 1,9039 1,4672 0,8911 0,3041 -0,1796 -0,4841 -0,5802 -0,4820 -0,2314 0,1248 0,5515 1,0231 1,5111 1,9811 2,4032 2,7629 3,0589 3,2899 3,4537 3,5633 3,6509 3,7424 3,8304 3,8811 3,8692 3,8129 3,7685 3,7888 3,8974 4,0997 4,3897 4,7353 5,0739 5,3313 5,4514 5,4220 5,2772 5,0690 4,8362 4,5889 4,3066 3,9578 3,5300 3,0413 2,5364 2,0855 1,7652 1,6218 1,6582 1,8537 2,1742 2,5633 2,9436 3,2333 3,3679 3,3226 3,1222 2,8316 2,5380 2,3320 2,2793 2,3877 2,6022 2,8358 3,0148 3,1090 3,1280 3,1015 3,0645 3,0456 3,0517 3,0620 3,0398 2,9453 2,7468 2,4423 2,0664 1,6699 1,2975 0,9719 0,6873 0,4155 0,1278 -0,1854 -0,5051 -0,7907 -0,9968 -1,0855 -1,0238 -0,7879 -0,3846 0,1354 0,6934 1,2044 1,5897 1,7875 1,7683 1,5519 1,2117 0,8569 0,5900 0,4583 0,4458 0,5086 0,6063 0,7102 0,8105 0,9201 1,0554 1,2059 1,3268 1,3733 1,3401 1,2640 1,1916 1,1565 1,1786 1,2562 1,3524 1,4155 1,4266 1,4157 1,4277 1,4914 1,6170 1,8014 2,0249 2,2479 2,4200 2,4999 2,4696 2,3379 2,1356 1,9012 1,6620 1,4274 1,2045 1,0042 0,8245 0,6448 0,4466 0,2292 0,0059 -0,1982 -0,3439 -0,4018 -0,3859 -0,3364 -0,2702 -0,1710 -0,0239 0,1530 0,3109 0,3986 0,3848 0,2555 0,0039 -0,3671 -0,8242 -1,2865 -1,6510 -1,8463 -1,8640 -1,7462 -1,5464 -1,3066 -1,0556 -0,8112 -0,5815 -0,3698 -0,1795 -0,0132 0,1280 0,2392 0,3016 0,2876 0,1816 -0,0115 -0,2714 -0,5668 -0,8562 -1,0990 -1,2718 -1,3745 -1,4193 -1,4146 -1,3532 -1,2113 -0,9704 -0,6505 -0,3157 -0,0403 0,1304 0,1962 0,2018 0,2314 0,3716 0,6451 0,9764 1,2360 1,3161 1,1821 0,8900 0,5676 0,3583 0,3515 0,5504 0,8986 1,3281 1,7786 2,1831 2,4652 2,5681 2,4841 2,2528 1,9448 1,6389 1,3954 1,2420 1,1853 1,2304 1,3822 1,6357 1,9725 2,3538 2,7162 2,9932 3,1422 3,1472 3,0133 2,7745 2,4970 2,2557 2,0974 2,0238 2,0009 1,9831 1,9345 1,8374 1,6872 1,4885 1,2535 1,0045 0,7793 0,6243 0,5786 0,6642 0,8805 1,1934 1,5368 1,8471 2,1000 2,3107 2,5057 2,6975 2,8767 3,0185 3,1030 3,1330 3,1213 3,0614 2,9369 2,7663 2,6111 2,5274 2,5249 2,5775 2,6606 2,7685 2,9142 3,1233 3,4206 3,8080 4,2480 4,6678 4,9869 5,1543 5,1729 5,0956 4,9892 4,8976 4,8337 4,7962 4,7794 4,7707 4,7503 4,6928 4,5747 4,3927 4,1684 3,9250 3,6697 3,4081 3,1611 2,9584 2,8256 2,7815 2,8364 2,9827 3,1885 3,4067 3,5933 3,7227 3,7924 3,8191 3,8195 3,7941 3,7340 3,6375 3,5166 3,3930 3,2837 3,1919 3,1145 3,0567 3,0345 3,0736 3,1990 3,4071 3,6516 3,8717 4,0293 4,1104 4,1078 4,0179 3,8579 3,6732 3,5154 3,4092 3,3419 3,2753 3,1623 2,9606 2,6462 2,2200 1,7095 1,1682 0,6654 0,2640 0,0030 -0,1054 -0,0762 0,0554 0,2649 0,5532 0,9132 1,2891 1,5938 1,7681 1,8193 1,8062 1,7854 1,7755 1,7811 1,8407 2,0184 2,3438 2,7720 3,2022 3,5346 3,7216 3,7747 3,7331 3,6387 3,5308 3,4365 3,3536 3,2468 3,0716 2,8143 2,5145 2,2506 2,0988 2,0919 2,2101 2,4016 2,6024 2,7381 2,7363 2,5518 2,1849 1,6847 1,1450 0,6829 0,3987 0,3420 0,4999 0,8037 1,1570 1,4684 1,6737 1,7535 1,7465 1,7306 1,7777 1,9198 2,1466 2,4254 2,7377 3,1022 3,5462 4,0536 4,5574 4,9820 5,2917 5,5105 5,6947 5,8722 6,0140 6,0689 6,0089 5,8356 5,5655 5,2158 4,7926 4,2870 3,6958 3,0512 2,4231 1,8886 1,5034 1,2915 1,2484 1,3484 1,5495 1,7867 1,9715 2,0101 1,8338 1,4295 0,8543 0,2160 -0,3668 -0,7987 -1,0275 -1,0500 -0,9115 -0,6978 -0,5087 -0,4211 -0,4746 -0,6788 -1,0093 -1,3997 -1,7567 -1,9842 -1,9987 -1,7473 -1,2334 -0,5196 0,3026 1,1506 1,9639 2,6954 3,2992 3,7231 3,9235 3,8924 3,6671 3,3081 2,8727 2,4139 1,9866 1,6284 1,3324 1,0564 0,7643 0,4583 0,1769 -0,0246 -0,1037 -0,0577 0,0732 0,2279 0,3577 0,4484 0,5174 0,5902 0,6733 0,7410 0,7546 0,7041 0,6279 0,5862 0,6099 0,6765 0,7371 0,7623 0,7566 0,7349 0,7006
F7    1,3370 1,3022 1,2019 1,0607 0,9158 0,7912 0,6928 0,6033 0,4752 0,2549 -0,0653 -0,4277 -0,7558 -1,0133 -1,2101 -1,3697 -1,5049 -1,6091 -1,6544 -1,5968 -1,4059 -1,1023 -0,7614 -0,4840 -0,3562 -0,4100 -0,6049 -0,8414 -0,9987 -0,9744 -0,7171 -0,2403 0,3909 1,0874 1,7442 2,2362 2,4398 2,2898 1,8272 1,1877 0,5473 0,0554 -0,2232 -0,3238 -0,3342 -0,3236 -0,3129 -0,2981 -0,2763 -0,2448 -0,1979 -0,1427 -0,1099 -0,1328 -0,2163 -0,3301 -0,4162 -0,4007 -0,2281 0,0986 0,5169 0,9347 1,2585 1,4163 1,3804 1,1787 0,8728 0,5122 0,1162 -0,2911 -0,6393 -0,8215 -0,7552 -0,4388 0,0432 0,5670 1,0242 1,3537 1,5505 1,6572 1,7412 1,8638 2,0564 2,3156 2,6149 2,9176 3,1820 3,3627 3,4224 3,3552 3,1930 2,9832 2,7637 2,5571 2,3724 2,1947 1,9837 1,6999 1,3333 0,9095 0,4870 0,1618 0,0477 0,2200 0,6704 1,3097 1,9986 2,5843 2,9388 2,9960 2,7733 2,3547 1,8448 1,3347 0,8945 0,5732 0,3906 0,3357 0,3852 0,5287 0,7704 1,1099 1,5289 1,9930 2,4637 2,9088 3,2966 3,5912 3,7663 3,8219 3,7772 3,6476 3,4427 3,1847 2,9207 2,7060 2,5735 2,5295 2,5776 2,7179 2,9262 3,1588 3,3761 3,5505 3,6703 3,7470 3,8047 3,8543 3,8791 3,8444 3,7207 3,4985 3,1887 2,8274 2,4699 2,1533 1,8670 1,5831 1,3105 1,0963 0,9805 0,9674 1,0327 1,1393 1,2461 1,3144 1,3302 1,3260 1,3695 1,5153 1,7673 2,0821 2,3943 2,6521 2,8474 3,0033 3,1344 3,2361 3,3028 3,3335 3,3242 3,2724 3,1775 3,0328 2,8330 2,5923 2,3417 2,1132 1,9316 1,8029 1,7035 1,5914 1,4324 1,2215 0,9867 0,7687 0,5892 0,4480 0,3495 0,3152 0,3707 0,5250 0,7494 0,9742 1,1162 1,1190 0,9752 0,7288 0,4667 0,2896 0,2628 0,3932 0,6534 1,0053 1,3953 1,7584 2,0490 2,2574 2,3817 2,4034 2,3105 2,1325 1,9317 1,7608 1,6461 1,5952 1,5907 1,5830 1,5197 1,3875 1,2133 1,0361 0,8960 0,8338 0,8738 1,0048 1,1886 1,3818 1,5554 1,6968 1,8006 1,8664 1,8990 1,8999 1,8639 1,7927 1,6958 1,5757 1,4282 1,2618 1,0974 0,9500 0,8333 0,7723 0,7849 0,8610 0,9799 1,1381 1,3384 1,5585 1,7463 1,8453 1,8260 1,7017 1,5246 1,3581 1,2306 1,1229 1,0060 0,8746 0,7387 0,6032 0,4775 0,3974 0,4146 0,5565 0,8007 1,0836 1,3268 1,4624 1,4549 1,3148 1,0911 0,8429 0,6145 0,4263 0,2675 0,1009 -0,1004 -0,3119 -0,4626 -0,4752 -0,3064 0,0320 0,4803 0,9619 1,4104 1,7732 2,0079 2,0903 2,0217 1,8197 1,5095 1,1369 0,7871 0,5709 0,5679 0,7781 1,1248 1,4936 1,7747 1,8940 1,8345 1,6315 1,3433 1,0281 0,7460 0,5687 0,5677 0,7679 1,1078 1,4678 1,7406 1,8755 1,8766 1,7769 1,6072 1,3869 1,1379 0,8964 0,7071 0,6147 0,6556 0,8328 1,1034 1,4039 1,6787 1,8805 1,9636 1,8994 1,7016 1,4285 1,1537 0,9330 0,7898 0,7212 0,7160 0,7568 0,8079 0,8166 0,7352 0,5495 0,2914 0,0274 -0,1668 -0,2310 -0,1522 0,0119 0,1539 0,1881 0,1091 -0,0192 -0,1229 -0,1627 -0,1385 -0,0769 -0,0176 -0,0016 -0,0697 -0,2549 -0,5458 -0,8593 -1,0833 -1,1609 -1,1186 -1,0124 -0,8692 -0,6809 -0,4304 -0,1082 0,2811 0,7198 1,1785 1,6182 2,0077 2,3430 2,6379 2,8979 3,1073 3,2410 3,2853 3,2492 3,1572 3,0353 2,8958 2,7287 2,5180 2,2668 1,9897 1,6835 1,3345 0,9532 0,5769 0,2461 -0,0042 -0,1379 -0,1212 0,0577 0,3718 0,7595 1,1469 1,4649 1,6652 1,7320 1,6750 1,5195 1,3075 1,0901 0,9137 0,8154 0,8163 0,9159 1,1015 1,3572 1,6556 1,9553 2,2108 2,3809 2,4465 2,4331 2,4013 2,4078 2,4712 2,5662 2,6449 2,6707 2,6412 2,5836 2,5274 2,4740 2,3938 2,2582 2,0627 1,8176 1,5341 1,2241 0,8999 0,5694 0,2453 -0,0422 -0,2540 -0,3600 -0,3323 -0,1383 0,2274 0,7049 1,1811 1,5489 1,7618 1,8422 1,8391 1,7769 1,6586 1,5013 1,3345 1,1700 1,0004 0,8219 0,6431 0,4790 0,3427 0,2392 0,1720 0,1566 0,2133 0,3336 0,4570 0,4935 0,3831 0,1382 -0,1650 -0,4231 -0,5497 -0,5039 -0,2937 0,0338 0,3970 0,6938 0,8328 0,7577 0,4656 0,0263 -0,4230 -0,7371 -0,8335 -0,7209 -0,4722 -0,1764 0,0984 0,3167 0,4788 0,6228 0,8083 1,0816 1,4443 1,8473 2,2164 2,4998 2,6984 2,8386 2,9226 2,9218 2,8128 2,6134 2,3922 2,2310 2,1611 2,1406 2,1051 2,0261 1,9163 1,7978 1,6823 1,5710 1,4584 1,3300 1,1598 0,9171 0,5875 0,1961 -0,1855 -0,4584 -0,5419 -0,4187 -0,1523 0,1357 0,3127 0,2801 0,0069 -0,4536 -0,9839 -1,4490 -1,7391 -1,7962 -1,6326 -1,3338 -1,0358 -0,8630 -0,8624 -0,9960 -1,1899 -1,3718 -1,4819 -1,4863 -1,3876 -1,2087 -0,9705 -0,6905 -0,3903 -0,0986 0,1583 0,3752 0,5724 0,7751 0,9874 1,1863 1,3424 1,4393 1,4692 1,4129 1,2432 0,9510 0,5539 0,0727 -0,4857 -1,1116 -1,7634 -2,3678 -2,8559 -3,1998 -3,4071 -3,4856 -3,4353 -3,2665 -2,9994 -2,6496 -2,2276 -1,7535 -1,2688 -0,8169 -0,4063 -0,0002 0,4361 0,8688 1,1832 1,2528 1,0254 0,5523 -0,0504 -0,6594
