Fp1   -0,4965 -0,4050 -0,3498 -0,3576 -0,4723 -0,7460 -1,1822 -1,6956 -2,1373 -2,3789 -2,3827 -2,1794 -1,8107 -1,3259 -0,7998 -0,3195 0,0494 0,2850 0,3995 0,4191 0,3788 0,3199 0,2818 0,2973 0,3856 0,5360 0,6938 0,7939 0,8371 0,9008 1,0446 1,2271 1,3336 1,2633 0,9892 0,5760 0,1646 -0,0921 -0,1033 0,1374 0,5725 1,0957 1,5662 1,8423 1,8165 1,4367 0,7286 -0,1839 -1,1035 -1,8500 -2,3454 -2,6037 -2,6520 -2,4877 -2,1147 -1,6005 -1,0757 -0,6702 -0,4438 -0,3682 -0,3645 -0,3602 -0,3183 -0,2193 -0,0347 0,2461 0,5541 0,7448 0,6814 0,3236 -0,2427 -0,8354 -1,2357 -1,2716 -0,9107 -0,2986 0,3039 0,6571 0,6595 0,3569 -0,1229 -0,6211 -0,9852 -1,1295 -1,1001 -1,0701 -1,2285 -1,6542 -2,2963 -3,0483 -3,8063 -4,4693 -4,9548 -5,2718 -5,5469 -5,9391 -6,5232 -7,2469 -7,9738 -8,5510 -8,8379 -8,7169 -8,1435 -7,2047 -6,1024 -5,0616 -4,2346 -3,6414 -3,1901 -2,7901 -2,4559 -2,2670 -2,2341 -2,2651 -2,2762 -2,2904 -2,4089 -2,6998 -3,1257 -3,5961 -4,0577 -4,4738 -4,7549 -4,7948 -4,5739 -4,1832 -3,7455 -3,3321 -2,9871 -2,8069 -2,9302 -3,4379 -4,2893 -5,3381 -6,3838 -7,2273 -7,7255 -7,8214 -7,5314 -6,9073 -6,0096 -4,9108 -3,7099 -2,5197 -1,4331 -0,5154 0,1785 0,6128 0,7897 0,7341 0,4771 0,0787 -0,3391 -0,5971 -0,5090 0,0497 1,0875 2,4820 4,0089 5,4060 6,4526 7,0422 7,2253 7,1802 7,1128 7,1682 7,3977 7,7519 8,1039 8,3151 8,2946 8,0348 7,6333 7,2624 7,0790 7,1525 7,4638 7,9446 8,4798 8,8831 8,9437 8,5695 7,8972 7,2340 6,8724 6,9479 7,4095 8,0574 8,6274 8,9009 8,7768 8,2733 7,4931 6,5879 5,7166 4,9888 4,4374 4,0516 3,8084 3,6511 3,4578 3,0769 2,4215 1,5140 0,4320 -0,7440 -1,9053 -2,9040 -3,6151 -3,9782 -3,9817 -3,6550 -3,0720 -2,3245 -1,4942 -0,6571 0,1268 0,8507 1,5330 2,1219 2,4754 2,4628 2,0646 1,3803 0,5785 -0,1613 -0,7041 -0,9860 -1,0067 -0,8194 -0,5148 -0,1844 0,0949 0,2365 0,1456 -0,2337 -0,8813 -1,6911 -2,4923 -3,1329 -3,5750 -3,8926 -4,1699 -4,4208 -4,6006 -4,6576 -4,5704 -4,3764 -4,1718 -4,0580 -4,0719 -4,1672 -4,2606 -4,2875 -4,2154 -4,0218 -3,6735 -3,1399 -2,4400 -1,6888 -1,0797 -0,7899 -0,8819 -1,2830 -1,8411 -2,3868 -2,7761 -2,9242 -2,8197 -2,5005 -2,0100 -1,3851 -0,6910 -0,0308 0,4864 0,7619 0,7178 0,3431 -0,2690 -0,9436 -1,4902 -1,7715 -1,7242 -1,3277 -0,5723 0,5368 1,9589 3,5841 5,1967 6,5014 7,2406 7,3155 6,8119 5,9347 4,9148 3,9361 3,0999 2,4377 1,9546 1,6532 1,5309 1,5922 1,8749 2,4253 3,2296 4,1950 5,1829 6,0236 6,5493 6,7027 6,6076 6,4790 6,4780 6,6730 7,0675 7,6133 8,2196 8,7668 9,1003 9,0677 8,6334 7,9432 7,2397 6,7259 6,5064 6,6023 6,9681 7,4941 8,0276 8,4141 8,5492 8,4405 8,2229 8,0737 8,0945 8,2684 8,4954 8,6381 8,5515 8,1392 7,4371 6,6275 5,9428 5,5554 5,5267 5,8050 6,2673 6,7796 7,2303 7,5446 7,7136 7,8162 7,9686 8,2250 8,5360 8,8054 8,9707 9,0232 8,9825 8,8867 8,8055 8,8305 9,0287 9,3994 9,8689 10,3291 10,6913 10,9045 10,9288 10,7128 10,2119 9,4463 8,5442 7,6988 7,0531 6,6494 6,4847 6,5441 6,7530 6,9557 6,9927 6,8169 6,5453 6,3991 6,5617 7,0499 7,6976 8,2606 8,5382 8,4245 7,9204 7,1384 6,2596 5,4470 4,8092 4,4109 4,2552 4,2684 4,3306 4,3148 4,1216 3,7424 3,2904 2,9267 2,7547 2,7739 2,8908 2,9717 2,9190 2,7230 2,4495 2,1735 1,9359 1,7729 1,7406 1,8816 2,1994 2,6639 3,2046 3,7148 4,0937 4,2741 4,2204 3,9344 3,4632 2,8758 2,2197 1,5057 0,7248 -0,1190 -0,9429 -1,5585 -1,7751 -1,5411 -0,9707 -0,2624 0,3891 0,8379 0,9937 0,8137 0,3034 -0,4637 -1,3427 -2,1603 -2,7804 -3,1442 -3,2402 -3,0443 -2,5358 -1,7644 -0,8626 0,0001 0,6683 1,0450 1,1190 0,9615 0,7066 0,5210 0,5362 0,7513 1,0034 1,0660 0,7800 0,1101 -0,8579 -1,9536 -3,0018 -3,8845 -4,5240 -4,8509 -4,8426 -4,5850 -4,2505 -4,0067 -3,9543 -4,1169 -4,4414 -4,8198 -5,1453 -5,3592 -5,4417 -5,3786 -5,1776 -4,9232 -4,7649 -4,8076 -5,0264 -5,3075 -5,5627 -5,7876 -6,0155 -6,2456 -6,4245 -6,4719 -6,3217 -5,9822 -5,5750 -5,3008 -5,3353 -5,7261 -6,3684 -7,0773 -7,6935 -8,1437 -8,4188 -8,5038 -8,3534 -7,9433 -7,3234 -6,6077 -5,9343 -5,4305 -5,1697 -5,1314 -5,2214 -5,3575 -5,5269 -5,7512 -6,0305 -6,3329 -6,6041 -6,7822 -6,8191 -6,6846 -6,3600 -5,8596 -5,2650 -4,7141 -4,3346 -4,1935 -4,2843 -4,5224 -4,7687 -4,8741 -4,7071 -4,1840 -3,3165 -2,2356 -1,1493 -0,2519 0,3379 0,5873 0,5528 0,3741 0,2103 0,1425 0,1360 0,0796 -0,1534 -0,6544 -1,4312 -2,3952 -3,4159 -4,3987 -5,2991 -6,0806 -6,7038 -7,1643 -7,4921 -7,6935 -7,7215 -7,5192 -7,0818 -6,4872 -5,8829 -5,4370 -5,2622 -5,3672 -5,6889 -6,1608 -6,7187 -7,2445 -7,5664 -7,5705 -7,2928 -6,8828 -6,5036 -6,2822 -6,3059 -6,6073 -7,1433 -7,8045 -8,4523 -8,9740 -9,3278 -9,5317 -9,6179 -9,6321 -9,6587 -9,7869 -10,0381 -10,3451 -10,5979 -10,6994 -10,6023 -10,3267 -9,9676 -9,6824 -9,6453 -9,9724
Fz    -0,7765 -0,7848 -0,8165 -0,8645 -0,9272 -1,0089 -1,1030 -1,1734 -1,1620 -1,0316 -0,8011 -0,5276 -0,2605 -0,0258 0,1598 0,2809 0,3291 0,3092 0,2425 0,1638 0,1033 0,0663 0,0344 -0,0084 -0,0549 -0,0814 -0,0748 -0,0395 0,0307 0,1624 0,3614 0,5747 0,7189 0,7437 0,6577 0,5081 0,3532 0,2399 0,1844 0,1768 0,2054 0,2689 0,3714 0,5122 0,6708 0,7959 0,8238 0,7217 0,5103 0,2405 -0,0445 -0,3141 -0,5303 -0,6508 -0,6541 -0,5544 -0,3955 -0,2281 -0,0817 0,0400 0,1344 0,1843 0,1760 0,1301 0,1044 0,1509 0,2696 0,4141 0,5350 0,6084 0,6340 0,6273 0,6220 0,6579 0,7468 0,8616 0,9630 1,0243 1,0366 1,0079 0,9613 0,9317 0,9479 1,0039 1,0434 0,9804 0,7576 0,3917 -0,0405 -0,4543 -0,7887 -1,0041 -1,0909 -1,0914 -1,0897 -1,1613 -1,3352 -1,5896 -1,8691 -2,1070 -2,2400 -2,2224 -2,0494 -1,7710 -1,4723 -1,2380 -1,1203 -1,1159 -1,1705 -1,2259 -1,2651 -1,3032 -1,3377 -1,3350 -1,2794 -1,2158 -1,2208 -1,3310 -1,5106 -1,6941 -1,8419 -1,9407 -1,9741 -1,9168 -1,7529 -1,4860 -1,1258 -0,6752 -0,1566 0,3445 0,6903 0,7620 0,5318 0,0887 -0,3995 -0,7662 -0,9105 -0,8053 -0,4638 0,0912 0,8269 1,6735 2,5170 3,2422 3,7894 4,1662 4,4179 4,5998 4,7533 4,8826 4,9611 4,9732 4,9428 4,9314 5,0169 5,2646 5,6965 6,2747 6,9102 7,4971 7,9520 8,2365 8,3649 8,3958 8,4048 8,4558 8,5801 8,7662 8,9728 9,1578 9,2967 9,3842 9,4344 9,4748 9,5317 9,6181 9,7316 9,8556 9,9546 9,9650 9,8121 9,4651 8,9802 8,4799 8,0863 7,8701 7,8334 7,9163 8,0280 8,0857 8,0340 7,8430 7,5156 7,0985 6,6692 6,2988 6,0272 5,8622 5,7833 5,7370 5,6387 5,3966 4,9602 4,3525 3,6487 2,9333 2,2807 1,7514 1,3800 1,1765 1,1398 1,2577 1,4991 1,8179 2,1636 2,4916 2,7847 3,0637 3,3525 3,6279 3,8187 3,8542 3,6988 3,3616 2,9022 2,4200 2,0109 1,7334 1,6114 1,6438 1,8022 2,0326 2,2587 2,3879 2,3358 2,0684 1,6268 1,1197 0,6819 0,4039 0,2815 0,2421 0,2181 0,1864 0,1534 0,1345 0,1459 0,1968 0,2877 0,4176 0,5819 0,7584 0,9044 0,9736 0,9419 0,8312 0,7127 0,6775 0,7875 1,0321 1,3235 1,5457 1,6223 1,5521 1,3961 1,2422 1,1691 1,2233 1,4174 1,7481 2,2132 2,8025 3,4713 4,1327 4,6856 5,0464 5,1661 5,0507 4,7744 4,4546 4,2007 4,0851 4,1446 4,3878 4,7984 5,3447 5,9967 6,7189 7,4420 8,0625 8,4862 8,6661 8,6066 8,3497 7,9579 7,4964 7,0184 6,5634 6,1683 5,8686 5,6825 5,6077 5,6412 5,7884 6,0373 6,3400 6,6354 6,8697 6,9990 7,0125 6,9591 6,9161 6,9306 7,0034 7,1148 7,2427 7,3638 7,4469 7,4432 7,3016 7,0186 6,6685 6,3672 6,2045 6,2093 6,3552 6,5777 6,7944 6,9364 6,9713 6,9040 6,7747 6,6554 6,6133 6,6668 6,7807 6,8882 6,9078 6,7681 6,4534 6,0407 5,6696 5,4597 5,4560 5,6350 5,9348 6,2833 6,6226 6,9225 7,1818 7,4264 7,6961 8,0113 8,3480 8,6557 8,9020 9,0942 9,2545 9,3891 9,4934 9,5755 9,6592 9,7646 9,8949 10,0379 10,1773 10,3067 10,4328 10,5614 10,6808 10,7567 10,7488 10,6429 10,4675 10,2758 10,1231 10,0650 10,1437 10,3518 10,6161 10,8352 10,9395 10,9269 10,8540 10,7917 10,7753 10,7812 10,7433 10,5895 10,2765 9,8162 9,2826 8,7783 8,3872 8,1508 8,0678 8,0989 8,1777 8,2310 8,1982 8,0500 7,8071 7,5349 7,3024 7,1483 7,0791 7,0673 7,0504 6,9569 6,7477 6,4347 6,0681 5,7128 5,4350 5,2936 5,3247 5,5376 5,9162 6,4076 6,9168 7,3378 7,5960 7,6622 7,5427 7,2660 6,8709 6,4025 5,9172 5,4765 5,1266 4,8958 4,8102 4,8854 5,1034 5,4088 5,7301 5,9974 6,1511 6,1551 6,0094 5,7437 5,3996 5,0207 4,6527 4,3420 4,1294 4,0533 4,1517 4,4337 4,8496 5,2992 5,6700 5,8756 5,8766 5,6812 5,3311 4,8904 4,4428 4,0788 3,8491 3,7233 3,6115 3,4292 3,1363 2,7390 2,2806 1,8221 1,4229 1,1371 1,0127 1,0658 1,2485 1,4609 1,6061 1,6282 1,5097 1,2657 0,9486 0,6373 0,4078 0,3082 0,3515 0,5052 0,6844 0,7830 0,7416 0,5850 0,3886 0,2079 0,0400 -0,1533 -0,3985 -0,6874 -0,9869 -1,2624 -1,5092 -1,7664 -2,0889 -2,4961 -2,9453 -3,3504 -3,6339 -3,7735 -3,8090 -3,7965 -3,7542 -3,6543 -3,4682 -3,2082 -2,9210 -2,6522 -2,4261 -2,2470 -2,1021 -1,9697 -1,8347 -1,6950 -1,5503 -1,3964 -1,2292 -1,0441 -0,8349 -0,5985 -0,3370 -0,0585 0,2132 0,4299 0,5380 0,5139 0,3733 0,1532 -0,0982 -0,3263 -0,4762 -0,4968 -0,3505 -0,0368 0,3956 0,8728 1,3367 1,7544 2,1031 2,3673 2,5468 2,6518 2,6931 2,6750 2,5847 2,3875 2,0543 1,6053 1,1143 0,6614 0,2846 -0,0233 -0,2875 -0,5340 -0,7877 -1,0577 -1,3177 -1,5180 -1,6233 -1,6375 -1,5979 -1,5550 -1,5594 -1,6508 -1,8461 -2,1377 -2,5146 -2,9714 -3,4775 -3,9543 -4,3187 -4,5472 -4,6843 -4,7987 -4,9448 -5,1555 -5,4409 -5,7792 -6,1167 -6,3855 -6,5288 -6,5257 -6,3959 -6,1854 -5,9512 -5,7467 -5,6039 -5,5275 -5,5052 -5,5223 -5,5690 -5,6433 -5,7505 -5,9041 -6,1248 -6,4249 -6,7849
F3    -0,9426 -0,6192 -0,4211 -0,4101 -0,5849 -0,8806 -1,1894 -1,3869 -1,3690 -1,1021 -0,6472 -0,1198 0,3785 0,7891 1,0801 1,2257 1,2070 1,0245 0,7105 0,3304 -0,0354 -0,3254 -0,5164 -0,6158 -0,6414 -0,6104 -0,5439 -0,4610 -0,3553 -0,1981 0,0171 0,2480 0,4339 0,5357 0,5398 0,4511 0,2997 0,1330 -0,0034 -0,0719 -0,0391 0,1126 0,3618 0,6454 0,8796 0,9820 0,8984 0,6358 0,2696 -0,0990 -0,3991 -0,6047 -0,7139 -0,7371 -0,6997 -0,6410 -0,6068 -0,6317 -0,7203 -0,8457 -0,9708 -1,0747 -1,1526 -1,1867 -1,1293 -0,9380 -0,6265 -0,2705 0,0371 0,2369 0,3221 0,3257 0,3032 0,3079 0,3574 0,4232 0,4607 0,4425 0,3685 0,2585 0,1516 0,0984 0,1319 0,2399 0,3563 0,3800 0,2372 -0,0537 -0,3902 -0,6595 -0,8014 -0,8191 -0,7669 -0,7370 -0,8274 -1,0957 -1,5377 -2,1017 -2,7085 -3,2644 -3,6755 -3,8673 -3,8072 -3,5195 -3,0727 -2,5406 -1,9684 -1,3656 -0,7266 -0,0725 0,5192 0,9416 1,1290 1,0896 0,8621 0,4655 -0,0904 -0,7520 -1,4080 -1,9511 -2,3363 -2,5558 -2,5914 -2,4308 -2,1160 -1,7409 -1,3945 -1,1155 -0,9100 -0,8043 -0,8563 -1,1168 -1,5786 -2,1468 -2,6528 -2,9154 -2,8169 -2,3484 -1,5950 -0,6679 0,3558 1,4268 2,4789 3,4296 4,2226 4,8334 5,2345 5,3884 5,2773 4,9236 4,3939 3,7986 3,2731 2,9363 2,8665 3,1083 3,6712 4,5006 5,4682 6,4119 7,1896 7,7141 7,9703 8,0124 7,9328 7,8216 7,7342 7,6841 7,6687 7,6921 7,7475 7,7950 7,7898 7,7284 7,6581 7,6474 7,7447 7,9490 8,2016 8,3976 8,4244 8,2252 7,8501 7,4368 7,1273 7,0012 7,0642 7,2611 7,4988 7,6837 7,7482 7,6526 7,3850 6,9728 6,4816 5,9911 5,5627 5,2212 4,9622 4,7604 4,5610 4,2798 3,8424 3,2366 2,5147 1,7580 1,0577 0,5042 0,1541 0,0160 0,0772 0,3190 0,7031 1,1689 1,6492 2,0909 2,4711 2,7933 3,0478 3,1738 3,0784 2,7010 2,0565 1,2383 0,4105 -0,2270 -0,5163 -0,4076 0,0385 0,6930 1,4107 2,0650 2,5466 2,7474 2,5896 2,0803 1,3243 0,4905 -0,2423 -0,7530 -1,0274 -1,1401 -1,1799 -1,1903 -1,1718 -1,1121 -1,0101 -0,8882 -0,7798 -0,6941 -0,6070 -0,4963 -0,3794 -0,3098 -0,3254 -0,3891 -0,3853 -0,1905 0,2429 0,8521 1,4924 2,0088 2,3067 2,3720 2,2470 2,0036 1,7324 1,5267 1,4599 1,5761 1,8942 2,4013 3,0360 3,6930 4,2590 4,6511 4,8304 4,8017 4,6154 4,3639 4,1515 4,0536 4,1049 4,3227 4,7195 5,2937 6,0170 6,8207 7,5875 8,1734 8,4574 8,3765 7,9353 7,2104 6,3420 5,4875 4,7585 4,2031 3,8362 3,6644 3,6875 3,9044 4,3234 4,9375 5,6860 6,4546 7,1127 7,5400 7,6563 7,4766 7,1339 6,8004 6,5783 6,4716 6,4267 6,3762 6,2712 6,0934 5,8379 5,5112 5,1653 4,9106 4,8550 5,0282 5,3699 5,7756 6,1462 6,4181 6,5745 6,6325 6,6132 6,5316 6,4169 6,3134 6,2480 6,2127 6,1732 6,0747 5,8598 5,5083 5,0746 4,6786 4,4477 4,4629 4,7341 5,1967 5,7430 6,2803 6,7633 7,1820 7,5405 7,8471 8,1060 8,3133 8,4698 8,5890 8,6844 8,7578 8,7998 8,8087 8,8115 8,8553 8,9714 9,1508 9,3574 9,5596 9,7498 9,9412 10,1422 10,3197 10,3953 10,2958 10,0166 9,6342 9,2553 8,9652 8,8207 8,8517 9,0414 9,3117 9,5539 9,6920 9,7279 9,7254 9,7547 9,8383 9,9307 9,9382 9,7726 9,4000 8,8556 8,2268 7,6191 7,1153 6,7565 6,5541 6,5072 6,6043 6,8228 7,1267 7,4641 7,7797 8,0320 8,1908 8,2307 8,1366 7,9002 7,5174 7,0054 6,4208 5,8502 5,3776 5,0661 4,9612 5,0723 5,3489 5,7098 6,0951 6,4716 6,8061 7,0635 7,2166 7,2436 7,1264 6,8634 6,4777 6,0088 5,5026 5,0051 4,5643 4,2491 4,1517 4,3333 4,7695 5,3628 5,9977 6,5735 7,0067 7,2353 7,2270 6,9794 6,5146 5,8813 5,1582 4,4427 3,8245 3,3783 3,1733 3,2535 3,6013 4,1284 4,6995 5,1745 5,4489 5,4755 5,2667 4,8920 4,4608 4,0880 3,8483 3,7422 3,7009 3,6310 3,4673 3,1983 2,8584 2,5029 2,1872 1,9531 1,8257 1,8068 1,8644 1,9463 2,0177 2,0650 2,0656 1,9869 1,8241 1,6221 1,4562 1,3956 1,4719 1,6588 1,8661 1,9773 1,9232 1,7289 1,4876 1,2831 1,1332 0,9999 0,8416 0,6490 0,4525 0,3044 0,2315 0,1877 0,0654 -0,2277 -0,6962 -1,2555 -1,7879 -2,2075 -2,4966 -2,6945 -2,8423 -2,9393 -2,9594 -2,8932 -2,7638 -2,6114 -2,4653 -2,3133 -2,1025 -1,7807 -1,3398 -0,8226 -0,2978 0,1703 0,5381 0,7918 0,9453 1,0241 1,0546 1,0590 1,0361 0,9484 0,7527 0,4519 0,1054 -0,2037 -0,4037 -0,4602 -0,3807 -0,1861 0,1193 0,5358 1,0284 1,5145 1,9085 2,1740 2,3335 2,4478 2,5826 2,7714 2,9939 3,1887 3,2867 3,2315 2,9880 2,5627 2,0212 1,4587 0,9417 0,4896 0,1026 -0,2241 -0,5077 -0,7657 -0,9851 -1,1181 -1,1157 -0,9705 -0,7276 -0,4650 -0,2714 -0,2205 -0,3409 -0,6181 -1,0276 -1,5509 -2,1494 -2,7475 -3,2765 -3,7357 -4,1844 -4,6693 -5,1754 -5,6452 -6,0176 -6,2456 -6,2966 -6,1556 -5,8356 -5,3806 -4,8469 -4,2850 -3,7480 -3,2978 -2,9870 -2,8389 -2,8418 -2,9537 -3,1256 -3,3369 -3,6060 -3,9630 -4,4132 -4,9306 -5,4732
F7    -1,0180 -0,8561 -0,6886 -0,5458 -0,4521 -0,4199 -0,4508 -0,5319 -0,6346 -0,7279 -0,7912 -0,8055 -0,7414 -0,5737 -0,3064 0,0220 0,3492 0,6096 0,7641 0,8187 0,8073 0,7574 0,6746 0,5535 0,3978 0,2283 0,0723 -0,0503 -0,1264 -0,1430 -0,1012 -0,0302 0,0329 0,0728 0,0974 0,1214 0,1570 0,2106 0,2756 0,3326 0,3611 0,3489 0,3010 0,2427 0,2067 0,2089 0,2372 0,2620 0,2583 0,2132 0,1180 -0,0297 -0,2095 -0,3764 -0,4806 -0,4929 -0,4180 -0,2892 -0,1460 -0,0170 0,0798 0,1394 0,1799 0,2354 0,3312 0,4656 0,6158 0,7566 0,8726 0,9584 1,0110 1,0294 1,0206 0,9984 0,9764 0,9703 0,9990 1,0674 1,1533 1,2174 1,2323 1,2013 1,1466 1,0799 0,9924 0,8744 0,7364 0,6086 0,5168 0,4658 0,4491 0,4676 0,5247 0,6072 0,6857 0,7364 0,7591 0,7750 0,8089 0,8753 0,9760 1,0996 1,2169 1,2884 1,2835 1,1899 1,0120 0,7658 0,4720 0,1474 -0,1966 -0,5417 -0,8436 -1,0388 -1,0871 -1,0077 -0,8624 -0,7036 -0,5532 -0,4268 -0,3484 -0,3297 -0,3513 -0,3757 -0,3697 -0,3123 -0,1912 -0,0012 0,2464 0,5141 0,7501 0,9176 1,0138 1,0656 1,1137 1,1950 1,3340 1,5449 1,8298 2,1756 2,5587 2,9498 3,3187 3,6463 3,9369 4,2083 4,4673 4,7008 4,8890 5,0187 5,0922 5,1264 5,1384 5,1359 5,1297 5,1457 5,2156 5,3563 5,5600 5,7982 6,0340 6,2385 6,4068 6,5569 6,7066 6,8546 6,9835 7,0713 7,1018 7,0734 6,9989 6,8942 6,7778 6,6794 6,6337 6,6527 6,7070 6,7438 6,7226 6,6326 6,4886 6,3260 6,1948 6,1425 6,1943 6,3473 6,5704 6,8079 6,9966 7,0932 7,0815 6,9623 6,7480 6,4687 6,1706 5,9041 5,7062 5,5848 5,5130 5,4415 5,3228 5,1336 4,8861 4,6179 4,3628 4,1288 3,9037 3,6706 3,4212 3,1684 2,9462 2,7896 2,7138 2,7088 2,7473 2,8023 2,8649 2,9421 3,0328 3,1169 3,1721 3,1914 3,1774 3,1299 3,0504 2,9465 2,8181 2,6519 2,4397 2,1947 1,9457 1,7259 1,5598 1,4461 1,3538 1,2435 1,0930 0,9070 0,7134 0,5491 0,4368 0,3763 0,3594 0,3855 0,4594 0,5818 0,7407 0,9087 1,0552 1,1638 1,2311 1,2539 1,2286 1,1607 1,0649 0,9616 0,8774 0,8437 0,8851 1,0018 1,1624 1,3165 1,4214 1,4626 1,4586 1,4472 1,4594 1,5030 1,5715 1,6650 1,7998 1,9969 2,2571 2,5516 2,8401 3,0861 3,2573 3,3325 3,3231 3,2747 3,2394 3,2538 3,3383 3,4959 3,7104 3,9538 4,2005 4,4308 4,6262 4,7715 4,8631 4,9098 4,9252 4,9191 4,8913 4,8359 4,7490 4,6333 4,5013 4,3736 4,2720 4,2139 4,2146 4,2874 4,4295 4,6089 4,7774 4,8943 4,9395 4,9192 4,8622 4,8013 4,7578 4,7432 4,7663 4,8290 4,9186 5,0106 5,0764 5,0922 5,0515 4,9757 4,9025 4,8601 4,8485 4,8459 4,8281 4,7859 4,7299 4,6815 4,6544 4,6482 4,6621 4,6965 4,7410 4,7784 4,7978 4,7918 4,7549 4,7009 4,6765 4,7350 4,8862 5,0822 5,2512 5,3390 5,3288 5,2404 5,1186 5,0179 4,9888 5,0607 5,2270 5,4483 5,6795 5,8983 6,1116 6,3380 6,5863 6,8485 7,1057 7,3339 7,5082 7,6180 7,6762 7,7043 7,7113 7,6934 7,6475 7,5788 7,4992 7,4206 7,3506 7,2939 7,2535 7,2303 7,2276 7,2519 7,3040 7,3723 7,4414 7,4991 7,5345 7,5359 7,4976 7,4277 7,3423 7,2457 7,1203 6,9419 6,7056 6,4341 6,1676 5,9533 5,8312 5,8104 5,8594 5,9259 5,9630 5,9393 5,8410 5,6794 5,4869 5,2963 5,1293 5,0068 4,9478 4,9509 4,9911 5,0359 5,0601 5,0523 5,0145 4,9613 4,9189 4,9180 4,9851 5,1364 5,3661 5,6330 5,8736 6,0324 6,0762 5,9940 5,7971 5,5120 5,1721 4,8210 4,5121 4,2893 4,1663 4,1317 4,1667 4,2492 4,3489 4,4349 4,4890 4,5042 4,4772 4,4149 4,3369 4,2620 4,1919 4,1199 4,0517 4,0101 4,0251 4,1176 4,2773 4,4536 4,5760 4,5907 4,4884 4,3061 4,1057 3,9479 3,8735 3,8970 4,0098 4,1783 4,3397 4,4163 4,3527 4,1469 3,8490 3,5359 3,2837 3,1472 3,1483 3,2756 3,4869 3,7155 3,8874 3,9473 3,8709 3,6634 3,3581 3,0136 2,7062 2,5086 2,4605 2,5518 2,7283 2,9100 3,0181 3,0014 2,8493 2,5887 2,2671 1,9282 1,5974 1,2830 0,9822 0,6870 0,3917 0,0939 -0,2079 -0,5108 -0,8071 -1,0856 -1,3306 -1,5248 -1,6644 -1,7635 -1,8347 -1,8645 -1,8138 -1,6442 -1,3440 -0,9370 -0,4748 -0,0237 0,3521 0,6102 0,7422 0,7696 0,7308 0,6703 0,6297 0,6422 0,7317 0,9142 1,1908 1,5342 1,8867 2,1735 2,3250 2,3060 2,1408 1,9002 1,6566 1,4555 1,3185 1,2595 1,2951 1,4404 1,6945 2,0297 2,3985 2,7516 3,0449 3,2415 3,3238 3,3011 3,1979 3,0370 2,8310 2,5763 2,2642 1,9144 1,5927 1,3787 1,3102 1,3589 1,4577 1,5418 1,5680 1,5176 1,3998 1,2487 1,1006 0,9696 0,8459 0,7148 0,5711 0,4134 0,2315 0,0091 -0,2616 -0,5733 -0,9074 -1,2340 -1,5085 -1,6862 -1,7530 -1,7373 -1,6877 -1,6457 -1,6363 -1,6651 -1,7170 -1,7620 -1,7669 -1,7046 -1,5621 -1,3499 -1,1059 -0,8814 -0,7159 -0,6265 -0,6175 -0,6878 -0,8239 -0,9980 -1,1760 -1,3244 -1,4216 -1,4708 -1,4962 -1,5217
