Fp1   1,7658 1,6963 1,3857 0,8452 0,1057 -0,7529 -1,5805 -2,1900 -2,4373 -2,3010 -1,8778 -1,2838 -0,5908 0,1333 0,7846 1,2679 1,5537 1,6716 1,6661 1,5627 1,3599 1,0487 0,6441 0,2112 -0,1382 -0,3043 -0,2692 -0,1081 0,0695 0,1891 0,2301 0,1929 0,0693 -0,1496 -0,4457 -0,7691 -1,0623 -1,2741 -1,3655 -1,3285 -1,1883 -0,9678 -0,6674 -0,2992 0,0869 0,4319 0,7116 0,9490 1,1996 1,5190 1,9268 2,3904 2,8439 3,2258 3,4967 3,6422 3,6813 3,6687 3,6806 3,7900 4,0264 4,3397 4,6143 4,7378 4,6573 4,3817 3,9608 3,4746 3,0167 2,6534 2,3932 2,1937 1,9866 1,7089 1,3308 0,8603 0,3384 -0,1491 -0,4757 -0,5336 -0,3057 0,1247 0,6341 1,1255 1,5615 1,9660 2,3975 2,9018 3,4621 3,9837 4,3337 4,3902 4,0744 3,3774 2,3717 1,1842 -0,0423 -1,1818 -2,1798 -3,0991 -4,0772 -5,2143 -6,5047 -7,8647 -9,2056 -10,4734 -11,6408 -12,6785 -13,5470 -14,2316 -14,7844 -15,3155 -15,9291 -16,6609 -17,4614 -18,2341 -18,8925 -19,3918 -19,7372 -19,9781 -20,1652 -20,2850 -20,2500 -19,9598 -19,3474 -18,3691 -17,0013 -15,2656 -13,2379 -11,0232 -8,7221 -6,4028 -4,0907 -1,7838 0,5225 2,8169 5,0716 7,2746 9,4626 11,6997 14,0228 16,4288 18,8927 21,3564 23,7195 25,8878 27,8286 29,5636 31,1184 32,5044 33,7458 34,8715 35,8540 36,5916 36,9704 36,9390 36,5443 35,9094 35,1524 34,3260 33,4379 32,4826 31,4385 30,2817 29,0258 27,7444 26,5456 25,5155 24,6708 23,9612 23,3134 22,6718 22,0112 21,3321 20,6431 19,9392 19,1735 18,2598 17,1408 15,8458 14,4535 13,0331 11,6534 10,4181 9,4495 8,8247 8,5315 8,4843 8,5657 8,6643 8,7119 8,7085 8,7026 8,7264 8,7420 8,6613 8,4173 8,0098 7,4909 6,9365 6,4386 6,0865 5,9297 5,9598 6,1060 6,2599 6,3529 6,4129 6,5180 6,6942 6,8700 6,9266 6,7879 6,4618 6,0088 5,4842 4,9059 4,2604 3,5315 2,7336 1,9185 1,1382 0,4013 -0,3254 -1,0729 -1,8361 -2,5821 -3,2735 -3,8819 -4,3953 -4,8177 -5,1679 -5,4735 -5,7645 -6,0878 -6,5069 -7,0445 -7,6355 -8,1660 -8,5648 -8,8624 -9,1690 -9,5938 -10,1690 -10,8359 -11,4960 -12,0641 -12,4786 -12,7050 -12,7610 -12,7223 -12,6913 -12,7578 -12,9895 -13,4405 -14,1308 -15,0053 -15,9377 -16,7814 -17,4268 -17,8414 -18,0700 -18,1788 -18,2011 -18,1509 -18,0630 -17,9792 -17,9007 -17,7953 -17,6522 -17,5114 -17,4491 -17,5437 -17,8399 -18,3224 -18,9026 -19,4230 -19,6949 -19,5705 -19,0161 -18,1344 -17,1174 -16,1566 -15,3607 -14,7298 -14,1842 -13,5978 -12,8266 -11,7579 -10,3639 -8,7253 -7,0183 -5,4610 -4,2386 -3,4442 -3,0622 -3,0044 -3,1747 -3,5160 -4,0044 -4,6134 -5,3034 -6,0372 -6,7877 -7,5387 -8,2852 -9,0146 -9,6788 -10,2023 -10,5245 -10,6334 -10,5851 -10,5028 -10,5155 -10,6575 -10,8415 -10,9534 -10,9514 -10,8651 -10,7323 -10,5525 -10,2805 -9,8611 -9,2781 -8,5870 -7,9049 -7,3415 -6,9165 -6,5474 -6,1253 -5,6041 -5,0358 -4,5359 -4,1998 -4,0349 -3,9717 -3,9259 -3,8409 -3,6961 -3,5015 -3,2770 -3,0233 -2,7142 -2,3318 -1,9072 -1,5074 -1,1897 -0,9786 -0,8668 -0,8196 -0,7897 -0,7501 -0,7194 -0,7327 -0,7888 -0,8490 -0,8659 -0,7947 -0,6010 -0,2750 0,1526 0,6012 0,9703 1,2050 1,3315 1,4290 1,5768 1,8110 2,1125 2,4268 2,7002 2,8999 3,0137 3,0480 3,0134 2,9024 2,6909 2,3816 2,0402 1,7710 1,6511 1,6946 1,8566 2,0388 2,1081 1,9618 1,5887 1,0725 0,5481 0,1465 -0,0483 -0,0175 0,2036 0,5481 0,9404 1,3195 1,6597 1,9748 2,2891 2,5993 2,8786 3,1046 3,2546 3,2818 3,1392 2,8423 2,4896 2,2147 2,1185 2,2139 2,4145 2,5839 2,6078 2,4413 2,1143 1,7137 1,3447 1,0702 0,8917 0,7910 0,7446 0,6972 0,5784 0,3581 0,0695 -0,2133 -0,4149 -0,4877 -0,4232 -0,2456 0,0215 0,3844 0,8563 1,3921 1,8629 2,1104 2,0279 1,6094 0,9603 0,2593 -0,3129 -0,6364 -0,6927 -0,5654 -0,3969 -0,3365 -0,4877 -0,8629 -1,3775 -1,8945 -2,2904 -2,5083 -2,5689 -2,5321 -2,4524 -2,3668 -2,2956 -2,2414 -2,1935 -2,1262 -2,0024 -1,7840 -1,4467 -1,0109 -0,5583 -0,1833 0,0801 0,2736 0,4571 0,6448 0,8019 0,8901 0,8914 0,7812 0,5060 0,0153 -0,6905 -1,5560 -2,4996 -3,4313 -4,2611 -4,9195 -5,3807 -5,6582 -5,7805 -5,7799 -5,6999 -5,5951 -5,5141 -5,4885 -5,5512 -5,7681 -6,2319 -7,0147 -8,1243 -9,4856 -10,9517 -12,3432 -13,4951 -14,2899 -14,6705 -14,6493 -14,3028 -13,7311 -13,0048 -12,1556 -11,2104 -10,2054 -9,1557 -8,0342 -6,7960 -5,4226 -3,9566 -2,4972 -1,1486 0,0384 1,0803 2,0205 2,8918 3,7185 4,5274 5,3328 6,1049 6,7568 7,1847 7,3354 7,2387 6,9889 6,7104 6,5177 6,4688 6,5582 6,7542 7,0140 7,2639 7,4037 7,3524 7,0831 6,6210 6,0123 5,2910 4,4742 3,5926 2,7112 1,9079 1,2462 0,7690 0,4831 0,3359 0,2398 0,1405 0,0418 -0,0471 -0,1587 -0,3342 -0,5721 -0,8373 -1,1038 -1,3822 -1,7184 -2,1591 -2,7134 -3,3469 -4,0103 -4,6761 -5,3506 -6,0402 -6,7178 -7,3411 -7,8875 -8,3446 -8,6964 -8,9420 -9,1156 -9,2751 -9,4601 -9,6592 -9,8194 -9,8768 -9,7716 -9,4650 -8,9836 -8,4367 -7,9632 -7,6511 -7,4880 -7,3743 -7,2066 -6,9617 -6,7076 -6,5587 -6,6138 -6,8915 -7,2922 -7,6332 -7,7531 -7,6027 -7,2303 -6,7138 -6,1334
Fz    0,5256 0,6151 0,5436 0,2989 -0,0971 -0,5825 -1,0618 -1,4305 -1,6140 -1,6067 -1,4704 -1,2830 -1,0948 -0,9334 -0,8155 -0,7353 -0,6563 -0,5304 -0,3280 -0,0596 0,2233 0,4496 0,5606 0,5389 0,4218 0,2800 0,1746 0,1285 0,1314 0,1614 0,1972 0,2163 0,1954 0,1227 0,0097 -0,1141 -0,2158 -0,2652 -0,2374 -0,1266 0,0461 0,2505 0,4672 0,6835 0,8831 1,0565 1,2147 1,3868 1,6029 1,8724 2,1715 2,4480 2,6473 2,7374 2,7181 2,6157 2,4757 2,3531 2,2970 2,3320 2,4431 2,5743 2,6526 2,6288 2,5035 2,3150 2,1156 1,9567 1,8746 1,8685 1,8920 1,8712 1,7357 1,4476 1,0159 0,4905 -0,0559 -0,5417 -0,8911 -1,0595 -1,0558 -0,9373 -0,7748 -0,6182 -0,4800 -0,3374 -0,1480 0,1214 0,4673 0,8441 1,1800 1,3979 1,4364 1,2732 0,9404 0,5164 0,0988 -0,2278 -0,4294 -0,5431 -0,6538 -0,8405 -1,1354 -1,5239 -1,9688 -2,4306 -2,8728 -3,2612 -3,5722 -3,8118 -4,0312 -4,3130 -4,7257 -5,2835 -5,9416 -6,6256 -7,2671 -7,8200 -8,2652 -8,6124 -8,8871 -9,1054 -9,2579 -9,3169 -9,2452 -8,9962 -8,5288 -7,8322 -6,9389 -5,9160 -4,8444 -3,7882 -2,7742 -1,7958 -0,8285 0,1562 1,1796 2,2528 3,3821 4,5665 5,7864 7,0102 8,2108 9,3655 10,4533 11,4662 12,4183 13,3334 14,2209 15,0681 15,8538 16,5527 17,1257 17,5285 17,7434 17,8020 17,7784 17,7579 17,7928 17,8808 17,9835 18,0528 18,0410 17,9176 17,6932 17,4259 17,1972 17,0729 17,0727 17,1622 17,2721 17,3277 17,2760 17,1018 16,8233 16,4713 16,0635 15,5963 15,0664 14,4905 13,8906 13,2733 12,6412 12,0178 11,4495 10,9795 10,6223 10,3579 10,1400 9,9113 9,6277 9,2810 8,8934 8,4881 8,0684 7,6284 7,1751 6,7329 6,3231 5,9485 5,5991 5,2644 4,9372 4,6118 4,2811 3,9395 3,6029 3,3183 3,1311 3,0412 2,9943 2,9162 2,7579 2,5149 2,2140 1,8869 1,5533 1,2175 0,8749 0,5218 0,1600 -0,2133 -0,6151 -1,0637 -1,5546 -2,0519 -2,5057 -2,8759 -3,1438 -3,3132 -3,4042 -3,4440 -3,4540 -3,4446 -3,4235 -3,4000 -3,3691 -3,3009 -3,1628 -2,9602 -2,7561 -2,6451 -2,6968 -2,9152 -3,2397 -3,5764 -3,8313 -3,9335 -3,8562 -3,6311 -3,3408 -3,0866 -2,9480 -2,9639 -3,1373 -3,4408 -3,8164 -4,1876 -4,4892 -4,6929 -4,8185 -4,9207 -5,0520 -5,2312 -5,4465 -5,6751 -5,8836 -6,0249 -6,0610 -5,9933 -5,8679 -5,7541 -5,7132 -5,7704 -5,9059 -6,0616 -6,1562 -6,1088 -5,8713 -5,4599 -4,9616 -4,5000 -4,1809 -4,0477 -4,0724 -4,1765 -4,2589 -4,2228 -4,0058 -3,6032 -3,0692 -2,4993 -1,9977 -1,6419 -1,4582 -1,4196 -1,4705 -1,5624 -1,6767 -1,8209 -2,0090 -2,2490 -2,5387 -2,8624 -3,1939 -3,5034 -3,7535 -3,8953 -3,8833 -3,7013 -3,3752 -2,9713 -2,5863 -2,3111 -2,1794 -2,1511 -2,1539 -2,1341 -2,0728 -1,9749 -1,8552 -1,7252 -1,5862 -1,4341 -1,2727 -1,1164 -0,9735 -0,8243 -0,6243 -0,3406 0,0083 0,3463 0,5774 0,6436 0,5587 0,3938 0,2387 0,1684 0,2261 0,4186 0,7250 1,1164 1,5690 2,0560 2,5399 2,9882 3,3940 3,7714 4,1348 4,4848 4,8080 5,0798 5,2723 5,3746 5,4101 5,4254 5,4659 5,5618 5,7218 5,9296 6,1438 6,3028 6,3457 6,2419 6,0053 5,6856 5,3440 5,0283 4,7583 4,5271 4,3157 4,1071 3,8961 3,6922 3,5151 3,3808 3,2942 3,2578 3,2830 3,3825 3,5491 3,7472 3,9255 4,0322 4,0308 3,9192 3,7343 3,5334 3,3713 3,2842 3,2852 3,3686 3,5194 3,7203 3,9529 4,2012 4,4602 4,7379 5,0373 5,3389 5,6076 5,8106 5,9190 5,9066 5,7704 5,5563 5,3505 5,2422 5,2858 5,4743 5,7373 5,9739 6,1005 6,0827 5,9415 5,7413 5,5623 5,4596 5,4418 5,4880 5,5603 5,6008 5,5467 5,3630 5,0616 4,6953 4,3401 4,0672 3,9175 3,8926 3,9680 4,1094 4,2764 4,4171 4,4742 4,4095 4,2247 3,9605 3,6781 3,4363 3,2753 3,2071 3,2076 3,2216 3,1876 3,0653 2,8497 2,5693 2,2730 2,0124 1,8202 1,6931 1,5975 1,5001 1,3927 1,2854 1,1926 1,1257 1,0944 1,1080 1,1707 1,2753 1,4023 1,5220 1,6011 1,6209 1,5937 1,5596 1,5574 1,5946 1,6479 1,6845 1,6772 1,6052 1,4534 1,2253 0,9517 0,6813 0,4568 0,2996 0,2079 0,1633 0,1404 0,1195 0,0957 0,0754 0,0658 0,0709 0,0921 0,1258 0,1515 0,1209 -0,0325 -0,3632 -0,8798 -1,5288 -2,2081 -2,8078 -3,2468 -3,4918 -3,5580 -3,4969 -3,3733 -3,2324 -3,0785 -2,8854 -2,6258 -2,2863 -1,8630 -1,3599 -0,7947 -0,2020 0,3716 0,8803 1,3025 1,6554 1,9829 2,3274 2,7096 3,1246 3,5439 3,9230 4,2126 4,3722 4,3880 4,2877 4,1346 4,0022 3,9508 4,0110 4,1735 4,3998 4,6520 4,9017 5,1213 5,2891 5,4066 5,4993 5,5955 5,6974 5,7707 5,7645 5,6459 5,4209 5,1285 4,8240 4,5657 4,4016 4,3526 4,4073 4,5336 4,6902 4,8286 4,8998 4,8792 4,7847 4,6649 4,5668 4,5092 4,4766 4,4369 4,3656 4,2561 4,1188 3,9706 3,8257 3,6990 3,6087 3,5635 3,5468 3,5231 3,4580 3,3274 3,1166 2,8230 2,4672 2,0957 1,7650 1,5218 1,3929 1,3746 1,4167 1,4298 1,3304 1,0881 0,7435 0,3846 0,0954 -0,0912 -0,2037 -0,3117 -0,4901 -0,7777 -1,1529 -1,5419 -1,8578 -2,0413 -2,0686 -1,9410 -1,6888
F3    0,7831 0,8415 0,7548 0,5121 0,1221 -0,3720 -0,8847 -1,3080 -1,5533 -1,5966 -1,4843 -1,2842 -1,0442 -0,8007 -0,5912 -0,4354 -0,3168 -0,1977 -0,0493 0,1277 0,2994 0,4128 0,4270 0,3435 0,2121 0,1009 0,0544 0,0754 0,1392 0,2190 0,2954 0,3474 0,3489 0,2808 0,1460 -0,0302 -0,2119 -0,3599 -0,4363 -0,4211 -0,3206 -0,1505 0,0781 0,3466 0,6162 0,8475 1,0293 1,1852 1,3515 1,5507 1,7760 1,9981 2,1842 2,3145 2,3827 2,3922 2,3594 2,3147 2,2936 2,3211 2,3959 2,4841 2,5344 2,5101 2,4108 2,2646 2,1099 1,9866 1,9233 1,9171 1,9292 1,9046 1,7964 1,5836 1,2786 0,9164 0,5423 0,2106 -0,0171 -0,0968 -0,0321 0,1260 0,3145 0,4930 0,6536 0,8155 1,0105 1,2623 1,5654 1,8772 2,1314 2,2607 2,2163 1,9865 1,6065 1,1505 0,7090 0,3617 0,1414 0,0095 -0,1244 -0,3431 -0,6765 -1,1045 -1,5864 -2,0839 -2,5651 -2,9994 -3,3587 -3,6379 -3,8788 -4,1609 -4,5540 -5,0746 -5,6806 -6,3034 -6,8854 -7,3974 -7,8388 -8,2286 -8,5848 -8,8984 -9,1275 -9,2176 -9,1209 -8,7965 -8,2162 -7,3830 -6,3409 -5,1638 -3,9341 -2,7167 -1,5424 -0,4084 0,7118 1,8518 3,0333 4,2621 5,5404 6,8670 8,2250 9,5834 10,9107 12,1775 13,3548 14,4298 15,4193 16,3537 17,2448 18,0774 18,8310 19,4911 20,0337 20,4220 20,6345 20,6888 20,6421 20,5658 20,5051 20,4613 20,4143 20,3427 20,2206 20,0242 19,7558 19,4546 19,1799 18,9774 18,8528 18,7688 18,6668 18,4946 18,2283 17,8791 17,4819 17,0677 16,6384 16,1681 15,6381 15,0636 14,4734 13,8803 13,2873 12,7138 12,2009 11,7875 11,4857 11,2739 11,1046 10,9206 10,6804 10,3780 10,0378 9,6835 9,3174 8,9309 8,5299 8,1401 7,7853 7,4701 7,1871 6,9305 6,6959 6,4746 6,2468 5,9879 5,6964 5,4093 5,1743 5,0045 4,8626 4,6893 4,4478 4,1422 3,8012 3,4510 3,1000 2,7411 2,3633 1,9658 1,5635 1,1746 0,8053 0,4525 0,1193 -0,1805 -0,4354 -0,6433 -0,8095 -0,9438 -1,0596 -1,1685 -1,2731 -1,3671 -1,4523 -1,5450 -1,6507 -1,7412 -1,7745 -1,7425 -1,6938 -1,7087 -1,8481 -2,1167 -2,4603 -2,7934 -3,0324 -3,1173 -3,0259 -2,7864 -2,4740 -2,1851 -2,0014 -1,9722 -2,1167 -2,4243 -2,8457 -3,3004 -3,7050 -4,0056 -4,1997 -4,3298 -4,4440 -4,5599 -4,6704 -4,7682 -4,8479 -4,8929 -4,8858 -4,8336 -4,7714 -4,7442 -4,7853 -4,9032 -5,0742 -5,2444 -5,3400 -5,2899 -5,0549 -4,6531 -4,1585 -3,6724 -3,2828 -3,0317 -2,9064 -2,8535 -2,7951 -2,6462 -2,3400 -1,8547 -1,2273 -0,5469 0,0759 0,5500 0,8356 0,9497 0,9417 0,8563 0,7117 0,5084 0,2512 -0,0449 -0,3611 -0,6779 -0,9778 -1,2483 -1,4719 -1,6148 -1,6369 -1,5177 -1,2760 -0,9744 -0,7074 -0,5614 -0,5628 -0,6647 -0,7927 -0,8956 -0,9588 -0,9885 -0,9907 -0,9562 -0,8625 -0,6924 -0,4569 -0,1979 0,0415 0,2545 0,4741 0,7366 1,0396 1,3290 1,5261 1,5802 1,5033 1,3601 1,2279 1,1642 1,1950 1,3168 1,5101 1,7588 2,0604 2,4101 2,7837 3,1477 3,4832 3,7918 4,0845 4,3709 4,6532 4,9186 5,1382 5,2894 5,3804 5,4435 5,5139 5,6183 5,7700 5,9645 6,1747 6,3503 6,4350 6,4003 6,2613 6,0632 5,8547 5,6683 5,5117 5,3735 5,2398 5,1052 4,9725 4,8510 4,7544 4,6901 4,6522 4,6336 4,6440 4,7027 4,8134 4,9525 5,0801 5,1507 5,1264 4,9994 4,8047 4,6063 4,4706 4,4432 4,5385 4,7416 5,0193 5,3320 5,6410 5,9157 6,1465 6,3487 6,5424 6,7295 6,8945 7,0193 7,0848 7,0664 6,9502 6,7593 6,5547 6,4100 6,3782 6,4611 6,6030 6,7216 6,7536 6,6783 6,5161 6,3190 6,1508 6,0528 6,0276 6,0574 6,1146 6,1545 6,1244 5,9926 5,7654 5,4832 5,2022 4,9735 4,8284 4,7778 4,8221 4,9550 5,1539 5,3655 5,5114 5,5211 5,3689 5,0855 4,7416 4,4209 4,1936 4,0965 4,1171 4,1982 4,2649 4,2540 4,1337 3,9121 3,6334 3,3596 3,1417 2,9959 2,9046 2,8446 2,8073 2,7905 2,7900 2,8025 2,8294 2,8760 2,9465 3,0388 3,1451 3,2490 3,3224 3,3396 3,2994 3,2298 3,1658 3,1208 3,0846 3,0431 2,9873 2,9030 2,7652 2,5528 2,2683 1,9407 1,6133 1,3279 1,1137 0,9805 0,9194 0,9141 0,9517 1,0217 1,1084 1,1909 1,2540 1,2931 1,3022 1,2524 1,0909 0,7670 0,2669 -0,3689 -1,0568 -1,7018 -2,2276 -2,5908 -2,7811 -2,8179 -2,7381 -2,5716 -2,3243 -1,9910 -1,5773 -1,1018 -0,5798 -0,0150 0,5913 1,2253 1,8561 2,4439 2,9621 3,4162 3,8387 4,2620 4,7030 5,1642 5,6364 6,0974 6,5105 6,8291 7,0126 7,0516 6,9768 6,8462 6,7254 6,6687 6,7008 6,8170 7,0017 7,2319 7,4682 7,6650 7,7958 7,8632 7,8847 7,8676 7,7925 7,6264 7,3541 6,9959 6,5996 6,2207 5,9104 5,7036 5,6054 5,5926 5,6350 5,7074 5,7819 5,8216 5,8010 5,7288 5,6381 5,5561 5,4825 5,3913 5,2510 5,0471 4,7929 4,5206 4,2579 4,0157 3,7983 3,6167 3,4787 3,3724 3,2709 3,1487 2,9852 2,7602 2,4566 2,0807 1,6759 1,3084 1,0385 0,9044 0,9125 1,0212 1,1444 1,1946 1,1329 0,9879 0,8350 0,7444 0,7350 0,7691 0,7783 0,6994 0,5087 0,2395 -0,0314 -0,2271 -0,3085 -0,2753 -0,1465 0,0432
F7    0,3735 0,4121 0,3356 0,1426 -0,1548 -0,5147 -0,8586 -1,0960 -1,1687 -1,0877 -0,9177 -0,7185 -0,5118 -0,3059 -0,1226 0,0143 0,0991 0,1427 0,1630 0,1797 0,2027 0,2213 0,2170 0,1942 0,1887 0,2364 0,3371 0,4520 0,5348 0,5634 0,5416 0,4801 0,3865 0,2703 0,1444 0,0178 -0,1087 -0,2314 -0,3346 -0,4029 -0,4326 -0,4187 -0,3449 -0,2037 -0,0144 0,1915 0,3956 0,6015 0,8264 1,0831 1,3653 1,6482 1,9014 2,1025 2,2367 2,2958 2,2857 2,2305 2,1661 2,1287 2,1360 2,1727 2,1993 2,1835 2,1238 2,0422 1,9625 1,9016 1,8687 1,8591 1,8563 1,8404 1,7964 1,7191 1,6151 1,4925 1,3556 1,2189 1,1191 1,0969 1,1611 1,2795 1,4089 1,5247 1,6217 1,7055 1,7914 1,9002 2,0415 2,1971 2,3263 2,3819 2,3252 2,1405 1,8440 1,4808 1,1110 0,7890 0,5349 0,3120 0,0488 -0,3048 -0,7410 -1,2129 -1,6780 -2,1212 -2,5457 -2,9498 -3,3159 -3,6296 -3,9103 -4,2087 -4,5647 -4,9702 -5,3737 -5,7196 -5,9851 -6,1852 -6,3583 -6,5460 -6,7687 -7,0051 -7,1962 -7,2766 -7,1999 -6,9382 -6,4821 -5,8499 -5,0865 -4,2479 -3,3814 -2,5094 -1,6263 -0,7080 0,2728 1,3343 2,4725 3,6648 4,8882 6,1305 7,3815 8,6322 9,8785 11,1096 12,2958 13,4001 14,3992 15,2860 16,0569 16,7111 17,2665 17,7539 18,1799 18,5121 18,7079 18,7526 18,6773 18,5470 18,4183 18,3046 18,1847 18,0290 17,8097 17,5095 17,1364 16,7286 16,3349 15,9883 15,6960 15,4468 15,2213 15,0005 14,7755 14,5539 14,3458 14,1370 13,8782 13,5061 12,9878 12,3478 11,6463 10,9432 10,2930 9,7562 9,3866 9,1968 9,1450 9,1567 9,1586 9,1009 8,9695 8,7903 8,6120 8,4680 8,3464 8,2035 8,0031 7,7414 7,4384 7,1217 6,8241 6,5811 6,4172 6,3328 6,2979 6,2621 6,1917 6,1002 6,0252 5,9768 5,9182 5,7968 5,5877 5,3068 4,9846 4,6363 4,2541 3,8198 3,3234 2,7789 2,2264 1,7118 1,2619 0,8811 0,5660 0,3129 0,1133 -0,0462 -0,1765 -0,2877 -0,3920 -0,4983 -0,6049 -0,7003 -0,7812 -0,8683 -0,9892 -1,1477 -1,3248 -1,5093 -1,7171 -1,9772 -2,3034 -2,6749 -3,0406 -3,3424 -3,5380 -3,6063 -3,5496 -3,4024 -3,2294 -3,0985 -3,0518 -3,0990 -3,2346 -3,4485 -3,7191 -4,0107 -4,2815 -4,4991 -4,6574 -4,7789 -4,8880 -4,9854 -5,0559 -5,0929 -5,0999 -5,0787 -5,0330 -4,9798 -4,9482 -4,9699 -5,0700 -5,2560 -5,5057 -5,7640 -5,9534 -5,9937 -5,8321 -5,4757 -4,9924 -4,4759 -4,0059 -3,6264 -3,3419 -3,1250 -2,9228 -2,6663 -2,2936 -1,7765 -1,1369 -0,4427 0,2178 0,7682 1,1664 1,4104 1,5229 1,5277 1,4350 1,2509 0,9912 0,6818 0,3511 0,0257 -0,2758 -0,5443 -0,7695 -0,9313 -1,0089 -0,9956 -0,9081 -0,7911 -0,7138 -0,7382 -0,8750 -1,0773 -1,2826 -1,4535 -1,5846 -1,6826 -1,7423 -1,7337 -1,6160 -1,3720 -1,0344 -0,6798 -0,3850 -0,1796 -0,0391 0,0813 0,2064 0,3240 0,3998 0,4142 0,3867 0,3641 0,3865 0,4639 0,5793 0,7055 0,8252 0,9448 1,0892 1,2749 1,4884 1,6976 1,8814 2,0419 2,1940 2,3537 2,5278 2,7050 2,8555 2,9545 3,0053 3,0305 3,0503 3,0772 3,1181 3,1738 3,2333 3,2689 3,2467 3,1566 3,0257 2,9000 2,8155 2,7809 2,7795 2,7874 2,7898 2,7834 2,7674 2,7386 2,6932 2,6234 2,5158 2,3655 2,1956 2,0476 1,9526 1,9184 1,9337 1,9686 1,9792 1,9323 1,8306 1,7101 1,6203 1,6040 1,6847 1,8620 2,1162 2,4144 2,7137 2,9701 3,1577 3,2833 3,3728 3,4458 3,5089 3,5632 3,6026 3,6071 3,5560 3,4562 3,3509 3,2986 3,3394 3,4655 3,6178 3,7183 3,7157 3,6057 3,4194 3,2068 3,0187 2,8813 2,7870 2,7174 2,6584 2,5933 2,5022 2,3734 2,2108 2,0338 1,8707 1,7481 1,6852 1,6949 1,7911 1,9883 2,2855 2,6420 2,9732 3,1835 3,2137 3,0646 2,7909 2,4759 2,2046 2,0376 1,9907 2,0353 2,1165 2,1714 2,1453 2,0140 1,7916 1,5196 1,2454 1,0013 0,7987 0,6441 0,5497 0,5228 0,5581 0,6413 0,7539 0,8782 1,0031 1,1279 1,2624 1,4118 1,5604 1,6776 1,7441 1,7682 1,7687 1,7491 1,7026 1,6360 1,5716 1,5198 1,4603 1,3556 1,1802 0,9369 0,6530 0,3631 0,0975 -0,1217 -0,2820 -0,3782 -0,4096 -0,3826 -0,3178 -0,2473 -0,2017 -0,1986 -0,2490 -0,3755 -0,6144 -0,9900 -1,4918 -2,0761 -2,6816 -3,2457 -3,7149 -4,0515 -4,2354 -4,2679 -4,1722 -3,9767 -3,6976 -3,3451 -2,9395 -2,5080 -2,0647 -1,6018 -1,1030 -0,5609 0,0121 0,5876 1,1363 1,6453 2,1177 2,5577 2,9661 3,3479 3,7126 4,0619 4,3786 4,6272 4,7715 4,8007 4,7389 4,6342 4,5389 4,4934 4,5137 4,5951 4,7272 4,8904 5,0444 5,1391 5,1417 5,0505 4,8877 4,6778 4,4274 4,1305 3,7884 3,4216 3,0636 2,7486 2,5050 2,3470 2,2642 2,2260 2,2063 2,1984 2,2009 2,2023 2,1925 2,1791 2,1767 2,1817 2,1648 2,0910 1,9465 1,7493 1,5374 1,3467 1,1891 1,0494 0,9070 0,7562 0,6009 0,4390 0,2656 0,0843 -0,0971 -0,2793 -0,4750 -0,6903 -0,9061 -1,0839 -1,1870 -1,1904 -1,0857 -0,8941 -0,6699 -0,4745 -0,3429 -0,2697 -0,2195 -0,1572 -0,0818 -0,0301 -0,0514 -0,1749 -0,3864 -0,6244 -0,8032 -0,8596 -0,7862 -0,6191 -0,4055 -0,1908
