Fp1   -2,9321 -2,6667 -2,0047 -1,1588 -0,3530 0,2764 0,7072 0,9735 1,1094 1,1430 1,1195 1,1103 1,1768 1,3329 1,5702 1,8910 2,2738 2,6245 2,8166 2,8064 2,6749 2,5339 2,4379 2,3918 2,3794 2,3780 2,3846 2,3885 2,3262 2,1251 1,7672 1,2763 0,6898 0,0688 -0,5046 -0,9637 -1,2873 -1,5028 -1,6626 -1,8193 -2,0194 -2,2953 -2,6467 -3,0432 -3,4430 -3,8031 -4,0872 -4,2571 -4,2583 -4,0450 -3,6140 -3,0142 -2,3412 -1,7024 -1,1706 -0,7795 -0,5377 -0,4200 -0,3646 -0,3072 -0,2043 -0,0172 0,2778 0,6512 1,0361 1,3880 1,7010 1,9676 2,1390 2,1435 1,9624 1,6817 1,4587 1,4353 1,6627 2,0711 2,4916 2,7091 2,5423 1,9627 1,1486 0,3713 -0,1772 -0,4475 -0,4877 -0,3700 -0,1394 0,2016 0,6885 1,3704 2,2499 3,2346 4,1645 4,8985 5,3749 5,5935 5,5685 5,3198 4,8966 4,3761 3,8320 3,3100 2,8237 2,3707 1,9593 1,6042 1,2958 0,9992 0,6875 0,3737 0,1167 -0,0044 0,0525 0,2413 0,4472 0,5681 0,5667 0,4747 0,3781 0,3675 0,4709 0,6477 0,8583 1,1217 1,5000 2,0525 2,8118 3,7657 4,8435 5,9589 7,0792 8,2175 9,3617 10,4514 11,4171 12,2097 12,7782 13,0576 13,0227 12,7339 12,2933 11,7554 11,0953 10,2836 9,3730 8,4806 7,6937 7,0069 6,3534 5,6792 4,9819 4,3008 3,6907 3,2037 2,8655 2,6453 2,4892 2,3951 2,4121 2,5709 2,8439 3,1604 3,4525 3,6842 3,8465 3,9429 3,9967 4,0648 4,2198 4,5058 4,9304 5,4819 6,1226 6,7839 7,3921 7,8750 8,1531 8,1947 8,0771 7,9282 7,8140 7,7099 7,5466 7,2538 6,7759 6,0909 5,2321 4,2941 3,4245 2,7758 2,4132 2,2633 2,1452 1,8522 1,2655 0,4447 -0,4139 -1,1212 -1,5903 -1,8375 -1,9415 -1,9902 -2,0376 -2,0861 -2,0969 -2,0432 -1,9758 -2,0035 -2,1976 -2,5357 -2,9102 -3,1670 -3,1725 -2,8673 -2,2675 -1,4607 -0,5853 0,2440 0,9874 1,6573 2,2783 2,8500 3,3293 3,6780 3,9297 4,1689 4,4454 4,7323 4,9523 5,0285 4,9398 4,7481 4,5524 4,4037 4,2824 4,1520 4,0057 3,8740 3,8177 3,9062 4,1714 4,5684 4,9948 5,3713 5,7022 6,0263 6,3102 6,4359 6,3044 5,9211 5,3834 4,8287 4,3938 4,1839 4,2591 4,6208 5,1986 5,8798 6,5575 7,1465 7,5844 7,8401 7,9165 7,8493 7,7114 7,6167 7,7010 8,0610 8,6873 9,4421 10,1070 10,4826 10,4775 10,1183 9,5027 8,7621 8,0380 7,4477 7,0541 6,8627 6,8464 6,9672 7,1652 7,3621 7,5133 7,6328 7,7501 7,8597 7,9085 7,8241 7,5652 7,1549 6,6522 6,0880 5,4586 4,7842 4,1282 3,5469 3,0532 2,6543 2,3966 2,3397 2,4982 2,8361 3,3215 3,9632 4,7852 5,7807 6,8983 8,0551 9,1567 10,1338 10,9612 11,6090 11,9916 12,0017 11,5828 10,7869 9,8051 8,9091 8,3172 8,1123 8,2452 8,5505 8,7824 8,7363 8,3912 7,9095 7,4903 7,2407 7,1494 7,1378 7,1519 7,2118 7,3627 7,5930 7,8125 7,9074 7,8127 7,5347 7,1395 6,7505 6,5276 6,5890 6,9429 7,5032 8,1386 8,6908 8,9957 8,9490 8,5610 7,9436 7,2540 6,6426 6,2067 5,9538 5,8080 5,6769 5,5260 5,3899 5,3332 5,4090 5,6165 5,8754 6,0752 6,1764 6,2421 6,3568 6,5572 6,8436 7,2023 7,6023 7,9942 8,3085 8,4663 8,4320 8,2471 7,9857 7,6988 7,4254 7,2117 7,0757 6,9744 6,8271 6,5755 6,2201 5,7884 5,2981 4,7967 4,3963 4,2075 4,2499 4,4571 4,7451 5,0546 5,3604 5,6695 5,9832 6,2719 6,5217 6,7658 7,0235 7,2358 7,2807 7,0509 6,5235 5,7522 4,8199 3,8402 2,9444 2,1980 1,5700 1,0074 0,5044 0,1026 -0,1346 -0,1593 0,0206 0,3459 0,7573 1,2193 1,6963 2,1223 2,4066 2,4813 2,3542 2,1216 1,9279 1,8993 2,0841 2,4285 2,8080 3,0900 3,1905 3,1012 2,8685 2,5475 2,1802 1,7973 1,4218 1,0780 0,8085 0,6674 0,6858 0,8447 1,0869 1,3707 1,7126 2,1566 2,7071 3,3083 3,8828 4,3788 4,7662 4,9953 4,9986 4,7457 4,2947 3,7895 3,3850 3,1624 3,0929 3,0623 2,9553 2,7366 2,4375 2,0936 1,7453 1,4638 1,3261 1,3567 1,4845 1,5498 1,3884 0,9316 0,2279 -0,6146 -1,4958 -2,3572 -3,1666 -3,8673 -4,3547 -4,5232 -4,3325 -3,8481 -3,2347 -2,6746 -2,2602 -1,9797 -1,7965 -1,6922 -1,6391 -1,5957 -1,5468 -1,5233 -1,5624 -1,6537 -1,7384 -1,7638 -1,7218 -1,6284 -1,4994 -1,3706 -1,3008 -1,3332 -1,4872 -1,7672 -2,1290 -2,4652 -2,6710 -2,7123 -2,6124 -2,4063 -2,1345 -1,8445 -1,5495 -1,1928 -0,6818 0,0311 0,8970 1,7908 2,5770 3,1695 3,5823 3,9361 4,3900 5,0333 5,7974 6,4832 6,9218 7,0862 7,0454 6,8737 6,6140 6,2851 5,8999 5,4592 4,9374 4,3166 3,6308 2,9551 2,3761 1,9671 1,7732 1,8258 2,1486 2,7197 3,4520 4,2275 4,9284 5,4326 5,6406 5,5386 5,2099 4,7751 4,3138 3,8379 3,3517 2,9360 2,7488 2,9179 3,4191 4,0785 4,6956 5,1332 5,3154 5,2330 4,9862 4,7733 4,7955 5,1511 5,7945 6,5972 7,4532 8,3038 9,0882 9,7345 10,2003 10,4872 10,6260 10,6519 10,5635 10,3108 9,8675 9,2978 8,7064 8,1374 7,5594 6,9451 6,3277 5,7722 5,3229 4,9921 4,7675 4,6347 4,6201 4,8002 5,2355 5,8964 6,6744
Fz    -2,8427 -2,8266 -2,6690 -2,4901 -2,3910 -2,3992 -2,4685 -2,5233 -2,5070 -2,4066 -2,2374 -2,0157 -1,7583 -1,4869 -1,2108 -0,9252 -0,6367 -0,3804 -0,2003 -0,1028 -0,0391 0,0608 0,2496 0,5468 0,9283 1,3395 1,7364 2,0933 2,3771 2,5542 2,6179 2,5836 2,4694 2,2948 2,0851 1,8687 1,6747 1,5288 1,4399 1,3957 1,3722 1,3384 1,2583 1,1008 0,8536 0,5216 0,1219 -0,3035 -0,6773 -0,9130 -0,9542 -0,8000 -0,5106 -0,1742 0,1464 0,4271 0,6605 0,8390 0,9491 0,9762 0,9302 0,8635 0,8407 0,8810 0,9508 1,0075 1,0347 1,0372 1,0102 0,9244 0,7607 0,5514 0,3689 0,2725 0,2723 0,3308 0,3860 0,3778 0,2789 0,1222 -0,0181 -0,0887 -0,0895 -0,0488 0,0047 0,0460 0,0557 0,0246 -0,0413 -0,1161 -0,1691 -0,1912 -0,1931 -0,1806 -0,1457 -0,0834 -0,0007 0,0910 0,1926 0,3184 0,4674 0,6027 0,6694 0,6298 0,4833 0,2507 -0,0562 -0,4443 -0,9227 -1,4740 -2,0383 -2,5370 -2,9234 -3,2167 -3,4782 -3,7524 -4,0388 -4,3021 -4,4859 -4,5404 -4,4630 -4,2981 -4,0939 -3,8738 -3,6357 -3,3509 -2,9671 -2,4439 -1,7947 -1,0710 -0,3077 0,4920 1,3222 2,1414 2,8747 3,4470 3,8177 3,9878 3,9902 3,8723 3,6744 3,4088 3,0680 2,6670 2,2636 1,9195 1,6517 1,4293 1,2097 0,9702 0,7119 0,4568 0,2406 0,0887 -0,0109 -0,1013 -0,2120 -0,3238 -0,3754 -0,2985 -0,0568 0,3295 0,7921 1,2533 1,6656 2,0296 2,3863 2,7840 3,2343 3,7032 4,1488 4,5528 4,9128 5,2253 5,4872 5,6967 5,8442 5,9173 5,9119 5,8247 5,6524 5,4101 5,1333 4,8554 4,5845 4,2988 3,9602 3,5403 3,0481 2,5336 2,0537 1,6329 1,2510 0,8573 0,4104 -0,0794 -0,5532 -0,9539 -1,2664 -1,5204 -1,7654 -2,0402 -2,3568 -2,7027 -3,0386 -3,3040 -3,4556 -3,5035 -3,4896 -3,4279 -3,2800 -2,9946 -2,5626 -2,0254 -1,4411 -0,8648 -0,3370 0,1394 0,6000 1,0840 1,6076 2,1590 2,7023 3,1926 3,5935 3,8783 4,0245 4,0231 3,8918 3,6778 3,4448 3,2513 3,1277 3,0676 3,0386 2,9987 2,9150 2,7889 2,6565 2,5538 2,4912 2,4579 2,4287 2,3765 2,2970 2,2046 2,0968 1,9460 1,7328 1,4601 1,1423 0,7991 0,4498 0,1039 -0,2286 -0,5305 -0,7889 -1,0043 -1,1874 -1,3403 -1,4403 -1,4475 -1,3426 -1,1624 -0,9763 -0,8202 -0,6725 -0,4968 -0,2822 -0,0447 0,1823 0,3605 0,4732 0,5374 0,5796 0,6184 0,6843 0,8222 1,0575 1,3736 1,7251 2,0569 2,3162 2,4660 2,4954 2,4201 2,2733 2,0901 1,8926 1,6903 1,4925 1,3186 1,1878 1,0976 1,0310 0,9792 0,9361 0,8785 0,7772 0,6338 0,4971 0,4331 0,4794 0,6291 0,8527 1,1247 1,4304 1,7663 2,1378 2,5508 3,0024 3,4763 3,9358 4,3264 4,5977 4,7220 4,6946 4,5333 4,2750 3,9589 3,6117 3,2551 2,9094 2,5714 2,2036 1,7753 1,3156 0,9062 0,6293 0,5279 0,6036 0,8308 1,1669 1,5552 1,9328 2,2475 2,4691 2,5927 2,6364 2,6284 2,5897 2,5336 2,4758 2,4297 2,3954 2,3601 2,2997 2,1834 1,9939 1,7408 1,4486 1,1411 0,8409 0,5753 0,3736 0,2495 0,1805 0,1197 0,0359 -0,0661 -0,1616 -0,2273 -0,2570 -0,2739 -0,3166 -0,3991 -0,4996 -0,5854 -0,6343 -0,6425 -0,6244 -0,5965 -0,5616 -0,5211 -0,4868 -0,4726 -0,4850 -0,5301 -0,6121 -0,7187 -0,8189 -0,8801 -0,8817 -0,8195 -0,7025 -0,5539 -0,4195 -0,3546 -0,3830 -0,4799 -0,5989 -0,7048 -0,7762 -0,7885 -0,7199 -0,5768 -0,3975 -0,2366 -0,1528 -0,1808 -0,3020 -0,4490 -0,5437 -0,5427 -0,4593 -0,3527 -0,3023 -0,3699 -0,5507 -0,7745 -0,9720 -1,1214 -1,2332 -1,3205 -1,3908 -1,4464 -1,4891 -1,5250 -1,5575 -1,5709 -1,5273 -1,3904 -1,1636 -0,9053 -0,7034 -0,6331 -0,7231 -0,9421 -1,2176 -1,4795 -1,6947 -1,8664 -2,0147 -2,1561 -2,2883 -2,3982 -2,4902 -2,5856 -2,6903 -2,7918 -2,8820 -2,9552 -2,9871 -2,9423 -2,8140 -2,6451 -2,4929 -2,3807 -2,2939 -2,2064 -2,1084 -2,0210 -1,9809 -2,0050 -2,0837 -2,2088 -2,3905 -2,6352 -2,9176 -3,1884 -3,4009 -3,5300 -3,5773 -3,5618 -3,5016 -3,4156 -3,3351 -3,2859 -3,2653 -3,2558 -3,2481 -3,2518 -3,2984 -3,4230 -3,6407 -3,9470 -4,3278 -4,7548 -5,1848 -5,5823 -5,9338 -6,2349 -6,4671 -6,5995 -6,6233 -6,5776 -6,5233 -6,4965 -6,4954 -6,5016 -6,4983 -6,4641 -6,3682 -6,2052 -6,0273 -5,9145 -5,9141 -6,0158 -6,1720 -6,3231 -6,4101 -6,3932 -6,2731 -6,0811 -5,8524 -5,6248 -5,4351 -5,2945 -5,1820 -5,0694 -4,9425 -4,8064 -4,6851 -4,6105 -4,6043 -4,6563 -4,7162 -4,7179 -4,6257 -4,4575 -4,2631 -4,0825 -3,9236 -3,7686 -3,5927 -3,3747 -3,1035 -2,7958 -2,4945 -2,2376 -2,0378 -1,8924 -1,7955 -1,7374 -1,6995 -1,6560 -1,5980 -1,5508 -1,5474 -1,5908 -1,6583 -1,7295 -1,7974 -1,8585 -1,9028 -1,9177 -1,8897 -1,8001 -1,6402 -1,4415 -1,2740 -1,1986 -1,2322 -1,3579 -1,5397 -1,7312 -1,8938 -2,0080 -2,0520 -1,9876 -1,7981 -1,5432 -1,3439 -1,2973 -1,4186 -1,6687 -1,9998 -2,3652 -2,7175 -3,0207 -3,2568 -3,4232 -3,5280 -3,5809 -3,5894 -3,5629 -3,5082 -3,4222 -3,2926 -3,1094 -2,8848 -2,6699 -2,5388 -2,5432 -2,6819 -2,9170 -3,2073 -3,5244 -3,8428 -4,1279 -4,3443 -4,4713 -4,5063 -4,4590 -4,3409 -4,1556 -3,9001 -3,5699 -3,1682 -2,7277
F3    -2,7940 -2,4909 -2,0756 -1,6890 -1,4481 -1,3835 -1,4320 -1,4903 -1,4840 -1,4007 -1,2652 -1,0969 -0,9029 -0,6922 -0,4712 -0,2378 0,0007 0,2112 0,3512 0,4081 0,4114 0,4086 0,4489 0,5758 0,7992 1,0873 1,4024 1,7112 1,9654 2,1221 2,1773 2,1527 2,0659 1,9233 1,7283 1,4910 1,2336 0,9830 0,7534 0,5440 0,3534 0,1853 0,0400 -0,0947 -0,2428 -0,4322 -0,6827 -0,9827 -1,2741 -1,4712 -1,4941 -1,3022 -0,9310 -0,4832 -0,0637 0,2679 0,4965 0,6327 0,6900 0,6711 0,5869 0,4863 0,4378 0,4714 0,5586 0,6461 0,6967 0,6966 0,6316 0,4754 0,2209 -0,0808 -0,3348 -0,4640 -0,4575 -0,3735 -0,3059 -0,3402 -0,5120 -0,7766 -1,0287 -1,1786 -1,2064 -1,1453 -1,0378 -0,9176 -0,8104 -0,7339 -0,6908 -0,6638 -0,6324 -0,5974 -0,5719 -0,5454 -0,4779 -0,3374 -0,1294 0,1072 0,3344 0,5366 0,6941 0,7550 0,6612 0,3968 0,0084 -0,4259 -0,8471 -1,2396 -1,6186 -2,0033 -2,3935 -2,7627 -3,0813 -3,3559 -3,6281 -3,9256 -4,2338 -4,5097 -4,6970 -4,7459 -4,6488 -4,4447 -4,1853 -3,9047 -3,6117 -3,2895 -2,9035 -2,4259 -1,8615 -1,2375 -0,5648 0,1695 0,9700 1,7989 2,5777 3,2285 3,7087 4,0118 4,1556 4,1786 4,1297 4,0356 3,8860 3,6783 3,4561 3,2771 3,1580 3,0668 2,9600 2,8152 2,6312 2,4221 2,2207 2,0600 1,9352 1,8007 1,6308 1,4696 1,4066 1,5093 1,7823 2,1712 2,5954 2,9843 3,2994 3,5392 3,7339 3,9268 4,1456 4,3869 4,6387 4,9054 5,1980 5,5150 5,8455 6,1747 6,4750 6,7078 6,8430 6,8659 6,7764 6,5929 6,3466 6,0665 5,7624 5,4188 5,0084 4,5158 3,9544 3,3682 2,8129 2,3234 1,8873 1,4512 0,9690 0,4571 -0,0070 -0,3503 -0,5655 -0,7143 -0,8839 -1,1367 -1,4901 -1,9163 -2,3444 -2,6813 -2,8697 -2,9245 -2,9026 -2,8383 -2,7051 -2,4414 -2,0163 -1,4594 -0,8344 -0,2128 0,3460 0,8269 1,2642 1,7042 2,1707 2,6548 3,1196 3,5216 3,8338 4,0440 4,1415 4,1216 4,0031 3,8317 3,6649 3,5547 3,5312 3,5873 3,6751 3,7248 3,6803 3,5331 3,3265 3,1212 2,9609 2,8638 2,8193 2,7947 2,7709 2,7625 2,7811 2,8046 2,7961 2,7232 2,5595 2,3000 1,9685 1,6016 1,2368 0,9036 0,6116 0,3550 0,1292 -0,0556 -0,1703 -0,1757 -0,0502 0,1808 0,4540 0,7221 0,9805 1,2437 1,5183 1,7970 2,0538 2,2507 2,3704 2,4367 2,4856 2,5373 2,6090 2,7285 2,9199 3,1835 3,4979 3,8321 4,1457 4,3907 4,5320 4,5696 4,5267 4,4220 4,2593 4,0396 3,7759 3,4985 3,2329 2,9764 2,7168 2,4625 2,2264 1,9944 1,7415 1,4788 1,2661 1,1716 1,2232 1,4020 1,6703 1,9955 2,3579 2,7537 3,1871 3,6543 4,1411 4,6316 5,1012 5,5065 5,8012 5,9595 5,9793 5,8806 5,7078 5,5078 5,2972 5,0594 4,7637 4,3727 3,8500 3,1977 2,4925 1,8646 1,4350 1,2680 1,3641 1,6855 2,1770 2,7612 3,3370 3,8072 4,1168 4,2648 4,2829 4,2021 4,0365 3,8015 3,5350 3,2855 3,0864 2,9443 2,8368 2,7194 2,5519 2,3215 2,0370 1,7139 1,3789 1,0774 0,8612 0,7574 0,7474 0,7807 0,8133 0,8294 0,8292 0,8120 0,7672 0,6740 0,5205 0,3314 0,1613 0,0561 0,0291 0,0642 0,1284 0,1892 0,2272 0,2342 0,2101 0,1659 0,1112 0,0381 -0,0642 -0,1770 -0,2549 -0,2602 -0,1888 -0,0667 0,0718 0,1957 0,2629 0,2302 0,1009 -0,0624 -0,1890 -0,2507 -0,2583 -0,2278 -0,1680 -0,0901 -0,0110 0,0458 0,0490 -0,0201 -0,1404 -0,2575 -0,3180 -0,3023 -0,2369 -0,1783 -0,1930 -0,3296 -0,5726 -0,8428 -1,0675 -1,2275 -1,3380 -1,4203 -1,4899 -1,5528 -1,6124 -1,6774 -1,7557 -1,8365 -1,8816 -1,8474 -1,7282 -1,5758 -1,4665 -1,4544 -1,5424 -1,6822 -1,7989 -1,8378 -1,7973 -1,7162 -1,6438 -1,6191 -1,6549 -1,7373 -1,8510 -1,9874 -2,1268 -2,2472 -2,3530 -2,4624 -2,5700 -2,6451 -2,6683 -2,6559 -2,6304 -2,5797 -2,4657 -2,2671 -2,0063 -1,7428 -1,5342 -1,4034 -1,3500 -1,3787 -1,5048 -1,7316 -2,0271 -2,3347 -2,6048 -2,8171 -2,9842 -3,1351 -3,2867 -3,4344 -3,5684 -3,6796 -3,7530 -3,7775 -3,7567 -3,7122 -3,6859 -3,7236 -3,8534 -4,0885 -4,4355 -4,8860 -5,4113 -5,9736 -6,5319 -7,0351 -7,4208 -7,6344 -7,6670 -7,5756 -7,4455 -7,3306 -7,2402 -7,1724 -7,1312 -7,0991 -7,0217 -6,8550 -6,6232 -6,4085 -6,2811 -6,2443 -6,2443 -6,2180 -6,1235 -5,9454 -5,7003 -5,4299 -5,1795 -4,9900 -4,8851 -4,8428 -4,7992 -4,6999 -4,5342 -4,3197 -4,0779 -3,8295 -3,5943 -3,3774 -3,1551 -2,8857 -2,5501 -2,1816 -1,8439 -1,5837 -1,4063 -1,2748 -1,1281 -0,9102 -0,5965 -0,2214 0,1285 0,3785 0,5115 0,5467 0,5056 0,4050 0,2670 0,1176 -0,0374 -0,2294 -0,4910 -0,8119 -1,1464 -1,4522 -1,7099 -1,9121 -2,0448 -2,0878 -2,0259 -1,8510 -1,5678 -1,2221 -0,9093 -0,7199 -0,6814 -0,7656 -0,9285 -1,1327 -1,3535 -1,5686 -1,7288 -1,7513 -1,5790 -1,2641 -0,9598 -0,8058 -0,8463 -1,0536 -1,3745 -1,7343 -2,0558 -2,2977 -2,4542 -2,5357 -2,5629 -2,5567 -2,5251 -2,4649 -2,3644 -2,2049 -1,9716 -1,6668 -1,3235 -1,0179 -0,8539 -0,9027 -1,1473 -1,5074 -1,9125 -2,3337 -2,7516 -3,1266 -3,4092 -3,5653 -3,5917 -3,5143 -3,3637 -3,1471 -2,8507 -2,4642 -2,0020 -1,5094
F7    -2,3101 -2,3526 -2,3088 -2,1693 -1,9454 -1,6549 -1,3157 -0,9496 -0,5885 -0,2687 -0,0094 0,1984 0,3738 0,5197 0,6205 0,6649 0,6615 0,6409 0,6502 0,7373 0,9284 1,1986 1,4643 1,6299 1,6566 1,5832 1,4863 1,4322 1,4555 1,5508 1,6727 1,7610 1,7784 1,7198 1,5977 1,4287 1,2268 1,0001 0,7511 0,4670 0,1156 -0,3276 -0,8455 -1,3858 -1,8901 -2,3068 -2,5913 -2,7099 -2,6438 -2,3978 -2,0213 -1,6085 -1,2529 -1,0038 -0,8626 -0,7986 -0,7673 -0,7289 -0,6565 -0,5397 -0,3882 -0,2221 -0,0569 0,0950 0,2155 0,2813 0,2667 0,1521 -0,0561 -0,3161 -0,5762 -0,8131 -1,0350 -1,2513 -1,4542 -1,6229 -1,7320 -1,7725 -1,7698 -1,7738 -1,8217 -1,9043 -1,9685 -1,9584 -1,8536 -1,6687 -1,4349 -1,1875 -0,9607 -0,7813 -0,6495 -0,5265 -0,3684 -0,1727 0,0290 0,2118 0,3643 0,4701 0,5058 0,4587 0,3405 0,1857 0,0337 -0,0980 -0,2197 -0,3513 -0,5065 -0,6909 -0,9040 -1,1306 -1,3374 -1,4975 -1,6135 -1,7057 -1,7958 -1,9069 -2,0565 -2,2366 -2,4072 -2,5230 -2,5698 -2,5628 -2,5112 -2,3995 -2,2057 -1,9261 -1,5735 -1,1611 -0,6967 -0,1845 0,3724 0,9698 1,5999 2,2450 2,8731 3,4458 3,9295 4,3006 4,5512 4,6905 4,7351 4,7081 4,6378 4,5458 4,4400 4,3236 4,1988 4,0613 3,9021 3,7202 3,5267 3,3311 3,1389 2,9714 2,8785 2,9118 3,0754 3,3114 3,5485 3,7542 3,9391 4,1299 4,3391 4,5509 4,7383 4,8965 5,0543 5,2499 5,4950 5,7706 6,0552 6,3399 6,6279 6,9358 7,2784 7,6379 7,9648 8,2022 8,2978 8,2068 7,9128 7,4519 6,9061 6,3638 5,8806 5,4694 5,1169 4,8094 4,5473 4,3294 4,1252 3,8800 3,5491 3,1235 2,6284 2,1059 1,6032 1,1605 0,7947 0,4988 0,2603 0,0671 -0,0994 -0,2708 -0,4874 -0,7805 -1,1450 -1,5318 -1,8741 -2,1171 -2,2258 -2,1874 -2,0164 -1,7458 -1,4104 -1,0391 -0,6552 -0,2804 0,0633 0,3610 0,6187 0,8628 1,1116 1,3540 1,5626 1,7191 1,8190 1,8620 1,8548 1,8198 1,7822 1,7439 1,6858 1,6023 1,5175 1,4669 1,4722 1,5303 1,6161 1,7050 1,8008 1,9305 2,1105 2,3283 2,5494 2,7389 2,8828 2,9885 3,0669 3,1239 3,1582 3,1553 3,0883 2,9347 2,6960 2,4104 2,1477 1,9755 1,9232 1,9839 2,1411 2,3810 2,6756 2,9744 3,2285 3,4196 3,5600 3,6749 3,7872 3,9087 4,0380 4,1744 4,3286 4,5068 4,6933 4,8655 5,0169 5,1575 5,2994 5,4409 5,5582 5,6209 5,6169 5,5490 5,4213 5,2467 5,0460 4,8327 4,6167 4,4139 4,2415 4,1068 4,0018 3,8981 3,7541 3,5413 3,2649 2,9567 2,6551 2,3875 2,1700 2,0276 1,9997 2,1113 2,3528 2,6965 3,1074 3,5372 3,9385 4,2933 4,6136 4,9136 5,1899 5,4131 5,5305 5,4965 5,3079 5,0012 4,6168 4,1748 3,6857 3,1823 2,7277 2,3870 2,1959 2,1588 2,2571 2,4520 2,6936 2,9340 3,1343 3,2684 3,3329 3,3553 3,3924 3,5065 3,7245 4,0110 4,2826 4,4598 4,5155 4,4804 4,4150 4,3775 4,4005 4,4839 4,5941 4,6682 4,6418 4,4918 4,2478 3,9615 3,6667 3,3740 3,0921 2,8436 2,6601 2,5683 2,5763 2,6717 2,8358 3,0489 3,2798 3,4783 3,5898 3,5808 3,4526 3,2333 2,9577 2,6605 2,3812 2,1650 2,0530 2,0621 2,1665 2,3116 2,4454 2,5296 2,5410 2,4787 2,3582 2,1962 2,0089 1,8178 1,6483 1,5194 1,4393 1,4116 1,4344 1,4905 1,5494 1,5821 1,5838 1,5829 1,6192 1,7118 1,8552 2,0274 2,1936 2,3132 2,3520 2,2879 2,1161 1,8563 1,5538 1,2701 1,0621 0,9540 0,9208 0,9100 0,8835 0,8342 0,7689 0,6922 0,6120 0,5460 0,5070 0,4932 0,5006 0,5270 0,5631 0,5929 0,6012 0,5748 0,5052 0,3961 0,2637 0,1255 -0,0086 -0,1383 -0,2727 -0,4247 -0,5995 -0,7897 -0,9829 -1,1711 -1,3459 -1,4883 -1,5716 -1,5770 -1,5013 -1,3453 -1,1074 -0,8052 -0,4922 -0,2332 -0,0647 0,0210 0,0665 0,1238 0,2153 0,3165 0,3846 0,3946 0,3445 0,2390 0,0810 -0,1189 -0,3372 -0,5526 -0,7664 -0,9974 -1,2587 -1,5362 -1,7795 -1,9206 -1,9136 -1,7672 -1,5482 -1,3505 -1,2546 -1,3051 -1,5020 -1,8032 -2,1454 -2,4642 -2,7093 -2,8710 -2,9868 -3,1059 -3,2524 -3,4290 -3,6378 -3,8809 -4,1550 -4,4599 -4,8001 -5,1559 -5,4643 -5,6466 -5,6539 -5,4910 -5,2101 -4,8881 -4,5907 -4,3455 -4,1439 -3,9621 -3,7770 -3,5691 -3,3239 -3,0357 -2,7161 -2,3918 -2,0903 -1,8285 -1,6118 -1,4302 -1,2566 -1,0586 -0,8165 -0,5417 -0,2743 -0,0575 0,0900 0,1800 0,2422 0,3056 0,3944 0,5373 0,7678 1,1052 1,5362 2,0152 2,4813 2,8792 3,1760 3,3725 3,4983 3,5865 3,6594 3,7304 3,7937 3,8145 3,7588 3,6279 3,4463 3,2326 2,9968 2,7470 2,4873 2,2229 1,9648 1,7258 1,5210 1,3651 1,2594 1,1947 1,1650 1,1683 1,1925 1,2080 1,1824 1,1087 1,0146 0,9361 0,8901 0,8746 0,8809 0,8988 0,9231 0,9583 1,0091 1,0624 1,0916 1,0841 1,0524 1,0152 0,9824 0,9569 0,9284 0,8760 0,7962 0,7154 0,6600 0,6270 0,5867 0,5075 0,3830 0,2367 0,0956 -0,0268 -0,1221 -0,1822 -0,2101 -0,2216 -0,2333 -0,2563 -0,2983 -0,3651 -0,4607 -0,5888 -0,7471 -0,9252 -1,1151 -1,3084 -1,4801 -1,5853 -1,5780 -1,4418
