Fp1   0,6928 0,7143 0,7043 0,6645 0,6213 0,5951 0,5799 0,5535 0,5044 0,4406 0,3745 0,3159 0,2822 0,2957 0,3667 0,4817 0,6068 0,6991 0,7229 0,6660 0,5478 0,4138 0,3189 0,3044 0,3794 0,5206 0,6817 0,8036 0,8278 0,7100 0,4331 0,0221 -0,4422 -0,8393 -1,0612 -1,0627 -0,8751 -0,5875 -0,3144 -0,1587 -0,1796 -0,3754 -0,6893 -1,0348 -1,3308 -1,5257 -1,6095 -1,6124 -1,5848 -1,5622 -1,5451 -1,5086 -1,4312 -1,3208 -1,2179 -1,1672 -1,1896 -1,2844 -1,4482 -1,6769 -1,9554 -2,2563 -2,5548 -2,8395 -3,1101 -3,3685 -3,6059 -3,8031 -3,9521 -4,0795 -4,2354 -4,4572 -4,7419 -5,0500 -5,3349 -5,5691 -5,7501 -5,8880 -5,9927 -6,0692 -6,1176 -6,1329 -6,1082 -6,0423 -5,9432 -5,8248 -5,7097 -5,6341 -5,6406 -5,7516 -5,9458 -6,1626 -6,3304 -6,3889 -6,3017 -6,0648 -5,7027 -5,2587 -4,7969 -4,4112 -4,2055 -4,2450 -4,5216 -4,9694 -5,5109 -6,0792 -6,6160 -7,0818 -7,4741 -7,8271 -8,1923 -8,6082 -9,0691 -9,5214 -9,8892 -10,1103 -10,1634 -10,0593 -9,8007 -9,3687 -8,7553 -7,9951 -7,1606 -6,3397 -5,6181 -5,0590 -4,6863 -4,4909 -4,4458 -4,5066 -4,6086 -4,6816 -4,6772 -4,5794 -4,3855 -4,0835 -3,6552 -3,0931 -2,4164 -1,6834 -0,9824 -0,3866 0,0894 0,4923 0,8954 1,3485 1,8510 2,3735 2,8967 3,4176 3,9378 4,4630 5,0001 5,5387 6,0448 6,4792 6,8130 7,0235 7,0875 6,9921 6,7531 6,4217 6,0740 5,7826 5,5889 5,5015 5,5144 5,6180 5,7921 5,9993 6,1886 6,3062 6,3121 6,1979 5,9973 5,7859 5,6629 5,7107 5,9484 6,3162 6,7056 7,0110 7,1707 7,1912 7,1528 7,1770 7,3649 7,7456 8,2752 8,8809 9,5013 10,0843 10,5642 10,8658 10,9369 10,7722 10,4086 9,9080 9,3446 8,7990 8,3457 8,0253 7,8309 7,7304 7,7037 7,7528 7,8821 8,0774 8,2971 8,4842 8,5973 8,6337 8,6187 8,5767 8,5158 8,4327 8,3266 8,2005 8,0492 7,8583 7,6237 7,3683 7,1324 6,9524 6,8572 6,8740 7,0151 7,2547 7,5388 7,8191 8,0657 8,2556 8,3669 8,3847 8,3054 8,1424 7,9309 7,7170 7,5307 7,3684 7,2091 7,0404 6,8695 6,7220 6,6300 6,6084 6,6423 6,7018 6,7649 6,8206 6,8581 6,8636 6,8264 6,7480 6,6451 6,5470 6,4846 6,4733 6,5021 6,5383 6,5424 6,4856 6,3577 6,1645 5,9288 5,6929 5,5050 5,3935 5,3541 5,3614 5,3880 5,4088 5,3979 5,3373 5,2308 5,0980 4,9559 4,8149 4,6829 4,5679 4,4747 4,3998 4,3309 4,2485 4,1317 3,9677 3,7593 3,5261 3,2995 3,1121 2,9870 2,9269 2,9059 2,8806 2,8178 2,7019 2,5233 2,2797 1,9910 1,7046 1,4851 1,3951 1,4637 1,6624 1,9142 2,1360 2,2795 2,3415 2,3378 2,2641 2,0862 1,7755 1,3504 0,8769 0,4283 0,0449 -0,2694 -0,5176 -0,6850 -0,7499 -0,7159 -0,6255 -0,5347 -0,4712 -0,4243 -0,3716 -0,3044 -0,2332 -0,1893 -0,2199 -0,3643 -0,6248 -0,9544 -1,2747 -1,5080 -1,6050 -1,5534 -1,3700 -1,0886 -0,7512 -0,3965 -0,0528 0,2564 0,5024 0,6524 0,6802 0,5800 0,3784 0,1354 -0,0774 -0,1988 -0,1882 -0,0346 0,2302 0,5334 0,7842 0,9072 0,8767 0,7383 0,5941 0,5387 0,5985 0,7379 0,9079 1,0728 1,2020 1,2600 1,2085 1,0187 0,6841 0,2295 -0,2853 -0,7776 -1,1664 -1,3948 -1,4420 -1,3246 -1,0896 -0,8002 -0,5208 -0,3015 -0,1640 -0,0994 -0,0854 -0,1072 -0,1664 -0,2762 -0,4531 -0,7149 -1,0727 -1,5062 -1,9548 -2,3475 -2,6453 -2,8513 -2,9857 -3,0575 -3,0634 -3,0034 -2,8894 -2,7449 -2,6012 -2,4892 -2,4324 -2,4386 -2,4909 -2,5521 -2,5859 -2,5746 -2,5194 -2,4266 -2,2967 -2,1270 -1,9252 -1,7118 -1,5128 -1,3590 -1,2864 -1,3203 -1,4543 -1,6506 -1,8565 -2,0194 -2,0937 -2,0494 -1,8735 -1,5644 -1,1378 -0,6473 -0,1771 0,1970 0,4356 0,5365 0,5219 0,4217 0,2678 0,1004 -0,0339 -0,0994 -0,0829 0,0055 0,1326 0,2544 0,3405 0,3792 0,3565 0,2557 0,0896 -0,0822 -0,1871 -0,1840 -0,0745 0,1094 0,3217 0,5280 0,7223 0,9219 1,1571 1,4673 1,8912 2,4514 3,1444 3,9398 4,7852 5,6187 6,3881 7,0636 7,6430 8,1487 8,6058 9,0093 9,3327 9,5770 9,7935 10,0495 10,3785 10,7556 11,1051 11,3379 11,4023 11,3052 11,0839 10,7650 10,3604 9,8961 9,4279 9,0248 8,7449 8,6180 8,6226 8,6808 8,6995 8,6179 8,4192 8,1152 7,7261 7,2770 6,8124 6,3997 6,1062 5,9731 6,0011 6,1489 6,3523 6,5516 6,7084 6,8061 6,8415 6,8183 6,7446 6,6331 6,5000 6,3638 6,2439 6,1483 6,0525 5,9057 5,6709 5,3563 5,0053 4,6637 4,3664 4,1461 4,0396 4,0754 4,2526 4,5316 4,8434 5,1093 5,2658 5,2888 5,2020 5,0544 4,8874 4,7243 4,5827 4,4857 4,4534 4,4863 4,5568 4,6219 4,6447 4,6133 4,5438 4,4621 4,3854 4,3259 4,2960 4,3011 4,3321 4,3739 4,4153 4,4503 4,4726 4,4720 4,4359 4,3543 4,2286 4,0742 3,9167 3,7826 3,6886 3,6388 3,6285 3,6476 3,6767 3,6884 3,6634 3,6150 3,5887 3,6314 3,7548 3,9254 4,0819 4,1624 4,1257 3,9583 3,6680 3,2720 2,7991 2,2993 1,8276 1,4144 1,0671 0,8005 0,6507 0,6473 0,7749 0,9727 1,1714 1,3312 1,4383 1,4752 1,4150 1,2491 0,9984 0,6960 0,3707 0,0445 -0,2677
Fz    -1,7114 -1,6231 -1,5680 -1,5165 -1,4319 -1,2906 -1,0930 -0,8642 -0,6441 -0,4756 -0,3933 -0,4062 -0,4868 -0,5878 -0,6701 -0,7168 -0,7303 -0,7213 -0,7005 -0,6751 -0,6492 -0,6210 -0,5780 -0,4995 -0,3698 -0,1860 0,0390 0,2789 0,4992 0,6686 0,7669 0,7939 0,7798 0,7832 0,8615 1,0336 1,2660 1,4940 1,6539 1,7061 1,6423 1,4813 1,2597 1,0219 0,8086 0,6451 0,5367 0,4677 0,4059 0,3157 0,1772 -0,0065 -0,2200 -0,4562 -0,7248 -1,0405 -1,4037 -1,7961 -2,1870 -2,5432 -2,8443 -3,0909 -3,2972 -3,4754 -3,6296 -3,7597 -3,8652 -3,9494 -4,0272 -4,1327 -4,3062 -4,5654 -4,8886 -5,2250 -5,5241 -5,7595 -5,9312 -6,0526 -6,1381 -6,2029 -6,2622 -6,3219 -6,3765 -6,4236 -6,4750 -6,5539 -6,6871 -6,8965 -7,1865 -7,5342 -7,8910 -8,1999 -8,4194 -8,5304 -8,5275 -8,4170 -8,2228 -7,9864 -7,7650 -7,6298 -7,6499 -7,8619 -8,2468 -8,7376 -9,2551 -9,7342 -10,1326 -10,4375 -10,6710 -10,8773 -11,1025 -11,3727 -11,6779 -11,9742 -12,1989 -12,2893 -12,2041 -11,9326 -11,4845 -10,8849 -10,1846 -9,4577 -8,7773 -8,1945 -7,7388 -7,4231 -7,2435 -7,1828 -7,2157 -7,3006 -7,3722 -7,3601 -7,2240 -6,9725 -6,6481 -6,2955 -5,9379 -5,5684 -5,1608 -4,6902 -4,1446 -3,5155 -2,7888 -1,9515 -1,0072 0,0091 1,0287 1,9740 2,7920 3,4603 3,9734 4,3398 4,5854 4,7465 4,8604 4,9567 5,0449 5,1041 5,0947 4,9814 4,7528 4,4317 4,0695 3,7225 3,4282 3,2030 3,0562 2,9908 2,9941 3,0377 3,0925 3,1412 3,1819 3,2224 3,2699 3,3309 3,4165 3,5385 3,6945 3,8609 4,0027 4,0876 4,0979 4,0401 3,9525 3,8958 3,9260 4,0649 4,2939 4,5764 4,8816 5,1830 5,4420 5,6083 5,6480 5,5652 5,3950 5,1793 4,9514 4,7356 4,5495 4,3994 4,2764 4,1609 4,0317 3,8715 3,6716 3,4363 3,1785 2,9105 2,6455 2,4028 2,2087 2,0926 2,0747 2,1521 2,2993 2,4807 2,6584 2,7966 2,8751 2,9040 2,9159 2,9363 2,9680 3,0052 3,0440 3,0772 3,0963 3,0991 3,0828 3,0314 2,9207 2,7354 2,4838 2,2012 1,9439 1,7716 1,7201 1,7821 1,9114 2,0453 2,1321 2,1544 2,1299 2,0891 2,0558 2,0443 2,0602 2,0924 2,1094 2,0734 1,9660 1,7984 1,5980 1,3903 1,1913 1,0090 0,8490 0,7174 0,6225 0,5760 0,5902 0,6690 0,8046 0,9821 1,1834 1,3884 1,5812 1,7590 1,9304 2,0977 2,2435 2,3419 2,3838 2,3851 2,3758 2,3842 2,4251 2,4943 2,5744 2,6419 2,6742 2,6577 2,5941 2,4987 2,3928 2,2984 2,2365 2,2228 2,2652 2,3605 2,4883 2,6150 2,7112 2,7599 2,7569 2,7135 2,6578 2,6274 2,6558 2,7566 2,9134 3,0830 3,2170 3,2819 3,2678 3,1890 3,0707 2,9281 2,7584 2,5602 2,3553 2,1825 2,0700 2,0124 1,9759 1,9277 1,8573 1,7716 1,6759 1,5631 1,4247 1,2705 1,1330 1,0488 1,0376 1,0928 1,1815 1,2581 1,2879 1,2665 1,2195 1,1818 1,1757 1,2038 1,2550 1,3164 1,3802 1,4415 1,5009 1,5720 1,6764 1,8267 2,0150 2,2176 2,4102 2,5793 2,7233 2,8434 2,9422 3,0322 3,1357 3,2706 3,4358 3,6033 3,7251 3,7609 3,7121 3,6203 3,5222 3,4125 3,2621 3,0557 2,7991 2,5025 2,1724 1,8181 1,4592 1,1185 0,8136 0,5626 0,3908 0,3205 0,3538 0,4659 0,6157 0,7639 0,8839 0,9587 0,9763 0,9353 0,8487 0,7359 0,6094 0,4632 0,2725 0,0067 -0,3548 -0,8114 -1,3324 -1,8615 -2,3396 -2,7296 -3,0227 -3,2274 -3,3593 -3,4412 -3,4989 -3,5479 -3,5863 -3,6034 -3,5918 -3,5539 -3,4997 -3,4386 -3,3748 -3,3092 -3,2419 -3,1723 -3,0988 -3,0157 -2,9129 -2,7861 -2,6427 -2,4999 -2,3822 -2,3134 -2,2970 -2,3063 -2,3038 -2,2669 -2,1951 -2,0978 -1,9847 -1,8611 -1,7224 -1,5587 -1,3696 -1,1707 -0,9821 -0,8144 -0,6645 -0,5229 -0,3876 -0,2695 -0,1841 -0,1436 -0,1550 -0,2195 -0,3293 -0,4726 -0,6405 -0,8255 -1,0197 -1,2291 -1,4732 -1,7567 -2,0488 -2,3001 -2,4697 -2,5346 -2,4948 -2,3737 -2,2043 -2,0182 -1,8471 -1,7175 -1,6300 -1,5528 -1,4413 -1,2643 -1,0209 -0,7395 -0,4605 -0,2127 -0,0014 0,1872 0,3743 0,5654 0,7328 0,8382 0,8778 0,8946 0,9452 1,0658 1,2566 1,4765 1,6560 1,7333 1,6833 1,5096 1,2233 0,8427 0,4107 -0,0020 -0,3212 -0,4958 -0,5125 -0,4012 -0,2244 -0,0430 0,1070 0,2063 0,2359 0,1757 0,0184 -0,2101 -0,4506 -0,6354 -0,7118 -0,6523 -0,4587 -0,1568 0,2168 0,6260 1,0361 1,4103 1,7097 1,8989 1,9555 1,8779 1,6869 1,4220 1,1302 0,8486 0,5978 0,3934 0,2534 0,1850 0,1702 0,1729 0,1685 0,1686 0,2158 0,3492 0,5756 0,8719 1,2041 1,5410 1,8592 2,1427 2,3803 2,5635 2,6887 2,7569 2,7721 2,7429 2,6803 2,5920 2,4764 2,3242 2,1316 1,9170 1,7162 1,5597 1,4542 1,3781 1,2903 1,1481 0,9300 0,6462 0,3275 0,0084 -0,2839 -0,5326 -0,7283 -0,8644 -0,9340 -0,9307 -0,8539 -0,7153 -0,5397 -0,3522 -0,1639 0,0240 0,2033 0,3571 0,4814 0,5954 0,7220 0,8620 0,9916 1,0760 1,0838 0,9938 0,7984 0,5004 0,1070 -0,3660 -0,8878 -1,4207 -1,9383 -2,4253 -2,8602 -3,2073 -3,4333 -3,5278 -3,5061 -3,3948 -3,2156 -2,9856 -2,7308 -2,4843 -2,2665 -2,0751 -1,8992 -1,7393 -1,6096 -1,5283
F3    -0,9535 -0,7885 -0,6596 -0,5501 -0,4303 -0,2810 -0,1089 0,0553 0,1748 0,2227 0,1880 0,0832 -0,0491 -0,1523 -0,1857 -0,1433 -0,0508 0,0540 0,1414 0,1990 0,2303 0,2504 0,2803 0,3385 0,4345 0,5675 0,7235 0,8719 0,9735 0,9948 0,9169 0,7436 0,5122 0,2898 0,1414 0,0915 0,1133 0,1514 0,1512 0,0791 -0,0691 -0,2707 -0,4853 -0,6656 -0,7741 -0,7980 -0,7507 -0,6657 -0,5877 -0,5541 -0,5766 -0,6459 -0,7538 -0,9066 -1,1190 -1,3929 -1,7049 -2,0186 -2,3043 -2,5470 -2,7458 -2,9124 -3,0630 -3,2095 -3,3552 -3,4979 -3,6331 -3,7551 -3,8669 -3,9921 -4,1646 -4,3994 -4,6748 -4,9467 -5,1770 -5,3516 -5,4778 -5,5715 -5,6474 -5,7152 -5,7756 -5,8167 -5,8243 -5,7997 -5,7628 -5,7417 -5,7672 -5,8674 -6,0528 -6,2977 -6,5395 -6,7095 -6,7702 -6,7243 -6,5982 -6,4260 -6,2421 -6,0772 -5,9645 -5,9516 -6,0972 -6,4387 -6,9611 -7,6007 -8,2758 -8,9093 -9,4389 -9,8321 -10,0981 -10,2754 -10,4157 -10,5652 -10,7399 -10,9146 -11,0362 -11,0478 -10,9121 -10,6173 -10,1655 -9,5731 -8,8906 -8,1987 -7,5714 -7,0489 -6,6457 -6,3646 -6,2013 -6,1477 -6,1875 -6,2758 -6,3300 -6,2638 -6,0401 -5,6905 -5,2871 -4,8966 -4,5463 -4,2158 -3,8561 -3,4253 -2,9039 -2,2836 -1,5541 -0,7111 0,2298 1,2200 2,1817 3,0426 3,7698 4,3610 4,8198 5,1575 5,4038 5,5969 5,7699 5,9479 6,1404 6,3262 6,4545 6,4683 6,3327 6,0569 5,6973 5,3308 5,0132 4,7672 4,5998 4,5131 4,4969 4,5261 4,5721 4,6158 4,6498 4,6744 4,6917 4,7119 4,7608 4,8707 5,0550 5,2909 5,5258 5,6977 5,7576 5,6941 5,5507 5,4135 5,3685 5,4562 5,6622 5,9481 6,2833 6,6406 6,9731 7,2136 7,3074 7,2409 7,0413 6,7560 6,4340 6,1179 5,8433 5,6313 5,4780 5,3567 5,2317 5,0714 4,8591 4,6009 4,3168 4,0235 3,7313 3,4526 3,2059 3,0189 2,9215 2,9287 3,0289 3,1912 3,3757 3,5431 3,6726 3,7732 3,8692 3,9709 4,0680 4,1494 4,2104 4,2450 4,2511 4,2408 4,2284 4,2108 4,1624 4,0490 3,8533 3,5991 3,3535 3,1959 3,1704 3,2600 3,3998 3,5125 3,5443 3,4853 3,3653 3,2289 3,1142 3,0474 3,0406 3,0829 3,1322 3,1320 3,0459 2,8772 2,6582 2,4279 2,2193 2,0537 1,9398 1,8783 1,8693 1,9158 2,0192 2,1644 2,3193 2,4506 2,5401 2,5878 2,6081 2,6254 2,6673 2,7435 2,8270 2,8730 2,8580 2,7926 2,7020 2,6062 2,5159 2,4369 2,3725 2,3235 2,2857 2,2503 2,2082 2,1536 2,0871 2,0208 1,9741 1,9634 1,9971 2,0741 2,1754 2,2648 2,3069 2,2830 2,1956 2,0677 1,9380 1,8500 1,8368 1,9073 2,0393 2,1880 2,3057 2,3569 2,3273 2,2287 2,0884 1,9222 1,7246 1,4931 1,2558 1,0625 0,9506 0,9160 0,9146 0,8967 0,8437 0,7725 0,7062 0,6490 0,5905 0,5288 0,4816 0,4747 0,5266 0,6414 0,8038 0,9822 1,1447 1,2771 1,3860 1,4818 1,5615 1,6089 1,6080 1,5556 1,4614 1,3413 1,2193 1,1339 1,1258 1,2154 1,3909 1,6180 1,8608 2,0986 2,3285 2,5547 2,7832 3,0259 3,2951 3,5884 3,8810 4,1278 4,2778 4,3011 4,2174 4,0859 3,9530 3,8128 3,6328 3,4042 3,1492 2,8925 2,6419 2,3951 2,1538 1,9259 1,7220 1,5579 1,4509 1,4074 1,4156 1,4535 1,5027 1,5566 1,6198 1,6956 1,7765 1,8524 1,9187 1,9731 2,0073 1,9987 1,9102 1,7038 1,3554 0,8691 0,2901 -0,2987 -0,8100 -1,1896 -1,4306 -1,5595 -1,6146 -1,6349 -1,6507 -1,6719 -1,6861 -1,6718 -1,6136 -1,5151 -1,4019 -1,3066 -1,2496 -1,2337 -1,2498 -1,2846 -1,3207 -1,3349 -1,3050 -1,2228 -1,1002 -0,9627 -0,8425 -0,7664 -0,7374 -0,7280 -0,6985 -0,6244 -0,5105 -0,3845 -0,2785 -0,2063 -0,1507 -0,0789 0,0273 0,1619 0,3092 0,4602 0,6182 0,7942 0,9918 1,1948 1,3747 1,5043 1,5649 1,5525 1,4846 1,3912 1,2930 1,1953 1,0932 0,9681 0,7908 0,5521 0,2891 0,0656 -0,0694 -0,1004 -0,0445 0,0603 0,1793 0,2964 0,4044 0,4980 0,5839 0,6879 0,8427 1,0675 1,3537 1,6642 1,9521 2,1906 2,3875 2,5747 2,7847 3,0207 3,2370 3,3658 3,3753 3,2939 3,1827 3,0953 3,0526 3,0331 2,9862 2,8734 2,6962 2,4814 2,2468 1,9951 1,7361 1,4989 1,3213 1,2359 1,2593 1,3753 1,5355 1,6931 1,8298 1,9373 1,9886 1,9355 1,7404 1,4174 1,0413 0,7154 0,5276 0,5228 0,6923 0,9872 1,3478 1,7254 2,0855 2,4015 2,6535 2,8286 2,9196 2,9242 2,8460 2,6985 2,5047 2,2902 2,0767 1,8901 1,7653 1,7292 1,7750 1,8569 1,9186 1,9337 1,9206 1,9226 1,9779 2,1059 2,3033 2,5460 2,7958 3,0143 3,1755 3,2734 3,3202 3,3329 3,3220 3,2911 3,2387 3,1594 3,0464 2,8957 2,7134 2,5220 2,3536 2,2320 2,1630 2,1339 2,1137 2,0607 1,9411 1,7433 1,4758 1,1592 0,8204 0,4852 0,1749 -0,0886 -0,2771 -0,3622 -0,3302 -0,1948 0,0092 0,2483 0,5052 0,7673 1,0058 1,1815 1,2797 1,3276 1,3679 1,4215 1,4763 1,5037 1,4746 1,3667 1,1709 0,8940 0,5523 0,1659 -0,2404 -0,6436 -1,0339 -1,4108 -1,7645 -2,0685 -2,2920 -2,4156 -2,4336 -2,3477 -2,1614 -1,8866 -1,5579 -1,2282 -0,9403 -0,7081 -0,5293 -0,4072 -0,3523 -0,3703
F7    0,8443 0,9197 0,9360 0,8895 0,8116 0,7559 0,7617 0,8291 0,9268 1,0159 1,0690 1,0862 1,1007 1,1517 1,2507 1,3731 1,4773 1,5249 1,4899 1,3631 1,1609 0,9267 0,7127 0,5549 0,4631 0,4265 0,4181 0,4009 0,3450 0,2374 0,0731 -0,1494 -0,4110 -0,6616 -0,8458 -0,9383 -0,9493 -0,9090 -0,8604 -0,8565 -0,9467 -1,1554 -1,4685 -1,8405 -2,2120 -2,5213 -2,7119 -2,7541 -2,6574 -2,4473 -2,1416 -1,7646 -1,3653 -1,0093 -0,7567 -0,6462 -0,6858 -0,8611 -1,1459 -1,5021 -1,8832 -2,2530 -2,5941 -2,8962 -3,1428 -3,3111 -3,3831 -3,3669 -3,3118 -3,2967 -3,3919 -3,6176 -3,9305 -4,2512 -4,5078 -4,6617 -4,7049 -4,6523 -4,5436 -4,4359 -4,3702 -4,3485 -4,3474 -4,3442 -4,3262 -4,2924 -4,2534 -4,2266 -4,2210 -4,2189 -4,1757 -4,0542 -3,8643 -3,6596 -3,4978 -3,4054 -3,3683 -3,3476 -3,3165 -3,3000 -3,3809 -3,6559 -4,1681 -4,8725 -5,6599 -6,3978 -6,9613 -7,2716 -7,3319 -7,2302 -7,1023 -7,0724 -7,1996 -7,4661 -7,7955 -8,0852 -8,2503 -8,2477 -8,0613 -7,6953 -7,1918 -6,6281 -6,0762 -5,5742 -5,1288 -4,7297 -4,3653 -4,0401 -3,7737 -3,5730 -3,4073 -3,2223 -2,9775 -2,6702 -2,3285 -1,9823 -1,6389 -1,2802 -0,8845 -0,4536 -0,0056 0,4574 0,9582 1,5227 2,1530 2,8128 3,4351 3,9619 4,3747 4,6809 4,8969 5,0610 5,2298 5,4473 5,7287 6,0634 6,4089 6,6968 6,8713 6,9245 6,8862 6,7931 6,6748 6,5532 6,4437 6,3593 6,3139 6,3135 6,3431 6,3719 6,3760 6,3554 6,3310 6,3297 6,3682 6,4485 6,5688 6,7231 6,8828 6,9968 7,0230 6,9543 6,8175 6,6643 6,5672 6,6085 6,8495 7,2937 7,8776 8,5073 9,1020 9,6030 9,9585 10,1180 10,0480 9,7522 9,2816 8,7234 8,1677 7,6852 7,3268 7,1201 7,0572 7,0963 7,1804 7,2620 7,3173 7,3413 7,3252 7,2477 7,0953 6,8817 6,6448 6,4377 6,3193 6,3295 6,4631 6,6667 6,8516 6,9232 6,8308 6,6021 6,3257 6,0980 5,9868 6,0198 6,1750 6,3849 6,5743 6,6982 6,7430 6,7112 6,6179 6,4851 6,3298 6,1664 6,0234 5,9419 5,9451 6,0099 6,0755 6,0752 5,9714 5,7782 5,5515 5,3513 5,2174 5,1707 5,2196 5,3509 5,5152 5,6396 5,6720 5,6085 5,4755 5,3001 5,0985 4,8770 4,6404 4,4080 4,2218 4,1358 4,1862 4,3661 4,6252 4,8939 5,1088 5,2282 5,2372 5,1458 4,9864 4,7974 4,5983 4,3853 4,1505 3,8933 3,6214 3,3536 3,1148 2,9200 2,7691 2,6550 2,5701 2,5048 2,4476 2,3918 2,3481 2,3484 2,4239 2,5753 2,7625 2,9162 2,9588 2,8364 2,5523 2,1662 1,7630 1,4228 1,2085 1,1575 1,2703 1,5088 1,8117 2,1153 2,3687 2,5390 2,6144 2,6066 2,5390 2,4183 2,2283 1,9681 1,6868 1,4614 1,3442 1,3319 1,3691 1,3892 1,3594 1,2897 1,2027 1,1051 0,9902 0,8662 0,7703 0,7523 0,8477 1,0615 1,3607 1,6832 1,9648 2,1686 2,2927 2,3559 2,3815 2,3896 2,3979 2,4161 2,4350 2,4289 2,3788 2,2920 2,1999 2,1352 2,1123 2,1292 2,1841 2,2896 2,4632 2,6997 2,9680 3,2417 3,5154 3,7881 4,0445 4,2565 4,3929 4,4359 4,4056 4,3612 4,3532 4,3844 4,4324 4,4869 4,5453 4,5922 4,5965 4,5233 4,3550 4,1072 3,8295 3,5906 3,4510 3,4335 3,5103 3,6155 3,6786 3,6589 3,5559 3,3968 3,2255 3,0983 3,0674 3,1559 3,3455 3,5804 3,7860 3,8981 3,8806 3,7324 3,4948 3,2397 3,0287 2,8784 2,7583 2,6181 2,4189 2,1435 1,7979 1,4190 1,0736 0,8364 0,7570 0,8341 1,0186 1,2492 1,4819 1,6917 1,8712 2,0361 2,2156 2,4303 2,6779 2,9349 3,1635 3,3248 3,3871 3,3341 3,1766 2,9584 2,7425 2,5839 2,5102 2,5114 2,5494 2,5891 2,6261 2,6800 2,7641 2,8706 2,9801 3,0739 3,1424 3,1927 3,2448 3,3169 3,4147 3,5249 3,6142 3,6474 3,6155 3,5395 3,4509 3,3778 3,3367 3,3131 3,2565 3,1222 2,9212 2,7151 2,5706 2,5243 2,5728 2,6780 2,7902 2,8719 2,9063 2,8966 2,8653 2,8484 2,8843 3,0020 3,2089 3,4831 3,7816 4,0623 4,3051 4,5211 4,7362 4,9517 5,1201 5,1816 5,1288 5,0159 4,9110 4,8584 4,8676 4,9107 4,9309 4,8736 4,7117 4,4382 4,0519 3,5679 3,0410 2,5616 2,2230 2,0958 2,2116 2,5318 2,9456 3,3324 3,6271 3,8230 3,9305 3,9453 3,8490 3,6376 3,3435 3,0351 2,7962 2,6907 2,7336 2,8970 3,1379 3,4173 3,7073 3,9892 4,2451 4,4582 4,6218 4,7455 4,8516 4,9660 5,1008 5,2340 5,3139 5,2951 5,1728 4,9770 4,7342 4,4459 4,1111 3,7653 3,4840 3,3367 3,3490 3,5060 3,7700 4,0933 4,4308 4,7518 5,0391 5,2777 5,4472 5,5264 5,5042 5,3839 5,1804 4,9158 4,6177 4,3138 4,0353 3,8192 3,6858 3,6138 3,5528 3,4609 3,3231 3,1478 2,9595 2,7930 2,6793 2,6353 2,6625 2,7449 2,8482 2,9318 2,9642 2,9250 2,8023 2,5957 2,3248 2,0324 1,7784 1,6251 1,6136 1,7424 1,9735 2,2567 2,5444 2,7944 2,9776 3,0829 3,1053 3,0335 2,8552 2,5703 2,1952 1,7671 1,3396 0,9555 0,6221 0,3246 0,0607 -0,1470 -0,2787 -0,3456 -0,3819 -0,4099 -0,4175 -0,3707 -0,2515 -0,0730 0,1443 0,3915 0,6588 0,9182 1,1332 1,2821
