Fp1   -0,9368 -0,8970 -0,7454 -0,4424 -0,0759 0,1650 0,1111 -0,2657 -0,8241 -1,3277 -1,5621 -1,4425 -1,0544 -0,5807 -0,1855 0,0346 0,0481 -0,0999 -0,2849 -0,3616 -0,2708 -0,1005 -0,0137 -0,1145 -0,3941 -0,7639 -1,0938 -1,2550 -1,1877 -0,9385 -0,6242 -0,3524 -0,1699 -0,0613 0,0248 0,1376 0,2975 0,5101 0,7905 1,1520 1,5679 1,9596 2,2376 2,3543 2,3134 2,1336 1,8029 1,2523 0,3828 -0,8486 -2,3469 -3,8812 -5,1705 -5,9960 -6,2665 -5,9997 -5,2753 -4,2278 -3,0558 -1,9811 -1,1680 -0,6776 -0,4965 -0,5916 -0,9223 -1,4165 -1,9756 -2,5103 -2,9612 -3,2966 -3,4867 -3,4719 -3,1629 -2,4882 -1,4562 -0,1758 1,1798 2,4286 3,4176 4,0459 4,2727 4,0938 3,5117 2,5564 1,3430 0,0884 -0,9522 -1,5870 -1,7624 -1,5674 -1,1845 -0,8231 -0,6463 -0,7009 -0,9054 -1,1124 -1,1985 -1,1237 -0,9549 -0,8524 -0,9855 -1,4075 -2,0006 -2,5452 -2,8545 -2,8684 -2,6465 -2,2903 -1,8890 -1,5276 -1,3053 -1,3044 -1,5141 -1,7945 -1,9541 -1,8754 -1,5755 -1,1748 -0,8092 -0,5464 -0,3546 -0,1216 0,3027 1,0418 2,1161 3,4069 4,7122 5,8533 6,7545 7,4460 7,9843 8,3637 8,5288 8,4755 8,3134 8,2201 8,3384 8,7004 9,2045 9,6535 9,8567 9,7271 9,3142 8,7744 8,2954 8,0029 7,9163 7,9723 8,0759 8,1468 8,1583 8,1572 8,2297 8,4244 8,7039 8,9694 9,1165 9,0840 8,8799 8,5785 8,2918 8,1275 8,1581 8,4111 8,8520 9,3658 9,7923 10,0223 10,0682 10,0285 9,9908 9,9808 9,9690 9,8826 9,6478 9,2704 8,8641 8,5745 8,4625 8,4580 8,4217 8,2436 7,8854 7,3682 6,7530 6,1308 5,6047 5,2584 5,1328 5,2257 5,5082 5,9390 6,4671 7,0391 7,6037 8,1006 8,4607 8,6383 8,6360 8,5009 8,3009 8,0976 7,9297 7,8083 7,7130 7,5992 7,4364 7,2554 7,1500 7,2076 7,4323 7,7231 7,9019 7,7754 7,2217 6,2563 5,0402 3,8347 2,9169 2,4687 2,4977 2,8408 3,2490 3,5104 3,5503 3,4440 3,3354 3,3355 3,4729 3,7072 3,9780 4,2395 4,4469 4,5351 4,4510 4,2073 3,8944 3,6428 3,5529 3,6311 3,7868 3,8982 3,8703 3,6470 3,2144 2,6203 1,9795 1,4418 1,1359 1,1260 1,3992 1,8787 2,4410 2,9396 3,2433 3,2749 3,0335 2,5917 2,0658 1,5820 1,2588 1,1891 1,4153 1,9147 2,6000 3,3296 3,9345 4,2712 4,2882 4,0618 3,7588 3,5362 3,4578 3,4904 3,5471 3,5359 3,4143 3,2210 3,0564 3,0295 3,1955 3,5071 3,8232 3,9861 3,9100 3,6261 3,2658 2,9917 2,9152 3,0578 3,3686 3,7700 4,1887 4,5522 4,7907 4,8685 4,7962 4,6010 4,3037 3,9238 3,4964 3,0711 2,6934 2,4055 2,2704 2,3532 2,6475 3,0369 3,3417 3,4108 3,1907 2,7301 2,1308 1,4957 0,9044 0,4096 0,0492 -0,1502 -0,1918 -0,1082 0,0795 0,3841 0,8198 1,3624 1,9568 2,5485 3,0896 3,5068 3,6856 3,5244 3,0086 2,2054 1,1967 0,0533 -1,1306 -2,2190 -3,0613 -3,5441 -3,6367 -3,3981 -2,9400 -2,3815 -1,8216 -1,3227 -0,9015 -0,5464 -0,2435 0,0150 0,2214 0,3417 0,3254 0,1332 -0,2172 -0,6159 -0,9039 -0,9976 -0,9627 -0,9440 -1,0416 -1,2679 -1,5894 -1,9702 -2,3600 -2,6623 -2,7635 -2,6185 -2,3140 -2,0285 -1,8984 -1,9083 -1,9069 -1,7236 -1,2831 -0,6553 -0,0257 0,4002 0,4809 0,1606 -0,5408 -1,5254 -2,6131 -3,5749 -4,2179 -4,4629 -4,3489 -3,9756 -3,4380 -2,7942 -2,0733 -1,3127 -0,5999 -0,0847 0,0616 -0,2684 -1,0465 -2,1064 -3,2101 -4,1353 -4,7392 -4,9790 -4,8869 -4,5328 -3,9988 -3,3682 -2,7276 -2,1732 -1,8025 -1,6788 -1,7892 -2,0395 -2,3003 -2,4612 -2,4485 -2,2182 -1,7608 -1,1261 -0,4359 0,1516 0,5023 0,5603 0,3825 0,1223 -0,0410 0,0105 0,2708 0,6066 0,8266 0,7850 0,4682 0,0200 -0,3309 -0,4082 -0,1860 0,2207 0,6367 0,9049 0,9294 0,6810 0,1863 -0,4812 -1,2007 -1,8149 -2,1874 -2,2708 -2,1061 -1,7695 -1,3450 -0,9217 -0,5709 -0,3241 -0,1822 -0,1385 -0,1819 -0,2789 -0,3649 -0,3682 -0,2511 -0,0282 0,2423 0,4869 0,6548 0,7416 0,7869 0,8613 1,0381 1,3373 1,6991 2,0213 2,2201 2,2646 2,1756 2,0056 1,8260 1,7039 1,6589 1,6474 1,6077 1,5199 1,4091 1,3002 1,1822 1,0081 0,7338 0,3693 -0,0250 -0,3892 -0,6956 -0,9509 -1,1966 -1,4889 -1,8477 -2,2328 -2,5720 -2,7929 -2,8249 -2,5953 -2,0538 -1,2120 -0,1633 0,9350 1,9021 2,5676 2,8062 2,5902 2,0252 1,3196 0,7009 0,3312 0,2715 0,4991 0,9354 1,4699 2,0107 2,5352 3,0903 3,7374 4,4731 5,1737 5,6246 5,6366 5,1650 4,3408 3,4077 2,6154 2,1227 1,9544 2,0164 2,1407 2,1425 1,9024 1,4398 0,9002 0,4554 0,2086 0,1686 0,2852 0,5055 0,8233 1,2769 1,8860 2,5925 3,2643 3,7413 3,8884 3,6637 3,1785 2,6691 2,3562 2,3126 2,4600 2,6606 2,7977 2,8164 2,7293 2,5835 2,4210 2,2700 2,1471 2,0463 1,9169 1,6582 1,1547 0,3536 -0,6652 -1,7052 -2,5692 -3,1697 -3,5238 -3,6516 -3,5092 -3,0356 -2,2568 -1,3321 -0,4905 0,0918 0,3631 0,3694 0,1824 -0,1462 -0,5818 -1,0658 -1,4993 -1,8010 -1,9770 -2,0915 -2,1578 -2,0884 -1,7629 -1,1310 -0,2567 0,7114 1,6023 2,2665 2,5850 2,4785 1,9411 1,0723 0,0582 -0,9007 -1,6495
Fz    -1,3130 -1,4407 -1,6298 -1,8285 -1,9726 -2,0203 -1,9697 -1,8468 -1,6767 -1,4688 -1,2245 -0,9549 -0,6880 -0,4478 -0,2308 -0,0252 0,1478 0,2350 0,2005 0,0661 -0,1083 -0,2759 -0,4169 -0,5164 -0,5615 -0,5492 -0,4709 -0,2996 -0,0171 0,3506 0,7397 1,0865 1,3537 1,5293 1,6163 1,6274 1,5849 1,5217 1,4730 1,4606 1,4813 1,5028 1,4817 1,3902 1,2221 0,9844 0,6970 0,3875 0,0706 -0,2570 -0,5984 -0,9418 -1,2623 -1,5340 -1,7381 -1,8652 -1,9128 -1,8854 -1,7975 -1,6774 -1,5688 -1,5169 -1,5420 -1,6278 -1,7335 -1,8136 -1,8344 -1,7804 -1,6511 -1,4595 -1,2246 -0,9527 -0,6300 -0,2459 0,1795 0,6025 0,9905 1,3355 1,6375 1,8946 2,0982 2,2205 2,2142 2,0467 1,7364 1,3517 0,9764 0,6718 0,4571 0,3119 0,1893 0,0311 -0,2062 -0,5185 -0,8565 -1,1619 -1,3921 -1,5194 -1,5421 -1,4999 -1,4574 -1,4624 -1,5229 -1,6079 -1,6630 -1,6384 -1,5165 -1,3188 -1,0983 -0,9238 -0,8534 -0,9114 -1,0767 -1,2855 -1,4535 -1,5084 -1,4189 -1,2107 -0,9520 -0,7019 -0,4630 -0,1828 0,2143 0,7943 1,5838 2,5542 3,6383 4,7591 5,8457 6,8379 7,6810 8,3242 8,7419 8,9666 9,0911 9,2238 9,4329 9,7316 10,0937 10,4685 10,7939 11,0155 11,1101 11,1031 11,0590 11,0423 11,0836 11,1782 11,3098 11,4714 11,6642 11,8788 12,0843 12,2373 12,3042 12,2793 12,1850 12,0609 11,9482 11,8756 11,8556 11,8878 11,9647 12,0825 12,2422 12,4403 12,6628 12,8947 13,1312 13,3690 13,5890 13,7606 13,8541 13,8410 13,7080 13,4849 13,2396 13,0303 12,8671 12,7184 12,5423 12,3019 11,9682 11,5278 10,9912 10,3952 9,8012 9,2744 8,8603 8,5792 8,4297 8,3915 8,4357 8,5408 8,6923 8,8734 9,0697 9,2731 9,4681 9,6309 9,7443 9,8010 9,7954 9,7261 9,5979 9,4158 9,1901 8,9445 8,7089 8,5036 8,3384 8,2257 8,1771 8,1782 8,1776 8,1162 7,9665 7,7426 7,4747 7,1767 6,8361 6,4294 5,9544 5,4572 5,0302 4,7725 4,7386 4,9146 5,2291 5,5766 5,8501 5,9773 5,9353 5,7435 5,4551 5,1411 4,8656 4,6668 4,5516 4,4940 4,4383 4,3207 4,1004 3,7751 3,3814 2,9854 2,6619 2,4695 2,4313 2,5270 2,6998 2,8743 2,9821 2,9900 2,9121 2,7943 2,6885 2,6317 2,6294 2,6551 2,6771 2,6871 2,7047 2,7655 2,9072 3,1548 3,5054 3,9277 4,3824 4,8470 5,3223 5,8115 6,2975 6,7490 7,1429 7,4719 7,7412 7,9648 8,1613 8,3547 8,5682 8,8038 9,0319 9,2106 9,3135 9,3373 9,2956 9,2118 9,1083 8,9978 8,8855 8,7798 8,6959 8,6447 8,6251 8,6367 8,6912 8,8043 8,9767 9,1810 9,3662 9,4769 9,4698 9,3246 9,0527 8,6917 8,2865 7,8780 7,5054 7,2046 6,9973 6,8855 6,8506 6,8607 6,8835 6,8941 6,8807 6,8463 6,7962 6,7172 6,5796 6,3623 6,0683 5,7195 5,3453 4,9757 4,6376 4,3448 4,0844 3,8216 3,5290 3,2011 2,8406 2,4500 2,0399 1,6264 1,2169 0,8112 0,4158 0,0580 -0,2092 -0,3259 -0,2636 -0,0412 0,2943 0,6907 1,1005 1,4911 1,8413 2,1200 2,2795 2,2752 2,0974 1,7905 1,4445 1,1480 0,9392 0,8078 0,7331 0,7032 0,7063 0,7208 0,7236 0,7086 0,6929 0,7041 0,7589 0,8536 0,9770 1,1184 1,2517 1,3325 1,3295 1,2504 1,1358 1,0372 0,9850 0,9627 0,9222 0,8271 0,6792 0,5158 0,3892 0,3377 0,3616 0,4191 0,4476 0,3978 0,2616 0,0717 -0,1248 -0,2920 -0,4131 -0,4903 -0,5402 -0,5772 -0,5979 -0,5844 -0,5221 -0,4160 -0,2885 -0,1613 -0,0457 0,0502 0,1126 0,1226 0,0621 -0,0758 -0,2661 -0,4446 -0,5338 -0,4850 -0,2935 0,0139 0,3875 0,7612 1,0675 1,2556 1,2986 1,1955 0,9820 0,7293 0,5116 0,3727 0,3267 0,3797 0,5352 0,7750 1,0495 1,3036 1,5135 1,6881 1,8386 1,9612 2,0426 2,0677 2,0172 1,8675 1,6114 1,2777 0,9197 0,5885 0,3193 0,1324 0,0376 0,0338 0,0977 0,1884 0,2725 0,3464 0,4328 0,5565 0,7286 0,9499 1,2247 1,5710 2,0133 2,5566 3,1651 3,7724 4,3164 4,7582 5,0754 5,2620 5,3382 5,3357 5,2743 5,1642 5,0196 4,8586 4,6955 4,5347 4,3762 4,2198 4,0610 3,8938 3,7236 3,5733 3,4700 3,4269 3,4300 3,4346 3,3909 3,2875 3,1612 3,0663 3,0444 3,1063 3,2225 3,3335 3,3807 3,3257 3,1570 2,8959 2,5951 2,3234 2,1440 2,0934 2,1699 2,3399 2,5629 2,8090 3,0597 3,2997 3,5097 3,6700 3,7747 3,8437 3,9154 4,0260 4,1854 4,3697 4,5420 4,6746 4,7508 4,7703 4,7634 4,7809 4,8532 4,9626 5,0577 5,0878 5,0277 4,8836 4,6835 4,4611 4,2453 4,0643 3,9418 3,8878 3,9025 3,9827 4,1114 4,2490 4,3507 4,4006 4,4251 4,4730 4,5775 4,7296 4,8846 4,9997 5,0671 5,1129 5,1811 5,3287 5,6095 6,0374 6,5706 7,1317 7,6320 7,9861 8,1291 8,0318 7,7047 7,1966 6,5883 5,9732 5,4250 4,9680 4,5754 4,1999 3,8121 3,4164 3,0339 2,6743 2,3273 1,9858 1,6741 1,4463 1,3466 1,3743 1,4868 1,6305 1,7686 1,8886 1,9907 2,0761 2,1408 2,1739 2,1645 2,1127 2,0278 1,9191 1,7963 1,6826 1,6132 1,6115 1,6746 1,7828 1,9081 2,0226 2,1120 2,1743 2,2028 2,1886 2,1407 2,0899 2,0722 2,1131
F3    -0,6461 -0,5202 -0,5397 -0,6480 -0,7611 -0,8306 -0,8701 -0,9338 -1,0738 -1,3035 -1,5849 -1,8440 -2,0030 -1,9988 -1,7864 -1,3605 -0,7882 -0,1982 0,2803 0,5769 0,6836 0,6220 0,4378 0,2137 0,0399 -0,0293 0,0264 0,2060 0,4711 0,7444 0,9526 1,0656 1,0930 1,0553 0,9677 0,8475 0,7362 0,6953 0,7622 0,9163 1,0932 1,2252 1,2728 1,2320 1,1112 0,9057 0,5976 0,1749 -0,3506 -0,9354 -1,5104 -2,0015 -2,3522 -2,5396 -2,5756 -2,4902 -2,3080 -2,0461 -1,7309 -1,4161 -1,1788 -1,0834 -1,1416 -1,3145 -1,5470 -1,7893 -1,9951 -2,1122 -2,0778 -1,8412 -1,3987 -0,7962 -0,1019 0,6113 1,2652 1,7867 2,1420 2,3544 2,4716 2,5227 2,4988 2,3606 2,0728 1,6510 1,1778 0,7663 0,4942 0,3693 0,3473 0,3718 0,3895 0,3404 0,1696 -0,1302 -0,5029 -0,8616 -1,1259 -1,2352 -1,1686 -0,9720 -0,7492 -0,6071 -0,6007 -0,7164 -0,8998 -1,0991 -1,2876 -1,4577 -1,6169 -1,7900 -2,0083 -2,2819 -2,5767 -2,8168 -2,9140 -2,8043 -2,4656 -1,9255 -1,2577 -0,5450 0,1718 0,9063 1,7006 2,5894 3,5612 4,5391 5,4173 6,1201 6,6276 6,9653 7,1761 7,3071 7,4145 7,5653 7,8149 8,1700 8,5738 8,9431 9,2189 9,3851 9,4626 9,4949 9,5280 9,5966 9,7137 9,8601 9,9936 10,0827 10,1409 10,2300 10,4233 10,7537 11,1833 11,6184 11,9470 12,0719 11,9381 11,5573 11,0039 10,3815 9,7991 9,3597 9,1398 9,1663 9,4085 9,7893 10,2220 10,6536 11,0737 11,4716 11,7940 11,9740 11,9894 11,8676 11,6568 11,4151 11,2006 11,0411 10,9152 10,7718 10,5684 10,2813 9,8952 9,4083 8,8492 8,2784 7,7684 7,3693 7,0950 6,9415 6,8966 6,9246 6,9746 7,0188 7,0674 7,1410 7,2466 7,3756 7,5140 7,6517 7,7797 7,8842 7,9603 8,0251 8,0962 8,1620 8,1872 8,1390 7,9964 7,7532 7,4318 7,0962 6,8313 6,6921 6,6720 6,7192 6,7716 6,7736 6,6770 6,4436 6,0533 5,5172 4,8900 4,2703 3,7827 3,5358 3,5682 3,8221 4,1719 4,4848 4,6766 4,7339 4,6866 4,5670 4,4006 4,2083 4,0001 3,7814 3,5693 3,3889 3,2488 3,1324 3,0118 2,8689 2,7136 2,5830 2,5118 2,5031 2,5275 2,5405 2,4988 2,3719 2,1577 1,8985 1,6796 1,5923 1,6905 1,9691 2,3608 2,7519 3,0266 3,1192 3,0418 2,8717 2,7093 2,6361 2,6924 2,8766 3,1595 3,5125 3,9327 4,4262 4,9672 5,4934 5,9393 6,2697 6,4858 6,6104 6,6744 6,7164 6,7753 6,8623 6,9512 7,0070 7,0151 6,9806 6,9129 6,8171 6,6864 6,5065 6,2817 6,0588 5,9128 5,8924 5,9858 6,1479 6,3449 6,5693 6,8261 7,1164 7,4330 7,7434 7,9624 7,9709 7,6968 7,1722 6,5101 5,8438 5,2843 4,9009 4,7122 4,6866 4,7577 4,8564 4,9405 4,9935 5,0112 5,0009 4,9739 4,9253 4,8341 4,6906 4,5104 4,3141 4,0996 3,8452 3,5360 3,1723 2,7534 2,2839 1,8062 1,4011 1,1355 1,0164 0,9958 0,9965 0,9351 0,7540 0,4486 0,0770 -0,2515 -0,4273 -0,4090 -0,2350 0,0342 0,3625 0,7293 1,1063 1,4484 1,6960 1,7932 1,7127 1,4704 1,1207 0,7346 0,3666 0,0373 -0,2439 -0,4492 -0,5388 -0,4903 -0,3111 -0,0305 0,3083 0,6513 0,9423 1,1293 1,1768 1,0840 0,8863 0,6232 0,3189 0,0053 -0,2566 -0,3972 -0,3743 -0,1980 0,0681 0,3410 0,5626 0,7118 0,7919 0,8169 0,8007 0,7482 0,6531 0,4957 0,2459 -0,1211 -0,6049 -1,1728 -1,7630 -2,2982 -2,7033 -2,9183 -2,8984 -2,6185 -2,0930 -1,3924 -0,6405 0,0210 0,4870 0,7207 0,7446 0,6105 0,3706 0,0615 -0,2926 -0,6582 -0,9738 -1,1609 -1,1576 -0,9425 -0,5456 -0,0494 0,4315 0,7907 0,9620 0,9239 0,6987 0,3604 0,0192 -0,2283 -0,3335 -0,2885 -0,1007 0,2160 0,6276 1,0649 1,4375 1,6769 1,7633 1,7126 1,5482 1,2918 0,9702 0,6180 0,2700 -0,0385 -0,2626 -0,3503 -0,2652 -0,0077 0,3751 0,7967 1,1504 1,3377 1,3088 1,0945 0,7938 0,5190 0,3385 0,2601 0,2589 0,3181 0,4453 0,6683 1,0173 1,4968 2,0693 2,6755 3,2664 3,8131 4,2989 4,7115 5,0351 5,2493 5,3363 5,2893 5,1244 4,8804 4,6013 4,3164 4,0306 3,7243 3,3694 2,9542 2,4978 2,0473 1,6601 1,3767 1,2019 1,1229 1,1485 1,3081 1,6115 2,0305 2,5057 2,9524 3,2744 3,3964 3,2899 2,9824 2,5497 2,0896 1,6860 1,3893 1,2108 1,1215 1,0687 1,0162 0,9779 1,0135 1,1876 1,5224 1,9898 2,5396 3,1149 3,6510 4,0879 4,3873 4,5419 4,5868 4,5826 4,5649 4,5346 4,4995 4,4918 4,5409 4,6490 4,7918 4,9279 5,0040 4,9678 4,7936 4,4992 4,1386 3,7799 3,4818 3,2752 3,1679 3,1620 3,2538 3,4228 3,6321 3,8443 4,0358 4,1979 4,3237 4,3890 4,3564 4,2123 3,9978 3,7973 3,7153 3,8582 4,2907 4,9808 5,7979 6,5658 7,1142 7,3191 7,1335 6,5893 5,7715 4,8023 3,8265 2,9748 2,3172 1,8449 1,5009 1,2371 1,0504 0,9783 1,0558 1,2594 1,4869 1,6064 1,5397 1,2965 0,9371 0,5328 0,1570 -0,1226 -0,2633 -0,2608 -0,1494 0,0109 0,1560 0,2339 0,2179 0,1169 -0,0274 -0,1630 -0,2459 -0,2401 -0,1295 0,0551 0,2457 0,3832 0,4430 0,4395 0,4241 0,4556 0,5551 0,7032 0,8810 1,0898 1,3284 1,5831
F7    -0,9859 -1,0340 -1,0888 -1,0919 -1,0022 -0,8360 -0,6600 -0,5441 -0,5181 -0,5624 -0,6233 -0,6516 -0,6360 -0,5844 -0,4855 -0,3278 -0,1423 0,0156 0,1300 0,2407 0,3800 0,5207 0,6090 0,6225 0,5663 0,4408 0,2532 0,0419 -0,1434 -0,2772 -0,3565 -0,3772 -0,3311 -0,2309 -0,1172 -0,0278 0,0389 0,1233 0,2663 0,4771 0,7332 0,9954 1,2253 1,3916 1,4598 1,3888 1,1505 0,7473 0,2124 -0,3948 -0,9999 -1,5342 -1,9527 -2,2374 -2,3861 -2,3949 -2,2584 -1,9901 -1,6302 -1,2284 -0,8386 -0,5276 -0,3594 -0,3636 -0,5199 -0,7687 -1,0398 -1,2719 -1,4102 -1,4063 -1,2256 -0,8464 -0,2625 0,4908 1,3107 2,0545 2,6131 2,9535 3,0966 3,0779 2,9212 2,6282 2,1955 1,6521 1,0714 0,5487 0,1752 0,0166 0,0862 0,3319 0,6521 0,9206 1,0313 0,9533 0,7395 0,4756 0,2305 0,0383 -0,1131 -0,2859 -0,5542 -0,9420 -1,3964 -1,8062 -2,0498 -2,0494 -1,8011 -1,3663 -0,8502 -0,3844 -0,1010 -0,0875 -0,3393 -0,7515 -1,1740 -1,4869 -1,6414 -1,6577 -1,5937 -1,5005 -1,3848 -1,2010 -0,8745 -0,3386 0,4272 1,3837 2,4561 3,5650 4,6401 5,6264 6,4791 7,1523 7,6085 7,8416 7,8889 7,8176 7,6967 7,5756 7,4713 7,3742 7,2728 7,1692 7,0798 7,0405 7,0965 7,2677 7,5292 7,8253 8,0985 8,3118 8,4527 8,5270 8,5476 8,5259 8,4681 8,3817 8,2838 8,2004 8,1504 8,1338 8,1428 8,1831 8,2787 8,4572 8,7203 9,0271 9,3144 9,5335 9,6724 9,7483 9,7817 9,7763 9,7155 9,5640 9,2955 8,9322 8,5475 8,2207 7,9917 7,8513 7,7607 7,6694 7,5250 7,2868 6,9424 6,5155 6,0584 5,6278 5,2686 5,0209 4,9227 4,9913 5,2078 5,5276 5,8980 6,2676 6,5995 6,8793 7,1119 7,3123 7,4924 7,6444 7,7393 7,7446 7,6354 7,3903 7,0062 6,5284 6,0527 5,6821 5,4776 5,4421 5,5274 5,6470 5,7026 5,6213 5,3883 5,0570 4,7272 4,4904 4,3714 4,3123 4,2157 4,0146 3,7189 3,4064 3,1757 3,0959 3,1796 3,3795 3,6139 3,8099 3,9246 3,9409 3,8712 3,7651 3,6919 3,7057 3,8165 3,9744 4,0774 4,0190 3,7457 3,2734 2,6776 2,0785 1,6024 1,3303 1,2753 1,4012 1,6521 1,9670 2,2787 2,5258 2,6753 2,7264 2,6978 2,6167 2,5069 2,3835 2,2662 2,1838 2,1597 2,2002 2,2906 2,3980 2,4772 2,4917 2,4439 2,3922 2,4267 2,6075 2,9185 3,2767 3,5717 3,7093 3,6497 3,4254 3,1279 2,8698 2,7323 2,7225 2,7848 2,8526 2,8837 2,8609 2,7922 2,7092 2,6508 2,6412 2,6865 2,7872 2,9474 3,1561 3,3724 3,5460 3,6417 3,6424 3,5394 3,3308 3,0317 2,6805 2,3231 2,0005 1,7562 1,6302 1,6279 1,7009 1,7691 1,7630 1,6569 1,4742 1,2671 1,0836 0,9424 0,8280 0,7199 0,6210 0,5485 0,5042 0,4704 0,4297 0,3840 0,3536 0,3638 0,4324 0,5668 0,7562 0,9537 1,0864 1,0979 0,9737 0,7239 0,3623 -0,0941 -0,6271 -1,2210 -1,8504 -2,4602 -2,9643 -3,2682 -3,3115 -3,0986 -2,6891 -2,1586 -1,5745 -0,9984 -0,4853 -0,0793 0,1841 0,2782 0,1926 -0,0587 -0,4260 -0,8264 -1,1903 -1,5115 -1,8328 -2,1831 -2,5435 -2,8623 -3,0871 -3,1782 -3,1057 -2,8555 -2,4544 -1,9851 -1,5583 -1,2516 -1,0781 -1,0131 -1,0287 -1,0965 -1,1817 -1,2533 -1,2909 -1,2980 -1,3173 -1,4124 -1,6133 -1,8860 -2,1514 -2,3315 -2,3883 -2,3384 -2,2389 -2,1554 -2,1212 -2,1210 -2,1155 -2,0835 -2,0360 -2,0057 -2,0363 -2,1669 -2,4022 -2,6956 -2,9673 -3,1422 -3,1777 -3,0705 -2,8476 -2,5534 -2,2402 -1,9644 -1,7827 -1,7400 -1,8482 -2,0681 -2,3173 -2,5090 -2,5905 -2,5450 -2,3689 -2,0677 -1,6758 -1,2617 -0,9035 -0,6588 -0,5439 -0,5247 -0,5390 -0,5423 -0,5251 -0,4873 -0,4161 -0,2989 -0,1504 -0,0155 0,0616 0,0689 0,0248 -0,0489 -0,1403 -0,2390 -0,3322 -0,4210 -0,5296 -0,6812 -0,8685 -1,0520 -1,1796 -1,2095 -1,1321 -0,9776 -0,8030 -0,6705 -0,6227 -0,6606 -0,7460 -0,8267 -0,8678 -0,8622 -0,8167 -0,7277 -0,5713 -0,3169 0,0432 0,4716 0,8982 1,2602 1,5232 1,6749 1,7281 1,7229 1,6939 1,6400 1,5383 1,3769 1,1724 0,9626 0,7870 0,6765 0,6426 0,6658 0,7027 0,7159 0,6963 0,6554 0,6078 0,5583 0,4908 0,3835 0,2418 0,0938 -0,0403 -0,1585 -0,2761 -0,4273 -0,6501 -0,9573 -1,3290 -1,7219 -2,0715 -2,2958 -2,3206 -2,1134 -1,6965 -1,1344 -0,5047 0,1308 0,7297 1,2498 1,6402 1,8560 1,8820 1,7436 1,4977 1,2154 0,9734 0,8390 0,8492 1,0118 1,3136 1,7137 2,1512 2,5752 2,9582 3,2795 3,5146 3,6457 3,6646 3,5684 3,3666 3,0866 2,7633 2,4267 2,0983 1,7837 1,4747 1,1750 0,9143 0,7305 0,6437 0,6534 0,7520 0,9377 1,2154 1,5772 1,9762 2,3343 2,5875 2,7152 2,7291 2,6630 2,5838 2,5748 2,6807 2,8781 3,0992 3,2641 3,3053 3,1879 2,9163 2,5199 2,0482 1,5763 1,1867 0,9294 0,7892 0,6913 0,5432 0,2864 -0,0754 -0,4945 -0,9264 -1,3568 -1,7772 -2,1387 -2,3467 -2,3176 -2,0430 -1,6016 -1,1114 -0,6713 -0,3361 -0,1288 -0,0504 -0,0781 -0,1687 -0,2739 -0,3503 -0,3734 -0,3499 -0,3108 -0,2828 -0,2755 -0,2929 -0,3304 -0,3572 -0,3299 -0,2235 -0,0447 0,1643 0,3304 0,3789 0,2722 0,0236 -0,3204 -0,6971
