Fp1   0,6466 0,0005 -0,9124 -1,9217 -2,7726 -3,2265 -3,1779 -2,7021 -1,9899 -1,2192 -0,4820 0,1901 0,7797 1,2673 1,6257 1,8231 1,8588 1,7901 1,6776 1,4922 1,1217 0,5004 -0,2806 -1,0068 -1,4761 -1,5904 -1,3483 -0,8224 -0,1676 0,4159 0,7904 0,9545 1,0060 1,0471 1,1232 1,2249 1,3097 1,3118 1,1655 0,8563 0,4467 0,0362 -0,3027 -0,5398 -0,6545 -0,6162 -0,4060 -0,0519 0,3768 0,8289 1,3095 1,8355 2,3735 2,8305 3,0857 3,0431 2,6833 2,0720 1,3236 0,5579 -0,1445 -0,7642 -1,3054 -1,7392 -2,0041 -2,0570 -1,9116 -1,6222 -1,2217 -0,6863 0,0242 0,9024 1,8719 2,7874 3,4631 3,7664 3,7030 3,3937 2,9888 2,6125 2,3370 2,1540 1,9844 1,7465 1,4341 1,1242 0,8960 0,7466 0,6128 0,4589 0,3101 0,2259 0,2679 0,4674 0,7950 1,1702 1,5035 1,7303 1,8334 1,8356 1,7594 1,6052 1,3788 1,1248 0,9199 0,8265 0,8480 0,9351 1,0344 1,1176 1,1732 1,1873 1,1412 1,0161 0,8051 0,5263 0,2051 -0,1617 -0,5981 -1,0998 -1,5913 -1,9283 -1,9629 -1,6337 -0,9976 -0,1856 0,6610 1,4281 2,0352 2,4106 2,4754 2,1712 1,5087 0,5934 -0,3782 -1,1579 -1,5278 -1,3827 -0,7627 0,1728 1,2205 2,2151 3,0640 3,7343 4,2333 4,5870 4,8099 4,8879 4,8017 4,5644 4,2177 3,7937 3,3062 2,7763 2,2567 1,8349 1,6040 1,6184 1,8723 2,3070 2,8270 3,3135 3,6503 3,7784 3,7365 3,6335 3,5673 3,5648 3,6011 3,6665 3,8013 4,0751 4,5438 5,2090 5,9993 6,7878 7,4440 7,8813 8,0839 8,1071 8,0183 7,8241 7,4993 7,0925 6,7439 6,5794 6,6176 6,7847 6,9813 7,1220 7,1585 7,1013 7,0094 6,9443 6,9334 6,9689 7,0314 7,1111 7,2048 7,2930 7,3125 7,1558 6,7304 6,0456 5,2371 4,4902 3,9378 3,6128 3,4595 3,3786 3,2757 3,0991 2,8732 2,6944 2,6585 2,7850 3,0037 3,2019 3,2921 3,2513 3,1090 2,9102 2,6806 2,4158 2,0928 1,6911 1,2172 0,7106 0,2317 -0,1392 -0,3048 -0,1949 0,1802 0,7156 1,2301 1,5229 1,4825 1,1697 0,7805 0,5223 0,5091 0,7311 1,0885 1,4521 1,7089 1,7952 1,7336 1,6397 1,6753 1,9731 2,5760 3,4055 4,2771 4,9734 5,3388 5,3332 5,0246 4,5408 4,0165 3,5549 3,2084 2,9867 2,8814 2,8696 2,8851 2,8220 2,6215 2,3573 2,1957 2,2602 2,5358 2,8852 3,1492 3,2486 3,2108 3,1213 3,0638 3,0708 3,0867 3,0004 2,7567 2,4383 2,2222 2,2475 2,5225 2,9358 3,3343 3,6146 3,7740 3,8803 3,9939 4,1122 4,1679 4,0757 3,8018 3,4000 2,9772 2,6150 2,3323 2,1180 1,9795 1,9489 2,0514 2,2688 2,5356 2,7797 2,9727 3,1471 3,3580 3,6189 3,8864 4,1060 4,2407 4,2490 4,0815 3,7268 3,2445 2,7187 2,1838 1,6267 1,0588 0,5633 0,2861 0,3868 0,9502 1,9111 3,0732 4,2087 5,1469 5,7954 6,1211 6,1380 5,8985 5,4647 4,8819 4,1813 3,3999 2,5932 1,8421 1,2563 0,9525 1,0111 1,4530 2,2544 3,3584 4,6531 5,9435 6,9778 7,5381 7,5382 7,0583 6,2907 5,4501 4,7158 4,2055 3,9437 3,8515 3,8031 3,7036 3,5130 3,2214 2,8489 2,4811 2,2542 2,2602 2,4727 2,7725 3,0154 3,0861 2,9565 2,7256 2,5562 2,5398 2,6273 2,6768 2,5568 2,2307 1,7778 1,3517 1,1015 1,0877 1,2495 1,4515 1,5661 1,5235 1,3095 0,9531 0,5226 0,1060 -0,2153 -0,3621 -0,2507 0,1680 0,8655 1,7583 2,7591 3,7831 4,7328 5,5229 6,1114 6,4722 6,5480 6,2688 5,6163 4,6552 3,5156 2,3625 1,3738 0,7204 0,5157 0,7371 1,2068 1,6939 2,0545 2,2787 2,4410 2,6401 2,9646 3,4617 4,0986 4,7531 5,2792 5,6136 5,8192 6,0218 6,3085 6,6645 6,9768 7,0983 6,9351 6,5005 5,8907 5,2053 4,4939 3,7753 3,0828 2,4723 1,9961 1,6783 1,5154 1,4958 1,6201 1,9112 2,4037 3,1048 3,9558 4,8369 5,6108 6,1683 6,4542 6,4661 6,2318 5,7898 5,1893 4,4985 3,8011 3,1813 2,7068 2,4143 2,2969 2,2973 2,3361 2,3694 2,4167 2,5215 2,7023 2,9449 3,2156 3,4682 3,6446 3,6820 3,5391 3,2389 2,8929 2,6680 2,7051 3,0456 3,6079 4,2138 4,6662 4,8395 4,7038 4,2790 3,5964 2,7117 1,7306 0,8007 0,0656 -0,3855 -0,5375 -0,4306 -0,1253 0,3317 0,9214 1,6271 2,3859 3,0627 3,4836 3,5331 3,2426 2,7765 2,3242 1,9894 1,7492 1,5043 1,1749 0,7606 0,3355 0,0016 -0,1694 -0,1658 -0,0271 0,1848 0,4149 0,6348 0,8394 1,0370 1,2551 1,5337 1,8920 2,3071 2,7155 3,0263 3,1550 3,0695 2,8136 2,4868 2,2013 2,0535 2,1142 2,4012 2,8524 3,3496 3,7752 4,0488 4,1322 4,0219 3,7500 3,3959 3,0760 2,8907 2,8588 2,9049 2,9274 2,8755 2,7623 2,6381 2,5812 2,6842 2,9968 3,4785 4,0341 4,5934 5,1373 5,6594 6,1407 6,5798 7,0087 7,4454 7,8379 8,0639 7,9891 7,5513 6,8121 5,9344 5,1183 4,5505 4,3627 4,5789 5,0927 5,7205 6,2908 6,6956 6,8984 6,9178 6,7996 6,5978 6,3690 6,1592 5,9884 5,8483 5,7137 5,5698 5,4352 5,3183 5,1463 4,7814 4,1324 3,2444 2,2875 1,4633 0,9112 0,6790 0,7411 1,0177 1,4031 1,8053 2,1616 2,4310 2,5972
Fz    -2,6851 -2,3793 -2,0037 -1,6047 -1,2084 -0,8332 -0,5014 -0,2415 -0,0801 -0,0259 -0,0592 -0,1340 -0,1928 -0,1861 -0,0914 0,0757 0,2698 0,4388 0,5412 0,5468 0,4378 0,2237 -0,0475 -0,3037 -0,4813 -0,5449 -0,4889 -0,3392 -0,1534 0,0018 0,0847 0,0944 0,0633 0,0370 0,0535 0,1309 0,2667 0,4415 0,6253 0,7886 0,9120 0,9861 1,0085 0,9861 0,9381 0,8923 0,8747 0,8980 0,9533 1,0155 1,0610 1,0801 1,0700 1,0252 0,9462 0,8586 0,8062 0,8151 0,8801 0,9838 1,1104 1,2417 1,3531 1,4233 1,4528 1,4638 1,4765 1,4972 1,5323 1,5933 1,6771 1,7585 1,8137 1,8365 1,8278 1,7880 1,7243 1,6511 1,5855 1,5488 1,5641 1,6443 1,7851 1,9711 2,1847 2,4073 2,6177 2,7959 2,9275 3,0102 3,0567 3,0879 3,1184 3,1438 3,1354 3,0518 2,8628 2,5719 2,2190 1,8620 1,5487 1,3030 1,1350 1,0550 1,0703 1,1674 1,3047 1,4305 1,5120 1,5495 1,5599 1,5498 1,5031 1,3924 1,1995 0,9329 0,6299 0,3431 0,1211 -0,0114 -0,0607 -0,0474 0,0154 0,1270 0,2878 0,4837 0,6769 0,8210 0,8913 0,8988 0,8824 0,8948 0,9866 1,1872 1,4977 1,8999 2,3650 2,8528 3,3145 3,7057 3,9990 4,1897 4,2972 4,3516 4,3711 4,3554 4,2946 4,1783 4,0029 3,7785 3,5291 3,2898 3,0993 2,9766 2,9014 2,8288 2,7237 2,5775 2,4038 2,2340 2,1091 2,0587 2,0802 2,1407 2,2072 2,2776 2,3828 2,5632 2,8499 3,2661 3,8304 4,5473 5,3912 6,3051 7,2166 8,0527 8,7500 9,2657 9,5866 9,7281 9,7171 9,5795 9,3484 9,0730 8,8102 8,6067 8,4861 8,4475 8,4718 8,5303 8,6031 8,6970 8,8410 9,0644 9,3779 9,7650 10,1781 10,5437 10,7854 10,8568 10,7571 10,5167 10,1746 9,7724 9,3610 8,9939 8,7077 8,5037 8,3414 8,1484 7,8539 7,4343 6,9317 6,4249 5,9752 5,5970 5,2681 4,9494 4,6025 4,2072 3,7719 3,3265 2,8991 2,5015 2,1392 1,8268 1,5874 1,4364 1,3671 1,3578 1,3866 1,4366 1,4973 1,5634 1,6296 1,6908 1,7500 1,8226 1,9358 2,1209 2,3943 2,7417 3,1231 3,4889 3,7882 3,9746 4,0231 3,9436 3,7681 3,5263 3,2421 2,9520 2,7151 2,5952 2,6308 2,8210 3,1353 3,5318 3,9684 4,4026 4,7919 5,1013 5,3155 5,4401 5,4867 5,4581 5,3539 5,1914 5,0136 4,8695 4,7887 4,7764 4,8244 4,9201 5,0510 5,2020 5,3513 5,4770 5,5653 5,6137 5,6337 5,6473 5,6717 5,7073 5,7443 5,7793 5,8164 5,8519 5,8609 5,8074 5,6704 5,4573 5,1870 4,8679 4,5074 4,1410 3,8361 3,6580 3,6347 3,7483 3,9500 4,1811 4,3914 4,5497 4,6532 4,7258 4,7940 4,8558 4,8803 4,8353 4,7121 4,5272 4,3101 4,0885 3,8814 3,7048 3,5821 3,5359 3,5648 3,6383 3,7203 3,7878 3,8348 3,8696 3,9099 3,9740 4,0760 4,2212 4,4045 4,6103 4,8097 4,9653 5,0498 5,0600 5,0096 4,9177 4,8079 4,7086 4,6485 4,6455 4,6948 4,7668 4,8240 4,8451 4,8317 4,8017 4,7857 4,8189 4,9260 5,1118 5,3612 5,6402 5,9005 6,0952 6,1937 6,1873 6,0843 5,8953 5,6234 5,2762 4,8826 4,4866 4,1264 3,8225 3,5772 3,3820 3,2273 3,1022 2,9931 2,8987 2,8430 2,8584 2,9565 3,1187 3,3011 3,4495 3,5278 3,5379 3,5113 3,4860 3,4894 3,5348 3,6216 3,7392 3,8746 4,0150 4,1450 4,2483 4,3165 4,3570 4,3928 4,4558 4,5797 4,7841 5,0501 5,3181 5,5223 5,6312 5,6588 5,6413 5,6047 5,5512 5,4684 5,3435 5,1678 4,9386 4,6654 4,3788 4,1291 3,9684 3,9217 3,9701 4,0726 4,2032 4,3559 4,5291 4,7199 4,9228 5,1272 5,3243 5,5119 5,6892 5,8504 5,9817 6,0634 6,0805 6,0324 5,9237 5,7531 5,5236 5,2591 5,0048 4,8176 4,7523 4,8410 5,0715 5,3830 5,6840 5,8825 5,9133 5,7540 5,4311 5,0152 4,6003 4,2704 4,0664 3,9748 3,9477 3,9326 3,8929 3,8151 3,7089 3,6027 3,5312 3,5145 3,5492 3,6196 3,7092 3,7983 3,8605 3,8666 3,7932 3,6364 3,4227 3,2033 3,0365 2,9759 3,0521 3,2459 3,4869 3,6896 3,7936 3,7815 3,6749 3,5145 3,3365 3,1594 2,9843 2,8031 2,6181 2,4550 2,3438 2,2944 2,2975 2,3377 2,4007 2,4724 2,5326 2,5513 2,4931 2,3282 2,0452 1,6680 1,2583 0,8882 0,6045 0,4217 0,3425 0,3680 0,4811 0,6359 0,7785 0,8734 0,9108 0,9043 0,8836 0,8721 0,8650 0,8375 0,7781 0,7057 0,6590 0,6726 0,7592 0,9036 1,0660 1,1995 1,2762 1,3027 1,3144 1,3577 1,4673 1,6445 1,8531 2,0367 2,1439 2,1510 2,0728 1,9559 1,8574 1,8165 1,8403 1,9138 2,0111 2,0998 2,1493 2,1446 2,0850 1,9728 1,8128 1,6235 1,4469 1,3433 1,3702 1,5559 1,8832 2,2973 2,7276 3,1102 3,3972 3,5592 3,5972 3,5581 3,5214 3,5548 3,6836 3,9008 4,1854 4,5037 4,8130 5,0724 5,2527 5,3460 5,3683 5,3461 5,2997 5,2355 5,1400 4,9852 4,7498 4,4428 4,1005 3,7661 3,4748 3,2492 3,0934 2,9950 2,9346 2,8883 2,8304 2,7413 2,6110 2,4345 2,2122 1,9552 1,6925 1,4669 1,3094 1,2129 1,1382 1,0458 0,9205 0,7694 0,6029 0,4179 0,2001 -0,0586 -0,3471 -0,6398 -0,9078
F3    -3,3872 -3,0723 -2,6632 -2,1918 -1,6689 -1,1130 -0,5690 -0,1054 0,2132 0,3632 0,3727 0,2998 0,2086 0,1566 0,1736 0,2440 0,3239 0,3800 0,3993 0,3659 0,2508 0,0396 -0,2349 -0,4950 -0,6542 -0,6568 -0,4951 -0,2125 0,1097 0,3863 0,5668 0,6477 0,6571 0,6351 0,6216 0,6490 0,7337 0,8619 0,9873 1,0542 1,0306 0,9225 0,7603 0,5843 0,4382 0,3585 0,3574 0,4123 0,4729 0,4808 0,3945 0,2071 -0,0520 -0,3281 -0,5591 -0,6929 -0,7050 -0,6156 -0,4744 -0,3209 -0,1622 0,0135 0,2132 0,4281 0,6427 0,8466 1,0300 1,1816 1,3020 1,4047 1,4972 1,5762 1,6420 1,7026 1,7545 1,7766 1,7479 1,6598 1,5192 1,3537 1,2095 1,1325 1,1522 1,2785 1,4987 1,7771 2,0617 2,3006 2,4569 2,5214 2,5143 2,4691 2,4051 2,3125 2,1625 1,9316 1,6188 1,2506 0,8718 0,5265 0,2378 0,0044 -0,1820 -0,3171 -0,3851 -0,3822 -0,3270 -0,2453 -0,1489 -0,0308 0,1174 0,2785 0,4077 0,4574 0,4034 0,2544 0,0482 -0,1665 -0,3502 -0,4861 -0,5781 -0,6321 -0,6399 -0,5843 -0,4602 -0,2907 -0,1284 -0,0341 -0,0407 -0,1329 -0,2564 -0,3394 -0,3183 -0,1649 0,1104 0,4834 0,9282 1,4021 1,8420 2,1900 2,4168 2,5288 2,5616 2,5564 2,5350 2,4979 2,4340 2,3283 2,1695 1,9579 1,7086 1,4543 1,2443 1,1189 1,0763 1,0750 1,0661 1,0223 0,9513 0,8963 0,9117 1,0201 1,1858 1,3335 1,4018 1,3896 1,3578 1,3925 1,5678 1,9335 2,5115 3,2888 4,2137 5,2114 6,2053 7,1224 7,8933 8,4628 8,8042 8,9228 8,8449 8,6036 8,2432 7,8300 7,4455 7,1593 6,9995 6,9474 6,9556 6,9771 6,9890 7,0012 7,0434 7,1467 7,3296 7,5886 7,8965 8,2073 8,4676 8,6373 8,7004 8,6533 8,4875 8,1958 7,7919 7,3177 6,8299 6,3777 5,9768 5,6000 5,2003 4,7545 4,2923 3,8745 3,5406 3,2784 3,0385 2,7679 2,4349 2,0381 1,6058 1,1839 0,8110 0,5007 0,2464 0,0381 -0,1250 -0,2345 -0,2822 -0,2655 -0,1924 -0,0875 0,0167 0,0992 0,1583 0,2049 0,2597 0,3519 0,5082 0,7348 1,0083 1,2883 1,5430 1,7647 1,9534 2,0954 2,1708 2,1754 2,1185 2,0023 1,8242 1,6062 1,4047 1,2849 1,2894 1,4312 1,7044 2,0899 2,5530 3,0460 3,5145 3,9078 4,1958 4,3760 4,4541 4,4276 4,2950 4,0762 3,8151 3,5659 3,3786 3,2919 3,3246 3,4653 3,6761 3,9107 4,1304 4,3106 4,4438 4,5397 4,6223 4,7217 4,8555 5,0132 5,1665 5,2954 5,3944 5,4520 5,4386 5,3222 5,0980 4,7958 4,4488 4,0663 3,6522 3,2427 2,9111 2,7301 2,7326 2,8993 3,1735 3,4849 3,7694 3,9776 4,0865 4,1077 4,0673 3,9732 3,8144 3,5889 3,3191 3,0387 2,7724 2,5301 2,3163 2,1455 2,0501 2,0637 2,1878 2,3820 2,5886 2,7562 2,8493 2,8577 2,8015 2,7205 2,6531 2,6194 2,6207 2,6505 2,6987 2,7510 2,7977 2,8411 2,8872 2,9403 3,0076 3,0994 3,2176 3,3441 3,4413 3,4664 3,3985 3,2519 3,0622 2,8682 2,7075 2,6201 2,6458 2,8100 3,1024 3,4670 3,8161 4,0692 4,1871 4,1738 4,0578 3,8719 3,6409 3,3785 3,0969 2,8186 2,5732 2,3722 2,1905 1,9835 1,7253 1,4244 1,1092 0,8176 0,6035 0,5223 0,5963 0,8000 1,0724 1,3401 1,5450 1,6644 1,7114 1,7253 1,7510 1,8184 1,9341 2,0898 2,2735 2,4710 2,6536 2,7743 2,7915 2,7033 2,5568 2,4241 2,3699 2,4264 2,5768 2,7612 2,9109 2,9867 2,9898 2,9492 2,8994 2,8670 2,8685 2,9090 2,9749 3,0303 3,0246 2,9222 2,7399 2,5538 2,4524 2,4782 2,6164 2,8279 3,0701 3,2999 3,4841 3,6085 3,6787 3,7219 3,7801 3,8855 4,0389 4,2058 4,3335 4,3838 4,3543 4,2636 4,1261 3,9497 3,7467 3,5393 3,3643 3,2704 3,2919 3,4242 3,6214 3,8133 3,9281 3,9172 3,7720 3,5251 3,2377 2,9786 2,7993 2,7157 2,7090 2,7418 2,7750 2,7749 2,7192 2,6090 2,4775 2,3777 2,3500 2,4011 2,5128 2,6594 2,8130 2,9393 2,9961 2,9418 2,7598 2,4766 2,1572 1,8823 1,7266 1,7329 1,8815 2,0963 2,2921 2,4154 2,4506 2,4109 2,3234 2,2098 2,0723 1,8947 1,6619 1,3934 1,1485 0,9884 0,9379 0,9850 1,0988 1,2440 1,3820 1,4675 1,4531 1,3021 0,9916 0,5155 -0,0941 -0,7539 -1,3578 -1,8230 -2,1088 -2,2010 -2,1025 -1,8462 -1,5027 -1,1614 -0,8963 -0,7420 -0,6857 -0,6846 -0,7038 -0,7425 -0,8196 -0,9383 -1,0666 -1,1477 -1,1340 -1,0194 -0,8466 -0,6865 -0,6034 -0,6229 -0,7170 -0,8157 -0,8398 -0,7354 -0,4964 -0,1679 0,1702 0,4381 0,5900 0,6282 0,5944 0,5452 0,5203 0,5272 0,5540 0,5838 0,5986 0,5877 0,5539 0,5010 0,4174 0,2823 0,0928 -0,1141 -0,2641 -0,2743 -0,0940 0,2653 0,7314 1,2088 1,6268 1,9524 2,1700 2,2755 2,2957 2,2866 2,2964 2,3442 2,4367 2,5797 2,7636 2,9516 3,0954 3,1664 3,1740 3,1506 3,1183 3,0755 3,0088 2,9029 2,7398 2,5048 2,2041 1,8719 1,5561 1,3008 1,1359 1,0719 1,0987 1,1885 1,3007 1,3912 1,4235 1,3727 1,2252 0,9799 0,6534 0,2852 -0,0696 -0,3680 -0,6025 -0,7947 -0,9674 -1,1246 -1,2552 -1,3508 -1,4227 -1,5017 -1,6188 -1,7845 -1,9847 -2,1893
F7    -2,5840 -2,4451 -2,2379 -1,9868 -1,7102 -1,4276 -1,1641 -0,9445 -0,7824 -0,6755 -0,6054 -0,5398 -0,4419 -0,2859 -0,0733 0,1604 0,3616 0,4874 0,5203 0,4649 0,3471 0,2178 0,1387 0,1490 0,2486 0,4116 0,6042 0,7871 0,9107 0,9312 0,8439 0,6950 0,5515 0,4651 0,4571 0,5213 0,6325 0,7538 0,8500 0,9001 0,8996 0,8515 0,7614 0,6386 0,4969 0,3521 0,2212 0,1222 0,0722 0,0781 0,1275 0,1871 0,2145 0,1786 0,0741 -0,0744 -0,2211 -0,3203 -0,3451 -0,2885 -0,1604 0,0177 0,2220 0,4366 0,6508 0,8471 1,0020 1,1001 1,1428 1,1430 1,1150 1,0717 1,0270 0,9960 0,9880 1,0052 1,0527 1,1431 1,2820 1,4548 1,6299 1,7747 1,8695 1,9121 1,9114 1,8815 1,8400 1,7997 1,7585 1,7037 1,6246 1,5185 1,3886 1,2406 1,0821 0,9211 0,7618 0,6025 0,4384 0,2682 0,0925 -0,0864 -0,2549 -0,3819 -0,4343 -0,4024 -0,3069 -0,1773 -0,0267 0,1412 0,3077 0,4355 0,4901 0,4606 0,3646 0,2356 0,0989 -0,0380 -0,1686 -0,2779 -0,3532 -0,3953 -0,4194 -0,4520 -0,5164 -0,6133 -0,7202 -0,8156 -0,8991 -0,9827 -1,0653 -1,1132 -1,0721 -0,9034 -0,6085 -0,2209 0,2133 0,6364 0,9810 1,1955 1,2719 1,2444 1,1637 1,0696 0,9799 0,8921 0,7962 0,6889 0,5857 0,5195 0,5171 0,5701 0,6358 0,6649 0,6270 0,5255 0,3889 0,2450 0,1045 -0,0299 -0,1461 -0,2206 -0,2321 -0,1743 -0,0541 0,1177 0,3399 0,6262 0,9941 1,4458 1,9617 2,5105 3,0662 3,6115 4,1264 4,5785 4,9305 5,1619 5,2860 5,3439 5,3813 5,4281 5,4900 5,5499 5,5791 5,5546 5,4723 5,3531 5,2397 5,1805 5,2050 5,3113 5,4752 5,6647 5,8529 6,0261 6,1765 6,2826 6,3059 6,2116 5,9882 5,6481 5,2213 4,7555 4,3115 3,9411 3,6634 3,4670 3,3277 3,2122 3,0769 2,8845 2,6341 2,3651 2,1196 1,9078 1,7115 1,5087 1,2864 1,0412 0,7804 0,5231 0,2877 0,0794 -0,1037 -0,2577 -0,3761 -0,4640 -0,5422 -0,6283 -0,7142 -0,7689 -0,7616 -0,6794 -0,5341 -0,3588 -0,1930 -0,0650 0,0177 0,0704 0,1242 0,2063 0,3193 0,4409 0,5398 0,5950 0,6081 0,5980 0,5814 0,5612 0,5361 0,5170 0,5294 0,6001 0,7371 0,9209 1,1128 1,2769 1,4007 1,4970 1,5868 1,6783 1,7638 1,8251 1,8407 1,8004 1,7187 1,6294 1,5659 1,5454 1,5679 1,6237 1,6990 1,7784 1,8461 1,8928 1,9265 1,9713 2,0530 2,1814 2,3437 2,5190 2,6946 2,8608 2,9964 3,0747 3,0866 3,0464 2,9659 2,8347 2,6336 2,3622 2,0471 1,7316 1,4606 1,2755 1,2127 1,2963 1,5191 1,8294 2,1400 2,3661 2,4621 2,4311 2,3132 2,1704 2,0606 2,0075 1,9975 2,0040 2,0064 1,9905 1,9479 1,8750 1,7711 1,6480 1,5336 1,4518 1,3997 1,3518 1,2839 1,1933 1,1012 1,0392 1,0320 1,0897 1,2118 1,3917 1,6144 1,8519 2,0705 2,2480 2,3805 2,4722 2,5231 2,5327 2,5109 2,4738 2,4328 2,3961 2,3745 2,3790 2,4138 2,4733 2,5465 2,6347 2,7579 2,9347 3,1617 3,4204 3,6911 3,9480 4,1500 4,2515 4,2267 4,0822 3,8472 3,5565 3,2418 2,9349 2,6615 2,4292 2,2306 2,0620 1,9277 1,8310 1,7700 1,7388 1,7312 1,7425 1,7703 1,8107 1,8508 1,8699 1,8465 1,7717 1,6580 1,5308 1,4149 1,3330 1,3054 1,3365 1,4117 1,5091 1,6040 1,6713 1,6969 1,6843 1,6454 1,5954 1,5574 1,5691 1,6776 1,9116 2,2491 2,6192 2,9437 3,1719 3,2837 3,2807 3,1831 3,0282 2,8569 2,6944 2,5499 2,4341 2,3651 2,3565 2,4057 2,4937 2,5900 2,6582 2,6761 2,6595 2,6544 2,7052 2,8357 3,0444 3,3060 3,5852 3,8513 4,0777 4,2425 4,3333 4,3498 4,3060 4,2254 4,1265 4,0170 3,9026 3,7978 3,7214 3,6811 3,6620 3,6392 3,6088 3,6020 3,6538 3,7580 3,8596 3,8884 3,7994 3,5886 3,2887 2,9567 2,6582 2,4480 2,3499 2,3577 2,4522 2,6104 2,7984 2,9738 3,1034 3,1722 3,1761 3,1124 2,9827 2,7994 2,5796 2,3315 2,0582 1,7735 1,5084 1,3077 1,2185 1,2708 1,4612 1,7502 2,0746 2,3694 2,5845 2,6911 2,6897 2,6129 2,5043 2,3911 2,2760 2,1460 1,9913 1,8217 1,6635 1,5362 1,4344 1,3357 1,2217 1,0879 0,9404 0,7944 0,6783 0,6210 0,6184 0,6183 0,5545 0,3933 0,1467 -0,1430 -0,4204 -0,6316 -0,7411 -0,7442 -0,6642 -0,5415 -0,4195 -0,3299 -0,2844 -0,2783 -0,3003 -0,3327 -0,3532 -0,3481 -0,3225 -0,2934 -0,2707 -0,2447 -0,1919 -0,0997 0,0187 0,1352 0,2291 0,3018 0,3728 0,4600 0,5627 0,6625 0,7378 0,7787 0,7936 0,8077 0,8566 0,9667 1,1353 1,3324 1,5125 1,6246 1,6333 1,5421 1,3849 1,1992 1,0148 0,8586 0,7580 0,7396 0,8200 0,9953 1,2378 1,5040 1,7543 1,9661 2,1296 2,2393 2,2994 2,3347 2,3870 2,4923 2,6625 2,8899 3,1597 3,4519 3,7348 3,9665 4,1097 4,1526 4,1193 4,0509 3,9795 3,9173 3,8571 3,7731 3,6342 3,4283 3,1761 2,9230 2,7112 2,5504 2,4160 2,2810 2,1454 2,0306 1,9487 1,8846 1,8084 1,6995 1,5571 1,3955 1,2437 1,1439 1,1281 1,1848 1,2553 1,2705 1,1872 1,0042 0,7562 0,4903 0,2347 -0,0107 -0,2591 -0,5159 -0,7735
