Fp1   -0,0220 0,0677 0,1031 0,0663 -0,0463 -0,2166 -0,4051 -0,5636 -0,6535 -0,6548 -0,5649 -0,3963 -0,1777 0,0500 0,2495 0,4056 0,5296 0,6471 0,7773 0,9193 1,0566 1,1707 1,2484 1,2850 1,2869 1,2713 1,2605 1,2738 1,3202 1,3987 1,5030 1,6252 1,7520 1,8606 1,9218 1,9077 1,7971 1,5785 1,2466 0,7959 0,2206 -0,4750 -1,2606 -2,0797 -2,8685 -3,5746 -4,1602 -4,5998 -4,8788 -4,9985 -4,9783 -4,8489 -4,6391 -4,3707 -4,0607 -3,7246 -3,3724 -3,0050 -2,6163 -2,2019 -1,7673 -1,3263 -0,8966 -0,4943 -0,1323 0,1792 0,4308 0,6158 0,7334 0,7914 0,8083 0,8064 0,7952 0,7637 0,6914 0,5645 0,3786 0,1353 -0,1615 -0,5079 -0,8990 -1,3255 -1,7691 -2,1993 -2,5784 -2,8744 -3,0743 -3,1908 -3,2609 -3,3329 -3,4450 -3,6066 -3,7992 -3,9932 -4,1660 -4,3089 -4,4235 -4,5164 -4,5959 -4,6741 -4,7648 -4,8766 -5,0100 -5,1627 -5,3358 -5,5350 -5,7687 -6,0449 -6,3705 -6,7506 -7,1869 -7,6763 -8,2072 -8,7555 -9,2841 -9,7479 -10,1057 -10,3330 -10,4259 -10,3917 -10,2398 -9,9763 -9,6032 -9,1243 -8,5500 -7,8953 -7,1706 -6,3714 -5,4827 -4,4959 -3,4214 -2,2881 -1,1350 0,0007 1,0944 2,1337 3,1125 4,0246 4,8575 5,5911 6,2035 6,6834 7,0387 7,2944 7,4785 7,6057 7,6695 7,6496 7,5280 7,2961 6,9503 6,4901 5,9259 5,2889 4,6298 4,0041 3,4558 3,0075 2,6611 2,4033 2,2159 2,0860 2,0056 1,9669 1,9667 2,0182 2,1450 2,3617 2,6612 3,0177 3,3929 3,7429 4,0302 4,2366 4,3711 4,4623 4,5451 4,6467 4,7726 4,8966 4,9640 4,9115 4,6932 4,2991 3,7591 3,1329 2,4880 1,8714 1,2952 0,7450 0,1987 -0,3587 -0,9306 -1,5137 -2,1015 -2,6873 -3,2652 -3,8299 -4,3783 -4,9128 -5,4383 -5,9511 -6,4350 -6,8709 -7,2451 -7,5444 -7,7494 -7,8409 -7,8176 -7,7035 -7,5397 -7,3652 -7,2051 -7,0713 -6,9664 -6,8832 -6,8055 -6,7126 -6,5902 -6,4424 -6,2926 -6,1670 -6,0755 -6,0084 -5,9479 -5,8769 -5,7809 -5,6463 -5,4658 -5,2493 -5,0254 -4,8275 -4,6741 -4,5611 -4,4656 -4,3591 -4,2217 -4,0470 -3,8417 -3,6220 -3,4074 -3,2126 -3,0451 -2,9060 -2,7873 -2,6704 -2,5353 -2,3698 -2,1733 -1,9595 -1,7570 -1,6014 -1,5192 -1,5164 -1,5769 -1,6673 -1,7472 -1,7874 -1,7820 -1,7429 -1,6813 -1,5993 -1,4978 -1,3869 -1,2861 -1,2140 -1,1742 -1,1521 -1,1267 -1,0847 -1,0269 -0,9619 -0,8963 -0,8329 -0,7759 -0,7344 -0,7209 -0,7446 -0,8027 -0,8802 -0,9598 -1,0274 -1,0706 -1,0764 -1,0327 -0,9307 -0,7692 -0,5567 -0,3069 -0,0338 0,2468 0,5139 0,7407 0,9025 0,9941 1,0376 1,0728 1,1385 1,2582 1,4340 1,6476 1,8699 2,0734 2,2429 2,3803 2,5043 2,6393 2,8002 2,9873 3,1864 3,3700 3,5076 3,5785 3,5803 3,5342 3,4833 3,4725 3,5292 3,6588 3,8513 4,0875 4,3494 4,6260 4,9123 5,2006 5,4742 5,7091 5,8834 5,9843 6,0101 5,9676 5,8696 5,7319 5,5730 5,4144 5,2801 5,1919 5,1648 5,2052 5,3086 5,4526 5,5984 5,7013 5,7271 5,6635 5,5180 5,3092 5,0609 4,7965 4,5269 4,2470 3,9475 3,6291 3,3099 3,0192 2,7837 2,6183 2,5251 2,4926 2,4981 2,5145 2,5173 2,4885 2,4181 2,3086 2,1813 2,0729 2,0205 2,0448 2,1415 2,2941 2,4928 2,7362 3,0150 3,3024 3,5633 3,7695 3,9048 3,9546 3,8995 3,7250 3,4332 3,0397 2,5652 2,0344 1,4793 0,9378 0,4462 0,0388 -0,2517 -0,4020 -0,4136 -0,3201 -0,1737 -0,0192 0,1255 0,2654 0,4094 0,5586 0,7085 0,8555 1,0047 1,1714 1,3682 1,5872 1,7967 1,9557 2,0349 2,0316 1,9646 1,8548 1,7135 1,5425 1,3390 1,1017 0,8401 0,5748 0,3281 0,1112 -0,0803 -0,2645 -0,4627 -0,6906 -0,9511 -1,2291 -1,4942 -1,7136 -1,8645 -1,9404 -1,9553 -1,9450 -1,9562 -2,0240 -2,1550 -2,3274 -2,5073 -2,6697 -2,8077 -2,9230 -3,0120 -3,0594 -3,0464 -2,9610 -2,8045 -2,5898 -2,3377 -2,0748 -1,8310 -1,6333 -1,4942 -1,4050 -1,3397 -1,2696 -1,1725 -1,0362 -0,8595 -0,6515 -0,4290 -0,2131 -0,0278 0,1049 0,1735 0,1834 0,1555 0,1182 0,0976 0,1112 0,1636 0,2412 0,3112 0,3368 0,2973 0,1954 0,0498 -0,1177 -0,2959 -0,4887 -0,7085 -0,9656 -1,2641 -1,6061 -1,9970 -2,4472 -2,9708 -3,5772 -4,2649 -5,0205 -5,8220 -6,6439 -7,4640 -8,2672 -9,0400 -9,7620 -10,3987 -10,9069 -11,2468 -11,3941 -11,3447 -11,1145 -10,7358 -10,2504 -9,6992 -9,1130 -8,5057 -7,8724 -7,1935 -6,4474 -5,6259 -4,7401 -3,8145 -2,8769 -1,9468 -1,0281 -0,1141 0,8016 1,7138 2,5989 3,4175 4,1263 4,6886 5,0785 5,2797 5,2819 5,0827 4,6941 4,1477 3,4909 2,7754 2,0411 1,3062 0,5731 -0,1612 -0,8980 -1,6326 -2,3504 -3,0298 -3,6517 -4,2071 -4,6994 -5,1413 -5,5468 -5,9225 -6,2649 -6,5586 -6,7785 -6,8965 -6,8950 -6,7802 -6,5794 -6,3247 -6,0370 -5,7224 -5,3781 -4,9993 -4,5809 -4,1190 -3,6156 -3,0794 -2,5256 -1,9805 -1,4813 -1,0600 -0,7250 -0,4602 -0,2380 -0,0281 0,1951 0,4392 0,6848 0,8966 1,0417 1,0976 1,0483 0,8851 0,6103 0,2347 -0,2318 -0,7909 -1,4566 -2,2441 -3,1564 -4,1797 -5,2852 -6,4307 -7,5669 -8,6506 -9,6564 -10,5785 -11,4233 -12,1989 -12,9066 -13,5397 -14,0852 -14,5253 -14,8404 -15,0156 -15,0510 -14,9627 -14,7708 -14,4890
Fz    -0,3617 -0,3156 -0,3537 -0,4883 -0,7053 -0,9577 -1,1772 -1,2984 -1,2806 -1,1145 -0,8160 -0,4192 0,0301 0,4825 0,8972 1,2519 1,5449 1,7871 1,9864 2,1386 2,2343 2,2711 2,2557 2,2024 2,1338 2,0812 2,0749 2,1288 2,2354 2,3706 2,5008 2,5925 2,6226 2,5801 2,4564 2,2388 1,9130 1,4710 0,9130 0,2445 -0,5274 -1,3926 -2,3292 -3,2961 -4,2353 -5,0834 -5,7851 -6,3055 -6,6313 -6,7653 -6,7201 -6,5150 -6,1740 -5,7212 -5,1766 -4,5567 -3,8761 -3,1499 -2,3935 -1,6199 -0,8401 -0,0686 0,6764 1,3801 2,0354 2,6375 3,1803 3,6540 4,0459 4,3462 4,5551 4,6801 4,7221 4,6696 4,5103 4,2471 3,9038 3,5154 3,1130 2,7120 2,3129 1,9101 1,4999 1,0892 0,6965 0,3407 0,0276 -0,2471 -0,4888 -0,7003 -0,8825 -1,0344 -1,1536 -1,2364 -1,2783 -1,2764 -1,2325 -1,1561 -1,0676 -1,0004 -0,9936 -1,0766 -1,2613 -1,5466 -1,9252 -2,3847 -2,9108 -3,4945 -4,1400 -4,8605 -5,6626 -6,5331 -7,4397 -8,3393 -9,1834 -9,9272 -10,5401 -11,0114 -11,3448 -11,5451 -11,6088 -11,5237 -11,2760 -10,8579 -10,2672 -9,5017 -8,5541 -7,4126 -6,0688 -4,5318 -2,8376 -1,0482 0,7575 2,5049 4,1452 5,6597 7,0444 8,2960 9,4058 10,3558 11,1230 11,6962 12,0901 12,3426 12,5022 12,6095 12,6803 12,7030 12,6511 12,4979 12,2244 11,8250 11,3144 10,7302 10,1243 9,5482 9,0405 8,6241 8,3063 8,0799 7,9266 7,8271 7,7685 7,7452 7,7607 7,8291 7,9664 8,1778 8,4517 8,7632 9,0809 9,3766 9,6361 9,8668 10,0924 10,3384 10,6189 10,9251 11,2191 11,4396 11,5187 11,4023 11,0666 10,5268 9,8335 9,0574 8,2675 7,5107 6,8037 6,1371 5,4886 4,8394 4,1831 3,5222 2,8600 2,1989 1,5428 0,8960 0,2573 -0,3813 -1,0258 -1,6670 -2,2802 -2,8343 -3,2993 -3,6476 -3,8530 -3,9009 -3,8053 -3,6130 -3,3871 -3,1829 -3,0341 -2,9519 -2,9306 -2,9521 -2,9937 -3,0393 -3,0856 -3,1381 -3,2028 -3,2792 -3,3570 -3,4172 -3,4383 -3,4008 -3,2919 -3,1083 -2,8576 -2,5608 -2,2498 -1,9573 -1,7051 -1,4952 -1,3099 -1,1225 -0,9119 -0,6718 -0,4123 -0,1541 0,0827 0,2871 0,4586 0,6044 0,7373 0,8737 1,0265 1,1964 1,3672 1,5078 1,5849 1,5825 1,5136 1,4164 1,3388 1,3202 1,3775 1,5039 1,6771 1,8683 2,0546 2,2282 2,3891 2,5320 2,6440 2,7181 2,7630 2,7987 2,8466 2,9200 3,0127 3,0993 3,1519 3,1540 3,1016 2,9986 2,8553 2,6892 2,5244 2,3853 2,2861 2,2277 2,2076 2,2325 2,3150 2,4598 2,6562 2,8846 3,1298 3,3816 3,6256 3,8411 4,0093 4,1264 4,2107 4,2943 4,4057 4,5581 4,7452 4,9466 5,1399 5,3147 5,4767 5,6408 5,8235 6,0398 6,2979 6,5950 6,9192 7,2516 7,5667 7,8413 8,0664 8,2538 8,4354 8,6552 8,9466 9,3154 9,7423 10,1964 10,6476 11,0721 11,4515 11,7740 12,0353 12,2339 12,3653 12,4203 12,3889 12,2680 12,0682 11,8136 11,5363 11,2697 11,0445 10,8889 10,8288 10,8862 11,0731 11,3795 11,7687 12,1870 12,5819 12,9177 13,1785 13,3578 13,4447 13,4234 13,2845 13,0331 12,6897 12,2847 11,8538 11,4353 11,0669 10,7784 10,5808 10,4623 10,3919 10,3309 10,2434 10,1060 9,9126 9,6720 9,4058 9,1459 8,9229 8,7536 8,6390 8,5701 8,5394 8,5489 8,6059 8,7071 8,8326 8,9528 9,0423 9,0847 9,0678 8,9733 8,7763 8,4556 8,0018 7,4180 6,7240 5,9620 5,1958 4,4977 3,9316 3,5389 3,3329 3,3021 3,4188 3,6464 3,9462 4,2821 4,6215 4,9370 5,2094 5,4312 5,6070 5,7537 5,9000 6,0761 6,2964 6,5480 6,7971 7,0088 7,1677 7,2831 7,3742 7,4486 7,4934 7,4846 7,4048 7,2542 7,0468 6,7939 6,4929 6,1295 5,6908 5,1784 4,6094 4,0081 3,4020 2,8218 2,2968 1,8490 1,4937 1,2361 1,0642 0,9498 0,8606 0,7731 0,6807 0,5922 0,5181 0,4592 0,4101 0,3723 0,3566 0,3776 0,4491 0,5780 0,7576 0,9656 1,1675 1,3241 1,4048 1,3963 1,3042 1,1484 0,9522 0,7326 0,5041 0,2861 0,0984 -0,0467 -0,1474 -0,2108 -0,2515 -0,2860 -0,3261 -0,3754 -0,4307 -0,4859 -0,5338 -0,5657 -0,5797 -0,5895 -0,6211 -0,6955 -0,8162 -0,9678 -1,1236 -1,2594 -1,3643 -1,4413 -1,5033 -1,5711 -1,6727 -1,8418 -2,1147 -2,5181 -3,0570 -3,7092 -4,4363 -5,2022 -5,9847 -6,7752 -7,5696 -8,3584 -9,1192 -9,8146 -10,3981 -10,8252 -11,0618 -11,0890 -10,9130 -10,5690 -10,1110 -9,5929 -9,0509 -8,4903 -7,8838 -7,1876 -6,3650 -5,4007 -4,3015 -3,0951 -1,8277 -0,5530 0,6867 1,8708 2,9947 4,0544 5,0357 5,9114 6,6410 7,1792 7,4958 7,5856 7,4596 7,1338 6,6304 5,9801 5,2184 4,3782 3,4831 2,5493 1,5931 0,6318 -0,3190 -1,2450 -2,1306 -2,9587 -3,7169 -4,4052 -5,0378 -5,6332 -6,2011 -6,7356 -7,2184 -7,6248 -7,9258 -8,0896 -8,0902 -7,9206 -7,5975 -7,1526 -6,6182 -6,0159 -5,3550 -4,6389 -3,8718 -3,0645 -2,2374 -1,4214 -0,6551 0,0187 0,5623 0,9588 1,2237 1,3940 1,5061 1,5872 1,6591 1,7324 1,7973 1,8248 1,7808 1,6359 1,3677 0,9651 0,4361 -0,1914 -0,8848 -1,6258 -2,4166 -3,2743 -4,2207 -5,2739 -6,4400 -7,7051 -9,0330 -10,3726 -11,6763 -12,9120 -14,0629 -15,1207 -16,0770 -16,9150 -17,6082 -18,1305 -18,4685 -18,6260 -18,6230 -18,4898 -18,2585 -17,9566
F3    0,2157 0,3186 0,3497 0,3110 0,2264 0,1392 0,0985 0,1412 0,2778 0,4906 0,7454 1,0058 1,2411 1,4324 1,5769 1,6858 1,7748 1,8542 1,9234 1,9732 1,9939 1,9808 1,9341 1,8586 1,7666 1,6765 1,6057 1,5628 1,5467 1,5502 1,5627 1,5749 1,5800 1,5691 1,5252 1,4228 1,2305 0,9176 0,4613 -0,1490 -0,9097 -1,8016 -2,7851 -3,7991 -4,7709 -5,6295 -6,3172 -6,7975 -7,0539 -7,0884 -6,9193 -6,5767 -6,0967 -5,5197 -4,8875 -4,2391 -3,6067 -3,0110 -2,4568 -1,9348 -1,4314 -0,9415 -0,4706 -0,0283 0,3755 0,7279 1,0139 1,2235 1,3586 1,4317 1,4606 1,4595 1,4302 1,3569 1,2154 0,9890 0,6785 0,2991 -0,1294 -0,5916 -1,0780 -1,5795 -2,0816 -2,5602 -2,9806 -3,3091 -3,5290 -3,6444 -3,6724 -3,6364 -3,5598 -3,4613 -3,3530 -3,2417 -3,1315 -3,0276 -2,9410 -2,8901 -2,8947 -2,9685 -3,1138 -3,3225 -3,5833 -3,8879 -4,2332 -4,6188 -5,0426 -5,5030 -6,0035 -6,5544 -7,1658 -7,8400 -8,5673 -9,3247 -10,0744 -10,7703 -11,3723 -11,8606 -12,2324 -12,4853 -12,6054 -12,5674 -12,3452 -11,9222 -11,2940 -10,4687 -9,4660 -8,3112 -7,0294 -5,6498 -4,2092 -2,7473 -1,3007 0,0997 1,4314 2,6803 3,8373 4,8950 5,8430 6,6628 7,3307 7,8332 8,1796 8,4002 8,5314 8,5984 8,6086 8,5561 8,4302 8,2202 7,9168 7,5155 7,0218 6,4554 5,8483 5,2387 4,6618 4,1463 3,7131 3,3705 3,1130 2,9263 2,7961 2,7124 2,6739 2,6892 2,7716 2,9292 3,1607 3,4551 3,7919 4,1459 4,4943 4,8233 5,1277 5,4064 5,6557 5,8650 6,0138 6,0725 6,0092 5,7986 5,4308 4,9207 4,3096 3,6553 3,0145 2,4230 1,8868 1,3876 0,8986 0,3989 -0,1212 -0,6654 -1,2378 -1,8456 -2,4978 -3,2015 -3,9601 -4,7735 -5,6322 -6,5105 -7,3681 -8,1589 -8,8401 -9,3759 -9,7409 -9,9267 -9,9499 -9,8501 -9,6776 -9,4795 -9,2928 -9,1433 -9,0446 -8,9949 -8,9802 -8,9806 -8,9782 -8,9636 -8,9371 -8,9024 -8,8587 -8,8005 -8,7229 -8,6247 -8,5081 -8,3724 -8,2096 -8,0095 -7,7706 -7,5017 -7,2156 -6,9212 -6,6201 -6,3108 -5,9951 -5,6773 -5,3654 -5,0723 -4,8143 -4,6041 -4,4468 -4,3380 -4,2634 -4,2018 -4,1327 -4,0423 -3,9266 -3,7935 -3,6601 -3,5409 -3,4356 -3,3286 -3,1988 -3,0315 -2,8235 -2,5813 -2,3199 -2,0597 -1,8163 -1,5927 -1,3814 -1,1756 -0,9778 -0,7950 -0,6277 -0,4673 -0,3007 -0,1183 0,0782 0,2720 0,4392 0,5595 0,6201 0,6135 0,5368 0,3969 0,2154 0,0268 -0,1347 -0,2475 -0,3035 -0,3003 -0,2363 -0,1123 0,0646 0,2805 0,5186 0,7631 0,9974 1,2007 1,3494 1,4261 1,4345 1,4006 1,3613 1,3497 1,3842 1,4647 1,5814 1,7291 1,9148 2,1499 2,4400 2,7804 3,1556 3,5404 3,9069 4,2297 4,4870 4,6643 4,7632 4,8021 4,8121 4,8305 4,8877 4,9994 5,1696 5,3944 5,6622 5,9577 6,2672 6,5809 6,8911 7,1884 7,4573 7,6762 7,8220 7,8777 7,8428 7,7375 7,5948 7,4477 7,3236 7,2456 7,2308 7,2871 7,4115 7,5871 7,7828 7,9605 8,0860 8,1399 8,1186 8,0275 7,8719 7,6548 7,3817 7,0604 6,7006 6,3147 5,9194 5,5395 5,2066 4,9504 4,7865 4,7099 4,6953 4,7034 4,6934 4,6375 4,5287 4,3751 4,1939 4,0099 3,8519 3,7451 3,7020 3,7200 3,7893 3,9044 4,0640 4,2631 4,4895 4,7258 4,9511 5,1404 5,2638 5,2895 5,1921 4,9595 4,5929 4,1023 3,5087 2,8495 2,1784 1,5545 1,0301 0,6408 0,4029 0,3145 0,3574 0,5012 0,7115 0,9579 1,2159 1,4629 1,6775 1,8445 1,9616 2,0435 2,1182 2,2120 2,3328 2,4661 2,5834 2,6573 2,6763 2,6477 2,5887 2,5147 2,4343 2,3481 2,2542 2,1538 2,0482 1,9279 1,7695 1,5460 1,2409 0,8565 0,4130 -0,0579 -0,5178 -0,9297 -1,2710 -1,5391 -1,7469 -1,9159 -2,0716 -2,2386 -2,4331 -2,6572 -2,8958 -3,1233 -3,3165 -3,4620 -3,5500 -3,5671 -3,4965 -3,3252 -3,0501 -2,6823 -2,2525 -1,8092 -1,4091 -1,1021 -0,9194 -0,8665 -0,9250 -1,0594 -1,2302 -1,4048 -1,5604 -1,6829 -1,7669 -1,8147 -1,8367 -1,8531 -1,8869 -1,9518 -2,0459 -2,1558 -2,2614 -2,3414 -2,3797 -2,3714 -2,3294 -2,2856 -2,2784 -2,3342 -2,4595 -2,6445 -2,8703 -3,1170 -3,3709 -3,6295 -3,9020 -4,2044 -4,5543 -4,9682 -5,4627 -6,0521 -6,7414 -7,5196 -8,3608 -9,2310 -10,0993 -10,9490 -11,7756 -12,5740 -13,3306 -14,0207 -14,6095 -15,0574 -15,3296 -15,4057 -15,2882 -15,0060 -14,6050 -14,1315 -13,6133 -13,0505 -12,4206 -11,6918 -10,8370 -9,8428 -8,7130 -7,4692 -6,1503 -4,8059 -3,4801 -2,2009 -0,9814 0,1664 1,2193 2,1406 2,8848 3,4071 3,6771 3,6874 3,4510 2,9971 2,3698 1,6224 0,8036 -0,0562 -0,9466 -1,8662 -2,8085 -3,7592 -4,7012 -5,6153 -6,4801 -7,2744 -7,9849 -8,6100 -9,1584 -9,6436 -10,0756 -10,4553 -10,7763 -11,0303 -11,2124 -11,3205 -11,3578 -11,3335 -11,2597 -11,1434 -10,9820 -10,7643 -10,4759 -10,1043 -9,6416 -9,0895 -8,4659 -7,8044 -7,1485 -6,5456 -6,0359 -5,6399 -5,3512 -5,1449 -4,9919 -4,8660 -4,7446 -4,6174 -4,4925 -4,3918 -4,3388 -4,3526 -4,4475 -4,6304 -4,8957 -5,2277 -5,6146 -6,0625 -6,5947 -7,2376 -8,0069 -8,8997 -9,8943 -10,9533 -12,0303 -13,0808 -14,0765 -15,0093 -15,8837 -16,7057 -17,4777 -18,1936 -18,8363 -19,3824 -19,8115 -20,1126 -20,2879 -20,3539 -20,3360 -20,2599
F7    0,9990 1,1230 1,1827 1,1883 1,1631 1,1337 1,1190 1,1291 1,1671 1,2299 1,3083 1,3889 1,4582 1,5065 1,5325 1,5411 1,5342 1,5066 1,4536 1,3816 1,3069 1,2425 1,1922 1,1554 1,1319 1,1167 1,0958 1,0520 0,9749 0,8658 0,7359 0,5990 0,4633 0,3284 0,1885 0,0344 -0,1477 -0,3774 -0,6764 -1,0624 -1,5402 -2,0931 -2,6815 -3,2545 -3,7717 -4,2158 -4,5859 -4,8791 -5,0796 -5,1649 -5,1196 -4,9429 -4,6498 -4,2694 -3,8403 -3,4047 -3,0029 -2,6642 -2,3952 -2,1775 -1,9803 -1,7754 -1,5476 -1,2988 -1,0471 -0,8221 -0,6564 -0,5735 -0,5787 -0,6605 -0,7982 -0,9687 -1,1551 -1,3546 -1,5765 -1,8308 -2,1217 -2,4506 -2,8158 -3,2055 -3,5956 -3,9579 -4,2701 -4,5199 -4,7049 -4,8297 -4,9040 -4,9406 -4,9506 -4,9401 -4,9114 -4,8688 -4,8259 -4,8027 -4,8163 -4,8739 -4,9774 -5,1282 -5,3238 -5,5499 -5,7799 -5,9858 -6,1492 -6,2642 -6,3356 -6,3770 -6,4036 -6,4264 -6,4567 -6,5127 -6,6169 -6,7870 -7,0286 -7,3331 -7,6804 -8,0450 -8,4060 -8,7531 -9,0800 -9,3709 -9,5956 -9,7193 -9,7152 -9,5686 -9,2686 -8,8053 -8,1778 -7,3985 -6,4914 -5,4901 -4,4308 -3,3441 -2,2520 -1,1702 -0,1139 0,8985 1,8463 2,7121 3,4848 4,1596 4,7391 5,2350 5,6622 6,0274 6,3206 6,5181 6,5975 6,5523 6,3962 6,1568 5,8627 5,5338 5,1770 4,7919 4,3830 3,9676 3,5719 3,2181 2,9173 2,6722 2,4795 2,3307 2,2134 2,1117 2,0092 1,8974 1,7781 1,6646 1,5810 1,5556 1,6071 1,7378 1,9333 2,1635 2,3878 2,5662 2,6711 2,6921 2,6334 2,5061 2,3172 2,0632 1,7369 1,3413 0,8943 0,4219 -0,0542 -0,5273 -1,0054 -1,4985 -2,0088 -2,5326 -3,0676 -3,6150 -4,1784 -4,7643 -5,3796 -6,0241 -6,6877 -7,3572 -8,0198 -8,6581 -9,2475 -9,7630 -10,1897 -10,5246 -10,7719 -10,9427 -11,0561 -11,1325 -11,1836 -11,2087 -11,2013 -11,1569 -11,0771 -10,9665 -10,8285 -10,6626 -10,4682 -10,2529 -10,0323 -9,8174 -9,6086 -9,4027 -9,1995 -8,9998 -8,8035 -8,6093 -8,4144 -8,2170 -8,0209 -7,8341 -7,6647 -7,5138 -7,3714 -7,2220 -7,0550 -6,8654 -6,6470 -6,3960 -6,1190 -5,8297 -5,5414 -5,2678 -5,0230 -4,8159 -4,6439 -4,4894 -4,3248 -4,1261 -3,8858 -3,6118 -3,3158 -3,0040 -2,6773 -2,3371 -1,9897 -1,6464 -1,3206 -1,0256 -0,7684 -0,5448 -0,3434 -0,1566 0,0122 0,1544 0,2661 0,3512 0,4158 0,4664 0,5107 0,5565 0,6063 0,6542 0,6859 0,6806 0,6168 0,4833 0,2899 0,0679 -0,1421 -0,3037 -0,3932 -0,4018 -0,3329 -0,1954 -0,0033 0,2201 0,4451 0,6480 0,8241 0,9828 1,1324 1,2718 1,3958 1,5047 1,6081 1,7210 1,8542 2,0080 2,1759 2,3533 2,5413 2,7442 2,9643 3,1950 3,4153 3,5939 3,7046 3,7359 3,6877 3,5668 3,3897 3,1843 2,9849 2,8208 2,7083 2,6500 2,6414 2,6767 2,7542 2,8781 3,0541 3,2826 3,5551 3,8531 4,1496 4,4148 4,6243 4,7656 4,8426 4,8759 4,8942 4,9198 4,9603 5,0080 5,0420 5,0349 4,9648 4,8241 4,6191 4,3644 4,0773 3,7742 3,4668 3,1598 2,8489 2,5249 2,1798 1,8081 1,4104 0,9998 0,6001 0,2382 -0,0614 -0,2829 -0,4219 -0,4841 -0,4827 -0,4353 -0,3592 -0,2658 -0,1605 -0,0510 0,0496 0,1323 0,2004 0,2685 0,3537 0,4681 0,6165 0,7986 1,0127 1,2557 1,5208 1,7951 2,0580 2,2812 2,4329 2,4909 2,4526 2,3328 2,1509 1,9196 1,6440 1,3289 0,9874 0,6446 0,3328 0,0826 -0,0860 -0,1720 -0,1946 -0,1809 -0,1494 -0,1027 -0,0339 0,0593 0,1663 0,2699 0,3581 0,4307 0,4949 0,5566 0,6146 0,6620 0,6883 0,6830 0,6424 0,5737 0,4898 0,4041 0,3277 0,2689 0,2310 0,2107 0,1998 0,1861 0,1538 0,0869 -0,0264 -0,1899 -0,3982 -0,6350 -0,8767 -1,1009 -1,2952 -1,4579 -1,5918 -1,6990 -1,7835 -1,8547 -1,9254 -2,0064 -2,1003 -2,2013 -2,3004 -2,3875 -2,4479 -2,4604 -2,4014 -2,2523 -2,0089 -1,6867 -1,3180 -0,9428 -0,5980 -0,3071 -0,0772 0,0944 0,2142 0,2964 0,3658 0,4510 0,5713 0,7278 0,9057 1,0847 1,2475 1,3813 1,4752 1,5249 1,5389 1,5357 1,5340 1,5465 1,5788 1,6297 1,6889 1,7391 1,7621 1,7436 1,6703 1,5288 1,3087 1,0091 0,6409 0,2198 -0,2417 -0,7341 -1,2446 -1,7581 -2,2654 -2,7679 -3,2739 -3,7935 -4,3341 -4,8923 -5,4508 -5,9926 -6,5136 -7,0166 -7,4974 -7,9416 -8,3289 -8,6391 -8,8558 -8,9680 -8,9740 -8,8843 -8,7212 -8,5082 -8,2555 -7,9581 -7,6019 -7,1695 -6,6430 -6,0096 -5,2634 -4,4071 -3,4573 -2,4463 -1,4142 -0,3973 0,5750 1,4763 2,2781 2,9510 3,4695 3,8142 3,9769 3,9649 3,8008 3,5170 3,1490 2,7296 2,2784 1,7975 1,2805 0,7281 0,1526 -0,4268 -0,9902 -1,5241 -2,0258 -2,4999 -2,9497 -3,3736 -3,7663 -4,1226 -4,4362 -4,6966 -4,8897 -5,0036 -5,0361 -4,9978 -4,9115 -4,8034 -4,6924 -4,5858 -4,4811 -4,3667 -4,2233 -4,0261 -3,7479 -3,3713 -2,9050 -2,3859 -1,8633 -1,3794 -0,9583 -0,6039 -0,3053 -0,0477 0,1831 0,4043 0,6333 0,8734 1,1053 1,2954 1,4138 1,4469 1,4009 1,2911 1,1279 0,9053 0,5964 0,1621 -0,4303 -1,1887 -2,0888 -3,0794 -4,0989 -5,0952 -6,0358 -6,9067 -7,7099 -8,4596 -9,1732 -9,8584 -10,5081 -11,1055 -11,6344 -12,0890 -12,4749 -12,8020 -13,0784 -13,3069 -13,4791 -13,5724
