Fp1   -2,1721 -2,0243 -1,9584 -1,9303 -1,8744 -1,7480 -1,5603 -1,3703 -1,2443 -1,2091 -1,2477 -1,3286 -1,4288 -1,5392 -1,6495 -1,7122 -1,6377 -1,3596 -0,9101 -0,4183 -0,0071 0,3040 0,5686 0,8167 1,0302 1,1823 1,2538 1,2304 1,1254 1,0026 0,9477 1,0151 1,1935 1,4169 1,6080 1,7011 1,6389 1,3911 0,9873 0,5205 0,1197 -0,0918 -0,0435 0,2483 0,6865 1,1495 1,5464 1,8281 1,9726 1,9806 1,8870 1,7524 1,6262 1,5210 1,4176 1,2848 1,0965 0,8448 0,5502 0,2637 0,0471 -0,0665 -0,1010 -0,1235 -0,1895 -0,3026 -0,4260 -0,5154 -0,5350 -0,4630 -0,2902 -0,0235 0,2880 0,5462 0,6586 0,5926 0,3612 -0,0180 -0,5181 -1,0690 -1,5638 -1,9182 -2,1140 -2,1863 -2,2011 -2,2437 -2,3875 -2,6530 -3,0018 -3,3711 -3,7153 -4,0178 -4,2594 -4,3869 -4,3238 -4,0309 -3,5674 -3,0804 -2,7372 -2,6643 -2,8985 -3,3627 -3,9085 -4,3942 -4,7326 -4,9071 -4,9647 -4,9866 -5,0511 -5,2001 -5,4156 -5,6413 -5,8378 -6,0122 -6,1970 -6,4229 -6,7010 -7,0105 -7,3152 -7,6002 -7,8660 -8,0819 -8,1770 -8,0850 -7,7904 -7,3314 -6,7693 -6,1671 -5,5991 -5,1474 -4,8689 -4,7756 -4,8411 -5,0113 -5,2144 -5,3721 -5,4124 -5,2804 -4,9459 -4,4201 -3,7628 -3,0585 -2,3811 -1,7692 -1,2259 -0,7531 -0,3763 -0,1282 -0,0134 0,0115 0,0194 0,0689 0,1837 0,3662 0,6159 0,9467 1,3952 1,9994 2,7547 3,5907 4,3914 5,0405 5,4568 5,6091 5,5194 5,2622 4,9457 4,6676 4,4713 4,3339 4,2025 4,0485 3,8802 3,7170 3,5756 3,4704 3,3919 3,2811 3,0525 2,6724 2,2077 1,7677 1,4216 1,1920 1,0852 1,0855 1,1423 1,1981 1,2327 1,2632 1,2978 1,3108 1,2630 1,1386 0,9635 0,7829 0,6124 0,4347 0,2516 0,1091 0,0576 0,1104 0,2448 0,4358 0,6796 0,9705 1,2496 1,4064 1,3476 1,0579 0,6021 0,0920 -0,3531 -0,6477 -0,7743 -0,7866 -0,7735 -0,8023 -0,8783 -0,9453 -0,9120 -0,6897 -0,2508 0,3353 0,9417 1,4572 1,8135 1,9781 1,9611 1,8292 1,6849 1,6089 1,6286 1,7328 1,8938 2,0762 2,2452 2,3687 2,4069 2,3252 2,1348 1,8949 1,6698 1,4968 1,3900 1,3544 1,3806 1,4420 1,5200 1,6255 1,7938 2,0700 2,4745 2,9550 3,3932 3,6697 3,7124 3,5158 3,1481 2,7242 2,3491 2,0929 1,9959 2,0489 2,1768 2,2830 2,3118 2,2638 2,1727 2,0887 2,0706 2,1744 2,4417 2,8778 3,4107 3,8751 4,0762 3,9081 3,4349 2,8655 2,4225 2,2066 2,1777 2,2414 2,3238 2,3737 2,3371 2,1864 1,9874 1,8842 1,9801 2,2533 2,5922 2,8881 3,0806 3,1394 3,0494 2,8359 2,5692 2,3090 2,0637 1,8344 1,6823 1,7130 1,9822 2,4311 2,9207 3,3240 3,5886 3,7187 3,7232 3,6102 3,4294 3,2873 3,3005 3,5200 3,8891 4,2625 4,4765 4,4278 4,1069 3,5760 2,9340 2,2987 1,7939 1,5247 1,5467 1,8518 2,3631 2,9339 3,3690 3,4967 3,2667 2,7753 2,1721 1,5532 0,9590 0,4346 0,0563 -0,0965 0,0213 0,3995 0,9639 1,5968 2,1930 2,7029 3,1164 3,4196 3,5847 3,5920 3,4543 3,2261 2,9725 2,7236 2,4717 2,2033 1,9315 1,7035 1,5676 1,5401 1,6116 1,7561 1,9294 2,0868 2,2019 2,2576 2,2400 2,1518 2,0220 1,8971 1,8149 1,7863 1,7935 1,7923 1,7307 1,5937 1,4329 1,3401 1,3860 1,5759 1,8512 2,1237 2,3197 2,3979 2,3360 2,1268 1,8030 1,4438 1,1396 0,9584 0,9369 1,0817 1,3721 1,7515 2,1161 2,3496 2,3887 2,2577 2,0423 1,8268 1,6436 1,4699 1,2711 1,0529 0,8710 0,7855 0,8086 0,8997 1,0056 1,1010 1,1921 1,2931 1,4016 1,4925 1,5386 1,5399 1,5296 1,5495 1,6091 1,6651 1,6442 1,4991 1,2533 0,9876 0,7790 0,6651 0,6409 0,6605 0,6718 0,6651 0,6639 0,6818 0,7145 0,7589 0,8133 0,8766 0,9685 1,1219 1,3322 1,5328 1,6338 1,5711 1,3295 0,9467 0,4975 0,0621 -0,2917 -0,5043 -0,5231 -0,3180 0,1028 0,6922 1,3643 1,9948 2,4467 2,6266 2,5292 2,2344 1,8610 1,5152 1,2713 1,1713 1,2081 1,3221 1,4540 1,5835 1,7009 1,7851 1,8240 1,8271 1,8198 1,8427 1,9374 2,1041 2,2745 2,3399 2,2065 1,8445 1,3088 0,7075 0,1392 -0,3512 -0,7787 -1,1858 -1,5905 -1,9595 -2,2410 -2,4304 -2,5954 -2,8230 -3,1506 -3,5541 -3,9735 -4,3392 -4,6071 -4,7805 -4,9001 -5,0223 -5,1962 -5,4397 -5,7239 -5,9787 -6,1166 -6,0668 -5,8091 -5,3849 -4,8725 -4,3529 -3,8784 -3,4522 -3,0517 -2,6836 -2,3994 -2,2487 -2,2364 -2,3300 -2,4887 -2,6600 -2,7616 -2,7098 -2,4649 -2,0365 -1,4702 -0,8410 -0,2308 0,3012 0,7186 0,9844 1,0608 0,9364 0,6389 0,2245 -0,2307 -0,6337 -0,8925 -0,9511 -0,8210 -0,5847 -0,3531 -0,1993 -0,1366 -0,1516 -0,2323 -0,3629 -0,5128 -0,6354 -0,6750 -0,5885 -0,3699 -0,0585 0,2623 0,4758 0,4661 0,1647 -0,4117 -1,1448 -1,8396 -2,2924 -2,3852 -2,1495 -1,7256 -1,2512 -0,7990 -0,3987 -0,0662 0,1964 0,3933 0,5178 0,5546 0,4874 0,3016 -0,0012 -0,3872 -0,8083 -1,2393 -1,6796 -2,1163 -2,4983 -2,7527 -2,8274 -2,7168 -2,4617 -2,1354 -1,8171 -1,5678 -1,4251 -1,4025 -1,4894 -1,6578 -1,8803 -2,1478 -2,4553 -2,7703 -3,0353 -3,2019 -3,2497 -3,1827 -3,0274 -2,8297 -2,6380
Fz    -0,6709 -0,6359 -0,6818 -0,7739 -0,8507 -0,8624 -0,8024 -0,7092 -0,6336 -0,6040 -0,6225 -0,6791 -0,7552 -0,8202 -0,8365 -0,7695 -0,6058 -0,3711 -0,1242 0,0758 0,2070 0,2905 0,3582 0,4174 0,4544 0,4541 0,4060 0,3086 0,1827 0,0733 0,0268 0,0628 0,1584 0,2629 0,3386 0,3794 0,3895 0,3677 0,3169 0,2540 0,2108 0,2263 0,3247 0,4929 0,6848 0,8536 0,9781 1,0591 1,1003 1,0932 1,0256 0,9022 0,7470 0,5909 0,4634 0,3844 0,3473 0,3164 0,2482 0,1196 -0,0592 -0,2553 -0,4438 -0,6295 -0,8355 -1,0710 -1,3178 -1,5416 -1,7098 -1,8047 -1,8241 -1,7750 -1,6813 -1,5899 -1,5500 -1,5873 -1,7035 -1,8931 -2,1493 -2,4541 -2,7775 -3,1015 -3,4337 -3,7869 -4,1555 -4,5202 -4,8641 -5,1767 -5,4465 -5,6591 -5,8019 -5,8759 -5,8969 -5,8802 -5,8225 -5,7155 -5,5798 -5,4741 -5,4665 -5,5954 -5,8434 -6,1416 -6,4065 -6,5839 -6,6683 -6,6977 -6,7284 -6,7991 -6,9096 -7,0279 -7,1155 -7,1518 -7,1454 -7,1221 -7,1079 -7,1202 -7,1662 -7,2381 -7,3213 -7,4103 -7,5076 -7,6040 -7,6701 -7,6792 -7,6372 -7,5834 -7,5573 -7,5674 -7,5960 -7,6264 -7,6611 -7,7168 -7,8019 -7,8955 -7,9508 -7,9250 -7,8019 -7,5820 -7,2606 -6,8328 -6,3150 -5,7499 -5,1883 -4,6620 -4,1786 -3,7424 -3,3726 -3,0927 -2,9050 -2,7763 -2,6506 -2,4739 -2,2046 -1,8089 -1,2678 -0,5936 0,1686 0,9549 1,6994 2,3541 2,9034 3,3580 3,7344 4,0324 4,2305 4,3060 4,2580 4,1108 3,9042 3,6794 3,4686 3,2920 3,1618 3,0874 3,0770 3,1225 3,1812 3,1849 3,0764 2,8473 2,5475 2,2535 2,0231 1,8787 1,8178 1,8228 1,8652 1,9171 1,9625 1,9976 2,0211 2,0247 1,9881 1,8866 1,7094 1,4676 1,1830 0,8839 0,6139 0,4221 0,3317 0,3211 0,3416 0,3583 0,3770 0,4236 0,4979 0,5582 0,5492 0,4418 0,2481 0,0142 -0,2009 -0,3508 -0,4235 -0,4439 -0,4523 -0,4711 -0,4913 -0,4906 -0,4498 -0,3512 -0,1838 0,0392 0,2836 0,5198 0,7353 0,9256 1,0866 1,2169 1,3242 1,4246 1,5346 1,6607 1,7938 1,9153 2,0123 2,0826 2,1239 2,1279 2,0920 2,0296 1,9657 1,9284 1,9355 1,9874 2,0771 2,2076 2,3985 2,6664 3,0013 3,3749 3,7603 4,1274 4,4355 4,6465 4,7425 4,7290 4,6268 4,4641 4,2734 4,0930 3,9568 3,8703 3,8033 3,7196 3,6115 3,5023 3,4280 3,4217 3,4997 3,6548 3,8682 4,1187 4,3667 4,5359 4,5341 4,3075 3,8852 3,3762 2,9067 2,5449 2,2818 2,0742 1,8947 1,7423 1,6225 1,5434 1,5306 1,6147 1,7933 2,0206 2,2339 2,3784 2,4149 2,3233 2,1134 1,8333 1,5546 1,3338 1,1876 1,1137 1,1252 1,2509 1,5031 1,8546 2,2518 2,6440 2,9972 3,2854 3,4795 3,5562 3,5233 3,4304 3,3469 3,3267 3,3820 3,4752 3,5398 3,5199 3,3944 3,1784 2,9184 2,6776 2,5085 2,4346 2,4642 2,6055 2,8477 3,1305 3,3459 3,3859 3,2056 2,8446 2,3862 1,9011 1,4346 1,0337 0,7595 0,6636 0,7577 1,0111 1,3726 1,7955 2,2506 2,7244 3,2047 3,6694 4,0870 4,4213 4,6414 4,7365 4,7168 4,6011 4,4102 4,1689 3,9148 3,7010 3,5744 3,5517 3,6193 3,7465 3,9020 4,0664 4,2231 4,3361 4,3601 4,2828 4,1486 4,0331 3,9909 4,0254 4,0973 4,1508 4,1426 4,0627 3,9361 3,8074 3,7134 3,6601 3,6195 3,5560 3,4563 3,3289 3,1807 3,0162 2,8625 2,7688 2,7717 2,8729 3,0484 3,2659 3,4936 3,6982 3,8395 3,8742 3,7693 3,5221 3,1724 2,7842 2,4078 2,0659 1,7682 1,5273 1,3605 1,2794 1,2714 1,2946 1,3059 1,2916 1,2663 1,2506 1,2509 1,2581 1,2637 1,2777 1,3283 1,4384 1,5968 1,7534 1,8490 1,8512 1,7680 1,6323 1,4787 1,3369 1,2262 1,1387 1,0420 0,9171 0,7860 0,6970 0,6886 0,7651 0,8994 1,0583 1,2275 1,4073 1,5772 1,6816 1,6610 1,4976 1,2308 0,9351 0,6779 0,4907 0,3751 0,3263 0,3458 0,4439 0,6370 0,9346 1,3169 1,7254 2,0829 2,3314 2,4561 2,4768 2,4201 2,3090 2,1776 2,0766 2,0429 2,0649 2,0938 2,0857 2,0213 1,9062 1,7728 1,6662 1,6200 1,6491 1,7525 1,9066 2,0643 2,1698 2,1736 2,0508 1,8236 1,5550 1,3150 1,1457 1,0382 0,9322 0,7552 0,4757 0,1157 -0,2885 -0,7235 -1,1857 -1,6470 -2,0547 -2,3661 -2,5753 -2,7159 -2,8438 -3,0118 -3,2474 -3,5414 -3,8499 -4,1182 -4,3026 -4,3729 -4,3141 -4,1407 -3,9015 -3,6537 -3,4347 -3,2559 -3,1107 -2,9887 -2,8925 -2,8381 -2,8382 -2,8898 -2,9790 -3,0869 -3,1831 -3,2212 -3,1592 -2,9793 -2,6835 -2,2881 -1,8240 -1,3276 -0,8277 -0,3464 0,0952 0,4784 0,7894 1,0190 1,1677 1,2550 1,3234 1,4269 1,6006 1,8367 2,0894 2,3071 2,4641 2,5619 2,6058 2,5939 2,5299 2,4312 2,3260 2,2478 2,2201 2,2412 2,2870 2,3244 2,3176 2,2349 2,0583 1,7969 1,4955 1,2243 1,0443 0,9727 0,9782 1,0138 1,0512 1,0850 1,1197 1,1595 1,2066 1,2588 1,3084 1,3446 1,3574 1,3340 1,2586 1,1219 0,9261 0,6783 0,3876 0,0715 -0,2426 -0,5213 -0,7320 -0,8514 -0,8750 -0,8244 -0,7464 -0,6992 -0,7243 -0,8217 -0,9571 -1,0873 -1,1767 -1,2066 -1,1855 -1,1478 -1,1353 -1,1769 -1,2793 -1,4306 -1,6045 -1,7636 -1,8703
F3    -0,6322 -0,5186 -0,5602 -0,7170 -0,9059 -1,0522 -1,1314 -1,1677 -1,1947 -1,2230 -1,2450 -1,2551 -1,2490 -1,2103 -1,1154 -0,9471 -0,7046 -0,4130 -0,1248 0,1037 0,2543 0,3668 0,4965 0,6546 0,7993 0,8704 0,8256 0,6630 0,4294 0,2016 0,0483 -0,0036 0,0226 0,0806 0,1441 0,2167 0,3013 0,3784 0,4200 0,4174 0,3995 0,4236 0,5374 0,7387 0,9742 1,1798 1,3173 1,3824 1,3874 1,3360 1,2196 1,0405 0,8237 0,5995 0,3901 0,2091 0,0508 -0,1172 -0,3305 -0,5915 -0,8610 -1,0816 -1,2137 -1,2614 -1,2650 -1,2691 -1,3012 -1,3650 -1,4345 -1,4578 -1,3786 -1,1661 -0,8567 -0,5646 -0,4232 -0,4997 -0,7664 -1,1439 -1,5600 -1,9748 -2,3780 -2,7833 -3,2103 -3,6540 -4,0742 -4,4275 -4,7014 -4,9097 -5,0643 -5,1578 -5,1744 -5,1151 -5,0008 -4,8463 -4,6465 -4,4002 -4,1475 -3,9735 -3,9708 -4,1881 -4,5985 -5,1063 -5,5929 -5,9686 -6,1978 -6,3004 -6,3374 -6,3743 -6,4385 -6,5099 -6,5514 -6,5453 -6,5087 -6,4815 -6,5011 -6,5841 -6,7208 -6,8760 -7,0073 -7,0971 -7,1585 -7,1961 -7,1781 -7,0628 -6,8563 -6,6261 -6,4578 -6,4019 -6,4519 -6,5541 -6,6431 -6,6826 -6,6714 -6,6122 -6,4950 -6,3194 -6,1092 -5,8798 -5,6080 -5,2585 -4,8302 -4,3627 -3,9039 -3,4767 -3,0737 -2,6855 -2,3231 -2,0081 -1,7502 -1,5352 -1,3267 -1,0806 -0,7630 -0,3599 0,1236 0,6694 1,2531 1,8473 2,4236 2,9570 3,4302 3,8335 4,1578 4,3793 4,4582 4,3727 4,1547 3,8807 3,6248 3,4178 3,2470 3,0864 2,9212 2,7537 2,5994 2,4683 2,3452 2,1906 1,9611 1,6394 1,2570 0,8845 0,5925 0,4192 0,3655 0,4088 0,5140 0,6386 0,7468 0,8248 0,8728 0,8826 0,8284 0,6917 0,4889 0,2602 0,0306 -0,1966 -0,4098 -0,5800 -0,6838 -0,7236 -0,7213 -0,6854 -0,5938 -0,4226 -0,1891 0,0446 0,2044 0,2386 0,1353 -0,0730 -0,3180 -0,5212 -0,6304 -0,6415 -0,5890 -0,5108 -0,4179 -0,2932 -0,1110 0,1451 0,4653 0,8017 1,0905 1,2890 1,3917 1,4194 1,4065 1,3939 1,4215 1,5150 1,6694 1,8453 1,9913 2,0756 2,1029 2,1023 2,0930 2,0682 2,0142 1,9351 1,8566 1,8100 1,8082 1,8328 1,8496 1,8445 1,8467 1,9095 2,0717 2,3446 2,7086 3,1077 3,4652 3,7173 3,8360 3,8342 3,7505 3,6192 3,4541 3,2657 3,0814 2,9284 2,8030 2,6798 2,5478 2,4272 2,3598 2,3947 2,5656 2,8755 3,3043 3,8137 4,3267 4,7144 4,8319 4,5981 4,0645 3,4086 2,8280 2,4189 2,1547 1,9626 1,7980 1,6556 1,5444 1,4835 1,5105 1,6544 1,8939 2,1695 2,4287 2,6397 2,7707 2,7843 2,6640 2,4382 2,1687 1,9135 1,7043 1,5611 1,5181 1,6150 1,8567 2,1893 2,5312 2,8255 3,0556 3,2136 3,2758 3,2245 3,0903 2,9538 2,8983 2,9611 3,1235 3,3241 3,4828 3,5301 3,4250 3,1590 2,7669 2,3288 1,9376 1,6596 1,5360 1,6005 1,8568 2,2386 2,6094 2,8167 2,7689 2,4730 2,0030 1,4450 0,8804 0,3990 0,0918 0,0145 0,1655 0,5011 0,9650 1,5047 2,0776 2,6519 3,1994 3,6852 4,0633 4,2789 4,2948 4,1320 3,8653 3,5708 3,2881 3,0190 2,7538 2,5009 2,2926 2,1674 2,1494 2,2269 2,3548 2,4922 2,6222 2,7260 2,7723 2,7586 2,7369 2,7740 2,8963 3,0831 3,2890 3,4609 3,5531 3,5470 3,4566 3,3232 3,1991 3,1126 3,0499 2,9844 2,9091 2,8185 2,6763 2,4428 2,1384 1,8457 1,6437 1,5597 1,5830 1,6962 1,8814 2,1024 2,2962 2,3939 2,3508 2,1649 1,8844 1,5871 1,3344 1,1478 1,0267 0,9700 0,9754 1,0313 1,1121 1,1848 1,2245 1,2220 1,1775 1,0927 0,9648 0,7955 0,6127 0,4747 0,4407 0,5348 0,7309 0,9630 1,1553 1,2554 1,2552 1,1853 1,0928 1,0261 1,0147 1,0382 1,0324 0,9473 0,7947 0,6343 0,5231 0,4812 0,4969 0,5572 0,6672 0,8325 1,0209 1,1534 1,1497 0,9873 0,7153 0,4178 0,1609 -0,0330 -0,1682 -0,2409 -0,2245 -0,0813 0,2175 0,6669 1,1990 1,6866 1,9987 2,0746 1,9508 1,7239 1,4864 1,2890 1,1527 1,0975 1,1379 1,2499 1,3690 1,4291 1,3968 1,2893 1,1678 1,0936 1,0861 1,1277 1,1931 1,2582 1,2958 1,2721 1,1494 0,9070 0,5680 0,2003 -0,1132 -0,3183 -0,4323 -0,5479 -0,7701 -1,1365 -1,6016 -2,0964 -2,5920 -3,0929 -3,5843 -4,0117 -4,3148 -4,4727 -4,5212 -4,5343 -4,5892 -4,7332 -4,9549 -5,1779 -5,3025 -5,2688 -5,0790 -4,7805 -4,4523 -4,1892 -4,0613 -4,0756 -4,1795 -4,2963 -4,3619 -4,3449 -4,2535 -4,1291 -4,0198 -3,9516 -3,9174 -3,8813 -3,7951 -3,6302 -3,3942 -3,1094 -2,7895 -2,4377 -2,0521 -1,6322 -1,1911 -0,7597 -0,3793 -0,0944 0,0586 0,0720 -0,0152 -0,1232 -0,1702 -0,1186 0,0083 0,1528 0,2690 0,3519 0,4269 0,5107 0,5889 0,6297 0,6055 0,5102 0,3754 0,2618 0,2175 0,2445 0,3031 0,3367 0,2891 0,1213 -0,1660 -0,5169 -0,8446 -1,0785 -1,1986 -1,2354 -1,2365 -1,2278 -1,2001 -1,1242 -0,9835 -0,7982 -0,6145 -0,4700 -0,3747 -0,3166 -0,2832 -0,2844 -0,3510 -0,5110 -0,7733 -1,1294 -1,5597 -2,0315 -2,4889 -2,8558 -3,0639 -3,0908 -2,9779 -2,8049 -2,6459 -2,5382 -2,4763 -2,4283 -2,3626 -2,2641 -2,1465 -2,0539 -2,0345 -2,1038 -2,2375 -2,3983 -2,5628 -2,7174 -2,8385 -2,8906
F7    -1,2803 -1,4220 -1,3806 -1,2065 -0,9859 -0,7658 -0,5351 -0,2862 -0,0549 0,1173 0,2280 0,2908 0,2706 0,0847 -0,3092 -0,8509 -1,4137 -1,8730 -2,1411 -2,1822 -2,0280 -1,7593 -1,4474 -1,1064 -0,7074 -0,2400 0,2632 0,7662 1,2658 1,7741 2,2792 2,7231 3,0089 3,0449 2,8073 2,3564 1,7824 1,1564 0,5468 0,0426 -0,2775 -0,3864 -0,3100 -0,1118 0,1121 0,2570 0,2562 0,1118 -0,1191 -0,3649 -0,5670 -0,7010 -0,7974 -0,9109 -1,0364 -1,0836 -0,9553 -0,6379 -0,2114 0,2043 0,5120 0,6676 0,6623 0,4939 0,1883 -0,1586 -0,4095 -0,4810 -0,4083 -0,3152 -0,3121 -0,4217 -0,6032 -0,8164 -1,0500 -1,3209 -1,6625 -2,0941 -2,5885 -3,0622 -3,3985 -3,5078 -3,3874 -3,1131 -2,7838 -2,4768 -2,2277 -2,0368 -1,8966 -1,8033 -1,7471 -1,7204 -1,7376 -1,8260 -1,9894 -2,1831 -2,3357 -2,4050 -2,4126 -2,4204 -2,4826 -2,6131 -2,7823 -2,9459 -3,0887 -3,2343 -3,4066 -3,6024 -3,8090 -4,0306 -4,2810 -4,5616 -4,8497 -5,0964 -5,2414 -5,2560 -5,1773 -5,0913 -5,0696 -5,1164 -5,1808 -5,2196 -5,2421 -5,2959 -5,4248 -5,6253 -5,8152 -5,8517 -5,6280 -5,1810 -4,6848 -4,3163 -4,1204 -3,9942 -3,7829 -3,3895 -2,8224 -2,1715 -1,5533 -1,0638 -0,7413 -0,5519 -0,4187 -0,2688 -0,0572 0,2251 0,5405 0,8050 0,9305 0,8982 0,7910 0,7382 0,8310 1,0908 1,4775 1,9012 2,2493 2,4469 2,5058 2,5102 2,5520 2,6807 2,8994 3,1870 3,5159 3,8446 4,1087 4,2455 4,2359 4,1104 3,9186 3,6990 3,4699 3,2464 3,0612 2,9551 2,9350 2,9559 2,9588 2,9173 2,8377 2,7273 2,5724 2,3436 2,0172 1,5938 1,1037 0,5926 0,1003 -0,3377 -0,6718 -0,8439 -0,8120 -0,5671 -0,1406 0,3952 0,9423 1,3982 1,6718 1,7068 1,5078 1,1441 0,7199 0,3148 -0,0555 -0,4085 -0,7345 -0,9906 -1,1486 -1,2157 -1,2032 -1,1043 -0,9138 -0,6574 -0,3883 -0,1593 0,0091 0,1478 0,3137 0,5316 0,7720 0,9874 1,1494 1,2558 1,3148 1,3206 1,2639 1,1793 1,1399 1,1747 1,2142 1,1408 0,8929 0,5253 0,1789 -0,0168 -0,0303 0,0712 0,1976 0,3065 0,4031 0,4859 0,5263 0,5091 0,4723 0,4992 0,6701 1,0106 1,4711 1,9504 2,3464 2,6029 2,7320 2,8005 2,8863 3,0299 3,2154 3,3911 3,4947 3,4733 3,3036 2,9966 2,5926 2,1691 1,8369 1,6988 1,7951 2,0779 2,4323 2,7228 2,8263 2,6544 2,1870 1,4975 0,7394 0,1051 -0,2287 -0,1692 0,2531 0,9090 1,6409 2,3261 2,8979 3,3173 3,5384 3,5206 3,2754 2,8781 2,4204 1,9640 1,5489 1,2229 1,0304 0,9705 0,9950 1,0554 1,1394 1,2700 1,4742 1,7347 1,9715 2,0874 2,0368 1,8467 1,5789 1,2960 1,0622 0,9380 0,9513 1,0869 1,3049 1,5598 1,8162 2,0566 2,2613 2,3850 2,3721 2,1976 1,8927 1,5431 1,2659 1,1683 1,3002 1,6163 1,9778 2,2246 2,2628 2,0807 1,7211 1,2684 0,8338 0,5297 0,4405 0,5936 0,9435 1,3746 1,7270 1,8523 1,6850 1,2850 0,8090 0,4251 0,2369 0,2615 0,4378 0,6482 0,7770 0,7864 0,7487 0,8154 1,1106 1,6014 2,0946 2,3938 2,4332 2,2675 1,9910 1,6862 1,4128 1,2077 1,0813 1,0265 1,0421 1,1347 1,2919 1,4545 1,5323 1,4607 1,2566 1,0236 0,8902 0,9248 1,0995 1,3265 1,5231 1,6472 1,6936 1,6830 1,6523 1,6307 1,6186 1,5920 1,5302 1,4531 1,4222 1,4931 1,6678 1,9021 2,1553 2,4146 2,6620 2,8394 2,8694 2,7159 2,4192 2,0614 1,6926 1,3099 0,9032 0,4896 0,1079 -0,1982 -0,3964 -0,4731 -0,4210 -0,2332 0,0636 0,3759 0,5896 0,6563 0,6167 0,5647 0,6156 0,8611 1,3020 1,8235 2,2611 2,4997 2,5144 2,3481 2,0735 1,7668 1,4934 1,2929 1,1621 1,0590 0,9235 0,7094 0,4259 0,1556 0,0099 0,0561 0,2828 0,6293 1,0187 1,3541 1,5310 1,4941 1,2799 0,9957 0,7515 0,6044 0,5659 0,6347 0,7862 0,9440 1,0130 0,9532 0,8004 0,6153 0,4337 0,2709 0,1575 0,1399 0,2336 0,3968 0,5694 0,7264 0,8937 1,1235 1,4491 1,8429 2,2108 2,4348 2,4429 2,2484 1,9226 1,5429 1,1707 0,8524 0,6158 0,4593 0,3604 0,3114 0,3305 0,4241 0,5613 0,7070 0,8453 0,9499 0,9600 0,8035 0,4448 -0,0842 -0,7006 -1,3293 -1,9258 -2,4407 -2,8120 -3,0127 -3,0812 -3,1101 -3,2199 -3,5117 -4,0121 -4,6532 -5,3085 -5,8614 -6,2513 -6,4676 -6,5182 -6,4193 -6,2003 -5,8944 -5,5135 -5,0289 -4,3981 -3,6334 -2,8406 -2,1695 -1,7255 -1,5320 -1,5591 -1,7572 -2,0717 -2,4534 -2,8530 -3,2016 -3,4100 -3,3893 -3,0728 -2,4507 -1,6128 -0,7424 -0,0439 0,3364 0,3522 0,0600 -0,4055 -0,8826 -1,2421 -1,4286 -1,4620 -1,3987 -1,2784 -1,0896 -0,7753 -0,2872 0,3395 0,9650 1,4043 1,5209 1,2941 0,8225 0,2656 -0,2270 -0,5698 -0,7730 -0,9129 -1,0381 -1,1250 -1,1342 -1,0640 -0,9389 -0,7849 -0,6324 -0,5211 -0,4857 -0,5356 -0,6501 -0,7966 -0,9598 -1,1497 -1,3700 -1,5905 -1,7597 -1,8424 -1,8551 -1,8648 -1,9324 -2,0602 -2,1897 -2,2358 -2,1424 -1,9256 -1,6667 -1,4730 -1,4423 -1,6274 -2,0045 -2,4751 -2,8974 -3,1388 -3,1438 -2,9860 -2,8282 -2,8107 -2,9893 -3,3497 -3,8142 -4,2482 -4,5189 -4,5674 -4,4387 -4,2504 -4,1186 -4,1006 -4,1865 -4,3170 -4,4168
