Fp1   -1,7268 -1,7901 -1,8971 -2,0294 -2,1684 -2,3013 -2,4125 -2,4754 -2,4603 -2,3531 -2,1683 -1,9484 -1,7456 -1,5954 -1,5033 -1,4477 -1,3886 -1,2802 -1,0912 -0,8227 -0,5061 -0,1846 0,1059 0,3439 0,5235 0,6572 0,7767 0,9189 1,1028 1,3218 1,5518 1,7615 1,9205 2,0113 2,0358 2,0115 1,9601 1,8973 1,8294 1,7574 1,6825 1,6029 1,5094 1,3941 1,2640 1,1414 1,0543 1,0251 1,0500 1,0856 1,0681 0,9548 0,7465 0,4810 0,2146 0,0067 -0,0981 -0,0856 0,0251 0,1949 0,3821 0,5520 0,6802 0,7574 0,7946 0,8210 0,8720 0,9734 1,1281 1,3126 1,4875 1,6160 1,6764 1,6625 1,5806 1,4484 1,2933 1,1472 1,0386 0,9856 0,9909 1,0432 1,1259 1,2251 1,3304 1,4388 1,5619 1,7223 1,9366 2,2022 2,4965 2,7858 3,0361 3,2255 3,3486 3,4105 3,4183 3,3797 3,3068 3,2129 3,1020 2,9640 2,7844 2,5656 2,3403 2,1570 2,0521 2,0383 2,1135 2,2652 2,4621 2,6521 2,7837 2,8342 2,8197 2,7816 2,7596 2,7651 2,7758 2,7574 2,6890 2,5762 2,4456 2,3310 2,2545 2,2146 2,1938 2,1765 2,1593 2,1480 2,1509 2,1727 2,2125 2,2616 2,3065 2,3417 2,3825 2,4620 2,6078 2,8237 3,0881 3,3678 3,6352 3,8804 4,1152 4,3643 4,6421 4,9372 5,2223 5,4766 5,6957 5,8845 6,0433 6,1643 6,2371 6,2534 6,2090 6,1082 5,9616 5,7809 5,5708 5,3240 5,0328 4,7117 4,4042 4,1577 3,9888 3,8730 3,7678 3,6417 3,4860 3,3145 3,1633 3,0812 3,1026 3,2316 3,4527 3,7466 4,0881 4,4394 4,7529 4,9793 5,0801 5,0476 4,9167 4,7514 4,6140 4,5391 4,5237 4,5360 4,5405 4,5234 4,5027 4,5185 4,6027 4,7533 4,9408 5,1384 5,3395 5,5413 5,7239 5,8543 5,9105 5,8952 5,8274 5,7281 5,6175 5,5158 5,4400 5,4007 5,3939 5,3923 5,3514 5,2299 5,0072 4,6920 4,3213 3,9414 3,5804 3,2364 2,8896 2,5220 2,1342 1,7504 1,4051 1,1223 0,9081 0,7560 0,6549 0,5919 0,5480 0,4953 0,4050 0,2588 0,0524 -0,2019 -0,4787 -0,7564 -1,0275 -1,2859 -1,5144 -1,6909 -1,7980 -1,8265 -1,7750 -1,6519 -1,4754 -1,2698 -1,0572 -0,8546 -0,6733 -0,5186 -0,3883 -0,2725 -0,1580 -0,0310 0,1214 0,3088 0,5324 0,7774 1,0087 1,1813 1,2607 1,2350 1,1170 0,9449 0,7755 0,6622 0,6288 0,6609 0,7122 0,7223 0,6461 0,4782 0,2565 0,0441 -0,0984 -0,1389 -0,0800 0,0543 0,2316 0,4184 0,5919 0,7509 0,9095 1,0823 1,2779 1,4957 1,7190 1,9177 2,0659 2,1612 2,2257 2,2892 2,3728 2,4832 2,6176 2,7706 2,9444 3,1500 3,3894 3,6341 3,8358 3,9595 3,9943 3,9351 3,7725 3,5055 3,1554 2,7610 2,3655 2,0091 1,7226 1,5204 1,3989 1,3403 1,3165 1,2940 1,2421 1,1379 0,9681 0,7286 0,4242 0,0691 -0,3074 -0,6633 -0,9606 -1,1837 -1,3450 -1,4738 -1,5968 -1,7198 -1,8235 -1,8767 -1,8593 -1,7691 -1,6087 -1,3768 -1,0780 -0,7346 -0,3827 -0,0559 0,2303 0,4810 0,7217 0,9930 1,3364 1,7808 2,3313 2,9620 3,6260 4,2742 4,8642 5,3648 5,7693 6,0996 6,3844 6,6355 6,8408 6,9759 7,0188 6,9627 6,8225 6,6344 6,4440 6,2938 6,2114 6,2012 6,2474 6,3279 6,4208 6,5019 6,5412 6,5102 6,3947 6,2048 5,9726 5,7383 5,5306 5,3508 5,1696 4,9407 4,6262 4,2200 3,7570 3,3022 2,9223 2,6592 2,5212 2,4867 2,5147 2,5623 2,6086 2,6598 2,7320 2,8300 2,9437 3,0556 3,1518 3,2254 3,2685 3,2711 3,2328 3,1702 3,1087 3,0751 3,0934 3,1744 3,3066 3,4630 3,6117 3,7192 3,7555 3,7076 3,5864 3,4254 3,2737 3,1798 3,1683 3,2305 3,3373 3,4632 3,6047 3,7778 3,9966 4,2598 4,5502 4,8451 5,1272 5,3833 5,5950 5,7424 5,8235 5,8591 5,8718 5,8701 5,8602 5,8598 5,8902 5,9551 6,0340 6,0968 6,1226 6,1009 6,0289 5,9201 5,8077 5,7288 5,7024 5,7182 5,7467 5,7643 5,7709 5,7881 5,8424 5,9437 6,0741 6,1977 6,2788 6,2911 6,2181 6,0573 5,8289 5,5745 5,3415 5,1624 5,0453 4,9807 4,9525 4,9424 4,9321 4,9063 4,8573 4,7836 4,6861 4,5665 4,4321 4,2953 4,1635 4,0314 3,8843 3,7088 3,5018 3,2692 3,0209 2,7685 2,5242 2,2955 2,0771 1,8489 1,5828 1,2585 0,8792 0,4719 0,0727 -0,2757 -0,5194 -0,6065 -0,5137 -0,2609 0,1001 0,5160 0,9552 1,4027 1,8436 2,2631 2,6534 3,0100 3,3254 3,5927 3,8151 4,0092 4,1987 4,3974 4,5979 4,7775 4,9186 5,0166 5,0686 5,0661 5,0043 4,8905 4,7434 4,5887 4,4491 4,3382 4,2645 4,2347 4,2504 4,3004 4,3615 4,4042 4,4071 4,3744 4,3403 4,3466 4,4118 4,5259 4,6696 4,8345 5,0249 5,2464 5,4991 5,7841 6,1119 6,4913 6,9082 7,3226 7,6929 7,9909 8,1927 8,2745 8,2320 8,0993 7,9455 7,8457 7,8439 7,9312 8,0565 8,1545 8,1703 8,0742 7,8670 7,5743 7,2285 6,8529 6,4524 6,0123 5,5127 4,9572 4,3833 3,8434 3,3791 3,0066 2,7209 2,5100 2,3625 2,2617 2,1752 2,0511 1,8267 1,4541 0,9227 0,2654 -0,4536 -1,1566 -1,7712 -2,2456 -2,5565 -2,7101 -2,7421 -2,7070 -2,6565 -2,6266 -2,6434 -2,7225 -2,8623 -3,0414 -3,2232 -3,3675
Fz    -3,3711 -3,5198 -3,6691 -3,7928 -3,8684 -3,8873 -3,8506 -3,7584 -3,6098 -3,4098 -3,1747 -2,9299 -2,6984 -2,4867 -2,2787 -2,0458 -1,7617 -1,4149 -1,0152 -0,5922 -0,1813 0,1933 0,5236 0,8144 1,0763 1,3234 1,5756 1,8549 2,1726 2,5198 2,8688 3,1831 3,4293 3,5872 3,6534 3,6397 3,5624 3,4288 3,2337 2,9693 2,6379 2,2564 1,8535 1,4623 1,1113 0,8179 0,5907 0,4315 0,3238 0,2218 0,0651 -0,1874 -0,5373 -0,9501 -1,3698 -1,7377 -2,0120 -2,1810 -2,2602 -2,2777 -2,2587 -2,2180 -2,1608 -2,0848 -1,9806 -1,8355 -1,6427 -1,4094 -1,1561 -0,9090 -0,6916 -0,5223 -0,4110 -0,3592 -0,3634 -0,4181 -0,5128 -0,6294 -0,7456 -0,8397 -0,8939 -0,8957 -0,8372 -0,7161 -0,5378 -0,3092 -0,0306 0,2988 0,6707 1,0657 1,4581 1,8210 2,1288 2,3622 2,5114 2,5763 2,5643 2,4867 2,3577 2,1940 2,0068 1,7965 1,5611 1,3137 1,0872 0,9183 0,8287 0,8210 0,8848 0,9985 1,1266 1,2238 1,2525 1,2047 1,1101 1,0213 0,9816 1,0012 1,0599 1,1323 1,2088 1,2992 1,4240 1,6018 1,8374 2,1137 2,3962 2,6455 2,8324 2,9473 2,9994 3,0059 2,9840 2,9477 2,9083 2,8794 2,8816 2,9361 3,0505 3,2143 3,4083 3,6184 3,8450 4,0995 4,3944 4,7331 5,1013 5,4663 5,7954 6,0742 6,3082 6,5086 6,6772 6,8037 6,8739 6,8770 6,8050 6,6542 6,4289 6,1415 5,8065 5,4348 5,0375 4,6380 4,2751 3,9874 3,7901 3,6659 3,5790 3,4975 3,4075 3,3159 3,2481 3,2369 3,3035 3,4466 3,6514 3,9009 4,1753 4,4465 4,6789 4,8392 4,9091 4,8964 4,8336 4,7649 4,7290 4,7487 4,8257 4,9426 5,0769 5,2174 5,3701 5,5502 5,7658 6,0055 6,2417 6,4480 6,6152 6,7482 6,8509 6,9188 6,9483 6,9446 6,9138 6,8554 6,7687 6,6618 6,5500 6,4468 6,3565 6,2706 6,1745 6,0554 5,9046 5,7164 5,4884 5,2198 4,9096 4,5588 4,1761 3,7787 3,3907 3,0396 2,7485 2,5262 2,3662 2,2554 2,1819 2,1354 2,1034 2,0688 2,0151 1,9301 1,8024 1,6215 1,3815 1,0779 0,7074 0,2794 -0,1764 -0,6174 -0,9989 -1,2808 -1,4374 -1,4679 -1,3985 -1,2689 -1,1112 -0,9416 -0,7660 -0,5862 -0,4032 -0,2166 -0,0214 0,1918 0,4316 0,7005 0,9939 1,2976 1,5840 1,8157 1,9613 2,0088 1,9685 1,8683 1,7465 1,6354 1,5443 1,4607 1,3634 1,2313 1,0542 0,8450 0,6409 0,4851 0,4021 0,3879 0,4193 0,4744 0,5428 0,6231 0,7174 0,8321 0,9778 1,1640 1,3927 1,6516 1,9107 2,1324 2,2930 2,3960 2,4694 2,5506 2,6698 2,8393 3,0535 3,2970 3,5548 3,8169 4,0673 4,2741 4,3982 4,4144 4,3190 4,1193 3,8252 3,4522 3,0282 2,5896 2,1701 1,7937 1,4728 1,2057 0,9800 0,7810 0,5924 0,3932 0,1625 -0,1101 -0,4226 -0,7674 -1,1354 -1,5098 -1,8608 -2,1519 -2,3572 -2,4757 -2,5312 -2,5575 -2,5803 -2,6072 -2,6285 -2,6226 -2,5657 -2,4397 -2,2323 -1,9371 -1,5617 -1,1354 -0,7005 -0,2916 0,0800 0,4232 0,7601 1,1179 1,5198 1,9782 2,4918 3,0509 3,6460 4,2679 4,8982 5,5053 6,0565 6,5327 6,9287 7,2409 7,4614 7,5815 7,6006 7,5287 7,3882 7,2138 7,0467 6,9263 6,8793 6,9109 7,0074 7,1479 7,3111 7,4735 7,6076 7,6880 7,7037 7,6632 7,5859 7,4863 7,3625 7,1974 6,9663 6,6465 6,2291 5,7277 5,1769 4,6231 4,1124 3,6789 3,3385 3,0871 2,9068 2,7809 2,7065 2,6926 2,7485 2,8738 3,0562 3,2743 3,5052 3,7268 3,9127 4,0330 4,0694 4,0268 3,9273 3,7994 3,6701 3,5571 3,4638 3,3852 3,3133 3,2360 3,1390 3,0154 2,8745 2,7439 2,6622 2,6593 2,7378 2,8721 3,0239 3,1641 3,2894 3,4194 3,5754 3,7636 3,9750 4,1946 4,4110 4,6171 4,8045 4,9632 5,0894 5,1915 5,2852 5,3895 5,5242 5,7038 5,9274 6,1753 6,4167 6,6224 6,7756 6,8710 6,9127 6,9166 6,9099 6,9191 6,9566 7,0134 7,0665 7,0953 7,0941 7,0739 7,0512 7,0317 7,0057 6,9576 6,8760 6,7551 6,5936 6,3958 6,1757 5,9595 5,7789 5,6574 5,6006 5,5972 5,6256 5,6634 5,6924 5,6988 5,6705 5,5968 5,4719 5,3008 5,1013 4,8944 4,6899 4,4831 4,2647 4,0311 3,7853 3,5299 3,2644 2,9865 2,6952 2,3906 2,0702 1,7257 1,3431 0,9126 0,4446 -0,0276 -0,4616 -0,8176 -1,0585 -1,1545 -1,0940 -0,8911 -0,5820 -0,2059 0,2113 0,6521 1,0956 1,5189 1,9074 2,2540 2,5504 2,7897 2,9799 3,1460 3,3191 3,5194 3,7442 3,9711 4,1708 4,3173 4,3910 4,3853 4,3117 4,1934 4,0541 3,9139 3,7901 3,6956 3,6406 3,6338 3,6798 3,7757 3,9108 4,0714 4,2475 4,4415 4,6703 4,9511 5,2845 5,6539 6,0408 6,4350 6,8339 7,2367 7,6430 8,0565 8,4866 8,9390 9,4016 9,8444 10,2339 10,5439 10,7547 10,8537 10,8489 10,7767 10,6910 10,6403 10,6462 10,6943 10,7452 10,7555 10,6951 10,5533 10,3367 10,0620 9,7450 9,3873 8,9747 8,4859 7,9081 7,2504 6,5457 5,8382 5,1692 4,5650 4,0326 3,5631 3,1383 2,7328 2,3121 1,8344 1,2637 0,5867 -0,1819 -1,0093 -1,8569 -2,6851 -3,4539 -4,1272 -4,6779 -5,0922 -5,3765 -5,5579 -5,6694 -5,7376 -5,7849 -5,8304 -5,8853 -5,9524 -6,0245 -6,0831
F3    -1,3779 -1,4633 -1,5650 -1,6551 -1,7109 -1,7260 -1,7071 -1,6619 -1,5901 -1,4900 -1,3689 -1,2489 -1,1564 -1,1023 -1,0713 -1,0303 -0,9457 -0,7962 -0,5801 -0,3174 -0,0421 0,2134 0,4298 0,5992 0,7206 0,8031 0,8695 0,9488 1,0612 1,2070 1,3674 1,5138 1,6201 1,6717 1,6676 1,6169 1,5307 1,4133 1,2645 1,0900 0,9038 0,7202 0,5492 0,3994 0,2822 0,2090 0,1858 0,2089 0,2565 0,2833 0,2348 0,0748 -0,1940 -0,5307 -0,8734 -1,1612 -1,3550 -1,4473 -1,4570 -1,4132 -1,3380 -1,2424 -1,1318 -1,0118 -0,8858 -0,7512 -0,6021 -0,4381 -0,2688 -0,1106 0,0212 0,1174 0,1757 0,1974 0,1890 0,1633 0,1397 0,1387 0,1745 0,2521 0,3675 0,5120 0,6780 0,8590 1,0467 1,2361 1,4338 1,6531 1,8993 2,1634 2,4268 2,6713 2,8827 3,0493 3,1592 3,2019 3,1717 3,0717 2,9149 2,7226 2,5148 2,3030 2,0935 1,9013 1,7559 1,6881 1,7108 1,8144 1,9757 2,1623 2,3287 2,4180 2,3794 2,1954 1,8986 1,5606 1,2520 1,0043 0,8089 0,6465 0,5113 0,4152 0,3795 0,4230 0,5510 0,7492 0,9857 1,2237 1,4372 1,6205 1,7830 1,9340 2,0747 2,2018 2,3145 2,4190 2,5301 2,6634 2,8235 2,9998 3,1746 3,3377 3,4973 3,6783 3,9102 4,2103 4,5712 4,9634 5,3552 5,7272 6,0734 6,3913 6,6719 6,8986 7,0541 7,1234 7,0949 6,9650 6,7453 6,4620 6,1451 5,8162 5,4891 5,1816 4,9219 4,7326 4,6103 4,5222 4,4233 4,2807 4,0901 3,8814 3,7107 3,6376 3,6954 3,8774 4,1511 4,4782 4,8219 5,1459 5,4135 5,5894 5,6523 5,6100 5,5012 5,3778 5,2827 5,2389 5,2489 5,2991 5,3705 5,4519 5,5465 5,6699 5,8348 6,0338 6,2386 6,4206 6,5696 6,6870 6,7650 6,7841 6,7316 6,6136 6,4474 6,2491 6,0351 5,8271 5,6477 5,5113 5,4172 5,3500 5,2878 5,2137 5,1163 4,9848 4,8109 4,5908 4,3231 4,0092 3,6568 3,2790 2,8935 2,5253 2,2037 1,9497 1,7680 1,6510 1,5847 1,5535 1,5378 1,5106 1,4447 1,3214 1,1317 0,8760 0,5636 0,2063 -0,1860 -0,5963 -0,9925 -1,3309 -1,5668 -1,6671 -1,6231 -1,4547 -1,2015 -0,9081 -0,6118 -0,3379 -0,0985 0,1074 0,2889 0,4528 0,6019 0,7406 0,8799 1,0356 1,2206 1,4333 1,6499 1,8321 1,9442 1,9655 1,8938 1,7472 1,5607 1,3709 1,1981 1,0446 0,9012 0,7525 0,5871 0,4118 0,2528 0,1427 0,1027 0,1323 0,2123 0,3210 0,4461 0,5818 0,7249 0,8764 1,0437 1,2361 1,4610 1,7155 1,9773 2,2109 2,3880 2,5069 2,5929 2,6815 2,7983 2,9494 3,1290 3,3311 3,5570 3,8106 4,0814 4,3323 4,5128 4,5853 4,5371 4,3740 4,1101 3,7652 3,3672 2,9488 2,5401 2,1659 1,8471 1,5994 1,4268 1,3174 1,2441 1,1705 1,0610 0,8913 0,6547 0,3626 0,0371 -0,2947 -0,6006 -0,8459 -1,0068 -1,0859 -1,1108 -1,1186 -1,1386 -1,1823 -1,2397 -1,2826 -1,2804 -1,2155 -1,0819 -0,8761 -0,6014 -0,2771 0,0661 0,4034 0,7252 1,0339 1,3416 1,6677 2,0305 2,4390 2,8919 3,3814 3,8983 4,4312 4,9596 5,4521 5,8809 6,2359 6,5237 6,7507 6,9110 6,9898 6,9760 6,8705 6,6908 6,4717 6,2572 6,0883 5,9926 5,9777 6,0361 6,1545 6,3144 6,4868 6,6333 6,7177 6,7217 6,6496 6,5214 6,3608 6,1866 6,0054 5,8070 5,5666 5,2597 4,8803 4,4502 4,0137 3,6184 3,2976 3,0648 2,9148 2,8277 2,7827 2,7726 2,8054 2,8888 3,0193 3,1826 3,3622 3,5457 3,7240 3,8844 4,0116 4,0981 4,1529 4,1972 4,2508 4,3252 4,4186 4,5167 4,6000 4,6526 4,6632 4,6255 4,5427 4,4294 4,3110 4,2212 4,1914 4,2365 4,3489 4,5036 4,6733 4,8453 5,0257 5,2268 5,4547 5,7072 5,9765 6,2532 6,5247 6,7703 6,9645 7,0918 7,1560 7,1751 7,1721 7,1721 7,1959 7,2510 7,3288 7,4089 7,4701 7,4979 7,4836 7,4218 7,3190 7,1995 7,0972 7,0366 7,0190 7,0289 7,0503 7,0748 7,1008 7,1296 7,1592 7,1801 7,1777 7,1380 7,0516 6,9114 6,7146 6,4730 6,2202 6,0008 5,8490 5,7748 5,7647 5,7927 5,8312 5,8569 5,8518 5,8028 5,7008 5,5412 5,3277 5,0773 4,8167 4,5685 4,3388 4,1211 3,9080 3,6976 3,4922 3,2966 3,1160 2,9516 2,7955 2,6319 2,4409 2,2024 1,9038 1,5518 1,1744 0,8090 0,4927 0,2650 0,1642 0,2146 0,4157 0,7410 1,1504 1,6074 2,0802 2,5358 2,9438 3,2873 3,5604 3,7628 3,9023 4,0004 4,0899 4,2036 4,3600 4,5526 4,7536 4,9300 5,0550 5,1116 5,0952 5,0148 4,8857 4,7258 4,5566 4,4040 4,2927 4,2394 4,2493 4,3143 4,4149 4,5255 4,6233 4,6971 4,7567 4,8336 4,9618 5,1559 5,4068 5,6926 5,9905 6,2859 6,5760 6,8687 7,1795 7,5254 7,9123 8,3234 8,7239 9,0771 9,3547 9,5375 9,6165 9,6021 9,5287 9,4449 9,3928 9,3886 9,4150 9,4304 9,3895 9,2653 9,0588 8,7918 8,4911 8,1727 7,8362 7,4686 7,0548 6,5894 6,0882 5,5868 5,1240 4,7250 4,3948 4,1203 3,8786 3,6446 3,3918 3,0879 2,6962 2,1857 1,5487 0,8075 0,0040 -0,8169 -1,6145 -2,3518 -2,9944 -3,5138 -3,8950 -4,1460 -4,2966 -4,3826 -4,4342 -4,4761 -4,5265 -4,5929 -4,6732 -4,7584 -4,8321
F7    -0,8047 -0,8871 -0,9862 -1,0876 -1,1833 -1,2714 -1,3478 -1,3977 -1,3985 -1,3369 -1,2231 -1,0901 -0,9765 -0,9025 -0,8591 -0,8176 -0,7484 -0,6325 -0,4673 -0,2698 -0,0708 0,0999 0,2242 0,2960 0,3189 0,3084 0,2929 0,3052 0,3681 0,4829 0,6324 0,7912 0,9345 1,0433 1,1087 1,1330 1,1212 1,0726 0,9888 0,8857 0,7865 0,7060 0,6476 0,6130 0,6085 0,6395 0,7064 0,8005 0,8958 0,9470 0,9109 0,7730 0,5557 0,3044 0,0677 -0,1191 -0,2412 -0,3040 -0,3231 -0,3124 -0,2798 -0,2318 -0,1755 -0,1147 -0,0477 0,0287 0,1152 0,2113 0,3147 0,4180 0,5099 0,5810 0,6258 0,6433 0,6376 0,6205 0,6088 0,6188 0,6597 0,7332 0,8353 0,9562 1,0836 1,2056 1,3128 1,4039 1,4924 1,6005 1,7446 1,9293 2,1484 2,3865 2,6190 2,8178 2,9599 3,0311 3,0217 2,9270 2,7550 2,5297 2,2793 2,0242 1,7808 1,5744 1,4401 1,4057 1,4724 1,6144 1,7977 1,9914 2,1623 2,2710 2,2867 2,2070 2,0624 1,8989 1,7515 1,6255 1,5035 1,3689 1,2239 1,0861 0,9770 0,9112 0,8915 0,9100 0,9514 0,9985 1,0420 1,0863 1,1407 1,2059 1,2715 1,3271 1,3724 1,4194 1,4876 1,5947 1,7423 1,9118 2,0748 2,2109 2,3184 2,4157 2,5302 2,6819 2,8729 3,0926 3,3299 3,5791 3,8403 4,1143 4,3920 4,6489 4,8516 4,9678 4,9762 4,8772 4,6951 4,4651 4,2175 3,9686 3,7240 3,4908 3,2827 3,1122 2,9813 2,8755 2,7692 2,6380 2,4738 2,2946 2,1430 2,0676 2,0954 2,2193 2,4103 2,6384 2,8833 3,1287 3,3488 3,5084 3,5796 3,5599 3,4775 3,3766 3,2986 3,2708 3,3058 3,3983 3,5289 3,6782 3,8394 4,0170 4,2133 4,4188 4,6139 4,7826 4,9221 5,0361 5,1191 5,1574 5,1420 5,0740 4,9555 4,7875 4,5783 4,3482 4,1221 3,9207 3,7535 3,6132 3,4781 3,3221 3,1229 2,8694 2,5702 2,2465 1,9136 1,5710 1,2122 0,8370 0,4538 0,0804 -0,2569 -0,5335 -0,7391 -0,8779 -0,9623 -1,0074 -1,0280 -1,0372 -1,0458 -1,0638 -1,1057 -1,1859 -1,3078 -1,4635 -1,6405 -1,8209 -1,9794 -2,0886 -2,1275 -2,0871 -1,9745 -1,8113 -1,6252 -1,4392 -1,2640 -1,1002 -0,9443 -0,7931 -0,6447 -0,4994 -0,3611 -0,2343 -0,1177 -0,0024 0,1246 0,2722 0,4387 0,6094 0,7632 0,8811 0,9512 0,9734 0,9629 0,9417 0,9183 0,8808 0,8100 0,6931 0,5316 0,3469 0,1763 0,0566 0,0081 0,0272 0,0945 0,1917 0,3106 0,4471 0,5954 0,7540 0,9280 1,1208 1,3275 1,5342 1,7197 1,8635 1,9609 2,0327 2,1117 2,2198 2,3598 2,5247 2,7069 2,8990 3,0926 3,2802 3,4491 3,5720 3,6149 3,5575 3,4015 3,1606 2,8497 2,4862 2,0964 1,7125 1,3629 1,0688 0,8428 0,6875 0,5963 0,5566 0,5483 0,5381 0,4862 0,3655 0,1736 -0,0740 -0,3587 -0,6637 -0,9669 -1,2399 -1,4589 -1,6154 -1,7187 -1,7905 -1,8518 -1,9101 -1,9567 -1,9732 -1,9446 -1,8693 -1,7534 -1,5982 -1,4027 -1,1765 -0,9404 -0,7144 -0,5105 -0,3306 -0,1604 0,0312 0,2754 0,5871 0,9647 1,3979 1,8717 2,3663 2,8544 3,3046 3,6967 4,0336 4,3324 4,6021 4,8326 5,0050 5,1059 5,1312 5,0872 4,9917 4,8705 4,7517 4,6591 4,6021 4,5754 4,5695 4,5775 4,5902 4,5904 4,5552 4,4668 4,3238 4,1419 3,9472 3,7667 3,6175 3,4969 3,3813 3,2409 3,0589 2,8406 2,6079 2,3828 2,1759 1,9926 1,8392 1,7196 1,6339 1,5861 1,5852 1,6346 1,7242 1,8316 1,9347 2,0259 2,1130 2,2030 2,2908 2,3660 2,4257 2,4786 2,5367 2,6078 2,6904 2,7737 2,8448 2,8952 2,9209 2,9210 2,8986 2,8606 2,8169 2,7813 2,7704 2,7959 2,8575 2,9422 3,0352 3,1313 3,2341 3,3477 3,4735 3,6123 3,7643 3,9277 4,0960 4,2572 4,3965 4,5035 4,5738 4,6044 4,5966 4,5635 4,5270 4,5017 4,4874 4,4735 4,4479 4,4040 4,3391 4,2502 4,1382 4,0162 3,9073 3,8321 3,7954 3,7892 3,8045 3,8370 3,8850 3,9443 4,0052 4,0532 4,0726 4,0504 3,9789 3,8551 3,6844 3,4867 3,2971 3,1519 3,0685 3,0387 3,0385 3,0441 3,0413 3,0268 3,0057 2,9855 2,9641 2,9245 2,8427 2,7059 2,5205 2,3032 2,0699 1,8342 1,6069 1,3881 1,1644 0,9209 0,6548 0,3732 0,0840 -0,2068 -0,4961 -0,7883 -1,0954 -1,4226 -1,7567 -2,0712 -2,3339 -2,5072 -2,5538 -2,4529 -2,2122 -1,8654 -1,4522 -0,9997 -0,5252 -0,0498 0,4000 0,8016 1,1384 1,4000 1,5889 1,7225 1,8287 1,9358 2,0592 2,1948 2,3281 2,4452 2,5374 2,5977 2,6222 2,6131 2,5733 2,5012 2,3961 2,2671 2,1292 1,9937 1,8657 1,7475 1,6410 1,5461 1,4595 1,3794 1,3146 1,2860 1,3104 1,3844 1,4890 1,6047 1,7195 1,8288 1,9366 2,0522 2,1845 2,3406 2,5259 2,7416 2,9800 3,2252 3,4523 3,6267 3,7146 3,7061 3,6292 3,5355 3,4711 3,4557 3,4779 3,5055 3,5035 3,4496 3,3421 3,1938 3,0205 2,8330 2,6347 2,4243 2,1951 1,9406 1,6668 1,3969 1,1580 0,9659 0,8189 0,7016 0,5962 0,4882 0,3612 0,1902 -0,0590 -0,4174 -0,8895 -1,4430 -2,0224 -2,5742 -3,0622 -3,4710 -3,7996 -4,0504 -4,2252 -4,3320 -4,3885 -4,4146 -4,4244 -4,4293 -4,4415 -4,4721 -4,5289 -4,6123 -4,7090
