Fp1   1,3649 1,4112 1,5531 1,8269 2,1828 2,4901 2,6194 2,5402 2,3471 2,1779 2,0905 2,0258 1,8807 1,6036 1,2314 0,8531 0,5455 0,3381 0,2243 0,1706 0,1079 -0,0444 -0,3205 -0,6894 -1,0780 -1,3895 -1,5231 -1,4274 -1,1455 -0,7821 -0,4250 -0,1062 0,1753 0,4027 0,5148 0,4449 0,1926 -0,1626 -0,5290 -0,8730 -1,2163 -1,5784 -1,9498 -2,3143 -2,6479 -2,8856 -2,9414 -2,7807 -2,4521 -2,0531 -1,6757 -1,3757 -1,1815 -1,1071 -1,1521 -1,3055 -1,5485 -1,8427 -2,1278 -2,3466 -2,4778 -2,5457 -2,5887 -2,6122 -2,5699 -2,3995 -2,0890 -1,7009 -1,3289 -1,0533 -0,9410 -1,0641 -1,4779 -2,1674 -3,0383 -3,9642 -4,8228 -5,5035 -5,9299 -6,1004 -6,1034 -6,0794 -6,1571 -6,4101 -6,8334 -7,3328 -7,7608 -7,9967 -7,9956 -7,7804 -7,4213 -7,0162 -6,6509 -6,3557 -6,0987 -5,8245 -5,5036 -5,1385 -4,7383 -4,3339 -4,0187 -3,9281 -4,1597 -4,7158 -5,4953 -6,3140 -6,9552 -7,2356 -7,0525 -6,4067 -5,4137 -4,2671 -3,1397 -2,1043 -1,1585 -0,3023 0,4332 1,0111 1,4132 1,6544 1,7798 1,8331 1,8229 1,7153 1,4371 0,9113 0,1272 -0,8321 -1,8510 -2,8495 -3,7833 -4,6092 -5,2758 -5,7436 -5,9988 -6,0569 -5,9627 -5,7759 -5,5444 -5,2938 -5,0434 -4,8275 -4,7023 -4,7220 -4,9016 -5,2025 -5,5359 -5,7715 -5,7764 -5,4787 -4,8932 -4,0810 -3,0927 -1,9635 -0,7675 0,3568 1,2727 1,9454 2,4739 3,0394 3,8197 4,8945 6,1923 7,5282 8,7005 9,5751 10,1145 10,3389 10,2619 9,8840 9,2536 8,4991 7,7875 7,2697 7,0424 7,1222 7,4447 7,8897 8,3091 8,5615 8,5626 8,3241 7,9495 7,5756 7,3039 7,1759 7,1946 7,3507 7,6253 7,9715 8,3180 8,6072 8,8193 8,9650 9,0551 9,0677 8,9673 8,7721 8,5702 8,4619 8,4965 8,6421 8,8065 8,9104 8,9415 8,9186 8,8261 8,6213 8,2992 7,9163 7,5439 7,2302 7,0116 6,9316 7,0325 7,3149 7,6909 7,9971 8,0868 7,9113 7,5202 7,0174 6,5304 6,1908 6,1013 6,2980 6,7472 7,3675 8,0380 8,6074 8,9324 8,9191 8,5484 7,8951 7,1272 6,4497 6,0244 5,9296 6,1677 6,6804 7,3438 7,9781 8,4160 8,5735 8,4481 8,0662 7,4763 6,7895 6,1661 5,7416 5,5820 5,6743 5,9271 6,1954 6,3458 6,3254 6,1841 6,0309 5,9693 6,0731 6,3862 6,8921 7,5002 8,1030 8,6334 9,0648 9,3841 9,5636 9,5747 9,4623 9,3772 9,4991 9,9457 10,7380 11,8011 12,9962 14,1810 15,2572 16,1778 16,9211 17,4761 17,8579 18,1149 18,3087 18,5008 18,7564 19,1302 19,6286 20,1919 20,7329 21,1892 21,5337 21,7548 21,8364 21,7545 21,4982 21,0930 20,6044 20,1355 19,8085 19,7034 19,7956 19,9638 20,0699 20,0460 19,9126 19,7112 19,4463 19,1079 18,7203 18,3536 18,0872 17,9482 17,9014 17,9124 17,9727 18,0549 18,1044 18,0787 17,9568 17,7262 17,4009 17,0309 16,6744 16,3745 16,1490 15,9678 15,7550 15,4446 15,0384 14,5908 14,1331 13,6350 13,0480 12,3719 11,6729 11,0407 10,5342 10,1758 9,9729 9,9040 9,9059 9,9226 9,9603 10,0637 10,2410 10,4371 10,5849 10,6573 10,6675 10,6486 10,6509 10,7498 11,0210 11,4856 12,0863 12,7048 13,1786 13,3284 13,0249 12,2534 11,1082 9,7293 8,2650 6,8709 5,6799 4,7460 4,0409 3,5133 3,1322 2,8793 2,7335 2,6717 2,6653 2,6784 2,6884 2,7151 2,8244 3,0777 3,4429 3,7426 3,7291 3,2505 2,3446 1,1823 -0,0384 -1,1579 -2,0901 -2,8221 -3,3710 -3,7437 -3,9328 -3,9358 -3,7917 -3,5858 -3,3977 -3,2699 -3,2196 -3,2260 -3,2139 -3,0887 -2,7895 -2,3093 -1,6948 -1,0513 -0,5267 -0,2574 -0,3208 -0,7195 -1,3758 -2,1450 -2,8529 -3,3326 -3,4509 -3,1412 -2,4488 -1,5482 -0,6818 -0,0379 0,3318 0,4949 0,5655 0,6272 0,6761 0,6269 0,3885 -0,0724 -0,7485 -1,6316 -2,6768 -3,7305 -4,5452 -4,8886 -4,6502 -3,8846 -2,7762 -1,5397 -0,3311 0,7577 1,6507 2,2697 2,5626 2,5343 2,2614 1,8627 1,4265 0,9742 0,5142 0,1104 -0,1389 -0,1814 -0,0475 0,1739 0,3704 0,4622 0,4705 0,4966 0,6095 0,7924 0,9901 1,1577 1,2759 1,3396 1,3235 1,1825 0,9040 0,5540 0,2723 0,1981 0,3666 0,6643 0,8757 0,7842 0,2821 -0,5713 -1,5693 -2,4372 -2,9472 -3,0106 -2,6964 -2,1803 -1,6544 -1,2504 -1,0309 -1,0245 -1,2358 -1,6254 -2,1022 -2,5285 -2,7369 -2,5859 -2,0353 -1,1696 -0,1548 0,8147 1,5470 1,8728 1,6787 0,9575 -0,1753 -1,5335 -2,9310 -4,2260 -5,3387 -6,2368 -6,9098 -7,3614 -7,6087 -7,6700 -7,5598 -7,3150 -7,0215 -6,7726 -6,5958 -6,4488 -6,2867 -6,1169 -5,9903 -5,9401 -5,9226 -5,8285 -5,5734 -5,1787 -4,7640 -4,4656 -4,3537 -4,3862 -4,4070 -4,2089 -3,6527 -2,7623 -1,7046 -0,6876 0,1211 0,6329 0,8468 0,8249 0,6562 0,4430 0,3029 0,3513 0,6549 1,1868 1,8235 2,3965 2,7542 2,7987 2,4965 1,8809 1,0477 0,1416 -0,6807 -1,3022 -1,6805 -1,8329 -1,7861 -1,5543 -1,1786 -0,7651 -0,4587 -0,3745 -0,5547 -0,9714 -1,5436 -2,1595 -2,7211 -3,1847 -3,5427 -3,7671 -3,8003 -3,6131 -3,2597 -2,8742 -2,6253 -2,6656 -3,0834 -3,8651 -4,9069 -6,0856 -7,3203 -8,5657 -9,7551 -10,7591 -11,4201 -11,6325 -11,3896 -10,7854 -9,9841 -9,1572 -8,4326 -7,8843 -7,5451 -7,4381 -7,5991 -8,0578 -8,7999 -9,7550 -10,8050 -11,8073 -12,6438
Fz    2,3424 2,2076 2,1229 2,1055 2,1408 2,1773 2,1491 2,0187 1,8061 1,5727 1,3742 1,2252 1,0986 0,9542 0,7727 0,5655 0,3596 0,1761 0,0237 -0,0990 -0,2009 -0,2954 -0,3904 -0,4825 -0,5578 -0,5953 -0,5790 -0,5115 -0,4187 -0,3376 -0,3001 -0,3218 -0,3993 -0,5209 -0,6811 -0,8761 -1,0840 -1,2615 -1,3714 -1,4166 -1,4423 -1,4957 -1,5877 -1,6949 -1,7770 -1,7806 -1,6556 -1,3916 -1,0309 -0,6359 -0,2542 0,0822 0,3431 0,5087 0,5865 0,6006 0,5703 0,5066 0,4122 0,2813 0,1095 -0,0986 -0,3266 -0,5347 -0,6566 -0,6335 -0,4605 -0,1925 0,0893 0,3104 0,4203 0,3944 0,2362 -0,0248 -0,3467 -0,6919 -1,0329 -1,3547 -1,6526 -1,9210 -2,1482 -2,3276 -2,4691 -2,5934 -2,7088 -2,7983 -2,8382 -2,8208 -2,7536 -2,6423 -2,4860 -2,2892 -2,0736 -1,8732 -1,7169 -1,6171 -1,5747 -1,5896 -1,6582 -1,7778 -1,9654 -2,2586 -2,6879 -3,2476 -3,8821 -4,4933 -4,9713 -5,2381 -5,2779 -5,1409 -4,9158 -4,6829 -4,4744 -4,2759 -4,0597 -3,8176 -3,5658 -3,3304 -3,1339 -2,9856 -2,8805 -2,8091 -2,7686 -2,7660 -2,8198 -2,9528 -3,1674 -3,4290 -3,6824 -3,8795 -3,9861 -3,9802 -3,8599 -3,6433 -3,3469 -2,9707 -2,5123 -1,9825 -1,4015 -0,7908 -0,1721 0,4271 0,9703 1,4179 1,7462 1,9624 2,1092 2,2569 2,4737 2,7861 3,1676 3,5704 3,9696 4,3740 4,7985 5,2310 5,6324 5,9692 6,2477 6,5219 6,8685 7,3363 7,9055 8,4953 9,0084 9,3767 9,5839 9,6531 9,6135 9,4865 9,3036 9,1172 8,9816 8,9345 8,9919 9,1461 9,3672 9,6067 9,7989 9,8711 9,7747 9,5152 9,1505 8,7576 8,4002 8,1138 7,9099 7,7896 7,7562 7,8132 7,9520 8,1488 8,3703 8,5798 8,7436 8,8321 8,8232 8,7191 8,5569 8,3936 8,2722 8,1936 8,1260 8,0473 7,9702 7,9231 7,9183 7,9439 7,9806 8,0113 8,0169 7,9807 7,9119 7,8622 7,9135 8,1341 8,5298 9,0279 9,5122 9,8849 10,1033 10,1739 10,1364 10,0589 10,0244 10,0964 10,2897 10,5682 10,8580 11,0759 11,1629 11,1017 10,9144 10,6482 10,3557 10,0772 9,8389 9,6616 9,5661 9,5654 9,6407 9,7290 9,7554 9,6779 9,4971 9,2338 8,9159 8,5884 8,3111 8,1354 8,0854 8,1459 8,2568 8,3321 8,3014 8,1473 7,9130 7,6731 7,4953 7,4262 7,4902 7,6748 7,9250 8,1743 8,3893 8,5871 8,8073 9,0678 9,3582 9,6774 10,0569 10,5407 11,1556 11,8919 12,6909 13,4538 14,0826 14,5250 14,7838 14,8901 14,8779 14,7870 14,6715 14,5894 14,5899 14,7178 15,0145 15,4910 16,1007 16,7500 17,3395 17,7940 18,0684 18,1432 18,0236 17,7360 17,3220 16,8372 16,3521 15,9381 15,6409 15,4660 15,3894 15,3744 15,3881 15,4137 15,4397 15,4430 15,3955 15,2884 15,1455 15,0149 14,9383 14,9201 14,9258 14,8993 14,7809 14,5344 14,1734 13,7544 13,3496 13,0269 12,8370 12,7986 12,8916 13,0634 13,2466 13,3845 13,4515 13,4524 13,4016 13,3077 13,1715 12,9878 12,7486 12,4583 12,1475 11,8643 11,6497 11,5174 11,4466 11,3905 11,3105 11,2101 11,1252 11,0768 11,0521 11,0360 11,0431 11,1093 11,2607 11,4963 11,7973 12,1440 12,5213 12,9131 13,2853 13,5735 13,6992 13,6064 13,2865 12,7796 12,1594 11,5133 10,9246 10,4516 10,1118 9,8896 9,7588 9,6914 9,6501 9,5920 9,4854 9,3163 9,0858 8,8157 8,5547 8,3646 8,2846 8,2957 8,3127 8,2227 7,9598 7,5509 7,0891 6,6672 6,3296 6,0656 5,8371 5,6177 5,4084 5,2318 5,1168 5,0765 5,0918 5,1180 5,1106 5,0567 4,9920 4,9818 5,0770 5,2848 5,5745 5,8994 6,2057 6,4357 6,5481 6,5370 6,4288 6,2657 6,0930 5,9507 5,8696 5,8769 5,9987 6,2423 6,5680 6,8926 7,1337 7,2541 7,2697 7,2283 7,1710 7,0961 6,9580 6,7094 6,3432 5,8950 5,4151 4,9534 4,5600 4,2801 4,1447 4,1662 4,3311 4,5972 4,9134 5,2480 5,5877 5,9107 6,1768 6,3477 6,4117 6,3878 6,3115 6,2095 6,0836 5,9205 5,7187 5,5016 5,3035 5,1482 5,0362 4,9480 4,8680 4,8101 4,8047 4,8614 4,9616 5,0795 5,1908 5,2706 5,2987 5,2623 5,1539 4,9738 4,7439 4,5180 4,3629 4,3132 4,3422 4,3716 4,3121 4,1092 3,7687 3,3544 2,9638 2,6877 2,5706 2,5909 2,6767 2,7466 2,7459 2,6541 2,4722 2,2127 1,8991 1,5717 1,2935 1,1409 1,1783 1,4267 1,8432 2,3304 2,7693 3,0549 3,1119 2,8981 2,4136 1,7112 0,8835 0,0339 -0,7478 -1,4022 -1,9062 -2,2637 -2,4943 -2,6252 -2,6790 -2,6646 -2,5919 -2,4921 -2,4065 -2,3593 -2,3488 -2,3586 -2,3774 -2,4113 -2,4663 -2,5216 -2,5369 -2,4880 -2,3849 -2,2593 -2,1423 -2,0513 -1,9789 -1,8823 -1,6939 -1,3695 -0,9305 -0,4501 -0,0047 0,3610 0,6426 0,8634 1,0509 1,2204 1,3788 1,5422 1,7415 2,0027 2,3222 2,6641 2,9757 3,2034 3,3038 3,2555 3,0741 2,8161 2,5573 2,3589 2,2475 2,2179 2,2495 2,3199 2,4074 2,4854 2,5194 2,4782 2,3531 2,1567 1,9063 1,6174 1,2999 0,9457 0,5243 0,0052 -0,6025 -1,2374 -1,8248 -2,3281 -2,7608 -3,1608 -3,5650 -3,9980 -4,4706 -4,9836 -5,5367 -6,1265 -6,7336 -7,3150 -7,8135 -8,1798 -8,3906 -8,4497 -8,3834 -8,2399 -8,0787 -7,9461 -7,8570 -7,7985 -7,7580 -7,7469 -7,7935 -7,9176 -8,1157 -8,3539 -8,5787 -8,7438
F3    0,5136 0,1529 -0,1035 -0,2152 -0,1852 -0,0470 0,1616 0,4133 0,6980 1,0146 1,3396 1,6027 1,7128 1,6207 1,3531 0,9870 0,6049 0,2709 0,0221 -0,1341 -0,2172 -0,2613 -0,2935 -0,3289 -0,3829 -0,4676 -0,5730 -0,6731 -0,7514 -0,8065 -0,8319 -0,8022 -0,6850 -0,4761 -0,2219 0,0100 0,1785 0,2796 0,3215 0,3037 0,2144 0,0459 -0,1948 -0,4809 -0,7552 -0,9375 -0,9699 -0,8622 -0,6796 -0,4834 -0,2856 -0,0619 0,2068 0,5161 0,8472 1,1717 1,4446 1,6099 1,6270 1,4955 1,2521 0,9337 0,5596 0,1643 -0,1738 -0,3663 -0,3823 -0,2716 -0,1231 -0,0052 0,0537 0,0378 -0,0735 -0,2829 -0,5545 -0,8281 -1,0427 -1,1533 -1,1440 -1,0301 -0,8424 -0,6174 -0,4053 -0,2627 -0,2192 -0,2660 -0,3846 -0,5694 -0,8075 -1,0492 -1,2202 -1,2712 -1,2099 -1,0806 -0,9203 -0,7412 -0,5530 -0,3883 -0,3021 -0,3559 -0,5973 -1,0430 -1,6650 -2,3925 -3,1299 -3,7833 -4,2843 -4,5968 -4,7130 -4,6619 -4,5124 -4,3374 -4,1626 -3,9567 -3,6742 -3,3039 -2,8781 -2,4482 -2,0639 -1,7643 -1,5689 -1,4770 -1,4799 -1,5726 -1,7617 -2,0557 -2,4401 -2,8669 -3,2756 -3,6193 -3,8675 -3,9940 -3,9732 -3,7907 -3,4504 -2,9731 -2,3947 -1,7609 -1,1154 -0,4919 0,0847 0,5975 1,0339 1,3767 1,6062 1,7239 1,7741 1,8337 1,9727 2,2168 2,5487 2,9500 3,4364 4,0441 4,7788 5,5830 6,3652 7,0640 7,6759 8,2312 8,7603 9,2725 9,7500 10,1493 10,4096 10,4803 10,3561 10,0762 9,6862 9,2191 8,7200 8,2697 7,9666 7,8862 8,0468 8,3917 8,8063 9,1643 9,3713 9,3873 9,2247 8,9246 8,5324 8,0938 7,6604 7,2863 7,0160 6,8733 6,8601 6,9593 7,1430 7,3867 7,6752 7,9916 8,2977 8,5301 8,6340 8,6066 8,4997 8,3815 8,2956 8,2344 8,1526 8,0283 7,8966 7,8070 7,7710 7,7662 7,7715 7,7794 7,7844 7,7815 7,7835 7,8304 7,9730 8,2311 8,5593 8,8540 9,0106 8,9820 8,7888 8,4905 8,1675 7,9164 7,8284 7,9588 8,3120 8,8419 9,4606 10,0580 10,5320 10,8118 10,8671 10,7027 10,3501 9,8744 9,3768 8,9568 8,6624 8,4844 8,3782 8,2787 8,1173 7,8500 7,4748 7,0248 6,5584 6,1537 5,8894 5,8143 5,9373 6,2343 6,6457 7,0806 7,4503 7,7097 7,8662 7,9538 8,0009 8,0261 8,0508 8,0882 8,1223 8,1191 8,0594 7,9569 7,8441 7,7393 7,6397 7,5574 7,5444 7,6728 7,9995 8,5410 9,2613 10,0794 10,8992 11,6447 12,2763 12,7787 13,1462 13,3860 13,5261 13,6098 13,6870 13,8052 13,9950 14,2512 14,5282 14,7618 14,8997 14,9129 14,7930 14,5488 14,2065 13,8117 13,4248 13,1151 12,9488 12,9600 13,1186 13,3351 13,5025 13,5484 13,4712 13,3310 13,1912 13,0707 12,9506 12,8105 12,6509 12,4919 12,3539 12,2433 12,1572 12,0887 12,0298 11,9805 11,9570 11,9753 12,0327 12,1128 12,1942 12,2497 12,2550 12,2040 12,1095 11,9933 11,8769 11,7689 11,6523 11,4884 11,2403 10,8984 10,4906 10,0744 9,7117 9,4400 9,2683 9,1877 9,1722 9,1790 9,1726 9,1486 9,1218 9,0936 9,0488 8,9849 8,9228 8,8888 8,9095 9,0264 9,2901 9,7187 10,2631 10,8302 11,3317 11,6974 11,8652 11,7895 11,4663 10,9374 10,2753 9,5741 8,9348 8,4243 8,0446 7,7550 7,5219 7,3372 7,1968 7,0841 6,9787 6,8646 6,7371 6,6180 6,5662 6,6553 6,9221 7,3192 7,7094 7,9180 7,8175 7,3875 6,7140 5,9454 5,2374 4,6973 4,3540 4,1795 4,1300 4,1678 4,2606 4,3686 4,4397 4,4316 4,3339 4,1680 3,9818 3,8500 3,8531 4,0329 4,3728 4,8161 5,2749 5,6233 5,7304 5,5296 5,0556 4,4246 3,7879 3,2878 3,0234 3,0308 3,2879 3,7325 4,2718 4,7998 5,2337 5,5436 5,7502 5,8953 6,0057 6,0701 6,0435 5,8775 5,5511 5,0758 4,4802 3,8055 3,1215 2,5278 2,1291 1,9993 2,1456 2,4906 2,9104 3,3070 3,6386 3,8884 4,0336 4,0550 3,9627 3,8069 3,6603 3,5758 3,5560 3,5667 3,5816 3,6040 3,6455 3,6944 3,7161 3,6741 3,5513 3,3630 3,1483 2,9440 2,7795 2,6917 2,7199 2,8757 3,1244 3,3878 3,5658 3,5729 3,3831 3,0511 2,6839 2,3753 2,1522 1,9610 1,7024 1,2992 0,7539 0,1543 -0,3667 -0,6906 -0,7691 -0,6386 -0,3883 -0,1130 0,1079 0,2103 0,1505 -0,0728 -0,4030 -0,7392 -0,9718 -1,0109 -0,8037 -0,3529 0,2686 0,9236 1,4440 1,6812 1,5471 1,0309 0,1959 -0,8413 -1,9438 -2,9795 -3,8412 -4,4677 -4,8444 -4,9838 -4,9238 -4,7370 -4,5142 -4,3270 -4,2082 -4,1617 -4,1791 -4,2462 -4,3484 -4,4769 -4,6324 -4,8231 -5,0418 -5,2372 -5,3302 -5,2732 -5,0878 -4,8446 -4,6163 -4,4386 -4,2885 -4,0791 -3,6936 -3,0573 -2,1924 -1,2091 -0,2584 0,5038 0,9548 1,0517 0,8374 0,4026 -0,1438 -0,6756 -1,0567 -1,1856 -1,0494 -0,7242 -0,3134 0,0994 0,4484 0,6781 0,7620 0,7234 0,6322 0,5743 0,6106 0,7522 0,9691 1,2181 1,4571 1,6344 1,6762 1,5083 1,1025 0,4972 -0,2187 -0,9324 -1,5351 -1,9565 -2,1928 -2,2932 -2,3052 -2,2440 -2,1193 -1,9773 -1,9033 -1,9893 -2,3016 -2,8632 -3,6436 -4,5618 -5,5194 -6,4397 -7,2823 -8,0295 -8,6603 -9,1469 -9,4719 -9,6382 -9,6687 -9,6095 -9,5225 -9,4590 -9,4269 -9,3864 -9,2825 -9,0871 -8,8191 -8,5409 -8,3363 -8,2686 -8,3465 -8,5328
F7    0,7420 0,8448 0,9271 0,9657 0,9440 0,8513 0,6885 0,4811 0,2800 0,1408 0,0989 0,1539 0,2691 0,3918 0,4850 0,5448 0,5880 0,6258 0,6496 0,6385 0,5735 0,4477 0,2738 0,0849 -0,0800 -0,1981 -0,2684 -0,2981 -0,2878 -0,2374 -0,1600 -0,0828 -0,0298 -0,0121 -0,0350 -0,1040 -0,2184 -0,3639 -0,5164 -0,6541 -0,7655 -0,8466 -0,8970 -0,9244 -0,9438 -0,9640 -0,9788 -0,9769 -0,9516 -0,8955 -0,7985 -0,6628 -0,5117 -0,3729 -0,2561 -0,1509 -0,0382 0,0947 0,2353 0,3455 0,3895 0,3586 0,2755 0,1872 0,1484 0,1902 0,2945 0,4061 0,4737 0,4769 0,4276 0,3537 0,2795 0,2116 0,1424 0,0691 0,0031 -0,0426 -0,0662 -0,0759 -0,0860 -0,1132 -0,1700 -0,2571 -0,3596 -0,4515 -0,5105 -0,5321 -0,5291 -0,5131 -0,4804 -0,4213 -0,3429 -0,2767 -0,2595 -0,3075 -0,4133 -0,5567 -0,7124 -0,8548 -0,9687 -1,0597 -1,1536 -1,2792 -1,4453 -1,6302 -1,7919 -1,8918 -1,9178 -1,8914 -1,8528 -1,8353 -1,8491 -1,8840 -1,9240 -1,9594 -1,9902 -2,0195 -2,0448 -2,0550 -2,0384 -1,9970 -1,9496 -1,9208 -1,9317 -1,9962 -2,1115 -2,2441 -2,3376 -2,3406 -2,2297 -2,0137 -1,7232 -1,3903 -1,0335 -0,6558 -0,2562 0,1644 0,6015 1,0466 1,4856 1,8986 2,2632 2,5656 2,8078 3,0042 3,1746 3,3403 3,5165 3,7035 3,8887 4,0618 4,2294 4,4118 4,6231 4,8550 5,0805 5,2755 5,4357 5,5748 5,7113 5,8549 6,0005 6,1314 6,2306 6,2908 6,3182 6,3250 6,3127 6,2699 6,1894 6,0807 5,9650 5,8664 5,8072 5,8009 5,8447 5,9180 5,9878 6,0196 5,9967 5,9373 5,8841 5,8760 5,9294 6,0369 6,1752 6,3180 6,4464 6,5484 6,6163 6,6499 6,6594 6,6587 6,6563 6,6503 6,6301 6,5861 6,5201 6,4472 6,3862 6,3429 6,3029 6,2467 6,1697 6,0838 6,0042 5,9420 5,9028 5,8814 5,8556 5,7928 5,6724 5,5050 5,3330 5,2136 5,1920 5,2782 5,4414 5,6313 5,8055 5,9392 6,0213 6,0507 6,0357 5,9932 5,9447 5,9068 5,8776 5,8384 5,7683 5,6557 5,5010 5,3174 5,1249 4,9379 4,7604 4,5954 4,4554 4,3600 4,3117 4,2759 4,1982 4,0503 3,8541 3,6613 3,5127 3,4193 3,3727 3,3621 3,3771 3,3973 3,3861 3,3056 3,1424 2,9200 2,6873 2,4928 2,3685 2,3294 2,3789 2,5043 2,6673 2,8102 2,8853 2,8882 2,8608 2,8631 2,9456 3,1384 3,4452 3,8412 4,2830 4,7186 5,0897 5,3375 5,4269 5,3700 5,2252 5,0642 4,9372 4,8646 4,8449 4,8645 4,9135 5,0016 5,1535 5,3836 5,6766 5,9952 6,3022 6,5733 6,7927 6,9490 7,0361 7,0515 6,9980 6,8938 6,7740 6,6745 6,6168 6,6071 6,6392 6,6957 6,7567 6,8100 6,8491 6,8665 6,8583 6,8360 6,8290 6,8697 6,9694 7,1024 7,2136 7,2452 7,1631 6,9701 6,7024 6,4121 6,1488 5,9503 5,8393 5,8207 5,8808 5,9887 6,1063 6,2035 6,2667 6,2954 6,2913 6,2563 6,1968 6,1223 6,0396 5,9533 5,8690 5,7889 5,7092 5,6312 5,5651 5,5154 5,4744 5,4350 5,4005 5,3754 5,3572 5,3455 5,3485 5,3751 5,4247 5,4865 5,5495 5,6153 5,6995 5,8219 5,9891 6,1822 6,3592 6,4664 6,4530 6,2928 6,0026 5,6392 5,2759 4,9753 4,7751 4,6918 4,7225 4,8414 5,0014 5,1506 5,2520 5,2906 5,2667 5,1942 5,1003 5,0176 4,9703 4,9645 4,9819 4,9831 4,9303 4,8144 4,6535 4,4702 4,2752 4,0712 3,8681 3,6916 3,5712 3,5201 3,5273 3,5687 3,6231 3,6774 3,7210 3,7469 3,7600 3,7756 3,8048 3,8401 3,8612 3,8559 3,8317 3,8058 3,7914 3,7939 3,8107 3,8302 3,8386 3,8323 3,8227 3,8306 3,8800 3,9901 4,1614 4,3630 4,5411 4,6465 4,6590 4,5913 4,4771 4,3498 4,2267 4,1094 3,9932 3,8725 3,7401 3,5921 3,4341 3,2754 3,1201 2,9713 2,8417 2,7520 2,7228 2,7627 2,8621 2,9970 3,1401 3,2688 3,3659 3,4211 3,4386 3,4347 3,4204 3,3905 3,3318 3,2387 3,1247 3,0212 2,9590 2,9460 2,9663 2,9981 3,0247 3,0343 3,0155 2,9567 2,8484 2,6915 2,4989 2,2897 2,0872 1,9161 1,7973 1,7433 1,7555 1,8171 1,8895 1,9237 1,8827 1,7548 1,5500 1,2892 0,9994 0,7108 0,4532 0,2509 0,1197 0,0625 0,0672 0,1077 0,1461 0,1425 0,0656 -0,0985 -0,3396 -0,6207 -0,8881 -1,0918 -1,2050 -1,2331 -1,2069 -1,1687 -1,1640 -1,2377 -1,4226 -1,7194 -2,0922 -2,4903 -2,8734 -3,2215 -3,5308 -3,8023 -4,0337 -4,2163 -4,3355 -4,3730 -4,3160 -4,1685 -3,9555 -3,7178 -3,4962 -3,3147 -3,1754 -3,0675 -2,9759 -2,8788 -2,7485 -2,5646 -2,3318 -2,0825 -1,8658 -1,7275 -1,6895 -1,7364 -1,8209 -1,8940 -1,9350 -1,9523 -1,9612 -1,9659 -1,9557 -1,9114 -1,8166 -1,6697 -1,4884 -1,3025 -1,1382 -1,0074 -0,9083 -0,8271 -0,7412 -0,6300 -0,4952 -0,3719 -0,3101 -0,3451 -0,4821 -0,6990 -0,9528 -1,1897 -1,3588 -1,4301 -1,4057 -1,3131 -1,1886 -1,0599 -0,9424 -0,8480 -0,7941 -0,7974 -0,8675 -1,0107 -1,2370 -1,5560 -1,9582 -2,4060 -2,8526 -3,2672 -3,6410 -3,9739 -4,2672 -4,5261 -4,7602 -4,9794 -5,1935 -5,4129 -5,6454 -5,8918 -6,1462 -6,3981 -6,6321 -6,8293 -6,9769 -7,0811 -7,1666 -7,2547 -7,3438 -7,4140 -7,4538 -7,4750 -7,4938 -7,5063 -7,4930 -7,4412 -7,3578 -7,2655
