Fp1   0,2710 -0,0026 -0,0614 0,0653 0,2980 0,5527 0,7706 0,9227 0,9875 0,9325 0,7334 0,4188 0,0915 -0,1116 -0,1134 0,0364 0,1966 0,2495 0,1814 0,0597 -0,0416 -0,0821 -0,0536 0,0299 0,1453 0,2656 0,3492 0,3453 0,2142 -0,0591 -0,4605 -0,9439 -1,4357 -1,8503 -2,1099 -2,1729 -2,0640 -1,8653 -1,6584 -1,4691 -1,2577 -0,9597 -0,5345 0,0242 0,6927 1,3955 1,9967 2,3589 2,4339 2,2883 2,0467 1,8192 1,6644 1,6004 1,6287 1,7314 1,8636 1,9717 2,0165 1,9822 1,8733 1,7072 1,5084 1,3075 1,1355 1,0141 0,9536 0,9468 0,9537 0,9039 0,7351 0,4369 0,0684 -0,2560 -0,4092 -0,3088 0,0451 0,5710 1,1344 1,5949 1,8667 1,9703 2,0250 2,1599 2,4175 2,7496 3,0914 3,4130 3,7067 3,9475 4,0803 4,0513 3,8602 3,5797 3,3173 3,1518 3,1000 3,1309 3,1939 3,2279 3,1541 2,8837 2,3622 1,6245 0,7984 0,0385 -0,5399 -0,8862 -1,0200 -1,0180 -0,9759 -0,9725 -1,0558 -1,2469 -1,5602 -2,0243 -2,6826 -3,5736 -4,7034 -6,0175 -7,3849 -8,6168 -9,5298 -10,0234 -10,1104 -9,8849 -9,4730 -9,0029 -8,5854 -8,2911 -8,1341 -8,0625 -7,9700 -7,7474 -7,3579 -6,8704 -6,4104 -6,0782 -5,9139 -5,8994 -5,9634 -5,9946 -5,8697 -5,4898 -4,8207 -3,9228 -2,9379 -2,0395 -1,3786 -1,0388 -0,9922 -1,1019 -1,2112 -1,2396 -1,1851 -1,0641 -0,8896 -0,6872 -0,4844 -0,2837 -0,0758 0,1298 0,3100 0,4523 0,5636 0,6596 0,7481 0,8131 0,8064 0,6544 0,3005 -0,2440 -0,8865 -1,4815 -1,8853 -2,0175 -1,8899 -1,5835 -1,1944 -0,7895 -0,4019 -0,0587 0,1961 0,3125 0,2908 0,2221 0,2332 0,3828 0,6279 0,8726 1,0242 1,0243 0,8583 0,5412 0,0836 -0,5289 -1,3132 -2,2371 -3,1901 -4,0003 -4,4886 -4,5522 -4,2337 -3,7186 -3,2475 -2,9972 -3,0222 -3,2885 -3,7233 -4,2321 -4,7155 -5,0976 -5,3300 -5,3790 -5,2369 -4,9511 -4,6251 -4,3737 -4,2658 -4,3048 -4,4534 -4,6651 -4,8990 -5,1292 -5,3531 -5,5851 -5,8315 -6,0708 -6,2595 -6,3620 -6,3741 -6,3087 -6,1639 -5,9255 -5,6049 -5,2625 -4,9845 -4,8317 -4,8134 -4,9199 -5,1607 -5,5510 -6,0742 -6,6674 -7,2295 -7,6467 -7,8445 -7,8374 -7,7265 -7,6312 -7,6146 -7,6694 -7,7469 -7,7764 -7,6746 -7,3765 -6,8800 -6,2651 -5,6699 -5,2401 -5,0746 -5,1970 -5,5716 -6,1394 -6,8355 -7,5858 -8,3096 -8,9392 -9,4377 -9,7805 -9,9250 -9,8224 -9,4699 -8,9314 -8,3017 -7,6599 -7,0516 -6,5049 -6,0584 -5,7627 -5,6438 -5,6672 -5,7390 -5,7687 -5,7412 -5,7167 -5,7597 -5,8910 -6,1097 -6,4223 -6,8167 -7,2298 -7,5591 -7,7034 -7,6050 -7,2793 -6,8065 -6,2968 -5,8459 -5,4942 -5,2283 -5,0236 -4,8652 -4,7399 -4,6332 -4,5158 -4,3328 -4,0306 -3,6036 -3,1055 -2,6207 -2,2260 -1,9718 -1,8729 -1,8957 -1,9703 -2,0312 -2,0366 -1,9592 -1,7775 -1,4773 -1,0520 -0,5065 0,1288 0,7765 1,3058 1,5760 1,5144 1,1607 0,6311 0,0424 -0,5340 -1,0578 -1,4755 -1,7045 -1,6657 -1,3325 -0,7591 -0,0744 0,5612 1,0275 1,3054 1,4689 1,6138 1,7921 1,9991 2,1974 2,3426 2,3921 2,3080 2,0678 1,6919 1,2530 0,8424 0,5284 0,3448 0,2906 0,3269 0,3959 0,4616 0,5261 0,6037 0,6922 0,7763 0,8436 0,8885 0,9092 0,9076 0,8757 0,7827 0,5951 0,3185 0,0190 -0,2015 -0,2658 -0,1829 -0,0718 -0,1064 -0,4016 -0,9375 -1,5902 -2,2214 -2,7380 -3,0874 -3,2351 -3,1768 -2,9663 -2,6972 -2,4346 -2,1663 -1,8213 -1,3335 -0,7011 0,0034 0,6727 1,2094 1,5472 1,6578 1,5482 1,2604 0,8731 0,4876 0,2012 0,0797 0,1374 0,3354 0,5979 0,8352 0,9713 0,9596 0,7773 0,4265 -0,0484 -0,5651 -1,0340 -1,3828 -1,5599 -1,5361 -1,3160 -0,9393 -0,4651 0,0458 0,5384 0,9515 1,2139 1,2771 1,1507 0,8850 0,5177 0,0440 -0,5596 -1,2848 -2,0656 -2,7945 -3,3634 -3,7043 -3,8036 -3,6926 -3,4392 -3,1226 -2,7878 -2,4226 -1,9920 -1,4996 -1,0155 -0,6434 -0,4610 -0,4974 -0,7427 -1,1563 -1,6753 -2,2199 -2,6905 -2,9818 -3,0182 -2,7811 -2,3213 -1,7531 -1,2191 -0,8384 -0,6752 -0,7360 -0,9796 -1,3376 -1,7468 -2,1665 -2,5731 -2,9589 -3,3332 -3,7031 -4,0535 -4,3690 -4,6570 -4,9168 -5,1007 -5,1399 -5,0024 -4,7065 -4,2957 -3,8259 -3,3751 -3,0434 -2,9124 -2,9886 -3,1998 -3,4536 -3,6833 -3,8527 -3,9641 -4,0727 -4,2617 -4,5760 -4,9773 -5,3583 -5,6015 -5,6514 -5,5552 -5,4321 -5,3932 -5,4956 -5,7516 -6,1386 -6,5851 -6,9802 -7,2310 -7,3163 -7,2812 -7,1952 -7,1143 -7,0522 -6,9681 -6,7822 -6,4102 -5,8021 -4,9811 -4,0563 -3,1821 -2,4865 -2,0233 -1,7571 -1,5798 -1,3692 -1,0570 -0,6466 -0,1991 0,1765 0,3521 0,2345 -0,1973 -0,8906 -1,7347 -2,5862 -3,3054 -3,7877 -3,9796 -3,8968 -3,6398 -3,3647 -3,2066 -3,2161 -3,3604 -3,5675 -3,7494 -3,7978 -3,6065 -3,1265 -2,4018 -1,5604 -0,7687 -0,1662 0,1829 0,2914 0,2188 0,0488 -0,1283 -0,2362 -0,2206 -0,0402 0,3375 0,9274 1,7095 2,6113 3,5099 4,2618 4,7515 4,9414 4,8905 4,7160 4,5188 4,3377 4,1563 3,9353 3,6370 3,2279 2,6777 1,9622 1,0694 0,0265 -1,0681 -2,0660 -2,8308 -3,2838 -3,4167 -3,2805 -2,9721 -2,6230 -2,3571 -2,2260 -2,2031 -2,2474 -2,3428 -2,4822 -2,6466 -2,8047 -2,9209 -2,9681 -2,9494 -2,9022 -2,8688 -2,8582
Fz    0,2830 -0,0114 -0,1349 -0,0917 0,0654 0,2626 0,4354 0,5431 0,5572 0,4488 0,2019 -0,1534 -0,5290 -0,8142 -0,9439 -0,9403 -0,8877 -0,8606 -0,8702 -0,8741 -0,8240 -0,6981 -0,5039 -0,2707 -0,0365 0,1628 0,2973 0,3487 0,3137 0,1970 0,0070 -0,2339 -0,4839 -0,6905 -0,8048 -0,7992 -0,6910 -0,5402 -0,4074 -0,3112 -0,2177 -0,0705 0,1687 0,5083 0,9311 1,3830 1,7669 1,9832 1,9926 1,8371 1,6047 1,3809 1,2229 1,1632 1,2176 1,3747 1,5885 1,7969 1,9469 2,0050 1,9620 1,8344 1,6579 1,4737 1,3152 1,2008 1,1343 1,1038 1,0787 1,0176 0,8925 0,7085 0,5070 0,3536 0,3150 0,4289 0,6872 1,0378 1,3986 1,6837 1,8438 1,9041 1,9565 2,0921 2,3293 2,6130 2,8736 3,0775 3,2303 3,3447 3,4119 3,4056 3,3161 3,1715 3,0242 2,9153 2,8532 2,8189 2,7813 2,7035 2,5433 2,2602 1,8398 1,3240 0,8054 0,3777 0,0960 -0,0275 -0,0173 0,0752 0,1902 0,2777 0,3080 0,2721 0,1649 -0,0368 -0,3748 -0,8883 -1,5867 -2,4295 -3,3192 -4,1184 -4,6966 -4,9854 -5,0001 -4,8123 -4,5113 -4,1847 -3,9062 -3,7188 -3,6244 -3,5772 -3,4906 -3,2809 -2,9291 -2,5042 -2,1183 -1,8566 -1,7490 -1,7747 -1,8712 -1,9487 -1,9150 -1,7001 -1,2796 -0,6933 -0,0390 0,5599 0,9940 1,2042 1,2123 1,1162 1,0258 0,9934 1,0138 1,0703 1,1551 1,2577 1,3668 1,4861 1,6284 1,7940 1,9683 2,1332 2,2771 2,3979 2,4955 2,5632 2,5774 2,4943 2,2745 1,9263 1,5188 1,1546 0,9239 0,8643 0,9503 1,1163 1,2995 1,4709 1,6310 1,7822 1,9083 1,9805 1,9927 1,9888 2,0314 2,1380 2,2649 2,3468 2,3356 2,2191 2,0164 1,7556 1,4445 1,0597 0,5682 -0,0296 -0,6714 -1,2427 -1,6181 -1,7234 -1,5804 -1,3030 -1,0437 -0,9189 -0,9682 -1,1719 -1,4813 -1,8282 -2,1402 -2,3644 -2,4688 -2,4308 -2,2470 -1,9613 -1,6682 -1,4727 -1,4355 -1,5504 -1,7618 -1,9976 -2,1939 -2,3137 -2,3618 -2,3794 -2,4143 -2,4878 -2,5877 -2,6884 -2,7718 -2,8218 -2,8091 -2,7008 -2,4920 -2,2257 -1,9750 -1,8033 -1,7393 -1,7898 -1,9623 -2,2612 -2,6673 -3,1319 -3,5816 -3,9341 -4,1316 -4,1810 -4,1536 -4,1320 -4,1531 -4,2025 -4,2439 -4,2354 -4,1334 -3,9094 -3,5763 -3,1959 -2,8610 -2,6612 -2,6471 -2,8132 -3,1162 -3,5059 -3,9366 -4,3677 -4,7677 -5,1233 -5,4390 -5,7136 -5,9124 -5,9779 -5,8749 -5,6152 -5,2424 -4,8062 -4,3508 -3,9201 -3,5660 -3,3386 -3,2550 -3,2758 -3,3185 -3,3097 -3,2378 -3,1503 -3,1022 -3,1205 -3,2188 -3,4114 -3,6905 -4,0026 -4,2588 -4,3705 -4,2889 -4,0322 -3,6761 -3,3182 -3,0379 -2,8635 -2,7751 -2,7399 -2,7337 -2,7409 -2,7499 -2,7381 -2,6672 -2,5079 -2,2668 -1,9814 -1,7004 -1,4691 -1,3223 -1,2754 -1,3104 -1,3820 -1,4471 -1,4789 -1,4546 -1,3509 -1,1527 -0,8570 -0,4717 -0,0210 0,4407 0,8237 1,0267 0,9866 0,7174 0,3000 -0,1620 -0,5823 -0,9013 -1,0719 -1,0508 -0,8143 -0,3814 0,1780 0,7589 1,2545 1,6029 1,8168 1,9637 2,1091 2,2774 2,4544 2,6095 2,7115 2,7339 2,6554 2,4653 2,1790 1,8473 1,5367 1,3016 1,1726 1,1486 1,1917 1,2486 1,2894 1,3211 1,3622 1,4152 1,4647 1,4941 1,4942 1,4660 1,4210 1,3699 1,3086 1,2244 1,1176 1,0191 0,9813 1,0419 1,1888 1,3455 1,3997 1,2712 0,9616 0,5443 0,1144 -0,2525 -0,5064 -0,6119 -0,5572 -0,3781 -0,1479 0,0737 0,2829 0,5236 0,8431 1,2497 1,7040 2,1407 2,4939 2,7124 2,7693 2,6634 2,4206 2,0929 1,7476 1,4496 1,2464 1,1561 1,1644 1,2310 1,3001 1,3197 1,2605 1,1163 0,9004 0,6528 0,4319 0,2903 0,2598 0,3533 0,5665 0,8744 1,2342 1,5990 1,9330 2,2155 2,4266 2,5370 2,5297 2,4200 2,2395 2,0027 1,6949 1,2918 0,7931 0,2434 -0,2786 -0,6935 -0,9555 -1,0600 -1,0326 -0,9220 -0,7814 -0,6329 -0,4506 -0,1878 0,1724 0,5895 0,9841 1,2808 1,4313 1,4152 1,2402 0,9369 0,5536 0,1599 -0,1618 -0,3430 -0,3545 -0,2175 0,0027 0,2240 0,3793 0,4332 0,3826 0,2529 0,0902 -0,0591 -0,1689 -0,2409 -0,3019 -0,3892 -0,5232 -0,6954 -0,8882 -1,0938 -1,2975 -1,4560 -1,5146 -1,4429 -1,2475 -0,9583 -0,6191 -0,2882 -0,0351 0,0861 0,0733 -0,0217 -0,1304 -0,2012 -0,2131 -0,1814 -0,1589 -0,2134 -0,3807 -0,6316 -0,8836 -1,0454 -1,0675 -0,9730 -0,8405 -0,7488 -0,7404 -0,8273 -1,0015 -1,2269 -1,4405 -1,5874 -1,6569 -1,6796 -1,7027 -1,7635 -1,8661 -1,9703 -2,0060 -1,9030 -1,6183 -1,1627 -0,6117 -0,0791 0,3354 0,5868 0,6991 0,7549 0,8508 1,0435 1,3330 1,6729 1,9810 2,1627 2,1493 1,9267 1,5392 1,0736 0,6319 0,3005 0,1326 0,1464 0,3202 0,5786 0,8074 0,9079 0,8464 0,6533 0,3884 0,1215 -0,0670 -0,0971 0,0750 0,4304 0,8915 1,3555 1,7342 1,9791 2,0818 2,0616 1,9601 1,8307 1,7221 1,6698 1,7006 1,8369 2,0941 2,4659 2,9123 3,3642 3,7457 4,0011 4,1200 4,1435 4,1383 4,1520 4,1904 4,2249 4,2145 4,1222 3,9198 3,5895 3,1238 2,5224 1,8068 1,0465 0,3483 -0,1898 -0,5148 -0,6246 -0,5564 -0,3734 -0,1595 0,0039 0,0767 0,0642 -0,0204 -0,1755 -0,3930 -0,6401 -0,8707 -1,0488 -1,1614 -1,2191 -1,2508 -1,2847 -1,3280
F3    0,6351 0,3978 0,2977 0,3234 0,4313 0,5696 0,6941 0,7715 0,7694 0,6523 0,4025 0,0492 -0,3235 -0,6096 -0,7430 -0,7385 -0,6699 -0,6052 -0,5577 -0,4959 -0,3901 -0,2403 -0,0694 0,0903 0,2112 0,2802 0,2932 0,2509 0,1573 0,0113 -0,1940 -0,4527 -0,7344 -0,9900 -1,1639 -1,2156 -1,1497 -1,0173 -0,8744 -0,7412 -0,5956 -0,3989 -0,1293 0,2141 0,6170 1,0362 1,3855 1,5733 1,5675 1,4181 1,2177 1,0474 0,9527 0,9527 1,0554 1,2534 1,5133 1,7806 1,9952 2,1068 2,0920 1,9607 1,7471 1,4956 1,2502 1,0472 0,9072 0,8288 0,7863 0,7405 0,6601 0,5409 0,4102 0,3195 0,3233 0,4512 0,6925 0,9985 1,2961 1,5103 1,6022 1,6021 1,5955 1,6595 1,8104 2,0118 2,2207 2,4205 2,6184 2,8180 2,9929 3,0924 3,0762 2,9453 2,7381 2,5036 2,2755 2,0664 1,8733 1,6794 1,4562 1,1718 0,8097 0,3958 -0,0024 -0,3160 -0,5088 -0,5800 -0,5580 -0,4874 -0,4049 -0,3323 -0,2861 -0,2848 -0,3550 -0,5385 -0,8844 -1,4247 -2,1520 -3,0110 -3,8990 -4,6822 -5,2375 -5,5037 -5,5026 -5,3133 -5,0303 -4,7357 -4,4803 -4,2777 -4,1150 -3,9572 -3,7472 -3,4340 -3,0201 -2,5774 -2,2056 -1,9716 -1,8910 -1,9381 -2,0550 -2,1587 -2,1623 -2,0007 -1,6532 -1,1576 -0,6015 -0,0898 0,2867 0,4752 0,4895 0,4159 0,3585 0,3718 0,4544 0,5897 0,7668 0,9680 1,1665 1,3415 1,4821 1,5799 1,6303 1,6400 1,6272 1,6157 1,6206 1,6406 1,6522 1,6069 1,4548 1,1887 0,8631 0,5709 0,3926 0,3550 0,4229 0,5275 0,6134 0,6729 0,7351 0,8247 0,9326 1,0207 1,0623 1,0786 1,1176 1,1938 1,2704 1,2956 1,2396 1,1016 0,8947 0,6293 0,3022 -0,1054 -0,6092 -1,1891 -1,7721 -2,2447 -2,4925 -2,4572 -2,1790 -1,7869 -1,4382 -1,2418 -1,2235 -1,3545 -1,5885 -1,8696 -2,1409 -2,3597 -2,4959 -2,5216 -2,4240 -2,2310 -2,0146 -1,8593 -1,8131 -1,8646 -1,9610 -2,0445 -2,0791 -2,0615 -2,0232 -2,0183 -2,0930 -2,2556 -2,4737 -2,7011 -2,9021 -3,0508 -3,1205 -3,0915 -2,9708 -2,7992 -2,6339 -2,5189 -2,4725 -2,5030 -2,6295 -2,8729 -3,2350 -3,6894 -4,1757 -4,6027 -4,8852 -4,9982 -4,9923 -4,9480 -4,9175 -4,9098 -4,9068 -4,8725 -4,7587 -4,5246 -4,1658 -3,7282 -3,2984 -2,9758 -2,8332 -2,8926 -3,1359 -3,5270 -4,0190 -4,5549 -5,0758 -5,5405 -5,9363 -6,2608 -6,4904 -6,5816 -6,5070 -6,2794 -5,9386 -5,5286 -5,0897 -4,6645 -4,3066 -4,0703 -3,9802 -4,0064 -4,0738 -4,1144 -4,1170 -4,1185 -4,1498 -4,2119 -4,3045 -4,4468 -4,6509 -4,8884 -5,0914 -5,1810 -5,1086 -4,8849 -4,5722 -4,2525 -3,9898 -3,8017 -3,6657 -3,5528 -3,4456 -3,3371 -3,2262 -3,1013 -2,9336 -2,7055 -2,4350 -2,1622 -1,9281 -1,7686 -1,7149 -1,7823 -1,9496 -2,1594 -2,3456 -2,4523 -2,4362 -2,2731 -1,9681 -1,5509 -1,0639 -0,5588 -0,1072 0,1966 0,2625 0,0554 -0,3745 -0,9154 -1,4486 -1,8885 -2,1872 -2,3128 -2,2369 -1,9477 -1,4746 -0,8963 -0,3212 0,1511 0,4708 0,6566 0,7694 0,8615 0,9489 1,0225 1,0670 1,0706 1,0247 0,9232 0,7674 0,5766 0,3871 0,2323 0,1293 0,0847 0,0942 0,1334 0,1689 0,1881 0,2080 0,2526 0,3245 0,4003 0,4492 0,4531 0,4144 0,3516 0,2828 0,2130 0,1387 0,0628 0,0066 0,0052 0,0813 0,2156 0,3346 0,3384 0,1624 -0,1820 -0,6208 -1,0602 -1,4199 -1,6396 -1,6783 -1,5328 -1,2573 -0,9409 -0,6504 -0,3893 -0,1080 0,2438 0,6712 1,1296 1,5536 1,8791 2,0539 2,0468 1,8574 1,5215 1,1074 0,6941 0,3451 0,0963 -0,0461 -0,1008 -0,1000 -0,0832 -0,0889 -0,1427 -0,2557 -0,4196 -0,5985 -0,7414 -0,8098 -0,7856 -0,6608 -0,4371 -0,1349 0,2078 0,5500 0,8636 1,1327 1,3322 1,4183 1,3585 1,1622 0,8694 0,5160 0,1134 -0,3414 -0,8375 -1,3344 -1,7708 -2,0902 -2,2622 -2,2831 -2,1673 -1,9532 -1,6984 -1,4471 -1,2053 -0,9520 -0,6752 -0,3971 -0,1635 -0,0103 0,0494 0,0141 -0,1173 -0,3476 -0,6695 -1,0423 -1,3906 -1,6356 -1,7296 -1,6734 -1,5126 -1,3165 -1,1521 -1,0676 -1,0846 -1,1965 -1,3723 -1,5688 -1,7443 -1,8743 -1,9658 -2,0490 -2,1473 -2,2626 -2,3921 -2,5424 -2,7109 -2,8649 -2,9577 -2,9582 -2,8593 -2,6717 -2,4227 -2,1619 -1,9595 -1,8753 -1,9158 -2,0279 -2,1363 -2,1855 -2,1587 -2,0779 -2,0015 -2,0056 -2,1409 -2,3932 -2,6851 -2,9141 -3,0038 -2,9457 -2,7953 -2,6257 -2,4915 -2,4272 -2,4501 -2,5456 -2,6637 -2,7522 -2,7929 -2,8032 -2,8144 -2,8520 -2,9163 -2,9726 -2,9639 -2,8369 -2,5627 -2,1541 -1,6768 -1,2270 -0,8842 -0,6775 -0,5772 -0,5105 -0,4017 -0,2157 0,0352 0,3057 0,5245 0,6131 0,5200 0,2448 -0,1644 -0,6328 -1,0808 -1,4400 -1,6654 -1,7367 -1,6616 -1,4909 -1,3142 -1,2152 -1,2265 -1,3274 -1,4742 -1,6171 -1,6959 -1,6487 -1,4391 -1,0752 -0,6071 -0,1084 0,3510 0,7257 0,9934 1,1469 1,1941 1,1582 1,0724 0,9744 0,9043 0,9049 1,0150 1,2486 1,5775 1,9380 2,2544 2,4670 2,5616 2,5793 2,5846 2,6162 2,6652 2,6906 2,6456 2,4955 2,2201 1,8142 1,2872 0,6577 -0,0398 -0,7366 -1,3373 -1,7612 -1,9763 -2,0012 -1,8851 -1,6879 -1,4781 -1,3190 -1,2367 -1,2192 -1,2555 -1,3520 -1,5063 -1,6874 -1,8516 -1,9699 -2,0368 -2,0663 -2,0828 -2,1014 -2,1124
F7    0,6773 0,6427 0,6295 0,6529 0,7053 0,7644 0,8062 0,8188 0,8025 0,7602 0,6913 0,5960 0,4867 0,3905 0,3341 0,3198 0,3218 0,3100 0,2767 0,2355 0,2017 0,1825 0,1765 0,1713 0,1477 0,0917 0,0034 -0,1044 -0,2187 -0,3399 -0,4824 -0,6570 -0,8545 -1,0432 -1,1818 -1,2369 -1,1977 -1,0777 -0,9046 -0,7102 -0,5222 -0,3617 -0,2424 -0,1671 -0,1261 -0,1088 -0,1136 -0,1427 -0,1857 -0,2175 -0,2129 -0,1649 -0,0893 -0,0107 0,0536 0,0991 0,1327 0,1658 0,2015 0,2279 0,2251 0,1811 0,1049 0,0227 -0,0414 -0,0783 -0,0908 -0,0895 -0,0941 -0,1295 -0,2138 -0,3482 -0,5129 -0,6688 -0,7699 -0,7803 -0,6913 -0,5264 -0,3306 -0,1505 -0,0155 0,0744 0,1452 0,2261 0,3227 0,4164 0,4839 0,5141 0,5071 0,4623 0,3739 0,2394 0,0695 -0,1114 -0,2733 -0,3914 -0,4550 -0,4679 -0,4437 -0,4026 -0,3706 -0,3729 -0,4206 -0,5007 -0,5850 -0,6501 -0,6903 -0,7186 -0,7628 -0,8544 -1,0138 -1,2428 -1,5276 -1,8469 -2,1826 -2,5282 -2,8890 -3,2734 -3,6779 -4,0764 -4,4234 -4,6707 -4,7857 -4,7660 -4,6425 -4,4661 -4,2863 -4,1385 -4,0379 -3,9814 -3,9547 -3,9399 -3,9140 -3,8551 -3,7584 -3,6450 -3,5463 -3,4809 -3,4457 -3,4184 -3,3669 -3,2627 -3,0890 -2,8423 -2,5326 -2,1853 -1,8372 -1,5277 -1,2866 -1,1207 -1,0083 -0,9085 -0,7869 -0,6351 -0,4680 -0,3069 -0,1682 -0,0592 0,0256 0,1003 0,1768 0,2574 0,3361 0,4031 0,4491 0,4683 0,4596 0,4237 0,3609 0,2731 0,1700 0,0699 -0,0082 -0,0511 -0,0483 0,0071 0,1079 0,2285 0,3386 0,4218 0,4778 0,5091 0,5138 0,4875 0,4342 0,3754 0,3430 0,3563 0,4079 0,4699 0,5142 0,5265 0,5065 0,4583 0,3790 0,2527 0,0604 -0,2004 -0,5042 -0,7983 -1,0208 -1,1329 -1,1415 -1,0977 -1,0723 -1,1202 -1,2550 -1,4550 -1,6812 -1,8899 -2,0438 -2,1224 -2,1209 -2,0460 -1,9179 -1,7689 -1,6317 -1,5266 -1,4556 -1,4041 -1,3532 -1,2939 -1,2328 -1,1919 -1,2027 -1,2870 -1,4345 -1,6023 -1,7389 -1,8100 -1,8114 -1,7657 -1,7045 -1,6546 -1,6343 -1,6544 -1,7153 -1,8043 -1,9012 -1,9910 -2,0731 -2,1582 -2,2585 -2,3798 -2,5168 -2,6511 -2,7601 -2,8271 -2,8485 -2,8317 -2,7912 -2,7456 -2,7096 -2,6819 -2,6417 -2,5649 -2,4450 -2,3063 -2,1974 -2,1660 -2,2329 -2,3842 -2,5849 -2,7972 -2,9930 -3,1605 -3,3043 -3,4371 -3,5679 -3,6905 -3,7798 -3,8013 -3,7310 -3,5658 -3,3209 -3,0238 -2,7105 -2,4198 -2,1874 -2,0410 -1,9926 -2,0290 -2,1087 -2,1836 -2,2301 -2,2566 -2,2818 -2,3167 -2,3670 -2,4418 -2,5462 -2,6700 -2,7891 -2,8799 -2,9342 -2,9606 -2,9701 -2,9622 -2,9205 -2,8208 -2,6493 -2,4171 -2,1558 -1,9046 -1,6995 -1,5590 -1,4731 -1,4125 -1,3515 -1,2854 -1,2265 -1,1861 -1,1652 -1,1569 -1,1503 -1,1330 -1,0981 -1,0454 -0,9747 -0,8831 -0,7680 -0,6309 -0,4739 -0,3006 -0,1253 0,0201 0,0979 0,0894 0,0087 -0,1089 -0,2322 -0,3499 -0,4661 -0,5843 -0,6915 -0,7581 -0,7560 -0,6833 -0,5773 -0,4973 -0,4895 -0,5569 -0,6585 -0,7360 -0,7501 -0,6989 -0,6126 -0,5325 -0,4889 -0,4899 -0,5263 -0,5838 -0,6514 -0,7290 -0,8276 -0,9550 -1,1045 -1,2579 -1,3966 -1,5080 -1,5880 -1,6425 -1,6825 -1,7159 -1,7469 -1,7789 -1,8115 -1,8374 -1,8528 -1,8675 -1,8973 -1,9448 -1,9907 -2,0024 -1,9546 -1,8475 -1,7118 -1,5942 -1,5309 -1,5301 -1,5781 -1,6551 -1,7428 -1,8213 -1,8695 -1,8764 -1,8540 -1,8296 -1,8197 -1,8090 -1,7610 -1,6521 -1,4990 -1,3515 -1,2602 -1,2497 -1,3125 -1,4173 -1,5277 -1,6192 -1,6827 -1,7180 -1,7248 -1,6983 -1,6340 -1,5349 -1,4152 -1,2988 -1,2145 -1,1861 -1,2212 -1,3057 -1,4107 -1,5057 -1,5697 -1,5960 -1,5900 -1,5649 -1,5367 -1,5188 -1,5145 -1,5128 -1,4958 -1,4564 -1,4082 -1,3745 -1,3684 -1,3837 -1,4090 -1,4461 -1,5114 -1,6199 -1,7718 -1,9537 -2,1468 -2,3337 -2,5021 -2,6450 -2,7601 -2,8454 -2,8936 -2,8914 -2,8304 -2,7210 -2,5923 -2,4733 -2,3746 -2,2912 -2,2185 -2,1594 -2,1193 -2,0969 -2,0806 -2,0522 -1,9971 -1,9106 -1,8003 -1,6816 -1,5724 -1,4899 -1,4509 -1,4696 -1,5529 -1,6973 -1,8890 -2,1079 -2,3313 -2,5429 -2,7392 -2,9244 -3,0987 -3,2556 -3,3851 -3,4736 -3,5045 -3,4661 -3,3594 -3,1965 -2,9933 -2,7689 -2,5501 -2,3733 -2,2757 -2,2790 -2,3781 -2,5439 -2,7379 -2,9306 -3,1166 -3,3144 -3,5470 -3,8167 -4,0959 -4,3384 -4,5034 -4,5770 -4,5770 -4,5364 -4,4787 -4,4112 -4,3335 -4,2465 -4,1515 -4,0496 -3,9447 -3,8428 -3,7458 -3,6489 -3,5448 -3,4278 -3,2934 -3,1377 -2,9588 -2,7585 -2,5441 -2,3300 -2,1326 -1,9608 -1,8101 -1,6636 -1,4998 -1,3043 -1,0776 -0,8350 -0,6050 -0,4241 -0,3247 -0,3235 -0,4217 -0,6101 -0,8686 -1,1629 -1,4501 -1,6934 -1,8738 -1,9885 -2,0487 -2,0771 -2,0991 -2,1309 -2,1760 -2,2301 -2,2792 -2,2969 -2,2529 -2,1326 -1,9462 -1,7162 -1,4632 -1,2037 -0,9519 -0,7151 -0,4949 -0,2939 -0,1164 0,0349 0,1618 0,2715 0,3817 0,5192 0,7043 0,9293 1,1545 1,3266 1,4037 1,3773 1,2756 1,1405 0,9941 0,8281 0,6209 0,3605 0,0520 -0,2961 -0,6856 -1,1247 -1,6098 -2,1108 -2,5745 -2,9470 -3,1973 -3,3228 -3,3391 -3,2661 -3,1283 -2,9618 -2,8051 -2,6768 -2,5706 -2,4727 -2,3765 -2,2804 -2,1822 -2,0774 -1,9607 -1,8305 -1,6949 -1,5698 -1,4666 -1,3804
