Fp1   0,5034 0,6015 0,8129 1,1014 1,4063 1,6724 1,8700 1,9882 2,0133 1,9375 1,7812 1,5821 1,3697 1,1529 0,9231 0,6861 0,4835 0,3530 0,2895 0,2650 0,2587 0,2470 0,1922 0,0789 -0,0520 -0,1407 -0,1812 -0,2422 -0,4164 -0,7415 -1,1633 -1,5716 -1,8578 -1,9494 -1,8317 -1,5474 -1,1757 -0,8186 -0,5803 -0,5186 -0,6144 -0,7944 -0,9743 -1,0878 -1,1022 -1,0259 -0,9066 -0,8023 -0,7440 -0,7294 -0,7402 -0,7524 -0,7461 -0,7145 -0,6611 -0,5956 -0,5399 -0,5327 -0,5958 -0,6913 -0,7373 -0,6723 -0,4828 -0,1916 0,1423 0,4341 0,6313 0,7456 0,8128 0,8496 0,8449 0,7720 0,6208 0,4311 0,2930 0,2922 0,4378 0,6577 0,8609 0,9941 1,0517 1,0396 0,9417 0,7485 0,5141 0,3550 0,3787 0,6140 1,0092 1,4755 1,9232 2,2741 2,4656 2,4659 2,2897 1,9916 1,6355 1,2674 0,9129 0,6008 0,3727 0,2549 0,2471 0,3361 0,4836 0,6197 0,6762 0,6093 0,3945 0,0331 -0,4373 -0,9689 -1,5486 -2,2030 -2,9492 -3,7620 -4,5853 -5,3408 -5,9365 -6,3237 -6,5556 -6,7454 -6,9542 -7,1609 -7,3308 -7,4561 -7,5353 -7,5530 -7,4932 -7,3624 -7,1936 -7,0236 -6,8739 -6,7478 -6,6351 -6,5201 -6,3826 -6,1888 -5,9020 -5,5104 -5,0206 -4,4336 -3,7508 -2,9953 -2,2128 -1,4515 -0,7481 -0,1277 0,4031 0,8714 1,3258 1,8048 2,3169 2,8398 3,3259 3,7134 3,9565 4,0533 4,0409 3,9684 3,8626 3,7142 3,4986 3,2076 2,8693 2,5424 2,2805 2,1076 2,0358 2,0770 2,2197 2,4151 2,6001 2,7412 2,8656 3,0335 3,2672 3,5263 3,7458 3,8699 3,8769 3,8055 3,7409 3,7559 3,8667 4,0518 4,3015 4,6189 4,9857 5,3676 5,7292 6,0276 6,2192 6,2855 6,2517 6,1761 6,1110 6,0699 6,0319 5,9656 5,8482 5,6786 5,4762 5,2562 5,0116 4,7277 4,4092 4,0948 3,8375 3,6634 3,5637 3,5197 3,5111 3,5069 3,4711 3,3834 3,2494 3,0874 2,9198 2,7819 2,7070 2,6764 2,6104 2,4374 2,1579 1,8132 1,4279 1,0233 0,6388 0,2994 -0,0043 -0,2939 -0,5776 -0,8374 -1,0513 -1,2266 -1,3864 -1,5388 -1,6830 -1,8260 -1,9826 -2,1647 -2,3609 -2,5352 -2,6600 -2,7478 -2,8387 -2,9557 -3,0910 -3,2256 -3,3339 -3,3838 -3,3606 -3,2777 -3,1554 -3,0056 -2,8460 -2,7142 -2,6531 -2,6732 -2,7396 -2,7912 -2,7566 -2,5807 -2,2681 -1,8833 -1,5106 -1,2215 -1,0414 -0,9299 -0,8134 -0,6450 -0,4380 -0,2469 -0,1235 -0,0884 -0,1303 -0,2222 -0,3437 -0,4873 -0,6402 -0,7751 -0,8625 -0,8845 -0,8483 -0,7886 -0,7510 -0,7735 -0,8783 -1,0534 -1,2359 -1,3338 -1,2846 -1,0861 -0,7833 -0,4586 -0,2201 -0,1474 -0,2473 -0,4616 -0,7041 -0,8916 -0,9700 -0,9324 -0,7969 -0,5755 -0,2957 -0,0176 0,2078 0,3719 0,4949 0,5923 0,6491 0,6190 0,4526 0,1401 -0,2728 -0,7067 -1,0725 -1,2887 -1,3181 -1,1924 -0,9825 -0,7370 -0,4578 -0,1354 0,2147 0,5602 0,8767 1,1601 1,4124 1,6185 1,7553 1,8168 1,8059 1,7190 1,5650 1,3829 1,2314 1,1717 1,2406 1,4300 1,6965 1,9861 2,2441 2,4212 2,4964 2,4952 2,4630 2,4186 2,3603 2,3140 2,3312 2,4364 2,6012 2,7672 2,8877 2,9622 3,0368 3,1539 3,3056 3,4468 3,5329 3,5396 3,4678 3,3364 3,1690 2,9838 2,7826 2,5538 2,2955 2,0375 1,8376 1,7467 1,7694 1,8698 2,0130 2,1846 2,3788 2,5704 2,6994 2,7027 2,5739 2,3832 2,2270 2,1690 2,2329 2,4170 2,6935 3,0100 3,3054 3,5376 3,7031 3,8180 3,8879 3,9088 3,8843 3,8251 3,7398 3,6332 3,5014 3,3193 3,0529 2,7024 2,3236 1,9888 1,7314 1,5445 1,4250 1,3897 1,4419 1,5461 1,6370 1,6486 1,5534 1,3856 1,2067 1,0577 0,9589 0,9309 0,9947 1,1629 1,4375 1,7980 2,1849 2,5202 2,7636 2,9285 3,0368 3,0840 3,0524 2,9310 2,7206 2,4417 2,1337 1,8372 1,5806 1,3703 1,1982 1,0626 0,9731 0,9377 0,9579 1,0222 1,1141 1,2295 1,3589 1,4545 1,4506 1,3206 1,1122 0,9147 0,7927 0,7731 0,8694 1,0718 1,3221 1,5228 1,5851 1,4929 1,3158 1,1532 1,0811 1,1357 1,2967 1,4827 1,5902 1,5387 1,2884 0,8594 0,3426 -0,1426 -0,5102 -0,7268 -0,7943 -0,7276 -0,5568 -0,3538 -0,2226 -0,2410 -0,4207 -0,7214 -1,0834 -1,4515 -1,7896 -2,0843 -2,3349 -2,5299 -2,6465 -2,6841 -2,6863 -2,7224 -2,8517 -3,0984 -3,4436 -3,8361 -4,2112 -4,5082 -4,6892 -4,7629 -4,7712 -4,7440 -4,6793 -4,5638 -4,3947 -4,1875 -3,9736 -3,7808 -3,6109 -3,4447 -3,2673 -3,0699 -2,8338 -2,5313 -2,1471 -1,6918 -1,2017 -0,7290 -0,3166 0,0272 0,3256 0,6136 0,9289 1,3014 1,7287 2,1694 2,5735 2,9097 3,1605 3,3162 3,3910 3,4323 3,4877 3,5616 3,6179 3,6248 3,5889 3,5384 3,4876 3,4317 3,3570 3,2420 3,0685 2,8505 2,6373 2,4809 2,4065 2,4099 2,4625 2,5201 2,5467 2,5391 2,5258 2,5457 2,6275 2,7729 2,9509 3,1128 3,2188 3,2490 3,2069 3,1292 3,0751 3,0831 3,1339 3,1555 3,0673 2,8388 2,5141 2,1756 1,8925 1,6968 1,5849 1,5350 1,5194 1,4959 1,4109 1,2361 1,0042 0,7903 0,6525 0,6013 0,6223 0,7020 0,8220 0,9466 1,0381 1,0812 1,0789 1,0291 0,9152 0,7188 0,4395 0,0981 -0,2673 -0,6082 -0,8840 -1,0834 -1,2235 -1,3244
Fz    1,5313 1,6028 1,7829 2,0357 2,2926 2,4850 2,5754 2,5602 2,4461 2,2373 1,9446 1,5926 1,2124 0,8238 0,4329 0,0594 -0,2494 -0,4545 -0,5649 -0,6284 -0,6906 -0,7779 -0,9043 -1,0589 -1,1978 -1,2776 -1,2992 -1,3133 -1,3867 -1,5528 -1,7801 -1,9876 -2,0898 -2,0373 -1,8445 -1,5800 -1,3174 -1,0918 -0,8993 -0,7208 -0,5457 -0,3820 -0,2412 -0,1182 0,0063 0,1497 0,3150 0,4869 0,6448 0,7746 0,8749 0,9657 1,0779 1,2267 1,4006 1,5717 1,7080 1,7868 1,8200 1,8680 2,0011 2,2374 2,5301 2,8124 3,0315 3,1548 3,1851 3,1672 3,1554 3,1763 3,2171 3,2374 3,2003 3,1095 3,0190 2,9918 3,0476 3,1602 3,2928 3,4163 3,5103 3,5564 3,5297 3,4107 3,2216 3,0365 2,9283 2,9132 2,9588 3,0288 3,1053 3,1781 3,2235 3,2030 3,0870 2,8743 2,5869 2,2557 1,9172 1,6138 1,3765 1,2016 1,0646 0,9480 0,8411 0,7376 0,6430 0,5620 0,4762 0,3473 0,1391 -0,1689 -0,5895 -1,1318 -1,7854 -2,5153 -3,2781 -4,0221 -4,6769 -5,1882 -5,5718 -5,8979 -6,2142 -6,5158 -6,7793 -6,9885 -7,1344 -7,2164 -7,2459 -7,2417 -7,2148 -7,1571 -7,0456 -6,8500 -6,5378 -6,0877 -5,4994 -4,7884 -3,9845 -3,1365 -2,2979 -1,4997 -0,7399 -0,0039 0,7127 1,4010 2,0415 2,6081 3,0926 3,5225 3,9399 4,3730 4,8326 5,3177 5,8103 6,2681 6,6433 6,9110 7,0711 7,1376 7,1354 7,0916 7,0170 6,9022 6,7387 6,5348 6,3071 6,0705 5,8440 5,6546 5,5249 5,4600 5,4489 5,4853 5,5830 5,7531 5,9693 6,1870 6,3793 6,5286 6,6148 6,6361 6,6213 6,6095 6,6223 6,6658 6,7567 6,9217 7,1701 7,4907 7,8609 8,2392 8,5650 8,7917 8,9220 8,9979 9,0511 9,0751 9,0413 8,9255 8,7226 8,4493 8,1353 7,8054 7,4714 7,1395 6,8172 6,5194 6,2674 6,0698 5,9180 5,7999 5,7075 5,6326 5,5624 5,4808 5,3742 5,2365 5,0737 4,9063 4,7563 4,6222 4,4723 4,2788 4,0490 3,7923 3,4830 3,0972 2,6505 2,1743 1,6926 1,2256 0,7991 0,4519 0,2185 0,1006 0,0704 0,0926 0,1251 0,1187 0,0277 -0,1728 -0,4660 -0,7963 -1,1086 -1,3799 -1,6136 -1,8092 -1,9477 -2,0012 -1,9442 -1,7700 -1,5059 -1,2078 -0,9309 -0,7128 -0,5790 -0,5518 -0,6352 -0,7918 -0,9520 -1,0521 -1,0516 -0,9346 -0,7211 -0,4589 -0,1983 0,0191 0,1691 0,2619 0,3430 0,4566 0,6017 0,7244 0,7592 0,6742 0,4860 0,2451 0,0057 -0,1984 -0,3578 -0,4798 -0,5780 -0,6575 -0,7113 -0,7320 -0,7173 -0,6727 -0,6143 -0,5556 -0,4851 -0,3768 -0,2283 -0,0724 0,0478 0,0935 0,0349 -0,1262 -0,3445 -0,5531 -0,6989 -0,7578 -0,7316 -0,6410 -0,5060 -0,3300 -0,1172 0,1140 0,3523 0,6094 0,9013 1,2235 1,5379 1,7809 1,8946 1,8634 1,7194 1,5129 1,2931 1,1044 0,9749 0,9053 0,8838 0,9124 1,0072 1,1700 1,3789 1,6080 1,8462 2,0946 2,3467 2,5765 2,7557 2,8710 2,9231 2,9235 2,8996 2,8903 2,9309 3,0452 3,2389 3,4914 3,7654 4,0223 4,2205 4,3198 4,3134 4,2403 4,1502 4,0688 4,0141 4,0269 4,1519 4,3888 4,6756 4,9153 5,0189 4,9517 4,7614 4,5498 4,4071 4,3733 4,4380 4,5628 4,7133 4,8771 5,0561 5,2450 5,4157 5,5261 5,5520 5,5085 5,4371 5,3758 5,3401 5,3251 5,3133 5,2918 5,2692 5,2604 5,2503 5,1992 5,0987 5,0070 5,0079 5,1465 5,4192 5,7957 6,2295 6,6634 7,0429 7,3336 7,5309 7,6447 7,6764 7,6228 7,4979 7,3392 7,1912 7,0842 7,0195 6,9649 6,8708 6,7066 6,4800 6,2222 5,9701 5,7657 5,6568 5,6766 5,8169 6,0249 6,2214 6,3297 6,3138 6,2057 6,0776 5,9917 5,9834 6,0631 6,2153 6,4136 6,6423 6,8911 7,1314 7,3219 7,4461 7,5213 7,5661 7,5778 7,5449 7,4571 7,3030 7,0773 6,7918 6,4801 6,1883 5,9472 5,7615 5,6357 5,5871 5,6227 5,7191 5,8313 5,9256 6,0044 6,0855 6,1605 6,1918 6,1517 6,0559 5,9507 5,8762 5,8543 5,8930 5,9771 6,0640 6,1024 6,0612 5,9491 5,8069 5,6747 5,5789 5,5414 5,5674 5,6233 5,6497 5,5904 5,4072 5,0920 4,6815 4,2477 3,8622 3,5683 3,3790 3,2941 3,3067 3,3851 3,4661 3,4831 3,3974 3,2064 2,9345 2,6252 2,3271 2,0698 1,8550 1,6781 1,5411 1,4341 1,3199 1,1473 0,8792 0,5165 0,0982 -0,3263 -0,7248 -1,0883 -1,4208 -1,7348 -2,0419 -2,3314 -2,5686 -2,7171 -2,7629 -2,7264 -2,6559 -2,5969 -2,5617 -2,5286 -2,4666 -2,3474 -2,1439 -1,8375 -1,4329 -0,9593 -0,4620 0,0078 0,4097 0,7336 1,0019 1,2522 1,5232 1,8447 2,2211 2,6247 3,0221 3,4022 3,7684 4,1183 4,4487 4,7698 5,0946 5,4180 5,7119 5,9397 6,0746 6,1097 6,0607 5,9580 5,8258 5,6705 5,5002 5,3445 5,2445 5,2259 5,2855 5,3947 5,5102 5,5853 5,5840 5,4963 5,3461 5,1820 5,0580 5,0138 5,0578 5,1640 5,2844 5,3679 5,3838 5,3407 5,2729 5,1996 5,1024 4,9399 4,6799 4,3265 3,9251 3,5343 3,1979 2,9355 2,7475 2,6307 2,5855 2,5976 2,6248 2,6190 2,5570 2,4456 2,3029 2,1442 1,9820 1,8229 1,6647 1,5039 1,3465 1,2053 1,0860 0,9759 0,8534 0,7035 0,5185 0,2952 0,0425 -0,2167 -0,4590 -0,6743 -0,8666 -1,0413
F3    1,1859 1,1549 1,2710 1,5183 1,8220 2,0897 2,2562 2,2965 2,2123 2,0217 1,7553 1,4573 1,1769 0,9345 0,7052 0,4606 0,2129 0,0014 -0,1548 -0,2752 -0,3889 -0,5139 -0,6607 -0,8222 -0,9625 -1,0440 -1,0663 -1,0678 -1,1003 -1,1998 -1,3593 -1,5231 -1,6171 -1,5919 -1,4502 -1,2437 -1,0397 -0,8819 -0,7760 -0,7063 -0,6648 -0,6542 -0,6605 -0,6416 -0,5548 -0,3867 -0,1628 0,0628 0,2382 0,3371 0,3671 0,3717 0,4103 0,5195 0,6960 0,9072 1,1044 1,2409 1,3113 1,3720 1,4987 1,7180 1,9902 2,2468 2,4276 2,4929 2,4326 2,2771 2,0903 1,9384 1,8518 1,8128 1,7824 1,7414 1,7138 1,7441 1,8511 2,0184 2,2213 2,4403 2,6511 2,8168 2,8959 2,8641 2,7406 2,5924 2,4903 2,4598 2,4847 2,5448 2,6317 2,7300 2,7983 2,7805 2,6408 2,3898 2,0794 1,7744 1,5230 1,3470 1,2375 1,1586 1,0782 0,9893 0,8940 0,7965 0,7107 0,6435 0,5684 0,4296 0,1738 -0,2151 -0,7091 -1,2641 -1,8483 -2,4480 -3,0554 -3,6483 -4,1797 -4,6067 -4,9381 -5,2304 -5,5255 -5,8122 -6,0492 -6,2090 -6,2965 -6,3481 -6,4167 -6,5391 -6,7032 -6,8540 -6,9290 -6,8784 -6,6673 -6,2855 -5,7533 -5,1107 -4,4093 -3,7103 -3,0609 -2,4671 -1,9064 -1,3600 -0,8189 -0,2718 0,2883 0,8535 1,4115 1,9563 2,4797 2,9705 3,4296 3,8758 4,3224 4,7511 5,1219 5,3992 5,5612 5,6061 5,5628 5,4779 5,3826 5,2828 5,1787 5,0785 4,9913 4,9149 4,8365 4,7488 4,6598 4,5896 4,5622 4,6018 4,7233 4,9139 5,1343 5,3616 5,6082 5,8780 6,1413 6,3630 6,5277 6,6335 6,6836 6,6917 6,6969 6,7552 6,9060 7,1574 7,4923 7,8633 8,1899 8,3952 8,4584 8,4205 8,3374 8,2367 8,1137 7,9533 7,7494 7,5081 7,2389 6,9455 6,6249 6,2751 5,9074 5,5531 5,2521 5,0249 4,8651 4,7575 4,6884 4,6399 4,5909 4,5325 4,4727 4,4144 4,3364 4,2102 4,0282 3,8076 3,5697 3,3363 3,1357 2,9712 2,7923 2,5299 2,1493 1,6617 1,1120 0,5601 0,0709 -0,2890 -0,4799 -0,5188 -0,4573 -0,3522 -0,2656 -0,2609 -0,3831 -0,6391 -0,9884 -1,3637 -1,7125 -2,0196 -2,2954 -2,5476 -2,7641 -2,9149 -2,9627 -2,8796 -2,6712 -2,3866 -2,0999 -1,8790 -1,7666 -1,7756 -1,8878 -2,0565 -2,2226 -2,3310 -2,3325 -2,1967 -1,9391 -1,6151 -1,2884 -1,0141 -0,8322 -0,7478 -0,7198 -0,6852 -0,6147 -0,5390 -0,5155 -0,5773 -0,7143 -0,8850 -1,0416 -1,1542 -1,2167 -1,2391 -1,2389 -1,2338 -1,2322 -1,2284 -1,2036 -1,1414 -1,0442 -0,9259 -0,7915 -0,6376 -0,4768 -0,3474 -0,2911 -0,3344 -0,4816 -0,7044 -0,9461 -1,1432 -1,2480 -1,2404 -1,1323 -0,9640 -0,7778 -0,5897 -0,4024 -0,2271 -0,0680 0,0965 0,2971 0,5386 0,7847 0,9797 1,0873 1,1072 1,0582 0,9501 0,7807 0,5554 0,3010 0,0564 -0,1402 -0,2530 -0,2507 -0,1255 0,0974 0,3789 0,6864 0,9907 1,2575 1,4573 1,5830 1,6440 1,6525 1,6295 1,6137 1,6512 1,7709 1,9681 2,2093 2,4563 2,6926 2,9176 3,1101 3,2237 3,2349 3,1752 3,1016 3,0519 3,0447 3,1063 3,2681 3,5297 3,8313 4,0674 4,1372 4,0016 3,7132 3,3920 3,1562 3,0599 3,0899 3,2048 3,3709 3,5760 3,8192 4,0827 4,3157 4,4606 4,4929 4,4310 4,3126 4,1689 4,0188 3,8729 3,7386 3,6283 3,5665 3,5677 3,6047 3,6181 3,5700 3,4875 3,4445 3,5066 3,7032 4,0279 4,4401 4,8760 5,2748 5,5991 5,8359 5,9784 6,0138 5,9352 5,7599 5,5318 5,3066 5,1303 5,0198 4,9569 4,9030 4,8265 4,7180 4,5799 4,4213 4,2722 4,1868 4,2135 4,3595 4,5807 4,7950 4,9145 4,8949 4,7652 4,5958 4,4476 4,3589 4,3465 4,4009 4,5053 4,6625 4,8866 5,1643 5,4492 5,7018 5,9128 6,0832 6,2047 6,2677 6,2661 6,1894 6,0321 5,8075 5,5476 5,2927 5,0674 4,8731 4,7161 4,6275 4,6341 4,7183 4,8175 4,8746 4,8901 4,9043 4,9320 4,9429 4,9074 4,8365 4,7711 4,7465 4,7801 4,8774 5,0296 5,2060 5,3589 5,4430 5,4409 5,3665 5,2409 5,0845 4,9311 4,8115 4,7191 4,6178 4,4747 4,2686 3,9916 3,6670 3,3510 3,0985 2,9319 2,8438 2,8195 2,8450 2,8938 2,9256 2,9069 2,8188 2,6480 2,3931 2,0862 1,7861 1,5349 1,3372 1,1841 1,0682 0,9695 0,8480 0,6564 0,3585 -0,0471 -0,5207 -1,0017 -1,4432 -1,8219 -2,1262 -2,3558 -2,5272 -2,6612 -2,7648 -2,8262 -2,8296 -2,7817 -2,7234 -2,6973 -2,7024 -2,6935 -2,6239 -2,4725 -2,2360 -1,9207 -1,5476 -1,1469 -0,7479 -0,3772 -0,0543 0,2186 0,4563 0,6777 0,9024 1,1567 1,4588 1,7992 2,1540 2,5125 2,8703 3,2078 3,5023 3,7538 3,9796 4,1922 4,3914 4,5626 4,6798 4,7199 4,6787 4,5683 4,4032 4,1995 3,9904 3,8283 3,7619 3,8091 3,9474 4,1245 4,2828 4,3795 4,3946 4,3344 4,2330 4,1417 4,1068 4,1523 4,2722 4,4334 4,5895 4,6951 4,7212 4,6718 4,5761 4,4536 4,2961 4,0848 3,8120 3,4906 3,1491 2,8175 2,5179 2,2635 2,0631 1,9329 1,8930 1,9399 2,0305 2,1010 2,1000 2,0096 1,8440 1,6360 1,4226 1,2299 1,0660 0,9286 0,8155 0,7264 0,6556 0,5847 0,4872 0,3421 0,1426 -0,1027 -0,3713 -0,6341 -0,8683 -1,0662 -1,2361 -1,3918
F7    0,2863 0,3826 0,5891 0,8271 1,0408 1,2034 1,3049 1,3536 1,3749 1,3976 1,4317 1,4503 1,4186 1,3382 1,2354 1,1263 1,0078 0,8550 0,6367 0,3601 0,0890 -0,1004 -0,1884 -0,2173 -0,2248 -0,2038 -0,1443 -0,0854 -0,0997 -0,2269 -0,4337 -0,6466 -0,8191 -0,9510 -1,0585 -1,1519 -1,2311 -1,2922 -1,3345 -1,3503 -1,3115 -1,1930 -1,0143 -0,8368 -0,7181 -0,6811 -0,7175 -0,7911 -0,8460 -0,8400 -0,7695 -0,6628 -0,5663 -0,5246 -0,5524 -0,6250 -0,7049 -0,7797 -0,8666 -0,9724 -1,0593 -1,0629 -0,9395 -0,7036 -0,4359 -0,2389 -0,1587 -0,1543 -0,1490 -0,0961 -0,0001 0,0940 0,1254 0,0596 -0,0743 -0,1991 -0,2543 -0,2339 -0,1613 -0,0462 0,1212 0,3273 0,5006 0,5497 0,4391 0,2293 0,0495 0,0243 0,2031 0,5432 0,9501 1,3260 1,6000 1,7459 1,7882 1,7667 1,6855 1,5214 1,2893 1,0580 0,8908 0,8008 0,7703 0,7888 0,8536 0,9427 1,0071 0,9941 0,8766 0,6673 0,4034 0,1030 -0,2513 -0,6645 -1,1001 -1,5324 -1,9890 -2,5125 -3,1044 -3,7235 -4,3246 -4,8862 -5,4099 -5,9040 -6,3713 -6,8007 -7,1573 -7,3784 -7,4059 -7,2467 -6,9920 -6,7453 -6,5421 -6,3568 -6,1560 -5,9255 -5,6704 -5,4028 -5,1289 -4,8505 -4,5605 -4,2330 -3,8313 -3,3366 -2,7668 -2,1661 -1,5808 -1,0460 -0,5793 -0,1778 0,1690 0,4565 0,6684 0,8085 0,9197 1,0622 1,2715 1,5307 1,7736 1,9215 1,9376 1,8565 1,7478 1,6525 1,5747 1,5230 1,5183 1,5607 1,6201 1,6635 1,6761 1,6651 1,6555 1,6835 1,7905 2,0044 2,3097 2,6379 2,9073 3,0763 3,1566 3,1896 3,2257 3,3203 3,5266 3,8674 4,3035 4,7343 5,0493 5,2003 5,2261 5,2063 5,2035 5,2415 5,3126 5,3982 5,4804 5,5327 5,5221 5,4321 5,2741 5,0759 4,8673 4,6697 4,4919 4,3278 4,1558 3,9484 3,6893 3,3850 3,0683 2,7825 2,5472 2,3357 2,0947 1,7894 1,4315 1,0645 0,7358 0,4945 0,3987 0,4843 0,7059 0,9384 1,0646 1,0450 0,8985 0,6479 0,2931 -0,1631 -0,6791 -1,1907 -1,6544 -2,0509 -2,3717 -2,6263 -2,8447 -3,0546 -3,2525 -3,4020 -3,4720 -3,4778 -3,4715 -3,5037 -3,6071 -3,8004 -4,0894 -4,4519 -4,8262 -5,1301 -5,3046 -5,3461 -5,2996 -5,2169 -5,1205 -5,0098 -4,8893 -4,7783 -4,6894 -4,6126 -4,5277 -4,4269 -4,3174 -4,2133 -4,1211 -4,0210 -3,8760 -3,6666 -3,3920 -3,0501 -2,6525 -2,2551 -1,9461 -1,7972 -1,8273 -2,0010 -2,2501 -2,4973 -2,6707 -2,7212 -2,6453 -2,4886 -2,3165 -2,1763 -2,0885 -2,0721 -2,1667 -2,4087 -2,7859 -3,2247 -3,6162 -3,8588 -3,8964 -3,7307 -3,4136 -3,0383 -2,7186 -2,5402 -2,5194 -2,6041 -2,7142 -2,7929 -2,8316 -2,8500 -2,8615 -2,8609 -2,8363 -2,7788 -2,6888 -2,5847 -2,4927 -2,4218 -2,3651 -2,3218 -2,2999 -2,3042 -2,3342 -2,3818 -2,4218 -2,4222 -2,3741 -2,3116 -2,2894 -2,3312 -2,4039 -2,4459 -2,4138 -2,2951 -2,0897 -1,8069 -1,4966 -1,2536 -1,1523 -1,1866 -1,2957 -1,4297 -1,5701 -1,7002 -1,7705 -1,7077 -1,4613 -1,0431 -0,5337 -0,0427 0,3477 0,6032 0,7338 0,7838 0,7972 0,7828 0,7154 0,5590 0,2977 -0,0347 -0,3569 -0,5701 -0,5898 -0,3746 0,0396 0,5418 1,0083 1,3643 1,5864 1,6774 1,6484 1,5080 1,2581 0,8982 0,4394 -0,0730 -0,5501 -0,8834 -0,9873 -0,8479 -0,5454 -0,2123 0,0459 0,1915 0,2441 0,2437 0,2110 0,1424 0,0427 -0,0577 -0,1190 -0,1010 0,0329 0,2960 0,6688 1,0990 1,4950 1,7491 1,7937 1,6343 1,3388 0,9987 0,6802 0,3974 0,1421 -0,0695 -0,2064 -0,2674 -0,2823 -0,2704 -0,2222 -0,1242 -0,0012 0,0756 0,0333 -0,1599 -0,4808 -0,8493 -1,1561 -1,3241 -1,3423 -1,2458 -1,0783 -0,8752 -0,6676 -0,4780 -0,3096 -0,1512 0,0145 0,2018 0,3907 0,5201 0,5428 0,4818 0,4066 0,3609 0,3370 0,3203 0,3295 0,3996 0,5371 0,7070 0,8513 0,9126 0,8589 0,6901 0,4262 0,1117 -0,1806 -0,3729 -0,4096 -0,2831 -0,0575 0,1609 0,2886 0,2982 0,2114 0,0733 -0,0716 -0,1859 -0,2406 -0,2290 -0,1829 -0,1586 -0,1836 -0,2220 -0,2182 -0,1613 -0,0878 -0,0481 -0,0791 -0,1811 -0,3175 -0,4567 -0,6028 -0,7617 -0,9050 -1,0107 -1,1086 -1,2438 -1,4286 -1,6377 -1,8275 -1,9667 -2,0574 -2,1223 -2,1776 -2,2244 -2,2630 -2,3112 -2,4057 -2,5803 -2,8305 -3,0955 -3,2880 -3,3686 -3,3902 -3,4523 -3,6164 -3,8766 -4,1889 -4,5028 -4,7806 -5,0090 -5,1952 -5,3549 -5,4996 -5,6203 -5,6836 -5,6624 -5,5728 -5,4533 -5,3070 -5,0956 -4,7999 -4,4564 -4,1241 -3,8344 -3,5807 -3,3391 -3,0938 -2,8539 -2,6423 -2,4638 -2,2947 -2,1066 -1,8895 -1,6516 -1,4105 -1,1821 -0,9759 -0,7937 -0,6294 -0,4736 -0,3220 -0,1747 -0,0328 0,1029 0,2266 0,3159 0,3400 0,2908 0,1963 0,0994 0,0234 -0,0396 -0,1064 -0,1762 -0,2325 -0,2593 -0,2489 -0,2045 -0,1404 -0,0749 -0,0180 0,0301 0,0681 0,0835 0,0560 -0,0195 -0,1138 -0,1867 -0,2238 -0,2302 -0,2035 -0,1356 -0,0313 0,0856 0,1804 0,2254 0,2073 0,1198 -0,0380 -0,2470 -0,4573 -0,6027 -0,6398 -0,5803 -0,4852 -0,4208 -0,4164 -0,4661 -0,5592 -0,6887 -0,8346 -0,9652 -1,0622 -1,1305 -1,1800 -1,2083 -1,2106 -1,2056 -1,2372 -1,3411 -1,5217 -1,7566 -2,0118 -2,2539 -2,4573 -2,6098 -2,7105 -2,7651 -2,7904 -2,8169 -2,8727 -2,9687
