Fp1   2,1774 1,9743 1,3585 0,3968 -0,7955 -2,0583 -3,1806 -3,9193 -4,0877 -3,6392 -2,6652 -1,3475 0,0830 1,4017 2,4599 3,2251 3,7651 4,1711 4,4663 4,5773 4,3855 3,8032 2,8186 1,4987 -0,0302 -1,5977 -2,9909 -3,9813 -4,4185 -4,3089 -3,7692 -2,9102 -1,7914 -0,4942 0,7873 1,7819 2,2962 2,3095 1,9153 1,2350 0,4116 -0,3755 -0,9502 -1,2095 -1,1710 -0,9484 -0,6595 -0,3587 -0,0323 0,3918 0,9846 1,7146 2,4285 2,9295 3,0762 2,8600 2,3935 1,7923 1,0976 0,3264 -0,4496 -1,0950 -1,4824 -1,5921 -1,5398 -1,4673 -1,3835 -1,1507 -0,6514 0,0766 0,8756 1,5642 1,9899 2,0640 1,8034 1,3304 0,7944 0,2896 -0,1639 -0,6042 -1,0905 -1,6336 -2,1551 -2,5334 -2,6914 -2,6273 -2,3717 -1,9620 -1,4695 -0,9967 -0,6140 -0,3339 -0,1702 -0,1783 -0,3974 -0,7851 -1,2344 -1,6366 -1,9221 -2,0675 -2,0876 -2,0174 -1,8869 -1,7308 -1,6301 -1,7028 -2,0060 -2,4500 -2,8454 -3,0353 -2,9854 -2,7994 -2,6732 -2,8089 -3,3303 -4,2323 -5,3699 -6,5038 -7,3981 -7,9047 -7,9882 -7,7114 -7,1592 -6,3375 -5,2132 -3,8850 -2,6297 -1,7309 -1,2982 -1,2559 -1,4559 -1,7621 -2,0583 -2,2448 -2,2478 -2,0171 -1,5462 -0,9179 -0,3216 -0,0141 -0,2150 -0,9553 -1,9867 -2,8736 -3,2490 -3,0168 -2,3167 -1,3572 -0,3271 0,6069 1,3227 1,7940 2,0937 2,3120 2,4616 2,4799 2,3052 1,9414 1,4924 1,1540 1,1238 1,4745 2,1062 2,8091 3,3653 3,6419 3,6484 3,5072 3,3451 3,2105 3,0727 2,8666 2,5467 2,1287 1,6880 1,3312 1,1688 1,2715 1,6284 2,1775 2,8684 3,6353 4,3037 4,5941 4,2603 3,2393 1,7136 0,0518 -1,3498 -2,2224 -2,4979 -2,3089 -1,9180 -1,5693 -1,3322 -1,0726 -0,6137 0,0461 0,6903 1,0390 0,9080 0,2779 -0,6937 -1,7385 -2,6287 -3,2900 -3,7635 -4,0939 -4,2964 -4,3958 -4,4361 -4,4484 -4,4374 -4,3959 -4,3139 -4,1659 -3,9211 -3,5937 -3,2644 -3,0331 -2,9595 -3,0389 -3,2172 -3,4080 -3,5020 -3,4283 -3,2427 -3,1233 -3,2598 -3,7237 -4,3990 -5,0332 -5,4001 -5,4309 -5,1975 -4,8196 -4,4168 -4,0916 -3,9085 -3,8906 -4,0085 -4,1589 -4,2126 -4,1120 -3,8852 -3,5953 -3,3418 -3,2654 -3,4527 -3,8281 -4,1835 -4,3256 -4,2091 -3,9495 -3,6947 -3,4921 -3,3119 -3,1606 -3,1095 -3,2535 -3,6689 -4,3498 -5,1482 -5,7996 -6,0530 -5,8170 -5,1873 -4,3581 -3,5538 -2,9901 -2,7924 -2,9455 -3,3443 -3,8613 -4,3656 -4,7398 -4,9019 -4,8032 -4,4244 -3,7977 -3,0358 -2,3396 -1,9484 -2,0336 -2,6039 -3,4836 -4,3855 -5,0352 -5,2674 -5,0788 -4,6279 -4,1332 -3,7355 -3,4585 -3,2530 -3,0411 -2,7620 -2,4112 -2,0254 -1,6518 -1,3736 -1,3119 -1,5335 -1,9804 -2,5254 -3,0468 -3,4293 -3,5753 -3,4704 -3,2150 -2,9582 -2,7867 -2,6851 -2,5817 -2,4026 -2,1151 -1,7712 -1,5012 -1,4256 -1,5534 -1,7806 -1,9922 -2,1423 -2,2359 -2,2639 -2,1948 -2,0441 -1,9218 -1,9605 -2,2054 -2,5895 -2,9835 -3,2685 -3,3978 -3,3898 -3,2663 -3,0400 -2,7562 -2,4983 -2,3374 -2,2898 -2,3335 -2,4685 -2,7260 -3,0930 -3,4549 -3,6414 -3,5205 -3,0634 -2,3653 -1,6187 -1,0314 -0,7316 -0,7226 -0,9176 -1,2167 -1,5755 -2,0258 -2,6149 -3,2960 -3,8863 -4,1621 -4,0012 -3,4351 -2,6010 -1,6460 -0,6534 0,3196 1,1441 1,6165 1,5705 0,9878 0,0123 -1,1252 -2,2100 -3,1211 -3,8363 -4,3646 -4,6668 -4,6474 -4,2361 -3,4732 -2,5160 -1,5688 -0,7796 -0,1823 0,2614 0,5858 0,8140 1,0127 1,3212 1,8672 2,6225 3,3577 3,7451 3,4965 2,4585 0,6764 -1,6007 -4,0166 -6,2343 -8,0026 -9,1709 -9,6669 -9,4514 -8,5203 -6,9684 -5,0175 -2,9748 -1,1608 0,1702 0,8815 0,9664 0,5340 -0,2516 -1,2407 -2,2985 -3,2604 -3,9454 -4,2552 -4,2570 -4,1199 -3,9519 -3,7300 -3,3859 -2,9236 -2,4374 -2,0282 -1,7284 -1,4987 -1,2758 -1,0393 -0,8508 -0,8234 -1,0312 -1,4204 -1,8228 -2,0838 -2,1568 -2,0845 -1,9518 -1,8480 -1,8134 -1,7912 -1,6522 -1,3017 -0,7661 -0,1811 0,2759 0,4428 0,2248 -0,3539 -1,1593 -2,0293 -2,8501 -3,5501 -4,0489 -4,2815 -4,2636 -4,0662 -3,7447 -3,3442 -2,9528 -2,7031 -2,6895 -2,8871 -3,1655 -3,3679 -3,3802 -3,1755 -2,8237 -2,4507 -2,1692 -2,0239 -1,9998 -2,0820 -2,2897 -2,6391 -3,0703 -3,4278 -3,5513 -3,3822 -2,9763 -2,4584 -1,9872 -1,7089 -1,6892 -1,8998 -2,2944 -2,8646 -3,6031 -4,4498 -5,2924 -6,0196 -6,5907 -7,0460 -7,4336 -7,7352 -7,8590 -7,6901 -7,1668 -6,3474 -5,4005 -4,5143 -3,8097 -3,3294 -3,0953 -3,1490 -3,4947 -4,0054 -4,4458 -4,6472 -4,6782 -4,8107 -5,2618 -5,9534 -6,5384 -6,6506 -6,1297 -5,0799 -3,7959 -2,6146 -1,7577 -1,2709 -1,0954 -1,1708 -1,4426 -1,8121 -2,1551 -2,3890 -2,4799 -2,3976 -2,1115 -1,6468 -1,0868 -0,4977 0,0900 0,6304 1,0562 1,3163 1,3667 1,1332 0,5442 -0,3843 -1,5258 -2,7166 -3,8291 -4,7679 -5,4363 -5,7754 -5,8255 -5,6856 -5,4277 -5,0908 -4,7245 -4,3904 -4,1277 -3,9403 -3,8326 -3,8467 -4,0413 -4,4442 -5,0588 -5,8929 -6,9307 -8,0823 -9,1770 -9,9886 -10,2975 -10,0040 -9,2094 -8,1813 -7,2302 -6,5906 -6,3582 -6,4785 -6,7926 -7,1265 -7,3670 -7,5090 -7,6651 -7,9728 -8,4614 -9,0217 -9,4869 -9,7346 -9,7568 -9,6407 -9,4561 -9,1734 -8,7115 -8,0443 -7,2476 -6,4778 -5,9143 -5,6631 -5,6828 -5,8388 -6,0405 -6,2801
Fz    -1,6546 -1,9767 -2,1631 -2,1711 -2,0014 -1,7122 -1,3990 -1,1414 -0,9674 -0,8648 -0,8066 -0,7630 -0,7068 -0,6214 -0,5035 -0,3544 -0,1695 0,0617 0,3480 0,6826 1,0396 1,3897 1,7166 2,0128 2,2625 2,4350 2,4890 2,3890 2,1237 1,7177 1,2336 0,7586 0,3782 0,1445 0,0542 0,0525 0,0649 0,0398 -0,0326 -0,1296 -0,2111 -0,2315 -0,1690 -0,0589 0,0107 -0,0438 -0,2393 -0,5185 -0,7946 -0,9991 -1,1054 -1,1232 -1,0711 -0,9552 -0,7714 -0,5145 -0,1877 0,1888 0,5728 0,9045 1,1251 1,2099 1,1854 1,1055 1,0114 0,9141 0,8138 0,7173 0,6283 0,5339 0,4073 0,2239 -0,0164 -0,2753 -0,4950 -0,6405 -0,7239 -0,7837 -0,8509 -0,9448 -1,0805 -1,2538 -1,4356 -1,5987 -1,7410 -1,8705 -1,9787 -2,0350 -2,0043 -1,8691 -1,6327 -1,3071 -0,9128 -0,4884 -0,0840 0,2578 0,5077 0,6433 0,6489 0,5242 0,2886 -0,0285 -0,3954 -0,7803 -1,1566 -1,5117 -1,8417 -2,1365 -2,3710 -2,5121 -2,5317 -2,4192 -2,1884 -1,8717 -1,5131 -1,1687 -0,8964 -0,7280 -0,6553 -0,6436 -0,6533 -0,6513 -0,6058 -0,4787 -0,2452 0,0766 0,4341 0,7837 1,1219 1,4792 1,8886 2,3538 2,8433 3,3074 3,6998 3,9871 4,1483 4,1759 4,0827 3,9032 3,6820 3,4557 3,2469 3,0703 2,9386 2,8622 2,8500 2,9061 3,0193 3,1634 3,3128 3,4573 3,6059 3,7788 4,0009 4,3001 4,6950 5,1687 5,6687 6,1420 6,5645 6,9388 7,2747 7,5739 7,8265 8,0181 8,1399 8,1940 8,1909 8,1431 8,0622 7,9617 7,8611 7,7904 7,7792 7,8263 7,8831 7,8773 7,7530 7,4961 7,1352 6,7209 6,2991 5,9012 5,5490 5,2558 5,0235 4,8413 4,6910 4,5572 4,4369 4,3377 4,2665 4,2189 4,1805 4,1370 4,0750 3,9718 3,7981 3,5347 3,1751 2,7219 2,2043 1,6898 1,2578 0,9566 0,7875 0,7222 0,7227 0,7507 0,7749 0,7801 0,7688 0,7547 0,7557 0,7913 0,8785 1,0122 1,1472 1,2161 1,1767 1,0405 0,8495 0,6326 0,3909 0,1079 -0,2323 -0,6264 -1,0465 -1,4521 -1,7965 -2,0323 -2,1269 -2,0804 -1,9237 -1,7029 -1,4718 -1,2822 -1,1665 -1,1328 -1,1677 -1,2339 -1,2790 -1,2608 -1,1642 -1,0025 -0,8117 -0,6387 -0,5225 -0,4765 -0,4784 -0,4725 -0,4027 -0,2596 -0,0804 0,0989 0,2682 0,4337 0,6036 0,7715 0,9014 0,9501 0,9070 0,8011 0,6775 0,5790 0,5429 0,5822 0,6589 0,6997 0,6557 0,5443 0,4314 0,3763 0,3877 0,4281 0,4519 0,4314 0,3592 0,2455 0,1162 0,0027 -0,0686 -0,0807 -0,0346 0,0463 0,1279 0,1799 0,1784 0,1064 -0,0371 -0,2254 -0,4054 -0,5194 -0,5291 -0,4320 -0,2672 -0,0963 0,0403 0,1475 0,2495 0,3532 0,4544 0,5653 0,7130 0,9131 1,1609 1,4430 1,7470 2,0564 2,3483 2,6033 2,8124 2,9701 3,0652 3,0779 2,9829 2,7574 2,4059 1,9850 1,5962 1,3385 1,2623 1,3590 1,5862 1,9010 2,2616 2,6081 2,8700 2,9993 2,9874 2,8535 2,6250 2,3291 1,9968 1,6609 1,3418 1,0466 0,7891 0,6026 0,5286 0,5975 0,8120 1,1357 1,4990 1,8175 2,0113 2,0291 1,8742 1,6044 1,3020 1,0443 0,8883 0,8611 0,9497 1,0996 1,2288 1,2592 1,1581 0,9641 0,7685 0,6584 0,6758 0,8186 1,0500 1,3104 1,5516 1,7612 1,9406 2,0684 2,1034 2,0252 1,8597 1,6640 1,4931 1,3706 1,2824 1,2006 1,1141 1,0349 0,9806 0,9543 0,9376 0,9042 0,8426 0,7618 0,6762 0,5960 0,5229 0,4486 0,3613 0,2563 0,1381 0,0202 -0,0710 -0,1033 -0,0570 0,0686 0,2587 0,4850 0,7169 0,9355 1,1278 1,2809 1,3939 1,4812 1,5557 1,6166 1,6472 1,6200 1,5140 1,3299 1,0913 0,8361 0,6016 0,4133 0,2845 0,2205 0,2156 0,2470 0,2761 0,2623 0,1827 0,0409 -0,1389 -0,3305 -0,5165 -0,6821 -0,8062 -0,8655 -0,8382 -0,7051 -0,4545 -0,0983 0,3226 0,7569 1,1656 1,5192 1,7843 1,9319 1,9590 1,9024 1,8281 1,8029 1,8655 2,0050 2,1604 2,2502 2,2076 2,0003 1,6383 1,1707 0,6717 0,2222 -0,1134 -0,3073 -0,3689 -0,3341 -0,2563 -0,1848 -0,1438 -0,1375 -0,1649 -0,2195 -0,2833 -0,3314 -0,3467 -0,3304 -0,2984 -0,2685 -0,2457 -0,2172 -0,1652 -0,0854 0,0065 0,0776 0,0912 0,0295 -0,0829 -0,1769 -0,1752 -0,0410 0,2086 0,5242 0,8464 1,1166 1,2888 1,3476 1,3160 1,2384 1,1472 1,0466 0,9307 0,8077 0,6979 0,6131 0,5432 0,4574 0,3212 0,1203 -0,1314 -0,4113 -0,7014 -0,9704 -1,1639 -1,2322 -1,1614 -0,9731 -0,7052 -0,3922 -0,0613 0,2556 0,5130 0,6588 0,6517 0,4780 0,1599 -0,2475 -0,6648 -1,0027 -1,1894 -1,1965 -1,0445 -0,7842 -0,4677 -0,1192 0,2724 0,7282 1,2398 1,7619 2,2468 2,6715 3,0211 3,2671 3,3833 3,3730 3,2702 3,1212 2,9688 2,8417 2,7459 2,6707 2,6102 2,5771 2,5865 2,6206 2,6210 2,5236 2,3021 1,9756 1,5874 1,1828 0,7934 0,4353 0,1224 -0,1339 -0,3438 -0,5373 -0,7408 -0,9674 -1,2160 -1,4571 -1,6393 -1,7259 -1,7180 -1,6497 -1,5750 -1,5434 -1,5832 -1,7080 -1,9284 -2,2449 -2,6339 -3,0413 -3,3942 -3,6330 -3,7434 -3,7570 -3,7187 -3,6548 -3,5652 -3,4354 -3,2670 -3,1101 -3,0421 -3,1002 -3,2482 -3,4083 -3,5003 -3,4669 -3,2972 -3,0354 -2,7501 -2,4884 -2,2558 -2,0262 -1,7640 -1,4444 -1,0615 -0,6269
F3    -1,7779 -1,8530 -1,7734 -1,5147 -1,1057 -0,6370 -0,2244 0,0257 0,0345 -0,2277 -0,7217 -1,3401 -1,9430 -2,4024 -2,6316 -2,5911 -2,2807 -1,7431 -1,0605 -0,3142 0,4628 1,2842 2,1546 3,0168 3,7558 4,2342 4,3155 3,8957 2,9629 1,6345 0,1415 -1,2270 -2,2095 -2,6587 -2,5756 -2,0791 -1,3323 -0,4684 0,4207 1,2462 1,9049 2,3019 2,3809 2,1387 1,6314 0,9692 0,2778 -0,3509 -0,8718 -1,2748 -1,5841 -1,8459 -2,0796 -2,2323 -2,2148 -1,9841 -1,5535 -0,9396 -0,1573 0,7380 1,6373 2,4068 2,9269 3,1147 2,9402 2,4389 1,7048 0,8707 0,0863 -0,5187 -0,8802 -1,0144 -0,9912 -0,8799 -0,7015 -0,4401 -0,1095 0,2214 0,4698 0,5737 0,5013 0,2628 -0,1012 -0,5532 -1,0629 -1,5822 -2,0309 -2,3229 -2,4086 -2,2801 -1,9544 -1,4891 -0,9960 -0,5896 -0,3072 -0,0908 0,1462 0,4332 0,7174 0,9053 0,9195 0,7330 0,3698 -0,1267 -0,7196 -1,3677 -2,0070 -2,5593 -2,9634 -3,1867 -3,2196 -3,0775 -2,7864 -2,3499 -1,7617 -1,0578 -0,3396 0,2540 0,6093 0,6957 0,5620 0,2870 -0,0540 -0,4007 -0,7075 -0,9342 -1,0415 -1,0117 -0,8572 -0,5782 -0,1295 0,5195 1,2967 2,0375 2,5814 2,8522 2,8754 2,7499 2,5997 2,5429 2,6807 3,0431 3,5214 3,9044 4,0180 3,8240 3,4102 2,9148 2,4530 2,0920 1,8733 1,8243 1,9397 2,1779 2,5020 2,9188 3,4639 4,1461 4,9037 5,6109 6,1396 6,4342 6,5392 6,5642 6,6172 6,7538 6,9585 7,1477 7,2033 7,0369 6,6505 6,1466 5,6674 5,3138 5,1033 4,9846 4,8891 4,7793 4,6636 4,5727 4,5263 4,5338 4,6138 4,7891 5,0626 5,4017 5,7268 5,9153 5,8483 5,4756 4,8440 4,0740 3,3059 2,6501 2,1661 1,8664 1,7313 1,7225 1,7929 1,8766 1,8765 1,6850 1,2331 0,5314 -0,3272 -1,1958 -1,9088 -2,3211 -2,3603 -2,0494 -1,4801 -0,7612 0,0273 0,8329 1,5823 2,1760 2,5396 2,6402 2,4689 2,0557 1,4983 0,9295 0,4374 0,0110 -0,4512 -1,0565 -1,8060 -2,5649 -3,1481 -3,4311 -3,3962 -3,1088 -2,6645 -2,1538 -1,6344 -1,1139 -0,5847 -0,0826 0,3134 0,5292 0,5216 0,2755 -0,1944 -0,8348 -1,5575 -2,2450 -2,7492 -2,9283 -2,7346 -2,2630 -1,6722 -1,0612 -0,4481 0,1545 0,7071 1,1882 1,6111 1,9793 2,2619 2,4177 2,4283 2,3176 2,1451 1,9655 1,7993 1,6597 1,5789 1,5617 1,5309 1,3615 0,9669 0,3783 -0,2331 -0,6396 -0,7057 -0,4681 -0,0808 0,3082 0,6278 0,8628 1,0088 1,0659 1,0602 1,0457 1,0658 1,1256 1,2156 1,3352 1,4669 1,5546 1,5442 1,4416 1,3181 1,2610 1,3083 1,4221 1,5272 1,5645 1,5110 1,3800 1,2169 1,0729 0,9812 0,9660 1,0456 1,2042 1,3716 1,4733 1,5142 1,6008 1,8696 2,3887 3,1102 3,8881 4,5304 4,8710 4,8408 4,4724 3,8482 3,0795 2,3284 1,7826 1,5581 1,6223 1,8323 2,0641 2,2848 2,5032 2,6957 2,8088 2,8129 2,7278 2,5792 2,3530 2,0188 1,5937 1,1673 0,8683 0,7974 0,9783 1,3540 1,8173 2,2679 2,6609 2,9931 3,2486 3,3740 3,3014 2,9970 2,4884 1,8515 1,1876 0,6066 0,1862 -0,0665 -0,1941 -0,2189 -0,1057 0,1918 0,6628 1,2448 1,8692 2,4777 3,0039 3,3537 3,4284 3,2009 2,7651 2,2838 1,8818 1,6034 1,4638 1,4893 1,6778 1,9577 2,2335 2,4643 2,6589 2,8108 2,8848 2,8610 2,7555 2,6048 2,4419 2,2700 2,0586 1,7844 1,4705 1,1692 0,9150 0,6968 0,4636 0,1614 -0,2148 -0,6003 -0,8790 -0,9204 -0,6441 -0,0764 0,6595 1,4187 2,0989 2,6428 3,0107 3,1766 3,1408 2,9301 2,5815 2,1327 1,6309 1,1374 0,7118 0,3955 0,2037 0,1297 0,1668 0,3204 0,5998 0,9972 1,4654 1,9111 2,2208 2,3100 2,1430 1,7160 1,0598 0,2595 -0,5635 -1,2937 -1,8388 -2,1200 -2,0701 -1,6521 -0,8965 0,0702 1,0622 1,9183 2,5491 2,9184 3,0207 2,8954 2,6333 2,3384 2,0820 1,8879 1,7449 1,6164 1,4436 1,1837 0,8551 0,5215 0,2421 0,0561 -0,0126 0,0303 0,1443 0,2925 0,4633 0,6282 0,7229 0,6961 0,5551 0,3724 0,2481 0,2323 0,2860 0,3300 0,3111 0,2265 0,1150 0,0447 0,0938 0,2995 0,6079 0,9037 1,0938 1,1519 1,1064 1,0068 0,9042 0,8522 0,8951 1,0385 1,2505 1,4942 1,7378 1,9387 2,0399 1,9931 1,7881 1,4644 1,0965 0,7556 0,4752 0,2533 0,0837 -0,0227 -0,0616 -0,0772 -0,1523 -0,3500 -0,6831 -1,1198 -1,5940 -2,0341 -2,3911 -2,6112 -2,6070 -2,2959 -1,6605 -0,7714 0,2305 1,1876 1,9737 2,5022 2,7195 2,6170 2,2369 1,6609 0,9950 0,3494 -0,1979 -0,6225 -0,9226 -1,0655 -0,9817 -0,6112 0,0476 0,9230 1,8966 2,8417 3,6287 4,1256 4,2444 3,9978 3,5040 2,9310 2,4225 2,0500 1,8114 1,6667 1,5824 1,5579 1,6404 1,9207 2,4541 3,1392 3,7186 3,9412 3,7151 3,1267 2,3639 1,6083 0,9610 0,4384 0,0173 -0,3182 -0,5549 -0,6802 -0,7280 -0,7630 -0,8123 -0,8331 -0,7599 -0,5781 -0,3513 -0,1823 -0,1629 -0,3518 -0,7575 -1,3209 -1,9258 -2,4376 -2,7513 -2,8428 -2,7980 -2,7790 -2,9338 -3,2957 -3,7390 -4,0428 -4,0409 -3,7408 -3,3130 -2,9696 -2,8262 -2,8391 -2,8598 -2,7540 -2,4748 -2,0590 -1,6111 -1,2737 -1,1392 -1,1679 -1,2200 -1,1690 -0,9537 -0,5446 0,0566
F7    -0,0813 -0,5639 -1,1107 -1,5988 -1,9250 -2,0417 -1,9572 -1,6907 -1,2604 -0,7214 -0,1707 0,2989 0,6254 0,7706 0,7299 0,5596 0,3590 0,2044 0,1097 0,0499 0,0033 -0,0369 -0,0716 -0,0992 -0,1111 -0,0974 -0,0581 -0,0014 0,0609 0,1166 0,1652 0,2354 0,3768 0,6150 0,9148 1,1898 1,3503 1,3441 1,1597 0,8282 0,4414 0,1411 0,0513 0,1891 0,4254 0,5567 0,4525 0,1338 -0,2683 -0,5927 -0,7142 -0,5885 -0,2631 0,1556 0,5612 0,8900 1,1169 1,2281 1,2193 1,1092 0,9279 0,6965 0,4276 0,1342 -0,1671 -0,4448 -0,6367 -0,6617 -0,4563 -0,0122 0,5960 1,2185 1,6868 1,8799 1,7634 1,3791 0,8001 0,1030 -0,6246 -1,2837 -1,7827 -2,0602 -2,1074 -1,9706 -1,7129 -1,3692 -0,9480 -0,4704 0,0095 0,4163 0,6774 0,7501 0,6327 0,3497 -0,0595 -0,5307 -0,9708 -1,2808 -1,3978 -1,3202 -1,0968 -0,7997 -0,5073 -0,2921 -0,1968 -0,2067 -0,2514 -0,2465 -0,1584 -0,0422 -0,0102 -0,1449 -0,4438 -0,8378 -1,2430 -1,6023 -1,9057 -2,1858 -2,4915 -2,8455 -3,2136 -3,5151 -3,6480 -3,5019 -3,0002 -2,1671 -1,1488 -0,1576 0,6254 1,1185 1,3419 1,3673 1,2680 1,1039 0,9304 0,7985 0,7446 0,7788 0,8729 0,9618 0,9756 0,8856 0,7343 0,6319 0,6971 0,9735 1,4041 1,8814 2,3112 2,6455 2,8811 3,0372 3,1361 3,2000 3,2561 3,3475 3,5276 3,8182 4,1742 4,5153 4,7915 4,9900 5,0939 5,0751 4,9217 4,6564 4,3392 4,0458 3,8274 3,6868 3,5935 3,5259 3,5063 3,5906 3,8068 4,1060 4,3867 4,5740 4,6783 4,7841 4,9711 5,2282 5,4308 5,4081 5,0547 4,4037 3,6084 2,8542 2,2686 1,8844 1,6547 1,4910 1,3195 1,1346 0,9991 0,9815 1,0977 1,3048 1,5291 1,7021 1,7785 1,7381 1,5935 1,3953 1,2048 1,0427 0,8739 0,6515 0,3638 0,0384 -0,2739 -0,5144 -0,6411 -0,6547 -0,5876 -0,4636 -0,2849 -0,0619 0,1725 0,3876 0,5726 0,7308 0,8677 0,9803 1,0451 1,0084 0,8043 0,3964 -0,2015 -0,9303 -1,6853 -2,3196 -2,6841 -2,6953 -2,3787 -1,8562 -1,2931 -0,8395 -0,5888 -0,5584 -0,6971 -0,9250 -1,1819 -1,4375 -1,6646 -1,8217 -1,8681 -1,7829 -1,5618 -1,2086 -0,7491 -0,2448 0,2220 0,5784 0,7872 0,8539 0,8044 0,6530 0,3916 0,0064 -0,4917 -1,0416 -1,5372 -1,8658 -1,9565 -1,8021 -1,4457 -0,9734 -0,5175 -0,2195 -0,1563 -0,2959 -0,5118 -0,6425 -0,5801 -0,3336 0,0000 0,3261 0,6040 0,8340 1,0231 1,1500 1,1489 0,9459 0,5176 -0,0724 -0,6778 -1,1234 -1,2940 -1,1995 -0,9595 -0,7134 -0,5279 -0,3719 -0,1550 0,2050 0,7166 1,2935 1,8052 2,1531 2,2903 2,2025 1,9225 1,5517 1,2222 1,0293 1,0030 1,1178 1,3110 1,4989 1,6082 1,6265 1,6154 1,6502 1,7467 1,8387 1,8088 1,5526 1,0422 0,3514 -0,3621 -0,9025 -1,1025 -0,8914 -0,3309 0,4098 1,1222 1,6301 1,8359 1,7336 1,4039 0,9933 0,6619 0,5197 0,6010 0,8737 1,2522 1,6230 1,8860 1,9794 1,8932 1,6716 1,3813 1,0736 0,7842 0,5392 0,3572 0,2667 0,3060 0,4807 0,7332 0,9759 1,1590 1,3105 1,5051 1,7834 2,0929 2,3074 2,3134 2,0941 1,7413 1,3953 1,1756 1,1388 1,2493 1,3952 1,4719 1,4491 1,3531 1,2061 1,0036 0,7434 0,4624 0,2273 0,0917 0,0646 0,1122 0,1880 0,2814 0,4338 0,6853 1,0132 1,3363 1,5717 1,6809 1,6713 1,5723 1,4253 1,2836 1,2067 1,2510 1,4547 1,8150 2,2603 2,6392 2,7623 2,4983 1,8552 0,9878 0,1282 -0,5177 -0,8524 -0,9060 -0,7981 -0,6591 -0,5454 -0,4076 -0,1490 0,2685 0,7659 1,2003 1,4635 1,5257 1,4089 1,1414 0,7480 0,2718 -0,2103 -0,6005 -0,8085 -0,7764 -0,4953 -0,0174 0,5405 1,0373 1,3717 1,5175 1,5231 1,4888 1,5154 1,6419 1,8181 1,9407 1,9195 1,7221 1,3901 1,0171 0,6900 0,4490 0,3065 0,2777 0,3744 0,5863 0,8822 1,2180 1,5238 1,6959 1,6383 1,3247 0,8073 0,1874 -0,4084 -0,8588 -1,0898 -1,0878 -0,8734 -0,4732 0,0699 0,6628 1,1704 1,4685 1,4958 1,2763 0,9047 0,5072 0,2074 0,1015 0,2247 0,5233 0,8648 1,1034 1,1654 1,0737 0,8943 0,6818 0,4656 0,2525 0,0391 -0,1467 -0,2131 -0,0478 0,3956 1,0474 1,7412 2,2935 2,5837 2,5812 2,3262 1,8964 1,3775 0,8538 0,3894 -0,0077 -0,3959 -0,8664 -1,4890 -2,2547 -3,0534 -3,7084 -4,0336 -3,8934 -3,2772 -2,3391 -1,3312 -0,4652 0,1747 0,6128 0,9123 1,1161 1,2285 1,2306 1,1035 0,8283 0,3851 -0,2118 -0,8663 -1,4099 -1,6721 -1,5518 -1,0479 -0,2539 0,6716 1,5561 2,2619 2,7086 2,8843 2,8524 2,7193 2,5645 2,4167 2,2891 2,2040 2,1753 2,1873 2,2040 2,2103 2,2329 2,3117 2,4698 2,7059 2,9758 3,1808 3,2184 3,0506 2,7081 2,2638 1,8242 1,5079 1,3891 1,4504 1,5933 1,6913 1,6460 1,4318 1,1165 0,8264 0,6630 0,6430 0,7043 0,7460 0,6647 0,3924 -0,0686 -0,6525 -1,2707 -1,8445 -2,3085 -2,6032 -2,6936 -2,6055 -2,4275 -2,2745 -2,2340 -2,3132 -2,4444 -2,5600 -2,6467 -2,7265 -2,8154 -2,9173 -3,0289 -3,1209 -3,1416 -3,0749 -2,9759 -2,9282 -2,9825 -3,1310 -3,3118 -3,4322 -3,4150 -3,2393 -2,9272 -2,4984 -1,9594 -1,3327 -0,6783 -0,0886 0,3402 0,5460
