Fp1   -1,9164 -1,9429 -1,8666 -1,7168 -1,5189 -1,2877 -1,0413 -0,8079 -0,6106 -0,4502 -0,3006 -0,1211 0,1184 0,4214 0,7712 1,1413 1,4978 1,8024 2,0225 2,1408 2,1576 2,0867 1,9520 1,7782 1,5772 1,3476 1,0911 0,8189 0,5474 0,2978 0,0958 -0,0423 -0,1253 -0,1850 -0,2566 -0,3616 -0,5013 -0,6536 -0,7805 -0,8482 -0,8472 -0,7911 -0,6995 -0,5920 -0,4940 -0,4369 -0,4463 -0,5301 -0,6714 -0,8220 -0,8993 -0,8065 -0,4760 0,0901 0,8128 1,5728 2,2671 2,8379 3,2682 3,5719 3,7846 3,9542 4,1308 4,3480 4,6017 4,8431 4,9979 5,0072 4,8636 4,6127 4,3252 4,0643 3,8595 3,6909 3,4981 3,2171 2,8181 2,3168 1,7598 1,2025 0,6960 0,2778 -0,0398 -0,2802 -0,4948 -0,7401 -1,0486 -1,4042 -1,7448 -1,9945 -2,0923 -1,9992 -1,6955 -1,1828 -0,4928 0,3028 1,0998 1,7949 2,3245 2,6811 2,8921 2,9847 2,9709 2,8599 2,6728 2,4431 2,2080 2,0019 1,8603 1,8121 1,8644 1,9993 2,1846 2,3859 2,5744 2,7299 2,8397 2,9029 2,9312 2,9408 2,9436 2,9459 2,9509 2,9593 2,9649 2,9517 2,9036 2,8232 2,7383 2,6851 2,6883 2,7606 2,9159 3,1750 3,5552 4,0545 4,6556 5,3477 6,1367 7,0286 8,0109 9,0561 10,1327 11,2017 12,2041 13,0629 13,7101 14,1176 14,3017 14,3034 14,1687 13,9421 13,6540 13,3078 12,8843 12,3645 11,7443 11,0371 10,2752 9,5054 8,7779 8,1320 7,5825 7,1167 6,7024 6,2967 5,8648 5,4083 4,9738 4,6268 4,4167 4,3602 4,4455 4,6461 4,9291 5,2574 5,5954 5,9149 6,1955 6,4226 6,5873 6,6830 6,7074 6,6677 6,5780 6,4523 6,3030 6,1418 5,9722 5,7875 5,5837 5,3692 5,1614 4,9767 4,8259 4,7118 4,6293 4,5663 4,5035 4,4158 4,2780 4,0784 3,8284 3,5541 3,2754 3,0020 2,7534 2,5627 2,4510 2,4084 2,4046 2,4087 2,3998 2,3755 2,3507 2,3437 2,3580 2,3777 2,3730 2,3077 2,1501 1,8926 1,5660 1,2299 0,9449 0,7467 0,6343 0,5775 0,5414 0,5087 0,4826 0,4713 0,4693 0,4551 0,4062 0,3186 0,2121 0,1165 0,0560 0,0469 0,0959 0,1996 0,3549 0,5611 0,8063 1,0610 1,2869 1,4495 1,5289 1,5252 1,4533 1,3395 1,2231 1,1492 1,1484 1,2165 1,3105 1,3681 1,3426 1,2279 1,0547 0,8586 0,6511 0,4156 0,1233 -0,2504 -0,7086 -1,2202 -1,7253 -2,1606 -2,4867 -2,7001 -2,8269 -2,9038 -2,9626 -3,0268 -3,1118 -3,2161 -3,3157 -3,3776 -3,3766 -3,2963 -3,1286 -2,8800 -2,5745 -2,2509 -1,9582 -1,7385 -1,6015 -1,5168 -1,4281 -1,2757 -1,0243 -0,6821 -0,2967 0,0644 0,3374 0,4839 0,5018 0,4164 0,2609 0,0685 -0,1238 -0,2808 -0,3860 -0,4521 -0,5127 -0,5983 -0,7163 -0,8495 -0,9718 -1,0611 -1,0987 -1,0661 -0,9500 -0,7535 -0,5020 -0,2296 0,0475 0,3389 0,6516 0,9640 1,2382 1,4569 1,6469 1,8658 2,1652 2,5628 3,0429 3,5747 4,1219 4,6469 5,1248 5,5570 5,9599 6,3442 6,7094 7,0437 7,3187 7,4951 7,5491 7,4948 7,3784 7,2497 7,1350 7,0227 6,8762 6,6643 6,3873 6,0783 5,7856 5,5503 5,3886 5,2793 5,1692 5,0017 4,7496 4,4255 4,0653 3,7136 3,4250 3,2623 3,2728 3,4592 3,7693 4,1191 4,4368 4,6904 4,8797 5,0079 5,0713 5,0732 5,0338 4,9789 4,9351 4,9365 5,0187 5,1970 5,4605 5,7893 6,1686 6,5814 6,9915 7,3447 7,5853 7,6722 7,5864 7,3324 6,9379 6,4539 5,9533 5,5221 5,2323 5,1098 5,1265 5,2247 5,3481 5,4607 5,5456 5,5900 5,5758 5,4887 5,3284 5,1027 4,8212 4,5042 4,1891 3,9207 3,7347 3,6549 3,6952 3,8555 4,1244 4,4877 4,9311 5,4312 5,9453 6,4114 6,7678 6,9806 7,0531 7,0095 6,8752 6,6720 6,4215 6,1486 5,8867 5,6782 5,5622 5,5546 5,6404 5,7859 5,9543 6,1187 6,2657 6,3902 6,4969 6,6032 6,7256 6,8557 6,9591 7,0052 6,9975 6,9682 6,9463 6,9366 6,9219 6,8831 6,8233 6,7746 6,7805 6,8747 7,0764 7,3869 7,7785 8,1911 8,5517 8,8046 8,9319 8,9486 8,8918 8,8181 8,7909 8,8442 8,9570 9,0634 9,0881 8,9855 8,7590 8,4480 8,0977 7,7416 7,4057 7,1148 6,8819 6,6850 6,4689 6,1872 5,8436 5,4867 5,1765 4,9587 4,8615 4,8990 5,0672 5,3385 5,6657 5,9954 6,2895 6,5354 6,7372 6,8957 6,9963 7,0098 6,9100 6,6877 6,3481 5,9095 5,4107 4,9045 4,4377 4,0395 3,7187 3,4601 3,2270 2,9769 2,6870 2,3707 2,0750 1,8624 1,7871 1,8828 2,1610 2,6113 3,2067 3,9232 4,7582 5,7222 6,8107 7,9878 9,1932 10,3579 11,4178 12,3330 13,0992 13,7381 14,2670 14,6797 14,9572 15,0904 15,0841 14,9438 14,6736 14,2887 13,8225 13,3199 12,8262 12,3781 11,9941 11,6729 11,4001 11,1561 10,9213 10,6768 10,3995 10,0630 9,6496 9,1615 8,6209 8,0670 7,5483 7,1094 6,7821 6,5877 6,5412 6,6472 6,8887 7,2170 7,5555 7,8196 7,9463 7,9123 7,7312 7,4275 7,0127 6,4860 5,8515 5,1267 4,3420 3,5385 2,7676 2,0885 1,5507 1,1699 0,9179 0,7401 0,5831 0,4128 0,2204 0,0259 -0,1276 -0,1949 -0,1574 -0,0361 0,1245 0,2834 0,4141 0,5044 0,5586 0,5957 0,6328 0,6722 0,7013 0,7013 0,6512 0,5370 0,3622 0,1498 -0,0702 -0,2702
Fz    -2,2059 -2,4168 -2,5692 -2,6604 -2,6905 -2,6575 -2,5646 -2,4238 -2,2451 -2,0223 -1,7342 -1,3643 -0,9214 -0,4448 0,0100 0,3925 0,6714 0,8408 0,9179 0,9361 0,9347 0,9462 0,9864 1,0534 1,1312 1,1981 1,2382 1,2424 1,2016 1,1107 0,9787 0,8253 0,6710 0,5321 0,4199 0,3394 0,2951 0,3012 0,3780 0,5300 0,7274 0,9152 1,0443 1,0947 1,0747 1,0047 0,9040 0,7888 0,6788 0,6059 0,6237 0,7992 1,1790 1,7530 2,4490 3,1647 3,8082 4,3159 4,6546 4,8291 4,8860 4,8953 4,9187 4,9885 5,1025 5,2286 5,3147 5,3084 5,1814 4,9405 4,6213 4,2712 3,9256 3,5841 3,2100 2,7570 2,2016 1,5597 0,8804 0,2259 -0,3429 -0,7754 -1,0440 -1,1610 -1,1802 -1,1763 -1,2107 -1,3013 -1,4159 -1,4939 -1,4752 -1,3163 -0,9978 -0,5303 0,0464 0,6689 1,2610 1,7510 2,0901 2,2670 2,2979 2,2024 1,9893 1,6629 1,2380 0,7509 0,2560 -0,1835 -0,5054 -0,6630 -0,6421 -0,4697 -0,2110 0,0470 0,2236 0,2707 0,1813 -0,0177 -0,2768 -0,5429 -0,7791 -0,9708 -1,1208 -1,2402 -1,3419 -1,4383 -1,5389 -1,6416 -1,7288 -1,7787 -1,7802 -1,7324 -1,6341 -1,4767 -1,2439 -0,9135 -0,4577 0,1522 0,9359 1,8944 3,0111 4,2578 5,5962 6,9697 8,3006 9,5032 10,5071 11,2803 11,8374 12,2211 12,4751 12,6320 12,7085 12,6985 12,5776 12,3200 11,9154 11,3787 10,7508 10,0908 9,4593 8,9012 8,4373 8,0667 7,7705 7,5102 7,2382 6,9288 6,6016 6,3121 6,1218 6,0727 6,1786 6,4324 6,8139 7,2894 7,8127 8,3375 8,8279 9,2565 9,6002 9,8425 9,9789 10,0169 9,9671 9,8380 9,6405 9,3923 9,1170 8,8453 8,6127 8,4445 8,3431 8,2925 8,2722 8,2632 8,2512 8,2271 8,1822 8,1039 7,9827 7,8204 7,6286 7,4197 7,2015 6,9818 6,7809 6,6332 6,5639 6,5690 6,6160 6,6645 6,6852 6,6647 6,5957 6,4657 6,2611 5,9808 5,6441 5,2829 4,9270 4,5993 4,3211 4,1103 3,9712 3,8871 3,8261 3,7515 3,6353 3,4687 3,2650 3,0472 2,8299 2,6133 2,3894 2,1515 1,8981 1,6308 1,3582 1,1008 0,8833 0,7225 0,6280 0,6026 0,6319 0,6822 0,7086 0,6689 0,5399 0,3268 0,0581 -0,2223 -0,4607 -0,6072 -0,6328 -0,5412 -0,3678 -0,1638 0,0273 0,1842 0,3052 0,3917 0,4324 0,4024 0,2748 0,0364 -0,3013 -0,7000 -1,1100 -1,4921 -1,8280 -2,1178 -2,3719 -2,6000 -2,8075 -3,0022 -3,1973 -3,4012 -3,6112 -3,8150 -3,9924 -4,1172 -4,1689 -4,1386 -4,0269 -3,8462 -3,6295 -3,4207 -3,2462 -3,0988 -2,9458 -2,7499 -2,4927 -2,1876 -1,8767 -1,6156 -1,4563 -1,4261 -1,5151 -1,6872 -1,9042 -2,1375 -2,3648 -2,5684 -2,7432 -2,9004 -3,0576 -3,2238 -3,3900 -3,5301 -3,6108 -3,6024 -3,4864 -3,2601 -2,9397 -2,5594 -2,1666 -1,8086 -1,5100 -1,2590 -1,0222 -0,7720 -0,4982 -0,1950 0,1549 0,5786 1,0920 1,6821 2,3120 2,9426 3,5467 4,1122 4,6430 5,1543 5,6548 6,1373 6,5865 6,9892 7,3327 7,6006 7,7791 7,8662 7,8754 7,8266 7,7313 7,5855 7,3795 7,1154 6,8197 6,5394 6,3229 6,1998 6,1675 6,1835 6,1713 6,0474 5,7585 5,3006 4,7136 4,0676 3,4501 2,9498 2,6322 2,5182 2,5793 2,7547 2,9787 3,1990 3,3796 3,4953 3,5346 3,5075 3,4441 3,3797 3,3416 3,3487 3,4154 3,5519 3,7676 4,0772 4,4937 5,0056 5,5594 6,0683 6,4394 6,6050 6,5386 6,2536 5,7921 5,2145 4,5933 4,0076 3,5275 3,1913 2,9928 2,8934 2,8505 2,8378 2,8474 2,8739 2,9040 2,9186 2,8978 2,8188 2,6575 2,4011 2,0635 1,6856 1,3221 1,0272 0,8460 0,8077 0,9239 1,1917 1,5925 2,0889 2,6238 3,1323 3,5666 3,9153 4,1966 4,4290 4,6071 4,7065 4,7067 4,6102 4,4480 4,2755 4,1544 4,1242 4,1835 4,3017 4,4481 4,6128 4,8014 5,0143 5,2371 5,4504 5,6338 5,7615 5,8035 5,7447 5,5994 5,4002 5,1750 4,9393 4,7067 4,4976 4,3431 4,2821 4,3484 4,5582 4,9055 5,3596 5,8548 6,2911 6,5647 6,6160 6,4525 6,1299 5,7234 5,3166 4,9897 4,7949 4,7374 4,7782 4,8555 4,9161 4,9383 4,9312 4,9124 4,8875 4,8505 4,7963 4,7212 4,6065 4,4144 4,1153 3,7198 3,2827 2,8836 2,6021 2,4973 2,5977 2,8944 3,3414 3,8697 4,4075 4,8976 5,3017 5,5946 5,7613 5,7930 5,6823 5,4209 5,0084 4,4601 3,8126 3,1217 2,4474 1,8376 1,3249 0,9218 0,6100 0,3429 0,0711 -0,2302 -0,5494 -0,8436 -1,0543 -1,1330 -1,0614 -0,8509 -0,5282 -0,1167 0,3802 0,9807 1,7087 2,5705 3,5473 4,6037 5,6951 6,7705 7,7794 8,6822 9,4549 10,0876 10,5821 10,9506 11,2120 11,3788 11,4482 11,4075 11,2510 10,9954 10,6799 10,3549 10,0674 9,8486 9,7106 9,6464 9,6312 9,6255 9,5807 9,4460 9,1829 8,7835 8,2730 7,6959 7,1045 6,5510 6,0802 5,7224 5,4931 5,3985 5,4415 5,6180 5,9026 6,2425 6,5655 6,7985 6,8895 6,8205 6,5984 6,2390 5,7629 5,1935 4,5538 3,8679 3,1668 2,4923 1,8908 1,4021 1,0460 0,8204 0,7077 0,6836 0,7206 0,7916 0,8789 0,9844 1,1217 1,2896 1,4539 1,5577 1,5494 1,4044 1,1362 0,7942 0,4446 0,1464 -0,0626 -0,1697 -0,1953 -0,1942 -0,2354 -0,3711 -0,6182 -0,9609 -1,3616
F3    -2,1475 -2,6815 -3,0601 -3,2786 -3,3399 -3,2495 -3,0334 -2,7427 -2,4286 -2,1217 -1,8318 -1,5512 -1,2549 -0,9101 -0,4947 -0,0100 0,5205 1,0590 1,5618 1,9843 2,2784 2,3935 2,2987 2,0135 1,6080 1,1710 0,7757 0,4624 0,2396 0,1034 0,0549 0,1003 0,2353 0,4322 0,6453 0,8294 0,9611 1,0514 1,1349 1,2393 1,3612 1,4631 1,4930 1,4127 1,2207 0,9540 0,6625 0,3796 0,1209 -0,0855 -0,1718 -0,0470 0,3453 0,9726 1,7134 2,4129 2,9463 3,2520 3,3436 3,3077 3,2693 3,3403 3,5879 4,0157 4,5557 5,0919 5,5065 5,7164 5,6933 5,4678 5,1144 4,7150 4,3152 3,9050 3,4442 2,9097 2,3255 1,7602 1,2961 0,9920 0,8584 0,8499 0,8785 0,8527 0,7127 0,4370 0,0379 -0,4329 -0,8894 -1,2497 -1,4742 -1,5644 -1,5349 -1,3896 -1,1221 -0,7387 -0,2804 0,1827 0,5860 0,9042 1,1485 1,3314 1,4420 1,4618 1,3969 1,2813 1,1516 1,0395 0,9855 1,0312 1,1854 1,4022 1,5852 1,6196 1,4257 1,0048 0,4437 -0,1285 -0,6000 -0,9125 -1,0541 -1,0337 -0,8698 -0,6033 -0,3087 -0,0825 -0,0038 -0,0872 -0,2712 -0,4620 -0,5921 -0,6407 -0,6076 -0,4802 -0,2321 0,1534 0,6689 1,2896 1,9918 2,7702 3,6444 4,6436 5,7694 6,9597 8,0888 9,0105 9,6249 9,9335 10,0374 10,0706 10,1295 10,2592 10,4677 10,7169 10,9122 10,9374 10,7176 10,2606 9,6487 8,9961 8,4062 7,9482 7,6470 7,4852 7,4118 7,3479 7,2072 6,9360 6,5413 6,0895 5,6857 5,4460 5,4679 5,8001 6,4200 7,2279 8,0746 8,8164 9,3549 9,6468 9,7015 9,5725 9,3424 9,0931 8,8735 8,6953 8,5528 8,4351 8,3229 8,1966 8,0557 7,9259 7,8381 7,7974 7,7729 7,7117 7,5676 7,3237 6,9982 6,6320 6,2681 5,9393 5,6735 5,5029 5,4556 5,5389 5,7327 5,9859 6,2094 6,2975 6,1827 5,8775 5,4583 5,0162 4,6280 4,3488 4,2025 4,1779 4,2418 4,3475 4,4287 4,4077 4,2322 3,9078 3,4887 3,0392 2,5989 2,1687 1,7232 1,2453 0,7468 0,2564 -0,1983 -0,5911 -0,8919 -1,0728 -1,1284 -1,0891 -1,0151 -0,9689 -0,9784 -1,0119 -0,9879 -0,8178 -0,4564 0,0689 0,6618 1,1999 1,5937 1,8158 1,8794 1,8088 1,6301 1,3777 1,0990 0,8385 0,6160 0,4305 0,2819 0,1811 0,1456 0,1877 0,2927 0,4060 0,4484 0,3562 0,1200 -0,2042 -0,5267 -0,7845 -0,9796 -1,1644 -1,3879 -1,6528 -1,9213 -2,1549 -2,3444 -2,5108 -2,6832 -2,8698 -3,0397 -3,1354 -3,1112 -2,9623 -2,7350 -2,5190 -2,4097 -2,4494 -2,6009 -2,7787 -2,8971 -2,8919 -2,7265 -2,4022 -1,9646 -1,4962 -1,0954 -0,8429 -0,7678 -0,8399 -0,9995 -1,1966 -1,4050 -1,6106 -1,7975 -1,9481 -2,0536 -2,1157 -2,1365 -2,1200 -2,0911 -2,0974 -2,1694 -2,2733 -2,3178 -2,2155 -1,9449 -1,5587 -1,1415 -0,7642 -0,4644 -0,2477 -0,0917 0,0551 0,2691 0,6263 1,1629 1,8491 2,6016 3,3232 3,9341 4,3888 4,6872 4,8746 5,0172 5,1756 5,3900 5,6648 5,9604 6,2136 6,3783 6,4533 6,4785 6,5046 6,5571 6,6140 6,6125 6,4903 6,2410 5,9355 5,6808 5,5507 5,5462 5,5971 5,5951 5,4441 5,1052 4,6130 4,0579 3,5501 3,1895 3,0471 3,1515 3,4813 3,9645 4,4946 4,9666 5,3160 5,5228 5,5797 5,4716 5,1920 4,7732 4,2960 3,8708 3,5922 3,4975 3,5654 3,7555 4,0483 4,4464 4,9447 5,5042 6,0479 6,4786 6,7103 6,6940 6,4286 5,9613 5,3829 4,8142 4,3746 4,1301 4,0490 4,0103 3,8743 3,5688 3,1280 2,6635 2,2937 2,0860 2,0425 2,1189 2,2451 2,3426 2,3467 2,2308 2,0137 1,7436 1,4735 1,2492 1,1161 1,1229 1,3074 1,6745 2,1866 2,7700 3,3256 3,7511 3,9780 4,0053 3,9000 3,7612 3,6742 3,6817 3,7810 3,9442 4,1462 4,3748 4,6193 4,8602 5,0695 5,2199 5,2982 5,3099 5,2729 5,2215 5,2099 5,2827 5,4365 5,6158 5,7479 5,7818 5,7052 5,5392 5,3225 5,0896 4,8574 4,6359 4,4437 4,3114 4,2749 4,3684 4,6089 4,9737 5,3942 5,7807 6,0634 6,2147 6,2336 6,1266 5,9227 5,6861 5,4919 5,3825 5,3444 5,3250 5,2841 5,2295 5,1940 5,1796 5,1420 5,0430 4,8956 4,7348 4,5548 4,2985 3,9140 3,4083 2,8521 2,3516 2,0176 1,9427 2,1840 2,7465 3,5691 4,5295 5,4781 6,2847 6,8634 7,1740 7,2193 7,0391 6,6892 6,2183 5,6668 5,0749 4,4808 3,9082 3,3591 2,8237 2,3028 1,8103 1,3490 0,8978 0,4288 -0,0641 -0,5519 -0,9745 -1,2617 -1,3638 -1,2622 -0,9554 -0,4498 0,2394 1,0826 2,0308 3,0171 3,9659 4,8081 5,4990 6,0325 6,4502 6,8331 7,2698 7,8161 8,4661 9,1558 9,8058 10,3660 10,8133 11,1200 11,2507 11,1920 10,9702 10,6397 10,2702 9,9388 9,7061 9,5878 9,5544 9,5626 9,5849 9,6076 9,5998 9,4976 9,2239 8,7181 7,9633 7,0146 6,0043 5,1036 4,4561 4,1290 4,1129 4,3573 4,7957 5,3459 5,9065 6,3732 6,6709 6,7774 6,7176 6,5320 6,2461 5,8660 5,3886 4,8137 4,1558 3,4558 2,7816 2,2133 1,8159 1,6114 1,5637 1,5862 1,5830 1,5002 1,3510 1,2001 1,1217 1,1557 1,2878 1,4634 1,6170 1,6917 1,6427 1,4459 1,1113 0,6895 0,2617 -0,0875 -0,3122 -0,4371 -0,5360 -0,6669 -0,8254 -0,9614 -1,0338 -1,0417
F7    -0,6006 -0,6701 -0,6934 -0,6792 -0,6344 -0,5603 -0,4642 -0,3694 -0,3034 -0,2770 -0,2729 -0,2590 -0,2114 -0,1232 0,0014 0,1513 0,3104 0,4630 0,6025 0,7335 0,8619 0,9776 1,0544 1,0688 1,0183 0,9162 0,7785 0,6160 0,4405 0,2741 0,1448 0,0703 0,0465 0,0489 0,0416 -0,0096 -0,1169 -0,2566 -0,3801 -0,4447 -0,4367 -0,3703 -0,2745 -0,1848 -0,1342 -0,1434 -0,2165 -0,3443 -0,5086 -0,6813 -0,8147 -0,8429 -0,7085 -0,3968 0,0527 0,5682 1,0828 1,5531 1,9564 2,2854 2,5481 2,7647 2,9583 3,1434 3,3193 3,4714 3,5742 3,5991 3,5312 3,3833 3,1915 2,9956 2,8149 2,6374 2,4302 2,1609 1,8156 1,4057 0,9664 0,5483 0,2032 -0,0382 -0,1806 -0,2602 -0,3245 -0,4134 -0,5471 -0,7220 -0,9175 -1,1071 -1,2676 -1,3815 -1,4372 -1,4228 -1,3269 -1,1538 -0,9368 -0,7271 -0,5613 -0,4431 -0,3544 -0,2756 -0,1947 -0,1133 -0,0434 0,0038 0,0275 0,0433 0,0853 0,1894 0,3680 0,6034 0,8556 1,0786 1,2396 1,3343 1,3877 1,4415 1,5332 1,6725 1,8384 1,9949 2,1068 2,1441 2,0829 1,9074 1,6201 1,2521 0,8582 0,4920 0,1840 -0,0542 -0,2095 -0,2573 -0,1720 0,0610 0,4427 0,9663 1,6210 2,3887 3,2390 4,1317 5,0250 5,8772 6,6390 7,2548 7,6846 7,9289 8,0294 8,0446 8,0246 8,0009 7,9832 7,9580 7,8997 7,7859 7,6055 7,3633 7,0818 6,7931 6,5275 6,3098 6,1542 6,0536 5,9750 5,8693 5,6983 5,4607 5,1924 4,9433 4,7616 4,6903 4,7601 4,9748 5,3045 5,6940 6,0873 6,4461 6,7477 6,9741 7,1124 7,1625 7,1415 7,0765 6,9900 6,8962 6,8110 6,7523 6,7281 6,7306 6,7430 6,7442 6,7137 6,6371 6,5086 6,3303 6,1143 5,8833 5,6623 5,4661 5,2911 5,1169 4,9221 4,6978 4,4460 4,1748 3,9029 3,6573 3,4537 3,2835 3,1269 2,9721 2,8215 2,6858 2,5767 2,4999 2,4482 2,3995 2,3246 2,1957 1,9929 1,7148 1,3872 1,0532 0,7534 0,5136 0,3390 0,2114 0,1029 0,0014 -0,0798 -0,1221 -0,1278 -0,1222 -0,1327 -0,1637 -0,1931 -0,1907 -0,1376 -0,0283 0,1362 0,3530 0,6238 0,9516 1,3265 1,7235 2,1114 2,4580 2,7327 2,9166 3,0071 3,0134 2,9535 2,8500 2,7226 2,5799 2,4186 2,2330 2,0243 1,8011 1,5796 1,3802 1,2131 1,0652 0,9001 0,6722 0,3528 -0,0432 -0,4612 -0,8377 -1,1293 -1,3252 -1,4435 -1,5167 -1,5774 -1,6491 -1,7418 -1,8559 -1,9884 -2,1346 -2,2761 -2,3705 -2,3657 -2,2287 -1,9625 -1,6101 -1,2436 -0,9328 -0,7106 -0,5621 -0,4418 -0,3010 -0,1085 0,1409 0,4301 0,7287 0,9979 1,1994 1,3094 1,3236 1,2473 1,0880 0,8620 0,6032 0,3553 0,1484 -0,0164 -0,1582 -0,2938 -0,4250 -0,5429 -0,6373 -0,6985 -0,7128 -0,6664 -0,5589 -0,4114 -0,2528 -0,0947 0,0768 0,2778 0,4982 0,7048 0,8721 1,0086 1,1545 1,3560 1,6375 1,9928 2,3949 2,8077 3,1939 3,5246 3,7873 3,9830 4,1202 4,2128 4,2773 4,3224 4,3458 4,3447 4,3244 4,2961 4,2695 4,2472 4,2252 4,2001 4,1747 4,1596 4,1700 4,2161 4,2916 4,3704 4,4116 4,3723 4,2275 3,9840 3,6769 3,3508 3,0468 2,8072 2,6762 2,6836 2,8198 3,0341 3,2648 3,4767 3,6702 3,8562 4,0272 4,1564 4,2199 4,2152 4,1587 4,0793 4,0160 4,0081 4,0762 4,2125 4,3959 4,6093 4,8403 5,0701 5,2706 5,4081 5,4529 5,3870 5,2072 4,9262 4,5757 4,2078 3,8822 3,6388 3,4730 3,3426 3,2033 3,0381 2,8580 2,6871 2,5427 2,4255 2,3278 2,2485 2,1918 2,1532 2,1159 2,0682 2,0210 2,0020 2,0355 2,1277 2,2670 2,4325 2,6039 2,7699 2,9297 3,0847 3,2290 3,3518 3,4472 3,5187 3,5754 3,6274 3,6850 3,7590 3,8537 3,9553 4,0354 4,0664 4,0323 3,9308 3,7715 3,5766 3,3811 3,2227 3,1258 3,0986 3,1441 3,2582 3,4185 3,5879 3,7343 3,8454 3,9245 3,9756 3,9949 3,9714 3,8958 3,7738 3,6368 3,5374 3,5308 3,6579 3,9313 4,3240 4,7711 5,1903 5,5097 5,6899 5,7322 5,6776 5,5972 5,5655 5,6270 5,7770 5,9646 6,1116 6,1468 6,0388 5,8065 5,5007 5,1763 4,8774 4,6339 4,4566 4,3281 4,2085 4,0593 3,8681 3,6515 3,4412 3,2674 3,1514 3,1082 3,1461 3,2573 3,4129 3,5770 3,7313 3,8851 4,0632 4,2817 4,5238 4,7339 4,8440 4,8132 4,6432 4,3610 3,9932 3,5531 3,0490 2,5045 1,9616 1,4629 1,0338 0,6822 0,4109 0,2275 0,1421 0,1618 0,2868 0,5131 0,8367 1,2482 1,7295 2,2601 2,8249 3,4142 4,0180 4,6278 5,2407 5,8575 6,4804 7,1144 7,7658 8,4347 9,1052 9,7383 10,2789 10,6728 10,8762 10,8586 10,6170 10,1928 9,6697 9,1396 8,6639 8,2624 7,9369 7,6958 7,5558 7,5204 7,5644 7,6377 7,6782 7,6286 7,4555 7,1576 6,7603 6,3141 5,8917 5,5645 5,3739 5,3245 5,3983 5,5713 5,8179 6,1054 6,3918 6,6340 6,7961 6,8572 6,8145 6,6711 6,4166 6,0298 5,5032 4,8592 4,1455 3,4206 2,7453 2,1763 1,7534 1,4855 1,3453 1,2806 1,2388 1,1918 1,1467 1,1377 1,1997 1,3379 1,5179 1,6818 1,7772 1,7772 1,6801 1,5011 1,2705 1,0326 0,8286 0,6772 0,5732 0,5013 0,4481 0,4077 0,3811 0,3703 0,3741 0,3909
