Fp1   -0,9265 -1,7682 -2,3585 -2,6175 -2,5559 -2,2393 -1,7544 -1,1941 -0,6386 -0,1361 0,2823 0,5772 0,7081 0,6567 0,4418 0,1152 -0,2561 -0,6003 -0,8500 -0,9552 -0,8826 -0,6100 -0,1405 0,4702 1,1091 1,6700 2,1265 2,4989 2,7505 2,7790 2,5143 1,9827 1,2821 0,5240 -0,1978 -0,7930 -1,1450 -1,1396 -0,7564 -0,1203 0,5514 1,0438 1,2134 1,0409 0,6355 0,1556 -0,2822 -0,6159 -0,7998 -0,7956 -0,6021 -0,2669 0,1371 0,5439 0,9116 1,2208 1,4622 1,6196 1,6607 1,5509 1,2791 0,8648 0,3421 -0,2484 -0,8565 -1,4273 -1,9054 -2,2383 -2,4134 -2,4785 -2,4863 -2,4360 -2,2937 -2,0443 -1,6988 -1,2666 -0,7432 -0,1362 0,5160 1,1626 1,7512 2,2036 2,3991 2,2040 1,5395 0,4367 -0,9553 -2,3954 -3,6158 -4,4271 -4,8028 -4,8683 -4,7932 -4,6687 -4,4588 -4,0475 -3,3397 -2,3540 -1,2305 -0,1523 0,7160 1,2245 1,2603 0,8346 0,1266 -0,5760 -0,9812 -0,9001 -0,3236 0,5835 1,5776 2,4614 3,1597 3,6994 4,1264 4,4506 4,6578 4,7409 4,7102 4,5906 4,4172 4,2216 4,0200 3,8287 3,6750 3,5741 3,5067 3,4276 3,2861 3,0472 2,7224 2,3820 2,1155 1,9679 1,9099 1,8735 1,8246 1,7849 1,7888 1,8344 1,8633 1,7870 1,5478 1,1576 0,6889 0,2346 -0,1628 -0,5611 -1,0783 -1,7708 -2,5332 -3,1257 -3,3157 -3,0080 -2,2771 -1,3257 -0,4045 0,2783 0,6187 0,6315 0,4412 0,2485 0,2363 0,4495 0,7689 1,0122 1,0567 0,8922 0,6083 0,3333 0,1488 0,0577 0,0558 0,2021 0,5710 1,1633 1,9129 2,7711 3,7234 4,7019 5,5209 5,9373 5,7768 5,0123 3,7729 2,2977 0,8393 -0,4257 -1,4120 -2,0920 -2,4800 -2,6346 -2,6326 -2,5266 -2,3286 -2,0200 -1,5646 -0,9401 -0,1766 0,6407 1,3810 1,8679 1,9339 1,5351 0,8073 -0,0130 -0,7124 -1,1576 -1,2931 -1,1452 -0,8364 -0,5423 -0,3919 -0,4112 -0,5592 -0,7919 -1,0850 -1,4157 -1,7652 -2,1503 -2,6125 -3,1469 -3,6634 -4,0384 -4,2008 -4,1729 -4,0356 -3,8423 -3,5545 -3,0672 -2,2854 -1,1903 0,1233 1,4514 2,5451 3,2106 3,3873 3,1606 2,7111 2,2352 1,8733 1,6689 1,5786 1,5432 1,5761 1,7667 2,1768 2,7361 3,2414 3,4501 3,2245 2,6488 1,9921 1,5185 1,3328 1,3875 1,5709 1,7727 1,9125 1,9481 1,8687 1,6745 1,3617 0,9456 0,4955 0,1140 -0,1090 -0,1036 0,1738 0,6983 1,3456 1,9379 2,3406 2,5165 2,5014 2,3558 2,1431 1,9319 1,7878 1,7388 1,7440 1,7085 1,5470 1,2442 0,8499 0,4253 0,0173 -0,3326 -0,5901 -0,7308 -0,7302 -0,5806 -0,3350 -0,1009 0,0358 0,0701 0,0618 0,0691 0,0955 0,1046 0,0751 0,0323 0,0504 0,2444 0,7233 1,5009 2,4437 3,3217 3,9210 4,1239 3,9317 3,4509 2,8365 2,2094 1,6309 1,1518 0,8365 0,7231 0,7955 1,0049 1,2921 1,5815 1,7812 1,8152 1,6681 1,4115 1,1902 1,1543 1,3822 1,8631 2,5307 3,2829 3,9949 4,5634 4,9519 5,1794 5,2705 5,2311 5,0618 4,7659 4,3393 3,7918 3,2015 2,7139 2,4603 2,4882 2,7661 3,2172 3,7373 4,2046 4,5164 4,6505 4,7082 4,8718 5,2846 5,9410 6,6640 7,1813 7,2615 6,8386 6,0661 5,2454 4,6517 4,3943 4,4065 4,5255 4,5845 4,4830 4,2238 3,9035 3,6410 3,4929 3,4340 3,3944 3,2984 3,1020 2,8346 2,5913 2,4545 2,4131 2,3706 2,2333 1,9659 1,5718 1,0774 0,5660 0,1881 0,0857 0,2873 0,6801 1,0930 1,4112 1,6269 1,8063 2,0134 2,2415 2,4137 2,4610 2,3801 2,2059 1,9616 1,6525 1,2853 0,8929 0,5586 0,4044 0,5251 0,9167 1,4673 2,0098 2,3857 2,4846 2,2609 1,7343 0,9829 0,1378 -0,6289 -1,1418 -1,2763 -0,9956 -0,3514 0,5312 1,4657 2,2329 2,6400 2,5828 2,0823 1,2591 0,2626 -0,7692 -1,6982 -2,3702 -2,6288 -2,3679 -1,6018 -0,5028 0,6413 1,5387 2,0046 2,0132 1,6708 1,1197 0,4473 -0,3242 -1,1888 -2,0986 -2,9203 -3,4596 -3,5616 -3,2016 -2,5005 -1,6733 -0,9378 -0,4338 -0,1989 -0,1857 -0,2842 -0,3659 -0,3610 -0,3041 -0,2923 -0,4052 -0,6517 -0,9660 -1,2622 -1,5096 -1,7477 -2,0346 -2,4052 -2,8665 -3,4002 -3,9673 -4,5263 -5,0341 -5,4339 -5,6658 -5,6836 -5,4559 -4,9792 -4,3098 -3,5876 -3,0114 -2,7373 -2,7664 -2,9352 -3,0386 -2,9742 -2,7762 -2,5390 -2,3367 -2,1997 -2,1288 -2,1145 -2,1402 -2,1700 -2,1436 -1,9893 -1,6567 -1,1633 -0,6170 -0,1786 0,0066 -0,1268 -0,5281 -1,0636 -1,5947 -2,0280 -2,3088 -2,3996 -2,2797 -1,9594 -1,4860 -0,9455 -0,4414 -0,0465 0,2093 0,2927 0,1480 -0,2554 -0,8750 -1,6035 -2,3131 -2,8936 -3,2739 -3,4371 -3,4236 -3,3078 -3,1575 -3,0197 -2,9377 -2,9522 -3,0591 -3,1820 -3,2283 -3,1779 -3,0921 -3,0390 -3,0346 -3,0507 -3,0594 -3,0607 -3,0580 -3,0158 -2,8773 -2,6221 -2,2784 -1,8802 -1,4352 -0,9487 -0,4870 -0,2051 -0,2626 -0,6894 -1,3599 -2,1015 -2,7981 -3,4062 -3,9174 -4,3146 -4,5413 -4,5099 -4,1578 -3,5020 -2,6357 -1,6817 -0,7647 -0,0199 0,4231 0,5060 0,2816 -0,1238 -0,5928 -1,0848 -1,6421 -2,3102 -3,0488 -3,7285 -4,1984 -4,3563 -4,1893 -3,7765 -3,2545 -2,7647 -2,4149 -2,2641 -2,3180 -2,5361 -2,8506 -3,1890 -3,4926 -3,7315 -3,9010 -4,0008 -4,0328 -4,0187 -4,0049 -4,0386 -4,1260 -4,2208 -4,2666
Fz    -1,1416 -1,5029 -1,7937 -1,9636 -1,9851 -1,8677 -1,6429 -1,3393 -0,9691 -0,5383 -0,0790 0,3383 0,6323 0,7455 0,6653 0,4314 0,1220 -0,1735 -0,3763 -0,4293 -0,3120 -0,0502 0,2959 0,6572 0,9681 1,1767 1,2604 1,2191 1,0545 0,7794 0,4460 0,1439 -0,0428 -0,0802 0,0053 0,1613 0,3525 0,5681 0,7941 0,9921 1,1132 1,1187 0,9879 0,7299 0,3934 0,0447 -0,2626 -0,4875 -0,5939 -0,5657 -0,4267 -0,2311 -0,0344 0,1301 0,2591 0,3683 0,4722 0,5678 0,6317 0,6312 0,5441 0,3733 0,1449 -0,1071 -0,3566 -0,5863 -0,7703 -0,8715 -0,8794 -0,8358 -0,7932 -0,7598 -0,7000 -0,5743 -0,3707 -0,1086 0,1751 0,4395 0,6488 0,7862 0,8622 0,9023 0,9213 0,9012 0,7934 0,5497 0,1583 -0,3351 -0,8402 -1,2718 -1,5968 -1,8356 -2,0242 -2,1726 -2,2450 -2,1870 -1,9777 -1,6577 -1,3067 -0,9946 -0,7570 -0,6145 -0,5895 -0,6844 -0,8538 -1,0049 -1,0234 -0,8197 -0,3771 0,2351 0,8975 1,4949 1,9546 2,2541 2,4104 2,4668 2,4784 2,4937 2,5336 2,5822 2,6017 2,5565 2,4296 2,2297 1,9936 1,7784 1,6420 1,6152 1,6831 1,8023 1,9442 2,1108 2,3046 2,4958 2,6267 2,6467 2,5439 2,3468 2,0998 1,8376 1,5698 1,2916 1,0069 0,7321 0,4835 0,2754 0,1126 -0,0310 -0,2096 -0,4553 -0,7256 -0,9127 -0,9184 -0,7206 -0,3799 0,0030 0,3394 0,5822 0,7212 0,7677 0,7549 0,7429 0,7976 0,9441 1,1431 1,3194 1,4174 1,4313 1,3963 1,3591 1,3507 1,3777 1,4452 1,5780 1,7975 2,0794 2,3604 2,5954 2,7938 2,9850 3,1575 3,2444 3,1675 2,8881 2,4277 1,8583 1,2656 0,7134 0,2371 -0,1450 -0,4324 -0,6426 -0,7924 -0,8826 -0,9074 -0,8654 -0,7571 -0,5891 -0,3850 -0,1776 0,0061 0,1339 0,1555 0,0259 -0,2534 -0,6275 -1,0125 -1,3213 -1,4854 -1,4859 -1,3730 -1,2405 -1,1668 -1,1808 -1,2778 -1,4501 -1,6890 -1,9674 -2,2413 -2,4800 -2,6811 -2,8511 -2,9776 -3,0270 -2,9711 -2,8185 -2,6168 -2,4190 -2,2490 -2,0996 -1,9490 -1,7816 -1,6022 -1,4314 -1,2850 -1,1642 -1,0657 -0,9944 -0,9563 -0,9386 -0,9128 -0,8624 -0,7925 -0,7059 -0,5793 -0,3734 -0,0755 0,2660 0,5518 0,6764 0,5852 0,3201 0,0074 -0,2219 -0,3071 -0,2659 -0,1562 -0,0371 0,0512 0,0843 0,0443 -0,0788 -0,2860 -0,5593 -0,8474 -1,0812 -1,2096 -1,2101 -1,0830 -0,8479 -0,5471 -0,2397 0,0251 0,2279 0,3689 0,4518 0,4818 0,4690 0,4233 0,3439 0,2190 0,0380 -0,1962 -0,4665 -0,7513 -1,0277 -1,2641 -1,4293 -1,5168 -1,5468 -1,5376 -1,4879 -1,3959 -1,2807 -1,1685 -1,0634 -0,9435 -0,7863 -0,5939 -0,3952 -0,2233 -0,0919 0,0096 0,1059 0,2245 0,3808 0,5642 0,7395 0,8653 0,9100 0,8591 0,7220 0,5287 0,3097 0,0814 -0,1474 -0,3684 -0,5733 -0,7409 -0,8318 -0,8198 -0,7280 -0,6249 -0,5858 -0,6508 -0,7978 -0,9460 -1,0032 -0,9150 -0,6703 -0,2858 0,1932 0,6893 1,1094 1,3760 1,4508 1,3375 1,0720 0,7124 0,3274 -0,0327 -0,3516 -0,6185 -0,7953 -0,8326 -0,7088 -0,4451 -0,0974 0,2575 0,5450 0,7189 0,7828 0,7961 0,8509 1,0154 1,2786 1,5445 1,6886 1,6302 1,3715 0,9967 0,6335 0,3868 0,2903 0,3151 0,4076 0,5158 0,6010 0,6512 0,6907 0,7595 0,8760 1,0251 1,1695 1,2613 1,2596 1,1565 0,9853 0,7926 0,6004 0,3996 0,1762 -0,0640 -0,3012 -0,5203 -0,7097 -0,8441 -0,8907 -0,8439 -0,7454 -0,6552 -0,6039 -0,5805 -0,5530 -0,4972 -0,4200 -0,3594 -0,3484 -0,3818 -0,4315 -0,4842 -0,5517 -0,6547 -0,8043 -0,9831 -1,1461 -1,2491 -1,2755 -1,2333 -1,1355 -0,9940 -0,8320 -0,6843 -0,5812 -0,5361 -0,5458 -0,5938 -0,6567 -0,7068 -0,7121 -0,6419 -0,4862 -0,2742 -0,0738 0,0354 0,0030 -0,1632 -0,4114 -0,6908 -0,9703 -1,2225 -1,4073 -1,4717 -1,3682 -1,0840 -0,6695 -0,2349 0,0879 0,1957 0,0603 -0,2552 -0,6456 -1,0381 -1,4186 -1,8006 -2,1838 -2,5305 -2,7731 -2,8497 -2,7420 -2,4906 -2,1754 -1,8769 -1,6527 -1,5385 -1,5397 -1,6137 -1,6847 -1,6945 -1,6387 -1,5576 -1,5072 -1,5299 -1,6316 -1,7823 -1,9457 -2,1080 -2,2818 -2,4953 -2,7789 -3,1452 -3,5789 -4,0426 -4,4821 -4,8377 -5,0651 -5,1432 -5,0667 -4,8451 -4,5119 -4,1362 -3,8173 -3,6444 -3,6397 -3,7433 -3,8623 -3,9323 -3,9337 -3,8625 -3,7067 -3,4626 -3,1630 -2,8757 -2,6665 -2,5602 -2,5305 -2,5194 -2,4699 -2,3567 -2,1985 -2,0523 -1,9926 -2,0749 -2,3007 -2,6187 -2,9516 -3,2208 -3,3590 -3,3180 -3,0844 -2,6985 -2,2431 -1,8050 -1,4449 -1,1956 -1,0793 -1,1216 -1,3381 -1,7031 -2,1420 -2,5612 -2,8843 -3,0667 -3,0959 -2,9924 -2,8037 -2,5805 -2,3583 -2,1643 -2,0337 -2,0010 -2,0649 -2,1673 -2,2255 -2,1989 -2,1179 -2,0460 -2,0281 -2,0736 -2,1691 -2,2917 -2,4096 -2,4823 -2,4771 -2,3891 -2,2312 -2,0095 -1,7248 -1,3995 -1,0988 -0,9180 -0,9285 -1,1244 -1,4289 -1,7550 -2,0541 -2,3127 -2,5270 -2,6842 -2,7594 -2,7235 -2,5620 -2,2924 -1,9607 -1,6232 -1,3323 -1,1326 -1,0529 -1,0947 -1,2341 -1,4345 -1,6594 -1,8892 -2,1392 -2,4436 -2,8055 -3,1691 -3,4466 -3,5702 -3,5275 -3,3616 -3,1485 -2,9637 -2,8568 -2,8419 -2,9007 -2,9958 -3,0827 -3,1201 -3,0840 -2,9833 -2,8606 -2,7737 -2,7704 -2,8734 -3,0727 -3,3237 -3,5563 -3,7026 -3,7325
F3    -0,9298 -0,6634 -0,3930 -0,1660 -0,0226 0,0114 -0,0499 -0,1479 -0,2105 -0,1935 -0,1086 -0,0206 -0,0149 -0,1557 -0,4502 -0,8323 -1,1878 -1,4140 -1,4658 -1,3436 -1,0500 -0,5879 0,0020 0,6210 1,1348 1,4277 1,4556 1,2552 0,9025 0,4700 0,0250 -0,3525 -0,5738 -0,5737 -0,3457 0,0434 0,4730 0,8188 1,0042 1,0187 0,9075 0,7414 0,5691 0,3993 0,2334 0,0836 -0,0392 -0,1190 -0,1268 -0,0589 0,0262 0,0448 -0,0419 -0,2140 -0,4265 -0,6307 -0,7759 -0,8292 -0,8052 -0,7586 -0,7420 -0,7704 -0,8059 -0,7756 -0,6266 -0,3707 -0,0713 0,1921 0,3376 0,3057 0,1142 -0,1297 -0,2945 -0,2976 -0,1365 0,1209 0,3766 0,5474 0,5957 0,5422 0,4496 0,3824 0,3674 0,3720 0,3133 0,1074 -0,2756 -0,8042 -1,4157 -2,0327 -2,5633 -2,9215 -3,0708 -3,0337 -2,8492 -2,5389 -2,1220 -1,6380 -1,1479 -0,7201 -0,4093 -0,2406 -0,2033 -0,2556 -0,3380 -0,3803 -0,3019 -0,0322 0,4488 1,0854 1,7526 2,2990 2,6052 2,6285 2,4215 2,1193 1,8828 1,8270 1,9903 2,3479 2,8277 3,3197 3,6890 3,8153 3,6540 3,2683 2,7921 2,3538 2,0230 1,8153 1,7350 1,7904 1,9699 2,2209 2,4618 2,6202 2,6629 2,5931 2,4308 2,1998 1,9233 1,6307 1,3598 1,1364 0,9655 0,8526 0,8059 0,8018 0,7783 0,6950 0,5861 0,5325 0,5796 0,6932 0,7868 0,7833 0,6631 0,4720 0,2865 0,1694 0,1565 0,2661 0,4961 0,8045 1,1076 1,3185 1,4101 1,4429 1,5171 1,6931 1,9548 2,2330 2,4700 2,6685 2,8700 3,0897 3,2865 3,4052 3,4380 3,4229 3,3859 3,3079 3,1499 2,8892 2,5395 2,1535 1,7953 1,4952 1,2355 0,9770 0,6906 0,3697 0,0313 -0,2846 -0,5200 -0,6145 -0,5392 -0,3299 -0,0857 0,0835 0,1168 0,0091 -0,2246 -0,5586 -0,9348 -1,2660 -1,4716 -1,5010 -1,3419 -1,0329 -0,6690 -0,3690 -0,2194 -0,2509 -0,4604 -0,8272 -1,3030 -1,8025 -2,2258 -2,5113 -2,6625 -2,7225 -2,7323 -2,7108 -2,6591 -2,5852 -2,5211 -2,5036 -2,5437 -2,6230 -2,7064 -2,7566 -2,7478 -2,6673 -2,5056 -2,2576 -1,9439 -1,6334 -1,4248 -1,3782 -1,4649 -1,5856 -1,6189 -1,4565 -1,0400 -0,4035 0,3163 0,9320 1,2918 1,3368 1,1104 0,7304 0,3412 0,0538 -0,0975 -0,1492 -0,1600 -0,1673 -0,1749 -0,1709 -0,1562 -0,1615 -0,2377 -0,4108 -0,6445 -0,8654 -1,0215 -1,1030 -1,1155 -1,0517 -0,9031 -0,6929 -0,4766 -0,3123 -0,2369 -0,2529 -0,3218 -0,3823 -0,4033 -0,4240 -0,5247 -0,7484 -1,0515 -1,3327 -1,5047 -1,5388 -1,4552 -1,2992 -1,1390 -1,0525 -1,0803 -1,1963 -1,3423 -1,4731 -1,5549 -1,5459 -1,4086 -1,1390 -0,7797 -0,4038 -0,0783 0,1674 0,3392 0,4594 0,5581 0,6646 0,7840 0,8865 0,9307 0,8944 0,7769 0,5897 0,3594 0,1284 -0,0636 -0,2107 -0,3489 -0,5162 -0,6986 -0,8267 -0,8308 -0,6950 -0,4620 -0,2027 0,0130 0,1440 0,2007 0,2331 0,2930 0,4158 0,6233 0,9211 1,2817 1,6351 1,8905 1,9823 1,8958 1,6664 1,3721 1,1085 0,9273 0,7975 0,6503 0,4529 0,2209 -0,0086 -0,1894 -0,2722 -0,2212 -0,0314 0,2583 0,5697 0,8356 1,0496 1,2399 1,3968 1,4574 1,3665 1,1335 0,8230 0,5117 0,2572 0,0838 -0,0083 -0,0193 0,0484 0,1641 0,2629 0,2834 0,2068 0,0641 -0,0746 -0,1178 0,0056 0,2895 0,6301 0,8832 0,9592 0,8573 0,6255 0,3221 0,0117 -0,2394 -0,3848 -0,4239 -0,4109 -0,4185 -0,4815 -0,5789 -0,6726 -0,7482 -0,8134 -0,8753 -0,9301 -0,9734 -1,0232 -1,1108 -1,2344 -1,3392 -1,3625 -1,2807 -1,1087 -0,8882 -0,6928 -0,6141 -0,7098 -0,9562 -1,2585 -1,5135 -1,6626 -1,6951 -1,6211 -1,4529 -1,2051 -0,9095 -0,6315 -0,4609 -0,4672 -0,6505 -0,9390 -1,2291 -1,4281 -1,4822 -1,4009 -1,2563 -1,1356 -1,0784 -1,0667 -1,0673 -1,0685 -1,0789 -1,1055 -1,1336 -1,1305 -1,0734 -0,9726 -0,8848 -0,9070 -1,1248 -1,5406 -2,0520 -2,5153 -2,8318 -2,9807 -2,9952 -2,9287 -2,8350 -2,7517 -2,6821 -2,5982 -2,4697 -2,2919 -2,0827 -1,8638 -1,6595 -1,5077 -1,4471 -1,4841 -1,5832 -1,6857 -1,7432 -1,7511 -1,7450 -1,7532 -1,7644 -1,7586 -1,7599 -1,8443 -2,0920 -2,5355 -3,1461 -3,8528 -4,5582 -5,1506 -5,5394 -5,6926 -5,6345 -5,4273 -5,1524 -4,8851 -4,6772 -4,5565 -4,5270 -4,5671 -4,6356 -4,6947 -4,7352 -4,7716 -4,7989 -4,7635 -4,5948 -4,2675 -3,8302 -3,3724 -2,9566 -2,5855 -2,2314 -1,8852 -1,5788 -1,3709 -1,3170 -1,4477 -1,7514 -2,1665 -2,6097 -3,0210 -3,3749 -3,6454 -3,7716 -3,6795 -3,3516 -2,8635 -2,3475 -1,9325 -1,7069 -1,7035 -1,8965 -2,2076 -2,5326 -2,7878 -2,9419 -3,0063 -3,0063 -2,9666 -2,9097 -2,8444 -2,7525 -2,6044 -2,3987 -2,1773 -1,9956 -1,8729 -1,7746 -1,6477 -1,4794 -1,3222 -1,2536 -1,3088 -1,4564 -1,6422 -1,8456 -2,0792 -2,3477 -2,6290 -2,8882 -3,0903 -3,2006 -3,1886 -3,0387 -2,7596 -2,3797 -1,9405 -1,4971 -1,1166 -0,8667 -0,8006 -0,9364 -1,2324 -1,5835 -1,8612 -1,9771 -1,9233 -1,7599 -1,5693 -1,4195 -1,3510 -1,3808 -1,5077 -1,7101 -1,9530 -2,2151 -2,4961 -2,7926 -3,0843 -3,3563 -3,6138 -3,8546 -4,0370 -4,1008 -4,0189 -3,8181 -3,5564 -3,2847 -3,0319 -2,8184 -2,6696 -2,6142 -2,6725 -2,8348 -3,0498 -3,2462 -3,3762 -3,4492 -3,5328 -3,7041 -3,9797 -4,2930 -4,5479 -4,6894 -4,7170
F7    -1,3700 -1,6367 -1,8741 -2,0488 -2,1181 -2,0570 -1,8813 -1,6382 -1,3688 -1,0922 -0,8258 -0,5907 -0,3938 -0,2263 -0,0817 0,0317 0,0898 0,0715 -0,0071 -0,0773 -0,0551 0,1085 0,4090 0,7949 1,1852 1,5000 1,6872 1,7251 1,6121 1,3647 1,0200 0,6329 0,2703 -0,0048 -0,1568 -0,1861 -0,1043 0,0887 0,3896 0,7571 1,1021 1,3227 1,3566 1,2063 0,9184 0,5548 0,1867 -0,1063 -0,2557 -0,2292 -0,0394 0,2592 0,5809 0,8324 0,9429 0,8852 0,6800 0,3843 0,0627 -0,2435 -0,5172 -0,7476 -0,9278 -1,0707 -1,2087 -1,3641 -1,5262 -1,6544 -1,6971 -1,6156 -1,4027 -1,0825 -0,6981 -0,3010 0,0656 0,3843 0,6591 0,8942 1,0731 1,1549 1,1076 0,9457 0,7212 0,4926 0,3025 0,1628 0,0529 -0,0614 -0,2013 -0,3706 -0,5760 -0,8259 -1,0971 -1,3189 -1,4088 -1,3204 -1,0558 -0,6478 -0,1491 0,3710 0,8337 1,1623 1,3023 1,2576 1,1159 1,0204 1,0954 1,3799 1,8131 2,2767 2,6620 2,9173 3,0489 3,0938 3,0958 3,0942 3,1175 3,1786 3,2684 3,3597 3,4271 3,4623 3,4784 3,5071 3,5809 3,7037 3,8386 3,9288 3,9324 3,8450 3,6960 3,5334 3,4043 3,3290 3,2875 3,2420 3,1716 3,0763 2,9574 2,8173 2,6706 2,5276 2,3715 2,1739 1,9352 1,6975 1,5170 1,4210 1,3875 1,3652 1,3153 1,2477 1,2278 1,3384 1,6197 2,0368 2,4993 2,9074 3,1847 3,3038 3,3045 3,2747 3,2895 3,3602 3,4351 3,4413 3,3293 3,0961 2,7872 2,4805 2,2593 2,1962 2,3524 2,7568 3,3737 4,1084 4,8568 5,5426 6,1191 6,5500 6,7879 6,7736 6,4721 5,9114 5,1806 4,3967 3,6627 3,0344 2,5289 2,1531 1,8996 1,7321 1,6069 1,5014 1,4157 1,3649 1,3780 1,4889 1,7112 2,0145 2,3208 2,5255 2,5354 2,3086 1,8731 1,3148 0,7440 0,2598 -0,0789 -0,2637 -0,3298 -0,3371 -0,3440 -0,3869 -0,4801 -0,6204 -0,7875 -0,9507 -1,0870 -1,1956 -1,3004 -1,4422 -1,6528 -1,9291 -2,2290 -2,4852 -2,6280 -2,6193 -2,4696 -2,2170 -1,8985 -1,5467 -1,2046 -0,9282 -0,7685 -0,7466 -0,8338 -0,9510 -1,0051 -0,9293 -0,6971 -0,3350 0,0716 0,4214 0,6652 0,8348 1,0094 1,2390 1,4884 1,6660 1,7009 1,5935 1,4073 1,2219 1,0814 0,9792 0,8907 0,8137 0,7802 0,8329 0,9903 1,2300 1,4987 1,7207 1,8130 1,7308 1,5056 1,2324 1,0140 0,9023 0,8836 0,9264 1,0321 1,2254 1,5065 1,8267 2,0948 2,2074 2,0977 1,7742 1,3141 0,8256 0,4122 0,1426 0,0253 0,0168 0,0622 0,1217 0,1664 0,1731 0,1329 0,0600 -0,0117 -0,0517 -0,0609 -0,0743 -0,1180 -0,1631 -0,1325 0,0355 0,3298 0,6767 1,0089 1,3099 1,5950 1,8709 2,1181 2,2970 2,3681 2,3225 2,1908 2,0186 1,8441 1,6955 1,5878 1,5150 1,4440 1,3240 1,1230 0,8646 0,6266 0,4891 0,4726 0,5267 0,5762 0,5868 0,5938 0,6723 0,8760 1,1917 1,5371 1,8045 1,9288 1,9183 1,8248 1,7022 1,5924 1,5246 1,5088 1,5277 1,5398 1,4984 1,3786 1,1959 0,9964 0,8240 0,6918 0,5856 0,4861 0,3889 0,3167 0,3169 0,4366 0,6935 1,0587 1,4547 1,7758 1,9306 1,8846 1,6810 1,4173 1,1899 1,0531 1,0130 1,0374 1,0698 1,0466 0,9225 0,6965 0,4250 0,1947 0,0619 0,0147 -0,0046 -0,0418 -0,0863 -0,0799 0,0187 0,1793 0,3168 0,3463 0,2218 -0,0473 -0,3995 -0,7412 -0,9737 -1,0275 -0,8960 -0,6464 -0,3926 -0,2420 -0,2420 -0,3601 -0,5147 -0,6320 -0,6788 -0,6525 -0,5555 -0,3910 -0,1846 -0,0044 0,0571 -0,0649 -0,3648 -0,7668 -1,1631 -1,4599 -1,6114 -1,6205 -1,5092 -1,2964 -1,0083 -0,6965 -0,4327 -0,2793 -0,2631 -0,3743 -0,5805 -0,8316 -1,0709 -1,2587 -1,3814 -1,4412 -1,4443 -1,4024 -1,3380 -1,2760 -1,2297 -1,2036 -1,2053 -1,2332 -1,2548 -1,2197 -1,0944 -0,8845 -0,6366 -0,4110 -0,2496 -0,1786 -0,2243 -0,4113 -0,7479 -1,2184 -1,7865 -2,4053 -3,0235 -3,5724 -3,9548 -4,0738 -3,8923 -3,4593 -2,8786 -2,2744 -1,7743 -1,4702 -1,3669 -1,3828 -1,4161 -1,4081 -1,3574 -1,2987 -1,2702 -1,2941 -1,3825 -1,5508 -1,8099 -2,1434 -2,5030 -2,8402 -3,1336 -3,3854 -3,6083 -3,8198 -4,0321 -4,2391 -4,4112 -4,4962 -4,4325 -4,1880 -3,8070 -3,4131 -3,1450 -3,0787 -3,1969 -3,4140 -3,6296 -3,7673 -3,7768 -3,6257 -3,3158 -2,9055 -2,4964 -2,1865 -2,0223 -1,9815 -1,9902 -1,9669 -1,8671 -1,7090 -1,5600 -1,4923 -1,5418 -1,6944 -1,9004 -2,0984 -2,2409 -2,3135 -2,3202 -2,2512 -2,0854 -1,8295 -1,5424 -1,3174 -1,2284 -1,2737 -1,3764 -1,4544 -1,4924 -1,5449 -1,6694 -1,8555 -2,0280 -2,1216 -2,1289 -2,0775 -1,9882 -1,8632 -1,6988 -1,5003 -1,2864 -1,0894 -0,9506 -0,8985 -0,9301 -1,0229 -1,1531 -1,3044 -1,4738 -1,6681 -1,8942 -2,1422 -2,3674 -2,4974 -2,4738 -2,2865 -1,9669 -1,5641 -1,1317 -0,7216 -0,3716 -0,0999 0,0779 0,1365 0,0532 -0,1748 -0,5214 -0,9326 -1,3420 -1,6911 -1,9342 -2,0330 -1,9696 -1,7715 -1,5062 -1,2404 -1,0172 -0,8720 -0,8488 -0,9850 -1,2802 -1,6817 -2,1061 -2,4878 -2,8145 -3,1043 -3,3576 -3,5543 -3,6840 -3,7463 -3,7334 -3,6351 -3,4646 -3,2697 -3,1142 -3,0463 -3,0838 -3,2207 -3,4256 -3,6360 -3,7771 -3,8099 -3,7615 -3,6882 -3,6115 -3,5100 -3,3574 -3,1507 -2,9204 -2,7297 -2,6494
