Fp1   -0,8988 -1,1071 -1,3844 -1,7616 -2,2168 -2,6046 -2,7205 -2,4275 -1,7268 -0,7562 0,2821 1,2357 2,0445 2,6855 3,1260 3,3449 3,3638 3,2568 3,1311 3,0828 3,1687 3,4030 3,7502 4,1212 4,4029 4,5039 4,3777 4,0403 3,5738 3,0798 2,6174 2,1863 1,7496 1,2692 0,7206 0,0704 -0,7113 -1,5976 -2,5085 -3,3648 -4,1079 -4,6792 -5,0295 -5,1635 -5,1358 -4,9943 -4,7763 -4,5369 -4,3115 -4,0667 -3,7427 -3,3321 -2,8924 -2,4890 -2,1324 -1,7796 -1,4012 -1,0350 -0,7647 -0,6429 -0,6626 -0,8179 -1,1455 -1,6755 -2,3740 -3,1382 -3,8229 -4,2929 -4,4618 -4,2840 -3,7625 -2,9973 -2,1826 -1,5279 -1,1746 -1,1437 -1,3299 -1,5938 -1,8771 -2,1998 -2,5636 -2,8881 -3,0301 -2,8758 -2,4615 -1,9879 -1,6606 -1,5601 -1,6687 -1,9419 -2,3378 -2,8155 -3,3230 -3,7978 -4,1724 -4,3710 -4,3302 -4,0439 -3,5691 -2,9949 -2,4220 -1,9481 -1,6437 -1,5370 -1,6170 -1,8398 -2,1313 -2,4241 -2,7285 -3,1231 -3,6374 -4,2044 -4,7527 -5,2709 -5,7647 -6,2149 -6,5993 -6,9384 -7,3159 -7,8327 -8,5176 -9,2790 -9,9596 -10,4439 -10,6938 -10,7037 -10,4798 -10,0733 -9,5884 -9,1262 -8,7395 -8,4609 -8,3242 -8,3062 -8,2969 -8,1910 -7,9968 -7,8345 -7,8384 -8,0632 -8,4651 -8,9408 -9,3734 -9,6795 -9,8306 -9,8246 -9,6712 -9,4165 -9,1458 -8,9257 -8,7411 -8,5123 -8,1798 -7,7621 -7,3219 -6,8837 -6,4056 -5,8367 -5,1774 -4,4741 -3,7636 -3,0311 -2,2366 -1,3938 -0,6025 0,0214 0,4240 0,6249 0,6980 0,7248 0,7330 0,6689 0,4213 -0,1110 -0,9468 -2,0064 -3,1599 -4,2929 -5,3155 -6,1109 -6,5452 -6,5693 -6,2706 -5,8061 -5,3092 -4,8641 -4,5210 -4,2914 -4,1477 -4,0770 -4,1245 -4,3586 -4,7904 -5,3276 -5,7891 -5,9744 -5,7812 -5,2919 -4,7393 -4,3726 -4,3195 -4,5577 -5,0006 -5,5480 -6,0620 -6,3748 -6,3501 -5,9325 -5,1663 -4,1874 -3,1700 -2,2473 -1,4574 -0,7675 -0,1631 0,2931 0,5052 0,4501 0,2122 -0,0969 -0,4134 -0,7004 -0,9034 -0,9739 -0,9227 -0,8141 -0,7014 -0,6017 -0,5378 -0,5596 -0,6908 -0,8811 -1,0159 -0,9624 -0,6283 0,0167 0,9701 2,1967 3,5751 4,8870 5,9050 6,5225 6,7949 6,8455 6,7511 6,5184 6,1440 5,6722 5,1755 4,6900 4,1929 3,6348 2,9991 2,3580 1,8577 1,6440 1,8188 2,4226 3,3896 4,5394 5,6444 6,5204 7,0899 7,3781 7,4483 7,3355 7,0380 6,5658 5,9804 5,3622 4,7686 4,2416 3,8114 3,4774 3,2331 3,1086 3,1385 3,2963 3,5111 3,7274 3,9164 4,0553 4,1257 4,1351 4,1092 4,0302 3,8161 3,3885 2,7444 1,9602 1,1283 0,2844 -0,5731 -1,3920 -2,0415 -2,4099 -2,5044 -2,4155 -2,2107 -1,9194 -1,5986 -1,3384 -1,1951 -1,1677 -1,2562 -1,5043 -1,9533 -2,5731 -3,2621 -3,9286 -4,5703 -5,2396 -5,9406 -6,5926 -7,0753 -7,2903 -7,2037 -6,8661 -6,3992 -5,9504 -5,6461 -5,5560 -5,6792 -5,9627 -6,3380 -6,7350 -7,0636 -7,2214 -7,1416 -6,8277 -6,3356 -5,7248 -5,0378 -4,3231 -3,6545 -3,1139 -2,7499 -2,5387 -2,4070 -2,3221 -2,3218 -2,4253 -2,5597 -2,6042 -2,4665 -2,1038 -1,5106 -0,7073 0,2547 1,2844 2,2679 3,0989 3,6910 3,9995 4,0759 4,0896 4,2308 4,5592 4,9721 5,3175 5,4945 5,4451 5,1049 4,4314 3,4850 2,4304 1,4617 0,7313 0,3036 0,1575 0,2435 0,5251 0,9652 1,4919 1,9949 2,3735 2,5972 2,7122 2,7677 2,7410 2,5617 2,2104 1,7673 1,3665 1,1255 1,1077 1,3253 1,7483 2,2793 2,7425 2,9660 2,8944 2,6087 2,2495 1,9394 1,7672 1,7952 2,0306 2,4003 2,7792 3,0319 3,0345 2,6979 1,9958 0,9876 -0,1680 -1,2365 -1,9968 -2,3592 -2,4140 -2,3414 -2,2718 -2,2376 -2,2113 -2,1491 -2,0325 -1,8969 -1,8110 -1,8380 -2,0187 -2,3489 -2,7623 -3,1548 -3,4321 -3,5525 -3,5393 -3,4632 -3,4265 -3,5404 -3,8724 -4,3909 -4,9728 -5,4811 -5,8263 -5,9484 -5,7884 -5,3274 -4,6385 -3,8568 -3,0973 -2,4185 -1,8410 -1,3672 -1,0071 -0,7930 -0,7290 -0,7355 -0,6805 -0,4796 -0,1897 -0,0126 -0,1525 -0,6508 -1,3747 -2,1337 -2,7792 -3,2358 -3,4845 -3,5216 -3,3272 -2,8687 -2,1307 -1,1575 -0,0833 0,8867 1,5595 1,8474 1,7936 1,5138 1,1136 0,6598 0,2110 -0,1690 -0,4627 -0,7296 -1,0508 -1,4710 -1,9935 -2,5743 -3,1184 -3,5222 -3,7364 -3,8089 -3,8559 -3,9533 -4,0772 -4,1821 -4,3059 -4,5733 -5,1101 -5,9640 -7,0946 -8,4016 -9,7400 -10,9462 -11,8863 -12,5056 -12,8528 -13,0494 -13,2358 -13,5392 -14,0324 -14,6965 -15,4331 -16,0953 -16,5237 -16,6132 -16,3542 -15,8001 -15,0350 -14,1649 -13,2817 -12,4400 -11,6901 -11,0916 -10,6755 -10,4227 -10,2815 -10,1833 -10,0576 -9,8678 -9,6293 -9,3876 -9,2001 -9,1316 -9,2170 -9,4177 -9,6504 -9,8699 -10,1011 -10,3920 -10,7649 -11,2166 -11,7214 -12,2085 -12,5749 -12,7604 -12,7929 -12,7253 -12,5503 -12,2306 -11,7965 -11,3531 -10,9924 -10,7348 -10,5567 -10,4359 -10,3685 -10,3727 -10,4723 -10,6636 -10,9176 -11,2058 -11,4851 -11,6709 -11,6741 -11,4733 -11,1353 -10,7784 -10,5271 -10,4733 -10,6376 -10,9666 -11,3856 -11,8554 -12,3678 -12,8926 -13,3538 -13,6800 -13,8706 -13,9883 -14,0924 -14,1964 -14,2703 -14,2494 -14,0497 -13,6143 -12,9738 -12,2566 -11,6404 -11,2838 -11,2553 -11,4880 -11,8106 -12,0557 -12,1607 -12,1709 -12,1610 -12,1768 -12,2469 -12,4169 -12,7428 -13,2336 -13,7879 -14,2084 -14,2915 -13,9170 -13,0967 -11,9669 -10,7278
Fz    -1,8211 -1,9399 -2,0148 -2,1013 -2,2270 -2,3442 -2,3682 -2,2468 -1,9894 -1,6569 -1,3279 -1,0527 -0,8326 -0,6410 -0,4505 -0,2435 -0,0171 0,2133 0,4209 0,5831 0,7025 0,8141 0,9586 1,1490 1,3679 1,5920 1,8138 2,0453 2,3054 2,5883 2,8366 2,9592 2,8888 2,6285 2,2513 1,8482 1,4756 1,1423 0,8198 0,4612 0,0400 -0,4130 -0,8289 -1,1623 -1,4011 -1,5319 -1,5437 -1,4480 -1,2688 -1,0330 -0,7757 -0,5322 -0,3302 -0,1853 -0,0856 0,0056 0,1149 0,2329 0,3186 0,3240 0,2232 0,0216 -0,2651 -0,6242 -1,0386 -1,4754 -1,8846 -2,2072 -2,3967 -2,4414 -2,3758 -2,2705 -2,1933 -2,1740 -2,2082 -2,2692 -2,3073 -2,2761 -2,1728 -2,0389 -1,9218 -1,8404 -1,7704 -1,6721 -1,5483 -1,4483 -1,3967 -1,3597 -1,2940 -1,1908 -1,0714 -0,9593 -0,8644 -0,7936 -0,7562 -0,7430 -0,7269 -0,7045 -0,7121 -0,7957 -0,9785 -1,2526 -1,5934 -1,9812 -2,4063 -2,8576 -3,3095 -3,7218 -4,0615 -4,3285 -4,5512 -4,7671 -5,0230 -5,3648 -5,7975 -6,2824 -6,7814 -7,2849 -7,7983 -8,3163 -8,8138 -9,2555 -9,6103 -9,8677 -10,0391 -10,1384 -10,1667 -10,1193 -9,9981 -9,8100 -9,5628 -9,2709 -8,9470 -8,5845 -8,1701 -7,7184 -7,2784 -6,9012 -6,6133 -6,4242 -6,3414 -6,3588 -6,4348 -6,5064 -6,5288 -6,4922 -6,4062 -6,2777 -6,1087 -5,9130 -5,7118 -5,4993 -5,2308 -4,8629 -4,3886 -3,8239 -3,1835 -2,4804 -1,7344 -0,9836 -0,2868 0,3050 0,7799 1,1544 1,4477 1,6768 1,8590 2,0171 2,1821 2,3736 2,5765 2,7405 2,7984 2,6996 2,4342 2,0317 1,5445 1,0274 0,5226 0,0719 -0,2752 -0,4924 -0,6137 -0,7205 -0,8819 -1,1161 -1,3993 -1,6887 -1,9391 -2,1266 -2,2613 -2,3855 -2,5591 -2,8211 -3,1521 -3,4834 -3,7531 -3,9532 -4,1259 -4,3232 -4,5657 -4,8388 -5,1193 -5,3863 -5,6063 -5,7268 -5,6921 -5,4714 -5,0859 -4,6034 -4,0947 -3,5943 -3,0974 -2,5870 -2,0713 -1,5976 -1,2297 -1,0083 -0,9229 -0,9119 -0,8850 -0,7631 -0,5076 -0,1245 0,3433 0,8336 1,2929 1,6934 2,0230 2,2816 2,4879 2,6684 2,8496 3,0657 3,3477 3,7027 4,1166 4,5642 5,0044 5,3765 5,6133 5,6686 5,5411 5,2726 4,9213 4,5367 4,1532 3,7936 3,4704 3,1874 2,9410 2,7164 2,5031 2,3164 2,1875 2,1413 2,1941 2,3510 2,5872 2,8469 3,0665 3,1936 3,1954 3,0666 2,8285 2,5110 2,1382 1,7389 1,3615 1,0597 0,8701 0,8045 0,8457 0,9492 1,0676 1,1830 1,3055 1,4383 1,5587 1,6340 1,6412 1,5805 1,4775 1,3701 1,2888 1,2448 1,2299 1,2269 1,2234 1,2176 1,2020 1,1548 1,0634 0,9445 0,8285 0,7308 0,6469 0,5721 0,5215 0,5285 0,6194 0,7858 0,9823 1,1458 1,2118 1,1271 0,8751 0,4971 0,0787 -0,3067 -0,6461 -0,9686 -1,2940 -1,6155 -1,9063 -2,1263 -2,2325 -2,2030 -2,0576 -1,8584 -1,6798 -1,5672 -1,5223 -1,5231 -1,5469 -1,5751 -1,5861 -1,5533 -1,4560 -1,2937 -1,0837 -0,8419 -0,5735 -0,2807 0,0347 0,3762 0,7536 1,1802 1,6621 2,1766 2,6679 3,0796 3,3925 3,6206 3,7794 3,8841 3,9741 4,1134 4,3572 4,7190 5,1687 5,6554 6,1345 6,5775 6,9683 7,3066 7,6076 7,8828 8,1297 8,3420 8,5166 8,6349 8,6458 8,4953 8,1775 7,7458 7,2871 6,8803 6,5648 6,3434 6,2060 6,1389 6,1222 6,1353 6,1651 6,2111 6,2850 6,3976 6,5399 6,6801 6,7792 6,8155 6,7951 6,7391 6,6626 6,5752 6,4921 6,4281 6,3799 6,3257 6,2483 6,1504 6,0523 5,9805 5,9482 5,9490 5,9769 6,0333 6,1094 6,1748 6,1841 6,0846 5,8287 5,4054 4,8635 4,2937 3,7882 3,4143 3,1942 3,0971 3,0685 3,0714 3,0965 3,1542 3,2652 3,4431 3,6783 3,9426 4,1954 4,3789 4,4395 4,3679 4,1986 3,9712 3,7042 3,3985 3,0602 2,7090 2,3659 2,0423 1,7461 1,4893 1,2891 1,1683 1,1534 1,2648 1,4983 1,8182 2,1748 2,5251 2,8341 3,0795 3,2646 3,4052 3,5077 3,5740 3,6175 3,6555 3,6921 3,7067 3,6554 3,5017 3,2554 2,9776 2,7501 2,6354 2,6500 2,7679 2,9525 3,1832 3,4520 3,7453 4,0268 4,2283 4,2680 4,1013 3,7558 3,3107 2,8470 2,4127 2,0213 1,6791 1,4071 1,2212 1,1003 0,9965 0,8694 0,7008 0,4985 0,2970 0,1455 0,0793 0,0896 0,1245 0,1245 0,0493 -0,1249 -0,4226 -0,8715 -1,4826 -2,2323 -3,0750 -3,9687 -4,8842 -5,7933 -6,6493 -7,3839 -7,9339 -8,2714 -8,4174 -8,4371 -8,4119 -8,4025 -8,4282 -8,4720 -8,4950 -8,4538 -8,3165 -8,0697 -7,7250 -7,3231 -6,9184 -6,5604 -6,2916 -6,1442 -6,1258 -6,2151 -6,3720 -6,5515 -6,7131 -6,8291 -6,8903 -6,9003 -6,8657 -6,7925 -6,6837 -6,5378 -6,3572 -6,1586 -5,9704 -5,8147 -5,6992 -5,6226 -5,5726 -5,5154 -5,4087 -5,2424 -5,0481 -4,8522 -4,6388 -4,3760 -4,0638 -3,7417 -3,4628 -3,2670 -3,1661 -3,1405 -3,1487 -3,1563 -3,1607 -3,1813 -3,2363 -3,3328 -3,4552 -3,5513 -3,5514 -3,4192 -3,1849 -2,9197 -2,6816 -2,4945 -2,3673 -2,3105 -2,3321 -2,4359 -2,6271 -2,9091 -3,2669 -3,6510 -3,9867 -4,2109 -4,3103 -4,3303 -4,3433 -4,4031 -4,5263 -4,7051 -4,9269 -5,1843 -5,4749 -5,7982 -6,1489 -6,5134 -6,8766 -7,2327 -7,5839 -7,9264 -8,2368 -8,4775 -8,6272 -8,7000 -8,7332 -8,7594 -8,7815 -8,7679 -8,6720 -8,4576 -8,1170 -7,6731 -7,1713
F3    -2,6392 -2,7511 -2,8223 -2,8933 -2,9800 -3,0265 -2,9425 -2,6798 -2,2655 -1,7817 -1,3164 -0,9111 -0,5538 -0,2254 0,0683 0,3078 0,4780 0,5798 0,6367 0,6785 0,7305 0,8280 1,0121 1,2941 1,6424 2,0079 2,3520 2,6565 2,9205 3,1371 3,2662 3,2432 3,0217 2,6197 2,1257 1,6417 1,2276 0,8953 0,6230 0,3621 0,0596 -0,2995 -0,6780 -1,0286 -1,3175 -1,5108 -1,5865 -1,5524 -1,4275 -1,2268 -0,9775 -0,7286 -0,5292 -0,3943 -0,2908 -0,1649 0,0142 0,2306 0,4317 0,5642 0,6013 0,5324 0,3441 0,0342 -0,3596 -0,7595 -1,0749 -1,2429 -1,2587 -1,1671 -1,0406 -0,9648 -1,0041 -1,1613 -1,3839 -1,5945 -1,7094 -1,6747 -1,5058 -1,2761 -1,0661 -0,9176 -0,8088 -0,6834 -0,5309 -0,4120 -0,3741 -0,3900 -0,3995 -0,3779 -0,3516 -0,3605 -0,4241 -0,5502 -0,7352 -0,9343 -1,0809 -1,1510 -1,1805 -1,2196 -1,2943 -1,4040 -1,5422 -1,7160 -1,9467 -2,2515 -2,6224 -3,0319 -3,4629 -3,9207 -4,4040 -4,8905 -5,3743 -5,8838 -6,4386 -7,0129 -7,5604 -8,0644 -8,5455 -9,0124 -9,4279 -9,7303 -9,8797 -9,8828 -9,7829 -9,6284 -9,4519 -9,2724 -9,1016 -8,9390 -8,7764 -8,6163 -8,4664 -8,3036 -8,0645 -7,6980 -7,2143 -6,6715 -6,1295 -5,6353 -5,2321 -4,9464 -4,7638 -4,6434 -4,5507 -4,4659 -4,3818 -4,2981 -4,2130 -4,1234 -4,0176 -3,8551 -3,5823 -3,1830 -2,6947 -2,1609 -1,5940 -0,9874 -0,3426 0,3098 0,9120 1,4159 1,8098 2,1024 2,3090 2,4609 2,5986 2,7555 2,9562 3,2023 3,4544 3,6344 3,6480 3,4317 2,9910 2,3929 1,7374 1,1109 0,5499 0,0714 -0,2860 -0,4943 -0,5937 -0,6749 -0,8062 -1,0017 -1,2440 -1,4906 -1,6749 -1,7486 -1,7300 -1,7018 -1,7576 -1,9382 -2,2050 -2,4648 -2,6374 -2,7201 -2,7883 -2,9276 -3,1543 -3,4086 -3,6186 -3,7396 -3,7454 -3,6180 -3,3465 -2,9311 -2,4029 -1,8294 -1,2789 -0,7790 -0,3123 0,1467 0,5834 0,9266 1,0840 1,0045 0,7241 0,3647 0,0825 -0,0004 0,1623 0,5419 1,0568 1,6009 2,0857 2,4683 2,7306 2,8647 2,8977 2,8930 2,9215 3,0460 3,3043 3,6907 4,1725 4,7114 5,2600 5,7494 6,0991 6,2527 6,2119 6,0219 5,7215 5,3198 4,8211 4,2564 3,6873 3,1850 2,7985 2,5337 2,3707 2,2966 2,3034 2,3778 2,5158 2,7215 2,9760 3,2246 3,4037 3,4755 3,4430 3,3406 3,2074 3,0555 2,8654 2,6244 2,3594 2,1193 1,9411 1,8451 1,8372 1,9038 2,0244 2,1949 2,4194 2,6753 2,9060 3,0502 3,0766 3,0010 2,8771 2,7674 2,7087 2,6882 2,6557 2,5737 2,4562 2,3568 2,3105 2,2938 2,2544 2,1704 2,0641 1,9641 1,8737 1,7893 1,7329 1,7511 1,8775 2,1010 2,3733 2,6393 2,8412 2,9071 2,7750 2,4445 1,9964 1,5334 1,1001 0,6832 0,2755 -0,0954 -0,3852 -0,5545 -0,5829 -0,4841 -0,3106 -0,1353 -0,0158 0,0358 0,0528 0,0795 0,1371 0,2189 0,3121 0,4166 0,5426 0,6901 0,8452 1,0039 1,1825 1,3963 1,6481 1,9371 2,2702 2,6655 3,1371 3,6633 4,1759 4,5969 4,8891 5,0646 5,1543 5,1908 5,2173 5,2898 5,4574 5,7412 6,1312 6,5920 7,0696 7,5059 7,8607 8,1319 8,3443 8,5126 8,6299 8,6945 8,7234 8,7198 8,6371 8,4096 8,0215 7,5303 7,0382 6,6459 6,4120 6,3404 6,3970 6,5300 6,6885 6,8407 6,9803 7,1178 7,2684 7,4397 7,6164 7,7557 7,8076 7,7516 7,6145 7,4469 7,2821 7,1297 6,9984 6,8985 6,8175 6,7179 6,5781 6,4235 6,3136 6,3056 6,4187 6,6291 6,8968 7,1809 7,4301 7,5838 7,5883 7,4031 7,0031 6,3987 5,6577 4,8926 4,2207 3,7289 3,4462 3,3340 3,3206 3,3508 3,4023 3,4807 3,6152 3,8393 4,1592 4,5421 4,9202 5,2033 5,3162 5,2413 5,0168 4,6978 4,3292 3,9463 3,5818 3,2569 2,9691 2,7020 2,4486 2,2229 2,0507 1,9609 1,9872 2,1552 2,4540 2,8292 3,2125 3,5537 3,8242 4,0111 4,1170 4,1499 4,1103 4,0063 3,8683 3,7323 3,6135 3,4929 3,3192 3,0435 2,6705 2,2715 1,9481 1,7806 1,7877 1,9251 2,1303 2,3715 2,6541 2,9938 3,3767 3,7284 3,9319 3,9003 3,6378 3,2304 2,7824 2,3576 1,9736 1,6426 1,3999 1,2750 1,2522 1,2774 1,2917 1,2531 1,1488 1,0033 0,8715 0,8085 0,8228 0,8633 0,8653 0,7930 0,6310 0,3619 -0,0341 -0,5675 -1,2335 -2,0127 -2,8743 -3,7786 -4,6793 -5,5185 -6,2261 -6,7401 -7,0316 -7,1205 -7,0742 -6,9813 -6,9162 -6,9227 -7,0099 -7,1512 -7,2964 -7,3894 -7,3733 -7,2091 -6,9062 -6,5138 -6,0871 -5,6758 -5,3275 -5,0788 -4,9430 -4,9043 -4,9217 -4,9462 -4,9517 -4,9497 -4,9702 -5,0342 -5,1421 -5,2694 -5,3685 -5,3919 -5,3241 -5,1890 -5,0312 -4,8981 -4,8288 -4,8306 -4,8583 -4,8407 -4,7460 -4,6038 -4,4518 -4,2814 -4,0570 -3,7755 -3,4836 -3,2419 -3,0875 -3,0217 -3,0141 -3,0174 -2,9997 -2,9668 -2,9473 -2,9697 -3,0524 -3,1861 -3,3141 -3,3558 -3,2676 -3,0810 -2,8755 -2,7146 -2,6148 -2,5640 -2,5473 -2,5558 -2,5913 -2,6690 -2,8058 -2,9987 -3,2166 -3,4113 -3,5386 -3,5800 -3,5561 -3,5117 -3,4807 -3,4728 -3,4927 -3,5548 -3,6753 -3,8645 -4,1257 -4,4475 -4,7942 -5,1219 -5,4067 -5,6516 -5,8639 -6,0350 -6,1473 -6,1997 -6,2188 -6,2407 -6,2851 -6,3341 -6,3331 -6,2184 -5,9505 -5,5347 -5,0155 -4,4515
F7    -1,5018 -1,6453 -1,7227 -1,7136 -1,6153 -1,4482 -1,2432 -1,0251 -0,8062 -0,5876 -0,3745 -0,2021 -0,1231 -0,1446 -0,1997 -0,2015 -0,1114 0,0524 0,2621 0,5177 0,8285 1,1737 1,5030 1,7713 1,9631 2,0869 2,1559 2,1820 2,1824 2,1694 2,1280 2,0288 1,8643 1,6455 1,3748 1,0515 0,6916 0,3149 -0,0784 -0,4917 -0,8954 -1,2365 -1,4789 -1,6190 -1,6747 -1,6713 -1,6307 -1,5692 -1,5009 -1,4353 -1,3664 -1,2685 -1,1200 -0,9288 -0,7225 -0,5183 -0,3200 -0,1375 0,0044 0,0732 0,0461 -0,0676 -0,2259 -0,3850 -0,5280 -0,6643 -0,8152 -0,9939 -1,1819 -1,3300 -1,3897 -1,3390 -1,1879 -0,9719 -0,7394 -0,5323 -0,3739 -0,2763 -0,2538 -0,3127 -0,4353 -0,5851 -0,7287 -0,8442 -0,9072 -0,8862 -0,7654 -0,5657 -0,3341 -0,1193 0,0445 0,1412 0,1739 0,1694 0,1624 0,1619 0,1433 0,0719 -0,0772 -0,3173 -0,6577 -1,0959 -1,5982 -2,1054 -2,5669 -2,9642 -3,3012 -3,5777 -3,7810 -3,9102 -3,9993 -4,1066 -4,2881 -4,5786 -4,9827 -5,4739 -6,0028 -6,5090 -6,9425 -7,2864 -7,5568 -7,7788 -7,9635 -8,0994 -8,1533 -8,0883 -7,8897 -7,5736 -7,1770 -6,7340 -6,2544 -5,7369 -5,1999 -4,6772 -4,1905 -3,7432 -3,3260 -2,9273 -2,5602 -2,2675 -2,0788 -1,9705 -1,8806 -1,7538 -1,5673 -1,3273 -1,0561 -0,7854 -0,5411 -0,3245 -0,1203 0,0778 0,2621 0,4392 0,6483 0,9344 1,3022 1,7165 2,1445 2,5754 3,0049 3,4192 3,7987 4,1318 4,4162 4,6420 4,7848 4,8217 4,7432 4,5501 4,2495 3,8618 3,4346 3,0379 2,7282 2,5210 2,3999 2,3371 2,3012 2,2503 2,1393 1,9487 1,6998 1,4343 1,1827 0,9563 0,7654 0,6292 0,5583 0,5408 0,5565 0,5922 0,6411 0,7000 0,7714 0,8597 0,9652 1,0907 1,2492 1,4477 1,6638 1,8498 1,9679 2,0171 2,0242 2,0141 1,9994 1,9959 2,0281 2,1139 2,2425 2,3714 2,4575 2,4862 2,4707 2,4463 2,4651 2,5735 2,7770 3,0229 3,2247 3,3121 3,2685 3,1295 2,9600 2,8370 2,8229 2,9332 3,1489 3,4473 3,7938 4,1407 4,4540 4,7187 4,9315 5,1029 5,2541 5,4091 5,5928 5,8148 6,0553 6,2777 6,4466 6,5374 6,5492 6,5080 6,4487 6,3857 6,2982 6,1532 5,9424 5,6915 5,4410 5,2239 5,0542 4,9300 4,8443 4,7943 4,7808 4,8030 4,8545 4,9276 5,0156 5,1061 5,1826 5,2366 5,2624 5,2490 5,1917 5,1067 5,0249 4,9705 4,9434 4,9285 4,9207 4,9286 4,9493 4,9542 4,9132 4,8287 4,7377 4,6775 4,6590 4,6752 4,7147 4,7661 4,8179 4,8503 4,8372 4,7661 4,6440 4,4805 4,2805 4,0538 3,8224 3,6123 3,4374 3,2956 3,1827 3,0998 3,0480 3,0289 3,0413 3,0672 3,0770 3,0579 3,0295 3,0190 3,0246 3,0215 2,9939 2,9448 2,8881 2,8316 2,7594 2,6455 2,4890 2,3242 2,2029 2,1726 2,2497 2,3955 2,5370 2,6193 2,6259 2,5598 2,4312 2,2704 2,1306 2,0612 2,0773 2,1553 2,2593 2,3760 2,5237 2,7231 2,9745 3,2636 3,5751 3,8980 4,2223 4,5380 4,8397 5,1276 5,3970 5,6355 5,8346 6,0027 6,1618 6,3271 6,4975 6,6671 6,8368 7,0089 7,1855 7,3733 7,5727 7,7623 7,9123 8,0041 8,0291 7,9825 7,8737 7,7321 7,5947 7,4859 7,4075 7,3453 7,2863 7,2301 7,1852 7,1533 7,1204 7,0682 6,9928 6,9091 6,8355 6,7790 6,7337 6,6873 6,6246 6,5331 6,4143 6,2883 6,1801 6,0965 6,0226 5,9434 5,8679 5,8284 5,8574 5,9639 6,1286 6,3217 6,5168 6,6881 6,8023 6,8275 6,7567 6,6133 6,4327 6,2458 6,0707 5,9023 5,7142 5,4878 5,2370 4,9944 4,7812 4,6016 4,4589 4,3661 4,3395 4,3806 4,4654 4,5505 4,5881 4,5398 4,3846 4,1329 3,8342 3,5523 3,3237 3,1499 3,0153 2,8945 2,7548 2,5769 2,3783 2,2042 2,0947 2,0609 2,0848 2,1340 2,1881 2,2615 2,3882 2,5844 2,8351 3,1020 3,3336 3,4885 3,5576 3,5555 3,5002 3,4141 3,3334 3,2926 3,2952 3,3084 3,2870 3,1999 3,0394 2,8172 2,5622 2,3199 2,1396 2,0570 2,0842 2,2042 2,3784 2,5726 2,7780 3,0061 3,2597 3,5086 3,6951 3,7657 3,7000 3,5124 3,2423 2,9398 2,6437 2,3720 2,1402 1,9725 1,8839 1,8676 1,9148 2,0297 2,2113 2,4339 2,6506 2,8051 2,8465 2,7474 2,5106 2,1587 1,7201 1,2235 0,7001 0,1807 -0,3102 -0,7584 -1,1592 -1,5160 -1,8418 -2,1567 -2,4730 -2,7800 -3,0479 -3,2506 -3,3803 -3,4398 -3,4292 -3,3335 -3,1188 -2,7586 -2,2739 -1,7338 -1,2116 -0,7518 -0,3720 -0,0772 0,1399 0,3015 0,4266 0,5049 0,5028 0,4079 0,2583 0,1252 0,0689 0,1050 0,2029 0,3125 0,3906 0,4119 0,3687 0,2677 0,1335 0,0101 -0,0586 -0,0589 -0,0182 0,0249 0,0627 0,1263 0,2493 0,4270 0,6157 0,7724 0,8873 0,9806 1,0772 1,1852 1,2937 1,3809 1,4282 1,4308 1,3910 1,3060 1,1712 0,9906 0,7781 0,5493 0,3173 0,0977 -0,0946 -0,2598 -0,4134 -0,5696 -0,7250 -0,8569 -0,9390 -0,9632 -0,9505 -0,9394 -0,9570 -0,9999 -1,0464 -1,0804 -1,1018 -1,1214 -1,1509 -1,1998 -1,2768 -1,3855 -1,5158 -1,6486 -1,7792 -1,9289 -2,1249 -2,3744 -2,6576 -2,9391 -3,1918 -3,4051 -3,5650 -3,6432 -3,6192 -3,5105 -3,3726 -3,2620 -3,1959 -3,1493 -3,0841 -2,9725 -2,8067 -2,6052
