Fp1   -3,4125 -3,7868 -4,0805 -4,2815 -4,3756 -4,3541 -4,2325 -4,0584 -3,8893 -3,7559 -3,6511 -3,5493 -3,4169 -3,2074 -2,8747 -2,4062 -1,8299 -1,1909 -0,5334 0,1093 0,7235 1,3178 1,9078 2,4881 3,0169 3,4305 3,6794 3,7582 3,7007 3,5601 3,3997 3,2765 3,2192 3,2222 3,2564 3,2841 3,2677 3,1781 3,0045 2,7587 2,4656 2,1379 1,7619 1,3166 0,8001 0,2313 -0,3692 -0,9987 -1,6650 -2,3526 -3,0129 -3,5903 -4,0469 -4,3742 -4,5948 -4,7417 -4,8388 -4,8995 -4,9306 -4,9321 -4,8992 -4,8231 -4,6889 -4,4759 -4,1640 -3,7455 -3,2326 -2,6561 -2,0576 -1,4776 -0,9443 -0,4705 -0,0523 0,3337 0,7152 1,0962 1,4520 1,7574 2,0080 2,2155 2,3999 2,5899 2,8090 3,0545 3,3012 3,5204 3,6839 3,7644 3,7574 3,6940 3,6201 3,5655 3,5306 3,4921 3,4197 3,2936 3,1119 2,8803 2,6002 2,2751 1,9214 1,5620 1,2142 0,8835 0,5602 0,2258 -0,1318 -0,5137 -0,9167 -1,3318 -1,7403 -2,1172 -2,4415 -2,7172 -2,9791 -3,2643 -3,5822 -3,9118 -4,2242 -4,4981 -4,7090 -4,8162 -4,7733 -4,5562 -4,1803 -3,6915 -3,1361 -2,5424 -1,9283 -1,3106 -0,6962 -0,0693 0,5983 1,3145 2,0534 2,7784 3,4659 4,0976 4,6396 5,0512 5,3154 5,4466 5,4685 5,3965 5,2356 4,9845 4,6488 4,2591 3,8744 3,5563 3,3335 3,1958 3,1158 3,0697 3,0444 3,0320 3,0182 2,9790 2,8897 2,7373 2,5300 2,3054 2,1236 2,0330 2,0394 2,1127 2,2153 2,3229 2,4298 2,5425 2,6675 2,8039 2,9416 3,0711 3,1947 3,3207 3,4435 3,5336 3,5556 3,4960 3,3723 3,2181 3,0626 2,9182 2,7801 2,6347 2,4680 2,2736 2,0642 1,8659 1,6930 1,5481 1,4488 1,4330 1,5229 1,6949 1,8902 2,0507 2,1392 2,1345 2,0315 1,8542 1,6505 1,4570 1,2703 1,0581 0,7928 0,4742 0,1218 -0,2501 -0,6376 -1,0296 -1,3936 -1,6857 -1,8886 -2,0459 -2,2398 -2,5233 -2,8815 -3,2545 -3,5778 -3,7993 -3,8888 -3,8492 -3,7116 -3,5170 -3,3049 -3,1148 -2,9841 -2,9270 -2,9212 -2,9234 -2,8957 -2,8174 -2,6788 -2,4802 -2,2429 -2,0062 -1,8051 -1,6474 -1,5131 -1,3774 -1,2301 -1,0731 -0,9126 -0,7569 -0,6087 -0,4649 -0,3359 -0,2503 -0,2278 -0,2587 -0,3184 -0,3966 -0,4984 -0,6199 -0,7443 -0,8598 -0,9654 -1,0666 -1,1693 -1,2727 -1,3682 -1,4456 -1,5023 -1,5476 -1,6027 -1,6990 -1,8743 -2,1520 -2,5107 -2,8891 -3,2269 -3,4845 -3,6311 -3,6427 -3,5161 -3,2815 -3,0021 -2,7481 -2,5553 -2,4032 -2,2328 -1,9883 -1,6533 -1,2611 -0,8625 -0,4899 -0,1634 0,0877 0,2380 0,2916 0,2779 0,2257 0,1507 0,0681 -0,0038 -0,0609 -0,1219 -0,2098 -0,3243 -0,4341 -0,5009 -0,5063 -0,4543 -0,3656 -0,2789 -0,2489 -0,3262 -0,5240 -0,8014 -1,0843 -1,3030 -1,4181 -1,4355 -1,3942 -1,3285 -1,2549 -1,1899 -1,1540 -1,1570 -1,1939 -1,2543 -1,3210 -1,3701 -1,3868 -1,3767 -1,3575 -1,3529 -1,3836 -1,4508 -1,5268 -1,5740 -1,5770 -1,5504 -1,5152 -1,4813 -1,4505 -1,4311 -1,4360 -1,4592 -1,4696 -1,4400 -1,3677 -1,2597 -1,1124 -0,9130 -0,6506 -0,3164 0,0903 0,5402 0,9752 1,3394 1,5956 1,7118 1,6565 1,4144 1,0026 0,4698 -0,1223 -0,7153 -1,2486 -1,6606 -1,9139 -2,0155 -2,0112 -1,9627 -1,9145 -1,8679 -1,7819 -1,5977 -1,2725 -0,7989 -0,2046 0,4571 1,1132 1,6783 2,0800 2,2869 2,3093 2,1830 1,9579 1,6836 1,3962 1,1181 0,8686 0,6649 0,5137 0,4102 0,3500 0,3386 0,3826 0,4790 0,6143 0,7694 0,9234 1,0586 1,1685 1,2621 1,3501 1,4220 1,4419 1,3730 1,2035 0,9528 0,6648 0,3886 0,1543 -0,0396 -0,2151 -0,3832 -0,5196 -0,5774 -0,5281 -0,3827 -0,1794 0,0443 0,2666 0,4789 0,6859 0,9047 1,1471 1,4058 1,6669 1,9271 2,1917 2,4661 2,7529 3,0494 3,3432 3,6172 3,8660 4,0978 4,3168 4,5082 4,6415 4,6865 4,6332 4,5032 4,3410 4,1881 4,0640 3,9691 3,9051 3,8847 3,9123 3,9672 4,0142 4,0191 3,9482 3,7716 3,4719 3,0540 2,5527 2,0215 1,5058 1,0251 0,5680 0,1060 -0,3749 -0,8561 -1,2993 -1,6605 -1,8967 -1,9826 -1,9260 -1,7596 -1,5283 -1,2843 -1,0718 -0,9033 -0,7540 -0,5839 -0,3663 -0,0996 0,2013 0,5209 0,8511 1,1902 1,5435 1,9322 2,3931 2,9562 3,6236 4,3659 5,1235 5,8082 6,3261 6,6162 6,6702 6,5243 6,2386 5,8776 5,4990 5,1488 4,8456 4,5615 4,2463 3,8779 3,4702 3,0408 2,6036 2,1843 1,8109 1,4940 1,2357 1,0437 0,9226 0,8594 0,8197 0,7554 0,6271 0,4291 0,1907 -0,0511 -0,2804 -0,5054 -0,7366 -0,9658 -1,1635 -1,2901 -1,3149 -1,2324 -1,0579 -0,8093 -0,5035 -0,1670 0,1609 0,4399 0,6435 0,7669 0,8244 0,8425 0,8574 0,9147 1,0545 1,2862 1,5869 1,9251 2,2759 2,6220 2,9524 3,2642 3,5563 3,8177 4,0224 4,1426 4,1666 4,1065 3,9941 3,8727 3,7856 3,7554 3,7663 3,7780 3,7551 3,6817 3,5551 3,3763 3,1498 2,8901 2,6172 2,3448 2,0803 1,8263 1,5745 1,3082 1,0155 0,6996 0,3732 0,0449 -0,2805 -0,5923 -0,8730 -1,1048 -1,2800 -1,4147 -1,5518 -1,7376 -1,9865 -2,2722 -2,5518 -2,7970 -2,9955 -3,1413 -3,2378 -3,3064 -3,3851 -3,5164 -3,7215 -3,9884 -4,2856 -4,5702 -4,7906 -4,9036 -4,8926 -4,7634 -4,5291 -4,2013 -3,7970
Fz    -2,9153 -3,3432 -3,6781 -3,8925 -3,9802 -3,9532 -3,8411 -3,6910 -3,5496 -3,4384 -3,3535 -3,2857 -3,2226 -3,1282 -2,9477 -2,6477 -2,2413 -1,7714 -1,2815 -0,7989 -0,3262 0,1587 0,6824 1,2478 1,8215 2,3438 2,7584 3,0403 3,1964 3,2537 3,2514 3,2321 3,2242 3,2326 3,2485 3,2666 3,2843 3,2909 3,2646 3,1801 3,0184 2,7699 2,4331 2,0180 1,5429 1,0175 0,4324 -0,2292 -0,9643 -1,7296 -2,4581 -3,0971 -3,6245 -4,0437 -4,3777 -4,6572 -4,9039 -5,1220 -5,3011 -5,4266 -5,4809 -5,4352 -5,2581 -4,9318 -4,4590 -3,8666 -3,2052 -2,5351 -1,9093 -1,3622 -0,9063 -0,5352 -0,2276 0,0473 0,3107 0,5568 0,7648 0,9286 1,0669 1,2080 1,3728 1,5665 1,7826 2,0140 2,2576 2,5073 2,7512 2,9791 3,1914 3,3950 3,5918 3,7737 3,9246 4,0288 4,0788 4,0744 4,0175 3,9115 3,7614 3,5757 3,3732 3,1759 2,9959 2,8252 2,6355 2,3902 2,0636 1,6441 1,1268 0,5209 -0,1409 -0,8078 -1,4309 -1,9862 -2,4850 -2,9609 -3,4396 -3,9164 -4,3658 -4,7600 -5,0699 -5,2651 -5,3179 -5,2038 -4,9142 -4,4747 -3,9370 -3,3549 -2,7709 -2,2090 -1,6687 -1,1307 -0,5726 0,0148 0,6232 1,2307 1,8089 2,3287 2,7614 3,0863 3,3035 3,4325 3,4961 3,5104 3,4813 3,3994 3,2522 3,0457 2,8131 2,6022 2,4517 2,3719 2,3509 2,3744 2,4338 2,5147 2,5925 2,6392 2,6300 2,5491 2,4037 2,2318 2,0908 2,0285 2,0589 2,1595 2,2877 2,4019 2,4796 2,5238 2,5596 2,6193 2,7191 2,8561 3,0215 3,1967 3,3440 3,4222 3,4145 3,3325 3,1971 3,0187 2,8000 2,5502 2,2820 1,9985 1,6909 1,3539 1,0006 0,6583 0,3469 0,0721 -0,1543 -0,3031 -0,3535 -0,3196 -0,2394 -0,1487 -0,0743 -0,0384 -0,0517 -0,1015 -0,1582 -0,1969 -0,2165 -0,2377 -0,2890 -0,3927 -0,5590 -0,7870 -1,0716 -1,4029 -1,7569 -2,0950 -2,3885 -2,6519 -2,9357 -3,2777 -3,6643 -4,0421 -4,3582 -4,5818 -4,7050 -4,7412 -4,7200 -4,6758 -4,6388 -4,6345 -4,6786 -4,7621 -4,8510 -4,9032 -4,8893 -4,8005 -4,6403 -4,4182 -4,1545 -3,8810 -3,6287 -3,4179 -3,2521 -3,1196 -3,0069 -2,9139 -2,8519 -2,8242 -2,8151 -2,8016 -2,7752 -2,7483 -2,7393 -2,7603 -2,8157 -2,9067 -3,0273 -3,1499 -3,2303 -3,2399 -3,1892 -3,1192 -3,0696 -3,0527 -3,0566 -3,0703 -3,0970 -3,1488 -3,2408 -3,3957 -3,6434 -3,9950 -4,4114 -4,8132 -5,1278 -5,3152 -5,3629 -5,2815 -5,0974 -4,8380 -4,5290 -4,2026 -3,8891 -3,5926 -3,2881 -2,9485 -2,5693 -2,1725 -1,7919 -1,4512 -1,1633 -0,9424 -0,7980 -0,7198 -0,6822 -0,6680 -0,6781 -0,7132 -0,7640 -0,8261 -0,9109 -1,0361 -1,2037 -1,3908 -1,5639 -1,6973 -1,7811 -1,8250 -1,8621 -1,9390 -2,0926 -2,3277 -2,6107 -2,8871 -3,1077 -3,2460 -3,3065 -3,3141 -3,2887 -3,2419 -3,1919 -3,1582 -3,1429 -3,1319 -3,1089 -3,0602 -2,9792 -2,8783 -2,7867 -2,7290 -2,7110 -2,7187 -2,7249 -2,7003 -2,6270 -2,5075 -2,3582 -2,1951 -2,0286 -1,8658 -1,7152 -1,5886 -1,4937 -1,4269 -1,3710 -1,3018 -1,1959 -1,0334 -0,7988 -0,4865 -0,1032 0,3296 0,7694 1,1647 1,4797 1,6974 1,7966 1,7418 1,4990 1,0636 0,4705 -0,2241 -0,9587 -1,6645 -2,2699 -2,7210 -2,9957 -3,1062 -3,0898 -2,9847 -2,8106 -2,5690 -2,2516 -1,8489 -1,3584 -0,7908 -0,1730 0,4420 0,9771 1,3619 1,5680 1,6075 1,5109 1,3178 1,0738 0,8216 0,5969 0,4324 0,3564 0,3805 0,4883 0,6417 0,8072 0,9801 1,1811 1,4282 1,7149 2,0115 2,2796 2,4943 2,6572 2,7847 2,8811 2,9260 2,8884 2,7512 2,5275 2,2536 1,9645 1,6728 1,3700 1,0455 0,7083 0,3998 0,1811 0,0988 0,1583 0,3257 0,5477 0,7763 0,9848 1,1725 1,3569 1,5606 1,8010 2,0862 2,4133 2,7704 3,1461 3,5390 3,9505 4,3642 4,7417 5,0496 5,2856 5,4757 5,6500 5,8174 5,9601 6,0561 6,1030 6,1185 6,1266 6,1460 6,1894 6,2685 6,3913 6,5496 6,7127 6,8420 6,9041 6,8719 6,7218 6,4376 6,0209 5,5038 4,9395 4,3711 3,8111 3,2467 2,6611 2,0629 1,4950 1,0136 0,6650 0,4747 0,4356 0,5044 0,6225 0,7431 0,8374 0,8905 0,9048 0,9070 0,9391 1,0347 1,2020 1,4289 1,7040 2,0241 2,3835 2,7735 3,1988 3,6813 4,2460 4,9052 5,6452 6,4146 7,1272 7,6908 8,0442 8,1746 8,1093 7,8961 7,5830 7,2100 6,8110 6,4046 5,9761 5,4948 4,9495 4,3546 3,7360 3,1308 2,5837 2,1263 1,7621 1,4764 1,2489 1,0584 0,8866 0,7203 0,5494 0,3692 0,1916 0,0452 -0,0496 -0,1046 -0,1572 -0,2403 -0,3581 -0,4833 -0,5709 -0,5771 -0,4788 -0,2774 0,0104 0,3587 0,7323 1,0890 1,3916 1,6204 1,7755 1,8731 1,9457 2,0366 2,1866 2,4184 2,7263 3,0833 3,4586 3,8316 4,1939 4,5430 4,8685 5,1463 5,3479 5,4525 5,4559 5,3725 5,2286 5,0465 4,8399 4,6292 4,4483 4,3218 4,2461 4,2016 4,1700 4,1308 4,0552 3,9168 3,7095 3,4486 3,1608 2,8741 2,6068 2,3588 2,1161 1,8627 1,5970 1,3359 1,0953 0,8730 0,6580 0,4502 0,2638 0,1122 -0,0107 -0,1349 -0,2945 -0,4975 -0,7169 -0,9140 -1,0701 -1,1909 -1,2938 -1,4029 -1,5519 -1,7812 -2,1236 -2,5826 -3,1212 -3,6747 -4,1682 -4,5317 -4,7222 -4,7374 -4,6074 -4,3706 -4,0575 -3,6927
F3    -2,5964 -3,0709 -3,4216 -3,6197 -3,6872 -3,6611 -3,5809 -3,5000 -3,4660 -3,4835 -3,5113 -3,5020 -3,4304 -3,2753 -3,0069 -2,6208 -2,1546 -1,6532 -1,1450 -0,6538 -0,1952 0,2457 0,7039 1,1957 1,6976 2,1548 2,5163 2,7701 2,9435 3,0777 3,2047 3,3380 3,4702 3,5787 3,6500 3,6941 3,7238 3,7238 3,6526 3,4709 3,1674 2,7541 2,2412 1,6414 0,9952 0,3575 -0,2501 -0,8526 -1,4851 -2,1453 -2,7903 -3,3727 -3,8674 -4,2792 -4,6390 -4,9805 -5,3150 -5,6265 -5,8840 -6,0596 -6,1323 -6,0821 -5,8941 -5,5609 -5,0818 -4,4799 -3,8110 -3,1414 -2,5265 -2,0064 -1,6000 -1,3028 -1,0886 -0,9097 -0,7119 -0,4680 -0,1854 0,1265 0,4774 0,8797 1,3333 1,8222 2,3137 2,7657 3,1424 3,4256 3,6124 3,7121 3,7487 3,7542 3,7588 3,7841 3,8291 3,8625 3,8449 3,7554 3,5939 3,3683 3,0872 2,7668 2,4382 2,1363 1,8816 1,6684 1,4611 1,2132 0,8992 0,5117 0,0422 -0,5048 -1,0882 -1,6425 -2,1231 -2,5368 -2,9294 -3,3459 -3,7990 -4,2615 -4,6947 -5,0736 -5,3823 -5,6079 -5,7410 -5,7586 -5,6275 -5,3391 -4,9168 -4,3945 -3,8113 -3,2102 -2,6206 -2,0454 -1,4673 -0,8702 -0,2576 0,3506 0,9335 1,4689 1,9245 2,2696 2,5065 2,6742 2,8126 2,9343 3,0240 3,0509 2,9843 2,8109 2,5495 2,2537 1,9877 1,7891 1,6609 1,5971 1,6014 1,6780 1,8136 1,9736 2,1105 2,1783 2,1533 2,0515 1,9204 1,8049 1,7202 1,6582 1,6091 1,5767 1,5797 1,6391 1,7673 1,9570 2,1731 2,3732 2,5399 2,6702 2,7450 2,7361 2,6353 2,4650 2,2642 2,0601 1,8550 1,6410 1,4141 1,1680 0,8926 0,5884 0,2770 -0,0112 -0,2600 -0,4751 -0,6627 -0,8090 -0,8905 -0,9016 -0,8558 -0,7659 -0,6442 -0,5202 -0,4301 -0,3885 -0,3816 -0,3910 -0,4195 -0,4856 -0,6002 -0,7551 -0,9318 -1,1173 -1,3163 -1,5462 -1,8098 -2,0769 -2,3196 -2,5685 -2,9006 -3,3606 -3,9044 -4,4243 -4,8259 -5,0723 -5,1741 -5,1679 -5,1000 -5,0110 -4,9255 -4,8579 -4,8146 -4,7870 -4,7560 -4,7069 -4,6364 -4,5486 -4,4448 -4,3188 -4,1662 -3,9930 -3,8102 -3,6289 -3,4558 -3,2876 -3,1179 -2,9552 -2,8244 -2,7437 -2,7039 -2,6773 -2,6491 -2,6269 -2,6249 -2,6546 -2,7255 -2,8446 -3,0046 -3,1688 -3,2801 -3,2991 -3,2323 -3,1218 -3,0103 -2,9156 -2,8391 -2,7892 -2,7804 -2,8127 -2,8716 -2,9549 -3,0922 -3,3211 -3,6382 -3,9867 -4,2943 -4,5038 -4,5814 -4,5225 -4,3537 -4,1198 -3,8666 -3,6362 -3,4596 -3,3348 -3,2169 -3,0461 -2,7882 -2,4509 -2,0678 -1,6726 -1,3015 -1,0038 -0,8160 -0,7330 -0,7215 -0,7568 -0,8331 -0,9393 -1,0478 -1,1375 -1,2166 -1,3133 -1,4461 -1,6097 -1,7895 -1,9751 -2,1553 -2,3205 -2,4777 -2,6476 -2,8408 -3,0406 -3,2097 -3,3208 -3,3738 -3,3800 -3,3410 -3,2412 -3,0570 -2,7922 -2,4978 -2,2397 -2,0521 -1,9327 -1,8644 -1,8272 -1,8039 -1,7940 -1,8099 -1,8532 -1,9115 -1,9697 -2,0145 -2,0366 -2,0385 -2,0355 -2,0407 -2,0543 -2,0695 -2,0861 -2,1104 -2,1441 -2,1745 -2,1781 -2,1353 -2,0398 -1,8934 -1,6906 -1,4194 -1,0752 -0,6656 -0,2102 0,2485 0,6507 0,9575 1,1635 1,2654 1,2392 1,0521 0,6892 0,1698 -0,4613 -1,1420 -1,7943 -2,3461 -2,7566 -3,0213 -3,1711 -3,2555 -3,3008 -3,2877 -3,1804 -2,9573 -2,6109 -2,1398 -1,5511 -0,8680 -0,1475 0,5149 1,0262 1,3453 1,4808 1,4639 1,3384 1,1570 0,9660 0,7961 0,6640 0,5813 0,5580 0,5903 0,6526 0,7126 0,7595 0,8123 0,8984 1,0275 1,1838 1,3405 1,4867 1,6418 1,8312 2,0442 2,2271 2,3182 2,2864 2,1424 1,9228 1,6600 1,3650 1,0330 0,6611 0,2661 -0,1033 -0,3795 -0,5100 -0,4831 -0,3292 -0,1028 0,1438 0,3784 0,5947 0,8072 1,0387 1,3048 1,6095 1,9487 2,3177 2,7172 3,1522 3,6222 4,1069 4,5636 4,9455 5,2281 5,4232 5,5665 5,6822 5,7597 5,7734 5,7219 5,6365 5,5524 5,4833 5,4275 5,3896 5,3822 5,4057 5,4383 5,4513 5,4234 5,3379 5,1780 4,9244 4,5598 4,0904 3,5598 3,0189 2,4851 1,9401 1,3648 0,7753 0,2295 -0,2022 -0,4727 -0,5736 -0,5352 -0,4148 -0,2713 -0,1419 -0,0403 0,0321 0,0873 0,1598 0,2940 0,5181 0,8248 1,1766 1,5394 1,9067 2,2792 2,6450 2,9971 3,3543 3,7547 4,2379 4,8221 5,4794 6,1247 6,6449 6,9551 7,0328 6,9088 6,6361 6,2631 5,8273 5,3683 4,9203 4,4819 4,0238 3,5333 3,0237 2,5053 1,9828 1,4782 1,0291 0,6651 0,3937 0,2019 0,0686 -0,0245 -0,0944 -0,1647 -0,2601 -0,3840 -0,5070 -0,5952 -0,6490 -0,7005 -0,7839 -0,9137 -1,0804 -1,2520 -1,3843 -1,4395 -1,3921 -1,2239 -0,9302 -0,5303 -0,0689 0,3951 0,8064 1,1248 1,3341 1,4609 1,5720 1,7369 1,9899 2,3206 2,6837 3,0224 3,2971 3,4991 3,6403 3,7313 3,7747 3,7752 3,7431 3,6953 3,6561 3,6412 3,6368 3,6102 3,5476 3,4729 3,4256 3,4277 3,4715 3,5246 3,5336 3,4405 3,2181 2,8883 2,5040 2,1179 1,7624 1,4441 1,1554 0,8884 0,6400 0,4124 0,2088 0,0186 -0,1814 -0,3997 -0,6158 -0,7991 -0,9394 -1,0646 -1,2280 -1,4676 -1,7765 -2,1111 -2,4267 -2,7058 -2,9504 -3,1624 -3,3415 -3,5015 -3,6845 -3,9462 -4,3118 -4,7511 -5,1968 -5,5767 -5,8356 -5,9498 -5,9294 -5,7998 -5,5748 -5,2512 -4,8328
F7    -2,4354 -2,7121 -2,9375 -3,1030 -3,2043 -3,2328 -3,1972 -3,1430 -3,1251 -3,1582 -3,2013 -3,1981 -3,1194 -2,9487 -2,6609 -2,2467 -1,7303 -1,1446 -0,5174 0,1176 0,7299 1,3126 1,8678 2,3712 2,7717 3,0194 3,0980 3,0370 2,8852 2,6825 2,4700 2,3040 2,2322 2,2632 2,3682 2,5010 2,6111 2,6519 2,5914 2,4210 2,1600 1,8306 1,4299 0,9545 0,4483 -0,0167 -0,4112 -0,7803 -1,2002 -1,7059 -2,2605 -2,7901 -3,2378 -3,5961 -3,9044 -4,2054 -4,5089 -4,8007 -5,0598 -5,2551 -5,3448 -5,2972 -5,1125 -4,8059 -4,3767 -3,8269 -3,1966 -2,5501 -1,9430 -1,4137 -0,9862 -0,6690 -0,4479 -0,2773 -0,0944 0,1379 0,4140 0,7193 1,0588 1,4432 1,8751 2,3481 2,8353 3,2814 3,6275 3,8390 3,9002 3,8061 3,5807 3,2816 2,9746 2,7095 2,5065 2,3485 2,1992 2,0322 1,8396 1,6200 1,3671 1,0770 0,7581 0,4325 0,1310 -0,1271 -0,3595 -0,6084 -0,8948 -1,2088 -1,5382 -1,8706 -2,1717 -2,3850 -2,4743 -2,4699 -2,4548 -2,5044 -2,6471 -2,8690 -3,1433 -3,4507 -3,7706 -4,0673 -4,2847 -4,3530 -4,2265 -3,9189 -3,4790 -2,9551 -2,3953 -1,8493 -1,3457 -0,8742 -0,3973 0,1176 0,6731 1,2495 1,8280 2,3888 2,8951 3,3047 3,5999 3,7955 3,9205 3,9958 4,0216 3,9796 3,8445 3,5960 3,2390 2,8233 2,4349 2,1523 2,0025 1,9567 1,9699 2,0136 2,0716 2,1214 2,1347 2,0901 1,9838 1,8415 1,7205 1,6744 1,7140 1,8114 1,9297 2,0452 2,1571 2,2827 2,4391 2,6189 2,7838 2,8978 2,9618 2,9969 3,0061 2,9719 2,8797 2,7328 2,5489 2,3467 2,1406 1,9448 1,7690 1,6097 1,4509 1,2782 1,0978 0,9364 0,8110 0,7158 0,6440 0,6030 0,6062 0,6565 0,7369 0,8221 0,8919 0,9228 0,8864 0,7759 0,6196 0,4510 0,2712 0,0538 -0,2205 -0,5412 -0,8821 -1,2285 -1,5781 -1,9188 -2,2137 -2,4067 -2,4691 -2,4626 -2,5248 -2,7642 -3,1719 -3,6461 -4,0829 -4,4224 -4,6398 -4,7336 -4,7203 -4,6220 -4,4591 -4,2535 -4,0257 -3,7899 -3,5580 -3,3491 -3,1878 -3,0854 -3,0232 -2,9616 -2,8712 -2,7486 -2,6004 -2,4237 -2,2087 -1,9552 -1,6834 -1,4276 -1,2182 -1,0640 -0,9421 -0,8178 -0,6872 -0,5776 -0,5016 -0,4409 -0,3766 -0,3215 -0,3096 -0,3553 -0,4426 -0,5516 -0,6743 -0,8087 -0,9480 -1,0774 -1,1847 -1,2721 -1,3460 -1,3998 -1,4161 -1,3877 -1,3446 -1,3467 -1,4353 -1,6094 -1,8455 -2,1065 -2,3402 -2,4941 -2,5392 -2,4817 -2,3565 -2,2136 -2,0948 -2,0000 -1,8849 -1,7043 -1,4519 -1,1572 -0,8513 -0,5446 -0,2487 0,0006 0,1705 0,2658 0,3142 0,3295 0,3055 0,2461 0,1807 0,1420 0,1381 0,1527 0,1684 0,1811 0,1857 0,1666 0,1147 0,0324 -0,0862 -0,2608 -0,5007 -0,7791 -1,0360 -1,2191 -1,3160 -1,3361 -1,2802 -1,1373 -0,8954 -0,5697 -0,2233 0,0576 0,2185 0,2601 0,2222 0,1662 0,1546 0,2158 0,3289 0,4448 0,5123 0,4938 0,3741 0,1641 -0,1033 -0,3831 -0,6295 -0,8039 -0,8863 -0,8920 -0,8734 -0,8902 -0,9641 -1,0646 -1,1447 -1,1774 -1,1573 -1,0771 -0,9165 -0,6562 -0,2888 0,1782 0,7057 1,2172 1,6377 1,9209 2,0366 1,9633 1,6982 1,2672 0,7282 0,1532 -0,3897 -0,8359 -1,1342 -1,2755 -1,3059 -1,3067 -1,3509 -1,4605 -1,5983 -1,7000 -1,7097 -1,5889 -1,3119 -0,8660 -0,2612 0,4514 1,1723 1,7925 2,2452 2,5098 2,5908 2,5150 2,3312 2,0961 1,8540 1,6276 1,4303 1,2798 1,1905 1,1586 1,1617 1,1718 1,1700 1,1524 1,1237 1,0852 1,0358 0,9843 0,9570 0,9812 1,0551 1,1379 1,1768 1,1378 1,0133 0,8168 0,5752 0,3182 0,0648 -0,1838 -0,4276 -0,6410 -0,7765 -0,8017 -0,7249 -0,5867 -0,4316 -0,2835 -0,1416 0,0115 0,1973 0,4256 0,6850 0,9580 1,2407 1,5443 1,8782 2,2377 2,6075 2,9700 3,3072 3,6057 3,8656 4,0993 4,3162 4,5006 4,6073 4,5936 4,4562 4,2308 3,9606 3,6711 3,3755 3,0952 2,8659 2,7107 2,6131 2,5310 2,4236 2,2611 2,0303 1,7315 1,3652 0,9410 0,4935 0,0626 -0,3409 -0,7370 -1,1477 -1,5635 -1,9397 -2,2205 -2,3589 -2,3274 -2,1335 -1,8242 -1,4654 -1,1173 -0,8191 -0,5848 -0,3967 -0,2106 0,0208 0,3249 0,6957 1,0920 1,4712 1,8235 2,1599 2,4890 2,8253 3,1980 3,6342 4,1420 4,7038 5,2744 5,7791 6,1292 6,2595 6,1598 5,8739 5,4788 5,0535 4,6547 4,3078 3,9993 3,6735 3,2722 2,7884 2,2599 1,7162 1,1687 0,6436 0,1834 -0,1818 -0,4399 -0,5889 -0,6328 -0,5851 -0,4817 -0,3854 -0,3596 -0,4248 -0,5481 -0,6776 -0,7840 -0,8685 -0,9525 -1,0666 -1,2299 -1,4207 -1,5832 -1,6667 -1,6414 -1,4867 -1,1941 -0,7821 -0,2987 0,1912 0,6291 0,9798 1,2318 1,3915 1,4834 1,5536 1,6614 1,8479 2,1069 2,3965 2,6790 2,9358 3,1542 3,3249 3,4558 3,5675 3,6712 3,7650 3,8502 3,9296 3,9908 4,0070 3,9607 3,8622 3,7413 3,6239 3,5141 3,3926 3,2247 2,9754 2,6370 2,2471 1,8665 1,5380 1,2709 1,0503 0,8398 0,5859 0,2512 -0,1507 -0,5732 -0,9820 -1,3642 -1,7059 -1,9856 -2,1892 -2,3253 -2,4320 -2,5666 -2,7766 -3,0733 -3,4307 -3,8084 -4,1701 -4,4859 -4,7320 -4,9027 -5,0138 -5,0953 -5,1831 -5,3012 -5,4452 -5,5849 -5,6756 -5,6767 -5,5732 -5,3794 -5,1233 -4,8251 -4,4857 -4,1060
