Fp1   -6,6780 -5,6681 -4,7924 -4,1979 -3,9530 -4,0075 -4,2058 -4,3645 -4,3698 -4,2125 -3,9357 -3,5613 -3,0666 -2,4264 -1,6730 -0,9132 -0,2796 0,1628 0,4905 0,8997 1,5762 2,5522 3,6708 4,6618 5,2493 5,2573 4,6791 3,6832 2,5662 1,6502 1,1600 1,1595 1,5579 2,1609 2,7610 3,2251 3,5005 3,5389 3,2642 2,6573 1,8369 1,0209 0,4186 0,1272 0,0773 0,0704 -0,0987 -0,5085 -1,0760 -1,6475 -2,1063 -2,3934 -2,4902 -2,4264 -2,2486 -1,9445 -1,4618 -0,8223 -0,1513 0,4061 0,7617 0,9085 0,9038 0,8153 0,6916 0,5788 0,5362 0,6263 0,8789 1,2530 1,6409 1,8983 1,9024 1,6580 1,3370 1,1542 1,1833 1,2897 1,2583 1,0077 0,6687 0,4747 0,6226 1,2011 2,1537 3,2708 4,2595 4,8737 5,0206 4,7728 4,3136 3,8819 3,7098 3,9224 4,4617 5,1195 5,6500 5,8751 5,7456 5,3518 4,8966 4,6369 4,7810 5,3857 6,3344 7,3931 8,2780 8,7309 8,6089 7,9386 6,9011 5,7522 4,7027 3,8308 3,0998 2,4600 1,9305 1,5803 1,4184 1,2953 0,9495 0,2016 -0,8795 -1,9901 -2,7387 -2,8091 -2,0975 -0,7800 0,7448 2,0108 2,6564 2,5428 1,7786 0,6687 -0,3853 -1,0223 -1,0647 -0,6157 -0,0247 0,3281 0,2850 -0,0288 -0,3609 -0,5386 -0,5604 -0,5276 -0,5157 -0,5128 -0,4443 -0,2288 0,1725 0,7330 1,3879 2,0747 2,7154 3,1840 3,3560 3,2325 3,0129 2,9978 3,3794 4,1264 5,0725 6,0626 6,9831 7,7386 8,2652 8,5097 8,3721 7,7438 6,6367 5,2536 3,9239 2,9438 2,4218 2,2464 2,2251 2,2663 2,4313 2,8511 3,6239 4,7557 6,1372 7,5360 8,6318 9,1425 8,9723 8,2468 7,2344 6,2398 5,4877 5,0103 4,6484 4,1889 3,5178 2,6911 1,8914 1,3152 1,0969 1,2900 1,8719 2,7556 3,8020 4,8344 5,6931 6,2933 6,5945 6,5342 6,0662 5,2581 4,3012 3,4222 2,7868 2,4449 2,3601 2,4978 2,8585 3,4382 4,1905 5,0118 5,7507 6,2580 6,4555 6,3770 6,1539 5,9299 5,7595 5,5923 5,3488 4,9899 4,5416 4,0982 3,7852 3,7003 3,8839 4,3135 4,8966 5,4911 5,9462 6,1264 5,9538 5,4968 4,9990 4,7399 4,8254 5,1153 5,3574 5,4001 5,3018 5,2481 5,3847 5,7369 6,2098 6,6035 6,6733 6,2507 5,3635 4,2423 3,1547 2,2242 1,3996 0,5466 -0,4394 -1,5470 -2,6257 -3,4316 -3,7159 -3,3167 -2,2326 -0,6612 1,0513 2,5414 3,5155 3,7432 3,0678 1,4943 -0,7510 -3,2717 -5,6300 -7,4553 -8,4598 -8,4376 -7,3643 -5,5144 -3,4185 -1,6327 -0,5168 -0,2025 -0,6497 -1,6497 -2,8660 -3,9679 -4,7492 -5,1759 -5,3610 -5,4875 -5,7382 -6,2558 -7,0940 -8,1674 -9,2602 -10,1022 -10,4540 -10,1702 -9,2500 -7,8504 -6,2529 -4,7925 -3,7440 -3,2443 -3,3238 -3,9521 -5,0081 -6,2597 -7,4110 -8,1797 -8,3991 -8,0975 -7,4705 -6,7619 -6,1495 -5,7184 -5,5001 -5,4697 -5,5021 -5,4334 -5,2236 -5,0120 -4,9946 -5,2700 -5,7812 -6,3710 -6,9016 -7,3398 -7,7513 -8,2343 -8,8355 -9,4907 -10,0426 -10,3285 -10,2631 -9,8735 -9,2965 -8,7314 -8,3550 -8,2661 -8,4653 -8,8248 -9,1242 -9,2127 -9,1473 -9,1312 -9,3203 -9,6899 -10,0515 -10,1832 -9,9883 -9,5625 -9,1104 -8,8099 -8,7560 -8,9847 -9,4875 -10,1913 -10,9703 -11,7067 -12,3476 -12,9352 -13,5778 -14,3338 -15,1102 -15,6955 -15,9025 -15,6775 -15,0866 -14,2371 -13,2273 -12,1485 -11,1126 -10,2367 -9,5617 -9,0050 -8,4175 -7,6884 -6,8268 -5,9861 -5,3769 -5,1075 -5,1328 -5,3603 -5,7415 -6,2385 -6,7420 -7,0693 -7,0600 -6,6789 -6,0650 -5,5028 -5,2954 -5,6072 -6,3995 -7,4845 -8,5967 -9,4183 -9,6461 -9,1502 -8,1096 -6,9863 -6,3028 -6,3517 -7,0744 -8,1823 -9,3380 -10,2437 -10,6940 -10,6315 -10,1492 -9,4468 -8,7808 -8,3996 -8,4534 -8,9217 -9,6319 -10,3633 -10,9100 -11,0730 -10,7052 -9,8255 -8,6715 -7,6368 -7,0985 -7,1844 -7,6803 -8,1899 -8,3958 -8,2360 -7,8943 -7,6216 -7,5715 -7,7675 -8,1342 -8,5084 -8,6613 -8,3819 -7,5807 -6,3247 -4,7831 -3,1484 -1,5991 -0,2862 0,6803 1,2096 1,2127 0,6814 -0,2062 -1,1287 -1,7926 -2,0512 -1,9047 -1,4423 -0,7773 -0,0337 0,6195 0,9810 0,9022 0,3532 -0,5839 -1,7427 -2,9067 -3,8800 -4,5422 -4,8362 -4,7653 -4,4264 -3,9934 -3,6015 -3,2429 -2,8059 -2,1908 -1,3704 -0,3908 0,6557 1,6831 2,6435 3,5164 4,2762 4,8632 5,1857 5,1477 4,6841 3,8231 2,7368 1,6788 0,8265 0,1723 -0,4438 -1,2096 -2,2090 -3,3537 -4,4284 -5,2078 -5,5319 -5,3309 -4,6518 -3,6541 -2,5654 -1,6293 -1,0513 -0,9597 -1,3867 -2,2461 -3,3438 -4,4463 -5,3444 -5,8846 -5,9899 -5,6778 -5,0792 -4,4220 -3,9384 -3,7549 -3,8550 -4,1200 -4,4053 -4,6168 -4,7325 -4,7331 -4,5352 -4,0390 -3,2247 -2,1740 -1,0381 -0,0280 0,6242 0,7730 0,4294 -0,2862 -1,2194 -2,1903 -2,9921 -3,4661 -3,5764 -3,3967 -3,0495 -2,6507 -2,2652 -1,8697 -1,3732 -0,7115 0,0862 0,9208 1,6366 1,9997 1,7764 0,8861 -0,5540 -2,2774 -3,9208 -5,1237 -5,6512 -5,4496 -4,6333 -3,4395 -2,1517 -1,0100 -0,1605 0,3505 0,5648 0,5763 0,4469 0,1381 -0,4247 -1,2270 -2,1576 -3,0793 -3,8706 -4,4527 -4,8213 -5,0459 -5,2429 -5,5371 -5,9949 -6,5743 -7,1551 -7,6119 -7,8553 -7,8454 -7,5995 -7,1974 -6,7680 -6,4318 -6,2355 -6,1475 -6,1060 -6,0710 -6,0489 -6,0844 -6,2439 -6,5820 -7,0883
Fz    -4,7894 -4,9232 -4,9875 -4,9595 -4,8314 -4,6126 -4,3175 -3,9539 -3,5383 -3,1195 -2,7632 -2,5038 -2,3107 -2,1165 -1,8787 -1,6097 -1,3541 -1,1431 -0,9693 -0,8048 -0,6335 -0,4561 -0,2728 -0,0772 0,1375 0,3794 0,6582 0,9753 1,3188 1,6638 1,9783 2,2381 2,4415 2,6055 2,7477 2,8734 2,9783 3,0536 3,0854 3,0650 3,0094 2,9615 2,9621 3,0243 3,1268 3,2262 3,2756 3,2379 3,0881 2,8145 2,4289 1,9773 1,5298 1,1385 0,8129 0,5447 0,3367 0,2020 0,1510 0,1791 0,2604 0,3636 0,4717 0,5731 0,6535 0,7122 0,7705 0,8558 0,9888 1,1852 1,4517 1,7670 2,0781 2,3316 2,4988 2,5733 2,5554 2,4370 2,2035 1,8626 1,4610 1,0542 0,6767 0,3515 0,1121 0,0023 0,0536 0,2613 0,5802 0,9484 1,3204 1,6880 2,0732 2,4987 2,9579 3,4109 3,8038 4,0852 4,2125 4,1713 3,9960 3,7579 3,5219 3,3152 3,1340 2,9692 2,8210 2,6943 2,5903 2,5097 2,4621 2,4648 2,5233 2,6127 2,6825 2,6854 2,6021 2,4471 2,2557 2,0634 1,8895 1,7360 1,6015 1,4871 1,3912 1,3090 1,2398 1,1890 1,1603 1,1442 1,1213 1,0797 1,0278 0,9921 1,0055 1,0890 1,2389 1,4322 1,6444 1,8643 2,0959 2,3473 2,6165 2,8878 3,1461 3,3915 3,6341 3,8794 4,1287 4,3875 4,6614 4,9413 5,2098 5,4690 5,7390 6,0156 6,2503 6,3964 6,4703 6,5450 6,6913 6,9363 7,2713 7,6771 8,1223 8,5569 8,9319 9,2196 9,4114 9,5138 9,5564 9,5932 9,6800 9,8421 10,0547 10,2526 10,3653 10,3522 10,2098 9,9583 9,6337 9,2810 8,9408 8,6353 8,3616 8,1014 7,8370 7,5597 7,2737 7,0000 6,7630 6,5651 6,3851 6,2039 6,0236 5,8641 5,7421 5,6522 5,5634 5,4333 5,2296 4,9429 4,5790 4,1489 3,6783 3,2171 2,8198 2,5109 2,2791 2,1019 1,9668 1,8768 1,8473 1,8890 1,9832 2,0794 2,1256 2,1033 2,0321 1,9387 1,8345 1,7300 1,6501 1,6315 1,7104 1,9033 2,1944 2,5471 2,9228 3,2826 3,5894 3,8212 3,9778 4,0764 4,1488 4,2330 4,3491 4,4860 4,6161 4,7171 4,7733 4,7674 4,6792 4,4877 4,1815 3,7785 3,3373 2,9412 2,6645 2,5383 2,5397 2,6189 2,7312 2,8444 2,9375 3,0079 3,0804 3,1966 3,3800 3,6142 3,8579 4,0764 4,2510 4,3654 4,3945 4,3173 4,1416 3,9071 3,6561 3,3964 3,1028 2,7507 2,3298 1,8242 1,2031 0,4454 -0,4264 -1,3362 -2,1812 -2,8692 -3,3318 -3,5244 -3,4434 -3,1470 -2,7425 -2,3389 -2,0098 -1,7945 -1,7073 -1,7330 -1,8331 -1,9659 -2,0949 -2,1883 -2,2231 -2,1934 -2,1053 -1,9644 -1,7775 -1,5623 -1,3462 -1,1563 -1,0048 -0,8759 -0,7320 -0,5347 -0,2706 0,0334 0,3165 0,5068 0,5443 0,4039 0,1097 -0,2822 -0,7127 -1,1290 -1,4856 -1,7529 -1,9295 -2,0442 -2,1325 -2,2133 -2,2921 -2,3724 -2,4531 -2,5303 -2,6039 -2,6704 -2,7176 -2,7406 -2,7578 -2,8040 -2,9086 -3,0734 -3,2688 -3,4581 -3,6168 -3,7149 -3,7035 -3,5452 -3,2544 -2,8951 -2,5488 -2,2873 -2,1552 -2,1660 -2,3047 -2,5230 -2,7457 -2,9127 -3,0245 -3,1353 -3,2934 -3,4884 -3,6616 -3,7620 -3,7887 -3,7856 -3,7975 -3,8361 -3,8909 -3,9540 -4,0188 -4,0690 -4,0903 -4,0887 -4,0858 -4,0983 -4,1232 -4,1334 -4,0907 -3,9761 -3,8110 -3,6405 -3,4990 -3,3911 -3,2956 -3,1814 -3,0251 -2,8187 -2,5614 -2,2590 -1,9291 -1,5918 -1,2616 -0,9548 -0,6865 -0,4578 -0,2633 -0,1082 -0,0001 0,0665 0,1134 0,1691 0,2504 0,3532 0,4574 0,5286 0,5236 0,4208 0,2355 -0,0099 -0,3090 -0,6473 -0,9853 -1,2791 -1,5096 -1,6909 -1,8516 -2,0043 -2,1390 -2,2424 -2,3014 -2,2883 -2,1671 -1,9216 -1,5700 -1,1613 -0,7652 -0,4508 -0,2526 -0,1492 -0,0794 0,0122 0,1447 0,3017 0,4390 0,4964 0,4253 0,2055 -0,1551 -0,6165 -1,1091 -1,5616 -1,9289 -2,2011 -2,3894 -2,4976 -2,5082 -2,4016 -2,1780 -1,8525 -1,4329 -0,9151 -0,3034 0,3699 1,0493 1,6853 2,2559 2,7608 3,2017 3,5669 3,8329 3,9880 4,0485 4,0428 3,9914 3,9111 3,8227 3,7404 3,6702 3,6135 3,5601 3,4856 3,3712 3,2240 3,0728 2,9498 2,8811 2,8834 2,9571 3,0883 3,2607 3,4643 3,6999 3,9756 4,2903 4,6192 4,9301 5,2111 5,4685 5,7060 5,9186 6,0978 6,2364 6,3300 6,3744 6,3577 6,2515 6,0136 5,6153 5,0707 4,4339 3,7668 3,1055 2,4581 1,8274 1,2289 0,6812 0,1911 -0,2413 -0,6011 -0,8581 -0,9873 -0,9815 -0,8496 -0,6139 -0,3054 0,0443 0,4132 0,7985 1,2090 1,6458 2,0889 2,4988 2,8324 3,0631 3,1805 3,1788 3,0621 2,8597 2,6238 2,4032 2,2140 2,0332 1,8211 1,5621 1,2894 1,0664 0,9405 0,9205 0,9905 1,1244 1,2870 1,4492 1,6054 1,7657 1,9394 2,1359 2,3705 2,6611 3,0184 3,4337 3,8644 4,2399 4,4949 4,6066 4,5993 4,5168 4,3967 4,2654 4,1402 4,0301 3,9487 3,9208 3,9602 4,0559 4,1918 4,3555 4,5276 4,6859 4,8160 4,9025 4,9230 4,8639 4,7280 4,5223 4,2630 3,9892 3,7480 3,5610 3,4137 3,2620 3,0454 2,7180 2,2750 1,7456 1,1766 0,6208 0,1245 -0,2788 -0,5674 -0,7385 -0,8205 -0,8637 -0,9151 -1,0001 -1,1228 -1,2740 -1,4363 -1,5839 -1,6861 -1,7210 -1,6881 -1,6133 -1,5416 -1,5106 -1,5245 -1,5576 -1,5873
F3    -4,2369 -4,4105 -4,4366 -4,3126 -4,0729 -3,7620 -3,4058 -3,0053 -2,5646 -2,1215 -1,7402 -1,4675 -1,2957 -1,1771 -1,0748 -0,9845 -0,9039 -0,8137 -0,7055 -0,6044 -0,5424 -0,5155 -0,4794 -0,3827 -0,1944 0,1002 0,5095 1,0272 1,6132 2,1825 2,6236 2,8510 2,8520 2,6801 2,4135 2,1313 1,9054 1,7854 1,7801 1,8591 1,9756 2,0868 2,1620 2,1907 2,1896 2,1839 2,1747 2,1304 2,0111 1,7914 1,4682 1,0632 0,6144 0,1614 -0,2604 -0,6146 -0,8665 -0,9889 -0,9657 -0,8079 -0,5660 -0,3035 -0,0574 0,1732 0,4126 0,6798 0,9548 1,1803 1,3061 1,3339 1,3145 1,3046 1,3266 1,3645 1,3828 1,3601 1,3188 1,3188 1,4108 1,5997 1,8426 2,0679 2,2061 2,2236 2,1355 1,9876 1,8285 1,6937 1,5988 1,5408 1,5122 1,5206 1,5938 1,7616 2,0355 2,4075 2,8573 3,3449 3,8032 4,1586 4,3645 4,4068 4,2907 4,0329 3,6556 3,1852 2,6642 2,1585 1,7359 1,4371 1,2750 1,2520 1,3605 1,5674 1,8192 2,0641 2,2622 2,3859 2,4205 2,3645 2,2273 2,0287 1,8042 1,6070 1,4806 1,4154 1,3543 1,2522 1,1093 0,9437 0,7639 0,5761 0,3922 0,2258 0,0970 0,0425 0,1119 0,3458 0,7552 1,3161 1,9820 2,6971 3,3966 4,0169 4,5228 4,9239 5,2470 5,4975 5,6569 5,7043 5,6273 5,4233 5,1098 4,7378 4,3828 4,1181 3,9888 4,0089 4,1818 4,5136 5,0002 5,6111 6,2971 7,0129 7,7195 8,3669 8,9024 9,3022 9,5783 9,7587 9,8675 9,9177 9,9098 9,8346 9,6776 9,4298 9,1038 8,7417 8,3951 8,0980 7,8653 7,7055 7,6197 7,5852 7,5534 7,4772 7,3323 7,1064 6,7877 6,3832 5,9338 5,5050 5,1706 4,9906 4,9837 5,1188 5,3387 5,5952 5,8594 6,1062 6,3044 6,4241 6,4386 6,3225 6,0673 5,7026 5,2910 4,8958 4,5556 4,2840 4,0792 3,9362 3,8604 3,8636 3,9326 4,0101 4,0243 3,9437 3,7897 3,5968 3,3860 3,1774 3,0035 2,9045 2,9204 3,0796 3,3821 3,7984 4,2785 4,7499 5,1243 5,3313 5,3559 5,2548 5,1362 5,1110 5,2362 5,4969 5,8418 6,2215 6,5852 6,8586 6,9458 6,7705 6,3298 5,7112 5,0562 4,4984 4,1168 3,9162 3,8354 3,7908 3,7273 3,6403 3,5635 3,5465 3,6324 3,8374 4,1335 4,4574 4,7485 4,9839 5,1801 5,3548 5,4839 5,5083 5,3836 5,1135 4,7351 4,2812 3,7703 3,2318 2,7219 2,2988 1,9785 1,7162 1,4361 1,0859 0,6681 0,2323 -0,1440 -0,3837 -0,4570 -0,4068 -0,3104 -0,2162 -0,1291 -0,0484 0,0043 -0,0047 -0,1021 -0,2901 -0,5337 -0,7638 -0,9092 -0,9299 -0,8151 -0,5593 -0,1745 0,2628 0,6114 0,7379 0,5946 0,2481 -0,1534 -0,4582 -0,5865 -0,5462 -0,3912 -0,1828 0,0123 0,1297 0,1419 0,0780 -0,0013 -0,0386 0,0010 0,1178 0,2686 0,3804 0,3947 0,3041 0,1400 -0,0684 -0,3123 -0,5869 -0,8675 -1,0996 -1,2218 -1,2222 -1,1742 -1,1980 -1,3752 -1,6849 -2,0154 -2,2452 -2,3125 -2,2123 -1,9588 -1,5766 -1,1182 -0,6650 -0,2993 -0,0772 -0,0175 -0,1033 -0,2865 -0,4944 -0,6562 -0,7437 -0,7926 -0,8757 -1,0475 -1,3084 -1,6195 -1,9356 -2,2200 -2,4539 -2,6386 -2,7813 -2,8831 -2,9327 -2,9063 -2,7911 -2,6185 -2,4581 -2,3652 -2,3393 -2,3354 -2,2989 -2,1983 -2,0385 -1,8442 -1,6413 -1,4567 -1,3155 -1,2227 -1,1547 -1,0755 -0,9596 -0,8053 -0,6349 -0,4812 -0,3635 -0,2664 -0,1419 0,0685 0,4033 0,8553 1,3630 1,8348 2,1880 2,3763 2,3941 2,2640 2,0249 1,7222 1,3902 1,0416 0,6877 0,3609 0,1067 -0,0418 -0,0801 -0,0446 -0,0052 -0,0302 -0,1561 -0,3776 -0,6534 -0,9332 -1,1962 -1,4535 -1,7101 -1,9410 -2,1063 -2,1736 -2,1233 -1,9515 -1,6756 -1,3227 -0,9036 -0,4123 0,1419 0,7132 1,2358 1,6410 1,8660 1,8782 1,6940 1,3641 0,9488 0,4990 0,0353 -0,4489 -0,9574 -1,4607 -1,8896 -2,1592 -2,2144 -2,0659 -1,7795 -1,4228 -1,0207 -0,5563 -0,0057 0,6279 1,3150 2,0185 2,6989 3,3084 3,7895 4,0846 4,1653 4,0615 3,8524 3,6286 3,4654 3,4082 3,4534 3,5458 3,6103 3,5864 3,4465 3,2069 2,9313 2,7086 2,6158 2,6946 2,9367 3,2811 3,6433 3,9633 4,2373 4,5039 4,7964 5,1035 5,3666 5,5134 5,5030 5,3498 5,1122 4,8624 4,6587 4,5299 4,4749 4,4762 4,5121 4,5606 4,6066 4,6544 4,7137 4,7671 4,7638 4,6472 4,3921 4,0254 3,6129 3,2190 2,8651 2,5188 2,1258 1,6510 1,0958 0,4947 -0,0936 -0,5977 -0,9470 -1,0853 -0,9779 -0,6187 -0,0409 0,6778 1,4275 2,0865 2,5512 2,7702 2,7586 2,5876 2,3586 2,1636 2,0513 2,0185 2,0267 2,0239 1,9532 1,7735 1,4963 1,1954 0,9699 0,8955 0,9921 1,2135 1,4735 1,7038 1,8933 2,0680 2,2456 2,4172 2,5696 2,7132 2,8808 3,0930 3,3214 3,4934 3,5355 3,4119 3,1333 2,7525 2,3533 2,0258 1,8326 1,7930 1,9021 2,1562 2,5378 2,9932 3,4427 3,8012 3,9947 3,9883 3,8027 3,4957 3,1329 2,7730 2,4524 2,1713 1,9114 1,6687 1,4512 1,2576 1,0846 0,9375 0,8126 0,6820 0,5101 0,2783 -0,0076 -0,3278 -0,6560 -0,9604 -1,2162 -1,4216 -1,5973 -1,7733 -1,9770 -2,2291 -2,5366 -2,8767 -3,1859 -3,3754 -3,3699 -3,1458 -2,7452 -2,2695 -1,8498 -1,5940 -1,5446 -1,6775 -1,9307
F7    -3,7285 -3,4926 -3,1329 -2,6833 -2,2169 -1,8119 -1,5084 -1,2964 -1,1484 -1,0551 -1,0164 -1,0059 -0,9623 -0,8341 -0,6262 -0,3894 -0,1774 -0,0166 0,0997 0,2022 0,3236 0,4822 0,6802 0,9037 1,1239 1,3068 1,4211 1,4410 1,3580 1,1917 0,9858 0,7928 0,6566 0,5969 0,6062 0,6591 0,7233 0,7667 0,7669 0,7240 0,6639 0,6238 0,6334 0,7062 0,8370 1,0004 1,1534 1,2488 1,2556 1,1680 0,9957 0,7533 0,4608 0,1374 -0,2040 -0,5429 -0,8417 -1,0601 -1,1785 -1,2112 -1,1964 -1,1603 -1,0965 -0,9895 -0,8382 -0,6500 -0,4291 -0,1769 0,1006 0,3936 0,6895 0,9631 1,1791 1,3201 1,4104 1,4995 1,6176 1,7397 1,7957 1,7213 1,4973 1,1475 0,7294 0,3237 0,0113 -0,1464 -0,1166 0,0932 0,4377 0,8566 1,2962 1,7190 2,1047 2,4381 2,6928 2,8359 2,8509 2,7507 2,5694 2,3506 2,1461 2,0126 1,9960 2,1172 2,3614 2,6777 2,9975 3,2618 3,4314 3,4768 3,3745 3,1199 2,7338 2,2517 1,7092 1,1385 0,5793 0,0878 -0,2766 -0,4826 -0,5477 -0,5267 -0,4792 -0,4458 -0,4417 -0,4581 -0,4643 -0,4183 -0,2873 -0,0695 0,2057 0,4978 0,7788 1,0463 1,3240 1,6416 2,0045 2,3764 2,6923 2,8997 3,0018 3,0616 3,1546 3,3176 3,5347 3,7568 3,9318 4,0277 4,0406 3,9849 3,8777 3,7250 3,5281 3,3101 3,1234 3,0206 3,0353 3,1966 3,5433 4,1030 4,8560 5,7313 6,6430 7,5198 8,2930 8,8865 9,2491 9,3821 9,3195 9,1007 8,7749 8,4147 8,0962 7,8553 7,6651 7,4583 7,1744 6,8022 6,3854 5,9934 5,6869 5,4974 5,4193 5,4181 5,4475 5,4655 5,4421 5,3648 5,2511 5,1547 5,1344 5,2051 5,3231 5,4191 5,4360 5,3490 5,1683 4,9250 4,6511 4,3773 4,1466 4,0066 3,9759 4,0254 4,1041 4,1741 4,2108 4,1916 4,1121 4,0118 3,9581 3,9970 4,1182 4,2595 4,3422 4,3159 4,1818 3,9875 3,7930 3,6284 3,4816 3,3247 3,1424 2,9418 2,7563 2,6352 2,6186 2,7200 2,9260 3,2014 3,5058 3,8161 4,1292 4,4451 4,7583 5,0610 5,3380 5,5592 5,6853 5,6770 5,5058 5,1782 4,7509 4,3074 3,9172 3,6163 3,4130 3,2993 3,2643 3,2999 3,3991 3,5585 3,7736 4,0203 4,2504 4,4152 4,5010 4,5373 4,5582 4,5666 4,5415 4,4589 4,3003 4,0553 3,7268 3,3414 2,9509 2,6123 2,3588 2,1845 2,0584 1,9537 1,8526 1,7281 1,5420 1,2807 0,9914 0,7718 0,7087 0,8221 1,0687 1,3838 1,7000 1,9455 2,0570 2,0135 1,8461 1,5990 1,2945 0,9375 0,5330 0,0939 -0,3524 -0,7696 -1,1340 -1,4448 -1,7129 -1,9441 -2,1312 -2,2553 -2,2951 -2,2392 -2,0888 -1,8507 -1,5432 -1,2069 -0,9002 -0,6790 -0,5731 -0,5786 -0,6707 -0,8150 -0,9677 -1,0834 -1,1263 -1,0758 -0,9403 -0,7680 -0,6271 -0,5640 -0,5713 -0,5962 -0,5942 -0,5713 -0,5693 -0,6260 -0,7562 -0,9468 -1,1563 -1,3361 -1,4592 -1,5336 -1,5888 -1,6448 -1,6959 -1,7247 -1,7250 -1,7013 -1,6557 -1,5832 -1,4782 -1,3450 -1,2121 -1,1334 -1,1603 -1,3077 -1,5456 -1,8043 -1,9915 -2,0364 -1,9362 -1,7574 -1,5888 -1,4887 -1,4694 -1,5117 -1,5837 -1,6536 -1,6952 -1,6952 -1,6677 -1,6597 -1,7254 -1,8898 -2,1298 -2,3827 -2,5691 -2,6245 -2,5267 -2,2983 -1,9910 -1,6700 -1,4010 -1,2349 -1,1979 -1,2860 -1,4683 -1,6997 -1,9347 -2,1330 -2,2604 -2,2930 -2,2215 -2,0456 -1,7676 -1,4006 -0,9716 -0,5085 -0,0365 0,4131 0,8063 1,1225 1,3669 1,5611 1,7220 1,8482 1,9215 1,9093 1,7785 1,5256 1,1868 0,8102 0,4351 0,1027 -0,1470 -0,3022 -0,3951 -0,4887 -0,6466 -0,8981 -1,2199 -1,5456 -1,7877 -1,8661 -1,7466 -1,4590 -1,0685 -0,6362 -0,2125 0,1521 0,4112 0,5437 0,5652 0,5143 0,4313 0,3505 0,2962 0,2772 0,2888 0,3059 0,2878 0,2186 0,1337 0,0876 0,1044 0,1612 0,2208 0,2799 0,3696 0,5122 0,6959 0,8920 1,0821 1,2624 1,4237 1,5423 1,6000 1,6110 1,6190 1,6713 1,7990 2,0072 2,2703 2,5455 2,7946 2,9916 3,1191 3,1783 3,1980 3,2225 3,2903 3,4083 3,5295 3,5732 3,4870 3,2892 3,0511 2,8533 2,7529 2,7660 2,8719 3,0374 3,2369 3,4538 3,6810 3,9219 4,1804 4,4410 4,6709 4,8497 4,9785 5,0648 5,1191 5,1591 5,1976 5,2320 5,2512 5,2555 5,2628 5,2930 5,3509 5,4252 5,4932 5,5169 5,4369 5,1893 4,7457 4,1366 3,4364 2,7288 2,0826 1,5506 1,1737 0,9729 0,9435 1,0565 1,2610 1,4941 1,7008 1,8529 1,9603 2,0549 2,1565 2,2642 2,3727 2,4844 2,6052 2,7280 2,8264 2,8788 2,8909 2,8942 2,9221 2,9848 3,0558 3,0815 3,0179 2,8687 2,6834 2,5176 2,4034 2,3470 2,3265 2,3013 2,2510 2,2038 2,2128 2,3157 2,5163 2,7849 3,0648 3,2948 3,4327 3,4595 3,3759 3,2055 2,9954 2,7968 2,6373 2,5177 2,4344 2,3981 2,4306 2,5562 2,7885 3,1071 3,4600 3,7962 4,0764 4,2641 4,3391 4,3090 4,1855 3,9620 3,6313 3,2103 2,7398 2,2769 1,8899 1,6345 1,5183 1,4933 1,4843 1,4257 1,2883 1,0800 0,8207 0,5261 0,2148 -0,0790 -0,3093 -0,4385 -0,4604 -0,4120 -0,3586 -0,3545 -0,4100 -0,5012 -0,6027 -0,7072 -0,8163 -0,9249 -1,0195 -1,0859 -1,1210 -1,1383 -1,1593 -1,1962 -1,2415 -1,2756
