Fp1   -2,8978 -3,2931 -3,7422 -4,1509 -4,4261 -4,5082 -4,3859 -4,0996 -3,7224 -3,3253 -2,9589 -2,6553 -2,4253 -2,2471 -2,0718 -1,8446 -1,5192 -1,0648 -0,4851 0,1645 0,7860 1,2755 1,5744 1,6982 1,7293 1,7989 2,0451 2,5376 3,2115 3,8767 4,3110 4,3744 4,0513 3,4222 2,6172 1,7723 1,0039 0,4121 0,0817 0,0405 0,2172 0,4769 0,7170 0,9151 1,1006 1,3139 1,5835 1,9093 2,2546 2,5514 2,7301 2,7711 2,7237 2,6717 2,6863 2,7938 2,9577 3,0954 3,1256 3,0013 2,7118 2,2834 1,7691 1,2130 0,6434 0,1066 -0,3231 -0,5870 -0,6857 -0,6774 -0,6325 -0,5846 -0,5236 -0,4279 -0,2941 -0,1416 0,0196 0,2361 0,6004 1,1606 1,8446 2,4888 2,9319 3,0905 2,9866 2,7421 2,5406 2,5522 2,8504 3,3962 4,0991 4,8740 5,6364 6,2694 6,6371 6,6438 6,2801 5,6351 4,8641 4,1043 3,4094 2,7536 2,0730 1,2973 0,3527 -0,8405 -2,3315 -4,0774 -5,9393 -7,7568 -9,4305 -10,9469 -12,3274 -13,5542 -14,5447 -15,2068 -15,5094 -15,4812 -15,1722 -14,6550 -14,0572 -13,5587 -13,3265 -13,4278 -13,7899 -14,2299 -14,5263 -14,4821 -13,9589 -12,9006 -11,3377 -9,3591 -7,0770 -4,6093 -2,0570 0,5280 3,1473 5,8270 8,5752 11,3530 14,0898 16,7193 19,1907 21,4709 23,5633 25,5149 27,3968 29,2579 31,0504 32,6153 33,7865 34,5093 34,8540 34,9441 34,8837 34,7527 34,6336 34,5912 34,6155 34,5882 34,3350 33,7430 32,8198 31,6441 30,2829 28,7713 27,1799 25,6575 24,3636 23,3763 22,6693 22,1425 21,6584 21,0685 20,2312 19,0313 17,4230 15,4714 13,3317 11,1726 9,1315 7,3277 5,8416 4,6597 3,6990 2,8998 2,2560 1,7731 1,4280 1,1684 0,9459 0,7548 0,6220 0,5663 0,5868 0,6832 0,8616 1,1261 1,4766 1,9033 2,3672 2,7898 3,0718 3,1312 2,9476 2,5907 2,1918 1,8799 1,7508 1,8647 2,2326 2,8040 3,4884 4,2037 4,9048 5,5660 6,1351 6,5200 6,6372 6,4678 6,0579 5,4726 4,7614 3,9622 3,1112 2,2401 1,3821 0,5772 -0,1469 -0,7978 -1,4113 -2,0281 -2,6793 -3,3855 -4,1569 -4,9894 -5,8596 -6,7298 -7,5698 -8,3781 -9,1811 -10,0072 -10,8604 -11,7184 -12,5463 -13,3122 -14,0066 -14,6499 -15,2679 -15,8526 -16,3563 -16,7287 -16,9562 -17,0620 -17,0755 -17,0184 -16,9248 -16,8366 -16,7521 -16,6113 -16,3522 -15,9677 -15,5040 -15,0203 -14,5455 -14,0597 -13,5226 -12,9254 -12,3046 -11,7172 -11,2229 -10,8747 -10,7042 -10,7116 -10,8705 -11,1439 -11,4894 -11,8461 -12,1344 -12,2963 -12,3315 -12,2897 -12,2382 -12,2465 -12,3764 -12,6553 -13,0517 -13,4873 -13,8757 -14,1627 -14,3458 -14,4501 -14,4972 -14,5098 -14,5161 -14,5279 -14,5313 -14,5016 -14,4089 -14,2155 -13,8981 -13,4838 -13,0584 -12,7397 -12,6398 -12,8321 -13,3248 -14,0322 -14,7730 -15,3336 -15,5510 -15,3580 -14,7944 -13,9887 -13,1064 -12,2905 -11,6173 -11,0857 -10,6661 -10,3596 -10,1839 -10,1266 -10,1515 -10,2251 -10,3121 -10,3698 -10,3651 -10,2822 -10,1128 -9,8600 -9,5568 -9,2565 -8,9945 -8,7722 -8,5783 -8,4053 -8,2487 -8,1106 -8,0018 -7,9192 -7,8205 -7,6312 -7,2920 -6,8173 -6,3066 -5,8794 -5,6021 -5,4825 -5,4961 -5,5896 -5,6821 -5,6951 -5,5949 -5,4106 -5,1999 -4,9902 -4,7356 -4,3162 -3,6094 -2,6008 -1,4334 -0,3418 0,4664 0,8959 0,9857 0,8610 0,6350 0,3487 -0,0020 -0,4227 -0,9148 -1,4794 -2,1028 -2,7339 -3,2859 -3,6697 -3,8236 -3,7286 -3,4330 -3,0610 -2,7702 -2,6788 -2,8026 -3,0363 -3,2129 -3,2261 -3,1090 -2,9863 -2,9638 -3,0778 -3,3202 -3,6745 -4,1267 -4,6437 -5,1614 -5,6150 -5,9694 -6,2050 -6,2956 -6,2269 -6,0260 -5,7364 -5,3698 -4,9217 -4,4322 -4,0010 -3,7411 -3,7231 -3,9308 -4,2329 -4,4327 -4,3953 -4,1392 -3,8098 -3,5779 -3,5389 -3,6708 -3,8828 -4,0908 -4,2353 -4,2589 -4,1174 -3,8077 -3,3493 -2,7491 -2,0237 -1,2369 -0,4715 0,2345 0,8930 1,4968 1,9686 2,2077 2,1713 1,8883 1,4347 0,9221 0,4647 0,1230 -0,1217 -0,3300 -0,5487 -0,7875 -1,0308 -1,2678 -1,5300 -1,8900 -2,3846 -2,9257 -3,3095 -3,3476 -3,0169 -2,4782 -1,9397 -1,5252 -1,2638 -1,1444 -1,1479 -1,2536 -1,4507 -1,7480 -2,1313 -2,5071 -2,7339 -2,7191 -2,4758 -2,1049 -1,7413 -1,5061 -1,4852 -1,7186 -2,2027 -2,9113 -3,8174 -4,8887 -6,0713 -7,2952 -8,4969 -9,6293 -10,6499 -11,5092 -12,1711 -12,6643 -13,1013 -13,6119 -14,2581 -15,0234 -15,8590 -16,7184 -17,5603 -18,3363 -18,9879 -19,4620 -19,7316 -19,8151 -19,7891 -19,7620 -19,8242 -20,0213 -20,3355 -20,6653 -20,8468 -20,7263 -20,2277 -19,3676 -18,2087 -16,7835 -15,0569 -12,9800 -10,5829 -8,0034 -5,4138 -2,9165 -0,5139 1,8354 4,1375 6,3284 8,3104 10,0255 11,4975 12,8094 14,0361 15,1776 16,1269 16,7024 16,7440 16,2095 15,2004 13,9180 12,5981 11,4461 10,5767 9,9772 9,5252 9,0770 8,5635 7,9977 7,4130 6,8219 6,2041 5,4952 4,5927 3,4049 1,9074 0,1591 -1,7219 -3,6011 -5,3724 -6,9792 -8,3987 -9,6249 -10,6741 -11,5908 -12,4247 -13,2020 -13,9207 -14,5600 -15,0920 -15,4956 -15,7744 -15,9593 -16,0632 -16,0240 -15,7229 -15,0673 -14,0631 -12,8519 -11,6706 -10,7336 -10,1393 -9,8670 -9,8175 -9,8659 -9,9177 -9,9433 -9,9675 -10,0253 -10,1249 -10,2458 -10,3499 -10,3926 -10,3411 -10,1958 -9,9980 -9,8220 -9,7475 -9,8194 -10,0218 -10,2903 -10,5481 -10,7392 -10,8527 -10,9231 -10,9953 -11,0891 -11,2064 -11,3551 -11,5331 -11,7035 -11,8246
Fz    -0,1537 -0,2102 -0,3427 -0,5403 -0,7744 -1,0073 -1,2017 -1,3357 -1,4105 -1,4414 -1,4490 -1,4558 -1,4766 -1,5062 -1,5183 -1,4794 -1,3596 -1,1407 -0,8283 -0,4591 -0,0930 0,2053 0,3922 0,4644 0,4603 0,4485 0,5041 0,6741 0,9471 1,2536 1,4994 1,6059 1,5336 1,2895 0,9224 0,5089 0,1367 -0,1133 -0,1883 -0,0867 0,1340 0,3864 0,6033 0,7607 0,8657 0,9417 1,0228 1,1438 1,3225 1,5454 1,7723 1,9633 2,1018 2,1962 2,2642 2,3165 2,3490 2,3476 2,2982 2,1899 2,0121 1,7564 1,4185 0,9975 0,5037 -0,0254 -0,5234 -0,9223 -1,1858 -1,3232 -1,3747 -1,3853 -1,3857 -1,3869 -1,3870 -1,3781 -1,3422 -1,2429 -1,0415 -0,7349 -0,3767 -0,0568 0,1434 0,1875 0,0973 -0,0539 -0,1634 -0,1417 0,0425 0,3522 0,7164 1,0670 1,3461 1,5000 1,4893 1,3138 1,0221 0,6986 0,4317 0,2755 0,2309 0,2608 0,3151 0,3476 0,3176 0,1881 -0,0574 -0,3922 -0,7585 -1,1044 -1,4164 -1,7262 -2,0824 -2,5023 -2,9514 -3,3719 -3,7248 -3,9988 -4,2011 -4,3584 -4,5223 -4,7603 -5,1240 -5,6147 -6,1719 -6,6943 -7,0754 -7,2328 -7,1254 -6,7586 -6,1705 -5,4103 -4,5221 -3,5433 -2,4994 -1,3959 -0,2238 1,0235 2,3350 3,6764 4,9999 6,2603 7,4252 8,4828 9,4470 10,3521 11,2397 12,1382 13,0316 13,8552 14,5391 15,0556 15,4253 15,6886 15,8787 16,0219 16,1523 16,3034 16,4757 16,6181 16,6537 16,5319 16,2524 15,8425 15,3228 14,7033 14,0196 13,3535 12,7967 12,4025 12,1730 12,0696 12,0230 11,9455 11,7507 11,3770 10,8073 10,0745 9,2393 8,3563 7,4635 6,5970 5,7852 5,0295 4,3173 3,6572 3,0840 2,6303 2,2999 2,0645 1,8841 1,7296 1,5843 1,4331 1,2627 1,0740 0,8889 0,7449 0,6775 0,6981 0,7786 0,8555 0,8535 0,7151 0,4244 0,0171 -0,4281 -0,8200 -1,0840 -1,1781 -1,0988 -0,8815 -0,5810 -0,2422 0,1130 0,4744 0,8223 1,1237 1,3497 1,4936 1,5693 1,5942 1,5777 1,5253 1,4422 1,3321 1,1991 1,0513 0,8910 0,7032 0,4629 0,1516 -0,2357 -0,6940 -1,2107 -1,7683 -2,3468 -2,9249 -3,4837 -4,0146 -4,5194 -4,9994 -5,4442 -5,8356 -6,1594 -6,4139 -6,6097 -6,7684 -6,9145 -7,0640 -7,2215 -7,3921 -7,5906 -7,8318 -8,1106 -8,3993 -8,6667 -8,8918 -9,0596 -9,1563 -9,1784 -9,1399 -9,0663 -8,9780 -8,8810 -8,7629 -8,5998 -8,3755 -8,0957 -7,7883 -7,4965 -7,2699 -7,1502 -7,1565 -7,2810 -7,4960 -7,7602 -8,0201 -8,2199 -8,3286 -8,3608 -8,3669 -8,4061 -8,5257 -8,7499 -9,0677 -9,4270 -9,7515 -9,9728 -10,0606 -10,0325 -9,9331 -9,8029 -9,6687 -9,5481 -9,4480 -9,3605 -9,2661 -9,1415 -8,9708 -8,7575 -8,5318 -8,3449 -8,2525 -8,2941 -8,4743 -8,7546 -9,0586 -9,2904 -9,3664 -9,2433 -8,9271 -8,4671 -7,9375 -7,4144 -6,9575 -6,5950 -6,3197 -6,1119 -5,9676 -5,8957 -5,9002 -5,9755 -6,1099 -6,2873 -6,4892 -6,6953 -6,8810 -7,0201 -7,0982 -7,1244 -7,1220 -7,1071 -7,0793 -7,0305 -6,9522 -6,8328 -6,6642 -6,4563 -6,2352 -6,0237 -5,8286 -5,6517 -5,5056 -5,4138 -5,3878 -5,4122 -5,4575 -5,4993 -5,5169 -5,4845 -5,3772 -5,1876 -4,9352 -4,6550 -4,3721 -4,0764 -3,7229 -3,2699 -2,7286 -2,1781 -1,7312 -1,4811 -1,4626 -1,6437 -1,9498 -2,3066 -2,6690 -3,0162 -3,3390 -3,6380 -3,9239 -4,2058 -4,4732 -4,6898 -4,8062 -4,7773 -4,5768 -4,2167 -3,7530 -3,2648 -2,8201 -2,4477 -2,1283 -1,8199 -1,5029 -1,1999 -0,9511 -0,7805 -0,6891 -0,6731 -0,7364 -0,8840 -1,1049 -1,3664 -1,6280 -1,8530 -2,0061 -2,0557 -1,9920 -1,8383 -1,6321 -1,3981 -1,1474 -0,8966 -0,6737 -0,5078 -0,4212 -0,4215 -0,4843 -0,5581 -0,6076 -0,6483 -0,7324 -0,9077 -1,1816 -1,5142 -1,8423 -2,1145 -2,3006 -2,3846 -2,3659 -2,2649 -2,1070 -1,9052 -1,6675 -1,4108 -1,1508 -0,8846 -0,6016 -0,3146 -0,0744 0,0559 0,0391 -0,1214 -0,3882 -0,7012 -0,9986 -1,2463 -1,4519 -1,6512 -1,8791 -2,1475 -2,4414 -2,7356 -3,0139 -3,2731 -3,5026 -3,6662 -3,7099 -3,6010 -3,3697 -3,1047 -2,8943 -2,7740 -2,7280 -2,7192 -2,7124 -2,6863 -2,6401 -2,5929 -2,5636 -2,5432 -2,4977 -2,3958 -2,2281 -2,0066 -1,7584 -1,5211 -1,3357 -1,2381 -1,2552 -1,4080 -1,7113 -2,1641 -2,7403 -3,3909 -4,0548 -4,6715 -5,1919 -5,5872 -5,8571 -6,0399 -6,2052 -6,4164 -6,6945 -7,0224 -7,3730 -7,7285 -8,0850 -8,4467 -8,8172 -9,1951 -9,5728 -9,9433 -10,3091 -10,6778 -11,0477 -11,4069 -11,7315 -11,9786 -12,0945 -12,0398 -11,8081 -11,4237 -10,9208 -10,3118 -9,5710 -8,6592 -7,5737 -6,3707 -5,1378 -3,9425 -2,8100 -1,7403 -0,7362 0,1885 1,0218 1,7702 2,4616 3,1314 3,7977 4,4405 4,9957 5,3776 5,5268 5,4488 5,2134 4,9255 4,6887 4,5728 4,5932 4,7103 4,8476 4,9318 4,9323 4,8671 4,7723 4,6682 4,5439 4,3568 4,0490 3,5757 2,9297 2,1464 1,2928 0,4471 -0,3268 -0,9961 -1,5560 -2,0221 -2,4286 -2,8211 -3,2353 -3,6801 -4,1368 -4,5652 -4,9188 -5,1677 -5,3142 -5,3898 -5,4275 -5,4283 -5,3568 -5,1701 -4,8525 -4,4385 -4,0046 -3,6285 -3,3535 -3,1823 -3,0888 -3,0341 -2,9838 -2,9232 -2,8590 -2,8053 -2,7690 -2,7491 -2,7415 -2,7421 -2,7485 -2,7639 -2,8010 -2,8839 -3,0389 -3,2750 -3,5731 -3,8927 -4,1877 -4,4233 -4,5935 -4,7240 -4,8539 -5,0123 -5,2084 -5,4345 -5,6668 -5,8718 -6,0284
F3    -0,0392 -0,1543 -0,3306 -0,5507 -0,7876 -1,0173 -1,2240 -1,4068 -1,5771 -1,7452 -1,9101 -2,0651 -2,2009 -2,2981 -2,3256 -2,2532 -2,0623 -1,7502 -1,3363 -0,8661 -0,4031 -0,0126 0,2612 0,4133 0,4802 0,5293 0,6382 0,8593 1,1855 1,5458 1,8386 1,9790 1,9270 1,6926 1,3280 0,9083 0,5153 0,2241 0,0874 0,1125 0,2533 0,4402 0,6257 0,8013 0,9798 1,1796 1,4186 1,7053 2,0291 2,3580 2,6487 2,8680 3,0099 3,0937 3,1457 3,1814 3,1979 3,1773 3,0967 2,9383 2,6957 2,3772 2,0015 1,5849 1,1365 0,6747 0,2386 -0,1280 -0,4009 -0,5860 -0,7075 -0,7872 -0,8320 -0,8376 -0,7990 -0,7170 -0,5893 -0,3963 -0,1102 0,2679 0,6841 1,0493 1,2842 1,3522 1,2686 1,0957 0,9270 0,8512 0,9101 1,0881 1,3391 1,6152 1,8700 2,0509 2,1082 2,0229 1,8238 1,5839 1,3913 1,3029 1,3177 1,3903 1,4620 1,4825 1,4110 1,2095 0,8592 0,3873 -0,1381 -0,6469 -1,1055 -1,5314 -1,9682 -2,4336 -2,8925 -3,2883 -3,5918 -3,8069 -3,9477 -4,0360 -4,1171 -4,2604 -4,5276 -4,9302 -5,4132 -5,8755 -6,2075 -6,3206 -6,1632 -5,7259 -5,0340 -4,1308 -3,0641 -1,8819 -0,6247 0,6846 2,0376 3,4267 4,8357 6,2365 7,5957 8,8836 10,0765 11,1637 12,1598 13,1057 14,0528 15,0329 16,0223 16,9421 17,7123 18,3029 18,7371 19,0596 19,3065 19,5007 19,6644 19,8157 19,9434 19,9911 19,8835 19,5830 19,1098 18,5100 17,8146 17,0383 16,2195 15,4419 14,7954 14,3253 14,0217 13,8370 13,7026 13,5414 13,2802 12,8644 12,2748 11,5374 10,7058 9,8256 8,9293 8,0581 7,2561 6,5353 5,8784 5,2773 4,7478 4,3107 3,9708 3,7102 3,5038 3,3402 3,2208 3,1417 3,0888 3,0508 3,0291 3,0376 3,0922 3,1932 3,3097 3,3807 3,3376 3,1363 2,7820 2,3353 1,8878 1,5226 1,2909 1,2133 1,2856 1,4788 1,7501 2,0654 2,4098 2,7758 3,1403 3,4586 3,6872 3,8094 3,8377 3,7958 3,7020 3,5663 3,3928 3,1810 2,9295 2,6415 2,3231 1,9761 1,6000 1,1941 0,7563 0,2840 -0,2204 -0,7473 -1,2821 -1,8080 -2,3115 -2,7887 -3,2445 -3,6825 -4,0937 -4,4571 -4,7525 -4,9738 -5,1369 -5,2769 -5,4329 -5,6251 -5,8463 -6,0796 -6,3179 -6,5637 -6,8142 -7,0559 -7,2785 -7,4775 -7,6392 -7,7382 -7,7561 -7,6951 -7,5719 -7,4038 -7,1991 -6,9527 -6,6521 -6,2967 -5,9087 -5,5282 -5,2009 -4,9664 -4,8481 -4,8481 -4,9500 -5,1292 -5,3551 -5,5845 -5,7641 -5,8576 -5,8717 -5,8502 -5,8455 -5,8987 -6,0364 -6,2656 -6,5615 -6,8685 -7,1220 -7,2816 -7,3501 -7,3575 -7,3325 -7,2957 -7,2609 -7,2302 -7,1948 -7,1429 -7,0638 -6,9461 -6,7858 -6,5993 -6,4277 -6,3278 -6,3523 -6,5242 -6,8214 -7,1765 -7,4934 -7,6766 -7,6615 -7,4290 -7,0085 -6,4664 -5,8838 -5,3346 -4,8656 -4,4870 -4,1900 -3,9741 -3,8449 -3,7984 -3,8238 -3,9148 -4,0653 -4,2625 -4,4867 -4,7119 -4,9104 -5,0663 -5,1867 -5,2923 -5,3928 -5,4801 -5,5380 -5,5488 -5,4926 -5,3571 -5,1507 -4,8954 -4,6082 -4,2935 -3,9540 -3,6079 -3,2892 -3,0276 -2,8335 -2,7068 -2,6447 -2,6322 -2,6350 -2,6130 -2,5438 -2,4331 -2,3037 -2,1685 -2,0064 -1,7600 -1,3734 -0,8491 -0,2691 0,2408 0,5712 0,6725 0,5655 0,3193 0,0053 -0,3345 -0,6789 -1,0107 -1,3165 -1,5950 -1,8508 -2,0755 -2,2388 -2,2991 -2,2203 -1,9872 -1,6217 -1,1860 -0,7619 -0,4174 -0,1768 -0,0093 0,1440 0,3214 0,5131 0,6820 0,8003 0,8601 0,8601 0,7971 0,6682 0,4837 0,2714 0,0635 -0,1141 -0,2370 -0,2787 -0,2260 -0,0916 0,1004 0,3379 0,6160 0,9144 1,1927 1,4067 1,5246 1,5428 1,5032 1,4795 1,5225 1,6164 1,6938 1,6849 1,5596 1,3420 1,0889 0,8548 0,6793 0,5903 0,5975 0,6832 0,8188 0,9901 1,1939 1,4184 1,6506 1,8966 2,1757 2,4815 2,7601 2,9389 2,9742 2,8674 2,6540 2,3916 2,1395 1,9308 1,7589 1,5937 1,4089 1,1987 0,9759 0,7535 0,5257 0,2720 -0,0086 -0,2686 -0,4245 -0,4094 -0,2280 0,0389 0,2926 0,4758 0,5810 0,6244 0,6222 0,5821 0,5041 0,3842 0,2331 0,0962 0,0370 0,0968 0,2752 0,5362 0,8244 1,0787 1,2467 1,2937 1,2051 0,9763 0,6055 0,1030 -0,4955 -1,1335 -1,7506 -2,2936 -2,7216 -3,0128 -3,1736 -3,2471 -3,3057 -3,4160 -3,6065 -3,8711 -4,1943 -4,5650 -4,9788 -5,4317 -5,9107 -6,3912 -6,8427 -7,2444 -7,6007 -7,9335 -8,2592 -8,5805 -8,8821 -9,1235 -9,2466 -9,2019 -8,9722 -8,5761 -8,0461 -7,3932 -6,5890 -5,5951 -4,4122 -3,1002 -1,7477 -0,4244 0,8389 2,0340 3,1515 4,1708 5,0704 5,8484 6,5327 7,1699 7,7955 8,4037 8,9335 9,2919 9,4067 9,2712 8,9484 8,5448 8,1745 7,9251 7,8300 7,8576 7,9270 7,9517 7,8888 7,7492 7,5654 7,3585 7,1243 6,8312 6,4293 5,8746 5,1543 4,2965 3,3625 2,4264 1,5495 0,7655 0,0859 -0,4933 -0,9951 -1,4628 -1,9387 -2,4388 -2,9449 -3,4143 -3,7995 -4,0690 -4,2218 -4,2849 -4,2864 -4,2221 -4,0545 -3,7446 -3,2873 -2,7328 -2,1726 -1,6934 -1,3412 -1,1164 -0,9858 -0,9024 -0,8287 -0,7552 -0,6995 -0,6853 -0,7209 -0,7978 -0,8993 -1,0062 -1,1028 -1,1823 -1,2512 -1,3309 -1,4490 -1,6199 -1,8317 -2,0534 -2,2500 -2,3979 -2,4985 -2,5772 -2,6662 -2,7819 -2,9222 -3,0776 -3,2328 -3,3644 -3,4572
F7    -0,9430 -1,1204 -1,3225 -1,5251 -1,7085 -1,8580 -1,9634 -2,0207 -2,0336 -2,0141 -1,9821 -1,9561 -1,9372 -1,9038 -1,8261 -1,6860 -1,4792 -1,2089 -0,8859 -0,5358 -0,2010 0,0715 0,2515 0,3430 0,3883 0,4584 0,6274 0,9319 1,3398 1,7553 2,0678 2,2029 2,1411 1,9094 1,5635 1,1709 0,8004 0,5182 0,3743 0,3750 0,4734 0,6064 0,7447 0,8974 1,0817 1,3026 1,5518 1,8125 2,0641 2,2858 2,4598 2,5795 2,6563 2,7184 2,7981 2,9038 3,0053 3,0533 3,0117 2,8703 2,6407 2,3511 2,0373 1,7236 1,4180 1,1285 0,8735 0,6733 0,5353 0,4494 0,3981 0,3727 0,3787 0,4301 0,5366 0,6937 0,8883 1,1170 1,3923 1,7224 2,0813 2,4017 2,6059 2,6513 2,5573 2,3954 2,2567 2,2123 2,2845 2,4487 2,6638 2,8930 3,1000 3,2395 3,2669 3,1634 2,9502 2,6878 2,4523 2,2960 2,2239 2,2058 2,1983 2,1587 2,0445 1,8103 1,4244 0,8968 0,2790 -0,3647 -0,9885 -1,5780 -2,1325 -2,6329 -3,0329 -3,2879 -3,3882 -3,3597 -3,2449 -3,0988 -2,9949 -3,0142 -3,2104 -3,5776 -4,0466 -4,5074 -4,8404 -4,9462 -4,7685 -4,3053 -3,5989 -2,7098 -1,6952 -0,6050 0,5237 1,6720 2,8318 3,9955 5,1543 6,2990 7,4237 8,5275 9,6103 10,6709 11,7091 12,7232 13,7126 14,6749 15,5810 16,3674 16,9780 17,4061 17,6921 17,8916 18,0460 18,1785 18,3065 18,4389 18,5581 18,6085 18,5218 18,2681 17,8735 17,3884 16,8457 16,2548 15,6369 15,0477 14,5464 14,1559 13,8587 13,6145 13,3727 13,0810 12,6928 12,1758 11,5215 10,7531 9,9146 9,0498 8,2049 7,4446 6,8277 6,3577 5,9870 5,6650 5,3657 5,0805 4,8050 4,5359 4,2813 4,0682 3,9272 3,8680 3,8756 3,9267 4,0034 4,0989 4,2162 4,3559 4,4995 4,6053 4,6246 4,5268 4,3182 4,0423 3,7609 3,5299 3,3867 3,3540 3,4390 3,6274 3,8862 4,1814 4,4911 4,7965 5,0630 5,2426 5,3008 5,2359 5,0709 4,8372 4,5606 4,2562 3,9303 3,5833 3,2176 2,8456 2,4837 2,1380 1,8018 1,4633 1,1114 0,7407 0,3574 -0,0211 -0,3764 -0,7024 -1,0106 -1,3263 -1,6777 -2,0802 -2,5181 -2,9452 -3,3078 -3,5762 -3,7616 -3,9119 -4,0829 -4,3011 -4,5505 -4,7962 -5,0134 -5,1963 -5,3492 -5,4798 -5,6026 -5,7308 -5,8559 -5,9474 -5,9768 -5,9358 -5,8320 -5,6741 -5,4654 -5,2008 -4,8752 -4,5015 -4,1175 -3,7733 -3,5139 -3,3633 -3,3221 -3,3740 -3,4927 -3,6461 -3,8056 -3,9482 -4,0511 -4,0978 -4,0951 -4,0722 -4,0621 -4,0896 -4,1748 -4,3299 -4,5444 -4,7830 -5,0015 -5,1706 -5,2857 -5,3519 -5,3659 -5,3183 -5,2064 -5,0368 -4,8264 -4,6002 -4,3793 -4,1691 -3,9664 -3,7762 -3,6191 -3,5306 -3,5512 -3,7074 -3,9938 -4,3625 -4,7303 -5,0061 -5,1210 -5,0458 -4,7989 -4,4393 -4,0413 -3,6671 -3,3478 -3,0817 -2,8549 -2,6682 -2,5331 -2,4536 -2,4261 -2,4471 -2,5105 -2,6043 -2,7167 -2,8363 -2,9495 -3,0464 -3,1301 -3,2099 -3,2847 -3,3415 -3,3701 -3,3647 -3,3187 -3,2276 -3,0959 -2,9314 -2,7315 -2,4806 -2,1690 -1,8170 -1,4735 -1,1855 -0,9785 -0,8632 -0,8389 -0,8831 -0,9534 -1,0097 -1,0351 -1,0369 -1,0292 -1,0138 -0,9645 -0,8282 -0,5567 -0,1570 0,2933 0,6827 0,9221 0,9800 0,8867 0,7070 0,4933 0,2618 0,0108 -0,2544 -0,5218 -0,7816 -1,0256 -1,2394 -1,3979 -1,4733 -1,4474 -1,3211 -1,1217 -0,9034 -0,7298 -0,6444 -0,6439 -0,6713 -0,6480 -0,5294 -0,3386 -0,1417 0,0075 0,0930 0,1195 0,0895 -0,0020 -0,1529 -0,3436 -0,5462 -0,7363 -0,8902 -0,9839 -1,0074 -0,9767 -0,9159 -0,8323 -0,7211 -0,5911 -0,4746 -0,4089 -0,4164 -0,4895 -0,5807 -0,6161 -0,5438 -0,3770 -0,1849 -0,0475 -0,0144 -0,0879 -0,2343 -0,4072 -0,5572 -0,6375 -0,6241 -0,5297 -0,3827 -0,1940 0,0416 0,3201 0,6263 0,9549 1,3116 1,6831 2,0130 2,2264 2,2786 2,1765 1,9669 1,7207 1,5095 1,3788 1,3343 1,3508 1,3915 1,4237 1,4289 1,3965 1,3071 1,1350 0,8811 0,6015 0,3941 0,3424 0,4541 0,6566 0,8572 1,0007 1,0750 1,0853 1,0348 0,9248 0,7578 0,5380 0,2847 0,0488 -0,1072 -0,1458 -0,0677 0,0977 0,3026 0,4888 0,6026 0,6110 0,5045 0,2833 -0,0530 -0,4941 -1,0043 -1,5313 -2,0309 -2,4747 -2,8413 -3,1097 -3,2712 -3,3526 -3,4200 -3,5424 -3,7498 -4,0325 -4,3684 -4,7393 -5,1326 -5,5343 -5,9203 -6,2601 -6,5290 -6,7218 -6,8617 -6,9903 -7,1462 -7,3501 -7,5941 -7,8287 -7,9728 -7,9521 -7,7331 -7,3298 -6,7829 -6,1239 -5,3514 -4,4469 -3,4121 -2,2887 -1,1394 -0,0102 1,0852 2,1480 3,1651 4,0998 4,9121 5,5904 6,1674 6,7051 7,2572 7,8263 8,3449 8,7056 8,8215 8,6691 8,2921 7,7823 7,2521 6,8018 6,4872 6,3027 6,1908 6,0832 5,9456 5,7855 5,6204 5,4496 5,2485 4,9746 4,5805 4,0346 3,3387 2,5265 1,6490 0,7580 -0,1034 -0,9016 -1,6076 -2,2006 -2,6848 -3,0970 -3,4858 -3,8773 -4,2617 -4,6044 -4,8687 -5,0350 -5,1123 -5,1325 -5,1197 -5,0568 -4,8927 -4,5838 -4,1310 -3,5931 -3,0689 -2,6483 -2,3766 -2,2508 -2,2312 -2,2595 -2,2833 -2,2785 -2,2500 -2,2168 -2,1983 -2,2095 -2,2546 -2,3232 -2,3942 -2,4468 -2,4703 -2,4733 -2,4815 -2,5194 -2,5937 -2,6912 -2,7899 -2,8731 -2,9389 -2,9982 -3,0627 -3,1330 -3,2008 -3,2610 -3,3127 -3,3488 -3,3614
