Fp1   -0,3212 -0,4006 -0,4275 -0,4246 -0,4152 -0,4044 -0,3824 -0,3471 -0,3094 -0,2760 -0,2351 -0,1683 -0,0689 0,0611 0,2225 0,4192 0,6499 0,9034 1,1551 1,3716 1,5236 1,5941 1,5783 1,4823 1,3206 1,1134 0,8863 0,6662 0,4709 0,3032 0,1559 0,0176 -0,1252 -0,2798 -0,4372 -0,5754 -0,6735 -0,7230 -0,7286 -0,7029 -0,6578 -0,6046 -0,5625 -0,5603 -0,6185 -0,7297 -0,8584 -0,9560 -0,9845 -0,9365 -0,8343 -0,7038 -0,5545 -0,3808 -0,1710 0,0820 0,3710 0,6746 0,9650 1,2145 1,4030 1,5282 1,6047 1,6509 1,6787 1,6971 1,7111 1,7154 1,7008 1,6680 1,6215 1,5509 1,4381 1,2841 1,1092 0,9298 0,7499 0,5697 0,3918 0,2202 0,0610 -0,0768 -0,1845 -0,2538 -0,2734 -0,2369 -0,1623 -0,0965 -0,0925 -0,1846 -0,3786 -0,6498 -0,9523 -1,2414 -1,4917 -1,6963 -1,8583 -1,9841 -2,0819 -2,1641 -2,2456 -2,3337 -2,4215 -2,4971 -2,5590 -2,6153 -2,6725 -2,7319 -2,7880 -2,8331 -2,8735 -2,9360 -3,0482 -3,2170 -3,4230 -3,6320 -3,8130 -3,9554 -4,0716 -4,1825 -4,2954 -4,3964 -4,4622 -4,4762 -4,4342 -4,3447 -4,2303 -4,1168 -4,0126 -3,9046 -3,7787 -3,6321 -3,4643 -3,2660 -3,0280 -2,7574 -2,4808 -2,2288 -2,0196 -1,8537 -1,7121 -1,5652 -1,3902 -1,1789 -0,9363 -0,6727 -0,3962 -0,1117 0,1795 0,4768 0,7707 1,0383 1,2530 1,4041 1,5073 1,6008 1,7276 1,9111 2,1442 2,4098 2,7102 3,0676 3,4966 3,9839 4,4967 5,0007 5,4684 5,8825 6,2399 6,5511 6,8267 7,0698 7,2841 7,4816 7,6745 7,8654 8,0464 8,2078 8,3509 8,4969 8,6718 8,8706 9,0477 9,1496 9,1485 9,0446 8,8604 8,6372 8,4192 8,2315 8,0723 7,9248 7,7740 7,6219 7,4877 7,3890 7,3258 7,2856 7,2543 7,2197 7,1726 7,1064 7,0163 6,9060 6,7954 6,7162 6,6915 6,7187 6,7723 6,8242 6,8614 6,8866 6,9056 6,9122 6,8840 6,7963 6,6441 6,4452 6,2291 6,0253 5,8549 5,7309 5,6696 5,6938 5,8187 6,0368 6,3164 6,6117 6,8728 7,0572 7,1448 7,1536 7,1336 7,1343 7,1739 7,2369 7,2914 7,3020 7,2408 7,1038 6,9165 6,7170 6,5324 6,3637 6,1954 6,0251 5,8774 5,7841 5,7514 5,7527 5,7472 5,6985 5,5792 5,3734 5,0858 4,7516 4,4293 4,1768 4,0297 3,9913 4,0343 4,1183 4,2147 4,3119 4,4034 4,4840 4,5518 4,5991 4,6056 4,5544 4,4533 4,3293 4,2037 4,0836 3,9643 3,8286 3,6543 3,4379 3,2130 3,0357 2,9470 2,9541 3,0461 3,2117 3,4380 3,7027 3,9697 4,1968 4,3488 4,4103 4,3925 4,3276 4,2518 4,1865 4,1316 4,0783 4,0283 4,0026 4,0310 4,1322 4,2973 4,4921 4,6755 4,8213 4,9282 5,0088 5,0688 5,1012 5,1021 5,0805 5,0480 5,0067 4,9531 4,8881 4,8176 4,7423 4,6551 4,5484 4,4210 4,2804 4,1413 4,0184 3,9202 3,8419 3,7599 3,6442 3,4799 3,2689 3,0207 2,7529 2,4886 2,2461 2,0305 1,8374 1,6616 1,5032 1,3686 1,2732 1,2360 1,2703 1,3764 1,5361 1,7120 1,8622 1,9635 2,0177 2,0357 2,0218 1,9739 1,8939 1,7950 1,6971 1,6236 1,6007 1,6510 1,7798 1,9675 2,1759 2,3675 2,5248 2,6549 2,7833 2,9438 3,1591 3,4243 3,7089 3,9775 4,2008 4,3525 4,4119 4,3805 4,2943 4,2040 4,1406 4,1007 4,0635 4,0207 3,9843 3,9700 3,9816 4,0118 4,0506 4,0877 4,1111 4,1068 4,0664 4,0026 3,9490 3,9362 3,9724 4,0456 4,1316 4,2002 4,2251 4,1935 4,1138 4,0158 3,9301 3,8629 3,7957 3,7097 3,6038 3,4871 3,3651 3,2393 3,1168 3,0114 2,9278 2,8535 2,7704 2,6656 2,5328 2,3758 2,2100 2,0522 1,9053 1,7548 1,5863 1,4023 1,2221 1,0641 0,9313 0,8172 0,7198 0,6429 0,5899 0,5699 0,5997 0,6927 0,8461 1,0366 1,2257 1,3719 1,4452 1,4400 1,3816 1,3156 1,2828 1,2973 1,3430 1,3892 1,4051 1,3672 1,2635 1,0973 0,8822 0,6370 0,3904 0,1852 0,0647 0,0443 0,1024 0,1984 0,2933 0,3572 0,3630 0,2837 0,1055 -0,1535 -0,4436 -0,7003 -0,8691 -0,9227 -0,8694 -0,7489 -0,6141 -0,5062 -0,4431 -0,4225 -0,4313 -0,4579 -0,4962 -0,5418 -0,5905 -0,6443 -0,7114 -0,7959 -0,8876 -0,9668 -1,0249 -1,0730 -1,1261 -1,1876 -1,2524 -1,3178 -1,3934 -1,4985 -1,6474 -1,8356 -2,0355 -2,2069 -2,3170 -2,3550 -2,3323 -2,2749 -2,2122 -2,1675 -2,1608 -2,2166 -2,3544 -2,5673 -2,8187 -3,0608 -3,2506 -3,3595 -3,3918 -3,3914 -3,4133 -3,4863 -3,6031 -3,7292 -3,8187 -3,8368 -3,7743 -3,6417 -3,4543 -3,2279 -2,9807 -2,7293 -2,4816 -2,2382 -2,0013 -1,7801 -1,5871 -1,4259 -1,2870 -1,1674 -1,0874 -1,0777 -1,1536 -1,3050 -1,5057 -1,7364 -1,9943 -2,2769 -2,5589 -2,8001 -2,9726 -3,0771 -3,1333 -3,1598 -3,1619 -3,1359 -3,0815 -3,0032 -2,8990 -2,7617 -2,5950 -2,4208 -2,2702 -2,1705 -2,1356 -2,1648 -2,2468 -2,3623 -2,4827 -2,5678 -2,5733 -2,4686 -2,2526 -1,9558 -1,6294 -1,3303 -1,1106 -1,0030 -1,0037 -1,0696 -1,1405 -1,1694 -1,1399 -1,0651 -0,9782 -0,9152 -0,8976 -0,9283 -1,0011 -1,1069 -1,2308 -1,3568 -1,4797 -1,6066 -1,7458 -1,8999 -2,0668 -2,2431 -2,4283 -2,6253 -2,8269 -3,0096 -3,1524 -3,2561 -3,3404 -3,4299 -3,5410 -3,6757 -3,8209 -3,9632 -4,1043 -4,2579 -4,4381
Fz    0,8746 0,6904 0,5356 0,3935 0,2570 0,1384 0,0577 0,0249 0,0370 0,0880 0,1736 0,2898 0,4304 0,5849 0,7400 0,8823 1,0070 1,1210 1,2315 1,3315 1,3970 1,3961 1,3004 1,0960 0,7898 0,4165 0,0354 -0,2953 -0,5471 -0,7221 -0,8390 -0,9249 -1,0098 -1,1143 -1,2368 -1,3563 -1,4476 -1,4914 -1,4785 -1,4087 -1,2865 -1,1203 -0,9240 -0,7143 -0,4987 -0,2731 -0,0334 0,2167 0,4696 0,7154 0,9398 1,1369 1,3221 1,5217 1,7540 2,0209 2,3097 2,5986 2,8631 3,0809 3,2402 3,3506 3,4406 3,5370 3,6471 3,7648 3,8840 3,9963 4,0876 4,1454 4,1612 4,1209 4,0090 3,8261 3,5921 3,3296 3,0494 2,7475 2,4099 2,0229 1,5880 1,1280 0,6816 0,2940 0,0053 -0,1655 -0,2372 -0,2667 -0,3252 -0,4700 -0,7285 -1,0923 -1,5215 -1,9634 -2,3784 -2,7517 -3,0877 -3,3969 -3,6840 -3,9457 -4,1797 -4,3882 -4,5687 -4,7139 -4,8248 -4,9146 -4,9968 -5,0808 -5,1743 -5,2847 -5,4196 -5,5882 -5,7975 -6,0449 -6,3119 -6,5692 -6,7945 -6,9894 -7,1744 -7,3636 -7,5468 -7,6955 -7,7815 -7,7879 -7,7093 -7,5545 -7,3464 -7,1137 -6,8764 -6,6416 -6,4118 -6,1947 -5,9990 -5,8169 -5,6221 -5,3899 -5,1191 -4,8267 -4,5322 -4,2468 -3,9640 -3,6578 -3,2994 -2,8774 -2,4025 -1,8944 -1,3751 -0,8703 -0,3992 0,0365 0,4473 0,8417 1,2207 1,5860 1,9475 2,3172 2,6988 3,0843 3,4592 3,8174 4,1717 4,5442 4,9451 5,3670 5,8000 6,2463 6,7153 7,2107 7,7253 8,2446 8,7485 9,2131 9,6215 9,9721 10,2718 10,5239 10,7272 10,8809 10,9929 11,0880 11,1974 11,3309 11,4643 11,5576 11,5812 11,5264 11,4075 11,2541 11,0945 10,9388 10,7776 10,5897 10,3551 10,0726 9,7684 9,4814 9,2429 9,0682 8,9591 8,9079 8,9001 8,9171 8,9440 8,9783 9,0266 9,0937 9,1764 9,2653 9,3519 9,4346 9,5209 9,6225 9,7432 9,8649 9,9493 9,9632 9,9078 9,8169 9,7284 9,6624 9,6228 9,6134 9,6515 9,7658 9,9755 10,2733 10,6289 10,9989 11,3314 11,5770 11,7144 11,7679 11,7914 11,8257 11,8712 11,8972 11,8640 11,7397 11,5141 11,2100 10,8765 10,5640 10,3011 10,0865 9,8986 9,7182 9,5424 9,3764 9,2143 9,0386 8,8362 8,6070 8,3584 8,0980 7,8319 7,5692 7,3280 7,1332 7,0079 6,9604 6,9737 7,0101 7,0367 7,0449 7,0462 7,0597 7,1000 7,1662 7,2432 7,3173 7,3900 7,4734 7,5801 7,7239 7,9170 8,1551 8,4144 8,6725 8,9285 9,1970 9,4895 9,8030 10,1270 10,4565 10,7993 11,1664 11,5542 11,9375 12,2748 12,5241 12,6665 12,7217 12,7345 12,7459 12,7785 12,8371 12,9160 13,0090 13,1173 13,2464 13,3926 13,5342 13,6409 13,6921 13,6926 13,6702 13,6483 13,6237 13,5737 13,4788 13,3329 13,1428 12,9247 12,6980 12,4740 12,2477 12,0014 11,7185 11,3940 11,0372 10,6696 10,3152 9,9877 9,6802 9,3694 9,0320 8,6595 8,2557 7,8267 7,3835 6,9488 6,5511 6,2085 5,9176 5,6594 5,4143 5,1717 4,9309 4,6998 4,4942 4,3331 4,2237 4,1507 4,0886 4,0205 3,9397 3,8409 3,7165 3,5667 3,4089 3,2763 3,2031 3,2127 3,3136 3,5032 3,7740 4,1168 4,5150 4,9412 5,3698 5,7942 6,2295 6,6953 7,1986 7,7289 8,2650 8,7839 9,2604 9,6652 9,9734 10,1843 10,3294 10,4542 10,5882 10,7302 10,8615 10,9711 11,0656 11,1526 11,2282 11,2898 11,3490 11,4201 11,5017 11,5726 11,6122 11,6242 11,6336 11,6635 11,7222 11,8034 11,8894 11,9592 12,0011 12,0160 12,0123 11,9986 11,9746 11,9249 11,8245 11,6557 11,4215 11,1410 10,8371 10,5313 10,2448 9,9984 9,8024 9,6491 9,5204 9,3962 9,2535 9,0707 8,8381 8,5563 8,2233 7,8331 7,3910 6,9267 6,4838 6,0945 5,7660 5,4912 5,2668 5,0971 4,9888 4,9505 4,9904 5,1050 5,2692 5,4423 5,5796 5,6420 5,6070 5,4811 5,3011 5,1165 4,9638 4,8548 4,7847 4,7438 4,7171 4,6828 4,6198 4,5144 4,3603 4,1620 3,9395 3,7274 3,5601 3,4510 3,3847 3,3278 3,2459 3,1167 2,9344 2,7032 2,4306 2,1281 1,8202 1,5483 1,3614 1,2956 1,3565 1,5178 1,7327 1,9490 2,1209 2,2220 2,2531 2,2333 2,1837 2,1202 2,0516 1,9776 1,8934 1,7963 1,6916 1,5905 1,5007 1,4182 1,3325 1,2364 1,1277 1,0037 0,8560 0,6734 0,4544 0,2186 0,0003 -0,1703 -0,2834 -0,3490 -0,3897 -0,4350 -0,5093 -0,6220 -0,7751 -0,9695 -1,1998 -1,4475 -1,6841 -1,8808 -2,0149 -2,0773 -2,0877 -2,0963 -2,1559 -2,2926 -2,5006 -2,7487 -2,9888 -3,1732 -3,2722 -3,2777 -3,1956 -3,0385 -2,8210 -2,5578 -2,2598 -1,9333 -1,5848 -1,2248 -0,8635 -0,5025 -0,1405 0,2074 0,5008 0,6940 0,7634 0,7160 0,5790 0,3808 0,1411 -0,1197 -0,3671 -0,5646 -0,6964 -0,7690 -0,7926 -0,7659 -0,6806 -0,5363 -0,3472 -0,1338 0,0845 0,2882 0,4537 0,5563 0,5788 0,5140 0,3643 0,1479 -0,0988 -0,3314 -0,5116 -0,6121 -0,6163 -0,5232 -0,3509 -0,1352 0,0777 0,2458 0,3414 0,3506 0,2756 0,1417 -0,0093 -0,1398 -0,2321 -0,2878 -0,3219 -0,3537 -0,3972 -0,4592 -0,5459 -0,6675 -0,8333 -1,0478 -1,3121 -1,6246 -1,9764 -2,3481 -2,7156 -3,0578 -3,3629 -3,6314 -3,8663 -4,0623 -4,2112 -4,3146 -4,3825 -4,4210 -4,4313 -4,4170 -4,3843 -4,3432 -4,3120 -4,3131 -4,3619
F3    0,6630 0,4721 0,3006 0,1368 -0,0236 -0,1621 -0,2514 -0,2824 -0,2645 -0,2089 -0,1185 0,0090 0,1775 0,3866 0,6248 0,8710 1,1112 1,3458 1,5722 1,7688 1,8998 1,9287 1,8269 1,5855 1,2245 0,7929 0,3590 -0,0143 -0,2946 -0,4836 -0,6031 -0,6837 -0,7606 -0,8615 -0,9913 -1,1316 -1,2574 -1,3491 -1,3940 -1,3843 -1,3175 -1,2034 -1,0672 -0,9350 -0,8105 -0,6716 -0,4934 -0,2690 -0,0125 0,2439 0,4606 0,6159 0,7244 0,8237 0,9483 1,1146 1,3161 1,5293 1,7266 1,8855 1,9947 2,0609 2,1085 2,1637 2,2373 2,3252 2,4188 2,5090 2,5847 2,6350 2,6470 2,6000 2,4743 2,2723 2,0223 1,7560 1,4872 1,2099 0,9082 0,5675 0,1844 -0,2283 -0,6440 -1,0227 -1,3142 -1,4772 -1,5111 -1,4662 -1,4190 -1,4381 -1,5643 -1,8030 -2,1270 -2,4937 -2,8663 -3,2208 -3,5447 -3,8354 -4,0977 -4,3387 -4,5653 -4,7797 -4,9719 -5,1247 -5,2339 -5,3155 -5,3869 -5,4548 -5,5210 -5,5905 -5,6757 -5,7950 -5,9662 -6,1942 -6,4580 -6,7157 -6,9324 -7,1061 -7,2630 -7,4276 -7,5967 -7,7440 -7,8393 -7,8582 -7,7867 -7,6326 -7,4291 -7,2185 -7,0280 -6,8594 -6,7002 -6,5426 -6,3826 -6,2031 -5,9755 -5,6855 -5,3506 -5,0042 -4,6727 -4,3660 -4,0751 -3,7752 -3,4391 -3,0557 -2,6345 -2,1939 -1,7537 -1,3356 -0,9517 -0,5944 -0,2465 0,0977 0,4257 0,7216 0,9828 1,2205 1,4483 1,6738 1,8983 2,1286 2,3885 2,7120 3,1173 3,5929 4,1115 4,6502 5,1940 5,7315 6,2560 6,7616 7,2335 7,6480 7,9915 8,2749 8,5231 8,7559 8,9790 9,1877 9,3779 9,5581 9,7408 9,9173 10,0530 10,1122 10,0815 9,9699 9,8006 9,6048 9,4134 9,2465 9,1044 8,9683 8,8157 8,6430 8,4732 8,3361 8,2433 8,1874 8,1541 8,1319 8,1146 8,1001 8,0890 8,0863 8,0998 8,1367 8,1993 8,2846 8,3828 8,4777 8,5544 8,6112 8,6548 8,6779 8,6509 8,5476 8,3801 8,1946 8,0405 7,9451 7,9103 7,9261 7,9928 8,1252 8,3339 8,6124 8,9404 9,2848 9,5980 9,8324 9,9716 10,0454 10,1081 10,1949 10,3002 10,3906 10,4257 10,3700 10,2068 9,9519 9,6507 9,3539 9,0935 8,8752 8,6867 8,5191 8,3771 8,2677 8,1844 8,1057 8,0062 7,8654 7,6717 7,4252 7,1384 6,8358 6,5493 6,3096 6,1383 6,0423 6,0055 5,9940 5,9809 5,9620 5,9467 5,9457 5,9638 5,9933 6,0174 6,0270 6,0313 6,0491 6,0978 6,1963 6,3576 6,5690 6,7918 6,9900 7,1573 7,3123 7,4737 7,6455 7,8259 8,0226 8,2570 8,5464 8,8849 9,2387 9,5551 9,7798 9,8839 9,8832 9,8270 9,7676 9,7374 9,7457 9,7904 9,8713 9,9942 10,1635 10,3709 10,5906 10,7839 10,9150 10,9711 10,9677 10,9283 10,8636 10,7734 10,6554 10,5075 10,3291 10,1274 9,9202 9,7294 9,5647 9,4173 9,2675 9,0983 8,9032 8,6880 8,4649 8,2422 8,0137 7,7590 7,4580 7,1035 6,6974 6,2423 5,7498 5,2501 4,7822 4,3740 4,0334 3,7541 3,5235 3,3281 3,1601 3,0225 2,9250 2,8774 2,8773 2,9012 2,9164 2,9021 2,8569 2,7910 2,7144 2,6353 2,5687 2,5373 2,5599 2,6437 2,7882 2,9943 3,2684 3,6176 4,0358 4,4940 4,9533 5,3904 5,8094 6,2317 6,6737 7,1353 7,6014 8,0503 8,4568 8,7926 9,0354 9,1867 9,2768 9,3456 9,4179 9,4942 9,5621 9,6146 9,6542 9,6829 9,6988 9,7081 9,7279 9,7692 9,8211 9,8543 9,8478 9,8139 9,7879 9,7955 9,8385 9,9021 9,9618 9,9907 9,9702 9,8944 9,7697 9,6153 9,4539 9,2941 9,1234 8,9264 8,7068 8,4855 8,2816 8,1020 7,9460 7,8105 7,6902 7,5762 7,4614 7,3393 7,1978 7,0208 6,7978 6,5240 6,1933 5,8007 5,3593 4,9111 4,5096 4,1871 3,9391 3,7418 3,5788 3,4503 3,3680 3,3519 3,4237 3,5891 3,8232 4,0732 4,2766 4,3809 4,3624 4,2362 4,0505 3,8615 3,7044 3,5806 3,4685 3,3414 3,1779 2,9695 2,7245 2,4590 2,1827 1,8979 1,6166 1,3693 1,1917 1,0989 1,0754 1,0858 1,0924 1,0675 0,9938 0,8579 0,6504 0,3782 0,0741 -0,2073 -0,4072 -0,4856 -0,4365 -0,2863 -0,0787 0,1373 0,3136 0,4153 0,4324 0,3757 0,2666 0,1299 -0,0137 -0,1542 -0,2869 -0,4073 -0,5087 -0,5853 -0,6434 -0,7055 -0,7947 -0,9158 -1,0541 -1,1905 -1,3174 -1,4420 -1,5732 -1,7074 -1,8322 -1,9389 -2,0285 -2,1068 -2,1821 -2,2689 -2,3843 -2,5360 -2,7250 -2,9520 -3,2096 -3,4712 -3,6948 -3,8441 -3,9029 -3,8779 -3,8049 -3,7507 -3,7851 -3,9452 -4,2182 -4,5481 -4,8567 -5,0753 -5,1684 -5,1388 -5,0151 -4,8306 -4,6069 -4,3502 -4,0577 -3,7258 -3,3578 -2,9698 -2,5887 -2,2406 -1,9411 -1,7000 -1,5314 -1,4504 -1,4606 -1,5489 -1,6918 -1,8699 -2,0748 -2,2993 -2,5236 -2,7208 -2,8762 -2,9920 -3,0710 -3,1035 -3,0761 -2,9891 -2,8584 -2,7013 -2,5271 -2,3444 -2,1720 -2,0394 -1,9764 -2,0046 -2,1292 -2,3295 -2,5600 -2,7679 -2,9119 -2,9659 -2,9154 -2,7631 -2,5343 -2,2720 -2,0229 -1,8238 -1,6961 -1,6503 -1,6833 -1,7724 -1,8835 -1,9861 -2,0614 -2,1062 -2,1346 -2,1661 -2,2063 -2,2447 -2,2730 -2,2998 -2,3454 -2,4261 -2,5510 -2,7251 -2,9474 -3,2082 -3,4921 -3,7836 -4,0743 -4,3639 -4,6472 -4,9024 -5,1055 -5,2510 -5,3468 -5,3962 -5,3961 -5,3481 -5,2631 -5,1617 -5,0744 -5,0275 -5,0338
F7    -0,5382 -0,6311 -0,6816 -0,6863 -0,6540 -0,5938 -0,5085 -0,4012 -0,2819 -0,1621 -0,0417 0,0900 0,2410 0,4095 0,5881 0,7683 0,9461 1,1266 1,3169 1,5091 1,6762 1,7851 1,8094 1,7363 1,5697 1,3325 1,0679 0,8222 0,6204 0,4577 0,3114 0,1555 -0,0290 -0,2464 -0,4840 -0,7200 -0,9332 -1,1031 -1,2099 -1,2449 -1,2157 -1,1425 -1,0509 -0,9658 -0,9032 -0,8645 -0,8376 -0,8037 -0,7455 -0,6594 -0,5635 -0,4825 -0,4214 -0,3621 -0,2772 -0,1440 0,0462 0,2857 0,5538 0,8177 1,0385 1,1901 1,2744 1,3125 1,3249 1,3226 1,3064 1,2688 1,2058 1,1296 1,0581 0,9916 0,9141 0,8146 0,6976 0,5735 0,4436 0,2962 0,1168 -0,1006 -0,3492 -0,6099 -0,8521 -1,0369 -1,1289 -1,1140 -1,0138 -0,8830 -0,7853 -0,7676 -0,8497 -1,0232 -1,2540 -1,5009 -1,7405 -1,9727 -2,2036 -2,4300 -2,6399 -2,8210 -2,9680 -3,0886 -3,1921 -3,2731 -3,3190 -3,3276 -3,3131 -3,3012 -3,3133 -3,3496 -3,3981 -3,4583 -3,5440 -3,6647 -3,8134 -3,9691 -4,1086 -4,2243 -4,3326 -4,4591 -4,6109 -4,7699 -4,9123 -5,0232 -5,0945 -5,1254 -5,1219 -5,0858 -5,0085 -4,8798 -4,6979 -4,4753 -4,2329 -3,9822 -3,7170 -3,4288 -3,1251 -2,8229 -2,5353 -2,2696 -2,0231 -1,7789 -1,5139 -1,2135 -0,8792 -0,5263 -0,1781 0,1398 0,4097 0,6305 0,8102 0,9521 1,0504 1,1041 1,1303 1,1630 1,2403 1,3849 1,5955 1,8586 2,1700 2,5397 2,9764 3,4723 4,0090 4,5748 5,1616 5,7491 6,3056 6,8033 7,2305 7,5906 7,8962 8,1626 8,3992 8,6047 8,7703 8,8847 8,9447 8,9683 8,9839 8,9971 8,9850 8,9265 8,8252 8,7066 8,6024 8,5311 8,4839 8,4352 8,3655 8,2686 8,1466 8,0115 7,8856 7,7875 7,7208 7,6819 7,6701 7,6851 7,7214 7,7702 7,8231 7,8717 7,9078 7,9275 7,9339 7,9367 7,9455 7,9637 7,9885 8,0162 8,0406 8,0412 7,9866 7,8620 7,6893 7,5147 7,3767 7,2852 7,2260 7,1875 7,1856 7,2609 7,4485 7,7499 8,1307 8,5344 8,8947 9,1552 9,2982 9,3563 9,3872 9,4308 9,4919 9,5561 9,6029 9,6073 9,5558 9,4667 9,3840 9,3387 9,3195 9,2832 9,1939 9,0490 8,8733 8,6948 8,5229 8,3481 8,1582 7,9506 7,7271 7,4886 7,2357 6,9737 6,7166 6,4874 6,3126 6,2117 6,1808 6,1884 6,1961 6,1797 6,1323 6,0622 5,9881 5,9273 5,8866 5,8645 5,8518 5,8292 5,7759 5,6884 5,5787 5,4519 5,3013 5,1269 4,9502 4,8032 4,7073 4,6662 4,6724 4,7192 4,8122 4,9644 5,1744 5,4130 5,6254 5,7513 5,7558 5,6504 5,4856 5,3220 5,2051 5,1517 5,1527 5,1925 5,2675 5,3806 5,5205 5,6578 5,7600 5,8089 5,8111 5,7949 5,7880 5,7970 5,8142 5,8326 5,8492 5,8630 5,8801 5,9083 5,9442 5,9700 5,9668 5,9269 5,8539 5,7551 5,6364 5,5053 5,3703 5,2295 5,0624 4,8459 4,5772 4,2715 3,9463 3,6193 3,3094 3,0303 2,7884 2,5895 2,4390 2,3391 2,2898 2,2918 2,3443 2,4447 2,5944 2,7951 3,0303 3,2619 3,4487 3,5605 3,5812 3,5121 3,3733 3,2005 3,0397 2,9378 2,9310 3,0332 3,2335 3,5089 3,8371 4,1928 4,5421 4,8536 5,1144 5,3292 5,5069 5,6526 5,7701 5,8692 5,9659 6,0707 6,1758 6,2597 6,3109 6,3442 6,3836 6,4280 6,4457 6,4071 6,3171 6,2054 6,0917 5,9709 5,8378 5,7126 5,6268 5,5902 5,5802 5,5640 5,5285 5,4856 5,4518 5,4346 5,4311 5,4266 5,4009 5,3430 5,2583 5,1637 5,0759 4,9995 4,9252 4,8380 4,7262 4,5865 4,4267 4,2651 4,1288 4,0484 4,0486 4,1317 4,2643 4,3882 4,4510 4,4277 4,3243 4,1673 3,9778 3,7510 3,4656 3,1212 2,7596 2,4438 2,2177 2,0855 2,0227 1,9970 1,9806 1,9625 1,9575 1,9932 2,0883 2,2427 2,4375 2,6368 2,7976 2,8890 2,9091 2,8821 2,8377 2,7915 2,7421 2,6805 2,5997 2,4914 2,3416 2,1404 1,8962 1,6360 1,3961 1,2124 1,1114 1,1011 1,1649 1,2644 1,3524 1,3905 1,3642 1,2825 1,1596 1,0049 0,8271 0,6443 0,4888 0,4028 0,4168 0,5281 0,7010 0,8825 1,0198 1,0769 1,0475 0,9552 0,8316 0,6989 0,5711 0,4595 0,3693 0,2961 0,2334 0,1780 0,1285 0,0783 0,0158 -0,0672 -0,1739 -0,3074 -0,4736 -0,6798 -0,9278 -1,2022 -1,4657 -1,6718 -1,7864 -1,7996 -1,7318 -1,6327 -1,5638 -1,5656 -1,6440 -1,7872 -1,9889 -2,2452 -2,5355 -2,8164 -3,0398 -3,1720 -3,2046 -3,1645 -3,1077 -3,0858 -3,1196 -3,2032 -3,3156 -3,4218 -3,4810 -3,4638 -3,3606 -3,1806 -2,9428 -2,6683 -2,3790 -2,1006 -1,8589 -1,6697 -1,5316 -1,4281 -1,3336 -1,2259 -1,1057 -1,0054 -0,9729 -1,0418 -1,2115 -1,4572 -1,7543 -2,0875 -2,4376 -2,7716 -3,0548 -3,2709 -3,4281 -3,5486 -3,6497 -3,7349 -3,8015 -3,8435 -3,8497 -3,8093 -3,7221 -3,5980 -3,4495 -3,2864 -3,1175 -2,9547 -2,8106 -2,6905 -2,5871 -2,4866 -2,3740 -2,2343 -2,0620 -1,8670 -1,6707 -1,4951 -1,3534 -1,2539 -1,2109 -1,2346 -1,3098 -1,3979 -1,4631 -1,4864 -1,4625 -1,3966 -1,3070 -1,2220 -1,1655 -1,1441 -1,1517 -1,1793 -1,2185 -1,2607 -1,3003 -1,3329 -1,3527 -1,3563 -1,3519 -1,3643 -1,4284 -1,5678 -1,7784 -2,0382 -2,3262 -2,6286 -2,9329 -3,2231 -3,4786 -3,6798 -3,8228 -3,9287 -4,0283 -4,1377
