Fp1   0,8341 0,9544 1,0466 1,1067 1,1354 1,1100 0,9898 0,7489 0,4005 0,0011 -0,3675 -0,6309 -0,7493 -0,7292 -0,6175 -0,4703 -0,3127 -0,1188 0,1651 0,5728 1,0894 1,6593 2,2110 2,6820 3,0347 3,2488 3,3025 3,1749 2,8673 2,4090 1,8444 1,2266 0,6111 0,0424 -0,4509 -0,8455 -1,1233 -1,2909 -1,3914 -1,4886 -1,6368 -1,8602 -2,1491 -2,4724 -2,7941 -3,0776 -3,2926 -3,4339 -3,5326 -3,6327 -3,7513 -3,8677 -3,9519 -3,9914 -3,9956 -3,9860 -3,9855 -4,0056 -4,0387 -4,0574 -4,0299 -3,9438 -3,8147 -3,6718 -3,5394 -3,4302 -3,3419 -3,2577 -3,1562 -3,0228 -2,8546 -2,6651 -2,4849 -2,3498 -2,2855 -2,3059 -2,4216 -2,6381 -2,9511 -3,3507 -3,8249 -4,3464 -4,8508 -5,2371 -5,3990 -5,2738 -4,8874 -4,3658 -3,8823 -3,5754 -3,5087 -3,6827 -4,0484 -4,5113 -4,9565 -5,2857 -5,4441 -5,4348 -5,3095 -5,1330 -4,9478 -4,7653 -4,5820 -4,3997 -4,2241 -4,0455 -3,8359 -3,5784 -3,3021 -3,0844 -3,0162 -3,1637 -3,5425 -4,1076 -4,7672 -5,4228 -5,9993 -6,4478 -6,7409 -6,8781 -6,8864 -6,8016 -6,6412 -6,3969 -6,0548 -5,6161 -5,1000 -4,5345 -3,9399 -3,3213 -2,6782 -2,0124 -1,3187 -0,5792 0,2150 1,0397 1,8445 2,5757 3,1920 3,6762 4,0471 4,3568 4,6667 5,0152 5,4042 5,8182 6,2571 6,7428 7,2929 7,8952 8,5101 9,0897 9,5956 10,0119 10,3523 10,6491 10,9291 11,1882 11,3789 11,4236 11,2602 10,8912 10,3875 9,8382 9,2992 8,7864 8,2972 7,8313 7,4033 7,0422 6,7753 6,6152 6,5603 6,6005 6,7205 6,8994 7,1117 7,3339 7,5469 7,7294 7,8593 7,9333 7,9734 8,0024 8,0260 8,0427 8,0540 8,0637 8,0798 8,1198 8,2169 8,4132 8,7346 9,1629 9,6349 10,0702 10,4085 10,6315 10,7592 10,8242 10,8553 10,8814 10,9270 11,0032 11,1105 11,2374 11,3464 11,3848 11,3239 11,1822 10,9961 10,7803 10,5209 10,1938 9,7815 9,2871 8,7338 8,1553 7,5882 7,0680 6,6234 6,2812 6,0740 6,0248 6,1197 6,2989 6,4768 6,5706 6,5174 6,2824 5,8675 5,3162 4,7038 4,1108 3,5958 3,1802 2,8493 2,5718 2,3293 2,1314 2,0006 1,9400 1,9205 1,8979 1,8361 1,7196 1,5527 1,3456 1,1077 0,8720 0,7107 0,7028 0,8824 1,2160 1,6174 1,9882 2,2616 2,4297 2,5357 2,6380 2,7658 2,8975 2,9800 2,9760 2,9002 2,8124 2,7832 2,8590 3,0419 3,2932 3,5434 3,7046 3,7079 3,5471 3,2776 2,9720 2,6870 2,4640 2,3331 2,3037 2,3519 2,4277 2,4836 2,4933 2,4399 2,3006 2,0582 1,7221 1,3269 0,9041 0,4506 -0,0737 -0,7030 -1,4086 -2,0823 -2,5762 -2,7736 -2,6457 -2,2582 -1,7269 -1,1664 -0,6733 -0,3182 -0,1245 -0,0629 -0,0796 -0,1307 -0,1937 -0,2713 -0,3883 -0,5746 -0,8420 -1,1757 -1,5402 -1,8847 -2,1490 -2,2871 -2,3048 -2,2712 -2,2789 -2,3774 -2,5375 -2,6798 -2,7370 -2,6949 -2,5770 -2,4055 -2,1889 -1,9405 -1,6959 -1,5102 -1,4317 -1,4679 -1,5703 -1,6575 -1,6659 -1,5942 -1,5032 -1,4656 -1,5031 -1,5592 -1,5283 -1,3230 -0,9337 -0,4436 0,0153 0,3333 0,4640 0,4157 0,2273 -0,0442 -0,3373 -0,6105 -0,8567 -1,0906 -1,3233 -1,5483 -1,7439 -1,8829 -1,9468 -1,9369 -1,8631 -1,7275 -1,5338 -1,3063 -1,0900 -0,9369 -0,8933 -0,9836 -1,1894 -1,4350 -1,6088 -1,6217 -1,4568 -1,1657 -0,8219 -0,4809 -0,1773 0,0558 0,1788 0,1668 0,0381 -0,1405 -0,2693 -0,2564 -0,0814 0,1659 0,3260 0,2571 -0,0997 -0,7140 -1,4861 -2,2633 -2,8682 -3,1569 -3,0758 -2,6766 -2,0875 -1,4613 -0,9319 -0,5842 -0,4349 -0,4364 -0,5141 -0,6106 -0,7059 -0,8137 -0,9723 -1,2273 -1,6062 -2,1055 -2,6902 -3,2998 -3,8602 -4,3006 -4,5766 -4,6864 -4,6537 -4,4975 -4,2260 -3,8493 -3,3869 -2,8662 -2,3163 -1,7671 -1,2637 -0,8818 -0,7063 -0,7718 -1,0264 -1,3552 -1,6402 -1,8056 -1,8323 -1,7557 -1,6500 -1,5927 -1,6278 -1,7547 -1,9420 -2,1461 -2,3217 -2,4297 -2,4544 -2,4068 -2,2997 -2,1179 -1,8212 -1,3853 -0,8394 -0,2644 0,2402 0,6003 0,7946 0,8426 0,7618 0,5520 0,2255 -0,1644 -0,5406 -0,8388 -1,0211 -1,0663 -0,9708 -0,7590 -0,4789 -0,1856 0,0685 0,2448 0,3360 0,3540 0,3010 0,1682 -0,0358 -0,2695 -0,4727 -0,6072 -0,6901 -0,7881 -0,9793 -1,3151 -1,8081 -2,4399 -3,1629 -3,8998 -4,5653 -5,0957 -5,4607 -5,6574 -5,6925 -5,5726 -5,3102 -4,9337 -4,4866 -4,0073 -3,5143 -3,0194 -2,5437 -2,1154 -1,7593 -1,4931 -1,3242 -1,2470 -1,2418 -1,2732 -1,2894 -1,2229 -1,0063 -0,6012 -0,0102 0,7323 1,5685 2,4319 3,2720 4,0617 4,7772 5,3747 5,7898 5,9589 5,8564 5,5284 5,0856 4,6461 4,2903 4,0562 3,9430 3,9186 3,9503 4,0343 4,1847 4,3935 4,6191 4,8142 4,9573 5,0587 5,1465 5,2440 5,3511 5,4378 5,4559 5,3604 5,1395 4,8363 4,5319 4,2992 4,1742 4,1485 4,1765 4,2008 4,1837 4,1136 3,9923 3,8306 3,6534 3,4992 3,4013 3,3612 3,3376 3,2690 3,1144 2,8768 2,5923 2,3047 2,0492 1,8564 1,7637 1,8036 1,9665 2,1789 2,3353 2,3603 2,2506 2,0659 1,8827 1,7419 1,6322 1,5234 1,4045 1,2906 1,2051 1,1631 1,1643 1,1925 1,2177 1,2067 1,1433 1,0380 0,9205 0,8165 0,7226 0,6079 0,4505 0,2742 0,1518 0,1651 0,3498 0,6744 1,0669 1,4611 1,8276
Fz    -0,9236 -0,8761 -0,8428 -0,8193 -0,7904 -0,7430 -0,6737 -0,5893 -0,4985 -0,3993 -0,2748 -0,1068 0,1093 0,3622 0,6337 0,9114 1,1996 1,5219 1,9094 2,3752 2,8944 3,4020 3,8167 4,0775 4,1672 4,0985 3,8840 3,5298 3,0542 2,4946 1,8940 1,2909 0,7133 0,1736 -0,3238 -0,7659 -1,1335 -1,4265 -1,6772 -1,9312 -2,2184 -2,5390 -2,8694 -3,1790 -3,4457 -3,6560 -3,8055 -3,9076 -3,9953 -4,1020 -4,2381 -4,3872 -4,5229 -4,6266 -4,7012 -4,7735 -4,8766 -5,0266 -5,2106 -5,3926 -5,5317 -5,6021 -5,5966 -5,5203 -5,3854 -5,2095 -5,0116 -4,8048 -4,5989 -4,4044 -4,2341 -4,1049 -4,0403 -4,0654 -4,1967 -4,4333 -4,7507 -5,1038 -5,4396 -5,7197 -5,9397 -6,1220 -6,2842 -6,4152 -6,4811 -6,4522 -6,3312 -6,1688 -6,0458 -6,0327 -6,1638 -6,4393 -6,8238 -7,2406 -7,5933 -7,8044 -7,8397 -7,7096 -7,4557 -7,1284 -6,7688 -6,4063 -6,0674 -5,7828 -5,5815 -5,4725 -5,4349 -5,4404 -5,4866 -5,6028 -5,8282 -6,1898 -6,6915 -7,3058 -7,9724 -8,6164 -9,1729 -9,5944 -9,8494 -9,9260 -9,8392 -9,6254 -9,3237 -8,9601 -8,5453 -8,0795 -7,5613 -6,9967 -6,3975 -5,7718 -5,1221 -4,4473 -3,7360 -2,9635 -2,1140 -1,2087 -0,3059 0,5241 1,2254 1,7776 2,2027 2,5520 2,8813 3,2322 3,6244 4,0631 4,5518 5,0944 5,6832 6,2931 6,8936 7,4616 7,9874 8,4755 8,9450 9,4187 9,9011 10,3604 10,7285 10,9263 10,9097 10,7004 10,3708 9,9935 9,6034 9,1956 8,7416 8,2087 7,5836 6,8863 6,1631 5,4736 4,8786 4,4267 4,1480 4,0521 4,1273 4,3437 4,6601 5,0254 5,3866 5,7098 5,9918 6,2472 6,4921 6,7378 6,9885 7,2399 7,4803 7,6955 7,8780 8,0311 8,1577 8,2544 8,3242 8,3931 8,5045 8,6957 8,9764 9,3243 9,6960 10,0458 10,3383 10,5544 10,6970 10,7806 10,8086 10,7700 10,6587 10,4840 10,2567 9,9774 9,6402 9,2364 8,7618 8,2259 7,6471 7,0428 6,4336 5,8499 5,3224 4,8722 4,5106 4,2365 4,0337 3,8732 3,7203 3,5372 3,2842 2,9258 2,4449 1,8552 1,1969 0,5203 -0,1290 -0,7218 -1,2473 -1,7048 -2,0889 -2,3806 -2,5586 -2,6192 -2,5786 -2,4570 -2,2760 -2,0631 -1,8505 -1,6729 -1,5612 -1,5196 -1,5183 -1,5197 -1,5049 -1,4769 -1,4525 -1,4530 -1,4937 -1,5771 -1,6925 -1,8197 -1,9372 -2,0279 -2,0794 -2,0747 -1,9865 -1,7839 -1,4487 -0,9905 -0,4525 0,0932 0,5592 0,8668 0,9857 0,9515 0,8350 0,6980 0,5766 0,4894 0,4445 0,4367 0,4420 0,4202 0,3331 0,1628 -0,0909 -0,4219 -0,8102 -1,2115 -1,5707 -1,8525 -2,0594 -2,2246 -2,3825 -2,5398 -2,6692 -2,7273 -2,6788 -2,5180 -2,2694 -1,9683 -1,6479 -1,3451 -1,1014 -0,9457 -0,8833 -0,9028 -0,9850 -1,1063 -1,2485 -1,4091 -1,5909 -1,7832 -1,9582 -2,0835 -2,1332 -2,0920 -1,9630 -1,7808 -1,6149 -1,5433 -1,6086 -1,7942 -2,0491 -2,3313 -2,6225 -2,9094 -3,1646 -3,3496 -3,4299 -3,3886 -3,2385 -3,0219 -2,7904 -2,5744 -2,3744 -2,1814 -2,0069 -1,8902 -1,8741 -1,9707 -2,1453 -2,3342 -2,4821 -2,5738 -2,6415 -2,7439 -2,9295 -3,2149 -3,5882 -4,0179 -4,4521 -4,8278 -5,0959 -5,2425 -5,2841 -5,2400 -5,1156 -4,9118 -4,6404 -4,3282 -4,0135 -3,7398 -3,5482 -3,4677 -3,5052 -3,6456 -3,8661 -4,1522 -4,4981 -4,8901 -5,2904 -5,6451 -5,9117 -6,0779 -6,1517 -6,1442 -6,0670 -5,9394 -5,7915 -5,6536 -5,5417 -5,4501 -5,3563 -5,2273 -5,0315 -4,7712 -4,5078 -4,3392 -4,3448 -4,5448 -4,9007 -5,3379 -5,7626 -6,0772 -6,2120 -6,1561 -5,9595 -5,7003 -5,4472 -5,2379 -5,0753 -4,9334 -4,7712 -4,5596 -4,3063 -4,0541 -3,8581 -3,7690 -3,8294 -4,0737 -4,5218 -5,1615 -5,9365 -6,7553 -7,5181 -8,1469 -8,6040 -8,8842 -8,9984 -8,9647 -8,8010 -8,5154 -8,1038 -7,5615 -6,9013 -6,1718 -5,4590 -4,8584 -4,4294 -4,1719 -4,0398 -3,9760 -3,9412 -3,9237 -3,9335 -3,9845 -4,0736 -4,1768 -4,2651 -4,3225 -4,3467 -4,3398 -4,2975 -4,2055 -4,0433 -3,7914 -3,4386 -2,9878 -2,4625 -1,9088 -1,3859 -0,9531 -0,6551 -0,5087 -0,5062 -0,6326 -0,8689 -1,1785 -1,5083 -1,8090 -2,0519 -2,2243 -2,3164 -2,3231 -2,2575 -2,1494 -2,0306 -1,9303 -1,8708 -1,8527 -1,8572 -1,8712 -1,9042 -1,9768 -2,0940 -2,2342 -2,3716 -2,5112 -2,6958 -2,9802 -3,4011 -3,9614 -4,6302 -5,3473 -6,0332 -6,6146 -7,0502 -7,3399 -7,5127 -7,6032 -7,6293 -7,5842 -7,4482 -7,2062 -6,8567 -6,4151 -5,9193 -5,4232 -4,9747 -4,5948 -4,2732 -3,9774 -3,6748 -3,3493 -2,9986 -2,6161 -2,1775 -1,6496 -1,0139 -0,2752 0,5483 1,4336 2,3566 3,2896 4,1973 5,0348 5,7536 6,3045 6,6396 6,7247 6,5707 6,2492 5,8636 5,5072 5,2455 5,1119 5,1052 5,2005 5,3694 5,5873 5,8256 6,0527 6,2474 6,4065 6,5394 6,6619 6,7931 6,9444 7,1043 7,2352 7,2904 7,2432 7,1087 6,9301 6,7423 6,5543 6,3547 6,1221 5,8406 5,5145 5,1628 4,8045 4,4538 4,1269 3,8452 3,6263 3,4671 3,3369 3,1912 2,9978 2,7479 2,4466 2,1028 1,7306 1,3560 1,0178 0,7547 0,5770 0,4498 0,3134 0,1247 -0,1197 -0,3854 -0,6216 -0,7917 -0,8928 -0,9483 -0,9878 -1,0355 -1,1071 -1,2125 -1,3583 -1,5450 -1,7650 -2,0066 -2,2548 -2,4886 -2,6792 -2,7976 -2,8339 -2,8070 -2,7478 -2,6750 -2,5842 -2,4630 -2,3161 -2,1709 -2,0562 -1,9781 -1,9181
F3    0,0038 -0,1220 -0,2614 -0,4087 -0,5375 -0,6183 -0,6388 -0,6091 -0,5482 -0,4579 -0,3156 -0,1010 0,1776 0,4851 0,7816 1,0432 1,2748 1,5125 1,8097 2,2064 2,6971 3,2182 3,6706 3,9675 4,0717 3,9873 3,7284 3,3095 2,7619 2,1378 1,4938 0,8751 0,3070 -0,2107 -0,6888 -1,1202 -1,4782 -1,7521 -1,9741 -2,1977 -2,4569 -2,7451 -3,0244 -3,2517 -3,3984 -3,4524 -3,4183 -3,3260 -3,2289 -3,1781 -3,1974 -3,2774 -3,3870 -3,4947 -3,5939 -3,7098 -3,8734 -4,0898 -4,3306 -4,5462 -4,6913 -4,7446 -4,7096 -4,6049 -4,4566 -4,2945 -4,1403 -3,9982 -3,8601 -3,7199 -3,5810 -3,4592 -3,3810 -3,3753 -3,4604 -3,6364 -3,8839 -4,1669 -4,4410 -4,6705 -4,8493 -4,9994 -5,1367 -5,2458 -5,2870 -5,2255 -5,0631 -4,8527 -4,6779 -4,6111 -4,6910 -4,9257 -5,2876 -5,7022 -6,0695 -6,3091 -6,3851 -6,3036 -6,1002 -5,8237 -5,5216 -5,2333 -4,9935 -4,8342 -4,7773 -4,8176 -4,9166 -5,0287 -5,1388 -5,2707 -5,4648 -5,7521 -6,1426 -6,6191 -7,1344 -7,6248 -8,0344 -8,3254 -8,4765 -8,4843 -8,3647 -8,1512 -7,8838 -7,5974 -7,3097 -7,0141 -6,6867 -6,3074 -5,8697 -5,3723 -4,8110 -4,1802 -3,4707 -2,6690 -1,7752 -0,8217 0,1309 1,0137 1,7665 2,3563 2,7916 3,1154 3,3799 3,6247 3,8742 4,1495 4,4791 4,8941 5,4101 6,0130 6,6639 7,3194 7,9511 8,5529 9,1355 9,7102 10,2712 10,7818 11,1750 11,3785 11,3587 11,1481 10,8235 10,4476 10,0338 9,5594 8,9960 8,3263 7,5572 6,7295 5,9130 5,1894 4,6307 4,2797 4,1434 4,1987 4,4030 4,7086 5,0732 5,4578 5,8272 6,1635 6,4723 6,7655 7,0447 7,3003 7,5174 7,6827 7,7887 7,8393 7,8554 7,8656 7,8859 7,9161 7,9615 8,0502 8,2247 8,5143 8,9160 9,3907 9,8751 10,3055 10,6386 10,8575 10,9701 10,9957 10,9467 10,8281 10,6517 10,4364 10,1937 9,9216 9,6094 9,2403 8,7993 8,2850 7,7088 7,0914 6,4687 5,8882 5,3896 4,9940 4,7068 4,5167 4,3954 4,3092 4,2334 4,1512 4,0413 3,8729 3,6182 3,2679 2,8344 2,3441 1,8296 1,3214 0,8432 0,4099 0,0327 -0,2730 -0,4876 -0,5998 -0,6077 -0,5160 -0,3438 -0,1308 0,0734 0,2199 0,2705 0,2264 0,1395 0,0805 0,0951 0,1834 0,3060 0,4125 0,4716 0,4782 0,4443 0,3888 0,3280 0,2706 0,2174 0,1729 0,1596 0,2162 0,3800 0,6652 1,0514 1,4866 1,8966 2,2025 2,3595 2,3804 2,3136 2,1999 2,0587 1,9034 1,7518 1,6178 1,4951 1,3554 1,1673 0,9163 0,6042 0,2407 -0,1484 -0,5141 -0,8039 -0,9955 -1,1108 -1,2027 -1,3233 -1,4917 -1,6834 -1,8443 -1,9189 -1,8796 -1,7331 -1,5020 -1,2144 -0,9141 -0,6588 -0,4941 -0,4365 -0,4770 -0,5849 -0,7176 -0,8471 -0,9751 -1,1174 -1,2773 -1,4413 -1,5907 -1,7066 -1,7673 -1,7532 -1,6691 -1,5597 -1,4954 -1,5292 -1,6681 -1,8842 -2,1470 -2,4381 -2,7384 -3,0166 -3,2358 -3,3637 -3,3782 -3,2773 -3,0884 -2,8598 -2,6324 -2,4186 -2,2104 -2,0079 -1,8343 -1,7228 -1,6882 -1,7099 -1,7429 -1,7471 -1,7128 -1,6711 -1,6787 -1,7810 -1,9880 -2,2796 -2,6199 -2,9607 -3,2510 -3,4591 -3,5904 -3,6761 -3,7402 -3,7793 -3,7734 -3,7028 -3,5566 -3,3392 -3,0796 -2,8280 -2,6361 -2,5334 -2,5199 -2,5792 -2,6945 -2,8532 -3,0379 -3,2193 -3,3688 -3,4779 -3,5596 -3,6292 -3,6905 -3,7385 -3,7714 -3,7964 -3,8223 -3,8439 -3,8383 -3,7781 -3,6438 -3,4339 -3,1840 -2,9754 -2,9001 -3,0052 -3,2678 -3,6197 -3,9821 -4,2802 -4,4506 -4,4621 -4,3348 -4,1318 -3,9223 -3,7469 -3,6107 -3,4958 -3,3713 -3,2052 -2,9869 -2,7406 -2,5105 -2,3358 -2,2485 -2,2853 -2,4865 -2,8787 -3,4485 -4,1294 -4,8227 -5,4344 -5,9061 -6,2227 -6,3953 -6,4399 -6,3693 -6,1943 -5,9194 -5,5384 -5,0399 -4,4251 -3,7351 -3,0638 -2,5263 -2,1972 -2,0779 -2,1114 -2,2229 -2,3543 -2,4776 -2,5900 -2,6963 -2,7942 -2,8712 -2,9170 -2,9334 -2,9304 -2,9153 -2,8848 -2,8256 -2,7200 -2,5477 -2,2873 -1,9237 -1,4629 -0,9391 -0,4103 0,0553 0,3971 0,5804 0,5969 0,4536 0,1750 -0,1856 -0,5566 -0,8760 -1,1107 -1,2514 -1,2946 -1,2419 -1,1135 -0,9459 -0,7761 -0,6399 -0,5682 -0,5676 -0,6200 -0,7073 -0,8268 -0,9817 -1,1632 -1,3477 -1,5176 -1,6866 -1,8983 -2,1960 -2,5946 -3,0769 -3,6072 -4,1371 -4,6096 -4,9766 -5,2190 -5,3487 -5,3994 -5,4096 -5,4004 -5,3645 -5,2801 -5,1303 -4,9072 -4,6117 -4,2655 -3,9107 -3,5850 -3,2948 -3,0115 -2,6900 -2,2969 -1,8282 -1,3008 -0,7314 -0,1229 0,5288 1,2210 1,9406 2,6718 3,3975 4,0974 4,7487 5,3280 5,8144 6,1926 6,4511 6,5758 6,5511 6,3822 6,1140 5,8124 5,5358 5,3267 5,2108 5,1938 5,2681 5,4254 5,6534 5,9207 6,1757 6,3660 6,4583 6,4487 6,3665 6,2673 6,2071 6,2106 6,2593 6,3090 6,3206 6,2852 6,2173 6,1270 6,0067 5,8387 5,6075 5,3145 4,9860 4,6577 4,3563 4,0970 3,8925 3,7604 3,7169 3,7577 3,8414 3,9017 3,8835 3,7616 3,5301 3,1909 2,7592 2,2722 1,7882 1,3682 1,0462 0,8102 0,6195 0,4422 0,2747 0,1347 0,0416 -0,0026 -0,0172 -0,0281 -0,0522 -0,0961 -0,1623 -0,2557 -0,3835 -0,5500 -0,7542 -0,9873 -1,2299 -1,4528 -1,6184 -1,6895 -1,6514 -1,5304 -1,3808 -1,2520 -1,1629 -1,1056 -1,0722 -1,0720 -1,1177 -1,1994 -1,2776
F7    0,5194 0,4221 0,3372 0,2789 0,2595 0,2702 0,2794 0,2501 0,1678 0,0607 -0,0127 -0,0061 0,0834 0,2182 0,3459 0,4338 0,4935 0,5808 0,7670 1,0993 1,5688 2,1033 2,5960 2,9561 3,1395 3,1361 2,9495 2,5988 2,1293 1,6024 1,0763 0,5990 0,1978 -0,1385 -0,4500 -0,7678 -1,0913 -1,4042 -1,7031 -2,0000 -2,2998 -2,5772 -2,7850 -2,8851 -2,8695 -2,7615 -2,6078 -2,4627 -2,3668 -2,3311 -2,3378 -2,3541 -2,3508 -2,3211 -2,2950 -2,3268 -2,4533 -2,6637 -2,9102 -3,1395 -3,3172 -3,4350 -3,5077 -3,5590 -3,6013 -3,6222 -3,5865 -3,4511 -3,1925 -2,8288 -2,4137 -2,0126 -1,6823 -1,4631 -1,3735 -1,4073 -1,5403 -1,7427 -1,9852 -2,2450 -2,5218 -2,8344 -3,1823 -3,5204 -3,7773 -3,8970 -3,8724 -3,7525 -3,6115 -3,5068 -3,4664 -3,5011 -3,5932 -3,6793 -3,6823 -3,5705 -3,3751 -3,1591 -2,9771 -2,8534 -2,7806 -2,7303 -2,6728 -2,6050 -2,5618 -2,5913 -2,7132 -2,9103 -3,1552 -3,4326 -3,7423 -4,0962 -4,5123 -4,9931 -5,5002 -5,9586 -6,2888 -6,4350 -6,3785 -6,1404 -5,7713 -5,3351 -4,8947 -4,4970 -4,1590 -3,8652 -3,5848 -3,2982 -2,9961 -2,6509 -2,2118 -1,6371 -0,9133 -0,0455 0,9394 1,9732 2,9469 3,7416 4,2733 4,5340 4,6017 4,6018 4,6433 4,7751 4,9904 5,2691 5,6146 6,0541 6,6055 7,2436 7,9012 8,5058 9,0183 9,4470 9,8311 10,2081 10,5880 10,9426 11,2093 11,3133 11,2088 10,9156 10,5144 10,0937 9,6991 9,3321 8,9784 8,6222 8,2544 7,8856 7,5449 7,2618 7,0537 6,9246 6,8667 6,8645 6,9008 6,9629 7,0498 7,1692 7,3265 7,5216 7,7520 8,0049 8,2529 8,4678 8,6348 8,7459 8,7882 8,7557 8,6743 8,5950 8,5610 8,5823 8,6443 8,7334 8,8533 9,0220 9,2613 9,5745 9,9276 10,2603 10,5196 10,6834 10,7593 10,7660 10,7169 10,6210 10,4898 10,3324 10,1437 9,9038 9,5973 9,2281 8,8196 8,4038 8,0007 7,6106 7,2309 6,8682 6,5337 6,2408 6,0050 5,8305 5,6993 5,5808 5,4508 5,2993 5,1217 4,9127 4,6710 4,4042 4,1294 3,8656 3,6251 3,4137 3,2369 3,0974 2,9856 2,8830 2,7739 2,6554 2,5431 2,4679 2,4551 2,5068 2,5996 2,6865 2,7134 2,6578 2,5538 2,4728 2,4758 2,5716 2,7131 2,8405 2,9256 2,9794 3,0332 3,1157 3,2339 3,3674 3,4783 3,5351 3,5398 3,5373 3,5951 3,7670 4,0637 4,4435 4,8194 5,0852 5,1740 5,1031 4,9462 4,7690 4,6040 4,4637 4,3493 4,2451 4,1140 3,9078 3,5907 3,1571 2,6266 2,0329 1,4264 0,8780 0,4624 0,2222 0,1406 0,1463 0,1478 0,0767 -0,0821 -0,2911 -0,4880 -0,6205 -0,6600 -0,5904 -0,4017 -0,1090 0,2328 0,5480 0,7670 0,8465 0,7869 0,6294 0,4282 0,2279 0,0595 -0,0596 -0,1302 -0,1718 -0,2061 -0,2312 -0,2186 -0,1486 -0,0502 0,0000 -0,0733 -0,2922 -0,6195 -0,9999 -1,3947 -1,7746 -2,0996 -2,3223 -2,4040 -2,3225 -2,0831 -1,7323 -1,3449 -0,9788 -0,6456 -0,3263 -0,0151 0,2514 0,4128 0,4424 0,3878 0,3562 0,4519 0,7068 1,0494 1,3443 1,4715 1,3787 1,0815 0,6427 0,1544 -0,2833 -0,5953 -0,7606 -0,8113 -0,7939 -0,7355 -0,6427 -0,5104 -0,3304 -0,1093 0,1198 0,3063 0,4050 0,4004 0,3194 0,2194 0,1565 0,1514 0,1840 0,2197 0,2343 0,2172 0,1783 0,1555 0,1970 0,3268 0,5276 0,7451 0,9096 0,9707 0,9284 0,8357 0,7770 0,8252 0,9846 1,1696 1,2587 1,1729 0,9105 0,5243 0,0806 -0,3553 -0,7189 -0,9643 -1,0872 -1,1188 -1,0951 -1,0365 -0,9478 -0,8280 -0,6714 -0,4678 -0,2212 0,0277 0,2191 0,3143 0,3051 0,1925 -0,0296 -0,3713 -0,8243 -1,3473 -1,8773 -2,3447 -2,6821 -2,8423 -2,8172 -2,6383 -2,3566 -2,0132 -1,6176 -1,1516 -0,5985 0,0248 0,6523 1,1707 1,4551 1,4375 1,1500 0,7032 0,2297 -0,1614 -0,4094 -0,5085 -0,4931 -0,4084 -0,2892 -0,1668 -0,0816 -0,0766 -0,1783 -0,3880 -0,6869 -1,0331 -1,3539 -1,5532 -1,5420 -1,2780 -0,7903 -0,1694 0,4678 1,0103 1,3772 1,5290 1,4622 1,2067 0,8288 0,4199 0,0630 -0,1910 -0,3176 -0,3000 -0,1349 0,1469 0,4838 0,8107 1,0674 1,2029 1,1998 1,0830 0,8878 0,6360 0,3456 0,0477 -0,2171 -0,4257 -0,6016 -0,8092 -1,1107 -1,5223 -2,0059 -2,4904 -2,8956 -3,1543 -3,2442 -3,2006 -3,0904 -2,9697 -2,8485 -2,6821 -2,4089 -2,0129 -1,5522 -1,1204 -0,7881 -0,5861 -0,5123 -0,5284 -0,5669 -0,5567 -0,4460 -0,2202 0,0937 0,4550 0,8481 1,2939 1,8308 2,4845 3,2482 4,0792 4,9062 5,6530 6,2673 6,7299 7,0463 7,2327 7,3013 7,2485 7,0670 6,7819 6,4651 6,1941 6,0095 5,9164 5,9027 5,9479 6,0289 6,1298 6,2447 6,3747 6,5200 6,6686 6,7898 6,8459 6,8213 6,7346 6,6189 6,4958 6,3710 6,2437 6,1189 6,0189 5,9742 5,9965 6,0664 6,1401 6,1611 6,0836 5,9016 5,6545 5,4024 5,1975 5,0681 5,0241 5,0657 5,1779 5,3195 5,4301 5,4577 5,3814 5,2095 4,9614 4,6553 4,3167 3,9947 3,7576 3,6484 3,6403 3,6532 3,6243 3,5489 3,4558 3,3635 3,2650 3,1444 3,0025 2,8549 2,7123 2,5767 2,4520 2,3392 2,2310 2,1198 2,0079 1,9103 1,8459 1,8276 1,8567 1,9126 1,9495 1,9186 1,7997 1,6120 1,4012 1,2099 1,0557 0,9323 0,8326 0,7717
