Fp1   -2,6420 -2,4681 -2,3323 -2,2026 -2,0394 -1,8169 -1,5377 -1,2342 -0,9600 -0,7628 -0,6474 -0,5659 -0,4537 -0,2720 -0,0185 0,2853 0,6032 0,8906 1,1019 1,1953 1,1441 0,9587 0,6958 0,4440 0,2944 0,3094 0,5019 0,8367 1,2512 1,6737 2,0318 2,2624 2,3241 2,2075 1,9396 1,5770 1,1818 0,8070 0,5000 0,2963 0,1905 0,1266 0,0274 -0,1609 -0,4456 -0,7948 -1,1580 -1,4847 -1,7408 -1,9203 -2,0376 -2,1047 -2,1188 -2,0773 -2,0006 -1,9306 -1,9086 -1,9610 -2,0939 -2,2837 -2,4816 -2,6376 -2,7222 -2,7330 -2,6901 -2,6217 -2,5474 -2,4703 -2,3855 -2,2987 -2,2391 -2,2464 -2,3415 -2,5063 -2,6882 -2,8224 -2,8630 -2,8097 -2,7106 -2,6300 -2,6042 -2,6257 -2,6614 -2,6738 -2,6312 -2,5154 -2,3353 -2,1294 -1,9445 -1,8065 -1,7163 -1,6698 -1,6682 -1,7062 -1,7654 -1,8277 -1,8879 -1,9488 -2,0054 -2,0344 -2,0075 -1,9198 -1,8040 -1,7122 -1,6902 -1,7700 -1,9677 -2,2711 -2,6432 -3,0534 -3,5015 -4,0085 -4,5914 -5,2473 -5,9593 -6,7034 -7,4376 -8,0957 -8,6174 -8,9936 -9,2770 -9,5473 -9,8680 -10,2560 -10,6767 -11,0666 -11,3652 -11,5288 -11,5343 -11,3813 -11,0905 -10,6958 -10,2389 -9,7631 -9,2950 -8,8264 -8,3233 -7,7553 -7,1171 -6,4293 -5,7271 -5,0453 -4,4086 -3,8287 -3,2988 -2,7914 -2,2795 -1,7668 -1,2898 -0,8861 -0,5572 -0,2616 0,0557 0,4229 0,8251 1,2230 1,5875 1,9203 2,2436 2,5724 2,8987 3,1975 3,4468 3,6430 3,7991 3,9314 4,0526 4,1690 4,2738 4,3484 4,3760 4,3582 4,3115 4,2467 4,1622 4,0575 3,9425 3,8239 3,6927 3,5313 3,3310 3,0978 2,8443 2,5744 2,2806 1,9593 1,6267 1,3151 1,0563 0,8656 0,7360 0,6414 0,5530 0,4611 0,3881 0,3705 0,4255 0,5313 0,6377 0,6906 0,6597 0,5583 0,4315 0,3171 0,2186 0,1107 -0,0438 -0,2837 -0,6350 -1,0903 -1,6002 -2,0873 -2,4774 -2,7355 -2,8838 -2,9839 -3,0889 -3,2032 -3,2953 -3,3413 -3,3459 -3,3301 -3,3117 -3,2960 -3,2782 -3,2507 -3,2048 -3,1243 -2,9836 -2,7671 -2,4910 -2,1989 -1,9392 -1,7535 -1,6779 -1,7396 -1,9439 -2,2651 -2,6518 -3,0394 -3,3646 -3,5779 -3,6552 -3,6066 -3,4721 -3,3046 -3,1509 -3,0375 -2,9673 -2,9315 -2,9326 -2,9872 -3,1027 -3,2567 -3,4111 -3,5474 -3,6761 -3,8168 -3,9757 -4,1397 -4,2816 -4,3647 -4,3517 -4,2215 -3,9835 -3,6831 -3,3923 -3,1799 -3,0796 -3,0815 -3,1455 -3,2196 -3,2578 -3,2381 -3,1680 -3,0694 -2,9556 -2,8266 -2,6812 -2,5255 -2,3665 -2,1983 -1,9985 -1,7491 -1,4640 -1,1921 -0,9944 -0,9098 -0,9311 -1,0119 -1,1043 -1,1879 -1,2621 -1,3268 -1,3802 -1,4231 -1,4516 -1,4527 -1,4147 -1,3406 -1,2504 -1,1719 -1,1227 -1,1034 -1,1087 -1,1355 -1,1760 -1,2111 -1,2171 -1,1827 -1,1159 -1,0325 -0,9441 -0,8544 -0,7621 -0,6674 -0,5796 -0,5165 -0,4939 -0,5219 -0,6082 -0,7533 -0,9390 -1,1312 -1,2962 -1,4120 -1,4690 -1,4723 -1,4468 -1,4306 -1,4513 -1,5053 -1,5555 -1,5507 -1,4528 -1,2514 -0,9693 -0,6614 -0,3942 -0,2184 -0,1594 -0,2334 -0,4566 -0,8213 -1,2688 -1,7000 -2,0196 -2,1789 -2,1878 -2,0888 -1,9177 -1,6934 -1,4351 -1,1690 -0,9168 -0,6930 -0,5135 -0,3919 -0,3257 -0,2961 -0,2798 -0,2601 -0,2313 -0,1925 -0,1412 -0,0708 0,0318 0,1866 0,4052 0,6751 0,9599 1,2123 1,3842 1,4349 1,3452 1,1223 0,7945 0,3996 -0,0276 -0,4596 -0,8685 -1,2180 -1,4682 -1,5969 -1,6192 -1,5840 -1,5539 -1,5865 -1,7204 -1,9655 -2,3048 -2,7099 -3,1544 -3,6083 -4,0282 -4,3705 -4,6151 -4,7679 -4,8444 -4,8627 -4,8428 -4,7987 -4,7432 -4,7040 -4,7163 -4,7875 -4,8834 -4,9592 -4,9890 -4,9648 -4,8828 -4,7455 -4,5722 -4,3950 -4,2329 -4,0840 -3,9472 -3,8361 -3,7627 -3,7234 -3,6997 -3,6692 -3,6154 -3,5314 -3,4167 -3,2719 -3,1001 -2,9103 -2,7144 -2,5233 -2,3569 -2,2472 -2,2169 -2,2582 -2,3436 -2,4531 -2,5831 -2,7294 -2,8665 -2,9517 -2,9520 -2,8699 -2,7444 -2,6242 -2,5385 -2,4904 -2,4670 -2,4510 -2,4296 -2,3952 -2,3415 -2,2695 -2,1972 -2,1567 -2,1732 -2,2470 -2,3488 -2,4263 -2,4253 -2,3215 -2,1391 -1,9385 -1,7839 -1,7186 -1,7574 -1,8892 -2,0827 -2,2972 -2,4930 -2,6380 -2,7100 -2,6973 -2,5979 -2,4155 -2,1583 -1,8410 -1,4915 -1,1605 -0,9231 -0,8524 -0,9857 -1,3140 -1,8008 -2,4005 -3,0620 -3,7294 -4,3549 -4,9128 -5,3986 -5,8161 -6,1638 -6,4264 -6,5790 -6,6101 -6,5433 -6,4364 -6,3625 -6,3877 -6,5565 -6,8817 -7,3338 -7,8391 -8,3074 -8,6751 -8,9215 -9,0545 -9,0900 -9,0502 -8,9732 -8,9027 -8,8508 -8,7754 -8,6020 -8,2610 -7,7163 -6,9842 -6,1340 -5,2561 -4,4218 -3,6677 -3,0029 -2,4194 -1,9028 -1,4489 -1,0720 -0,7923 -0,6134 -0,5168 -0,4752 -0,4654 -0,4731 -0,4957 -0,5385 -0,6078 -0,7057 -0,8248 -0,9441 -1,0340 -1,0686 -1,0388 -0,9520 -0,8212 -0,6538 -0,4555 -0,2412 -0,0318 0,1610 0,3352 0,4825 0,5792 0,5995 0,5344 0,3934 0,1908 -0,0657 -0,3707 -0,7032 -1,0199 -1,2686 -1,4124 -1,4437 -1,3798 -1,2469 -1,0710 -0,8840 -0,7261 -0,6253 -0,5807 -0,5755 -0,5962 -0,6365 -0,6967 -0,7881 -0,9269 -1,1169 -1,3387 -1,5602 -1,7568 -1,9253 -2,0860 -2,2686 -2,4838 -2,7075 -2,8942 -3,0018 -3,0030 -2,8883 -2,6709 -2,3892 -2,0968 -1,8429 -1,6547 -1,5352 -1,4744 -1,4690 -1,5296 -1,6692 -1,8860 -2,1587 -2,4533
Fz    -2,4641 -2,3489 -2,2006 -2,0004 -1,7461 -1,4563 -1,1636 -0,9055 -0,7127 -0,5941 -0,5261 -0,4593 -0,3445 -0,1592 0,0845 0,3501 0,5913 0,7654 0,8463 0,8294 0,7274 0,5667 0,3877 0,2444 0,1927 0,2675 0,4652 0,7450 1,0505 1,3334 1,5613 1,7115 1,7666 1,7193 1,5805 1,3749 1,1261 0,8541 0,5856 0,3507 0,1654 0,0213 -0,1035 -0,2262 -0,3558 -0,5000 -0,6691 -0,8710 -1,1037 -1,3541 -1,6003 -1,8158 -1,9783 -2,0793 -2,1279 -2,1482 -2,1713 -2,2259 -2,3281 -2,4719 -2,6318 -2,7797 -2,8988 -2,9854 -3,0413 -3,0683 -3,0653 -3,0291 -2,9574 -2,8595 -2,7627 -2,7017 -2,6976 -2,7472 -2,8308 -2,9308 -3,0474 -3,1973 -3,3946 -3,6285 -3,8608 -4,0458 -4,1527 -4,1750 -4,1243 -4,0200 -3,8848 -3,7424 -3,6122 -3,5047 -3,4239 -3,3735 -3,3585 -3,3783 -3,4231 -3,4778 -3,5273 -3,5579 -3,5566 -3,5145 -3,4342 -3,3361 -3,2547 -3,2257 -3,2785 -3,4366 -3,7163 -4,1164 -4,6150 -5,1836 -5,8021 -6,4583 -7,1377 -7,8204 -8,4864 -9,1201 -9,7074 -10,2300 -10,6691 -11,0185 -11,2907 -11,5093 -11,7006 -11,8848 -12,0685 -12,2462 -12,4061 -12,5294 -12,5901 -12,5626 -12,4299 -12,1853 -11,8359 -11,4054 -10,9229 -10,4060 -9,8560 -9,2671 -8,6401 -7,9893 -7,3375 -6,7008 -6,0818 -5,4745 -4,8690 -4,2533 -3,6200 -2,9745 -2,3357 -1,7232 -1,1453 -0,5991 -0,0804 0,4074 0,8537 1,2469 1,5832 1,8715 2,1310 2,3786 2,6161 2,8279 2,9930 3,1050 3,1806 3,2494 3,3365 3,4545 3,6033 3,7722 3,9393 4,0751 4,1521 4,1509 4,0611 3,8807 3,6143 3,2724 2,8747 2,4471 2,0136 1,5874 1,1713 0,7626 0,3613 -0,0231 -0,3709 -0,6540 -0,8435 -0,9227 -0,8973 -0,7932 -0,6469 -0,4963 -0,3747 -0,3034 -0,2898 -0,3311 -0,4181 -0,5357 -0,6645 -0,7866 -0,8967 -1,0080 -1,1458 -1,3356 -1,5970 -1,9422 -2,3721 -2,8696 -3,3954 -3,8970 -4,3284 -4,6669 -4,9201 -5,1200 -5,3026 -5,4838 -5,6503 -5,7760 -5,8430 -5,8496 -5,8054 -5,7241 -5,6192 -5,4990 -5,3610 -5,1917 -4,9755 -4,7084 -4,4052 -4,0927 -3,7967 -3,5347 -3,3179 -3,1548 -3,0521 -3,0105 -3,0193 -3,0576 -3,1025 -3,1362 -3,1460 -3,1228 -3,0655 -2,9870 -2,9106 -2,8540 -2,8184 -2,7989 -2,8025 -2,8482 -2,9457 -3,0791 -3,2147 -3,3259 -3,4068 -3,4649 -3,5069 -3,5327 -3,5386 -3,5188 -3,4639 -3,3660 -3,2259 -3,0583 -2,8890 -2,7431 -2,6298 -2,5395 -2,4543 -2,3566 -2,2323 -2,0760 -1,8964 -1,7123 -1,5384 -1,3793 -1,2356 -1,1099 -1,0011 -0,9001 -0,7928 -0,6686 -0,5301 -0,3977 -0,3055 -0,2866 -0,3518 -0,4800 -0,6340 -0,7856 -0,9216 -1,0334 -1,1141 -1,1665 -1,2043 -1,2405 -1,2782 -1,3097 -1,3256 -1,3206 -1,2912 -1,2329 -1,1451 -1,0334 -0,9071 -0,7766 -0,6497 -0,5304 -0,4185 -0,3099 -0,2015 -0,0992 -0,0192 0,0160 -0,0172 -0,1356 -0,3416 -0,6236 -0,9594 -1,3158 -1,6499 -1,9204 -2,1013 -2,1871 -2,1887 -2,1274 -2,0290 -1,9194 -1,8189 -1,7389 -1,6760 -1,6132 -1,5323 -1,4260 -1,3033 -1,1879 -1,1055 -1,0710 -1,0888 -1,1646 -1,3082 -1,5184 -1,7726 -2,0353 -2,2749 -2,4705 -2,6083 -2,6741 -2,6519 -2,5337 -2,3288 -2,0606 -1,7565 -1,4427 -1,1411 -0,8601 -0,5930 -0,3297 -0,0678 0,1881 0,4327 0,6653 0,8909 1,1165 1,3480 1,5903 1,8454 2,1068 2,3566 2,5672 2,7047 2,7382 2,6477 2,4256 2,0768 1,6248 1,1112 0,5851 0,0942 -0,3241 -0,6467 -0,8699 -1,0148 -1,1255 -1,2530 -1,4350 -1,6794 -1,9640 -2,2521 -2,5160 -2,7527 -2,9824 -3,2338 -3,5300 -3,8789 -4,2665 -4,6563 -5,0028 -5,2687 -5,4362 -5,5104 -5,5173 -5,4917 -5,4571 -5,4170 -5,3637 -5,2881 -5,1814 -5,0382 -4,8633 -4,6766 -4,5030 -4,3556 -4,2382 -4,1594 -4,1340 -4,1667 -4,2433 -4,3320 -4,3917 -4,3849 -4,2969 -4,1440 -3,9610 -3,7819 -3,6254 -3,4902 -3,3609 -3,2254 -3,0859 -2,9495 -2,8151 -2,6786 -2,5467 -2,4372 -2,3634 -2,3223 -2,2966 -2,2662 -2,2201 -2,1602 -2,0944 -2,0268 -1,9586 -1,8939 -1,8407 -1,8072 -1,7970 -1,8060 -1,8255 -1,8542 -1,9000 -1,9679 -2,0478 -2,1154 -2,1431 -2,1141 -2,0306 -1,9124 -1,7894 -1,6931 -1,6500 -1,6763 -1,7761 -1,9430 -2,1626 -2,4151 -2,6764 -2,9193 -3,1158 -3,2395 -3,2690 -3,1935 -3,0215 -2,7877 -2,5495 -2,3708 -2,3001 -2,3599 -2,5491 -2,8517 -3,2447 -3,7011 -4,1931 -4,6976 -5,1983 -5,6824 -6,1336 -6,5318 -6,8578 -7,0983 -7,2519 -7,3370 -7,3928 -7,4701 -7,6146 -7,8501 -8,1704 -8,5418 -8,9153 -9,2458 -9,5096 -9,7099 -9,8679 -10,0062 -10,1371 -10,2643 -10,3839 -10,4758 -10,5017 -10,4208 -10,2043 -9,8379 -9,3240 -8,6869 -7,9661 -7,2008 -6,4235 -5,6628 -4,9451 -4,2923 -3,7226 -3,2465 -2,8641 -2,5676 -2,3446 -2,1763 -2,0357 -1,8954 -1,7394 -1,5653 -1,3781 -1,1833 -0,9844 -0,7813 -0,5697 -0,3458 -0,1151 0,1094 0,3175 0,5085 0,6863 0,8541 1,0135 1,1696 1,3279 1,4834 1,6129 1,6863 1,6852 1,6108 1,4762 1,2973 1,0884 0,8645 0,6449 0,4476 0,2781 0,1262 -0,0239 -0,1823 -0,3496 -0,5202 -0,6860 -0,8365 -0,9614 -1,0600 -1,1419 -1,2204 -1,3071 -1,4106 -1,5350 -1,6802 -1,8421 -2,0124 -2,1816 -2,3439 -2,5047 -2,6816 -2,8871 -3,1097 -3,3166 -3,4700 -3,5387 -3,5020 -3,3580 -3,1309 -2,8665 -2,6154 -2,4163 -2,2913 -2,2485 -2,2889 -2,4132 -2,6202 -2,9000 -3,2296 -3,5765
F3    -1,9247 -1,7183 -1,4805 -1,2139 -0,9403 -0,6892 -0,4815 -0,3227 -0,2098 -0,1348 -0,0784 -0,0075 0,1075 0,2720 0,4625 0,6382 0,7566 0,7870 0,7189 0,5622 0,3443 0,1076 -0,0958 -0,2113 -0,1956 -0,0329 0,2519 0,5992 0,9395 1,2170 1,3983 1,4673 1,4192 1,2606 1,0137 0,7174 0,4171 0,1549 -0,0377 -0,1487 -0,1935 -0,2094 -0,2367 -0,3007 -0,4043 -0,5378 -0,6912 -0,8589 -1,0368 -1,2201 -1,4034 -1,5809 -1,7456 -1,8912 -2,0182 -2,1370 -2,2630 -2,4094 -2,5818 -2,7659 -2,9269 -3,0294 -3,0582 -3,0210 -2,9375 -2,8280 -2,7043 -2,5695 -2,4267 -2,2928 -2,2020 -2,1921 -2,2803 -2,4530 -2,6766 -2,9165 -3,1519 -3,3820 -3,6173 -3,8587 -4,0856 -4,2664 -4,3806 -4,4281 -4,4211 -4,3722 -4,2934 -4,1979 -4,0992 -4,0058 -3,9154 -3,8214 -3,7224 -3,6237 -3,5317 -3,4540 -3,3974 -3,3653 -3,3541 -3,3560 -3,3680 -3,3979 -3,4580 -3,5536 -3,6853 -3,8613 -4,0999 -4,4159 -4,8088 -5,2704 -5,7963 -6,3797 -6,9972 -7,6086 -8,1754 -8,6757 -9,1006 -9,4483 -9,7278 -9,9631 -10,1875 -10,4308 -10,7093 -11,0168 -11,3218 -11,5821 -11,7636 -11,8442 -11,8062 -11,6360 -11,3331 -10,9190 -10,4374 -9,9439 -9,4781 -9,0418 -8,6093 -8,1570 -7,6842 -7,2093 -6,7518 -6,3150 -5,8855 -5,4463 -4,9850 -4,4923 -3,9626 -3,4003 -2,8242 -2,2618 -1,7345 -1,2470 -0,7927 -0,3663 0,0315 0,3976 0,7355 1,0614 1,3988 1,7627 2,1484 2,5307 2,8769 3,1670 3,4019 3,5902 3,7356 3,8401 3,9121 3,9631 3,9948 3,9954 3,9471 3,8358 3,6541 3,4022 3,0894 2,7318 2,3495 1,9637 1,5948 1,2616 0,9772 0,7443 0,5573 0,4100 0,2981 0,2172 0,1638 0,1408 0,1552 0,2086 0,2886 0,3699 0,4215 0,4148 0,3300 0,1607 -0,0819 -0,3672 -0,6540 -0,9093 -1,1266 -1,3255 -1,5329 -1,7652 -2,0294 -2,3343 -2,6893 -3,0898 -3,5060 -3,8938 -4,2191 -4,4719 -4,6655 -4,8255 -4,9735 -5,1125 -5,2288 -5,3112 -5,3652 -5,4064 -5,4441 -5,4741 -5,4833 -5,4586 -5,3930 -5,2852 -5,1325 -4,9310 -4,6845 -4,4104 -4,1346 -3,8831 -3,6765 -3,5278 -3,4409 -3,4130 -3,4363 -3,4976 -3,5779 -3,6525 -3,6930 -3,6791 -3,6136 -3,5256 -3,4554 -3,4302 -3,4516 -3,5054 -3,5816 -3,6786 -3,7918 -3,9046 -3,9949 -4,0492 -4,0678 -4,0613 -4,0415 -4,0099 -3,9590 -3,8810 -3,7741 -3,6404 -3,4859 -3,3254 -3,1850 -3,0881 -3,0366 -3,0088 -2,9784 -2,9333 -2,8758 -2,8120 -2,7458 -2,6765 -2,5954 -2,4905 -2,3550 -2,1886 -1,9918 -1,7627 -1,5001 -1,2117 -0,9216 -0,6711 -0,5099 -0,4766 -0,5729 -0,7584 -0,9726 -1,1656 -1,3087 -1,3894 -1,4123 -1,4039 -1,3982 -1,4158 -1,4569 -1,5098 -1,5615 -1,6019 -1,6207 -1,6016 -1,5286 -1,3979 -1,2208 -1,0141 -0,7903 -0,5573 -0,3229 -0,0942 0,1228 0,3197 0,4810 0,5860 0,6170 0,5676 0,4445 0,2600 0,0254 -0,2430 -0,5148 -0,7505 -0,9176 -1,0028 -1,0110 -0,9546 -0,8488 -0,7139 -0,5744 -0,4482 -0,3347 -0,2165 -0,0733 0,1047 0,3109 0,5195 0,6909 0,7910 0,8032 0,7251 0,5615 0,3281 0,0552 -0,2195 -0,4628 -0,6525 -0,7812 -0,8528 -0,8708 -0,8313 -0,7289 -0,5648 -0,3502 -0,1068 0,1367 0,3594 0,5554 0,7261 0,8714 0,9899 1,0827 1,1581 1,2326 1,3242 1,4444 1,5976 1,7814 1,9829 2,1784 2,3375 2,4270 2,4170 2,2925 2,0603 1,7447 1,3789 0,9914 0,6010 0,2226 -0,1267 -0,4259 -0,6587 -0,8275 -0,9585 -1,0954 -1,2812 -1,5361 -1,8475 -2,1810 -2,5041 -2,8047 -3,0905 -3,3763 -3,6766 -4,0006 -4,3440 -4,6834 -4,9842 -5,2164 -5,3666 -5,4427 -5,4689 -5,4709 -5,4604 -5,4326 -5,3784 -5,2941 -5,1785 -5,0309 -4,8560 -4,6696 -4,4935 -4,3431 -4,2270 -4,1565 -4,1435 -4,1891 -4,2797 -4,3880 -4,4754 -4,5000 -4,4348 -4,2858 -4,0869 -3,8789 -3,6887 -3,5228 -3,3755 -3,2461 -3,1467 -3,0873 -3,0598 -3,0461 -3,0389 -3,0441 -3,0651 -3,0913 -3,1048 -3,0930 -3,0544 -2,9969 -2,9282 -2,8477 -2,7521 -2,6453 -2,5396 -2,4484 -2,3807 -2,3377 -2,3173 -2,3250 -2,3749 -2,4747 -2,6145 -2,7702 -2,9115 -3,0088 -3,0431 -3,0146 -2,9434 -2,8651 -2,8220 -2,8484 -2,9572 -3,1378 -3,3615 -3,5865 -3,7656 -3,8578 -3,8375 -3,6933 -3,4247 -3,0425 -2,5743 -2,0683 -1,5957 -1,2387 -1,0657 -1,1105 -1,3672 -1,7982 -2,3509 -2,9733 -3,6248 -4,2818 -4,9331 -5,5667 -6,1570 -6,6670 -7,0623 -7,3234 -7,4539 -7,4811 -7,4502 -7,4146 -7,4238 -7,5142 -7,7020 -7,9795 -8,3152 -8,6662 -8,9970 -9,2908 -9,5454 -9,7605 -9,9322 -10,0586 -10,1430 -10,1805 -10,1488 -10,0166 -9,7565 -9,3497 -8,7941 -8,1111 -7,3412 -6,5305 -5,7206 -4,9447 -4,2290 -3,5976 -3,0733 -2,6698 -2,3856 -2,2033 -2,0925 -2,0147 -1,9333 -1,8271 -1,6957 -1,5527 -1,4119 -1,2788 -1,1508 -1,0212 -0,8818 -0,7264 -0,5567 -0,3839 -0,2211 -0,0761 0,0517 0,1710 0,2987 0,4559 0,6517 0,8695 1,0721 1,2273 1,3234 1,3633 1,3503 1,2827 1,1585 0,9861 0,7894 0,5948 0,4135 0,2380 0,0536 -0,1491 -0,3663 -0,5819 -0,7755 -0,9279 -1,0271 -1,0779 -1,1023 -1,1280 -1,1778 -1,2647 -1,3906 -1,5464 -1,7163 -1,8841 -2,0403 -2,1866 -2,3360 -2,5079 -2,7129 -2,9391 -3,1577 -3,3375 -3,4523 -3,4853 -3,4340 -3,3159 -3,1643 -3,0154 -2,8961 -2,8187 -2,7857 -2,7966 -2,8507 -2,9456 -3,0741 -3,2236 -3,3773
F7    -1,8350 -1,6257 -1,4224 -1,2265 -1,0403 -0,8661 -0,7032 -0,5498 -0,4106 -0,2983 -0,2176 -0,1514 -0,0688 0,0548 0,2291 0,4487 0,6879 0,9013 1,0445 1,0943 1,0528 0,9445 0,8114 0,7018 0,6546 0,6843 0,7751 0,8887 0,9850 1,0404 1,0485 1,0086 0,9176 0,7712 0,5736 0,3453 0,1171 -0,0829 -0,2342 -0,3261 -0,3676 -0,3891 -0,4257 -0,4954 -0,5945 -0,7080 -0,8191 -0,9128 -0,9812 -1,0286 -1,0635 -1,0859 -1,0887 -1,0715 -1,0497 -1,0498 -1,0953 -1,1976 -1,3551 -1,5490 -1,7435 -1,8978 -1,9847 -2,0001 -1,9587 -1,8817 -1,7847 -1,6774 -1,5745 -1,5035 -1,4953 -1,5649 -1,6953 -1,8437 -1,9642 -2,0360 -2,0766 -2,1252 -2,2111 -2,3345 -2,4670 -2,5672 -2,6068 -2,5875 -2,5333 -2,4680 -2,4027 -2,3378 -2,2693 -2,1912 -2,0938 -1,9696 -1,8239 -1,6750 -1,5446 -1,4493 -1,3969 -1,3880 -1,4170 -1,4690 -1,5223 -1,5623 -1,5891 -1,6079 -1,6217 -1,6381 -1,6786 -1,7726 -1,9432 -2,2054 -2,5708 -3,0406 -3,5926 -4,1840 -4,7672 -5,3005 -5,7531 -6,1118 -6,3897 -6,6219 -6,8467 -7,0866 -7,3458 -7,6126 -7,8643 -8,0763 -8,2302 -8,3104 -8,2993 -8,1817 -7,9580 -7,6505 -7,3024 -6,9644 -6,6693 -6,4135 -6,1650 -5,8895 -5,5724 -5,2239 -4,8683 -4,5255 -4,1968 -3,8681 -3,5207 -3,1365 -2,7047 -2,2335 -1,7529 -1,2967 -0,8769 -0,4785 -0,0834 0,3075 0,6787 1,0209 1,3439 1,6735 2,0347 2,4370 2,8676 3,2958 3,6875 4,0242 4,3074 4,5448 4,7360 4,8738 4,9555 4,9917 5,0028 5,0086 5,0178 5,0220 5,0000 4,9313 4,8051 4,6198 4,3816 4,1043 3,8087 3,5206 3,2643 3,0528 2,8848 2,7513 2,6442 2,5606 2,5018 2,4637 2,4302 2,3819 2,3081 2,2077 2,0812 1,9283 1,7565 1,5846 1,4341 1,3144 1,2194 1,1370 1,0552 0,9586 0,8336 0,6766 0,4878 0,2577 -0,0298 -0,3791 -0,7684 -1,1540 -1,4927 -1,7640 -1,9745 -2,1443 -2,2843 -2,3844 -2,4272 -2,4150 -2,3753 -2,3375 -2,3094 -2,2810 -2,2485 -2,2238 -2,2232 -2,2507 -2,2890 -2,3068 -2,2772 -2,1908 -2,0575 -1,8995 -1,7429 -1,6109 -1,5225 -1,4899 -1,5132 -1,5786 -1,6633 -1,7430 -1,7962 -1,8090 -1,7824 -1,7396 -1,7197 -1,7559 -1,8536 -1,9908 -2,1364 -2,2678 -2,3738 -2,4446 -2,4695 -2,4482 -2,3959 -2,3339 -2,2782 -2,2340 -2,1963 -2,1520 -2,0852 -1,9837 -1,8451 -1,6824 -1,5234 -1,4004 -1,3362 -1,3321 -1,3655 -1,3980 -1,3902 -1,3161 -1,1729 -0,9772 -0,7517 -0,5172 -0,2917 -0,0861 0,0987 0,2672 0,4249 0,5726 0,7034 0,8009 0,8423 0,8099 0,7077 0,5673 0,4326 0,3368 0,2935 0,3047 0,3629 0,4480 0,5333 0,5995 0,6452 0,6828 0,7234 0,7655 0,7990 0,8144 0,8077 0,7862 0,7703 0,7851 0,8507 0,9758 1,1508 1,3500 1,5451 1,7164 1,8519 1,9435 1,9913 2,0055 1,9976 1,9680 1,9051 1,7988 1,6531 1,4868 1,3249 1,1898 1,0973 1,0554 1,0613 1,1034 1,1689 1,2507 1,3506 1,4745 1,6250 1,7998 1,9929 2,1889 2,3561 2,4539 2,4467 2,3120 2,0468 1,6732 1,2358 0,7875 0,3759 0,0391 -0,1946 -0,3079 -0,2993 -0,1885 -0,0126 0,1895 0,3867 0,5516 0,6608 0,7037 0,6847 0,6141 0,5068 0,3851 0,2729 0,1912 0,1601 0,1944 0,2943 0,4446 0,6208 0,7974 0,9540 1,0773 1,1551 1,1737 1,1244 1,0080 0,8349 0,6233 0,3926 0,1579 -0,0668 -0,2659 -0,4183 -0,5061 -0,5360 -0,5487 -0,6042 -0,7509 -0,9993 -1,3186 -1,6589 -1,9786 -2,2590 -2,5013 -2,7149 -2,9110 -3,1031 -3,3031 -3,5098 -3,7028 -3,8499 -3,9238 -3,9178 -3,8516 -3,7590 -3,6690 -3,5951 -3,5395 -3,4959 -3,4504 -3,3882 -3,3045 -3,2058 -3,0975 -2,9748 -2,8341 -2,6900 -2,5689 -2,4896 -2,4566 -2,4646 -2,4929 -2,5029 -2,4591 -2,3558 -2,2195 -2,0839 -1,9651 -1,8522 -1,7239 -1,5784 -1,4440 -1,3558 -1,3252 -1,3390 -1,3799 -1,4380 -1,5013 -1,5494 -1,5643 -1,5446 -1,5057 -1,4700 -1,4524 -1,4493 -1,4413 -1,4080 -1,3431 -1,2605 -1,1836 -1,1271 -1,0917 -1,0733 -1,0720 -1,0901 -1,1274 -1,1784 -1,2279 -1,2548 -1,2456 -1,2056 -1,1543 -1,1141 -1,1039 -1,1355 -1,2068 -1,3022 -1,4012 -1,4882 -1,5524 -1,5843 -1,5736 -1,5089 -1,3802 -1,1815 -0,9163 -0,6023 -0,2746 0,0191 0,2321 0,3271 0,2786 0,0762 -0,2711 -0,7368 -1,2816 -1,8640 -2,4504 -3,0165 -3,5394 -3,9949 -4,3597 -4,6153 -4,7538 -4,7860 -4,7438 -4,6724 -4,6138 -4,5970 -4,6372 -4,7370 -4,8860 -5,0662 -5,2611 -5,4604 -5,6561 -5,8377 -5,9944 -6,1232 -6,2283 -6,3032 -6,3242 -6,2645 -6,1074 -5,8423 -5,4643 -4,9830 -4,4228 -3,8134 -3,1854 -2,5715 -2,0024 -1,5022 -1,0853 -0,7533 -0,4954 -0,2974 -0,1478 -0,0345 0,0596 0,1495 0,2371 0,3084 0,3456 0,3414 0,3040 0,2530 0,2124 0,1976 0,2081 0,2357 0,2763 0,3313 0,4003 0,4764 0,5568 0,6566 0,8018 1,0052 1,2511 1,5039 1,7261 1,8854 1,9555 1,9214 1,7903 1,6008 1,4140 1,2808 1,2070 1,1544 1,0788 0,9655 0,8313 0,7013 0,5895 0,4997 0,4346 0,3969 0,3859 0,3949 0,4078 0,3992 0,3427 0,2268 0,0650 -0,1130 -0,2832 -0,4402 -0,5964 -0,7714 -0,9688 -1,1645 -1,3219 -1,4176 -1,4494 -1,4259 -1,3593 -1,2685 -1,1797 -1,1160 -1,0882 -1,0959 -1,1335 -1,1961 -1,2799 -1,3798 -1,4887 -1,5980 -1,6968
