Fp1   -1,7756 -1,9140 -1,9511 -1,8594 -1,6231 -1,2748 -0,9120 -0,6756 -0,6958 -1,0352 -1,6233 -2,2247 -2,5286 -2,3213 -1,5858 -0,4603 0,8620 2,1970 3,3827 4,2688 4,7282 4,7223 4,3442 3,7510 3,0541 2,2895 1,4448 0,4954 -0,5284 -1,4975 -2,2387 -2,6214 -2,5974 -2,2079 -1,5681 -0,8255 -0,1213 0,4311 0,7553 0,8304 0,7122 0,5015 0,2907 0,1510 0,1095 0,1078 0,0456 -0,1111 -0,2966 -0,4008 -0,3270 -0,0101 0,5736 1,3583 2,1362 2,6036 2,5038 1,7676 0,5599 -0,7994 -1,9667 -2,6546 -2,6865 -2,0757 -1,0352 0,1282 1,1269 1,7601 1,9785 1,8873 1,6218 1,2205 0,6551 -0,0605 -0,8396 -1,5686 -2,1499 -2,5209 -2,6440 -2,4504 -1,8271 -0,7240 0,7249 2,2080 3,3643 3,9254 3,7937 3,0622 1,9978 0,9582 0,2499 0,0097 0,1618 0,4479 0,5305 0,1427 -0,7849 -2,0960 -3,4878 -4,6290 -5,2606 -5,2735 -4,7183 -3,7250 -2,4464 -1,0988 0,0383 0,7358 0,9065 0,5960 -0,0571 -0,8685 -1,6687 -2,3449 -2,8642 -3,2918 -3,7746 -4,4780 -5,4894 -6,7425 -8,0405 -9,1717 -10,0000 -10,4708 -10,5820 -10,3721 -9,9025 -9,2287 -8,3891 -7,4153 -6,3436 -5,2222 -4,1102 -3,0688 -2,1565 -1,4395 -0,9992 -0,9063 -1,1889 -1,8207 -2,7158 -3,7460 -4,7876 -5,7280 -6,4268 -6,7294 -6,5548 -5,9581 -5,0968 -4,1434 -3,2142 -2,3390 -1,4853 -0,6200 0,2656 1,1802 2,1184 2,9891 3,6132 3,8573 3,7628 3,5075 3,2506 3,0283 2,7895 2,5039 2,2029 1,9301 1,7111 1,5681 1,5202 1,5533 1,5977 1,5536 1,3554 1,0240 0,6664 0,4195 0,3729 0,5338 0,8458 1,2131 1,5140 1,6436 1,5580 1,2678 0,8158 0,2592 -0,3663 -1,0676 -1,8558 -2,6806 -3,4116 -3,9077 -4,1130 -4,0743 -3,8772 -3,5789 -3,1919 -2,7106 -2,1412 -1,5206 -0,8994 -0,2951 0,3020 0,8709 1,3398 1,6077 1,5606 1,0952 0,1851 -1,0363 -2,2885 -3,3079 -4,0112 -4,4748 -4,7876 -4,9609 -4,9386 -4,6517 -4,0876 -3,3394 -2,5934 -2,0514 -1,8283 -1,9064 -2,1686 -2,4476 -2,5878 -2,5261 -2,3137 -2,0534 -1,8235 -1,6485 -1,5228 -1,4501 -1,4701 -1,6404 -1,9706 -2,3977 -2,8488 -3,2939 -3,7377 -4,1910 -4,6320 -4,9834 -5,1442 -5,0506 -4,7296 -4,3337 -4,0908 -4,1593 -4,5195 -5,0061 -5,4124 -5,5591 -5,3182 -4,6467 -3,6237 -2,4372 -1,3213 -0,4866 -0,0857 -0,2073 -0,8528 -1,9184 -3,2199 -4,5334 -5,6311 -6,3307 -6,5564 -6,3660 -5,8940 -5,2431 -4,4436 -3,5088 -2,5087 -1,5889 -0,9163 -0,5992 -0,6412 -0,9491 -1,3890 -1,8473 -2,2580 -2,6148 -2,9619 -3,3311 -3,6828 -3,9184 -3,9144 -3,5519 -2,7890 -1,7334 -0,6147 0,3401 1,0268 1,4756 1,7627 1,9267 1,9562 1,8335 1,5735 1,1991 0,6953 0,0499 -0,6509 -1,2147 -1,4440 -1,2398 -0,6365 0,2261 1,1617 2,0039 2,6481 3,0551 3,2181 3,1153 2,7103 2,0133 1,1332 0,2677 -0,3600 -0,5880 -0,3747 0,2088 1,0483 2,0551 3,1599 4,2383 5,0854 5,5190 5,5165 5,2245 4,8410 4,5071 4,2983 4,2789 4,5271 5,0864 5,8950 6,7687 7,4618 7,7722 7,6278 7,0886 6,2583 5,2013 3,9514 2,5848 1,2913 0,3610 0,0463 0,4041 1,2458 2,2359 3,0915 3,7316 4,2543 4,8054 5,4671 6,2040 6,8606 7,2184 7,0859 6,3998 5,3030 4,1098 3,1476 2,6055 2,5018 2,7479 3,2013 3,6779 4,0042 4,0888 3,9383 3,6463 3,3931 3,3790 3,6881 4,2419 4,8853 5,4673 5,8720 6,0513 6,0340 5,8755 5,6120 5,2644 4,8533 4,4052 3,9713 3,6423 3,5258 3,6786 4,0459 4,4752 4,7999 4,9332 4,9098 4,8448 4,8570 5,0249 5,3664 5,7982 6,1243 6,1315 5,7230 4,9654 4,0264 3,0763 2,2250 1,5348 1,0760 0,9360 1,1608 1,7059 2,4320 3,1369 3,6272 3,7971 3,6593 3,3273 2,9768 2,7951 2,8908 3,1971 3,4847 3,5117 3,1794 2,5640 1,8323 1,1579 0,7242 0,7397 1,3476 2,4974 3,9395 5,3460 6,4391 7,0552 7,1333 6,6568 5,6251 4,0855 2,1727 0,1134 -1,7973 -3,2259 -3,8485 -3,4653 -2,1290 -0,1581 1,9914 3,9101 5,3611 6,2776 6,6832 6,6302 6,1848 5,4324 4,4782 3,4397 2,4304 1,5359 0,7965 0,2292 -0,1129 -0,1304 0,2401 0,9433 1,8088 2,6275 3,2593 3,7123 4,1162 4,5838 5,0617 5,3145 5,0760 4,2340 2,8916 1,2823 -0,3632 -1,8689 -3,0785 -3,8722 -4,2602 -4,3813 -4,3715 -4,2703 -4,0432 -3,6433 -3,0467 -2,2980 -1,5690 -1,1088 -1,0555 -1,3029 -1,6030 -1,7990 -1,9372 -2,1808 -2,6499 -3,3081 -3,9607 -4,3549 -4,2997 -3,7455 -2,8131 -1,7373 -0,7267 0,1229 0,7815 1,2227 1,4457 1,5147 1,5443 1,6358 1,8008 1,9381 1,9124 1,6722 1,2845 0,8616 0,4768 0,1546 -0,0927 -0,2480 -0,2728 -0,0884 0,3715 1,0599 1,8014 2,4021 2,7626 2,8576 2,6503 2,1066 1,2856 0,3506 -0,5121 -1,1664 -1,5519 -1,6773 -1,5836 -1,3064 -0,8703 -0,3004 0,3644 1,0445 1,5993 1,8717 1,7884 1,4117 0,8798 0,3092 -0,2418 -0,7430 -1,1805 -1,5712 -1,9472 -2,3135 -2,6261 -2,8173 -2,8554 -2,7926 -2,7627 -2,9111 -3,2927 -3,8323 -4,3798 -4,7911 -4,9626 -4,8274 -4,3545 -3,5778 -2,6179 -1,6483 -0,8220 -0,2368 0,0456 0,0100 -0,2754 -0,6959 -1,1874 -1,7703 -2,4744 -3,2399 -3,9217 -4,3974 -4,6348 -4,6440 -4,4066 -3,8827 -3,0712 -2,0389 -0,9152 0,1269
Fz    -0,2068 -0,0867 -0,0095 0,0070 -0,0420 -0,1447 -0,2787 -0,4084 -0,4822 -0,4522 -0,3014 -0,0494 0,2639 0,5972 0,9122 1,1640 1,3079 1,3308 1,2699 1,1873 1,1274 1,1029 1,1093 1,1411 1,1928 1,2444 1,2513 1,1649 0,9708 0,6948 0,3774 0,0605 -0,2181 -0,4451 -0,6363 -0,8083 -0,9563 -1,0635 -1,1239 -1,1485 -1,1505 -1,1342 -1,0995 -1,0516 -1,0099 -1,0000 -1,0255 -1,0578 -1,0612 -1,0254 -0,9689 -0,9123 -0,8545 -0,7841 -0,7083 -0,6572 -0,6638 -0,7443 -0,8899 -1,0730 -1,2575 -1,4020 -1,4758 -1,4850 -1,4646 -1,4336 -1,3783 -1,2822 -1,1532 -1,0138 -0,8829 -0,7753 -0,7046 -0,6859 -0,7395 -0,8787 -1,0885 -1,3240 -1,5302 -1,6562 -1,6635 -1,5401 -1,3091 -1,0227 -0,7491 -0,5516 -0,4638 -0,4777 -0,5591 -0,6799 -0,8378 -1,0463 -1,3044 -1,5775 -1,8197 -2,0108 -2,1615 -2,2852 -2,3800 -2,4362 -2,4447 -2,3948 -2,2813 -2,1157 -1,9266 -1,7518 -1,6265 -1,5771 -1,6187 -1,7461 -1,9295 -2,1313 -2,3279 -2,5117 -2,6743 -2,7900 -2,8237 -2,7608 -2,6234 -2,4532 -2,2933 -2,1841 -2,1595 -2,2389 -2,4194 -2,6723 -2,9443 -3,1753 -3,3323 -3,4282 -3,5012 -3,5775 -3,6511 -3,6888 -3,6471 -3,4957 -3,2373 -2,9098 -2,5683 -2,2565 -1,9909 -1,7741 -1,6174 -1,5367 -1,5256 -1,5418 -1,5284 -1,4451 -1,2898 -1,0941 -0,8889 -0,6694 -0,4052 -0,0854 0,2594 0,5808 0,8482 1,0604 1,2350 1,3936 1,5551 1,7353 1,9383 2,1495 2,3485 2,5276 2,6898 2,8309 2,9383 3,0050 3,0324 3,0241 2,9848 2,9285 2,8794 2,8549 2,8453 2,8139 2,7183 2,5397 2,2980 2,0340 1,7847 1,5711 1,3944 1,2377 1,0800 0,9126 0,7438 0,5899 0,4628 0,3626 0,2805 0,2106 0,1526 0,0934 -0,0111 -0,2140 -0,5344 -0,9422 -1,3748 -1,7646 -2,0590 -2,2287 -2,2719 -2,2157 -2,1068 -1,9907 -1,8996 -1,8546 -1,8717 -1,9515 -2,0674 -2,1768 -2,2435 -2,2535 -2,2180 -2,1627 -2,1047 -2,0365 -1,9385 -1,8032 -1,6498 -1,5191 -1,4575 -1,4988 -1,6495 -1,8827 -2,1502 -2,4021 -2,6004 -2,7281 -2,7896 -2,8031 -2,7921 -2,7793 -2,7838 -2,8223 -2,9091 -3,0582 -3,2825 -3,5833 -3,9405 -4,3170 -4,6627 -4,9196 -5,0421 -5,0235 -4,8996 -4,7347 -4,5955 -4,5159 -4,4835 -4,4696 -4,4666 -4,4858 -4,5283 -4,5793 -4,6269 -4,6714 -4,7249 -4,8094 -4,9475 -5,1455 -5,3796 -5,5987 -5,7499 -5,8028 -5,7547 -5,6276 -5,4726 -5,3658 -5,3798 -5,5457 -5,8346 -6,1655 -6,4299 -6,5310 -6,4174 -6,0881 -5,5750 -4,9295 -4,2154 -3,4970 -2,8199 -2,2079 -1,6830 -1,2786 -1,0274 -0,9397 -0,9951 -1,1551 -1,3771 -1,6100 -1,7957 -1,8916 -1,8835 -1,7725 -1,5617 -1,2545 -0,8573 -0,3817 0,1494 0,6954 1,2030 1,6210 1,9137 2,0735 2,1226 2,0940 2,0018 1,8347 1,5779 1,2421 0,8730 0,5338 0,2796 0,1430 0,1399 0,2807 0,5686 0,9928 1,5272 2,1320 2,7521 3,3215 3,7881 4,1410 4,4093 4,6240 4,7856 4,8767 4,8993 4,8831 4,8549 4,8136 4,7459 4,6598 4,5988 4,6204 4,7619 5,0125 5,3076 5,5561 5,6872 5,6836 5,5798 5,4417 5,3364 5,3059 5,3623 5,4922 5,6461 5,7417 5,7009 5,4885 5,1277 4,6904 4,2653 3,9173 3,6715 3,5252 3,4693 3,4942 3,5785 3,6887 3,8027 3,9200 4,0408 4,1532 4,2435 4,3092 4,3532 4,3783 4,3969 4,4303 4,4883 4,5572 4,6162 4,6577 4,6936 4,7502 4,8545 5,0132 5,2082 5,4142 5,6181 5,8229 6,0342 6,2412 6,4088 6,4904 6,4569 6,3215 6,1333 5,9423 5,7699 5,6038 5,4118 5,1665 4,8700 4,5561 4,2808 4,1112 4,1014 4,2554 4,5121 4,7706 4,9327 4,9351 4,7596 4,4318 4,0112 3,5727 3,1839 2,8776 2,6385 2,4284 2,2260 2,0407 1,9018 1,8427 1,8829 2,0162 2,2113 2,4292 2,6433 2,8347 2,9756 3,0409 3,0350 2,9897 2,9299 2,8571 2,7743 2,7093 2,6933 2,7242 2,7684 2,7910 2,7734 2,7169 2,6445 2,5979 2,6247 2,7560 2,9832 3,2548 3,4987 3,6485 3,6588 3,5187 3,2527 2,9016 2,5026 2,0914 1,7061 1,3801 1,1418 1,0178 1,0186 1,1239 1,2949 1,5009 1,7296 1,9707 2,1931 2,3462 2,3929 2,3378 2,2193 2,0856 1,9801 1,9239 1,9047 1,8885 1,8467 1,7681 1,6480 1,4776 1,2522 0,9855 0,7052 0,4360 0,1900 -0,0218 -0,1751 -0,2466 -0,2444 -0,2109 -0,1907 -0,2072 -0,2682 -0,3809 -0,5498 -0,7646 -0,9984 -1,2146 -1,3761 -1,4613 -1,4841 -1,4893 -1,5189 -1,5847 -1,6703 -1,7454 -1,7714 -1,7067 -1,5210 -1,2170 -0,8362 -0,4375 -0,0597 0,2924 0,6275 0,9432 1,2210 1,4375 1,5775 1,6415 1,6463 1,6198 1,5885 1,5694 1,5691 1,5834 1,5949 1,5798 1,5230 1,4194 1,2695 1,0878 0,9041 0,7450 0,6152 0,5032 0,4133 0,3791 0,4341 0,5799 0,7904 1,0291 1,2540 1,4260 1,5320 1,5934 1,6473 1,7171 1,7991 1,8721 1,9093 1,8806 1,7499 1,4888 1,1048 0,6509 0,1928 -0,2314 -0,6194 -0,9774 -1,2947 -1,5487 -1,7277 -1,8413 -1,9138 -1,9782 -2,0691 -2,2074 -2,3977 -2,6410 -2,9366 -3,2686 -3,6009 -3,8908 -4,1082 -4,2445 -4,3131 -4,3411 -4,3533 -4,3608 -4,3625 -4,3605 -4,3698 -4,4031 -4,4486 -4,4791 -4,4825 -4,4725 -4,4705 -4,4826 -4,4971 -4,4996 -4,4873 -4,4662 -4,4404 -4,4101 -4,3697 -4,3042 -4,1957 -4,0371
F3    0,3107 0,3367 0,2012 -0,0374 -0,3258 -0,6285 -0,9062 -1,0953 -1,1235 -0,9588 -0,6476 -0,2904 0,0239 0,2654 0,4546 0,6138 0,7389 0,8230 0,8864 0,9662 1,0981 1,3031 1,5697 1,8523 2,0984 2,2664 2,3331 2,2975 2,1510 1,8491 1,3574 0,7171 0,0299 -0,6075 -1,1301 -1,4916 -1,6608 -1,6410 -1,4916 -1,3075 -1,1642 -1,0916 -1,0897 -1,1470 -1,2377 -1,3045 -1,2767 -1,1372 -0,9499 -0,8019 -0,7375 -0,7447 -0,7799 -0,8080 -0,8314 -0,8780 -0,9589 -1,0533 -1,1250 -1,1361 -1,0572 -0,8949 -0,7134 -0,5993 -0,5990 -0,7009 -0,8683 -1,0731 -1,2972 -1,4956 -1,5716 -1,4215 -1,0232 -0,4802 0,0254 0,3440 0,4305 0,3255 0,1075 -0,1348 -0,3317 -0,4564 -0,5189 -0,5560 -0,6372 -0,8428 -1,1941 -1,6176 -2,0106 -2,3193 -2,5461 -2,7242 -2,8785 -2,9784 -2,9425 -2,7107 -2,2945 -1,7575 -1,1684 -0,5793 -0,0345 0,4061 0,6636 0,6784 0,4594 0,0917 -0,3260 -0,7600 -1,2328 -1,7371 -2,2064 -2,5800 -2,8605 -3,0952 -3,3111 -3,4720 -3,4869 -3,2544 -2,7305 -1,9904 -1,2138 -0,5784 -0,1672 0,0138 -0,0416 -0,3681 -0,9839 -1,8391 -2,8100 -3,7392 -4,4828 -4,9290 -5,0174 -4,7826 -4,3547 -3,8699 -3,3853 -2,8953 -2,4125 -1,9887 -1,6473 -1,3341 -0,9622 -0,4898 0,0537 0,6016 1,0749 1,3625 1,3405 0,9717 0,3805 -0,1999 -0,5669 -0,6525 -0,5167 -0,2671 0,0141 0,2980 0,6045 0,9630 1,3505 1,6891 1,9225 2,0851 2,2898 2,6501 3,2005 3,8691 4,5069 4,9552 5,1155 4,9789 4,6149 4,1337 3,6392 3,2071 2,8832 2,6714 2,5256 2,3779 2,1788 1,9150 1,6094 1,3158 1,1040 1,0433 1,1787 1,4991 1,9224 2,3145 2,5214 2,4194 1,9851 1,3298 0,6461 0,1032 -0,2350 -0,4196 -0,5510 -0,7015 -0,8965 -1,1407 -1,4331 -1,7555 -2,0602 -2,2851 -2,3853 -2,3426 -2,1602 -1,8725 -1,5501 -1,2727 -1,1015 -1,0750 -1,2025 -1,4503 -1,7488 -2,0236 -2,2164 -2,2862 -2,2124 -1,9970 -1,6558 -1,2195 -0,7465 -0,3162 0,0006 0,1588 0,1332 -0,0957 -0,5397 -1,1718 -1,9025 -2,6138 -3,2186 -3,6744 -3,9590 -4,0874 -4,1463 -4,2617 -4,5077 -4,8549 -5,2048 -5,4500 -5,5107 -5,3572 -5,0223 -4,5784 -4,0997 -3,6493 -3,2882 -3,0680 -2,9941 -3,0113 -3,0658 -3,1873 -3,4875 -4,0523 -4,8249 -5,6029 -6,1607 -6,3912 -6,3498 -6,1678 -5,9343 -5,6714 -5,3897 -5,1212 -4,9022 -4,7521 -4,6810 -4,7192 -4,9181 -5,3060 -5,8420 -6,4045 -6,8102 -6,8658 -6,4564 -5,6266 -4,5798 -3,5861 -2,8614 -2,4963 -2,4501 -2,5876 -2,7439 -2,7933 -2,6869 -2,4467 -2,1339 -1,8263 -1,6006 -1,4824 -1,4115 -1,2961 -1,0961 -0,8387 -0,5766 -0,3520 -0,1870 -0,0783 0,0111 0,1383 0,3414 0,6123 0,9069 1,1729 1,3639 1,4430 1,3970 1,2495 1,0428 0,8076 0,5613 0,3287 0,1525 0,0730 0,0990 0,2238 0,4713 0,8965 1,5187 2,2573 2,9419 3,4086 3,6020 3,5957 3,5328 3,5474 3,7051 3,9800 4,2923 4,5777 4,8080 4,9443 4,9173 4,6828 4,2784 3,8135 3,4067 3,1325 3,0142 3,0443 3,1949 3,4203 3,6740 3,9438 4,2688 4,7072 5,2746 5,9045 6,4626 6,8068 6,8613 6,6423 6,2075 5,6141 4,9388 4,2904 3,7625 3,3960 3,2004 3,1840 3,3507 3,6921 4,1924 4,8109 5,4440 5,9402 6,1831 6,1591 5,9529 5,7006 5,5333 5,5214 5,6421 5,7970 5,8689 5,7744 5,4854 5,0416 4,5559 4,1836 4,0549 4,2271 4,6864 5,3665 6,1642 6,9627 7,6622 8,1932 8,5051 8,5577 8,3423 7,9118 7,3735 6,8425 6,4007 6,0900 5,9237 5,8882 5,9385 6,0128 6,0609 6,0600 6,0058 5,8856 5,6655 5,3163 4,8399 4,2731 3,6908 3,2015 2,9114 2,8737 3,0577 3,3630 3,6705 3,8973 4,0300 4,1239 4,2666 4,5186 4,8734 5,2560 5,5564 5,6769 5,5575 5,1904 4,6478 4,0807 3,6538 3,4729 3,5493 3,8004 4,0890 4,2910 4,3478 4,2701 4,1178 3,9718 3,9067 3,9818 4,2500 4,7488 5,4634 6,2985 7,0879 7,6378 7,7948 7,5010 6,7951 5,7712 4,5455 3,2558 2,0628 1,1250 0,5539 0,3876 0,6048 1,1437 1,8977 2,7312 3,5378 4,2719 4,9187 5,4575 5,8539 6,0555 5,9974 5,6486 5,0682 4,3850 3,7024 3,0322 2,3254 1,5673 0,8490 0,3453 0,2116 0,4848 1,0578 1,7397 2,3499 2,7882 3,0457 3,1640 3,1883 3,1335 2,9662 2,6278 2,0966 1,4309 0,7393 0,1033 -0,4595 -0,9536 -1,3634 -1,6689 -1,8660 -1,9468 -1,8890 -1,6812 -1,3401 -0,9082 -0,4433 0,0036 0,4068 0,7559 1,0484 1,3145 1,6263 2,0440 2,5476 3,0324 3,3628 3,4293 3,1734 2,6123 1,8749 1,1862 0,7575 0,6831 0,9478 1,4825 2,1875 2,9375 3,5931 4,0182 4,1033 3,7966 3,1468 2,3219 1,5463 1,0030 0,7897 0,9223 1,3407 1,9229 2,5286 3,0435 3,3867 3,5123 3,4311 3,2195 2,9901 2,8424 2,8157 2,8741 2,9307 2,8845 2,6569 2,2281 1,6555 1,0545 0,5402 0,1672 -0,0817 -0,2446 -0,3261 -0,2957 -0,1277 0,1499 0,4333 0,5862 0,5257 0,2713 -0,0882 -0,4687 -0,8281 -1,1533 -1,4541 -1,7658 -2,1275 -2,5558 -3,0369 -3,5212 -3,9197 -4,1283 -4,0841 -3,8193 -3,4610 -3,1558 -2,9719 -2,8809 -2,8162 -2,7138 -2,5331 -2,2917 -2,0532 -1,8580 -1,6964 -1,5532 -1,4429 -1,3953 -1,4199 -1,4867 -1,5469 -1,5713
F7    -2,5074 -1,8060 -1,0988 -0,4634 0,0456 0,3817 0,5101 0,4263 0,1762 -0,1379 -0,3763 -0,4096 -0,1753 0,2956 0,8968 1,4803 1,8898 2,0157 1,8645 1,5647 1,2797 1,1216 1,1257 1,2445 1,3520 1,2981 0,9941 0,4568 -0,2152 -0,8868 -1,4070 -1,6285 -1,4713 -0,9916 -0,3704 0,1835 0,5251 0,5956 0,3985 -0,0061 -0,4916 -0,9080 -1,1485 -1,1761 -1,0307 -0,8274 -0,6868 -0,6425 -0,6411 -0,6181 -0,5319 -0,3394 0,0056 0,4990 1,0395 1,4591 1,6204 1,4848 1,0979 0,5475 -0,0497 -0,5626 -0,8961 -1,0444 -1,0825 -1,0949 -1,1243 -1,1816 -1,2699 -1,3710 -1,4332 -1,3999 -1,2469 -0,9998 -0,7280 -0,5084 -0,3930 -0,4137 -0,5924 -0,9242 -1,3458 -1,7294 -1,9280 -1,8577 -1,5436 -1,0899 -0,6189 -0,2202 0,0788 0,2900 0,4161 0,4457 0,3845 0,2471 0,0187 -0,3360 -0,8080 -1,3117 -1,7210 -1,9180 -1,8195 -1,4139 -0,7862 -0,0701 0,6155 1,1750 1,5411 1,6997 1,6815 1,5238 1,2516 0,8818 0,4322 -0,0650 -0,5563 -0,9839 -1,3251 -1,6162 -1,9126 -2,2313 -2,5485 -2,8299 -3,0525 -3,2229 -3,3752 -3,5271 -3,6388 -3,6454 -3,5352 -3,3720 -3,2405 -3,1826 -3,1760 -3,1480 -3,0193 -2,7608 -2,4160 -2,0711 -1,8103 -1,6831 -1,6908 -1,7996 -1,9821 -2,2367 -2,5451 -2,8327 -3,0038 -3,0057 -2,8451 -2,5625 -2,1937 -1,7343 -1,1436 -0,4040 0,4293 1,2460 1,9289 2,3840 2,5642 2,4975 2,2946 2,1152 2,0887 2,2412 2,4974 2,7549 2,9540 3,0914 3,1968 3,3052 3,4321 3,5569 3,6287 3,6102 3,5133 3,3843 3,2642 3,1729 3,1097 3,0545 2,9778 2,8638 2,7249 2,5925 2,4934 2,4321 2,3869 2,3093 2,1323 1,8029 1,3207 0,7426 0,1510 -0,3729 -0,7591 -0,9695 -1,0206 -0,9584 -0,8050 -0,5536 -0,2153 0,1381 0,3966 0,4958 0,4577 0,3408 0,1850 0,0153 -0,1488 -0,3215 -0,5545 -0,8773 -1,2488 -1,5824 -1,8030 -1,8785 -1,8200 -1,6665 -1,4659 -1,2565 -1,0553 -0,8695 -0,7225 -0,6561 -0,7119 -0,9134 -1,2571 -1,6909 -2,1047 -2,3753 -2,4395 -2,3240 -2,1123 -1,8892 -1,7084 -1,5910 -1,5459 -1,5835 -1,7020 -1,8763 -2,0835 -2,3279 -2,6241 -2,9654 -3,3124 -3,6096 -3,8103 -3,8811 -3,7971 -3,5669 -3,2680 -3,0227 -2,9148 -2,9404 -3,0360 -3,1258 -3,1392 -3,0292 -2,8011 -2,5036 -2,1841 -1,8637 -1,5598 -1,3097 -1,1538 -1,1044 -1,1461 -1,2451 -1,3430 -1,3759 -1,3274 -1,2605 -1,2866 -1,4863 -1,8525 -2,2994 -2,7187 -3,0303 -3,2028 -3,2465 -3,1808 -3,0061 -2,7208 -2,3517 -1,9386 -1,5083 -1,0859 -0,7045 -0,3848 -0,1181 0,1258 0,3695 0,6001 0,7760 0,8541 0,8091 0,6413 0,3777 0,0607 -0,2656 -0,5563 -0,7591 -0,8210 -0,7191 -0,4863 -0,1951 0,0949 0,3746 0,6726 1,0050 1,3391 1,6129 1,7835 1,8462 1,8176 1,7194 1,5707 1,3796 1,1501 0,9050 0,6946 0,5794 0,6095 0,8033 1,1277 1,5034 1,8471 2,1050 2,2498 2,2730 2,1888 2,0374 1,8823 1,7914 1,8058 1,9201 2,0994 2,3240 2,6185 3,0355 3,6032 4,2699 4,8897 5,2857 5,3415 5,0391 4,4378 3,6436 2,7820 1,9772 1,3502 1,0120 1,0175 1,3215 1,7936 2,2703 2,6137 2,7688 2,7818 2,7546 2,7757 2,8738 3,0092 3,1054 3,0955 2,9600 2,7515 2,5762 2,5268 2,6356 2,8813 3,2068 3,5299 3,7730 3,9035 3,9280 3,8518 3,6714 3,4081 3,1213 2,8816 2,7483 2,7623 2,9281 3,2008 3,5093 3,7933 4,0194 4,1822 4,2903 4,3395 4,3090 4,1996 4,0614 3,9675 3,9589 4,0188 4,0969 4,1444 4,1234 4,0037 3,7766 3,4837 3,2227 3,1056 3,1906 3,4415 3,7473 3,9818 4,0544 3,9232 3,5878 3,0905 2,5238 2,0174 1,6878 1,5867 1,6988 1,9660 2,2951 2,5750 2,7250 2,7484 2,7370 2,8031 2,9924 3,2485 3,4352 3,3981 3,0510 2,4376 1,7133 1,0654 0,6473 0,5654 0,8800 1,5758 2,5326 3,5524 4,4385 5,0674 5,4094 5,4901 5,3380 4,9708 4,4187 3,7445 3,0364 2,3872 1,8792 1,5864 1,5720 1,8593 2,3926 3,0271 3,5785 3,9069 3,9753 3,8442 3,6128 3,3517 3,0836 2,8136 2,5618 2,3601 2,2288 2,1639 2,1373 2,1078 2,0455 1,9522 1,8641 1,8499 1,9887 2,3265 2,8522 3,5139 4,2340 4,9020 5,3774 5,5313 5,2997 4,7032 3,8192 2,7421 1,5776 0,4661 -0,4348 -1,0255 -1,3161 -1,4005 -1,3831 -1,3229 -1,2308 -1,0919 -0,8776 -0,5672 -0,1768 0,2402 0,6196 0,8889 0,9592 0,7552 0,2616 -0,4631 -1,2909 -2,0368 -2,5037 -2,5486 -2,1317 -1,3283 -0,3008 0,7639 1,7177 2,4749 3,0030 3,3052 3,4056 3,3404 3,1572 2,9182 2,6910 2,5161 2,3768 2,2124 1,9737 1,6659 1,3502 1,1182 1,0455 1,1526 1,4132 1,7833 2,2084 2,6151 2,9338 3,1411 3,2598 3,3194 3,3318 3,2965 3,2066 3,0449 2,7930 2,4641 2,1214 1,8628 1,7803 1,9170 2,2476 2,6864 3,1012 3,3470 3,3357 3,0903 2,7196 2,3406 2,0186 1,7493 1,4813 1,1611 0,7681 0,3191 -0,1417 -0,5492 -0,8345 -0,9564 -0,9311 -0,8400 -0,7890 -0,8220 -0,8758 -0,8335 -0,6080 -0,1849 0,3730 0,9511 1,4296 1,7177 1,7609 1,5467 1,1136 0,5354 -0,0986 -0,6949 -1,1868 -1,5704 -1,8938 -2,2049 -2,5085 -2,7652 -2,9207 -2,9246 -2,7295 -2,2993 -1,6436 -0,8379 0,0071 0,7883 1,4239
