Fp1   -1,2873 -0,7441 -0,2151 0,2515 0,6149 0,8518 0,9596 0,9553 0,8673 0,7304 0,5861 0,4755 0,4243 0,4355 0,4946 0,5786 0,6621 0,7186 0,7189 0,6324 0,4350 0,1181 -0,3065 -0,8005 -1,2978 -1,7236 -2,0254 -2,1892 -2,2306 -2,1814 -2,0758 -1,9328 -1,7471 -1,5005 -1,1838 -0,8121 -0,4197 -0,0401 0,3083 0,6241 0,9097 1,1573 1,3489 1,4697 1,5168 1,4920 1,3912 1,2165 0,9952 0,7736 0,5866 0,4378 0,3063 0,1645 -0,0098 -0,2289 -0,4963 -0,8061 -1,1417 -1,4826 -1,8126 -2,1219 -2,4072 -2,6666 -2,8849 -3,0318 -3,0834 -3,0386 -2,9175 -2,7555 -2,5956 -2,4710 -2,3928 -2,3484 -2,3077 -2,2358 -2,1115 -1,9368 -1,7311 -1,5154 -1,3003 -1,0886 -0,8797 -0,6704 -0,4608 -0,2627 -0,0971 0,0205 0,0845 0,0877 0,0148 -0,1391 -0,3472 -0,5574 -0,7214 -0,8202 -0,8688 -0,9016 -0,9498 -1,0289 -1,1471 -1,3198 -1,5677 -1,8973 -2,2898 -2,7097 -3,1238 -3,5178 -3,8975 -4,2769 -4,6631 -5,0460 -5,3951 -5,6673 -5,8262 -5,8564 -5,7627 -5,5641 -5,2889 -4,9639 -4,6013 -4,1945 -3,7288 -3,2007 -2,6231 -2,0164 -1,4027 -0,8045 -0,2374 0,2959 0,7954 1,2488 1,6327 1,9366 2,1840 2,4236 2,6962 3,0093 3,3359 3,6357 3,8802 4,0624 4,1900 4,2763 4,3388 4,3982 4,4692 4,5465 4,5979 4,5742 4,4374 4,1901 3,8824 3,5887 3,3733 3,2724 3,2937 3,4197 3,6123 3,8255 4,0275 4,2102 4,3739 4,5121 4,6164 4,6888 4,7419 4,7862 4,8192 4,8240 4,7758 4,6534 4,4517 4,1860 3,8887 3,6037 3,3820 3,2642 3,2575 3,3318 3,4413 3,5451 3,6102 3,6111 3,5395 3,4111 3,2628 3,1364 3,0622 3,0493 3,0838 3,1348 3,1704 3,1735 3,1439 3,0886 3,0124 2,9145 2,7936 2,6617 2,5407 2,4427 2,3613 2,2871 2,2235 2,1786 2,1418 2,0750 1,9300 1,6739 1,3042 0,8476 0,3505 -0,1366 -0,5791 -0,9692 -1,3188 -1,6476 -1,9796 -2,3406 -2,7497 -3,2014 -3,6529 -4,0337 -4,2763 -4,3437 -4,2398 -4,0048 -3,7010 -3,3917 -3,1197 -2,9050 -2,7580 -2,6871 -2,6907 -2,7503 -2,8339 -2,9066 -2,9409 -2,9211 -2,8480 -2,7398 -2,6168 -2,4778 -2,3026 -2,0820 -1,8361 -1,5970 -1,3828 -1,1930 -1,0228 -0,8751 -0,7624 -0,6946 -0,6638 -0,6432 -0,6026 -0,5281 -0,4344 -0,3573 -0,3330 -0,3820 -0,5002 -0,6558 -0,7989 -0,8809 -0,8702 -0,7661 -0,5986 -0,4134 -0,2475 -0,1116 0,0075 0,1291 0,2646 0,4102 0,5446 0,6396 0,6824 0,6840 0,6656 0,6405 0,6116 0,5805 0,5562 0,5543 0,5923 0,6806 0,8163 0,9819 1,1514 1,3006 1,4098 1,4604 1,4377 1,3416 1,1905 1,0175 0,8669 0,7864 0,8068 0,9261 1,1195 1,3654 1,6565 1,9857 2,3268 2,6313 2,8440 2,9268 2,8711 2,6982 2,4482 2,1624 1,8752 1,6145 1,3941 1,2062 1,0302 0,8506 0,6693 0,5041 0,3753 0,2924 0,2560 0,2664 0,3293 0,4520 0,6351 0,8681 1,1315 1,4011 1,6581 1,9004 2,1408 2,3882 2,6326 2,8433 2,9789 3,0085 2,9293 2,7663 2,5602 2,3529 2,1751 2,0409 1,9512 1,8983 1,8690 1,8479 1,8201 1,7729 1,7013 1,6188 1,5569 1,5459 1,5905 1,6610 1,7096 1,6976 1,6164 1,4879 1,3482 1,2294 1,1515 1,1276 1,1706 1,2869 1,4684 1,6942 1,9396 2,1822 2,4073 2,6135 2,8095 2,9969 3,1630 3,2961 3,4036 3,5107 3,6363 3,7753 3,9086 4,0264 4,1356 4,2445 4,3469 4,4231 4,4554 4,4368 4,3663 4,2422 4,0664 3,8532 3,6237 3,3917 3,1579 2,9153 2,6577 2,3870 2,1178 1,8743 1,6843 1,5730 1,5515 1,6138 1,7442 1,9224 2,1240 2,3243 2,5035 2,6487 2,7485 2,7924 2,7789 2,7193 2,6339 2,5421 2,4516 2,3590 2,2641 2,1820 2,1362 2,1439 2,2062 2,2997 2,3739 2,3660 2,2312 1,9646 1,6026 1,2048 0,8349 0,5491 0,3870 0,3587 0,4436 0,6040 0,8016 1,0044 1,1843 1,3125 1,3635 1,3281 1,2190 1,0627 0,8920 0,7478 0,6739 0,6961 0,8029 0,9504 1,0898 1,1923 1,2543 1,2925 1,3352 1,4052 1,5035 1,6112 1,7036 1,7648 1,7905 1,7843 1,7630 1,7652 1,8354 1,9856 2,1746 2,3291 2,3857 2,3164 2,1287 1,8556 1,5422 1,2268 0,9260 0,6336 0,3312 0,0007 -0,3673 -0,7675 -1,1783 -1,5694 -1,9133 -2,1869 -2,3652 -2,4278 -2,3790 -2,2548 -2,1064 -1,9735 -1,8674 -1,7716 -1,6590 -1,5097 -1,3174 -1,0892 -0,8436 -0,6092 -0,4196 -0,2951 -0,2212 -0,1517 -0,0351 0,1626 0,4474 0,7992 1,1816 1,5479 1,8457 2,0341 2,1030 2,0777 2,0040 1,9316 1,9023 1,9403 2,0446 2,1939 2,3604 2,5174 2,6409 2,7137 2,7398 2,7481 2,7755 2,8368 2,9077 2,9353 2,8711 2,7004 2,4463 2,1492 1,8464 1,5671 1,3348 1,1628 1,0479 0,9764 0,9318 0,8925 0,8326 0,7375 0,6140 0,4816 0,3558 0,2405 0,1299 0,0168 -0,0978 -0,2029 -0,2875 -0,3507 -0,4029 -0,4632 -0,5505 -0,6686 -0,8009 -0,9265 -1,0375 -1,1342 -1,2101 -1,2488 -1,2395 -1,1980 -1,1743 -1,2330 -1,4144 -1,7134 -2,0895 -2,4846 -2,8430 -3,1298 -3,3364 -3,4736 -3,5634 -3,6355 -3,7243 -3,8592 -4,0524 -4,2927 -4,5474 -4,7774 -4,9562 -5,0807 -5,1679 -5,2419 -5,3173 -5,3887 -5,4307 -5,4058 -5,2811 -5,0489 -4,7385 -4,4020 -4,0864 -3,8190 -3,6038 -3,4240
Fz    -0,6671 -0,4196 -0,1823 0,0463 0,2567 0,4314 0,5556 0,6240 0,6340 0,5834 0,4811 0,3570 0,2533 0,2036 0,2183 0,2838 0,3707 0,4440 0,4689 0,4118 0,2485 -0,0223 -0,3759 -0,7701 -1,1539 -1,4725 -1,6787 -1,7502 -1,6973 -1,5542 -1,3628 -1,1617 -0,9774 -0,8157 -0,6657 -0,5148 -0,3536 -0,1737 0,0327 0,2659 0,5144 0,7558 0,9628 1,1149 1,2067 1,2469 1,2478 1,2207 1,1805 1,1479 1,1377 1,1416 1,1282 1,0629 0,9258 0,7158 0,4466 0,1420 -0,1722 -0,4771 -0,7656 -1,0428 -1,3252 -1,6316 -1,9684 -2,3210 -2,6638 -2,9758 -3,2473 -3,4747 -3,6542 -3,7795 -3,8447 -3,8445 -3,7718 -3,6170 -3,3767 -3,0660 -2,7221 -2,3915 -2,1124 -1,9051 -1,7692 -1,6880 -1,6372 -1,5954 -1,5481 -1,4853 -1,4046 -1,3150 -1,2309 -1,1598 -1,0954 -1,0212 -0,9190 -0,7806 -0,6125 -0,4316 -0,2583 -0,1143 -0,0241 -0,0102 -0,0792 -0,2150 -0,3894 -0,5782 -0,7699 -0,9669 -1,1850 -1,4461 -1,7648 -2,1387 -2,5491 -2,9681 -3,3701 -3,7389 -4,0667 -4,3506 -4,5891 -4,7775 -4,9046 -4,9544 -4,9145 -4,7807 -4,5545 -4,2382 -3,8372 -3,3626 -2,8262 -2,2308 -1,5707 -0,8481 -0,0873 0,6760 1,4180 2,1319 2,8127 3,4420 3,9902 4,4319 4,7605 4,9932 5,1638 5,3089 5,4560 5,6181 5,7922 5,9594 6,0907 6,1590 6,1524 6,0852 5,9961 5,9311 5,9210 5,9727 6,0758 6,2106 6,3519 6,4752 6,5661 6,6242 6,6605 6,6946 6,7516 6,8562 7,0225 7,2418 7,4778 7,6747 7,7775 7,7553 7,6153 7,4013 7,1743 6,9873 6,8681 6,8153 6,8030 6,7925 6,7489 6,6516 6,4951 6,2896 6,0590 5,8330 5,6387 5,4959 5,4153 5,3938 5,4102 5,4313 5,4257 5,3712 5,2590 5,0993 4,9182 4,7456 4,6032 4,5047 4,4571 4,4594 4,5009 4,5644 4,6351 4,7032 4,7590 4,7855 4,7593 4,6558 4,4588 4,1681 3,8008 3,3800 2,9228 2,4345 1,9122 1,3521 0,7525 0,1171 -0,5398 -1,1895 -1,7924 -2,3069 -2,6976 -2,9434 -3,0431 -3,0178 -2,9080 -2,7592 -2,6046 -2,4604 -2,3336 -2,2296 -2,1521 -2,1000 -2,0646 -2,0328 -1,9970 -1,9577 -1,9194 -1,8871 -1,8588 -1,8162 -1,7289 -1,5730 -1,3442 -1,0559 -0,7311 -0,3970 -0,0827 0,1849 0,3907 0,5434 0,6732 0,8116 0,9700 1,1318 1,2584 1,3102 1,2703 1,1535 1,0009 0,8643 0,7870 0,7913 0,8783 1,0338 1,2336 1,4507 1,6621 1,8542 2,0196 2,1532 2,2520 2,3176 2,3567 2,3845 2,4262 2,5062 2,6309 2,7839 2,9387 3,0780 3,2038 3,3363 3,5056 3,7343 4,0219 4,3390 4,6408 4,8873 5,0557 5,1418 5,1548 5,1068 5,0040 4,8482 4,6498 4,4365 4,2463 4,1142 4,0645 4,1121 4,2594 4,4869 4,7495 4,9876 5,1491 5,2067 5,1590 5,0196 4,8065 4,5354 4,2227 3,8920 3,5677 3,2631 2,9790 2,7140 2,4746 2,2770 2,1417 2,0871 2,1240 2,2481 2,4407 2,6764 2,9301 3,1809 3,4176 3,6378 3,8443 4,0441 4,2433 4,4349 4,5919 4,6742 4,6480 4,5074 4,2791 4,0035 3,7158 3,4416 3,2002 3,0054 2,8639 2,7726 2,7214 2,6965 2,6835 2,6666 2,6284 2,5552 2,4445 2,3055 2,1556 2,0124 1,8860 1,7769 1,6803 1,5956 1,5335 1,5122 1,5458 1,6367 1,7718 1,9210 2,0458 2,1144 2,1093 2,0269 1,8764 1,6831 1,4868 1,3313 1,2521 1,2684 1,3802 1,5675 1,7939 2,0152 2,2002 2,3444 2,4646 2,5783 2,6893 2,7857 2,8474 2,8539 2,7891 2,6452 2,4321 2,1798 1,9210 1,6681 1,4118 1,1407 0,8589 0,5864 0,3460 0,1538 0,0177 -0,0628 -0,1014 -0,1213 -0,1408 -0,1660 -0,1972 -0,2343 -0,2732 -0,3023 -0,3108 -0,2951 -0,2555 -0,1923 -0,1106 -0,0242 0,0460 0,0761 0,0463 -0,0451 -0,1749 -0,3057 -0,4079 -0,4732 -0,5143 -0,5559 -0,6239 -0,7328 -0,8787 -1,0432 -1,2046 -1,3428 -1,4402 -1,4814 -1,4528 -1,3466 -1,1667 -0,9321 -0,6717 -0,4169 -0,1953 -0,0264 0,0826 0,1398 0,1665 0,1920 0,2402 0,3155 0,4013 0,4739 0,5182 0,5342 0,5336 0,5340 0,5557 0,6159 0,7215 0,8685 1,0421 1,2206 1,3806 1,5062 1,6000 1,6848 1,7858 1,9100 2,0435 2,1633 2,2486 2,2868 2,2737 2,2136 2,1201 2,0083 1,8856 1,7501 1,5972 1,4236 1,2274 1,0059 0,7539 0,4636 0,1283 -0,2495 -0,6541 -1,0611 -1,4482 -1,8009 -2,1114 -2,3766 -2,5989 -2,7797 -2,9098 -2,9706 -2,9462 -2,8391 -2,6786 -2,5148 -2,3973 -2,3480 -2,3478 -2,3486 -2,2949 -2,1401 -1,8576 -1,4457 -0,9247 -0,3337 0,2748 0,8503 1,3619 1,8006 2,1687 2,4718 2,7152 2,9026 3,0338 3,1063 3,1226 3,0920 3,0223 2,9178 2,7872 2,6484 2,5247 2,4373 2,3993 2,4120 2,4640 2,5399 2,6323 2,7451 2,8866 3,0585 3,2502 3,4374 3,5888 3,6804 3,7077 3,6806 3,6086 3,4945 3,3400 3,1527 2,9450 2,7264 2,5002 2,2714 2,0551 1,8726 1,7377 1,6433 1,5615 1,4595 1,3195 1,1447 0,9507 0,7480 0,5293 0,2716 -0,0445 -0,4176 -0,8251 -1,2383 -1,6408 -2,0351 -2,4330 -2,8466 -3,2822 -3,7347 -4,1866 -4,6145 -4,9974 -5,3246 -5,6010 -5,8455 -6,0812 -6,3244 -6,5844 -6,8710 -7,1951 -7,5597 -7,9543 -8,3604 -8,7590 -9,1314 -9,4555 -9,7048 -9,8538 -9,8859 -9,7973 -9,5964 -9,2967 -8,9093 -8,4416 -7,9005 -7,2970 -6,6503
F3    -0,3019 -0,0260 0,2440 0,5012 0,7328 0,9222 1,0612 1,1549 1,2099 1,2232 1,1918 1,1279 1,0589 1,0099 0,9901 0,9912 0,9939 0,9711 0,8908 0,7221 0,4433 0,0530 -0,4220 -0,9325 -1,4203 -1,8314 -2,1272 -2,2905 -2,3243 -2,2483 -2,0950 -1,8987 -1,6815 -1,4498 -1,2091 -0,9773 -0,7748 -0,6042 -0,4453 -0,2680 -0,0509 0,2007 0,4544 0,6735 0,8432 0,9719 1,0744 1,1585 1,2275 1,2814 1,3099 1,2867 1,1793 0,9679 0,6591 0,2862 -0,1022 -0,4600 -0,7605 -1,0019 -1,1981 -1,3636 -1,5084 -1,6430 -1,7827 -1,9437 -2,1373 -2,3686 -2,6351 -2,9230 -3,2042 -3,4380 -3,5803 -3,5997 -3,4871 -3,2484 -2,8992 -2,4791 -2,0558 -1,6987 -1,4487 -1,3151 -1,2844 -1,3250 -1,3970 -1,4683 -1,5190 -1,5333 -1,4990 -1,4168 -1,3044 -1,1835 -1,0584 -0,9098 -0,7151 -0,4709 -0,1944 0,0896 0,3565 0,5787 0,7254 0,7730 0,7208 0,5941 0,4350 0,2829 0,1562 0,0416 -0,1011 -0,3181 -0,6378 -1,0576 -1,5440 -2,0442 -2,5038 -2,8821 -3,1624 -3,3558 -3,4923 -3,5991 -3,6853 -3,7410 -3,7457 -3,6792 -3,5261 -3,2764 -2,9268 -2,4830 -1,9568 -1,3566 -0,6875 0,0330 0,7656 1,4658 2,1089 2,6976 3,2452 3,7518 4,1946 4,5461 4,8032 4,9957 5,1701 5,3708 5,6266 5,9385 6,2773 6,5958 6,8444 6,9861 7,0084 6,9311 6,8016 6,6753 6,5892 6,5515 6,5520 6,5731 6,5920 6,5851 6,5401 6,4640 6,3780 6,3065 6,2737 6,3039 6,4086 6,5709 6,7436 6,8679 6,9019 6,8363 6,6887 6,4885 6,2627 6,0315 5,8087 5,6037 5,4213 5,2614 5,1220 4,9998 4,8861 4,7679 4,6362 4,4962 4,3698 4,2872 4,2730 4,3318 4,4397 4,5539 4,6359 4,6636 4,6307 4,5448 4,4222 4,2789 4,1262 3,9745 3,8362 3,7193 3,6221 3,5403 3,4772 3,4397 3,4255 3,4140 3,3701 3,2570 3,0521 2,7545 2,3752 1,9246 1,4104 0,8439 0,2442 -0,3649 -0,9616 -1,5326 -2,0724 -2,5767 -3,0312 -3,4069 -3,6674 -3,7841 -3,7476 -3,5720 -3,2911 -2,9473 -2,5808 -2,2270 -1,9206 -1,6961 -1,5798 -1,5780 -1,6692 -1,8123 -1,9699 -2,1224 -2,2645 -2,3932 -2,4991 -2,5623 -2,5572 -2,4654 -2,2916 -2,0651 -1,8216 -1,5843 -1,3631 -1,1641 -0,9932 -0,8466 -0,7048 -0,5438 -0,3523 -0,1445 0,0435 0,1749 0,2366 0,2482 0,2516 0,2911 0,3943 0,5676 0,8021 1,0755 1,3554 1,6080 1,8075 1,9434 2,0240 2,0715 2,1102 2,1551 2,2103 2,2808 2,3785 2,5165 2,6954 2,8971 3,0937 3,2689 3,4320 3,6140 3,8488 4,1496 4,5000 4,8612 5,1870 5,4367 5,5838 5,6197 5,5516 5,3987 5,1858 4,9390 4,6861 4,4572 4,2816 4,1851 4,1879 4,3027 4,5257 4,8284 5,1601 5,4628 5,6890 5,8128 5,8326 5,7637 5,6263 5,4365 5,2051 4,9427 4,6623 4,3779 4,1053 3,8590 3,6500 3,4836 3,3588 3,2709 3,2159 3,1904 3,1890 3,2097 3,2597 3,3496 3,4842 3,6573 3,8534 4,0566 4,2572 4,4457 4,6030 4,6986 4,7040 4,6122 4,4412 4,2163 3,9567 3,6826 3,4222 3,2065 3,0576 2,9804 2,9614 2,9723 2,9812 2,9644 2,9128 2,8355 2,7567 2,7019 2,6830 2,6923 2,7099 2,7183 2,7151 2,7129 2,7284 2,7695 2,8346 2,9233 3,0383 3,1715 3,2981 3,3933 3,4503 3,4754 3,4732 3,4456 3,3990 3,3428 3,2851 3,2397 3,2345 3,3060 3,4776 3,7448 4,0821 4,4579 4,8349 5,1692 5,4199 5,5650 5,6095 5,5777 5,4939 5,3717 5,2184 5,0391 4,8313 4,5796 4,2662 3,8928 3,4902 3,1045 2,7731 2,5152 2,3406 2,2571 2,2646 2,3472 2,4767 2,6230 2,7614 2,8777 2,9730 3,0624 3,1601 3,2676 3,3768 3,4790 3,5658 3,6211 3,6198 3,5379 3,3681 3,1291 2,8617 2,6170 2,4386 2,3424 2,3064 2,2812 2,2133 2,0671 1,8399 1,5598 1,2699 1,0112 0,8127 0,6846 0,6219 0,6174 0,6707 0,7874 0,9685 1,1994 1,4485 1,6778 1,8572 1,9742 2,0407 2,0874 2,1426 2,2128 2,2827 2,3293 2,3355 2,2938 2,2052 2,0844 1,9636 1,8786 1,8502 1,8776 1,9474 2,0450 2,1616 2,2966 2,4552 2,6454 2,8712 3,1244 3,3793 3,5999 3,7555 3,8319 3,8315 3,7693 3,6647 3,5275 3,3490 3,1123 2,8124 2,4638 2,0944 1,7329 1,3940 1,0721 0,7533 0,4319 0,1130 -0,1948 -0,4838 -0,7459 -0,9729 -1,1615 -1,3172 -1,4436 -1,5278 -1,5451 -1,4790 -1,3348 -1,1433 -0,9555 -0,8244 -0,7747 -0,7877 -0,8135 -0,7940 -0,6820 -0,4536 -0,1093 0,3347 0,8514 1,4045 1,9591 2,4914 2,9857 3,4274 3,7997 4,0833 4,2643 4,3426 4,3365 4,2776 4,1932 4,0851 3,9336 3,7253 3,4759 3,2299 3,0417 2,9477 2,9442 2,9898 3,0322 3,0386 3,0044 2,9446 2,8812 2,8352 2,8198 2,8371 2,8769 2,9226 2,9601 2,9808 2,9760 2,9327 2,8368 2,6799 2,4679 2,2265 1,9990 1,8279 1,7338 1,7069 1,7157 1,7245 1,7088 1,6637 1,6013 1,5387 1,4844 1,4304 1,3561 1,2421 1,0833 0,8905 0,6760 0,4344 0,1430 -0,2170 -0,6412 -1,1007 -1,5573 -1,9787 -2,3446 -2,6436 -2,8686 -3,0197 -3,1056 -3,1436 -3,1614 -3,1969 -3,2883 -3,4568 -3,6979 -3,9868 -4,2908 -4,5789 -4,8243 -5,0048 -5,1050 -5,1213 -5,0587 -4,9193 -4,6998 -4,4000 -4,0296 -3,6079 -3,1572 -2,6950 -2,2358
F7    -0,4874 -0,2978 -0,1077 0,0834 0,2662 0,4242 0,5483 0,6425 0,7168 0,7751 0,8127 0,8242 0,8087 0,7683 0,7059 0,6247 0,5284 0,4184 0,2902 0,1319 -0,0714 -0,3262 -0,6202 -0,9229 -1,1987 -1,4199 -1,5737 -1,6591 -1,6782 -1,6335 -1,5293 -1,3711 -1,1628 -0,9110 -0,6329 -0,3579 -0,1180 0,0659 0,1914 0,2778 0,3571 0,4541 0,5716 0,6969 0,8166 0,9239 1,0144 1,0828 1,1242 1,1332 1,0991 1,0062 0,8434 0,6149 0,3429 0,0614 -0,1974 -0,4142 -0,5858 -0,7209 -0,8331 -0,9323 -1,0213 -1,1009 -1,1757 -1,2579 -1,3646 -1,5084 -1,6887 -1,8891 -2,0835 -2,2408 -2,3294 -2,3259 -2,2271 -2,0481 -1,8133 -1,5524 -1,2994 -1,0833 -0,9167 -0,7986 -0,7223 -0,6785 -0,6574 -0,6518 -0,6556 -0,6592 -0,6511 -0,6263 -0,5897 -0,5489 -0,5029 -0,4386 -0,3431 -0,2152 -0,0671 0,0810 0,2059 0,2839 0,2966 0,2391 0,1241 -0,0254 -0,1843 -0,3322 -0,4588 -0,5708 -0,6905 -0,8433 -1,0444 -1,2935 -1,5775 -1,8730 -2,1495 -2,3746 -2,5237 -2,5901 -2,5853 -2,5286 -2,4360 -2,3161 -2,1703 -1,9935 -1,7756 -1,5053 -1,1782 -0,8013 -0,3871 0,0565 0,5258 1,0118 1,4936 1,9440 2,3432 2,6874 2,9830 3,2320 3,4250 3,5535 3,6279 3,6795 3,7442 3,8474 3,9971 4,1827 4,3779 4,5483 4,6587 4,6831 4,6163 4,4793 4,3129 4,1616 4,0569 4,0087 4,0093 4,0402 4,0791 4,1042 4,1005 4,0652 4,0072 3,9404 3,8803 3,8407 3,8264 3,8267 3,8188 3,7787 3,6923 3,5633 3,4108 3,2551 3,1046 2,9563 2,8062 2,6555 2,5061 2,3566 2,2041 2,0498 1,9026 1,7758 1,6803 1,6217 1,6013 1,6171 1,6622 1,7228 1,7789 1,8139 1,8238 1,8158 1,8012 1,7898 1,7827 1,7674 1,7248 1,6432 1,5271 1,3928 1,2604 1,1498 1,0752 1,0364 1,0149 0,9809 0,9041 0,7647 0,5598 0,2995 -0,0031 -0,3380 -0,6963 -1,0644 -1,4217 -1,7474 -2,0299 -2,2692 -2,4721 -2,6461 -2,7945 -2,9143 -2,9959 -3,0291 -3,0096 -2,9411 -2,8314 -2,6892 -2,5232 -2,3445 -2,1692 -2,0190 -1,9158 -1,8704 -1,8738 -1,9014 -1,9261 -1,9329 -1,9203 -1,8936 -1,8569 -1,8089 -1,7441 -1,6582 -1,5556 -1,4476 -1,3432 -1,2443 -1,1512 -1,0674 -0,9956 -0,9324 -0,8683 -0,7957 -0,7163 -0,6425 -0,5939 -0,5869 -0,6229 -0,6858 -0,7508 -0,7943 -0,8016 -0,7657 -0,6857 -0,5685 -0,4289 -0,2840 -0,1470 -0,0239 0,0854 0,1832 0,2707 0,3474 0,4137 0,4744 0,5405 0,6242 0,7315 0,8555 0,9809 1,0952 1,1978 1,2994 1,4131 1,5412 1,6721 1,7890 1,8792 1,9367 1,9609 1,9546 1,9218 1,8670 1,7959 1,7149 1,6313 1,5544 1,4960 1,4702 1,4913 1,5706 1,7132 1,9111 2,1385 2,3574 2,5302 2,6319 2,6553 2,6087 2,5098 2,3786 2,2334 2,0887 1,9535 1,8309 1,7209 1,6233 1,5389 1,4679 1,4061 1,3463 1,2852 1,2271 1,1812 1,1589 1,1712 1,2277 1,3330 1,4840 1,6683 1,8651 2,0502 2,2022 2,3071 2,3572 2,3477 2,2776 2,1519 1,9793 1,7715 1,5493 1,3426 1,1800 1,0787 1,0422 1,0640 1,1312 1,2278 1,3384 1,4483 1,5449 1,6208 1,6741 1,7063 1,7179 1,7083 1,6781 1,6322 1,5818 1,5412 1,5204 1,5219 1,5473 1,6014 1,6853 1,7876 1,8900 1,9791 2,0506 2,1057 2,1510 2,1962 2,2466 2,2992 2,3506 2,4062 2,4804 2,5844 2,7182 2,8749 3,0479 3,2274 3,3950 3,5287 3,6115 3,6387 3,6163 3,5532 3,4561 3,3323 3,1909 3,0403 2,8809 2,7059 2,5097 2,2976 2,0824 1,8755 1,6852 1,5243 1,4144 1,3766 1,4180 1,5270 1,6773 1,8370 1,9807 2,0999 2,1993 2,2838 2,3522 2,4040 2,4479 2,4959 2,5492 2,5920 2,6006 2,5603 2,4741 2,3590 2,2392 2,1408 2,0797 2,0510 2,0299 1,9853 1,8938 1,7475 1,5547 1,3385 1,1312 0,9633 0,8495 0,7860 0,7602 0,7628 0,7918 0,8463 0,9196 0,9976 1,0678 1,1281 1,1891 1,2667 1,3696 1,4894 1,6027 1,6826 1,7117 1,6896 1,6301 1,5516 1,4717 1,4060 1,3655 1,3537 1,3688 1,4066 1,4610 1,5236 1,5841 1,6356 1,6809 1,7327 1,8059 1,9056 2,0207 2,1282 2,2030 2,2272 2,1952 2,1115 1,9813 1,8045 1,5770 1,2975 0,9716 0,6140 0,2459 -0,1101 -0,4351 -0,7161 -0,9488 -1,1393 -1,3006 -1,4430 -1,5674 -1,6678 -1,7384 -1,7776 -1,7813 -1,7369 -1,6299 -1,4544 -1,2190 -0,9452 -0,6654 -0,4154 -0,2194 -0,0780 0,0302 0,1369 0,2712 0,4495 0,6754 0,9475 1,2605 1,6032 1,9610 2,3195 2,6642 2,9784 3,2415 3,4320 3,5348 3,5484 3,4889 3,3857 3,2664 3,1420 3,0071 2,8546 2,6900 2,5343 2,4125 2,3391 2,3076 2,2930 2,2664 2,2091 2,1171 1,9959 1,8530 1,6984 1,5449 1,4087 1,3050 1,2427 1,2223 1,2379 1,2777 1,3229 1,3501 1,3396 1,2834 1,1890 1,0772 0,9705 0,8825 0,8154 0,7655 0,7287 0,7019 0,6823 0,6683 0,6595 0,6534 0,6452 0,6277 0,5951 0,5465 0,4870 0,4200 0,3349 0,2066 0,0098 -0,2634 -0,6002 -0,9758 -1,3625 -1,7338 -2,0618 -2,3185 -2,4837 -2,5531 -2,5430 -2,4859 -2,4208 -2,3796 -2,3770 -2,4095 -2,4633 -2,5227 -2,5760 -2,6176 -2,6446 -2,6567 -2,6570 -2,6475 -2,6179 -2,5474 -2,4189 -2,2319 -2,0032 -1,7584 -1,5225 -1,3142
