Fp1   -14,8041 -14,8282 -14,7808 -14,6976 -14,5385 -14,2317 -13,7606 -13,2127 -12,7276 -12,3900 -12,1987 -12,1295 -12,1704 -12,2747 -12,3109 -12,0992 -11,5237 -10,6194 -9,5328 -8,3872 -7,2019 -5,9409 -4,5890 -3,1585 -1,6741 -0,1828 1,2513 2,5633 3,6742 4,4943 4,9871 5,2425 5,4763 5,9507 6,8595 8,2499 10,0276 12,0091 13,9715 15,7031 17,0491 17,9328 18,3673 18,4556 18,3351 18,0901 17,7259 17,2176 16,5610 15,7705 14,8428 13,7431 12,4401 10,9501 9,3618 7,8368 6,5823 5,7826 5,4967 5,6156 5,9488 6,3417 6,7171 7,0596 7,3890 7,7394 8,1517 8,6512 9,2029 9,7076 10,0547 10,1712 10,0404 9,6959 9,1854 8,5197 7,6622 6,5884 5,3674 4,1610 3,1333 2,3748 1,8985 1,6656 1,6074 1,6629 1,8257 2,1257 2,5401 2,9532 3,2324 3,3304 3,3258 3,3906 3,7044 4,3442 5,2373 6,2156 7,0837 7,6425 7,7441 7,3976 6,7996 6,2148 5,8298 5,7029 5,7900 5,9851 6,1701 6,2756 6,3211 6,4054 6,6537 7,1474 7,8776 8,7564 9,6688 10,5086 11,1544 11,4166 11,0420 9,8125 7,6520 4,6499 1,0213 -2,9301 -6,8444 -10,3807 -13,3175 -15,5853 -17,2132 -18,2873 -18,9421 -19,3015 -19,3823 -19,0666 -18,1816 -16,6246 -14,4580 -11,9211 -9,3485 -7,0308 -5,1016 -3,5236 -2,1608 -0,8700 0,4320 1,7397 2,9752 4,0536 4,9699 5,8209 6,7179 7,7006 8,7332 9,7397 10,6405 11,3921 11,9867 12,3992 12,5720 12,4906 12,2436 11,9577 11,6825 11,3600 10,8818 10,1686 9,2237 8,1182 6,9281 5,6910 4,4053 3,0480 1,6142 0,1560 -1,2285 -2,4497 -3,4726 -4,3408 -5,1667 -6,0676 -7,0803 -8,1254 -9,0361 -9,6211 -9,7629 -9,5142 -9,0798 -8,6717 -8,3870 -8,2061 -8,0583 -7,8623 -7,5330 -7,0144 -6,3329 -5,5930 -4,9225 -4,4324 -4,1930 -4,2287 -4,5556 -5,2001 -6,1474 -7,3062 -8,5363 -9,6864 -10,6348 -11,3453 -11,8928 -12,4226 -13,0630 -13,8565 -14,7647 -15,7227 -16,6660 -17,5220 -18,2108 -18,6610 -18,8233 -18,6794 -18,2814 -17,7874 -17,4062 -17,2713 -17,3666 -17,5496 -17,6343 -17,4999 -17,1701 -16,7888 -16,4998 -16,3490 -16,2736 -16,1467 -15,8405 -15,2926 -14,5419 -13,6907 -12,8233 -11,9743 -11,1602 -10,3983 -9,6833 -8,9692 -8,2020 -7,3798 -6,5651 -5,8398 -5,2535 -4,8133 -4,5077 -4,3130 -4,1768 -4,0302 -3,8237 -3,5339 -3,1652 -2,7768 -2,4682 -2,2792 -2,1176 -1,8218 -1,2828 -0,4941 0,4795 1,5557 2,6780 3,8050 4,8407 5,6123 5,9635 5,8477 5,3161 4,4665 3,4292 2,3437 1,2907 0,2521 -0,8418 -2,0302 -3,2906 -4,5524 -5,6913 -6,5497 -7,0403 -7,2129 -7,1883 -7,0444 -6,7974 -6,4992 -6,3155 -6,4599 -7,0496 -8,0383 -9,2698 -10,5710 -11,8207 -12,9758 -14,0351 -14,9821 -15,7887 -16,4593 -17,0323 -17,5509 -18,0530 -18,5550 -19,0413 -19,5013 -19,9894 -20,6266 -21,4989 -22,5247 -23,4456 -23,9865 -24,0098 -23,5070 -22,5272 -21,1727 -19,6130 -18,0376 -16,5786 -15,2926 -14,1931 -13,2422 -12,3277 -11,3151 -10,1352 -8,8172 -7,4508 -6,1406 -5,0002 -4,1389 -3,5943 -3,2771 -3,0069 -2,6132 -1,9994 -1,1308 -0,0114 1,3071 2,7055 4,0064 5,0367 5,7037 6,0258 6,1119 6,0914 6,0372 5,9618 5,8732 5,7980 5,7630 5,7907 5,9066 6,1370 6,5203 7,1202 7,9930 9,1216 10,3925 11,6347 12,6809 13,4167 13,8216 13,9819 14,0349 14,0801 14,1520 14,2592 14,3995 14,5345 14,5852 14,4698 14,1396 13,5731 12,7536 11,6944 10,4827 9,2798 8,2748 7,5997 7,2498 7,1077 7,0621 7,0806 7,1631 7,2676 7,3160 7,2499 7,0442 6,6829 6,1693 5,5634 4,9800 4,5269 4,2283 3,9941 3,6731 3,1386 2,3520 1,3918 0,4283 -0,3535 -0,8222 -0,9325 -0,7446 -0,3987 -0,0096 0,4171 0,9358 1,5338 2,0815 2,4474 2,6366 2,7562 2,8723 2,9596 2,9669 2,8864 2,7533 2,6016 2,4536 2,3404 2,3004 2,3700 2,5918 3,0053 3,6204 4,4148 5,3546 6,4180 7,5940 8,8518 10,1188 11,2796 12,2058 12,8023 13,0261 12,8877 12,4498 11,8046 11,0489 10,2797 9,5932 9,0708 8,7502 8,6062 8,5830 8,6422 8,7360 8,7396 8,4794 7,8396 6,8099 5,4613 3,9189 2,3268 0,8035 -0,5604 -1,6721 -2,4400 -2,8209 -2,8619 -2,7060 -2,5589 -2,6199 -2,9985 -3,6642 -4,4618 -5,1720 -5,5711 -5,4645 -4,7324 -3,4224 -1,8167 -0,3623 0,5106 0,5509 -0,2251 -1,5496 -3,0660 -4,5447 -5,9457 -7,2948 -8,5619 -9,6821 -10,6526 -11,5629 -12,5217 -13,5689 -14,6862 -15,8781 -17,1838 -18,5950 -20,0205 -21,3639 -22,5914 -23,7036 -24,6854 -25,4869 -26,0218 -26,2094 -26,0361 -25,5478 -24,7884 -23,7637 -22,4545 -20,8696 -19,0953 -17,2927 -15,6326 -14,2261 -13,0921 -12,1516 -11,2273 -10,0780 -8,5156 -6,5278 -4,2718 -1,9757 0,1319 1,8746 3,2098 4,2738 5,3095 6,5237 7,9852 9,6028 11,1760 12,5084 13,5005 14,1306 14,3830 14,2247 13,6261 12,5994 11,2356 9,7069 8,2177 6,9341 5,9195 5,1163 4,4056 3,7030 3,0070 2,3683 1,8135 1,2976 0,7278 0,0084 -0,9380 -2,1464 -3,6030 -5,2910 -7,1999 -9,2511 -11,2850 -13,1775 -14,9203 -16,5596 -18,1219 -19,6089 -20,9808 -22,1009 -22,7524 -22,7831 -22,2651 -21,4944 -20,7976 -20,3188 -20,0051 -19,7721 -19,6034 -19,4903 -19,3631 -19,1101 -18,6273 -17,8662 -16,8781 -15,8148 -14,8756 -14,2159 -13,8476 -13,6322 -13,3966 -13,0432 -12,5673 -12,0365 -11,5652 -11,2424 -11,0642 -10,9549 -10,8315 -10,6335 -10,3152 -9,8312 -9,1320 -8,2026
Fz    -8,6535 -8,5233 -8,3811 -8,2720 -8,1794 -8,0471 -7,8327 -7,5442 -7,2263 -6,9149 -6,6195 -6,3507 -6,1346 -5,9788 -5,8321 -5,5943 -5,1819 -4,5928 -3,9072 -3,2196 -2,5759 -1,9761 -1,4091 -0,8667 -0,3490 0,1379 0,6052 1,0844 1,5845 2,0657 2,4741 2,7958 3,0722 3,3828 3,8119 4,4081 5,1576 5,9897 6,8075 7,5264 8,0971 8,5059 8,7704 8,9388 9,0697 9,1913 9,2805 9,2866 9,1755 8,9432 8,5912 8,1037 7,4631 6,6791 5,8022 4,9217 4,1560 3,6201 3,3694 3,3631 3,4940 3,6531 3,7738 3,8376 3,8566 3,8561 3,8706 3,9373 4,0751 4,2687 4,4755 4,6417 4,7204 4,6917 4,5662 4,3587 4,0650 3,6740 3,2092 2,7421 2,3502 2,0692 1,8879 1,7721 1,6874 1,6239 1,6125 1,7038 1,9217 2,2395 2,5959 2,9283 3,2020 3,4307 3,6691 3,9676 4,3289 4,7090 5,0361 5,2214 5,1876 4,9225 4,5054 4,0687 3,7297 3,5494 3,5276 3,6243 3,7942 4,0154 4,2980 4,6699 5,1543 5,7488 6,4187 7,1070 7,7499 8,2851 8,6508 8,7840 8,6250 8,1278 7,2742 6,0829 4,6193 3,0060 1,4149 0,0243 -1,0424 -1,7562 -2,1730 -2,3983 -2,5480 -2,6992 -2,8508 -2,9302 -2,8454 -2,5460 -2,0503 -1,4336 -0,8023 -0,2594 0,1405 0,4219 0,6666 0,9527 1,3077 1,7122 2,1330 2,5549 3,0014 3,5246 4,1556 4,8718 5,6150 6,3332 7,0033 7,6268 8,2022 8,6971 9,0558 9,2461 9,2915 9,2547 9,1890 9,1040 8,9700 8,7557 8,4709 8,1686 7,9074 7,7204 7,6148 7,5797 7,5928 7,6308 7,6791 7,7322 7,7777 7,7771 7,6661 7,3811 6,8982 6,2691 5,6251 5,1306 4,9013 4,9387 5,1365 5,3547 5,4936 5,5159 5,4324 5,2867 5,1425 5,0535 5,0316 5,0473 5,0495 4,9848 4,8184 4,5450 4,1676 3,6817 3,1000 2,4669 1,8358 1,2477 0,7273 0,2744 -0,1478 -0,6087 -1,1809 -1,8964 -2,7244 -3,5920 -4,4203 -5,1383 -5,6868 -6,0260 -6,1347 -6,0118 -5,6999 -5,3085 -4,9781 -4,8024 -4,7765 -4,8075 -4,7775 -4,6234 -4,3806 -4,1578 -4,0617 -4,1357 -4,3479 -4,6124 -4,8330 -4,9484 -4,9502 -4,8610 -4,7014 -4,4841 -4,2237 -3,9338 -3,6130 -3,2435 -2,8088 -2,3138 -1,7855 -1,2639 -0,8009 -0,4591 -0,2953 -0,3309 -0,5292 -0,8055 -1,0636 -1,2280 -1,2605 -1,1774 -1,0442 -0,9191 -0,7908 -0,5922 -0,2676 0,1895 0,7486 1,3676 2,0061 2,6139 3,1111 3,4104 3,4733 3,3233 3,0042 2,5567 2,0381 1,5240 1,0650 0,6535 0,2396 -0,2307 -0,7895 -1,4277 -2,0706 -2,5950 -2,9116 -3,0285 -3,0281 -2,9928 -2,9600 -2,9482 -3,0094 -3,2245 -3,6436 -4,2396 -4,9226 -5,5867 -6,1527 -6,5875 -6,8939 -7,0919 -7,2168 -7,3158 -7,4224 -7,5459 -7,6895 -7,8542 -8,0270 -8,1953 -8,3819 -8,6383 -8,9848 -9,3662 -9,6741 -9,8132 -9,7473 -9,4849 -9,0457 -8,4599 -7,7820 -7,0792 -6,4119 -5,8307 -5,3786 -5,0670 -4,8602 -4,6993 -4,5373 -4,3522 -4,1424 -3,9163 -3,6889 -3,4679 -3,2273 -2,9001 -2,4147 -1,7401 -0,8946 0,0821 1,1456 2,2330 3,2495 4,0798 4,6250 4,8415 4,7581 4,4667 4,0842 3,7047 3,3834 3,1485 3,0039 2,9294 2,9000 2,9075 2,9636 3,0984 3,3610 3,7950 4,3957 5,0905 5,7656 6,3144 6,6708 6,8289 6,8512 6,8386 6,8665 6,9432 7,0237 7,0484 6,9724 6,7764 6,4628 6,0462 5,5437 4,9732 4,3719 3,8094 3,3578 3,0477 2,8537 2,7113 2,5636 2,4120 2,3164 2,3374 2,4884 2,7433 3,0657 3,4093 3,7079 3,8925 3,9254 3,8128 3,5954 3,3232 3,0272 2,7130 2,3702 1,9874 1,5759 1,1787 0,8468 0,6154 0,5017 0,5019 0,5843 0,7043 0,8272 0,9262 0,9547 0,8431 0,5579 0,1546 -0,2618 -0,6154 -0,8865 -1,0885 -1,2368 -1,3315 -1,3601 -1,3085 -1,1709 -0,9570 -0,6823 -0,3526 0,0291 0,4411 0,8438 1,2083 1,5376 1,8539 2,1724 2,4922 2,7996 3,0838 3,3532 3,6236 3,8954 4,1415 4,3169 4,3863 4,3440 4,2131 4,0425 3,8964 3,8271 3,8621 4,0030 4,2022 4,3500 4,3230 4,0581 3,5720 2,9286 2,2027 1,4562 0,7279 0,0450 -0,5573 -1,0376 -1,3676 -1,5462 -1,6013 -1,5875 -1,5725 -1,6124 -1,7321 -1,9181 -2,1235 -2,2851 -2,3398 -2,2453 -2,0109 -1,7173 -1,4956 -1,4779 -1,7445 -2,2779 -2,9565 -3,6252 -4,1969 -4,6770 -5,0962 -5,4507 -5,7196 -5,9123 -6,0705 -6,2324 -6,4141 -6,6291 -6,9104 -7,2932 -7,7742 -8,3071 -8,8470 -9,3735 -9,8665 -10,2919 -10,6173 -10,8250 -10,9181 -10,9202 -10,8537 -10,7181 -10,4905 -10,1363 -9,6251 -8,9565 -8,1767 -7,3641 -6,5954 -5,9172 -5,3297 -4,7773 -4,1604 -3,3881 -2,4334 -1,3344 -0,1708 0,9402 1,8679 2,5414 3,0012 3,3739 3,8020 4,3749 5,0814 5,8099 6,4185 6,8188 6,9966 6,9726 6,7688 6,4033 5,8997 5,3009 4,6762 4,1078 3,6606 3,3529 3,1509 2,9998 2,8729 2,7918 2,7980 2,9005 3,0592 3,2123 3,2990 3,2615 3,0586 2,6746 2,1048 1,3566 0,4820 -0,4215 -1,2687 -2,0313 -2,7231 -3,3698 -3,9928 -4,5835 -5,0765 -5,3698 -5,4097 -5,2766 -5,1663 -5,2586 -5,5935 -6,0776 -6,5864 -7,0376 -7,3882 -7,6124 -7,6992 -7,6482 -7,4651 -7,1740 -6,8233 -6,4738 -6,1760 -5,9388 -5,7297 -5,5195 -5,3084 -5,1074 -4,9278 -4,7912 -4,7104 -4,6595 -4,5853 -4,4478 -4,2425 -3,9832 -3,6691 -3,2812 -2,8182
F3    -8,0584 -7,8671 -7,6068 -7,3284 -7,0374 -6,7055 -6,3143 -5,8894 -5,4872 -5,1495 -4,8875 -4,7128 -4,6498 -4,6980 -4,7925 -4,8200 -4,6847 -4,3694 -3,9338 -3,4492 -2,9443 -2,4155 -1,8664 -1,3150 -0,7819 -0,2819 0,1895 0,6522 1,1042 1,5015 1,7949 1,9826 2,1242 2,3176 2,6635 3,2234 3,9937 4,9075 5,8585 6,7386 7,4681 8,0063 8,3518 8,5408 8,6296 8,6581 8,6253 8,5036 8,2734 7,9379 7,5033 6,9578 6,2876 5,5070 4,6707 3,8670 3,2034 2,7770 2,6246 2,6904 2,8588 3,0238 3,1302 3,1719 3,1713 3,1638 3,1920 3,2924 3,4694 3,6895 3,9057 4,0781 4,1801 4,2026 4,1501 4,0222 3,8039 3,4845 3,0933 2,7024 2,3800 2,1481 1,9866 1,8608 1,7420 1,6282 1,5594 1,5958 1,7694 2,0570 2,3986 2,7337 3,0309 3,3052 3,6082 3,9807 4,4082 4,8262 5,1514 5,3016 5,2185 4,9088 4,4619 4,0109 3,6682 3,4895 3,4739 3,5839 3,7749 4,0199 4,3183 4,6886 5,1543 5,7253 6,3814 7,0721 7,7300 8,2854 8,6680 8,8021 8,6108 8,0372 7,0668 5,7369 4,1341 2,3947 0,6946 -0,7896 -1,9372 -2,7198 -3,1910 -3,4549 -3,6280 -3,7910 -3,9464 -4,0205 -3,9167 -3,5792 -3,0221 -2,3229 -1,5968 -0,9527 -0,4421 -0,0393 0,3319 0,7451 1,2272 1,7557 2,2867 2,7860 3,2534 3,7206 4,2126 4,7197 5,2144 5,6832 6,1367 6,5993 7,0819 7,5553 7,9601 8,2552 8,4543 8,6067 8,7487 8,8715 8,9252 8,8604 8,6750 8,4189 8,1499 7,8988 7,6679 7,4458 7,2216 6,9969 6,7882 6,6163 6,4877 6,3767 6,2229 5,9573 5,5435 5,0102 4,4564 4,0154 3,7870 3,7755 3,8923 4,0236 4,0960 4,0923 4,0324 3,9578 3,9230 3,9673 4,0834 4,2182 4,2959 4,2418 4,0127 3,6144 3,0781 2,4302 1,7031 0,9452 0,2070 -0,4702 -1,0580 -1,5517 -1,9843 -2,4243 -2,9450 -3,5800 -4,3041 -5,0541 -5,7566 -6,3399 -6,7455 -6,9412 -6,9213 -6,7038 -6,3466 -5,9627 -5,6846 -5,5919 -5,6683 -5,8163 -5,9152 -5,8927 -5,7711 -5,6471 -5,6164 -5,7112 -5,8902 -6,0661 -6,1501 -6,0950 -5,9123 -5,6461 -5,3322 -4,9883 -4,6296 -4,2726 -3,9215 -3,5610 -3,1704 -2,7438 -2,2959 -1,8574 -1,4724 -1,1946 -1,0724 -1,1209 -1,3001 -1,5251 -1,7015 -1,7557 -1,6564 -1,4350 -1,1744 -0,9446 -0,7409 -0,4985 -0,1588 0,2956 0,8520 1,4851 2,1626 2,8329 3,4084 3,7867 3,9077 3,7804 3,4496 2,9656 2,3957 1,8257 1,3179 0,8729 0,4414 -0,0354 -0,5960 -1,2358 -1,8822 -2,4122 -2,7362 -2,8632 -2,8790 -2,8745 -2,9009 -2,9893 -3,1915 -3,5726 -4,1577 -4,9004 -5,7036 -6,4624 -7,0971 -7,5690 -7,8753 -8,0340 -8,0856 -8,0886 -8,0929 -8,1230 -8,1878 -8,2823 -8,3824 -8,4701 -8,5719 -8,7498 -9,0386 -9,3911 -9,6885 -9,8129 -9,7094 -9,3800 -8,8495 -8,1612 -7,3852 -6,6026 -5,8822 -5,2742 -4,8111 -4,4908 -4,2670 -4,0757 -3,8747 -3,6587 -3,4427 -3,2385 -3,0527 -2,8840 -2,7022 -2,4427 -2,0423 -1,4800 -0,7803 0,0217 0,9015 1,8276 2,7309 3,5059 4,0498 4,3096 4,3027 4,1086 3,8310 3,5527 3,3247 3,1796 3,1308 3,1665 3,2625 3,4020 3,5819 3,8162 4,1397 4,5863 5,1499 5,7675 6,3428 6,7872 7,0531 7,1549 7,1706 7,2047 7,3248 7,5259 7,7515 7,9300 7,9980 7,9116 7,6525 7,2249 6,6461 5,9428 5,1687 4,4134 3,7699 3,2920 2,9775 2,7768 2,6325 2,5347 2,5326 2,6799 2,9772 3,3768 3,8194 4,2419 4,5685 4,7278 4,6864 4,4624 4,1142 3,7076 3,2824 2,8500 2,4111 1,9720 1,5597 1,2204 0,9934 0,8915 0,9055 1,0103 1,1657 1,3330 1,4938 1,6412 1,7451 1,7454 1,6078 1,3762 1,1379 0,9518 0,8281 0,7539 0,7195 0,7292 0,7956 0,9306 1,1360 1,3980 1,6991 2,0371 2,4196 2,8394 3,2681 3,6791 4,0718 4,4673 4,8827 5,3116 5,7191 6,0619 6,3188 6,4925 6,5913 6,6164 6,5616 6,4278 6,2345 6,0191 5,8313 5,7190 5,7043 5,7794 5,9212 6,0838 6,1807 6,1128 5,8297 5,3523 4,7438 4,0697 3,3780 2,6990 2,0612 1,5023 1,0609 0,7561 0,5725 0,4612 0,3530 0,1832 -0,0832 -0,4386 -0,8374 -1,2117 -1,4890 -1,6017 -1,5026 -1,2017 -0,7939 -0,4387 -0,3003 -0,4833 -0,9789 -1,6588 -2,3542 -2,9675 -3,4976 -3,9674 -4,3606 -4,6410 -4,8052 -4,8948 -4,9630 -5,0428 -5,1532 -5,3244 -5,5934 -5,9673 -6,4129 -6,8950 -7,4027 -7,9300 -8,4546 -8,9397 -9,3396 -9,6139 -9,7412 -9,7128 -9,5226 -9,1694 -8,6584 -8,0071 -7,2631 -6,5067 -5,8192 -5,2453 -4,7848 -4,4016 -4,0198 -3,5280 -2,8280 -1,8982 -0,8006 0,3570 1,4500 2,3679 3,0670 3,5986 4,0752 4,6063 5,2461 5,9679 6,6741 7,2521 7,6362 7,8165 7,8094 7,6319 7,2945 6,8052 6,1887 5,5028 4,8331 4,2592 3,8141 3,4717 3,1816 2,9224 2,7224 2,6306 2,6674 2,8015 2,9650 3,0748 3,0456 2,8158 2,3674 1,7078 0,8563 -0,1312 -1,1598 -2,1486 -3,0724 -3,9403 -4,7601 -5,5242 -6,1945 -6,6863 -6,8928 -6,7658 -6,3883 -5,9555 -5,6545 -5,5489 -5,5774 -5,6452 -5,6929 -5,6910 -5,6173 -5,4561 -5,2025 -4,8640 -4,4717 -4,0846 -3,7736 -3,5883 -3,5226 -3,5211 -3,5229 -3,4876 -3,3923 -3,2427 -3,0804 -2,9445 -2,8288 -2,6932 -2,5047 -2,2596 -1,9690 -1,6287 -1,2097 -0,6931
F7    -6,6853 -6,5338 -6,2866 -5,9773 -5,6236 -5,2316 -4,8172 -4,4237 -4,1095 -3,9112 -3,8331 -3,8709 -4,0164 -4,2329 -4,4412 -4,5434 -4,4728 -4,2324 -3,8818 -3,4771 -3,0315 -2,5357 -1,9946 -1,4269 -0,8492 -0,2765 0,2793 0,8089 1,2873 1,6636 1,8929 1,9816 2,0027 2,0715 2,2986 2,7435 3,3954 4,1820 4,9947 5,7257 6,3029 6,7042 6,9516 7,0940 7,1789 7,2247 7,2167 7,1268 6,9373 6,6515 6,2829 5,8409 5,3361 4,7926 4,2497 3,7591 3,3820 3,1752 3,1564 3,2819 3,4726 3,6655 3,8372 3,9908 4,1344 4,2766 4,4315 4,6102 4,7978 4,9532 5,0374 5,0371 4,9625 4,8344 4,6707 4,4702 4,2121 3,8873 3,5339 3,2247 3,0159 2,9137 2,8861 2,8891 2,8851 2,8608 2,8407 2,8728 2,9825 3,1491 3,3322 3,5097 3,6889 3,8991 4,1764 4,5307 4,9196 5,2681 5,5024 5,5640 5,4257 5,1220 4,7538 4,4426 4,2800 4,3074 4,5161 4,8565 5,2582 5,6579 6,0206 6,3543 6,7123 7,1594 7,7193 8,3531 8,9811 9,5175 9,8843 10,0059 9,8078 9,2328 8,2670 6,9524 5,3816 3,6856 2,0191 0,5292 -0,6912 -1,6235 -2,3006 -2,7804 -3,1327 -3,4096 -3,6054 -3,6519 -3,4599 -2,9777 -2,2317 -1,3269 -0,4063 0,4080 1,0556 1,5407 1,9084 2,2134 2,4914 2,7502 2,9828 3,1882 3,3936 3,6533 4,0098 4,4556 4,9413 5,4144 5,8499 6,2535 6,6380 6,9903 7,2702 7,4561 7,5796 7,7038 7,8660 8,0410 8,1521 8,1230 7,9220 7,5692 7,1145 6,6112 6,0990 5,5996 5,1262 4,6932 4,3148 3,9980 3,7386 3,5165 3,2950 3,0326 2,7047 2,3244 1,9499 1,6686 1,5467 1,5744 1,6698 1,7429 1,7536 1,7177 1,6817 1,6977 1,8086 2,0235 2,2960 2,5370 2,6508 2,5642 2,2516 1,7466 1,1175 0,4333 -0,2464 -0,8756 -1,4332 -1,9214 -2,3547 -2,7538 -3,1499 -3,5841 -4,0843 -4,6397 -5,2074 -5,7431 -6,2196 -6,6204 -6,9278 -7,1195 -7,1759 -7,0951 -6,9149 -6,7226 -6,6187 -6,6602 -6,8358 -7,0771 -7,2852 -7,3761 -7,3315 -7,2093 -7,0975 -7,0568 -7,0917 -7,1567 -7,1856 -7,1260 -6,9590 -6,6941 -6,3481 -5,9393 -5,4956 -5,0545 -4,6438 -4,2628 -3,8938 -3,5356 -3,2103 -2,9382 -2,7181 -2,5371 -2,3911 -2,2891 -2,2340 -2,2094 -2,1810 -2,1050 -1,9506 -1,7299 -1,4929 -1,2743 -1,0550 -0,7879 -0,4464 -0,0375 0,4162 0,8952 1,3900 1,8912 2,3609 2,7229 2,9007 2,8646 2,6335 2,2521 1,7814 1,2875 0,8130 0,3613 -0,0903 -0,5675 -1,0868 -1,6377 -2,1536 -2,5255 -2,6829 -2,6490 -2,5078 -2,3359 -2,1803 -2,0890 -2,1341 -2,3814 -2,8428 -3,4692 -4,1818 -4,9019 -5,5611 -6,1083 -6,5144 -6,7678 -6,8791 -6,8884 -6,8522 -6,8207 -6,8297 -6,8928 -6,9976 -7,1252 -7,2780 -7,4797 -7,7387 -8,0121 -8,2143 -8,2700 -8,1537 -7,8724 -7,4335 -6,8511 -6,1712 -5,4675 -4,8125 -4,2590 -3,8338 -3,5228 -3,2698 -3,0126 -2,7247 -2,4204 -2,1246 -1,8480 -1,5938 -1,3665 -1,1561 -0,9242 -0,6234 -0,2286 0,2533 0,8029 1,4090 2,0635 2,7361 3,3589 3,8482 4,1449 4,2406 4,1826 4,0488 3,9049 3,7883 3,7201 3,7113 3,7585 3,8506 3,9823 4,1605 4,4033 4,7289 5,1364 5,5952 6,0517 6,4469 6,7359 6,9053 6,9828 7,0330 7,1295 7,3143 7,5830 7,9022 8,2251 8,4893 8,6292 8,6053 8,4201 8,0987 7,6626 7,1344 6,5597 6,0069 5,5422 5,1996 4,9670 4,8090 4,7120 4,7003 4,7995 4,9965 5,2454 5,5038 5,7433 5,9346 6,0440 6,0471 5,9394 5,7292 5,4214 5,0128 4,5105 3,9498 3,3900 2,9036 2,5611 2,4048 2,4304 2,5975 2,8477 3,1153 3,3499 3,5432 3,7215 3,9022 4,0662 4,1888 4,2802 4,3691 4,4604 4,5317 4,5574 4,5261 4,4487 4,3537 4,2749 4,2389 4,2589 4,3406 4,4904 4,7111 4,9938 5,3220 5,6836 6,0808 6,5252 7,0176 7,5300 8,0031 8,3667 8,5739 8,6157 8,5154 8,3145 8,0535 7,7593 7,4487 7,1425 6,8753 6,6892 6,6137 6,6551 6,7976 6,9916 7,1447 7,1577 6,9823 6,6333 6,1561 5,5991 5,0051 4,4114 3,8571 3,3881 3,0432 2,8322 2,7187 2,6231 2,4492 2,1300 1,6616 1,1014 0,5389 0,0676 -0,2329 -0,3035 -0,1145 0,3031 0,8267 1,2711 1,4724 1,3563 0,9616 0,4258 -0,0862 -0,4824 -0,7766 -1,0267 -1,2617 -1,4731 -1,6509 -1,8040 -1,9493 -2,0929 -2,2382 -2,4096 -2,6507 -2,9873 -3,4070 -3,8801 -4,3816 -4,8904 -5,3841 -5,8392 -6,2267 -6,5181 -6,6989 -6,7603 -6,6855 -6,4521 -6,0438 -5,4693 -4,7800 -4,0650 -3,4200 -2,9161 -2,5815 -2,3888 -2,2494 -2,0316 -1,6224 -0,9911 -0,1929 0,6717 1,4876 2,1597 2,6630 3,0590 3,4505 3,9206 4,5028 5,1791 5,8910 6,5750 7,1921 7,7172 8,1157 8,3448 8,3683 8,1712 7,7791 7,2668 6,7376 6,2840 5,9504 5,7176 5,5289 5,3441 5,1716 5,0480 4,9925 4,9854 4,9828 4,9384 4,8125 4,5766 4,2115 3,6950 3,0126 2,1972 1,3274 0,4661 -0,3765 -1,2130 -2,0386 -2,8238 -3,5100 -4,0056 -4,2146 -4,1032 -3,7530 -3,3365 -3,0143 -2,8361 -2,7436 -2,6591 -2,5457 -2,3921 -2,1893 -1,9327 -1,6230 -1,2637 -0,8722 -0,4857 -0,1546 0,0742 0,1870 0,2172 0,2154 0,2177 0,2402 0,2726 0,2764 0,2184 0,1109 0,0004 -0,0716 -0,0831 -0,0206 0,1327 0,3951 0,7698
