Fp1   -6,3843 -5,3912 -4,3793 -3,5002 -2,8754 -2,5660 -2,5794 -2,8798 -3,3632 -3,8483 -4,1488 -4,1819 -4,0141 -3,8141 -3,7454 -3,8454 -3,9757 -3,9062 -3,4594 -2,6106 -1,5105 -0,4204 0,4153 0,8824 1,0367 1,0553 1,1248 1,3446 1,6920 2,0736 2,4384 2,8256 3,2874 3,8100 4,3126 4,6830 4,8315 4,7520 4,5345 4,2996 4,1074 3,9262 3,6854 3,3475 2,9339 2,5019 2,1162 1,8372 1,7233 1,8211 2,1295 2,5922 3,1515 3,7629 4,3412 4,7498 4,8840 4,7708 4,5732 4,4885 4,6407 5,0508 5,6616 6,3553 6,9577 7,2660 7,1390 6,5963 5,8137 5,0090 4,3278 3,8205 3,5035 3,4251 3,6804 4,3730 5,5303 7,0225 8,5625 9,8238 10,6079 10,9415 11,0210 11,0622 11,2006 11,4888 11,9271 12,4774 13,0570 13,5537 13,8908 14,0978 14,3152 14,7088 15,3390 16,0932 16,7523 17,1446 17,2481 17,1538 16,9372 16,5637 15,9347 15,0255 13,9332 12,7837 11,6454 10,5314 9,4441 8,4134 7,4803 6,6161 5,6727 4,4499 2,8301 0,8781 -1,1608 -2,9875 -4,4086 -5,3844 -5,9660 -6,2527 -6,4049 -6,6343 -7,1359 -8,0257 -9,3372 -11,0452 -13,0581 -15,1898 -17,1755 -18,7533 -19,7573 -20,1506 -19,9739 -19,2642 -18,0415 -16,3714 -14,3967 -12,2708 -10,0663 -7,7718 -5,3705 -2,8980 -0,4450 1,8602 3,8857 5,5639 6,9327 8,1003 9,1772 10,2269 11,2553 12,2354 13,1287 13,8698 14,3543 14,4758 14,1878 13,5511 12,7293 11,8923 11,0991 10,2817 9,3324 8,2192 7,0576 6,0689 5,4537 5,2997 5,5759 6,1729 6,9255 7,5985 7,9156 7,6734 6,8428 5,5637 4,0602 2,5396 1,1306 -0,1190 -1,2146 -2,1762 -3,0088 -3,7061 -4,2699 -4,6863 -4,8774 -4,7424 -4,2801 -3,6183 -2,9050 -2,2160 -1,5708 -0,9870 -0,4902 -0,1001 0,1734 0,3371 0,4318 0,5319 0,7006 0,9248 1,1230 1,2465 1,3328 1,4439 1,5985 1,7751 1,9302 1,9958 1,9005 1,6341 1,2815 0,9618 0,7415 0,6260 0,5948 0,6037 0,5889 0,5180 0,4285 0,3794 0,3654 0,3260 0,2371 0,1526 0,1482 0,2391 0,3567 0,4207 0,4294 0,4555 0,5751 0,8087 1,0981 1,3377 1,4601 1,5006 1,5868 1,8764 2,4798 3,4022 4,5536 5,8214 7,1462 8,5197 9,9008 11,1751 12,2305 13,0496 13,7216 14,3815 15,1193 15,9121 16,6383 17,1691 17,4632 17,5823 17,6207 17,6243 17,5791 17,4594 17,2435 16,8626 16,1777 15,0668 13,5556 11,8501 10,2409 8,9775 8,1824 7,8223 7,7607 7,8627 8,0675 8,3739 8,7620 9,1488 9,4519 9,6742 9,9051 10,2358 10,6559 11,0365 11,2122 11,0539 10,4851 9,5006 8,1967 6,7541 5,3697 4,1967 3,3179 2,7326 2,3525 2,0434 1,7056 1,3277 0,9765 0,7451 0,6949 0,8121 1,0219 1,2593 1,5060 1,7450 1,9076 1,8907 1,6277 1,1512 0,5729 -0,0150 -0,6039 -1,2244 -1,8756 -2,5116 -3,0703 -3,5069 -3,8081 -3,9879 -4,0717 -4,0665 -3,9325 -3,5710 -2,8310 -1,5702 0,2339 2,4347 4,7935 7,0750 9,0784 10,6602 11,7738 12,4729 12,8746 13,1168 13,3029 13,4566 13,5471 13,5677 13,5725 13,6299 13,7686 13,9996 14,3719 14,9611 15,7910 16,7941 17,8533 18,8753 19,8211 20,6665 21,3643 21,8649 22,1387 22,1624 21,9228 21,4537 20,8459 20,1995 19,5596 18,9009 18,1925 17,4737 16,8420 16,3949 16,2033 16,3058 16,7030 17,3509 18,1761 19,1106 20,0926 21,0301 21,8061 22,3268 22,5508 22,4844 22,1689 21,6811 21,1270 20,6132 20,2098 19,9321 19,7580 19,6711 19,6691 19,7176 19,7113 19,5084 19,0209 18,2658 17,3489 16,4298 15,6799 15,2320 15,1475 15,4086 15,9435 16,6713 17,5223 18,4226 19,2911 20,0829 20,8176 21,5178 22,1170 22,4595 22,3954 21,8749 20,9625 19,8028 18,6089 17,6428 17,1301 17,1449 17,5716 18,1924 18,8104 19,2952 19,5846 19,6935 19,6936 19,6783 19,7482 19,9794 20,3700 20,8428 21,3104 21,7151 22,0313 22,2625 22,4249 22,5323 22,6199 22,7627 23,0465 23,5371 24,2816 25,2900 26,4729 27,6079 28,4327 28,8199 28,8577 28,7829 28,8592 29,2535 29,9425 30,7112 31,2726 31,4391 31,2159 30,7596 30,2682 29,8785 29,6369 29,5559 29,6727 30,0296 30,6002 31,2670 31,8708 32,2453 32,2299 31,7291 30,8022 29,6818 28,6719 27,9820 27,6164 27,3995 27,0956 26,5277 25,6451 24,5286 23,3428 22,2628 21,4081 20,8006 20,3544 19,9062 19,2673 18,2717 16,8365 15,0139 12,9702 10,9124 9,0191 7,4008 6,1029 5,1204 4,3835 3,7544 3,0878 2,3189 1,5033 0,7896 0,3475 0,2975 0,6830 1,4674 2,5173 3,6066 4,4978 5,0393 5,1870 4,9845 4,5612 4,0978 3,7530 3,6369 3,8466 4,4771 5,5664 7,0423 8,7448 10,4991 12,1835 13,7499 15,1894 16,4937 17,6481 18,6294 19,3909 19,8573 19,9609 19,7242 19,3129 18,9805 18,9482 19,3232 20,0807 21,0932 22,1764 23,1203 23,7319 23,9144 23,7022 23,2029 22,5203 21,7242 20,8473 19,8855 18,8185 17,6542 16,4360 15,2014 13,9448 12,6185 11,1673 9,5708 7,8786 6,2222 4,7723 3,6360 2,7991 2,1853 1,7340 1,3919 1,0812 0,7221 0,2752 -0,2366 -0,7383 -1,1484 -1,4279 -1,6037 -1,7498 -1,9059 -1,9999 -1,8922 -1,5097 -0,9108 -0,2387 0,3310 0,6294 0,5670 0,1825 -0,3920 -0,9829 -1,3973 -1,4795 -1,2046 -0,7193 -0,2680 -0,0583 -0,1845 -0,6151 -1,2047 -1,7435 -2,0458 -2,0232 -1,6945 -1,1376 -0,4356 0,3362 1,1026
Fz    -2,0328 -1,4506 -0,9100 -0,4726 -0,1938 -0,1050 -0,2101 -0,4854 -0,8677 -1,2527 -1,5330 -1,6533 -1,6329 -1,5466 -1,4784 -1,4633 -1,4558 -1,3621 -1,1080 -0,6899 -0,1874 0,2753 0,5999 0,7575 0,7884 0,7784 0,8202 0,9693 1,2127 1,4802 1,7018 1,8505 1,9310 1,9560 1,9376 1,8804 1,7839 1,6590 1,5333 1,4281 1,3248 1,1595 0,8628 0,4128 -0,1453 -0,7209 -1,2155 -1,5553 -1,7058 -1,6694 -1,4838 -1,2172 -0,9422 -0,7104 -0,5499 -0,4739 -0,4793 -0,5342 -0,5753 -0,5372 -0,3844 -0,1208 0,2215 0,5875 0,8933 1,0326 0,9227 0,5629 0,0448 -0,5007 -0,9731 -1,3263 -1,5369 -1,5728 -1,3957 -0,9831 -0,3557 0,3995 1,1415 1,7290 2,0823 2,2159 2,2219 2,2167 2,2961 2,5167 2,8864 3,3555 3,8248 4,1897 4,4016 4,4946 4,5562 4,6649 4,8379 5,0187 5,1154 5,0670 4,8834 4,6329 4,3880 4,1707 3,9554 3,7287 3,5202 3,3643 3,2564 3,1529 3,0021 2,7817 2,5093 2,2099 1,8832 1,5041 1,0520 0,5469 0,0638 -0,3039 -0,5049 -0,5509 -0,4959 -0,4185 -0,4060 -0,5244 -0,7990 -1,2300 -1,8142 -2,5435 -3,3819 -4,2425 -4,9912 -5,4965 -5,6979 -5,6308 -5,3802 -5,0126 -4,5551 -4,0258 -3,4528 -2,8482 -2,1872 -1,4270 -0,5419 0,4619 1,5439 2,6290 3,6255 4,4662 5,1375 5,6717 6,1241 6,5471 6,9743 7,4250 7,9071 8,3990 8,8373 9,1362 9,2205 9,0585 8,6887 8,2060 7,7050 7,2365 6,8105 6,4345 6,1511 6,0269 6,1089 6,4044 6,8896 7,5190 8,2257 8,9109 9,4530 9,7561 9,7895 9,5874 9,2216 8,7703 8,2967 7,8459 7,4474 7,1192 6,8688 6,6881 6,5532 6,4487 6,3974 6,4371 6,5577 6,6945 6,7886 6,8256 6,8191 6,7822 6,7182 6,6163 6,4480 6,1865 5,8411 5,4674 5,1358 4,8885 4,7294 4,6484 4,6351 4,6601 4,6642 4,5883 4,4157 4,1707 3,8857 3,5895 3,3243 3,1367 3,0460 3,0386 3,0801 3,1155 3,0838 2,9615 2,7753 2,5544 2,2877 1,9490 1,5494 1,1388 0,7605 0,4163 0,0818 -0,2468 -0,5278 -0,7017 -0,7345 -0,6379 -0,4703 -0,3158 -0,2398 -0,2580 -0,3373 -0,4074 -0,3809 -0,1897 0,1876 0,7281 1,3841 2,0893 2,7534 3,2831 3,6307 3,8214 3,9337 4,0559 4,2533 4,5509 4,9336 5,3617 5,7917 6,1887 6,5258 6,7856 6,9679 7,0849 7,1343 7,0753 6,8386 6,3720 5,6957 4,9230 4,2172 3,7146 3,4646 3,4193 3,4738 3,5308 3,5436 3,5119 3,4478 3,3589 3,2651 3,2071 3,2226 3,3113 3,4140 3,4341 3,2921 2,9582 2,4430 1,7843 1,0465 0,3091 -0,3544 -0,8889 -1,2642 -1,4895 -1,6128 -1,6901 -1,7528 -1,7986 -1,8019 -1,7365 -1,5957 -1,3967 -1,1636 -0,9029 -0,6045 -0,2748 0,0361 0,2522 0,3245 0,2776 0,1965 0,1592 0,1892 0,2723 0,3857 0,4994 0,5679 0,5388 0,3778 0,0836 -0,3186 -0,7845 -1,2579 -1,6799 -1,9822 -2,0846 -1,9337 -1,5416 -0,9635 -0,2562 0,5224 1,3057 2,0384 2,6912 3,2567 3,7460 4,1784 4,5609 4,8899 5,1738 5,4318 5,6655 5,8587 6,0191 6,2054 6,4888 6,8852 7,3391 7,7692 8,1188 8,3724 8,5368 8,6222 8,6409 8,6049 8,5209 8,4014 8,2809 8,2061 8,1970 8,2247 8,2309 8,1732 8,0537 7,9071 7,7779 7,7101 7,7409 7,8872 8,1275 8,4034 8,6527 8,8333 8,9196 8,9008 8,7870 8,5997 8,3582 8,0776 7,7739 7,4680 7,1929 6,9969 6,9204 6,9589 7,0564 7,1370 7,1404 7,0302 6,7915 6,4351 5,9946 5,5157 5,0552 4,6738 4,4191 4,3146 4,3619 4,5506 4,8629 5,2647 5,6965 6,0851 6,3776 6,5687 6,6803 6,7167 6,6516 6,4505 6,0988 5,6109 5,0324 4,4523 3,9978 3,7849 3,8479 4,1121 4,4435 4,7269 4,9001 4,9530 4,9222 4,8739 4,8767 4,9853 5,2249 5,5760 5,9858 6,4008 6,7861 7,1255 7,4143 7,6456 7,8107 7,9254 8,0427 8,2261 8,5205 8,9501 9,5141 10,1578 10,7605 11,1894 11,3862 11,4007 11,3535 11,3793 11,5687 11,9184 12,3272 12,6545 12,8073 12,7873 12,6681 12,5463 12,5035 12,5819 12,7715 13,0290 13,3192 13,6255 13,9197 14,1405 14,2004 14,0174 13,5633 12,9018 12,1839 11,5848 11,2125 11,0570 11,0169 10,9641 10,7958 10,4652 9,9899 9,4366 8,8905 8,4230 8,0678 7,8074 7,5757 7,2786 6,8257 6,1739 5,3524 4,4413 3,5336 2,7110 2,0292 1,5143 1,1623 0,9313 0,7436 0,5194 0,2187 -0,1433 -0,5121 -0,8235 -1,0214 -1,0627 -0,9250 -0,6240 -0,2215 0,1936 0,5379 0,7544 0,8239 0,7748 0,6740 0,5958 0,5991 0,7284 1,0132 1,4469 1,9798 2,5505 3,1274 3,7194 4,3509 5,0280 5,7289 6,4157 7,0389 7,5359 7,8463 7,9510 7,9038 7,8190 7,8201 7,9929 8,3652 8,9043 9,5297 10,1343 10,6085 10,8742 10,9278 10,8463 10,7343 10,6597 10,6325 10,6190 10,5659 10,4317 10,2146 9,9477 9,6693 9,3982 9,1247 8,8210 8,4661 8,0603 7,6216 7,1710 6,7136 6,2441 5,7798 5,3641 5,0206 4,7229 4,4200 4,0740 3,6783 3,2610 2,8710 2,5487 2,3010 2,1001 1,9138 1,7423 1,6145 1,5439 1,5064 1,4562 1,3398 1,1013 0,7121 0,2044 -0,3387 -0,8257 -1,1902 -1,4088 -1,5092 -1,5605 -1,6369 -1,7833 -2,0119 -2,3049 -2,6084 -2,8455 -2,9559 -2,9256 -2,7741 -2,5202 -2,1701 -1,7416 -1,2782
F3    -1,8979 -1,3171 -0,7578 -0,2710 0,0933 0,2934 0,3059 0,1370 -0,1619 -0,4969 -0,7709 -0,9359 -1,0134 -1,0721 -1,1790 -1,3425 -1,4879 -1,4967 -1,2807 -0,8333 -0,2381 0,3689 0,8664 1,1953 1,3663 1,4396 1,4886 1,5633 1,6633 1,7425 1,7563 1,6980 1,5863 1,4418 1,2786 1,1004 0,9080 0,7157 0,5563 0,4584 0,4099 0,3464 0,1902 -0,0960 -0,4901 -0,9326 -1,3554 -1,6967 -1,9047 -1,9415 -1,8035 -1,5317 -1,1880 -0,8334 -0,5294 -0,3355 -0,2807 -0,3324 -0,4053 -0,4116 -0,3042 -0,0820 0,2241 0,5566 0,8242 0,9121 0,7338 0,2931 -0,3058 -0,9178 -1,4319 -1,7967 -1,9903 -1,9868 -1,7521 -1,2583 -0,5150 0,3949 1,3188 2,0955 2,6296 2,9298 3,0843 3,1986 3,3490 3,5735 3,8745 4,2154 4,5240 4,7270 4,8026 4,8018 4,8194 4,9383 5,1799 5,4886 5,7689 5,9510 6,0304 6,0528 6,0588 6,0394 5,9506 5,7795 5,5701 5,3767 5,2124 5,0481 4,8445 4,5873 4,2936 3,9757 3,6058 3,1286 2,5089 1,7728 1,0127 0,3449 -0,1505 -0,4521 -0,5849 -0,6098 -0,6161 -0,6987 -0,9331 -1,3665 -2,0207 -2,8858 -3,9072 -4,9755 -5,9376 -6,6469 -7,0275 -7,1026 -6,9561 -6,6658 -6,2755 -5,8196 -5,3364 -4,8361 -4,2725 -3,5736 -2,7000 -1,6730 -0,5641 0,5224 1,4806 2,2510 2,8467 3,3280 3,7597 4,1818 4,6070 5,0413 5,4953 5,9608 6,3862 6,6908 6,8045 6,7032 6,4278 6,0564 5,6472 5,2134 4,7449 4,2515 3,7962 3,4814 3,3977 3,5863 4,0333 4,6812 5,4378 6,1774 6,7573 7,0694 7,0865 6,8613 6,4899 6,0656 5,6489 5,2653 4,9207 4,6179 4,3621 4,1530 3,9792 3,8341 3,7414 3,7370 3,8152 3,9208 4,0044 4,0586 4,1021 4,1488 4,1960 4,2207 4,1808 4,0391 3,7991 3,5099 3,2337 3,0054 2,8276 2,6991 2,6299 2,6175 2,6305 2,6311 2,6034 2,5469 2,4561 2,3318 2,2031 2,1120 2,0766 2,0834 2,1012 2,0846 1,9885 1,8033 1,5653 1,3118 1,0345 0,7015 0,3160 -0,0727 -0,4162 -0,7111 -0,9887 -1,2605 -1,4825 -1,5869 -1,5373 -1,3549 -1,1116 -0,8988 -0,7776 -0,7490 -0,7623 -0,7415 -0,6147 -0,3417 0,0737 0,5970 1,1858 1,7942 2,3599 2,8179 3,1448 3,3781 3,5882 3,8375 4,1589 4,5508 4,9837 5,4170 5,8182 6,1709 6,4691 6,7087 6,8895 7,0178 7,0882 7,0582 6,8516 6,4046 5,7291 4,9364 4,1929 3,6407 3,3381 3,2469 3,2730 3,3300 3,3767 3,4109 3,4365 3,4487 3,4510 3,4682 3,5339 3,6602 3,8080 3,8958 3,8449 3,6075 3,1647 2,5309 1,7642 0,9542 0,1954 -0,4344 -0,8890 -1,1697 -1,3229 -1,4084 -1,4649 -1,4974 -1,4862 -1,4057 -1,2461 -1,0235 -0,7648 -0,4805 -0,1623 0,1839 0,5077 0,7296 0,7918 0,7012 0,5224 0,3235 0,1357 -0,0365 -0,1928 -0,3305 -0,4501 -0,5647 -0,6977 -0,8676 -1,0737 -1,2914 -1,4797 -1,5903 -1,5632 -1,3337 -0,8730 -0,2151 0,5709 1,4178 2,2610 3,0381 3,7085 4,2591 4,6904 5,0145 5,2531 5,4212 5,5236 5,5747 5,6061 5,6480 5,7226 5,8656 6,1385 6,5895 7,1978 7,8730 8,5126 9,0566 9,4990 9,8595 10,1531 10,3828 10,5401 10,6063 10,5677 10,4411 10,2740 10,1076 9,9418 9,7421 9,4864 9,2021 8,9558 8,8208 8,8547 9,0857 9,5022 10,0452 10,6244 11,1575 11,5925 11,8943 12,0369 12,0105 11,8215 11,4864 11,0324 10,5023 9,9547 9,4565 9,0689 8,8244 8,7086 8,6692 8,6435 8,5796 8,4386 8,1961 7,8551 7,4469 7,0215 6,6423 6,3732 6,2567 6,3022 6,4881 6,7747 7,1200 7,4808 7,8031 8,0267 8,1195 8,1026 8,0240 7,9110 7,7568 7,5398 7,2477 6,8871 6,4887 6,1196 5,8814 5,8681 6,1051 6,5256 7,0131 7,4645 7,8160 8,0437 8,1670 8,2356 8,3047 8,4211 8,6121 8,8691 9,1504 9,4111 9,6268 9,7970 9,9347 10,0455 10,1201 10,1604 10,2005 10,2915 10,4788 10,7964 11,2526 11,7997 12,3270 12,7139 12,9104 12,9670 12,9968 13,1206 13,4131 13,8572 14,3402 14,7128 14,8774 14,8306 14,6396 14,3968 14,1880 14,0716 14,0666 14,1625 14,3398 14,5716 14,8115 14,9939 15,0431 14,8913 14,5114 13,9490 13,3236 12,7835 12,4302 12,2686 12,2212 12,1822 12,0638 11,8214 11,4616 11,0333 10,6017 10,2185 9,9026 9,6356 9,3708 9,0472 8,6000 7,9860 7,2135 6,3405 5,4458 4,6046 3,8707 3,2699 2,7977 2,4161 2,0636 1,6863 1,2664 0,8282 0,4221 0,1026 -0,0846 -0,1069 0,0491 0,3590 0,7509 1,1291 1,4136 1,5594 1,5621 1,4666 1,3563 1,3152 1,4015 1,6531 2,0895 2,6914 3,3932 4,1147 4,8039 5,4537 6,0806 6,6907 7,2667 7,7818 8,2096 8,5190 8,6768 8,6707 8,5433 8,3980 8,3617 8,5292 8,9293 9,5195 10,2032 10,8567 11,3580 11,6259 11,6618 11,5465 11,3823 11,2340 11,1120 10,9875 10,8174 10,5686 10,2391 9,8531 9,4394 9,0132 8,5699 8,0933 7,5756 7,0318 6,5002 6,0244 5,6252 5,2947 5,0239 4,8164 4,6598 4,5089 4,3126 4,0452 3,7174 3,3694 3,0492 2,7847 2,5662 2,3555 2,1211 1,8703 1,6413 1,4625 1,3300 1,2152 1,0707 0,8373 0,4775 0,0099 -0,4955 -0,9506 -1,2761 -1,4270 -1,4186 -1,3256 -1,2429 -1,2366 -1,3284 -1,4998 -1,6952 -1,8379 -1,8657 -1,7545 -1,5163 -1,1774 -0,7671 -0,3257 0,0931
F7    -2,0394 -1,4229 -0,7950 -0,2249 0,2195 0,4874 0,5597 0,4544 0,2300 -0,0277 -0,2433 -0,3900 -0,4961 -0,6213 -0,8136 -1,0606 -1,2762 -1,3491 -1,2076 -0,8542 -0,3666 0,1340 0,5370 0,7831 0,8775 0,8722 0,8317 0,8031 0,7998 0,8047 0,8029 0,8040 0,8209 0,8445 0,8448 0,7887 0,6627 0,4883 0,3166 0,2016 0,1659 0,1823 0,1937 0,1520 0,0408 -0,1288 -0,3317 -0,5375 -0,7098 -0,8077 -0,8020 -0,6879 -0,4779 -0,2057 0,0564 0,2189 0,2363 0,1478 0,0517 0,0395 0,1548 0,3967 0,7289 1,0775 1,3325 1,3786 1,1533 0,6949 0,1255 -0,4184 -0,8441 -1,1105 -1,1986 -1,0908 -0,7721 -0,2389 0,4866 1,3293 2,1579 2,8300 3,2586 3,4502 3,4879 3,4752 3,4890 3,5655 3,7028 3,8643 3,9922 4,0395 4,0035 3,9370 3,9273 4,0535 4,3386 4,7298 5,1294 5,4576 5,6936 5,8651 6,0019 6,0942 6,1012 6,0056 5,8371 5,6359 5,4173 5,1749 4,8989 4,5922 4,2709 3,9380 3,5566 3,0673 2,4384 1,7041 0,9623 0,3294 -0,1195 -0,3703 -0,4491 -0,4067 -0,3229 -0,3045 -0,4593 -0,8651 -1,5534 -2,5081 -3,6664 -4,9184 -6,1182 -7,1172 -7,8149 -8,1919 -8,2928 -8,1722 -7,8690 -7,4262 -6,8986 -6,3223 -5,6852 -4,9483 -4,0934 -3,1461 -2,1663 -1,2365 -0,4406 0,1765 0,6344 0,9988 1,3392 1,6977 2,0821 2,4871 2,9123 3,3458 3,7420 4,0366 4,1827 4,1727 4,0359 3,8091 3,5022 3,0993 2,5914 2,0132 1,4584 1,0523 0,8948 1,0218 1,4055 1,9753 2,6288 3,2298 3,6273 3,7157 3,4905 3,0473 2,5266 2,0438 1,6479 1,3242 1,0243 0,7037 0,3430 -0,0578 -0,4895 -0,9221 -1,2897 -1,5145 -1,5623 -1,4594 -1,2586 -1,0068 -0,7431 -0,5036 -0,3187 -0,2131 -0,2081 -0,3017 -0,4468 -0,5629 -0,5883 -0,5246 -0,4267 -0,3442 -0,2855 -0,2374 -0,1967 -0,1742 -0,1835 -0,2342 -0,3249 -0,4315 -0,5130 -0,5463 -0,5561 -0,5947 -0,7018 -0,8910 -1,1488 -1,4283 -1,6608 -1,8030 -1,8798 -1,9600 -2,0844 -2,2370 -2,3836 -2,5200 -2,6719 -2,8513 -3,0224 -3,1234 -3,1124 -2,9876 -2,7857 -2,5640 -2,3659 -2,1969 -2,0286 -1,8166 -1,5257 -1,1527 -0,7310 -0,3040 0,1106 0,5229 0,9361 1,3302 1,6869 2,0161 2,3511 2,7219 3,1305 3,5462 3,9239 4,2312 4,4667 4,6613 4,8545 5,0630 5,2721 5,4527 5,5721 5,5836 5,4225 5,0342 4,4260 3,6901 2,9668 2,3784 1,9806 1,7496 1,6151 1,5149 1,4292 1,3711 1,3505 1,3523 1,3574 1,3716 1,4254 1,5430 1,7046 1,8443 1,8839 1,7613 1,4390 0,9230 0,2752 -0,4100 -1,0449 -1,5626 -1,9188 -2,1033 -2,1495 -2,1177 -2,0628 -2,0147 -1,9722 -1,9131 -1,8182 -1,6940 -1,5637 -1,4357 -1,2917 -1,1134 -0,9151 -0,7468 -0,6624 -0,6810 -0,7794 -0,9253 -1,1046 -1,3103 -1,5194 -1,6912 -1,7860 -1,7911 -1,7366 -1,6782 -1,6591 -1,6843 -1,7264 -1,7408 -1,6625 -1,4133 -0,9494 -0,2965 0,4732 1,2838 2,0721 2,7940 3,4311 3,9801 4,4334 4,7796 5,0098 5,1148 5,0908 4,9642 4,8019 4,6796 4,6422 4,7092 4,9066 5,2659 5,7875 6,4265 7,1165 7,7969 8,4213 8,9510 9,3542 9,6150 9,7357 9,7254 9,5954 9,3735 9,1122 8,8634 8,6396 8,4072 8,1345 7,8465 7,6159 7,5176 7,5954 7,8472 8,2248 8,6494 9,0452 9,3742 9,6396 9,8531 10,0137 10,1095 10,1232 10,0374 9,8475 9,5751 9,2678 8,9805 8,7523 8,5954 8,4968 8,4293 8,3630 8,2661 8,0935 7,7960 7,3559 6,8069 6,2197 5,6817 5,2758 5,0563 5,0336 5,1776 5,4381 5,7686 6,1332 6,4949 6,8116 7,0629 7,2709 7,4695 7,6583 7,8024 7,8644 7,8272 7,6927 7,4824 7,2526 7,0955 7,0995 7,2965 7,6433 8,0542 8,4439 8,7416 8,9023 8,9316 8,8825 8,8232 8,8111 8,8749 9,0009 9,1448 9,2665 9,3548 9,4245 9,4990 9,5826 9,6536 9,6940 9,7119 9,7321 9,7877 9,9223 10,1735 10,5352 10,9409 11,2980 11,5513 11,7109 11,8326 11,9894 12,2423 12,6009 13,0034 13,3490 13,5624 13,6291 13,5792 13,4581 13,3072 13,1582 13,0406 12,9871 13,0207 13,1318 13,2756 13,3933 13,4251 13,3129 13,0183 12,5570 12,0142 11,5163 11,1640 10,9779 10,8999 10,8380 10,7127 10,4881 10,1785 9,8318 9,5073 9,2512 9,0762 8,9558 8,8406 8,6734 8,3934 7,9546 7,3559 6,6401 5,8647 5,0815 4,3316 3,6504 3,0661 2,5810 2,1606 1,7555 1,3380 0,9258 0,5756 0,3543 0,3089 0,4528 0,7637 1,1845 1,6319 2,0211 2,2859 2,3795 2,2818 2,0231 1,6870 1,3792 1,1981 1,2221 1,4949 2,0013 2,6633 3,3767 4,0652 4,7108 5,3383 5,9689 6,5922 7,1750 7,6820 8,0857 8,3636 8,5018 8,5183 8,4832 8,4981 8,6480 8,9671 9,4288 9,9555 10,4433 10,7878 10,9158 10,8219 10,5721 10,2591 9,9564 9,7008 9,4929 9,3039 9,0942 8,8369 8,5270 8,1775 7,8063 7,4196 7,0087 6,5654 6,1006 5,6522 5,2708 4,9819 4,7622 4,5645 4,3576 4,1284 3,8673 3,5745 3,2685 2,9808 2,7437 2,5727 2,4528 2,3443 2,2089 2,0419 1,8820 1,7819 1,7651 1,8136 1,8861 1,9281 1,8745 1,6743 1,3226 0,8684 0,4034 0,0433 -0,1131 -0,0360 0,2148 0,5233 0,7759 0,8987 0,8719 0,7346 0,5697 0,4609 0,4508 0,5330 0,6766 0,8509 1,0300 1,1949
