"Participant_ID","Participant_number","Pseudolanguage_version","Codeswitching_average","L1_Proficiency_Score","L2_Proficiency_Score","Multilingual_Language_Diversity_Score","total_correct.x","listLength","total_correct.y","omissions","intrusions","repetitions","incongruent","congruent","difference_reaction_time","p_or_r","e1_H","e1_X","e2_H","e2_X","e3_H","e3_X","e4_H","e4_X","e5_H","e5_X","e1_L","e1_R","e1_T","e2_L","e2_R","e2_T","e3_L","e3_R","e3_T","e4_L","e4_R","e4_T","e5_L","e5_R","e5_T","eNA_NA","eNA_L","e1_TL","e2_TL","e3_TL","e4_TL","e5_TL"
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,NA,0,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ksjo8",17,"Mini-English",1.5,"0.96","0.89","1.59",26,6,4,2,556,NA,1110.15423728248,878.70740739946,-231.446829883018,"R",364.149999976158,384.900000095367,365.199999809265,607.400000095367,355.149999976158,556.900000095367,354.949999928474,728.800000190735,362.150000095367,619.800000190735,358.449999928474,341.200000047684,349.5,394.549999952316,338.350000023842,374.599999904633,365.5,341.800000071526,382.799999952316,359.449999928474,331.5,353.299999833107,363.700000047684,325.200000047684,360.100000143051,0,0,-5.70000004768372,29.3500001430511,10.3500000238419,4.5,1.54999995231628
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,3,7,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,3,7,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,5,3,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,5,3,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,6,1,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,4,4,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,7,1,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,7,1,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,8,0,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,8,0,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,NA,0,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"P",493.25,394.25,458.25,0,480.25,447.899999976158,488.049999952316,443.100000023842,649.700000047684,378.400000095367,1398.64999997616,1591.39999985695,1373.85000002384,3183.79999995232,17052.2000001669,999.950000047684,614.599999666214,0,364.649999856949,694.75,1613.70000004768,734.649999976158,1615.59999990463,1710.5,1963.54999995232,0,0,905.399999976158,2725.54999995232,134.349999666214,206.700000047684,965.899999856949
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,NA,0,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,6,1,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"ltsl3",18,"Mini-Norwegian",0,"1","0.79","1",16,4,4,2,567,NA,897.189655180635,1073.64736844364,176.457713263005,"R",484.5,423.5,432.750000119209,0,474.050000071526,796.100000143051,469.100000143051,857.25,749.400000095367,0,530.600000143051,871.100000023842,537.799999952316,505.599999904633,417.249999880791,566.450000047684,491.700000047684,391.350000143051,482.200000047684,497.700000047684,433.900000095367,541.799999952316,779.600000143051,1361.95000004768,644.799999952316,0,0,46.1000001430511,72.8499997854233,17.6499999761581,28.5999999046326,30.2000000476837
"qdvg4",7,"Mini-English",0,"0.86","0.71","1.44",NA,NA,NA,NA,NA,NA,837.862295096038,660.053703670148,-177.808591425889,"R",386.450000047684,435.749999761581,404.800000190735,526.700000286102,393.299999713898,548.099999904633,384,519.400000095367,398.449999809265,569.950000047684,413.5,371.849999904633,402.399999856949,413.300000190735,360.799999952316,452.299999713898,404.400000095367,371.800000190735,435.199999809265,410.200000286102,405.599999904633,411.950000047684,453.400000095367,389.100000143051,433.600000143051,0,0,27.0499999523163,8.5,11.1000003814697,26.2000002861023,54.9500002861023
"qdvg4",7,"Mini-English",0,"0.86","0.71","1.44",NA,NA,NA,NA,NA,NA,837.862295096038,660.053703670148,-177.808591425889,"P",409.300000190735,413.799999713898,406.149999856949,388.900000095367,396.599999904633,393.300000190735,404.650000095367,377.550000190735,400.800000190735,0,1209.69999980927,472.400000095367,0,0,0,569.700000047684,639.349999666214,0,0,1386.7000002861,1362.09999990463,0,1289,1384.45000004768,2111.7000002861,0,0,800.39999961853,-406.149999856949,242.749999761581,982.050000190735,888.199999809265
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,3,6,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,3,6,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,5,7,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,4,8,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,5,7,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,7,5,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,8,2,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,8,2,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,NA,0,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,NA,0,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,7,5,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,4,8,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,6,6,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"R",351.699999928474,396.300000190735,337.400000095367,661.100000143051,406.499999880791,604.700000047684,370.5,740,482.5,514.000000119209,376.199999809265,325.799999952316,398.200000047684,392.499999880791,333.600000143051,412.75,401.699999928474,404.600000023842,458.199999928474,387.600000143051,352.399999856949,393.5,433.900000095367,497.200000047684,439.299999952316,0,0,24.4999998807907,55.0999997854233,-4.79999995231628,17.1000001430511,-48.5999999046326
"qgsl9",4,"Mini-Norwegian",5,"1","1","1.29",34,6,6,2,548,NA,814.036065566735,675.001851845671,-139.034213721064,"P",362.349999904633,328.699999809265,373.199999928474,352.5,388.950000047684,356.399999976158,366.700000047684,351.900000095367,393.5,362.900000095367,0,0,0,0,0,0,1359.20000004768,1252.19999980927,0,0,0,0,1214.39999985695,1240.10000014305,0,0,0,-362.349999904633,-373.199999928474,970.25,-366.700000047684,820.899999856949
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,3,7,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,3,7,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,5,7,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,4,8,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,4,8,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,7,4,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,7,4,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,8,0,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,8,0,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,NA,0,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,NA,0,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,5,7,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,6,5,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"P",331.399999976158,321.900000035763,327.050000011921,349.900000035763,324.700000047684,302.800000011921,314.600000023842,349.5,346.5,300.200000047684,0,0,0,0,0,0,0,0,0,0,0,0,195.34999999404,0,0,0,0,-331.399999976158,-327.050000011921,-324.700000047684,-314.600000023842,-151.15000000596
"rqed8",2,"Mini-Norwegian",2.75,"1","0.86","1.73",31,6,5,2,551,NA,946.108196718771,934.957692305629,-11.1505044131419,"R",319.200000017881,312.149999976158,331.599999964237,460.800000011921,320.800000011921,502.599999964237,319.050000011921,687.800000011921,319.25,0,317.700000017881,317.900000035763,346.000000059605,322.699999988079,304.900000035763,342.699999988079,329.5,309.199999988079,371.15000000596,317,292.800000011921,334.5,359.100000023842,297.5,355.900000035763,0,0,-1.5,-8.89999997615814,8.69999998807907,-2.05000001192093,39.8500000238419
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,5,7,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,3,5,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,4,8,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,4,8,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,7,2,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,7,2,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,8,1,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,8,1,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
