Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
69,1730684978347,"04/11/2024, 01:49:38",1730684978117,1,"04/11/2024, 02:49:38",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,109,18,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
70,1730684979001,"04/11/2024, 01:49:39",1730684978772,1,"04/11/2024, 02:49:38",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,109,18,2,Screen 2,buttonb,response_keyboard,651.1999999880791,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
71,1730684979497,"04/11/2024, 01:49:39",1730684979267,1,"04/11/2024, 02:49:39",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,91,19,1,Screen 1,fixation,fixation,501,,,,0,,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
72,1730684980609,"04/11/2024, 01:49:40",1730684980385,1,"04/11/2024, 02:49:40",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,91,19,2,Screen 2,buttona,response_keyboard,1110.800000011921,,,yellow,1,1,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
73,1730684981096,"04/11/2024, 01:49:41",1730684980884,1,"04/11/2024, 02:49:40",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,93,20,1,Screen 1,fixation,fixation,499.90000000000873,,,,0,,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
74,1730684981646,"04/11/2024, 01:49:41",1730684981420,1,"04/11/2024, 02:49:41",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,93,20,2,Screen 2,buttona,response_keyboard,529.5999999642372,,,yellow,1,1,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
75,1730684982127,"04/11/2024, 01:49:42",1730684981917,1,"04/11/2024, 02:49:41",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,76,21,1,Screen 1,fixation,fixation,499.5,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
76,1730684982782,"04/11/2024, 01:49:42",1730684982558,1,"04/11/2024, 02:49:42",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,76,21,2,Screen 2,buttona,response_keyboard,634.2000000476837,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
77,1730684983278,"04/11/2024, 01:49:43",1730684983050,1,"04/11/2024, 02:49:43",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,22,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
78,1730684984226,"04/11/2024, 01:49:44",1730684983997,1,"04/11/2024, 02:49:43",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,22,2,Screen 2,buttona,response_keyboard,939.8000000119209,,,yellow,1,1,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
79,1730684984706,"04/11/2024, 01:49:44",1730684984484,1,"04/11/2024, 02:49:44",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,59,23,1,Screen 1,fixation,fixation,499.5,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
80,1730684985405,"04/11/2024, 01:49:45",1730684985185,1,"04/11/2024, 02:49:45",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,59,23,2,Screen 2,buttona,response_keyboard,693.4000000357628,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
81,1730684985914,"04/11/2024, 01:49:45",1730684985684,1,"04/11/2024, 02:49:45",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,24,1,Screen 1,fixation,fixation,500.09999999999127,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
82,1730684986515,"04/11/2024, 01:49:46",1730684986287,1,"04/11/2024, 02:49:46",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,24,2,Screen 2,buttona,response_keyboard,596.3000000119209,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
83,1730684987005,"04/11/2024, 01:49:47",1730684986784,1,"04/11/2024, 02:49:46",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,96,25,1,Screen 1,fixation,fixation,500.29999999998836,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
84,1730684987637,"04/11/2024, 01:49:47",1730684987410,1,"04/11/2024, 02:49:47",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,96,25,2,Screen 2,buttona,response_keyboard,618.0999999642372,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
85,1730684988119,"04/11/2024, 01:49:48",1730684987900,1,"04/11/2024, 02:49:47",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,48,26,1,Screen 1,fixation,fixation,499.8000000000029,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
86,1730684989323,"04/11/2024, 01:49:49",1730684989085,1,"04/11/2024, 02:49:49",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,48,26,2,Screen 2,buttonb,response_keyboard,1178.5,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
87,1730684989809,"04/11/2024, 01:49:49",1730684989583,1,"04/11/2024, 02:49:49",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,64,27,1,Screen 1,fixation,fixation,501,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
88,1730684990864,"04/11/2024, 01:49:50",1730684990639,1,"04/11/2024, 02:49:50",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,64,27,2,Screen 2,buttona,response_keyboard,1049,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
89,1730684991361,"04/11/2024, 01:49:51",1730684991133,1,"04/11/2024, 02:49:51",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,86,28,1,Screen 1,fixation,fixation,500.6999999999971,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
90,1730684991979,"04/11/2024, 01:49:51",1730684991751,1,"04/11/2024, 02:49:51",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,86,28,2,Screen 2,buttona,response_keyboard,610.5,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
91,1730684992471,"04/11/2024, 01:49:52",1730684992250,1,"04/11/2024, 02:49:52",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,50,29,1,Screen 1,fixation,fixation,500.6999999999971,,,,0,,,,,,,1,Trials,BLUEred.jpg,blue,0,0
92,1730684993792,"04/11/2024, 01:49:53",1730684993569,1,"04/11/2024, 02:49:53",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,50,29,2,Screen 2,buttonb,response_keyboard,1312,,,blue,1,1,,,,,,1,Trials,BLUEred.jpg,blue,0,0
93,1730684994297,"04/11/2024, 01:49:54",1730684994067,1,"04/11/2024, 02:49:54",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,27,30,1,Screen 1,fixation,fixation,500.6999999999971,,,,0,,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
94,1730684994968,"04/11/2024, 01:49:54",1730684994750,1,"04/11/2024, 02:49:54",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,27,30,2,Screen 2,buttona,response_keyboard,676.8000000119209,,,yellow,1,1,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
95,1730684995454,"04/11/2024, 01:49:55",1730684995233,1,"04/11/2024, 02:49:55",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,31,1,Screen 1,fixation,fixation,499.90000000000873,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
96,1730684996170,"04/11/2024, 01:49:56",1730684995954,1,"04/11/2024, 02:49:55",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,31,2,Screen 2,buttona,response_keyboard,713.3000000119209,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
97,1730684996671,"04/11/2024, 01:49:56",1730684996450,1,"04/11/2024, 02:49:56",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,78,32,1,Screen 1,fixation,fixation,499.70000000001164,,,,0,,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
98,1730684997758,"04/11/2024, 01:49:57",1730684997524,1,"04/11/2024, 02:49:57",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,78,32,2,Screen 2,buttona,response_keyboard,1066.5,,,yellow,1,1,,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
99,1730684998236,"04/11/2024, 01:49:58",1730684998017,1,"04/11/2024, 02:49:58",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,83,33,1,Screen 1,fixation,fixation,499.6999999999971,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
100,1730684998958,"04/11/2024, 01:49:58",1730684998726,1,"04/11/2024, 02:49:58",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,83,33,2,Screen 2,buttonb,response_keyboard,701.9000000357628,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
101,1730684999444,"04/11/2024, 01:49:59",1730684999217,1,"04/11/2024, 02:49:59",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,45,34,1,Screen 1,fixation,fixation,499.5,,,,0,,,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
102,1730685000010,"04/11/2024, 01:50:00",1730684999781,1,"04/11/2024, 02:49:59",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,45,34,2,Screen 2,buttonb,response_keyboard,557.0999999642372,,,blue,1,1,,,,,,1,Trials,BLUEyellow.jpg,blue,0,0
103,1730685000489,"04/11/2024, 01:50:00",1730685000266,1,"04/11/2024, 02:50:00",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,22,35,1,Screen 1,fixation,fixation,499.8000000000029,,,,0,,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
104,1730685001411,"04/11/2024, 01:50:01",1730685001192,1,"04/11/2024, 02:50:01",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,22,35,2,Screen 2,buttona,response_keyboard,918.6999999880791,,,yellow,1,1,,,,,,1,Trials,YELLOWyellow.jpg,yellow,1,0
105,1730685001912,"04/11/2024, 01:50:01",1730685001683,1,"04/11/2024, 02:50:01",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,39,36,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,GREENblue.jpg,green,0,0
106,1730685002803,"04/11/2024, 01:50:02",1730685002586,1,"04/11/2024, 02:50:02",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,39,36,2,Screen 2,buttonb,response_keyboard,895.6000000238419,,,green,1,1,,,,,,1,Trials,GREENblue.jpg,green,0,0
107,1730685003300,"04/11/2024, 01:50:03",1730685003083,1,"04/11/2024, 02:50:03",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,107,37,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
108,1730685004170,"04/11/2024, 01:50:04",1730685003934,1,"04/11/2024, 02:50:03",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,107,37,2,Screen 2,buttonb,response_keyboard,843.1999999880791,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
109,1730685004665,"04/11/2024, 01:50:04",1730685004433,1,"04/11/2024, 02:50:04",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,115,38,1,Screen 1,fixation,fixation,501,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
110,1730685005358,"04/11/2024, 01:50:05",1730685005136,1,"04/11/2024, 02:50:05",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,115,38,2,Screen 2,buttonb,response_keyboard,696.5,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
111,1730685005859,"04/11/2024, 01:50:05",1730685005633,1,"04/11/2024, 02:50:05",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,56,39,1,Screen 1,fixation,fixation,501,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
112,1730685006582,"04/11/2024, 01:50:06",1730685006359,1,"04/11/2024, 02:50:06",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,56,39,2,Screen 2,buttona,response_keyboard,719.6999999880791,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
113,1730685007079,"04/11/2024, 01:50:07",1730685006850,1,"04/11/2024, 02:50:06",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,71,40,1,Screen 1,fixation,fixation,499.40000000000873,,,,0,,,,,,,1,Trials,GREENred.jpg,green,0,0
114,1730685008103,"04/11/2024, 01:50:08",1730685007877,1,"04/11/2024, 02:50:07",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,71,40,2,Screen 2,buttonb,response_keyboard,1020,,,green,1,1,,,,,,1,Trials,GREENred.jpg,green,0,0
115,1730685008593,"04/11/2024, 01:50:08",1730685008366,1,"04/11/2024, 02:50:08",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,23,41,1,Screen 1,fixation,fixation,500.1999999999971,,,,0,,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
116,1730685009382,"04/11/2024, 01:50:09",1730685009162,1,"04/11/2024, 02:50:09",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,23,41,2,Screen 2,buttona,response_keyboard,789.3000000119209,,,yellow,1,1,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
117,1730685009867,"04/11/2024, 01:50:09",1730685009650,1,"04/11/2024, 02:50:09",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,46,42,1,Screen 1,fixation,fixation,499.3999999999942,,,,0,,,,,,,1,Trials,BLUEred.jpg,blue,0,0
118,1730685010811,"04/11/2024, 01:50:10",1730685010585,1,"04/11/2024, 02:50:10",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,46,42,2,Screen 2,buttonb,response_keyboard,928.8999999761581,,,blue,1,1,,,,,,1,Trials,BLUEred.jpg,blue,0,0
119,1730685011317,"04/11/2024, 01:50:11",1730685011083,1,"04/11/2024, 02:50:11",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,51,43,1,Screen 1,fixation,fixation,500.1000000000058,,,,0,,,,,,,1,Trials,BLUEgreen.jpg,blue,0,0
120,1730685011947,"04/11/2024, 01:50:11",1730685011732,1,"04/11/2024, 02:50:11",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,51,43,2,Screen 2,buttonb,response_keyboard,642,,,blue,1,1,,,,,,1,Trials,BLUEgreen.jpg,blue,0,0
121,1730685012451,"04/11/2024, 01:50:12",1730685012216,1,"04/11/2024, 02:50:12",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,98,44,1,Screen 1,fixation,fixation,501,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
122,1730685013160,"04/11/2024, 01:50:13",1730685012933,1,"04/11/2024, 02:50:12",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,98,44,2,Screen 2,buttona,response_keyboard,710,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
123,1730685013650,"04/11/2024, 01:50:13",1730685013416,1,"04/11/2024, 02:50:13",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,90,45,1,Screen 1,fixation,fixation,499.8999999999942,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
124,1730685014711,"04/11/2024, 01:50:14",1730685014494,1,"04/11/2024, 02:50:14",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,90,45,2,Screen 2,buttonb,response_keyboard,1071.2000000476837,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
125,1730685015209,"04/11/2024, 01:50:15",1730685014982,1,"04/11/2024, 02:50:14",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,69,46,1,Screen 1,fixation,fixation,499.40000000000873,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
126,1730685015683,"04/11/2024, 01:50:15",1730685015454,1,"04/11/2024, 02:50:15",171473,3,task-l8uv,,41082891,dbrb5,10667585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x900,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,69,46,2,Screen 2,buttonb,response_keyboard,464.30000001192093,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
