Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1714459567430,30/04/2024 06:46:07,1714466767430,2,30/04/2024 10:46:07,143587,32,questionnaire-mcpk,,37346815,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Thank you for your partipation,3,Stroop ,,,,,5,,BEGIN,,,,,
2,1714459591415,30/04/2024 06:46:31,1714466791415,2,30/04/2024 10:46:31,143587,32,questionnaire-mcpk,,37346815,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Thank you for your partipation,3,Stroop ,Page 1,mqcm13,1,,continue,,,,,screen,0,screen
3,1714459591418,30/04/2024 06:46:31,1714466791418,2,30/04/2024 10:46:31,143587,32,questionnaire-mcpk,,37346815,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,Thank you for your partipation,3,Stroop ,,,,,5,,END,,,,,
1,1714672427745,02/05/2024 17:53:47,1714679627745,2,02/05/2024 21:53:47,143587,32,questionnaire-mcpk,,37418504,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Thank you for your partipation,3,ASRT,,,,,5,,BEGIN,,,,,
2,1714672442646,02/05/2024 17:54:02,1714679642646,2,02/05/2024 21:54:02,143587,32,questionnaire-mcpk,,37418504,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Thank you for your partipation,3,ASRT,Page 1,mqcm13,1,,continue,,,,,screen,0,screen
3,1714672442648,02/05/2024 17:54:02,1714679642648,2,02/05/2024 21:54:02,143587,32,questionnaire-mcpk,,37418504,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,Thank you for your partipation,3,ASRT,,,,,5,,END,,,,,
1,1718200118891,12/06/2024 13:48:38,1718207318891,2,12/06/2024 17:48:38,143587,32,questionnaire-mcpk,,38207293,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Thank you for your partipation,3,Stroop ,,,,,info,,BEGIN,,,,,
2,1718200125164,12/06/2024 13:48:45,1718207325164,2,12/06/2024 17:48:45,143587,32,questionnaire-mcpk,,38207293,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Thank you for your partipation,3,Stroop ,Page 1,mqcm13,1,,continue,,,,,screen,0,screen
3,1718200125164,12/06/2024 13:48:45,1718207325164,2,12/06/2024 17:48:45,143587,32,questionnaire-mcpk,,38207293,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,Thank you for your partipation,3,Stroop ,,,,,info,,END,,,,,
1,1718364268754,14/06/2024 11:24:28,1718371468754,2,14/06/2024 15:24:28,143587,32,questionnaire-mcpk,,38251663,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,Thank you for your partipation,3,ASRT,,,,,info,,BEGIN,,,,,
2,1718364278949,14/06/2024 11:24:38,1718371478949,2,14/06/2024 15:24:38,143587,32,questionnaire-mcpk,,38251663,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,Thank you for your partipation,3,ASRT,Page 1,mqcm13,1,,continue,,,,,screen,0,screen
3,1718364278954,14/06/2024 11:24:38,1718371478954,2,14/06/2024 15:24:38,143587,32,questionnaire-mcpk,,38251663,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,Thank you for your partipation,3,ASRT,,,,,info,,END,,,,,
1,1720047874400,03/07/2024 23:04:34,1720055074400,2,04/07/2024 03:04:34,143587,32,questionnaire-mcpk,,38740753,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,Thank you for your partipation,3,DGS,,,,,info,,BEGIN,,,,,
2,1720047888063,03/07/2024 23:04:48,1720055088063,2,04/07/2024 03:04:48,143587,32,questionnaire-mcpk,,38740753,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,Thank you for your partipation,3,DGS,Page 1,mqcm13,1,,continue,,,,,screen,0,screen
3,1720047888065,03/07/2024 23:04:48,1720055088065,2,04/07/2024 03:04:48,143587,32,questionnaire-mcpk,,38740753,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,Thank you for your partipation,3,DGS,,,,,info,,END,,,,,
1,1722209343774,28/07/2024 23:29:03,1722216543774,2,29/07/2024 03:29:03,143587,32,questionnaire-mcpk,,39246952,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Thank you for your partipation,3,ASRT,,,,,info,,BEGIN,,,,,
2,1722209357793,28/07/2024 23:29:17,1722216557793,2,29/07/2024 03:29:17,143587,32,questionnaire-mcpk,,39246952,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Thank you for your partipation,3,ASRT,Page 1,mqcm13,1,,continue,,,,,screen,0,screen
3,1722209357797,28/07/2024 23:29:17,1722216557797,2,29/07/2024 03:29:17,143587,32,questionnaire-mcpk,,39246952,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Thank you for your partipation,3,ASRT,,,,,info,,END,,,,,
END OF FILE
