Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
12,1710255772334,12/03/2024 15:02:52,1710255768711,1,12/03/2024 16:02:48,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,2,Screen 2,buttonb,response_keyboard,174.60000002384186,,,green,1,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
13,1710255773213,12/03/2024 15:02:53,1710255769690,1,12/03/2024 16:02:49,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
14,1710255773434,12/03/2024 15:02:53,1710255769910,1,12/03/2024 16:02:49,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,2,Screen 2,buttonb,response_keyboard,202.80000001192093,,,blue,1,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
15,1710255774206,12/03/2024 15:02:54,1710255770690,1,12/03/2024 16:02:50,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
16,1710255774333,12/03/2024 15:02:54,1710255770817,1,12/03/2024 16:02:50,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttonb,response_keyboard,110.19999998807907,,,green,1,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1710255775126,12/03/2024 15:02:55,1710255771607,1,12/03/2024 16:02:51,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1710255775724,12/03/2024 15:02:55,1710255772199,1,12/03/2024 16:02:52,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,577.3999999761581,,,green,1,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1710255776507,12/03/2024 15:02:56,1710255772990,1,12/03/2024 16:02:52,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1710255778239,12/03/2024 15:02:58,1710255774711,1,12/03/2024 16:02:54,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttona,response_keyboard,1707.300000011921,,,red,1,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1710255779030,12/03/2024 15:02:59,1710255775506,1,12/03/2024 16:02:55,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1710255780329,12/03/2024 15:03:00,1710255776807,1,12/03/2024 16:02:56,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttonb,response_keyboard,1285.300000011921,,,blue,1,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1710255781124,12/03/2024 15:03:01,1710255777590,1,12/03/2024 16:02:57,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1710255781788,12/03/2024 15:03:01,1710255778265,1,12/03/2024 16:02:58,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttona,response_keyboard,660.7999999523163,,,red,1,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1710255782573,12/03/2024 15:03:02,1710255779056,1,12/03/2024 16:02:59,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1710255783315,12/03/2024 15:03:03,1710255779796,1,12/03/2024 16:02:59,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttonb,response_keyboard,725.7000000476837,,,green,1,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1710255784134,12/03/2024 15:03:04,1710255780589,1,12/03/2024 16:03:00,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1710255785134,12/03/2024 15:03:05,1710255781615,1,12/03/2024 16:03:01,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttona,response_keyboard,1011.5999999642372,,,red,1,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1710255785926,12/03/2024 15:03:05,1710255782407,1,12/03/2024 16:03:02,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1710255787038,12/03/2024 15:03:07,1710255783523,1,12/03/2024 16:03:03,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,1100.5,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1710255787824,12/03/2024 15:03:07,1710255784306,1,12/03/2024 16:03:04,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1710255789045,12/03/2024 15:03:09,1710255785527,1,12/03/2024 16:03:05,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttona,response_keyboard,1206.5,,,yellow,1,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1710255793524,12/03/2024 15:03:13,1710255789994,1,12/03/2024 16:03:09,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,4157.800000011921,,,,,0,1,0,,,,,,Score,,,,
34,1710255812863,12/03/2024 15:03:32,1710255809340,1,12/03/2024 16:03:29,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,19316.30000001192,,,,,0,1,0,,,,,,Ready.0,,,,
35,1710255813376,12/03/2024 15:03:33,1710255809838,1,12/03/2024 16:03:29,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,105,1,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
36,1710255814856,12/03/2024 15:03:34,1710255811329,1,12/03/2024 16:03:31,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,105,1,2,Screen 2,buttonb,response_keyboard,1480.4000000357628,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
37,1710255815351,12/03/2024 15:03:35,1710255811821,1,12/03/2024 16:03:31,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,28,2,1,Screen 1,fixation,fixation,499.90000000000873,,,,,0,1,0,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
38,1710255816169,12/03/2024 15:03:36,1710255812646,1,12/03/2024 16:03:32,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,28,2,2,Screen 2,buttonb,response_keyboard,813.8000000119209,,,blue,1,0,1,0,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
39,1710255816660,12/03/2024 15:03:36,1710255813138,1,12/03/2024 16:03:33,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,29,3,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
40,1710255818042,12/03/2024 15:03:38,1710255814516,1,12/03/2024 16:03:34,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,29,3,2,Screen 2,buttona,response_keyboard,1368.199999988079,,,red,1,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
41,1710255818523,12/03/2024 15:03:38,1710255815005,1,12/03/2024 16:03:35,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,84,4,1,Screen 1,fixation,fixation,499.90000000000873,,,,,0,1,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
42,1710255819294,12/03/2024 15:03:39,1710255815764,1,12/03/2024 16:03:35,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,84,4,2,Screen 2,buttonb,response_keyboard,747.6000000238419,,,blue,1,1,0,0,,,,,1,Trials,BLUEblue.jpg,blue,1,0
43,1710255819775,12/03/2024 15:03:39,1710255816254,1,12/03/2024 16:03:36,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,100,5,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
44,1710255820994,12/03/2024 15:03:40,1710255817470,1,12/03/2024 16:03:37,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,100,5,2,Screen 2,buttona,response_keyboard,1205.5999999642372,,,red,1,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
45,1710255821488,12/03/2024 15:03:41,1710255817954,1,12/03/2024 16:03:37,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,6,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
46,1710255822095,12/03/2024 15:03:42,1710255818569,1,12/03/2024 16:03:38,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,6,2,Screen 2,buttona,response_keyboard,603.5999999642372,,,red,1,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
47,1710255822580,12/03/2024 15:03:42,1710255819054,1,12/03/2024 16:03:39,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,41,7,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
48,1710255825585,12/03/2024 15:03:45,1710255822057,1,12/03/2024 16:03:42,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,41,7,2,Screen 2,Zone1,timelimit_screen,2999.800000000003,,,,,0,1,0,,,1,,1,Trials,GREENgreen.jpg,green,1,0
49,1710255826078,12/03/2024 15:03:46,1710255822554,1,12/03/2024 16:03:42,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,81,8,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
50,1710255826587,12/03/2024 15:03:46,1710255823060,1,12/03/2024 16:03:43,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,81,8,2,Screen 2,buttonb,response_keyboard,495.30000001192093,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
51,1710255827086,12/03/2024 15:03:47,1710255823554,1,12/03/2024 16:03:43,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,60,9,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDblue.jpg,red,0,0
52,1710255829488,12/03/2024 15:03:49,1710255825897,1,12/03/2024 16:03:45,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,60,9,2,Screen 2,buttonb,response_keyboard,2334,,,blue,1,0,1,0,,,,,1,Trials,REDblue.jpg,red,0,0
53,1710255829933,12/03/2024 15:03:49,1710255826387,1,12/03/2024 16:03:46,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,76,10,1,Screen 1,fixation,fixation,499.90000000000873,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
54,1710255830622,12/03/2024 15:03:50,1710255827092,1,12/03/2024 16:03:47,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,76,10,2,Screen 2,buttona,response_keyboard,695.3999999761581,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
55,1710255831120,12/03/2024 15:03:51,1710255827587,1,12/03/2024 16:03:47,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,72,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
56,1710255832050,12/03/2024 15:03:52,1710255828523,1,12/03/2024 16:03:48,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,72,11,2,Screen 2,buttonb,response_keyboard,925.8000000119209,,,blue,1,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
57,1710255832550,12/03/2024 15:03:52,1710255829020,1,12/03/2024 16:03:49,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,REDyellow.jpg,red,0,0
58,1710255834401,12/03/2024 15:03:54,1710255830870,1,12/03/2024 16:03:50,143587,32,task-l8uv,,36015924,rqed8,9856431,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x641,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,12,2,Screen 2,buttona,response_keyboard,1839.3999999761581,,,yellow,1,0,1,0,,,,,1,Trials,REDyellow.jpg,red,0,0
