Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
1,1712517056911,07/04/2024 19:10:56,1712517085485,2,07/04/2024 21:11:25,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1712517107563,07/04/2024 19:11:47,1712517136186,2,07/04/2024 21:12:16,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,1,1,1,Screen 1,button,continue_keyboard,50050.5,,,,,0,1,0,,,,,,Instructions,,,,
3,1712517108066,07/04/2024 19:11:48,1712517136673,2,07/04/2024 21:12:16,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,2,1,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,REDred.jpg,red,1,1
4,1712517108939,07/04/2024 19:11:48,1712517137560,2,07/04/2024 21:12:17,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,2,1,2,Screen 2,buttona,response_keyboard,876.2999999523163,,,red,1,1,0,0,,,,,,Practice Trials,REDred.jpg,red,1,1
5,1712517109752,07/04/2024 19:11:49,1712517138353,2,07/04/2024 21:12:18,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,3,2,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
6,1712517110400,07/04/2024 19:11:50,1712517138998,2,07/04/2024 21:12:18,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,3,2,2,Screen 2,buttona,response_keyboard,629.6000001430511,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
7,1712517111164,07/04/2024 19:11:51,1712517139790,2,07/04/2024 21:12:19,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,4,3,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
8,1712517113557,07/04/2024 19:11:53,1712517142181,2,07/04/2024 21:12:22,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,4,3,2,Screen 2,buttona,response_keyboard,2383.300000190735,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
9,1712517114360,07/04/2024 19:11:54,1712517142977,2,07/04/2024 21:12:22,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,5,4,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
10,1712517115600,07/04/2024 19:11:55,1712517144215,2,07/04/2024 21:12:24,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,5,4,2,Screen 2,buttona,response_keyboard,1230.3999998569489,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
11,1712517116440,07/04/2024 19:11:56,1712517145011,2,07/04/2024 21:12:25,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
12,1712517117266,07/04/2024 19:11:57,1712517145884,2,07/04/2024 21:12:25,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,2,Screen 2,buttonb,response_keyboard,856.6999998092651,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
13,1712517118057,07/04/2024 19:11:58,1712517146677,2,07/04/2024 21:12:26,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
14,1712517118619,07/04/2024 19:11:58,1712517147243,2,07/04/2024 21:12:27,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,2,Screen 2,buttonb,response_keyboard,552.3000001907349,,,green,1,1,0,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
15,1712517119413,07/04/2024 19:11:59,1712517148038,2,07/04/2024 21:12:28,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
16,1712517121991,07/04/2024 19:12:01,1712517150613,2,07/04/2024 21:12:30,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttonb,response_keyboard,2560.899999856949,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1712517122784,07/04/2024 19:12:02,1712517151405,2,07/04/2024 21:12:31,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1712517124170,07/04/2024 19:12:04,1712517152791,2,07/04/2024 21:12:32,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,1377.1000001430511,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1712517124959,07/04/2024 19:12:04,1712517153585,2,07/04/2024 21:12:33,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,499.6999999999971,,,,,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1712517126315,07/04/2024 19:12:06,1712517154943,2,07/04/2024 21:12:34,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttonb,response_keyboard,1353.5999999046326,,,green,1,1,0,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1712517127112,07/04/2024 19:12:07,1712517155738,2,07/04/2024 21:12:35,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1712517128196,07/04/2024 19:12:08,1712517156826,2,07/04/2024 21:12:36,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttonb,response_keyboard,1078.4000000953674,,,green,1,1,0,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1712517129008,07/04/2024 19:12:09,1712517157619,2,07/04/2024 21:12:37,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,499.79999999998836,,,,,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1712517129727,07/04/2024 19:12:09,1712517158330,2,07/04/2024 21:12:38,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,695.7999999523163,,,green,1,1,0,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1712517130497,07/04/2024 19:12:10,1712517159119,2,07/04/2024 21:12:39,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,499.90000000000873,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1712517132000,07/04/2024 19:12:12,1712517160616,2,07/04/2024 21:12:40,143587,32,task-cjtc,,36816316,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,1483.7000000476837,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
