Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
3,1715746502488,15/05/2024 04:15:02,1715753702488,2,15/05/2024 08:15:02,171473,3,task-iam7,,37658818,hcqa8,10667471,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x945,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1715861914992,16/05/2024 12:18:34,1715869114992,2,16/05/2024 16:18:34,171473,3,task-iam7,,37686945,finc3,10667593,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,3840x1080,1918x892,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1715861915083,16/05/2024 12:18:35,1715869115083,2,16/05/2024 16:18:35,171473,3,task-iam7,,37686945,finc3,10667593,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,3840x1080,1918x892,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.90000000000009,100,100.90000000000009,100.90000000000009,100,100.90000000000009,1,100.90000000000009,0,0,,Time Limit,screen,0,screen,dummy,
3,1715861915084,16/05/2024 12:18:35,1715869115084,2,16/05/2024 16:18:35,171473,3,task-iam7,,37686945,finc3,10667593,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,3840x1080,1918x892,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1716467319521,23/05/2024 12:28:39,1716474519521,2,23/05/2024 16:28:39,171473,3,task-iam7,,37820275,ezje7,10667592,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x854,1280x685,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1716467319605,23/05/2024 12:28:39,1716474519605,2,23/05/2024 16:28:39,171473,3,task-iam7,,37820275,ezje7,10667592,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x854,1280x685,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,101.8760000000002,99.77599999999984,101.8760000000002,101.8760000000002,99.77599999999984,101.8760000000002,1,101.8760000000002,0,0,,Time Limit,screen,0,screen,dummy,
3,1716467319607,23/05/2024 12:28:39,1716474519607,2,23/05/2024 16:28:39,171473,3,task-iam7,,37820275,ezje7,10667592,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x854,1280x685,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1716653298789,25/05/2024 16:08:18,1716660498789,2,25/05/2024 20:08:18,171473,3,task-iam7,,37857739,rvax5,10667479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x963,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1716653298869,25/05/2024 16:08:18,1716660498869,2,25/05/2024 20:08:18,171473,3,task-iam7,,37857739,rvax5,10667479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x963,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.76999999999998,99.67000000000007,100.76999999999998,100.76999999999998,99.67000000000007,100.76999999999998,1,100.76999999999998,0,0,,Time Limit,screen,0,screen,dummy,
3,1716653298870,25/05/2024 16:08:18,1716660498870,2,25/05/2024 20:08:18,171473,3,task-iam7,,37857739,rvax5,10667479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x963,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1717133624137,31/05/2024 05:33:44,1717140824137,2,31/05/2024 09:33:44,171473,3,task-iam7,,37962717,gxac7,10667478,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1440x900,1440x813,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1717133624223,31/05/2024 05:33:44,1717140824223,2,31/05/2024 09:33:44,171473,3,task-iam7,,37962717,gxac7,10667478,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1440x900,1440x813,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,101.30000000074506,99.89999999999964,101.30000000074506,101.30000000074506,99.89999999999964,101.30000000074506,1,101.30000000074506,0,0,,Time Limit,screen,0,screen,dummy,
3,1717133624225,31/05/2024 05:33:44,1717140824225,2,31/05/2024 09:33:44,171473,3,task-iam7,,37962717,gxac7,10667478,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1440x900,1440x813,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1717168574696,31/05/2024 15:16:14,1717175774696,2,31/05/2024 19:16:14,171473,3,task-iam7,,37973180,fqrf6,10667475,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 126.0,1696x954,1696x810,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1717168574793,31/05/2024 15:16:14,1717175774793,2,31/05/2024 19:16:14,171473,3,task-iam7,,37973180,fqrf6,10667475,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 126.0,1696x954,1696x810,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,97.52000000000044,97.26000000000022,97.52000000000044,97.52000000000044,97.26000000000022,97.52000000000044,1,97.52000000000044,0,0,,Time Limit,screen,0,screen,dummy,
3,1717168574794,31/05/2024 15:16:14,1717175774794,2,31/05/2024 19:16:14,171473,3,task-iam7,,37973180,fqrf6,10667475,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 126.0,1696x954,1696x810,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1720180268547,05/07/2024 11:51:08,1720187468547,2,05/07/2024 15:51:08,171473,3,task-iam7,,38769867,ksjo8,10667480,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1720180268634,05/07/2024 11:51:08,1720187468634,2,05/07/2024 15:51:08,171473,3,task-iam7,,38769867,ksjo8,10667480,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.26999990463264,99.47000000000025,100.26999990463264,100.26999990463264,99.47000000000025,100.26999990463264,1,100.26999990463264,0,0,,Time Limit,screen,0,screen,dummy,
3,1720180268636,05/07/2024 11:51:08,1720187468636,2,05/07/2024 15:51:08,171473,3,task-iam7,,38769867,ksjo8,10667480,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,study_site,2,Stroop ,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1720386140844,07/07/2024 21:02:20,1720393340844,2,08/07/2024 01:02:20,171473,3,task-iam7,,38797377,zuwa4,10667482,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1720386140918,07/07/2024 21:02:20,1720393340918,2,08/07/2024 01:02:20,171473,3,task-iam7,,38797377,zuwa4,10667482,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,101.09999999999991,100.09999999999991,101.09999999999991,101.09999999999991,100.09999999999991,101.09999999999991,1,101.09999999999991,0,0,,Time Limit,screen,0,screen,dummy,
3,1720386140920,07/07/2024 21:02:20,1720393340920,2,08/07/2024 01:02:20,171473,3,task-iam7,,38797377,zuwa4,10667482,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1721118659425,16/07/2024 08:30:59,1721125859425,2,16/07/2024 12:30:59,171473,3,task-iam7,,38988201,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1721118659489,16/07/2024 08:30:59,1721125859489,2,16/07/2024 12:30:59,171473,3,task-iam7,,38988201,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,100.39999999776501,98.60000000000036,100.39999999776501,100.39999999776501,98.60000000000036,100.39999999776501,1,100.39999999776501,0,0,,Time Limit,screen,0,screen,dummy,
3,1721118659491,16/07/2024 08:30:59,1721125859491,2,16/07/2024 12:30:59,171473,3,task-iam7,,38988201,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,,0,study_site,2,ASRT,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1722194594356,28/07/2024 19:23:14,1722201794356,2,28/07/2024 23:23:14,171473,3,task-iam7,,39245608,ztwr3,10667484,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x676,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1722194606792,28/07/2024 19:23:26,1722201806792,2,28/07/2024 23:23:26,171473,3,task-iam7,,39245608,ztwr3,10667484,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x676,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,1,dummy,Screen 1,yzgy6e,1,timedOut,,17218.04,17218.04,17218.04,17218.04,17218.04,17218.04,1,17218.04,0,0,,Time Limit,screen,0,screen,dummy,
3,1722194606795,28/07/2024 19:23:26,1722201806795,2,28/07/2024 23:23:26,171473,3,task-iam7,,39245608,ztwr3,10667484,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1536x864,1536x676,,,0,study_site,2,DGS,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,
END OF FILE
