Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
17,1712768469846,10/04/2024 17:01:09,1712768469702,2,10/04/2024 19:01:09,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,499.90000000000873,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1712768470424,10/04/2024 17:01:10,1712768470288,2,10/04/2024 19:01:10,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,574.8999996185303,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1712768471199,10/04/2024 17:01:11,1712768471067,2,10/04/2024 19:01:11,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1712768472297,10/04/2024 17:01:12,1712768472155,2,10/04/2024 19:01:12,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttonb,response_keyboard,1077.3000001907349,,,green,1,1,0,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1712768473072,10/04/2024 17:01:13,1712768472934,2,10/04/2024 19:01:12,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1712768474112,10/04/2024 17:01:14,1712768473767,2,10/04/2024 19:01:13,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttonb,response_keyboard,822,,,green,1,1,0,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1712768474683,10/04/2024 17:01:14,1712768474552,2,10/04/2024 19:01:14,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1712768475165,10/04/2024 17:01:15,1712768475024,2,10/04/2024 19:01:15,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,461.40000009536743,,,green,1,1,0,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1712768475958,10/04/2024 17:01:15,1712768475819,2,10/04/2024 19:01:15,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1712768477274,10/04/2024 17:01:17,1712768477142,2,10/04/2024 19:01:17,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,1313.1999998092651,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1712768478071,10/04/2024 17:01:18,1712768477935,2,10/04/2024 19:01:17,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1712768478778,10/04/2024 17:01:18,1712768478456,2,10/04/2024 19:01:18,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttona,response_keyboard,509.40000009536743,,,red,1,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1712768479378,10/04/2024 17:01:19,1712768479235,2,10/04/2024 19:01:19,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1712768480594,10/04/2024 17:01:20,1712768480472,2,10/04/2024 19:01:20,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,1225.6999998092651,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1712768481383,10/04/2024 17:01:21,1712768481251,2,10/04/2024 19:01:21,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1712768481941,10/04/2024 17:01:21,1712768481812,2,10/04/2024 19:01:21,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttonb,response_keyboard,550.5,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1712768486078,10/04/2024 17:01:26,1712768485741,2,10/04/2024 19:01:25,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,3629.9000000953674,,,,,0,1,0,,,,,,Score,,,,
34,1712768495723,10/04/2024 17:01:35,1712768495588,2,10/04/2024 19:01:35,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,9837.5,,,,,0,1,0,,,,,,Ready.0,,,,
35,1712768496227,10/04/2024 17:01:36,1712768496086,2,10/04/2024 19:01:36,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,1,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
36,1712768497475,10/04/2024 17:01:37,1712768497345,2,10/04/2024 19:01:37,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,25,1,2,Screen 2,buttona,response_keyboard,1251,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
37,1712768497981,10/04/2024 17:01:37,1712768497835,2,10/04/2024 19:01:37,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,77,2,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
38,1712768498725,10/04/2024 17:01:38,1712768498398,2,10/04/2024 19:01:38,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,77,2,2,Screen 2,buttona,response_keyboard,555.6000003814697,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
39,1712768499007,10/04/2024 17:01:39,1712768498885,2,10/04/2024 19:01:38,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,34,3,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
40,1712768500070,10/04/2024 17:01:40,1712768499930,2,10/04/2024 19:01:39,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,34,3,2,Screen 2,buttonb,response_keyboard,1037.4000000953674,,,green,1,1,0,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
41,1712768500552,10/04/2024 17:01:40,1712768500418,2,10/04/2024 19:01:40,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,4,1,Screen 1,fixation,fixation,499.9000000000233,,,,,0,1,0,,,,,1,Trials,REDyellow.jpg,red,0,0
42,1712768501087,10/04/2024 17:01:41,1712768500953,2,10/04/2024 19:01:40,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,54,4,2,Screen 2,buttona,response_keyboard,527.7000002861023,,,red,1,1,0,0,,,,,1,Trials,REDyellow.jpg,red,0,0
43,1712768501592,10/04/2024 17:01:41,1712768501453,2,10/04/2024 19:01:41,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,72,5,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
44,1712768502009,10/04/2024 17:01:42,1712768501877,2,10/04/2024 19:01:41,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,72,5,2,Screen 2,buttona,response_keyboard,418.19999980926514,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
45,1712768502513,10/04/2024 17:01:42,1712768502368,2,10/04/2024 19:01:42,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,73,6,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
46,1712768502923,10/04/2024 17:01:42,1712768502784,2,10/04/2024 19:01:42,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,73,6,2,Screen 2,buttona,response_keyboard,408.5,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
47,1712768503660,10/04/2024 17:01:43,1712768503285,2,10/04/2024 19:01:43,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,30,7,1,Screen 1,fixation,fixation,500.70000000001164,,,,,0,1,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
48,1712768504019,10/04/2024 17:01:44,1712768503892,2,10/04/2024 19:01:43,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,30,7,2,Screen 2,buttonb,response_keyboard,599.6000003814697,,,green,1,1,0,0,,,,,1,Trials,GREENyellow.jpg,green,0,0
49,1712768504522,10/04/2024 17:01:44,1712768504386,2,10/04/2024 19:01:44,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,100,8,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
50,1712768505000,10/04/2024 17:01:45,1712768504871,2,10/04/2024 19:01:44,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,100,8,2,Screen 2,buttonb,response_keyboard,478.19999980926514,,,blue,1,1,0,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
51,1712768505500,10/04/2024 17:01:45,1712768505368,2,10/04/2024 19:01:45,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,107,9,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
52,1712768506248,10/04/2024 17:01:46,1712768506017,2,10/04/2024 19:01:46,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,107,9,2,Screen 2,buttonb,response_keyboard,641,,,green,1,1,0,0,,,,,1,Trials,GREENgreen.jpg,green,1,0
53,1712768506636,10/04/2024 17:01:46,1712768506501,2,10/04/2024 19:01:46,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,47,10,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,BLUEgreen.jpg,blue,0,0
54,1712768507184,10/04/2024 17:01:47,1712768507053,2,10/04/2024 19:01:47,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,47,10,2,Screen 2,buttonb,response_keyboard,544.5,,,blue,1,1,0,0,,,,,1,Trials,BLUEgreen.jpg,blue,0,0
55,1712768507662,10/04/2024 17:01:47,1712768507535,2,10/04/2024 19:01:47,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,104,11,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
56,1712768508317,10/04/2024 17:01:48,1712768508178,2,10/04/2024 19:01:48,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,104,11,2,Screen 2,buttona,response_keyboard,635.3000001907349,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
57,1712768508810,10/04/2024 17:01:48,1712768508668,2,10/04/2024 19:01:48,171473,3,task-l8uv,,36906881,qdvg4,10667470,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1440x900,1440x813,,,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,118,12,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
