Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1717137628083,31/05/2024 06:40:28,1717144828083,2,31/05/2024 10:40:28,171473,3,questionnaire-mcpk,,37962995,gxac7,10667478,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1440x900,1440x813,,,0,Thank you for your partipation,4,DGS,,,,,info,,BEGIN,,,,,
2,1717137649211,31/05/2024 06:40:49,1717144849211,2,31/05/2024 10:40:49,171473,3,questionnaire-mcpk,,37962995,gxac7,10667478,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1440x900,1440x813,,,0,Thank you for your partipation,4,DGS,,,,,info,,END,,,,,
1,1717172328629,31/05/2024 16:18:48,1717179528629,2,31/05/2024 20:18:48,171473,3,questionnaire-mcpk,,37975548,fqrf6,10667475,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 126.0,1696x954,1696x810,,,0,Thank you for your partipation,4,ASRT,,,,,info,,BEGIN,,,,,
2,1717172331861,31/05/2024 16:18:51,1717179531861,2,31/05/2024 20:18:51,171473,3,questionnaire-mcpk,,37975548,fqrf6,10667475,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 126.0,1696x954,1696x810,,,0,Thank you for your partipation,4,ASRT,,,,,info,,END,,,,,
1,1720183661351,05/07/2024 12:47:41,1720190861351,2,05/07/2024 16:47:41,171473,3,questionnaire-mcpk,,38771171,ksjo8,10667480,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Thank you for your partipation,4,Stroop ,,,,,info,,BEGIN,,,,,
2,1720183664277,05/07/2024 12:47:44,1720190864277,2,05/07/2024 16:47:44,171473,3,questionnaire-mcpk,,38771171,ksjo8,10667480,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Thank you for your partipation,4,Stroop ,,,,,info,,END,,,,,
1,1720389771000,07/07/2024 22:02:51,1720396971000,2,08/07/2024 02:02:51,171473,3,questionnaire-mcpk,,38797738,zuwa4,10667482,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,Thank you for your partipation,4,DGS,,,,,info,,BEGIN,,,,,
2,1720389789911,07/07/2024 22:03:09,1720396989911,2,08/07/2024 02:03:09,171473,3,questionnaire-mcpk,,38797738,zuwa4,10667482,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,Thank you for your partipation,4,DGS,,,,,info,,END,,,,,
1,1721124495406,16/07/2024 10:08:15,1721131695406,2,16/07/2024 14:08:15,171473,3,questionnaire-mcpk,,38990992,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,,0,Thank you for your partipation,4,ASRT,,,,,info,,BEGIN,,,,,
2,1721124497442,16/07/2024 10:08:17,1721131697442,2,16/07/2024 14:08:17,171473,3,questionnaire-mcpk,,38990992,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,,0,Thank you for your partipation,4,ASRT,,,,,info,,END,,,,,
1,1722198168261,28/07/2024 20:22:48,1722205368261,2,29/07/2024 00:22:48,171473,3,questionnaire-mcpk,,39246183,ztwr3,10667484,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Thank you for your partipation,4,DGS,,,,,info,,BEGIN,,,,,
2,1722198177543,28/07/2024 20:22:57,1722205377543,2,29/07/2024 00:22:57,171473,3,questionnaire-mcpk,,39246183,ztwr3,10667484,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Thank you for your partipation,4,DGS,,,,,info,,END,,,,,
END OF FILE
